region_id,timestamp_utc,kgco2e_per_kwh
R1_NYISO_NYC,2024-06-04T10:00:00Z,0.446
R1_NYISO_NYC,2024-06-04T11:00:00Z,0.444
R1_NYISO_NYC,2024-06-04T12:00:00Z,0.4575
R1_NYISO_NYC,2024-06-04T13:00:00Z,0.4363
R1_NYISO_NYC,2024-06-04T14:00:00Z,0.4497
R1_NYISO_NYC,2024-06-04T15:00:00Z,0.4589
R1_NYISO_NYC,2024-06-04T16:00:00Z,0.4114
R1_NYISO_NYC,2024-06-04T17:00:00Z,0.413
R1_NYISO_NYC,2024-06-04T18:00:00Z,0.4279
R1_NYISO_NYC,2024-06-04T19:00:00Z,0.4089
R1_NYISO_NYC,2024-06-04T20:00:00Z,0.4031
R1_NYISO_NYC,2024-06-04T21:00:00Z,0.3968
R1_NYISO_NYC,2024-06-04T22:00:00Z,0.3622
R1_NYISO_NYC,2024-06-04T23:00:00Z,0.3595
R1_NYISO_NYC,2024-06-05T00:00:00Z,0.3569
R1_NYISO_NYC,2024-06-05T01:00:00Z,0.3644
R1_NYISO_NYC,2024-06-05T02:00:00Z,0.3795
R1_NYISO_NYC,2024-06-05T03:00:00Z,0.4241
R1_NYISO_NYC,2024-06-05T04:00:00Z,0.4113
R1_NYISO_NYC,2024-06-05T05:00:00Z,0.401
R1_NYISO_NYC,2024-06-05T06:00:00Z,0.4555
R1_NYISO_NYC,2024-06-05T07:00:00Z,0.4206
R1_NYISO_NYC,2024-06-05T08:00:00Z,0.4369
R1_NYISO_NYC,2024-06-05T09:00:00Z,0.4558
R1_NYISO_NYC,2024-06-05T10:00:00Z,0.43
R1_NYISO_NYC,2024-06-05T11:00:00Z,0.4414
R1_NYISO_NYC,2024-06-05T12:00:00Z,0.4577
R1_NYISO_NYC,2024-06-05T13:00:00Z,0.4372
R1_NYISO_NYC,2024-06-05T14:00:00Z,0.4719
R1_NYISO_NYC,2024-06-05T15:00:00Z,0.4355
R1_NYISO_NYC,2024-06-05T16:00:00Z,0.444
R1_NYISO_NYC,2024-06-05T17:00:00Z,0.4293
R1_NYISO_NYC,2024-06-05T18:00:00Z,0.4136
R1_NYISO_NYC,2024-06-05T19:00:00Z,0.4277
R1_NYISO_NYC,2024-06-05T20:00:00Z,0.4025
R1_NYISO_NYC,2024-06-05T21:00:00Z,0.3933
R1_NYISO_NYC,2024-06-05T22:00:00Z,0.3739
R1_NYISO_NYC,2024-06-05T23:00:00Z,0.3673
R1_NYISO_NYC,2024-06-06T00:00:00Z,0.3473
R1_NYISO_NYC,2024-06-06T01:00:00Z,0.3387
R1_NYISO_NYC,2024-06-06T02:00:00Z,0.3595
R1_NYISO_NYC,2024-06-06T03:00:00Z,0.385
R1_NYISO_NYC,2024-06-06T04:00:00Z,0.3997
R1_NYISO_NYC,2024-06-06T05:00:00Z,0.394
R1_NYISO_NYC,2024-06-06T06:00:00Z,0.4161
R1_NYISO_NYC,2024-06-06T07:00:00Z,0.4449
R1_NYISO_NYC,2024-06-06T08:00:00Z,0.4241
R1_NYISO_NYC,2024-06-06T09:00:00Z,0.4701
R1_NYISO_NYC,2024-06-06T10:00:00Z,0.4435
R1_NYISO_NYC,2024-06-06T11:00:00Z,0.4333
R1_NYISO_NYC,2024-06-06T12:00:00Z,0.447
R1_NYISO_NYC,2024-06-06T13:00:00Z,0.4315
R1_NYISO_NYC,2024-06-06T14:00:00Z,0.4606
R1_NYISO_NYC,2024-06-06T15:00:00Z,0.4303
R1_NYISO_NYC,2024-06-06T16:00:00Z,0.4121
R1_NYISO_NYC,2024-06-06T17:00:00Z,0.4333
R1_NYISO_NYC,2024-06-06T18:00:00Z,0.4247
R1_NYISO_NYC,2024-06-06T19:00:00Z,0.4075
R1_NYISO_NYC,2024-06-06T20:00:00Z,0.398
R1_NYISO_NYC,2024-06-06T21:00:00Z,0.3904
R1_NYISO_NYC,2024-06-06T22:00:00Z,0.373
R1_NYISO_NYC,2024-06-06T23:00:00Z,0.3822
R1_NYISO_NYC,2024-06-07T00:00:00Z,0.3432
R1_NYISO_NYC,2024-06-07T01:00:00Z,0.3503
R1_NYISO_NYC,2024-06-07T02:00:00Z,0.3922
R1_NYISO_NYC,2024-06-07T03:00:00Z,0.3997
R1_NYISO_NYC,2024-06-07T04:00:00Z,0.422
R1_NYISO_NYC,2024-06-07T05:00:00Z,0.4162
R1_NYISO_NYC,2024-06-07T06:00:00Z,0.4196
R1_NYISO_NYC,2024-06-07T07:00:00Z,0.4401
R1_NYISO_NYC,2024-06-07T08:00:00Z,0.4383
R1_NYISO_NYC,2024-06-07T09:00:00Z,0.4612
R1_NYISO_NYC,2024-06-07T10:00:00Z,0.4309
R1_NYISO_NYC,2024-06-07T11:00:00Z,0.4295
R1_NYISO_NYC,2024-06-07T12:00:00Z,0.4675
R1_NYISO_NYC,2024-06-07T13:00:00Z,0.4572
R1_NYISO_NYC,2024-06-07T14:00:00Z,0.4524
R1_NYISO_NYC,2024-06-07T15:00:00Z,0.4266
R1_NYISO_NYC,2024-06-07T16:00:00Z,0.4238
R1_NYISO_NYC,2024-06-07T17:00:00Z,0.4462
R1_NYISO_NYC,2024-06-07T18:00:00Z,0.438
R1_NYISO_NYC,2024-06-07T19:00:00Z,0.4329
R1_NYISO_NYC,2024-06-07T20:00:00Z,0.4075
R1_NYISO_NYC,2024-06-07T21:00:00Z,0.4007
R1_NYISO_NYC,2024-06-07T22:00:00Z,0.3692
R1_NYISO_NYC,2024-06-07T23:00:00Z,0.3513
R1_NYISO_NYC,2024-06-08T00:00:00Z,0.3536
R1_NYISO_NYC,2024-06-08T01:00:00Z,0.3813
R1_NYISO_NYC,2024-06-08T02:00:00Z,0.3867
R1_NYISO_NYC,2024-06-08T03:00:00Z,0.3892
R1_NYISO_NYC,2024-06-08T04:00:00Z,0.4301
R1_NYISO_NYC,2024-06-08T05:00:00Z,0.418
R1_NYISO_NYC,2024-06-08T06:00:00Z,0.4169
R1_NYISO_NYC,2024-06-08T07:00:00Z,0.438
R1_NYISO_NYC,2024-06-08T08:00:00Z,0.4321
R1_NYISO_NYC,2024-06-08T09:00:00Z,0.4319
R1_NYISO_NYC,2024-06-08T10:00:00Z,0.4546
R1_NYISO_NYC,2024-06-08T11:00:00Z,0.4579
R1_NYISO_NYC,2024-06-08T12:00:00Z,0.4364
R1_NYISO_NYC,2024-06-08T13:00:00Z,0.4538
R1_NYISO_NYC,2024-06-08T14:00:00Z,0.4287
R1_NYISO_NYC,2024-06-08T15:00:00Z,0.431
R1_NYISO_NYC,2024-06-08T16:00:00Z,0.4257
R1_NYISO_NYC,2024-06-08T17:00:00Z,0.4315
R1_NYISO_NYC,2024-06-08T18:00:00Z,0.4165
R1_NYISO_NYC,2024-06-08T19:00:00Z,0.4363
R1_NYISO_NYC,2024-06-08T20:00:00Z,0.3867
R1_NYISO_NYC,2024-06-08T21:00:00Z,0.3813
R1_NYISO_NYC,2024-06-08T22:00:00Z,0.3866
R1_NYISO_NYC,2024-06-08T23:00:00Z,0.3696
R1_NYISO_NYC,2024-06-09T00:00:00Z,0.3471
R1_NYISO_NYC,2024-06-09T01:00:00Z,0.368
R1_NYISO_NYC,2024-06-09T02:00:00Z,0.3841
R1_NYISO_NYC,2024-06-09T03:00:00Z,0.4061
R1_NYISO_NYC,2024-06-09T04:00:00Z,0.4125
R1_NYISO_NYC,2024-06-09T05:00:00Z,0.3877
R1_NYISO_NYC,2024-06-09T06:00:00Z,0.4171
R1_NYISO_NYC,2024-06-09T07:00:00Z,0.4297
R1_NYISO_NYC,2024-06-09T08:00:00Z,0.4339
R1_NYISO_NYC,2024-06-09T09:00:00Z,0.4577
R1_NYISO_NYC,2024-06-09T10:00:00Z,0.4539
R1_NYISO_NYC,2024-06-09T11:00:00Z,0.4462
R1_NYISO_NYC,2024-06-09T12:00:00Z,0.4594
R1_NYISO_NYC,2024-06-09T13:00:00Z,0.4655
R1_NYISO_NYC,2024-06-09T14:00:00Z,0.4566
R1_NYISO_NYC,2024-06-09T15:00:00Z,0.4638
R1_NYISO_NYC,2024-06-09T16:00:00Z,0.4242
R1_NYISO_NYC,2024-06-09T17:00:00Z,0.4203
R1_NYISO_NYC,2024-06-09T18:00:00Z,0.4526
R1_NYISO_NYC,2024-06-09T19:00:00Z,0.4155
R1_NYISO_NYC,2024-06-09T20:00:00Z,0.4127
R1_NYISO_NYC,2024-06-09T21:00:00Z,0.4038
R1_NYISO_NYC,2024-06-09T22:00:00Z,0.3623
R1_NYISO_NYC,2024-06-09T23:00:00Z,0.3815
R1_NYISO_NYC,2024-06-10T00:00:00Z,0.3467
R1_NYISO_NYC,2024-06-10T01:00:00Z,0.3976
R1_NYISO_NYC,2024-06-10T02:00:00Z,0.3843
R1_NYISO_NYC,2024-06-10T03:00:00Z,0.4264
R1_NYISO_NYC,2024-06-10T04:00:00Z,0.3927
R1_NYISO_NYC,2024-06-10T05:00:00Z,0.4185
R1_NYISO_NYC,2024-06-10T06:00:00Z,0.4289
R1_NYISO_NYC,2024-06-10T07:00:00Z,0.4515
R1_NYISO_NYC,2024-06-10T08:00:00Z,0.4604
R1_NYISO_NYC,2024-06-10T09:00:00Z,0.4401
R1_NYISO_NYC,2024-06-10T10:00:00Z,0.4459
R1_NYISO_NYC,2024-06-10T11:00:00Z,0.4483
R1_NYISO_NYC,2024-06-10T12:00:00Z,0.4738
R1_NYISO_NYC,2024-06-10T13:00:00Z,0.4678
R1_NYISO_NYC,2024-06-10T14:00:00Z,0.4497
R1_NYISO_NYC,2024-06-10T15:00:00Z,0.4239
R1_NYISO_NYC,2024-06-10T16:00:00Z,0.4402
R1_NYISO_NYC,2024-06-10T17:00:00Z,0.4368
R1_NYISO_NYC,2024-06-10T18:00:00Z,0.4452
R1_NYISO_NYC,2024-06-10T19:00:00Z,0.4178
R1_NYISO_NYC,2024-06-10T20:00:00Z,0.4186
R1_NYISO_NYC,2024-06-10T21:00:00Z,0.3641
R1_NYISO_NYC,2024-06-10T22:00:00Z,0.3784
R1_NYISO_NYC,2024-06-10T23:00:00Z,0.3658
R1_NYISO_NYC,2024-06-11T00:00:00Z,0.334
R1_NYISO_NYC,2024-06-11T01:00:00Z,0.3853
R1_NYISO_NYC,2024-06-11T02:00:00Z,0.38
R1_NYISO_NYC,2024-06-11T03:00:00Z,0.3845
R1_NYISO_NYC,2024-06-11T04:00:00Z,0.4007
R1_NYISO_NYC,2024-06-11T05:00:00Z,0.4365
R1_NYISO_NYC,2024-06-11T06:00:00Z,0.4365
R1_NYISO_NYC,2024-06-11T07:00:00Z,0.4307
R1_NYISO_NYC,2024-06-11T08:00:00Z,0.4445
R1_NYISO_NYC,2024-06-11T09:00:00Z,0.4631
R1_NYISO_NYC,2024-06-11T10:00:00Z,0.4564
R1_NYISO_NYC,2024-06-11T11:00:00Z,0.4627
R1_NYISO_NYC,2024-06-11T12:00:00Z,0.4375
R1_NYISO_NYC,2024-06-11T13:00:00Z,0.443
R1_NYISO_NYC,2024-06-11T14:00:00Z,0.4696
R1_NYISO_NYC,2024-06-11T15:00:00Z,0.4693
R1_NYISO_NYC,2024-06-11T16:00:00Z,0.4515
R1_NYISO_NYC,2024-06-11T17:00:00Z,0.4442
R1_NYISO_NYC,2024-06-11T18:00:00Z,0.4374
R1_NYISO_NYC,2024-06-11T19:00:00Z,0.4284
R1_NYISO_NYC,2024-06-11T20:00:00Z,0.3981
R1_NYISO_NYC,2024-06-11T21:00:00Z,0.3714
R1_NYISO_NYC,2024-06-11T22:00:00Z,0.3774
R1_NYISO_NYC,2024-06-11T23:00:00Z,0.3648
R1_NYISO_NYC,2024-06-12T00:00:00Z,0.3377
R1_NYISO_NYC,2024-06-12T01:00:00Z,0.3511
R1_NYISO_NYC,2024-06-12T02:00:00Z,0.3786
R1_NYISO_NYC,2024-06-12T03:00:00Z,0.3746
R1_NYISO_NYC,2024-06-12T04:00:00Z,0.4006
R1_NYISO_NYC,2024-06-12T05:00:00Z,0.4255
R1_NYISO_NYC,2024-06-12T06:00:00Z,0.4268
R1_NYISO_NYC,2024-06-12T07:00:00Z,0.4355
R1_NYISO_NYC,2024-06-12T08:00:00Z,0.4232
R1_NYISO_NYC,2024-06-12T09:00:00Z,0.4182
R1_NYISO_NYC,2024-06-12T10:00:00Z,0.4449
R1_NYISO_NYC,2024-06-12T11:00:00Z,0.4385
R1_NYISO_NYC,2024-06-12T12:00:00Z,0.4302
R1_NYISO_NYC,2024-06-12T13:00:00Z,0.4384
R1_NYISO_NYC,2024-06-12T14:00:00Z,0.4435
R1_NYISO_NYC,2024-06-12T15:00:00Z,0.4599
R1_NYISO_NYC,2024-06-12T16:00:00Z,0.4663
R1_NYISO_NYC,2024-06-12T17:00:00Z,0.4181
R1_NYISO_NYC,2024-06-12T18:00:00Z,0.435
R1_NYISO_NYC,2024-06-12T19:00:00Z,0.4242
R1_NYISO_NYC,2024-06-12T20:00:00Z,0.4294
R1_NYISO_NYC,2024-06-12T21:00:00Z,0.3991
R1_NYISO_NYC,2024-06-12T22:00:00Z,0.3949
R1_NYISO_NYC,2024-06-12T23:00:00Z,0.3611
R1_NYISO_NYC,2024-06-13T00:00:00Z,0.3761
R1_NYISO_NYC,2024-06-13T01:00:00Z,0.3701
R1_NYISO_NYC,2024-06-13T02:00:00Z,0.3647
R1_NYISO_NYC,2024-06-13T03:00:00Z,0.4005
R1_NYISO_NYC,2024-06-13T04:00:00Z,0.4196
R1_NYISO_NYC,2024-06-13T05:00:00Z,0.4164
R1_NYISO_NYC,2024-06-13T06:00:00Z,0.4117
R1_NYISO_NYC,2024-06-13T07:00:00Z,0.4204
R1_NYISO_NYC,2024-06-13T08:00:00Z,0.4608
R1_NYISO_NYC,2024-06-13T09:00:00Z,0.4288
R1_NYISO_NYC,2024-06-13T10:00:00Z,0.4548
R1_NYISO_NYC,2024-06-13T11:00:00Z,0.4766
R1_NYISO_NYC,2024-06-13T12:00:00Z,0.4691
R1_NYISO_NYC,2024-06-13T13:00:00Z,0.4488
R1_NYISO_NYC,2024-06-13T14:00:00Z,0.4405
R1_NYISO_NYC,2024-06-13T15:00:00Z,0.4139
R1_NYISO_NYC,2024-06-13T16:00:00Z,0.4524
R1_NYISO_NYC,2024-06-13T17:00:00Z,0.4275
R1_NYISO_NYC,2024-06-13T18:00:00Z,0.412
R1_NYISO_NYC,2024-06-13T19:00:00Z,0.4192
R1_NYISO_NYC,2024-06-13T20:00:00Z,0.3914
R1_NYISO_NYC,2024-06-13T21:00:00Z,0.3994
R1_NYISO_NYC,2024-06-13T22:00:00Z,0.393
R1_NYISO_NYC,2024-06-13T23:00:00Z,0.3754
R1_NYISO_NYC,2024-06-14T00:00:00Z,0.3457
R1_NYISO_NYC,2024-06-14T01:00:00Z,0.3588
R1_NYISO_NYC,2024-06-14T02:00:00Z,0.3602
R1_NYISO_NYC,2024-06-14T03:00:00Z,0.4025
R1_NYISO_NYC,2024-06-14T04:00:00Z,0.4062
R1_NYISO_NYC,2024-06-14T05:00:00Z,0.4159
R1_NYISO_NYC,2024-06-14T06:00:00Z,0.4072
R1_NYISO_NYC,2024-06-14T07:00:00Z,0.4459
R1_NYISO_NYC,2024-06-14T08:00:00Z,0.4466
R1_NYISO_NYC,2024-06-14T09:00:00Z,0.4633
R1_NYISO_NYC,2024-06-14T10:00:00Z,0.4659
R1_NYISO_NYC,2024-06-14T11:00:00Z,0.4577
R1_NYISO_NYC,2024-06-14T12:00:00Z,0.4538
R1_NYISO_NYC,2024-06-14T13:00:00Z,0.4194
R1_NYISO_NYC,2024-06-14T14:00:00Z,0.4522
R1_NYISO_NYC,2024-06-14T15:00:00Z,0.4558
R1_NYISO_NYC,2024-06-14T16:00:00Z,0.4609
R1_NYISO_NYC,2024-06-14T17:00:00Z,0.4238
R1_NYISO_NYC,2024-06-14T18:00:00Z,0.4312
R1_NYISO_NYC,2024-06-14T19:00:00Z,0.394
R1_NYISO_NYC,2024-06-14T20:00:00Z,0.4098
R1_NYISO_NYC,2024-06-14T21:00:00Z,0.39
R1_NYISO_NYC,2024-06-14T22:00:00Z,0.4052
R1_NYISO_NYC,2024-06-14T23:00:00Z,0.3981
R1_NYISO_NYC,2024-06-15T00:00:00Z,0.3499
R1_NYISO_NYC,2024-06-15T01:00:00Z,0.3446
R1_NYISO_NYC,2024-06-15T02:00:00Z,0.3713
R1_NYISO_NYC,2024-06-15T03:00:00Z,0.3882
R1_NYISO_NYC,2024-06-15T04:00:00Z,0.3953
R1_NYISO_NYC,2024-06-15T05:00:00Z,0.4036
R1_NYISO_NYC,2024-06-15T06:00:00Z,0.4355
R1_NYISO_NYC,2024-06-15T07:00:00Z,0.4342
R1_NYISO_NYC,2024-06-15T08:00:00Z,0.4336
R1_NYISO_NYC,2024-06-15T09:00:00Z,0.4423
R1_NYISO_NYC,2024-06-15T10:00:00Z,0.4377
R1_NYISO_NYC,2024-06-15T11:00:00Z,0.4219
R1_NYISO_NYC,2024-06-15T12:00:00Z,0.4461
R1_NYISO_NYC,2024-06-15T13:00:00Z,0.457
R1_NYISO_NYC,2024-06-15T14:00:00Z,0.4396
R1_NYISO_NYC,2024-06-15T15:00:00Z,0.4578
R1_NYISO_NYC,2024-06-15T16:00:00Z,0.4274
R1_NYISO_NYC,2024-06-15T17:00:00Z,0.425
R1_NYISO_NYC,2024-06-15T18:00:00Z,0.4395
R1_NYISO_NYC,2024-06-15T19:00:00Z,0.4195
R1_NYISO_NYC,2024-06-15T20:00:00Z,0.4
R1_NYISO_NYC,2024-06-15T21:00:00Z,0.3965
R1_NYISO_NYC,2024-06-15T22:00:00Z,0.3491
R1_NYISO_NYC,2024-06-15T23:00:00Z,0.3522
R1_NYISO_NYC,2024-06-16T00:00:00Z,0.3504
R1_NYISO_NYC,2024-06-16T01:00:00Z,0.3818
R1_NYISO_NYC,2024-06-16T02:00:00Z,0.3839
R1_NYISO_NYC,2024-06-16T03:00:00Z,0.4129
R1_NYISO_NYC,2024-06-16T04:00:00Z,0.4125
R1_NYISO_NYC,2024-06-16T05:00:00Z,0.4131
R1_NYISO_NYC,2024-06-16T06:00:00Z,0.4281
R1_NYISO_NYC,2024-06-16T07:00:00Z,0.4315
R1_NYISO_NYC,2024-06-16T08:00:00Z,0.4348
R1_NYISO_NYC,2024-06-16T09:00:00Z,0.4607
R1_NYISO_NYC,2024-06-16T10:00:00Z,0.4629
R1_NYISO_NYC,2024-06-16T11:00:00Z,0.4364
R1_NYISO_NYC,2024-06-16T12:00:00Z,0.4382
R1_NYISO_NYC,2024-06-16T13:00:00Z,0.472
R1_NYISO_NYC,2024-06-16T14:00:00Z,0.473
R1_NYISO_NYC,2024-06-16T15:00:00Z,0.4389
R1_NYISO_NYC,2024-06-16T16:00:00Z,0.4273
R1_NYISO_NYC,2024-06-16T17:00:00Z,0.4112
R1_NYISO_NYC,2024-06-16T18:00:00Z,0.3979
R1_NYISO_NYC,2024-06-16T19:00:00Z,0.4281
R1_NYISO_NYC,2024-06-16T20:00:00Z,0.403
R1_NYISO_NYC,2024-06-16T21:00:00Z,0.39
R1_NYISO_NYC,2024-06-16T22:00:00Z,0.3796
R1_NYISO_NYC,2024-06-16T23:00:00Z,0.3767
R1_NYISO_NYC,2024-06-17T00:00:00Z,0.3563
R1_NYISO_NYC,2024-06-17T01:00:00Z,0.358
R1_NYISO_NYC,2024-06-17T02:00:00Z,0.3827
R1_NYISO_NYC,2024-06-17T03:00:00Z,0.4099
R1_NYISO_NYC,2024-06-17T04:00:00Z,0.4025
R1_NYISO_NYC,2024-06-17T05:00:00Z,0.4328
R1_NYISO_NYC,2024-06-17T06:00:00Z,0.4301
R1_NYISO_NYC,2024-06-17T07:00:00Z,0.4316
R1_NYISO_NYC,2024-06-17T08:00:00Z,0.4431
R1_NYISO_NYC,2024-06-17T09:00:00Z,0.4193
R1_NYISO_NYC,2024-06-17T10:00:00Z,0.4346
R1_NYISO_NYC,2024-06-17T11:00:00Z,0.4284
R1_NYISO_NYC,2024-06-17T12:00:00Z,0.451
R1_NYISO_NYC,2024-06-17T13:00:00Z,0.4259
R1_NYISO_NYC,2024-06-17T14:00:00Z,0.4663
R1_NYISO_NYC,2024-06-17T15:00:00Z,0.4424
R1_NYISO_NYC,2024-06-17T16:00:00Z,0.4172
R1_NYISO_NYC,2024-06-17T17:00:00Z,0.4316
R1_NYISO_NYC,2024-06-17T18:00:00Z,0.4089
R1_NYISO_NYC,2024-06-17T19:00:00Z,0.4063
R1_NYISO_NYC,2024-06-17T20:00:00Z,0.3893
R1_NYISO_NYC,2024-06-17T21:00:00Z,0.3687
R1_NYISO_NYC,2024-06-17T22:00:00Z,0.3815
R1_NYISO_NYC,2024-06-17T23:00:00Z,0.3719
R1_NYISO_NYC,2024-06-18T00:00:00Z,0.3373
R1_NYISO_NYC,2024-06-18T01:00:00Z,0.3659
R1_NYISO_NYC,2024-06-18T02:00:00Z,0.3625
R1_NYISO_NYC,2024-06-18T03:00:00Z,0.4245
R1_NYISO_NYC,2024-06-18T04:00:00Z,0.4023
R1_NYISO_NYC,2024-06-18T05:00:00Z,0.4288
R1_NYISO_NYC,2024-06-18T06:00:00Z,0.4283
R1_NYISO_NYC,2024-06-18T07:00:00Z,0.432
R1_NYISO_NYC,2024-06-18T08:00:00Z,0.4431
R1_NYISO_NYC,2024-06-18T09:00:00Z,0.4446
R1_NYISO_NYC,2024-06-18T10:00:00Z,0.433
R1_NYISO_NYC,2024-06-18T11:00:00Z,0.4247
R1_NYISO_NYC,2024-06-18T12:00:00Z,0.4645
R1_NYISO_NYC,2024-06-18T13:00:00Z,0.4356
R1_NYISO_NYC,2024-06-18T14:00:00Z,0.4304
R1_NYISO_NYC,2024-06-18T15:00:00Z,0.4345
R1_NYISO_NYC,2024-06-18T16:00:00Z,0.4503
R1_NYISO_NYC,2024-06-18T17:00:00Z,0.4168
R1_NYISO_NYC,2024-06-18T18:00:00Z,0.4133
R1_NYISO_NYC,2024-06-18T19:00:00Z,0.441
R1_NYISO_NYC,2024-06-18T20:00:00Z,0.421
R1_NYISO_NYC,2024-06-18T21:00:00Z,0.3907
R1_NYISO_NYC,2024-06-18T22:00:00Z,0.3632
R1_NYISO_NYC,2024-06-18T23:00:00Z,0.3642
R1_NYISO_NYC,2024-06-19T00:00:00Z,0.358
R1_NYISO_NYC,2024-06-19T01:00:00Z,0.3768
R1_NYISO_NYC,2024-06-19T02:00:00Z,0.3969
R1_NYISO_NYC,2024-06-19T03:00:00Z,0.3667
R1_NYISO_NYC,2024-06-19T04:00:00Z,0.3966
