plate_id,mfg_sintering_temp,mfg_sintering_time,mfg_cooling_rate,mfg_green_density,mfg_humidity,mfg_furnace_position,days_from_start,day_of_week,hour_of_day,shift,disp_mean,disp_std,disp_max,disp_min,disp_range,disp_rms,center_mean,edge_mean,center_edge_ratio,grad_mean,grad_max,grad_std,curvature_mean,curvature_max,x_symmetry,y_symmetry
SOFC_0269,1413.1444054742549,4.39489654635263,2.7817400171438784,0.5876398864948702,24.898719914711215,1,9,2,10,1,16.53027577306262,11.731313145085194,53.17235823918304,1.8305017166763582,51.34185652250668,20.27002035621942,6.33357392185962,29.9707860454425,0.21132491156326616,4.724516393651598,15.50993158769093,3.6281387808458363,7.609569583432525,33.737896961300265,0.9449123953476334,0.9727832651072452
SOFC_0198,1404.9735914780476,4.118526440734133,2.0260885153411667,0.5438168826333576,43.669508259453345,1,3,3,23,2,-1.2229279680953469,9.795798293209945,31.965118909549133,-14.521720016859316,46.48683892640845,9.871839596367268,-9.901098366567487,9.939183501358388,-0.9961680825237026,4.076649771772928,19.762722908081024,3.0937407027620694,7.3499663273926865,34.755541868778685,0.9084275309683004,0.9564805483152937
SOFC_0114,1399.6979069188353,4.116921502344049,2.117903535759319,0.5521676651769327,45.31878986543568,0,-5,2,22,2,9.724584317409159,9.93667084271899,37.7935150783835,-3.6242920483216583,41.417807126705156,13.903415680434138,1.082594931684604,21.242290110165296,0.05096413216776501,4.078782949546082,18.11212195479851,3.0502201681999916,7.106326318069187,35.30577521840837,0.9614169974675292,0.960404379697178
SOFC_0331,1429.449981771516,4.228258819377035,2.795044524051682,0.5332016992379128,37.73575221988085,0,14,0,6,0,5.923706256732954,9.715259230260257,36.11433906981456,-6.857982140337403,42.97232121015197,11.37877663579061,-2.6574615488544544,16.87676334773586,-0.15746273954527143,3.9494138665340417,15.170368026882882,2.9985027724501796,6.721592188693674,28.669852003814228,0.9661715647944744,0.9607261838094724
SOFC_0311,1413.8639180400958,4.325187153267355,2.913510337885552,0.5731290243480841,39.66234880488759,1,11,4,14,1,18.71286697191063,11.408252236681067,53.63913990437363,2.8709109398020605,50.76822896457157,21.91619513976279,8.585574834530878,31.668054485307334,0.2711115255723304,4.683837076459728,22.496699221940638,3.5720039895030147,8.153800627405047,36.68608421323739,0.931407404653445,0.9626800205089882
SOFC_0112,1401.2454499346265,4.178843502006496,1.861350481397619,0.5490179865202759,41.068860983690186,0,-5,2,19,2,10.51218597647727,9.775797487057964,38.33680357801607,-4.168100588645706,42.504904166661774,14.355217536213589,2.088033153922973,22.009177065547416,0.09487101915866293,4.082899275374786,14.904730787516266,3.05567682815698,7.615236547667058,32.57250281196805,0.9518060650142907,0.957809734196623
SOFC_0404,1411.5524383165741,4.140544429248376,2.3438472583085166,0.5368273536651267,40.43777059019969,0,17,3,8,1,6.663538303868845,9.612347392970376,34.17017886390446,-8.771966004156479,42.942144868060936,11.696151723121226,-1.6699125265474646,17.73623899053977,-0.09415256714152319,4.099286704044415,16.731689663182134,2.952683115127398,7.8624950643843965,30.223336049790973,0.9484702980275503,0.9517133010340352
SOFC_0168,1424.3654108246956,3.764472601109875,2.258717682355569,0.516851491955636,37.808801236406374,1,2,2,7,0,13.393978241360111,8.470011929193772,41.64397245790968,1.3793641908983736,40.26460826701131,15.847389539312552,6.147330984414429,22.613677712075464,0.2718412630993921,3.6565326310112263,13.654637488877523,2.6582773448853874,7.319855601189329,28.00158303178501,0.8955366833856124,0.9446034371020277
SOFC_0301,1405.6251567184936,4.365636767316966,2.485279871137193,0.5924415003638749,49.16301789414169,1,10,4,4,0,9.34090117235991,11.80190192654146,41.855337325130726,-7.454507001503003,49.30984432663373,15.051156892262394,-0.7951990815152865,23.226303899264675,-0.03423700347361159,4.7809815921389855,17.86636031626062,3.656595784403449,7.643387608233947,34.84612421449536,0.9378788304347624,0.9698797148846992
SOFC_0117,1413.8280085275487,4.256448680662849,2.8355226157960303,0.584616252778011,51.71015591435516,1,-4,3,8,1,5.633847435006249,11.45439841241968,39.3343582942317,-10.454322298048941,49.78868059228064,12.764931645385685,-4.819558180450805,18.868076514966862,-0.2554345124259613,4.691220044378091,15.53342382924541,3.460504606940496,7.758600595970954,28.58384185809014,0.9354921265696166,0.9642710818567216
SOFC_0343,1434.2906356223216,4.304761027264004,2.8859142849268062,0.5608617148359873,40.376943441234005,1,14,0,18,2,17.059551135297976,10.936602400917574,52.7911285702779,2.8482831396148143,49.942845430663084,20.26419396407374,7.292414160145938,29.253426420759595,0.2492840943133693,4.464516301267953,17.4749243144525,3.265228907542472,7.344395432244739,37.696137499276865,0.9220765670998269,0.9640469722390854
SOFC_0302,1412.9060898664227,4.296312704005569,2.5711546083343433,0.5728583283116863,37.92181759541862,-1,11,4,6,0,14.527924121203885,11.158321776631805,47.86767941688581,0.37218758417111564,47.49549183271469,18.318534988975326,5.032988208295766,27.26894231559875,0.1845685089460994,4.52806136469545,18.901316346543478,3.424346638510144,7.398784148363366,29.513457024072977,0.9239715734196761,0.9726457310747229
SOFC_0344,1421.9992229375773,4.044321896282367,2.6088528600506704,0.5511552906025177,37.930555664080146,0,14,0,19,2,4.508758458427011,9.939865496193548,34.752382071995136,-9.232629076794069,43.985011148789205,10.91466119120773,-4.088195460482801,15.81286155335482,-0.25853607761963754,4.138656423213837,14.035275098155264,3.007421081752252,7.549978624143832,30.78367497820023,0.9605983108610515,0.9586203110376615
SOFC_0052,1430.756663898066,3.9816870444923973,2.2326666152265324,0.5761232048071182,54.34668515913963,1,-10,4,9,1,9.10916333303328,10.640291726608893,39.93742206744109,-5.136658815184877,45.074080882625964,14.006879190427096,0.17180368830384712,21.206627755481037,0.008101414434363735,4.352912729871578,15.58768522111022,3.249487033942522,7.333561459643553,28.44048060282026,0.9256655619020118,0.9657045433367046
SOFC_0446,1398.8283265523532,4.515734419612356,2.8164585615324986,0.5527201982199973,39.91838189696122,-1,21,0,8,1,8.667240931658123,10.745798122647379,39.96832490860586,-5.615980764051984,45.58430567265784,13.805551153796863,-0.4380891397206483,20.8571969147287,-0.02100421837639482,4.328469117942697,15.992422134397541,3.2649862050793113,7.263863782860215,29.609903304348634,0.9197451012810298,0.9641789673955228
SOFC_0424,1391.5918139020812,4.032390661418542,2.609074505727304,0.5485394782481761,58.94335915757983,1,18,4,10,1,4.961074459808581,9.906442444464025,36.431079703760126,-9.326878038647584,45.75795774240771,11.079253661742896,-3.657314639989202,16.23717463549616,-0.22524327642265138,4.143219974821846,14.772911197339887,3.0170513780038704,7.564091437149814,30.54684023104251,0.9071043675980368,0.9561792169105077
SOFC_0202,1436.2016822770363,4.077743416606125,2.7137606217211263,0.5592644011454465,54.912493816088165,0,3,4,3,0,6.724159263159852,10.449414539151839,37.09653020008143,-7.6772423687109885,44.773772568792424,12.425964027284815,-2.4443204971857657,18.359284808093925,-0.13313810366785378,4.335375743701199,17.42138345769448,3.2011773928383485,7.799831406701934,33.80736191415934,0.9594693423533256,0.9617683305014787
SOFC_0065,1403.3967882244945,3.883729717766227,2.3540569874233337,0.5547470017237948,41.082916607421126,1,-10,4,22,2,-4.636491379510533,9.959849503868728,25.386847885780483,-18.463310864169852,43.85015874995034,10.986157401566285,-13.469209892113751,6.800785984074816,-1.9805369472171628,4.164822224921489,16.232318856609652,3.059952717285736,7.61920506044507,32.338650654538256,0.9026363795629847,0.9573218590871242
SOFC_0077,1426.7290535881496,4.1920916084294095,2.0621906924438607,0.5592130457904608,45.191073339132465,-1,-7,0,17,2,10.307804487906289,10.435322765577997,43.07112488258936,-4.9269350889224555,47.998059971511815,14.667883098207845,1.2694125390500228,22.28092844579387,0.05697305142221789,4.305252517347709,16.686620754724412,3.3164625342299647,7.709665605023961,31.709746729975144,0.9018774388202393,0.9640506860228878
SOFC_0255,1398.9161981054317,3.941344020683305,2.4923052073744847,0.5872943481233247,60.319117276833296,0,8,1,19,2,5.0667886351783675,10.873575720172402,35.28834496690482,-9.556288184363858,44.84463315126868,11.996124208088853,-4.193439387883952,17.817019609348797,-0.23536142657227468,4.453096283825954,16.314929928162986,3.3549137823752972,7.352072112464927,26.344313257149985,0.9695535411343521,0.9700410090478591
SOFC_0074,1390.9144408976151,3.7541653871176957,3.033066213430934,0.5436119297716971,61.75993710883216,-1,-7,0,14,1,7.0216338199969455,9.415858518019597,37.307053638871444,-6.051869959957419,43.358923598828866,11.745711265542292,-1.242413472196098,17.35573773589615,-0.07158516794369957,3.973718088736,14.649601773982152,2.8940028552199686,7.525800441226318,33.11266191872054,0.8858008016663409,0.9449694930169562
SOFC_0051,1360.64186009023,4.00480329547169,1.83265738025481,0.5943076989589716,43.025306133740614,0,-10,4,7,0,-0.6462133938874124,10.797393590272996,28.406261751551607,-14.411716943590426,42.81797869514203,10.816713923077927,-10.168671082402922,12.166565672603728,-0.8357880539380431,4.56921193589567,16.98892587428521,3.556075796724663,7.501301796378461,27.590580673531928,0.9655177338427118,0.9656134834374518
SOFC_0397,1389.2300048105483,4.343148207887815,2.5778172305929,0.5655375067050743,50.97650198537778,-1,16,2,21,2,7.686562431789295,10.85409010769252,41.66453602327768,-6.788048674835552,48.45258469811323,13.300169701312205,-1.8339409725584264,20.204820090093573,-0.09076749377689901,4.373277178891788,17.726433312027133,3.3924992266097305,7.24915833845059,33.98487144068972,0.9240183105471427,0.9693253373975279
SOFC_0159,1399.755317103944,4.107638580013818,2.395828424014866,0.5578180753954691,59.897292470923574,-1,1,1,8,1,8.051094618549493,10.220473339492608,38.6172754789241,-6.865579016755602,45.4828544956797,13.010695594014788,-0.6860413332273911,19.582909954476445,-0.03503265346108155,4.26406340545273,15.458975205457394,3.140947853845403,7.46655520548475,32.5664565248949,0.8962029938432056,0.9619971220769741
SOFC_0134,1394.5346662122683,4.196211730688317,2.3964419767479277,0.5711523270305778,45.56729957600367,1,-1,0,0,0,0.7173595717860825,10.592185003799452,33.421639454285554,-13.900002612219383,47.321642066504936,10.616448931255078,-8.3297343908072,12.922970140090548,-0.6445680564097303,4.36661695564648,15.939099358039458,3.333850108613183,7.422376326406193,32.81856299097264,0.9197718897588759,0.9626932495144097
SOFC_0250,1422.5261973086874,4.008510780960277,2.7898599399306767,0.566918181142149,38.804166905914386,1,8,1,10,1,6.855646192915064,10.59087911580819,41.852486802145506,-8.620465804292662,50.47295260643817,12.616124807883477,-2.7296206236077705,18.852376303552667,-0.1447891997734091,4.315322088069406,15.9595202826227,3.2573986154157177,7.465771564835747,37.21348065684671,0.9189348048833516,0.9624941587431862
SOFC_0209,1386.902679765802,4.0378801161952795,2.6083274296230274,0.5758208201904889,39.591553579425735,0,4,4,10,1,7.101163739408369,10.59134961217483,36.939831158300116,-8.792901977146958,45.73273313544708,12.751596490683204,-1.7951877121807371,19.330065289283105,-0.09287023051628217,4.4761186994004785,18.319128706168332,3.286924609554544,7.301807953358644,29.439448731148033,0.9577251715340559,0.9634674242518039
SOFC_0076,1413.6167517706472,4.476544863816776,2.0820750180536747,0.5731078472187255,39.23149163837712,-1,-7,0,16,2,11.158921369992946,11.399838207120602,45.46796444389087,-4.313328637909376,49.78129308180025,15.952361495722567,1.2764823294957075,24.354017651000987,0.05241362207149505,4.728993439030176,16.217447793435515,3.5932621772662454,7.660174933391385,32.58808573699868,0.9294817663537458,0.9680781944658103
SOFC_0414,1413.1707033674456,4.0973366165568015,2.5274617345474724,0.532249405997107,51.951991935421276,0,17,4,1,0,8.141847456509709,9.409508149519723,36.77734934648837,-5.453273602175943,42.23062294866431,12.443011035153496,-0.3457991674171657,18.755398977392215,-0.018437312338526104,3.954529656113525,14.836675658695327,2.8548895857811667,7.604429538068276,30.745859726852004,0.9537216462893815,0.9481901307430034
SOFC_0107,1402.5970098446426,4.047024526464462,2.3313351793525614,0.5531908271131908,44.17908229027208,1,-5,2,14,1,6.696369952119895,9.95001569594507,37.66343909826736,-7.528343483609215,45.19178258187657,11.993505862974656,-1.9901621270722192,17.961984823295683,-0.11079855794625397,4.202589470962969,14.710100753941829,3.015639187239797,7.683037881481961,35.381793421993905,0.9089197756935161,0.9559205944206736
SOFC_0463,1434.0482523319047,4.366128409985423,3.070940166999013,0.5653324912682758,49.298296937729866,1,22,1,20,2,12.03682120397562,11.219228200496046,45.22803033438176,-2.456382603876981,47.68441293825874,16.454669431844653,2.1663928083971955,24.628131429849365,0.08796415296888371,4.504172614059112,16.30355764336105,3.398487237204452,7.5449648206438376,32.887596240148,0.9184330030518554,0.9649653508750635
SOFC_0160,1398.4433627637552,4.278473396813542,2.6126977060157306,0.5075534873523253,50.85352312127765,1,1,1,9,1,11.863543742211464,9.023296926563066,41.37293416382324,-1.5666168549337796,42.939551018757015,14.905152047137504,3.901210444677881,21.72290778881757,0.17958968951184523,3.820151944861454,14.741521804210924,2.7423461469511228,7.2665726061022475,35.11192588674904,0.8776668931384576,0.9494816723326838
SOFC_0060,1401.7166956919082,4.466629449715431,1.912434610163772,0.5380003441354014,48.74059791947252,-1,-10,4,18,2,8.546637019152563,9.903650148901953,37.80393919512533,-4.693220185994502,42.49715938111983,13.08156300328805,0.23633129160711058,20.044153868695393,0.01179053410609038,4.10701537450586,15.865545365563106,3.006562234885687,7.588728269009154,31.570188911516844,0.9008517209585616,0.9597419726380055
SOFC_0045,1395.6124934111504,4.210364827602864,2.4211719721391387,0.527349157793791,34.73514800467503,1,-11,4,2,0,1.6255297405419502,9.12491686457669,29.234797523525998,-11.739144107482144,40.973941631008145,9.268573499887804,-6.248383221736493,12.079020884381023,-0.5172921517607371,3.820940355457222,14.51051300020763,2.7560816103679207,7.471168782453446,28.725550072783676,0.9025236071568443,0.952798644353119
SOFC_0328,1422.5630336989302,4.217334905266133,2.005334205349613,0.5583482620556371,60.694236650879475,-1,13,0,4,0,9.642808244974383,10.33699322201857,42.46964800920232,-4.227114481766078,46.696762490968396,14.136377885491171,0.4418930557756257,21.588728389232546,0.020468692149896574,4.282479568961132,15.438542840437426,3.1686643857130274,7.668688481683135,31.156382045308188,0.913952052318438,0.9612912357974367
SOFC_0165,1400.0241584895905,4.228278089704487,2.267330754181873,0.5511897373924389,33.4252835108502,0,1,2,4,0,10.040680251782378,9.82167366313089,37.12527106259035,-4.979235754961361,42.10450681755171,14.04565888321269,1.6947931027991276,21.449183250113936,0.07901433840264228,4.152143216489427,16.090673616871594,3.1119546705459866,7.8183030205714195,33.79538927892629,0.9532248698464818,0.9538597562925918
SOFC_0479,1400.4143118338704,4.297277979232281,3.0962531852717854,0.5590035322741298,28.787977128894543,-1,23,2,15,1,16.12440251069403,10.72112238883373,47.25749068687291,2.2583542582100176,44.999136428662894,19.363337047193795,6.639076477484108,28.174083256495994,0.23564480098242627,4.36634543770139,15.55573372962473,3.2812187609685286,7.5198589750187494,31.232555259650205,0.9201152952506648,0.9663421145270162
SOFC_0009,1400.538238284599,4.123637363380761,2.1990312516769626,0.5314252972008441,43.75622644678926,1,-13,1,12,1,13.885159292958168,9.362189459968699,44.20666358366797,0.8811120589181096,43.325551524749855,16.74658890864559,5.601779994338857,24.449453132142647,0.2291167714445795,3.9712986733986666,13.94392914653811,2.858213135944824,7.300782422835627,27.08829533173633,0.9128198406340846,0.9534953055213846
SOFC_0487,1419.405611675811,4.154042533703898,3.15694021915795,0.5628647824159004,47.708683970103856,0,23,2,23,2,11.502558652206579,10.681387899678134,43.29170816891669,-2.4974382195486533,45.78914638846535,15.69716225981126,2.3143956740357776,23.43520425310144,0.09875721799916765,4.345615319302217,16.22495215391257,3.308597456291772,7.2307572114982674,28.44863858508208,0.9637227413020936,0.9644318142912482
SOFC_0430,1407.4450813618105,4.241065141100025,2.0540177194617604,0.5826115572432464,52.59905495705745,0,18,4,15,1,15.478623012412227,10.95629033915578,46.06054969470699,0.4245993723542449,45.63595032235275,18.963862168773943,6.001560926310616,28.393901188234373,0.21136795099609423,4.56250912269935,16.001213096863538,3.415737099814207,7.674130165838178,30.00986047367565,0.9639866533797569,0.9645480734591229
SOFC_0312,1418.2664684146146,4.770342172766906,2.921847023865248,0.526709042490069,42.28866399145351,0,11,4,15,1,14.985826674490864,10.241403889699951,44.2794665215587,1.4964457869129866,42.78302073464572,18.15107034722314,6.155567764922051,26.511421027959,0.23218549945870035,4.242250747221898,15.438424685563929,3.0512262848842773,7.464883940846384,31.9934243411371,0.9625718584342244,0.9621822310230506
SOFC_0131,1427.0980422839934,3.974352620576666,2.313506245561849,0.5855159242763706,44.48128433673529,-1,-3,4,20,2,0.751608557878014,10.946643365890779,33.7475578535688,-13.248955314453807,46.99651316802261,10.972416160731239,-8.413843679817779,13.41166899544111,-0.627352423872479,4.501554945644248,15.04368127384725,3.314098973398852,7.336691625850843,28.326593167630172,0.9242551168334672,0.9669724624922953
SOFC_0443,1407.4971765835048,4.69227128245452,2.4148710841296777,0.588580552940148,47.527738937356396,-1,20,0,5,0,7.600929288204198,12.065981094569544,43.2637591209194,-7.205433194009939,50.469192314929344,14.260505805152563,-2.647768818135442,21.820116756031272,-0.12134530380357711,4.846254781482422,17.473380810284947,3.7262529150004515,7.293969595802748,32.02052921561738,0.937945846578012,0.97446763225922
