node_id,x_mm,y_mm,z_mm
404,16.666667,66.666667,0.0
405,20.833333,66.666667,0.0
406,25.0,66.666667,0.0
407,29.166667,66.666667,0.0
408,33.333333,66.666667,0.0
409,37.5,66.666667,0.0
410,41.666667,66.666667,0.0
411,45.833333,66.666667,0.0
412,50.0,66.666667,0.0
413,54.166667,66.666667,0.0
414,58.333333,66.666667,0.0
415,62.5,66.666667,0.0
416,66.666667,66.666667,0.0
417,70.833333,66.666667,0.0
418,75.0,66.666667,0.0
419,79.166667,66.666667,0.0
420,83.333333,66.666667,0.0
421,87.5,66.666667,0.0
422,91.666667,66.666667,0.0
423,95.833333,66.666667,0.0
424,100.0,66.666667,0.0
425,0.0,70.833333,0.0
426,4.166667,70.833333,0.0
427,8.333333,70.833333,0.0
428,12.5,70.833333,0.0
429,16.666667,70.833333,0.0
430,20.833333,70.833333,0.0
431,25.0,70.833333,0.0
432,29.166667,70.833333,0.0
433,33.333333,70.833333,0.0
434,37.5,70.833333,0.0
435,41.666667,70.833333,0.0
436,45.833333,70.833333,0.0
437,50.0,70.833333,0.0
438,54.166667,70.833333,0.0
439,58.333333,70.833333,0.0
440,62.5,70.833333,0.0
441,66.666667,70.833333,0.0
442,70.833333,70.833333,0.0
443,75.0,70.833333,0.0
444,79.166667,70.833333,0.0
445,83.333333,70.833333,0.0
446,87.5,70.833333,0.0
447,91.666667,70.833333,0.0
448,95.833333,70.833333,0.0
449,100.0,70.833333,0.0
450,0.0,75.0,0.0
451,4.166667,75.0,0.0
452,8.333333,75.0,0.0
453,12.5,75.0,0.0
454,16.666667,75.0,0.0
455,20.833333,75.0,0.0
456,25.0,75.0,0.0
457,29.166667,75.0,0.0
458,33.333333,75.0,0.0
459,37.5,75.0,0.0
460,41.666667,75.0,0.0
461,45.833333,75.0,0.0
462,50.0,75.0,0.0
463,54.166667,75.0,0.0
464,58.333333,75.0,0.0
465,62.5,75.0,0.0
466,66.666667,75.0,0.0
467,70.833333,75.0,0.0
468,75.0,75.0,0.0
469,79.166667,75.0,0.0
470,83.333333,75.0,0.0
471,87.5,75.0,0.0
472,91.666667,75.0,0.0
473,95.833333,75.0,0.0
474,100.0,75.0,0.0
475,0.0,79.166667,0.0
476,4.166667,79.166667,0.0
477,8.333333,79.166667,0.0
478,12.5,79.166667,0.0
479,16.666667,79.166667,0.0
480,20.833333,79.166667,0.0
481,25.0,79.166667,0.0
482,29.166667,79.166667,0.0
483,33.333333,79.166667,0.0
484,37.5,79.166667,0.0
485,41.666667,79.166667,0.0
486,45.833333,79.166667,0.0
487,50.0,79.166667,0.0
488,54.166667,79.166667,0.0
489,58.333333,79.166667,0.0
490,62.5,79.166667,0.0
491,66.666667,79.166667,0.0
492,70.833333,79.166667,0.0
493,75.0,79.166667,0.0
494,79.166667,79.166667,0.0
495,83.333333,79.166667,0.0
496,87.5,79.166667,0.0
497,91.666667,79.166667,0.0
498,95.833333,79.166667,0.0
499,100.0,79.166667,0.0
500,0.0,83.333333,0.0
501,4.166667,83.333333,0.0
502,8.333333,83.333333,0.0
503,12.5,83.333333,0.0
504,16.666667,83.333333,0.0
505,20.833333,83.333333,0.0
506,25.0,83.333333,0.0
507,29.166667,83.333333,0.0
508,33.333333,83.333333,0.0
509,37.5,83.333333,0.0
510,41.666667,83.333333,0.0
511,45.833333,83.333333,0.0
512,50.0,83.333333,0.0
513,54.166667,83.333333,0.0
514,58.333333,83.333333,0.0
515,62.5,83.333333,0.0
516,66.666667,83.333333,0.0
517,70.833333,83.333333,0.0
518,75.0,83.333333,0.0
519,79.166667,83.333333,0.0
520,83.333333,83.333333,0.0
521,87.5,83.333333,0.0
522,91.666667,83.333333,0.0
523,95.833333,83.333333,0.0
524,100.0,83.333333,0.0
525,0.0,87.5,0.0
526,4.166667,87.5,0.0
527,8.333333,87.5,0.0
528,12.5,87.5,0.0
529,16.666667,87.5,0.0
530,20.833333,87.5,0.0
531,25.0,87.5,0.0
532,29.166667,87.5,0.0
533,33.333333,87.5,0.0
534,37.5,87.5,0.0
535,41.666667,87.5,0.0
536,45.833333,87.5,0.0
537,50.0,87.5,0.0
538,54.166667,87.5,0.0
539,58.333333,87.5,0.0
540,62.5,87.5,0.0
541,66.666667,87.5,0.0
542,70.833333,87.5,0.0
543,75.0,87.5,0.0
544,79.166667,87.5,0.0
545,83.333333,87.5,0.0
546,87.5,87.5,0.0
547,91.666667,87.5,0.0
548,95.833333,87.5,0.0
549,100.0,87.5,0.0
550,0.0,91.666667,0.0
551,4.166667,91.666667,0.0
552,8.333333,91.666667,0.0
553,12.5,91.666667,0.0
554,16.666667,91.666667,0.0
555,20.833333,91.666667,0.0
556,25.0,91.666667,0.0
557,29.166667,91.666667,0.0
558,33.333333,91.666667,0.0
559,37.5,91.666667,0.0
560,41.666667,91.666667,0.0
561,45.833333,91.666667,0.0
562,50.0,91.666667,0.0
563,54.166667,91.666667,0.0
564,58.333333,91.666667,0.0
565,62.5,91.666667,0.0
566,66.666667,91.666667,0.0
567,70.833333,91.666667,0.0
568,75.0,91.666667,0.0
569,79.166667,91.666667,0.0
570,83.333333,91.666667,0.0
571,87.5,91.666667,0.0
572,91.666667,91.666667,0.0
573,95.833333,91.666667,0.0
574,100.0,91.666667,0.0
575,0.0,95.833333,0.0
576,4.166667,95.833333,0.0
577,8.333333,95.833333,0.0
578,12.5,95.833333,0.0
579,16.666667,95.833333,0.0
580,20.833333,95.833333,0.0
581,25.0,95.833333,0.0
582,29.166667,95.833333,0.0
583,33.333333,95.833333,0.0
584,37.5,95.833333,0.0
585,41.666667,95.833333,0.0
586,45.833333,95.833333,0.0
587,50.0,95.833333,0.0
588,54.166667,95.833333,0.0
589,58.333333,95.833333,0.0
590,62.5,95.833333,0.0
591,66.666667,95.833333,0.0
592,70.833333,95.833333,0.0
593,75.0,95.833333,0.0
594,79.166667,95.833333,0.0
595,83.333333,95.833333,0.0
596,87.5,95.833333,0.0
597,91.666667,95.833333,0.0
598,95.833333,95.833333,0.0
599,100.0,95.833333,0.0
600,0.0,100.0,0.0
601,4.166667,100.0,0.0
602,8.333333,100.0,0.0
603,12.5,100.0,0.0
604,16.666667,100.0,0.0
605,20.833333,100.0,0.0
606,25.0,100.0,0.0
607,29.166667,100.0,0.0
608,33.333333,100.0,0.0
609,37.5,100.0,0.0
610,41.666667,100.0,0.0
611,45.833333,100.0,0.0
612,50.0,100.0,0.0
613,54.166667,100.0,0.0
614,58.333333,100.0,0.0
615,62.5,100.0,0.0
616,66.666667,100.0,0.0
617,70.833333,100.0,0.0
618,75.0,100.0,0.0
619,79.166667,100.0,0.0
620,83.333333,100.0,0.0
621,87.5,100.0,0.0
622,91.666667,100.0,0.0
623,95.833333,100.0,0.0
624,100.0,100.0,0.0
625,0.0,0.0,0.15625
626,4.166667,0.0,0.15625
627,8.333333,0.0,0.15625
628,12.5,0.0,0.15625
629,16.666667,0.0,0.15625
630,20.833333,0.0,0.15625
631,25.0,0.0,0.15625
632,29.166667,0.0,0.15625
633,33.333333,0.0,0.15625
634,37.5,0.0,0.15625
635,41.666667,0.0,0.15625
636,45.833333,0.0,0.15625
637,50.0,0.0,0.15625
638,54.166667,0.0,0.15625
639,58.333333,0.0,0.15625
640,62.5,0.0,0.15625
641,66.666667,0.0,0.15625
642,70.833333,0.0,0.15625
643,75.0,0.0,0.15625
644,79.166667,0.0,0.15625
645,83.333333,0.0,0.15625
646,87.5,0.0,0.15625
647,91.666667,0.0,0.15625
648,95.833333,0.0,0.15625
649,100.0,0.0,0.15625
650,0.0,4.166667,0.15625
651,4.166667,4.166667,0.15625
652,8.333333,4.166667,0.15625
653,12.5,4.166667,0.15625
654,16.666667,4.166667,0.15625
655,20.833333,4.166667,0.15625
656,25.0,4.166667,0.15625
657,29.166667,4.166667,0.15625
658,33.333333,4.166667,0.15625
659,37.5,4.166667,0.15625
660,41.666667,4.166667,0.15625
661,45.833333,4.166667,0.15625
662,50.0,4.166667,0.15625
663,54.166667,4.166667,0.15625
664,58.333333,4.166667,0.15625
665,62.5,4.166667,0.15625
666,66.666667,4.166667,0.15625
667,70.833333,4.166667,0.15625
668,75.0,4.166667,0.15625
669,79.166667,4.166667,0.15625
670,83.333333,4.166667,0.15625
671,87.5,4.166667,0.15625
672,91.666667,4.166667,0.15625
673,95.833333,4.166667,0.15625
674,100.0,4.166667,0.15625
675,0.0,8.333333,0.15625
676,4.166667,8.333333,0.15625
677,8.333333,8.333333,0.15625
678,12.5,8.333333,0.15625
679,16.666667,8.333333,0.15625
680,20.833333,8.333333,0.15625
681,25.0,8.333333,0.15625
682,29.166667,8.333333,0.15625
683,33.333333,8.333333,0.15625
684,37.5,8.333333,0.15625
685,41.666667,8.333333,0.15625
686,45.833333,8.333333,0.15625
687,50.0,8.333333,0.15625
688,54.166667,8.333333,0.15625
689,58.333333,8.333333,0.15625
690,62.5,8.333333,0.15625
691,66.666667,8.333333,0.15625
692,70.833333,8.333333,0.15625
693,75.0,8.333333,0.15625
694,79.166667,8.333333,0.15625
695,83.333333,8.333333,0.15625
696,87.5,8.333333,0.15625
697,91.666667,8.333333,0.15625
698,95.833333,8.333333,0.15625
699,100.0,8.333333,0.15625
700,0.0,12.5,0.15625
701,4.166667,12.5,0.15625
702,8.333333,12.5,0.15625
703,12.5,12.5,0.15625
704,16.666667,12.5,0.15625
705,20.833333,12.5,0.15625
706,25.0,12.5,0.15625
707,29.166667,12.5,0.15625
708,33.333333,12.5,0.15625
709,37.5,12.5,0.15625
710,41.666667,12.5,0.15625
711,45.833333,12.5,0.15625
712,50.0,12.5,0.15625
713,54.166667,12.5,0.15625
714,58.333333,12.5,0.15625
715,62.5,12.5,0.15625
716,66.666667,12.5,0.15625
717,70.833333,12.5,0.15625
718,75.0,12.5,0.15625
719,79.166667,12.5,0.15625
720,83.333333,12.5,0.15625
721,87.5,12.5,0.15625
722,91.666667,12.5,0.15625
723,95.833333,12.5,0.15625
724,100.0,12.5,0.15625
725,0.0,16.666667,0.15625
726,4.166667,16.666667,0.15625
727,8.333333,16.666667,0.15625
728,12.5,16.666667,0.15625
729,16.666667,16.666667,0.15625
730,20.833333,16.666667,0.15625
731,25.0,16.666667,0.15625
732,29.166667,16.666667,0.15625
733,33.333333,16.666667,0.15625
734,37.5,16.666667,0.15625
735,41.666667,16.666667,0.15625
736,45.833333,16.666667,0.15625
737,50.0,16.666667,0.15625
738,54.166667,16.666667,0.15625
739,58.333333,16.666667,0.15625
740,62.5,16.666667,0.15625
741,66.666667,16.666667,0.15625
742,70.833333,16.666667,0.15625
743,75.0,16.666667,0.15625
744,79.166667,16.666667,0.15625
745,83.333333,16.666667,0.15625
746,87.5,16.666667,0.15625
747,91.666667,16.666667,0.15625
748,95.833333,16.666667,0.15625
749,100.0,16.666667,0.15625
750,0.0,20.833333,0.15625
751,4.166667,20.833333,0.15625
752,8.333333,20.833333,0.15625
753,12.5,20.833333,0.15625
754,16.666667,20.833333,0.15625
755,20.833333,20.833333,0.15625
756,25.0,20.833333,0.15625
757,29.166667,20.833333,0.15625
758,33.333333,20.833333,0.15625
759,37.5,20.833333,0.15625
760,41.666667,20.833333,0.15625
761,45.833333,20.833333,0.15625
762,50.0,20.833333,0.15625
763,54.166667,20.833333,0.15625
764,58.333333,20.833333,0.15625
765,62.5,20.833333,0.15625
766,66.666667,20.833333,0.15625
767,70.833333,20.833333,0.15625
768,75.0,20.833333,0.15625
769,79.166667,20.833333,0.15625
770,83.333333,20.833333,0.15625
771,87.5,20.833333,0.15625
772,91.666667,20.833333,0.15625
773,95.833333,20.833333,0.15625
774,100.0,20.833333,0.15625
775,0.0,25.0,0.15625
776,4.166667,25.0,0.15625
777,8.333333,25.0,0.15625
778,12.5,25.0,0.15625
779,16.666667,25.0,0.15625
780,20.833333,25.0,0.15625
781,25.0,25.0,0.15625
782,29.166667,25.0,0.15625
783,33.333333,25.0,0.15625
784,37.5,25.0,0.15625
785,41.666667,25.0,0.15625
786,45.833333,25.0,0.15625
787,50.0,25.0,0.15625
788,54.166667,25.0,0.15625
789,58.333333,25.0,0.15625
790,62.5,25.0,0.15625
791,66.666667,25.0,0.15625
792,70.833333,25.0,0.15625
793,75.0,25.0,0.15625
794,79.166667,25.0,0.15625
795,83.333333,25.0,0.15625
796,87.5,25.0,0.15625
797,91.666667,25.0,0.15625
798,95.833333,25.0,0.15625
799,100.0,25.0,0.15625
800,0.0,29.166667,0.15625
801,4.166667,29.166667,0.15625
802,8.333333,29.166667,0.15625
803,12.5,29.166667,0.15625
804,16.666667,29.166667,0.15625
805,20.833333,29.166667,0.15625
806,25.0,29.166667,0.15625
807,29.166667,29.166667,0.15625
808,33.333333,29.166667,0.15625
809,37.5,29.166667,0.15625
810,41.666667,29.166667,0.15625
811,45.833333,29.166667,0.15625
812,50.0,29.166667,0.15625
813,54.166667,29.166667,0.15625
814,58.333333,29.166667,0.15625
815,62.5,29.166667,0.15625
816,66.666667,29.166667,0.15625
817,70.833333,29.166667,0.15625
818,75.0,29.166667,0.15625
819,79.166667,29.166667,0.15625
820,83.333333,29.166667,0.15625
821,87.5,29.166667,0.15625
822,91.666667,29.166667,0.15625
823,95.833333,29.166667,0.15625
824,100.0,29.166667,0.15625
825,0.0,33.333333,0.15625
826,4.166667,33.333333,0.15625
827,8.333333,33.333333,0.15625
828,12.5,33.333333,0.15625
829,16.666667,33.333333,0.15625
830,20.833333,33.333333,0.15625
831,25.0,33.333333,0.15625
832,29.166667,33.333333,0.15625
833,33.333333,33.333333,0.15625
834,37.5,33.333333,0.15625
835,41.666667,33.333333,0.15625
836,45.833333,33.333333,0.15625
837,50.0,33.333333,0.15625
838,54.166667,33.333333,0.15625
839,58.333333,33.333333,0.15625
840,62.5,33.333333,0.15625
841,66.666667,33.333333,0.15625
842,70.833333,33.333333,0.15625
843,75.0,33.333333,0.15625
844,79.166667,33.333333,0.15625
845,83.333333,33.333333,0.15625
846,87.5,33.333333,0.15625
847,91.666667,33.333333,0.15625
848,95.833333,33.333333,0.15625
849,100.0,33.333333,0.15625
850,0.0,37.5,0.15625
851,4.166667,37.5,0.15625
852,8.333333,37.5,0.15625
853,12.5,37.5,0.15625
854,16.666667,37.5,0.15625
855,20.833333,37.5,0.15625
856,25.0,37.5,0.15625
857,29.166667,37.5,0.15625
858,33.333333,37.5,0.15625
859,37.5,37.5,0.15625
860,41.666667,37.5,0.15625
861,45.833333,37.5,0.15625
862,50.0,37.5,0.15625
863,54.166667,37.5,0.15625
864,58.333333,37.5,0.15625
865,62.5,37.5,0.15625
866,66.666667,37.5,0.15625
867,70.833333,37.5,0.15625
868,75.0,37.5,0.15625
869,79.166667,37.5,0.15625
870,83.333333,37.5,0.15625
871,87.5,37.5,0.15625
872,91.666667,37.5,0.15625
873,95.833333,37.5,0.15625
874,100.0,37.5,0.15625
875,0.0,41.666667,0.15625
876,4.166667,41.666667,0.15625
877,8.333333,41.666667,0.15625
878,12.5,41.666667,0.15625
879,16.666667,41.666667,0.15625
880,20.833333,41.666667,0.15625
881,25.0,41.666667,0.15625
882,29.166667,41.666667,0.15625
883,33.333333,41.666667,0.15625
884,37.5,41.666667,0.15625
885,41.666667,41.666667,0.15625
886,45.833333,41.666667,0.15625
887,50.0,41.666667,0.15625
888,54.166667,41.666667,0.15625
889,58.333333,41.666667,0.15625
890,62.5,41.666667,0.15625
891,66.666667,41.666667,0.15625
892,70.833333,41.666667,0.15625
893,75.0,41.666667,0.15625
894,79.166667,41.666667,0.15625
895,83.333333,41.666667,0.15625
