x,y,t
6.997071338107495597e-01,9.788571348989969501e-01,5.253159953461247200e-01
2.658699614595195770e-01,3.150079013477989909e-01,4.761338641616819078e-02
9.691763773477238830e-01,9.330666988898033143e-01,1.929611805363313781e-01
7.787509039657946053e-01,6.827286908605255666e-01,5.608345950601734131e-02
7.168901891589956055e-01,5.661069874239933464e-01,1.798380179771307263e-01
4.493615021437886714e-01,4.754969971224567438e-01,5.084212807744102891e-01
2.722415618451590191e-01,6.873801068033876804e-01,8.541734561081626431e-01
9.639096215349929331e-02,6.862753335461684312e-01,6.532368324712254370e-01
9.026023965438416674e-01,1.052106076076442243e-02,6.009029695233609747e-01
4.557762898336110702e-01,9.077837455283391810e-01,7.479535420950950142e-01
2.023633647952303161e-01,3.679634204376523998e-01,6.399114745585177122e-01
3.059566241506525008e-01,3.532731215429955052e-01,4.434272644545673714e-01
5.792195689418959681e-01,4.065905438829942042e-01,8.153634452631032259e-01
1.767727829392317096e-01,6.852828053089340399e-01,3.101844704534267860e-01
8.566142840923754997e-01,3.760177360496870236e-01,9.281149072819285806e-01
7.585195298352100934e-01,3.738310619272028346e-01,1.161905825172996343e-01
7.194629559509367889e-01,6.346487962844360453e-02,6.376798928642896103e-01
4.320930397751037155e-01,4.166416644269282932e-01,5.005163530401366412e-01
6.273088407024431934e-01,1.494784770437538324e-01,4.257616566766654342e-01
5.840979689127355767e-01,8.555892540597803686e-01,4.297163797949136166e-01
6.498466015548199914e-01,3.345110831972866183e-01,4.220752403904726169e-02
8.444432113988908917e-02,9.608673980616703192e-01,7.515138048628117184e-01
4.158074021706096302e-01,6.845280025669820967e-01,3.523470801620649517e-01
4.161417386189247836e-02,7.561515348273236681e-01,4.766363569733770289e-01
4.939908192445189306e-01,9.477511814027457238e-01,8.475940869705246294e-01
3.298612123327853141e-01,2.389347658166650623e-01,5.771085010803670423e-01
1.445241888660468987e-01,5.672909696922672218e-01,8.514365951571664093e-01
1.034029677225516419e-01,4.072580449456220109e-02,1.370793945627598598e-01
5.876445721777120434e-01,1.007586879556942039e-01,2.818175496945052316e-01
1.705929685368861026e-01,3.665869199687878943e-01,2.279324144311285494e-01
9.251201183767971958e-01,6.825018506249402872e-01,8.863342807242539090e-01
5.810611397003949685e-01,8.316936024055344712e-01,7.815571951471502743e-01
3.468698045348370673e-01,2.564042024734728420e-01,8.341008569008980800e-01
5.909154914814167547e-01,7.490772136376071533e-01,5.686835601201101209e-01
2.280387102969749780e-02,2.242911574480499493e-01,2.207489117788866695e-01
9.585592132414453292e-01,6.055606116331047062e-03,3.769983743370917129e-01
4.823034369429002322e-01,5.441302495573430154e-02,5.503008731811014353e-01
7.827352272502862141e-01,5.855586228057213516e-01,1.897857720502038603e-02
8.272999992243856848e-02,4.971475460943136637e-01,6.396422677419698610e-01
4.866583308381603468e-01,2.704252279294322436e-01,8.548694969042162084e-01
4.907069943545209201e-01,6.547858602826583940e-03,3.256353254135261333e-01
9.378264549749828483e-01,5.680103492534012144e-01,6.797895420779171971e-01
5.717280523760753796e-01,8.176066368296516229e-01,4.835632889151425529e-01
4.734894010569538070e-01,6.854487792337848884e-02,3.977491967490087710e-03
2.669756630918935780e-01,7.364744573938075689e-01,2.839921929159109348e-01
3.315689973425521853e-01,6.345426019640677540e-01,5.278602538258667654e-01
5.206724024715377874e-01,4.793547722011348711e-01,7.249084783746014837e-01
4.389114603050466856e-01,4.834135497605218657e-02,4.020337673740981277e-01
2.161207988033042593e-02,9.235714163922956743e-01,1.862453955180288778e-01
8.262919241943578186e-01,4.774409889267426932e-01,6.104972081633019965e-02
8.961607718397667233e-01,3.996069608812040652e-01,7.146921001006207863e-01
1.402490889986107714e-01,8.614754020877348761e-01,3.650413404132076822e-01
5.540361435390493972e-01,8.455782289837378007e-01,6.471042038961071219e-01
1.085757411354435487e-01,7.272609530000238021e-01,2.217518385907885081e-01
6.722400930398116925e-01,8.293599829000084522e-01,7.546855371542495750e-01
2.812337838390083222e-01,1.243284809829405813e-01,3.443861656998471465e-01
6.594226346919017656e-01,7.609155550803418100e-01,5.236868014359052914e-02
7.269946142868826122e-01,3.280340829841278394e-01,5.102334997148488815e-01
7.686474919176570220e-01,8.674947934682777362e-01,7.314466472759032500e-01
1.077409459558965610e-01,3.702314659868591873e-01,9.324971579458695148e-01
9.160118451376079163e-01,5.430395212007543826e-02,9.708577809314795637e-01
2.302139908948808156e-01,4.143802367703656175e-01,4.564196071657545817e-01
3.741255617617977869e-02,7.567770350763612930e-01,6.118733570754354423e-01
5.548524693914833605e-01,5.009320609793973533e-01,5.572209274377480925e-01
3.709222838624387508e-01,7.636339118089683353e-01,5.335415880385699916e-01
8.297897431324131601e-01,3.527374086610701731e-02,1.145391152070684981e-01
8.082514720643018125e-01,1.771642036010290244e-01,6.708650452525810604e-01
3.171388928227153459e-01,5.636079310427939415e-01,9.652702483565516189e-01
9.528993950697449700e-01,3.853137538476315571e-01,1.268028886016128176e-01
2.909178381401186231e-01,6.801757436701997284e-01,3.118545079169491308e-01
5.150571292317145389e-01,9.625542331204219870e-01,7.704991555536055969e-02
2.559650905676027488e-01,6.598619607005139498e-01,4.027828974344817015e-01
9.360435700489633248e-01,4.173628948825998108e-01,4.816721160444958905e-01
1.646078175820181455e-01,5.423640184433407008e-01,3.580180911692868451e-01
4.491061939232898759e-02,9.128264816961705330e-01,4.765821441790113466e-01
4.350970600030379387e-01,6.729892466622129366e-01,8.029668666502156604e-01
9.923755640558370450e-01,8.031794977545277936e-01,2.139235932656744499e-01
8.916772662549139472e-01,3.015184091015334911e-01,7.579716951709439821e-01
7.486080194569492141e-01,7.443211568382724908e-01,7.932879975272654205e-01
8.907924908785248563e-01,1.394313693398617771e-01,5.811331310703818920e-01
8.934466396978631986e-01,7.497756164052175043e-01,3.153211875519158491e-01
5.188583603864490579e-01,8.815585928024244344e-01,9.365008323525993994e-01
3.159290518307930062e-01,9.002324670534217477e-01,3.639035560911019207e-01
7.720124321109880228e-01,1.165900610526476866e-01,4.992118491536035041e-02
6.616612631677610823e-01,8.298820525737342635e-01,1.360878519837175338e-01
3.736577288737100710e-01,1.099365227680366708e-01,8.915900056444145960e-01
9.446666806151526874e-02,4.783969532827628823e-01,1.499764811983975710e-01
7.467896113490259946e-01,6.825215296861650849e-01,4.473941416007615191e-01
2.624605159228646789e-01,4.842491115117492084e-01,6.919715608214649372e-01
9.368131505337792264e-01,3.399096022101472103e-01,5.736447009236711470e-01
2.409705750056847506e-01,6.838211574958552585e-01,6.533717002147803043e-01
1.227579324114860260e-01,6.608787751068939675e-01,3.488146645261760437e-01
8.311126721249061378e-01,5.828926551655670973e-01,6.622361384386447059e-01
1.532843166244940436e-01,5.284286647767318934e-01,9.085575017453106916e-03
1.792683081577390869e-01,7.057398991223381435e-01,2.632502364635926906e-01
5.993827915208435053e-01,4.030370567011515304e-01,1.235998435061502754e-01
8.745620408374644716e-01,6.876824774233836202e-02,4.552629772531621155e-01
1.964346657145732422e-01,5.374545101912235889e-01,1.458230823605906057e-01
3.103236729000947713e-01,7.234555522438366193e-01,5.473710716715964875e-01
7.774048382411775648e-01,2.991599076160668114e-01,1.806650412592920585e-01
9.718264260609673633e-01,1.407511381359323188e-01,4.142646749037678378e-01
5.007411862023423144e-01,9.118411941621190620e-01,7.422151399293042129e-02
1.438975025512507777e-01,8.637496647461958554e-01,4.399802706625217663e-01
1.393628770820154461e-02,6.184342192913191427e-01,8.079832792400667429e-01
2.296560299988552600e-01,7.866071537040761896e-01,3.169012590523435646e-01
1.318222177865210343e-01,9.688053147744216664e-01,7.063167363049090985e-01
6.776586736128574762e-01,5.692589807268407798e-01,4.259860932417049995e-01
1.218325046285311242e-01,2.441816846003398433e-01,2.342118316346470941e-01
5.063299316206330003e-01,6.388119905326212766e-01,3.034785997018113468e-01
6.942624356428864774e-01,9.145936761004538340e-01,3.025782665343973443e-01
5.811166092209023581e-01,6.901482013984799879e-01,7.423789080113339933e-01
1.997756516600576182e-01,2.624039114940313056e-02,2.009359610954863928e-01
8.041245261822627111e-01,9.171326038625157162e-01,9.777715299995696219e-01
7.154071296158016624e-01,7.536752552539679462e-01,6.874842621800980602e-01
7.389840039155417539e-01,4.018310133973980180e-01,4.011544326451919051e-01
1.310577515573132512e-01,9.874918893490658434e-01,9.980040097954244738e-01
1.237538036503446071e-01,7.216793328355469717e-01,2.161715481351879076e-01
9.275625510065076407e-01,8.254410818356916479e-01,7.629112146930626670e-01
3.975781938249406400e-01,9.431665592498368333e-01,2.709368975834655080e-01
3.009486917809397477e-01,3.957846472106607560e-02,5.435644513128398136e-01
4.885840453515333248e-01,7.744198440366786285e-01,5.442136857580903708e-02
6.628642127635824277e-01,3.863464353578019983e-01,8.464591363023770132e-01
9.556232570469699317e-01,8.690750128987747569e-01,3.661519021043845301e-01
2.864462268820550106e-01,8.788958559332329390e-01,5.844863908607759173e-01
9.248084293120271138e-01,8.286184705026926611e-01,9.272838317012132014e-01
2.485949138625631605e-02,7.792005856527934871e-01,3.024672538415207335e-02
5.551980423268246811e-01,7.942828346249327653e-01,9.680174368353680059e-01
6.339751116810851128e-01,2.965525007216075482e-01,5.251793489020143424e-01
1.058974037507532939e-01,4.065282061263908453e-01,7.807465739281200801e-01
1.403395970639126356e-01,1.150548907030609636e-01,4.730447656058490713e-01
4.191143193163038294e-01,8.305915218616141127e-01,8.159077776669771964e-01
9.662319121431817148e-01,6.460064758246586436e-01,8.805588276147847671e-01
5.960425532343728294e-01,6.127167151166185155e-01,3.816740558732372168e-01
9.330232216002112278e-01,2.460780391065477968e-01,7.226322306224646219e-01
8.043609156129707394e-01,6.150360840515900485e-01,9.986180079394086917e-01
4.673816015552915148e-01,4.545517251811540538e-01,7.571316755944382804e-01
7.847634492521874394e-01,9.952688066656167898e-01,9.568798275445630219e-01
1.783678397698773566e-02,8.630682727374378027e-01,7.366172300343776236e-01
1.091439967657349408e-01,5.259828819065571759e-01,3.298869374614360472e-01
8.294286148827363370e-01,8.084555672986752928e-01,8.271516748585386880e-01
7.968170883251617376e-01,1.645050008583383017e-01,6.663407647195552785e-01
2.326407419664336951e-01,1.014004991266015399e-01,3.306797345122225451e-02
5.307695905990534868e-01,6.306507996753639711e-01,1.724340451115641271e-01
6.060158207000109210e-01,7.267858279388926812e-01,2.612730078601362971e-01
8.677389537760111793e-01,5.305643931946790737e-02,7.435638071719332665e-01
6.031071573387256635e-01,2.009633511978203835e-01,7.971326592965347624e-01
4.125715692736803275e-01,5.372679769224737445e-01,8.268854367104835346e-01
3.741840434071826982e-01,6.281659958882479522e-02,6.721473753592299705e-02
4.258820863735098827e-01,4.240528362836997189e-01,7.215668147210918537e-02
6.519310255799741771e-01,4.820797794583010498e-01,2.994432177884566171e-01
8.674906317523248811e-01,9.218097321383424969e-01,6.812433977719088984e-01
4.538968820762997458e-01,3.156764963958806902e-01,8.421849088866901756e-01
2.478395629513581166e-01,1.686684734350344383e-01,8.693756671041978912e-01
2.366623629975811438e-01,7.508258718974425427e-03,2.075153147861389380e-01
7.460142802434464038e-01,1.216081060436484673e-01,7.674152811834145105e-01
8.165687634239103820e-01,7.508659988211577874e-01,6.407749327496292668e-01
1.052780798541249618e-01,4.449218824661466121e-01,9.267300191694517464e-01
6.655885695517815837e-02,1.987250427365652161e-01,7.728610438564426088e-01
5.944336637564517911e-01,9.330276943220671138e-01,5.286212841730012491e-01
1.461732441926982817e-01,7.875383184387242386e-01,7.831942828254159217e-01
8.246641904563413172e-01,1.143646913498480577e-01,3.082776946835387166e-01
3.103346739240744334e-01,2.689573548933494873e-01,7.861452394025360002e-01
1.438719329711426465e-01,8.494414825262958102e-01,7.811684747624660918e-01
9.209704724874502313e-01,6.924316677974201584e-01,8.552085904008625006e-01
1.655317227352781639e-01,9.455452142623713696e-01,2.423960537090598111e-01
2.847200823379355539e-01,7.624943806964024073e-02,8.490008398718981164e-01
1.536133951920586327e-01,7.754112229187301031e-01,1.690502184943718511e-01
1.154900636653549695e-01,7.641141584356447858e-02,7.718996086568620241e-01
2.114801633644003420e-02,3.366619356921827233e-01,9.299174891628784190e-01
5.539540916426011208e-02,7.506687681753260177e-01,3.579811461396398276e-02
1.746414709358526940e-01,7.110099742526289068e-01,6.260126470756639527e-01
5.338193262717538801e-02,2.117823140243335622e-03,6.595917225561631625e-01
5.911438161109712208e-01,2.019429328506046062e-01,8.151429025696821373e-01
6.807145267995063920e-01,7.785736765535612447e-01,1.028233990695336386e-01
3.936304568320282415e-01,1.261475126147215686e-01,9.094306794787213599e-01
3.179910969520494124e-01,3.263789059596003961e-01,9.937871197592297312e-01
5.045262370222300952e-01,1.838895068963229962e-01,6.721052728263512410e-01
8.750049422346085626e-01,1.114545354106459829e-01,4.299329831699703064e-01
8.511316268222060000e-01,8.366257453230114827e-01,6.350153941606676566e-01
4.347506201279194293e-02,6.134174485183507830e-02,5.470611636370714681e-02
1.814984095965240796e-01,5.360499483229240747e-01,7.530341662223022370e-01
2.367448711043960152e-01,6.926705117092412101e-01,6.996659081934386570e-02
2.493875758322118275e-01,5.759021865438829213e-02,3.225909984722692414e-01
5.712326517427727124e-01,6.334267706481145899e-01,1.393987228610640283e-01
4.162624257031922737e-01,3.340655152411330375e-01,7.260412546565948588e-01
4.925411992759398672e-02,8.335452237740951231e-01,5.944282600983286091e-01
3.736141384595715875e-01,7.976596222179056506e-01,6.992038106551111687e-01
5.237529487176372234e-01,7.939050372166462921e-01,6.456613075716710615e-02
1.016719029037159716e-01,3.986634841620584346e-01,3.704063367721899258e-01
8.334585537885597084e-01,8.225481897504123285e-01,4.061696662165007465e-01
5.196186646510425611e-02,6.299820040110256647e-01,6.023985304356018755e-01
9.248418690180620905e-01,3.786835653015242498e-01,1.023307007141376346e-01
9.911314157987549667e-02,8.066995545541844059e-02,6.472369792558652080e-01
8.435749515977527535e-01,6.681891267873762974e-02,3.946985744351695358e-01
9.026531439276170854e-01,2.514016344383821489e-01,9.059199635316207422e-01
9.795706805865926903e-01,2.995846445046673745e-01,4.498091398389406637e-01
8.020258802735935610e-01,9.275282914471441043e-01,1.020715736443073007e-01
7.794775407713289139e-01,9.999380538690100240e-01,1.034020211772922471e-01
6.424832759955476646e-01,1.436738474501803031e-01,2.542955730682179283e-01
7.789963545781289911e-01,9.427682399627203003e-01,2.398116294302439222e-01
1.345522084131470786e-01,7.065400116852502688e-01,7.966862038462045881e-01
5.360680359476373003e-01,4.986081683665246622e-01,7.223885497171944614e-01
5.142228701904144605e-01,9.546866393489042979e-01,7.667271971256717222e-02
8.575721441225575559e-01,7.136931823213004122e-01,8.514340499565858922e-01
4.627993655935158657e-01,5.936545221190759891e-01,9.613004476843522994e-02
3.850894961003534789e-01,2.095267640197512327e-01,7.856278134607477259e-01
6.395632712371100981e-01,2.444439518707898218e-01,1.116170961021493158e-01
2.664633175008460642e-01,9.115017360662455159e-01,3.763583440171561767e-01
1.397684109539568675e-01,2.150387811945857486e-01,7.509306223327887331e-01
4.778772740237458017e-01,3.230601429465795871e-02,2.536349908172345069e-01
4.168893685948850125e-01,2.662270978845457936e-01,1.133299415674623445e-01
2.325699405288736976e-01,4.805557196122314245e-01,7.871952665001633598e-01
3.675118101151280126e-01,3.819647607321581262e-01,6.909755717266680142e-01
3.663924498262474128e-01,9.358029986100561137e-01,8.912679328248672705e-01
3.274955644125454590e-01,4.185740444405015026e-01,6.415525293800593554e-01
3.794640797269289711e-01,8.890526876648154886e-01,7.395071994643442892e-02
6.857433454559453967e-01,5.946629339892705035e-01,6.386346670237922352e-01
2.968764745712852982e-01,5.241246724118524547e-01,8.225070718305034223e-01
9.488579267153404162e-01,1.601956326543930720e-01,8.367854505336602688e-02
9.163480195381779048e-01,2.710319137802226219e-01,1.356933025353767031e-01
4.809104283000785740e-01,8.671667768190276515e-01,6.775672569863847583e-01
3.283612050046887942e-01,7.799572114827739711e-01,7.913304777250088629e-01
5.354347898300031439e-01,4.474233644490812623e-01,3.531510793737036025e-01
8.485604887736245550e-01,9.090221542682900280e-01,7.352616011867654233e-01
6.525873405601020361e-01,8.191787030868536990e-01,1.673682325436596230e-01
8.043918279470774202e-01,1.120843331290046763e-01,4.440053140897252115e-01
5.327222760657401857e-01,6.059304938023030163e-01,7.479740588178585003e-01
6.329176292676207405e-01,7.988432067408089976e-01,1.989861537557569005e-01
2.881556141824617168e-01,8.083441279341744279e-01,3.488963455073748055e-01
7.348931623102907817e-01,9.134117791012630327e-02,6.290658320006733417e-01
2.024045931257183462e-01,2.246111695303614209e-01,3.459952082872979062e-01
6.947981288184982285e-01,4.130393168089177003e-01,8.741582712147619727e-01
8.607190683258940656e-01,2.516310944411931372e-01,9.567261151892899607e-01
1.321028373015439294e-01,1.089381466979952862e-01,6.422895115166096236e-01
6.143797405419197943e-01,6.288004296609616128e-01,7.824002391929317790e-01
9.509574822993460685e-02,5.074734515377297139e-01,9.066964980858496226e-01
7.257156282714268825e-01,1.549897542985538834e-01,7.018593375997247419e-01
8.449321882352023305e-02,5.863819962770767669e-01,7.733141774336613761e-01
9.359398227006260340e-01,6.201495340646423493e-02,8.021920126153114783e-02
1.374079300378021617e-01,3.830410592733108910e-01,8.237626852590443916e-01
9.588802459090803865e-01,7.925179635403869494e-01,2.745646093669596999e-01
8.008841760850966551e-01,8.900496365652025288e-01,7.080452413740412343e-02
5.936820044663541074e-01,2.452346327995573727e-01,5.894715218015206259e-01
7.826241046295469017e-01,8.595087989892136182e-01,2.267869696884652342e-01
7.951148389830858809e-01,8.917577801275953231e-01,7.984686079208558329e-02
9.460270628173302887e-01,6.068823046039395486e-01,6.095614354276611691e-01
2.533833538391871976e-01,9.821778976247800275e-01,9.855232510690636882e-02
5.900758953583091770e-01,2.461758223928068867e-01,8.872275296400583544e-01
9.504919756440122214e-02,6.897423210229358670e-02,9.692724831435820532e-01
6.161657000241212989e-01,8.434431518835565633e-01,7.381923303516411128e-01
1.712913040927888098e-01,4.909306591995542535e-01,2.876632417980364842e-01
5.649506114724418548e-01,3.464538791018217934e-01,5.625410527307342923e-01
5.724305140338497022e-01,5.523283149090107980e-02,3.138568715329881353e-02
4.659851529812273352e-01,6.462447882104849217e-02,6.213995169035899657e-01
5.226317755131227871e-01,9.071645068189260197e-02,2.638407621967502337e-01
7.639233900065879324e-01,1.836425205556537765e-01,4.550242818996063088e-01
7.992447165120666330e-01,9.704009242235559496e-01,1.788680694612182487e-01
4.921532155754291260e-01,2.814041420621500311e-01,9.865516651183876551e-01
5.995934415226122915e-01,8.170473004522644800e-01,2.074245588956514785e-01
9.312362356901018323e-01,1.941378039944208211e-02,4.169351083829361260e-01
1.197335885011228118e-01,3.218150610982007942e-01,2.546007298465776669e-01
1.171035659001105067e-01,9.061924329860445715e-01,5.415876091416923499e-01
8.770901191076840853e-02,1.850407828814873978e-01,9.053421672651598140e-01
6.578632850405278232e-01,2.840235204134761160e-01,1.633884639084458579e-01
4.186083007903794728e-01,8.265148817130485437e-01,1.408128809560863504e-01
7.743214161418432440e-01,1.213916864520726557e-01,7.406513707339124064e-02
6.712314133085925949e-01,5.318319077238420345e-02,5.893513073376320799e-01
3.336377583282381654e-01,9.659767549872442238e-01,6.020769798903751191e-01
8.983665473615357611e-01,4.047917586871759843e-01,8.213903763193698415e-01
7.625321470706523108e-01,6.578712697781152752e-01,8.359613310840178224e-01
2.705349409101757141e-01,1.271159114013514779e-01,1.019424523375258573e-01
3.641920177720540108e-01,2.201773978668633003e-01,9.105253505448781537e-01
3.144399802042628922e-01,4.599807581599238970e-01,8.293831064827734689e-01
1.576116486249996562e-01,6.751532174287776522e-01,6.472470729170017867e-01
1.477833725421916489e-01,2.932479111265914318e-01,3.470601101203730776e-01
9.361274633757440400e-01,8.846337510400418269e-01,7.455860178214347433e-01
4.379040371987532598e-01,7.811440036232540907e-01,6.206737189643509733e-01
3.833198227774098354e-01,5.515578908585387907e-01,3.530464474936040320e-01
7.296857086773779200e-01,4.592111834396476189e-01,1.325571487965926387e-02
5.529930652528999291e-01,6.195425427425089726e-01,5.924609766327088023e-01
9.361399868384622236e-01,7.316631664470452101e-01,5.764910044870455996e-01
7.803014939093921853e-01,1.349502952907198905e-01,1.545779766698183177e-01
4.793695641245403483e-01,8.526413625608855185e-01,9.063261563989531977e-01
3.763594734808262121e-01,4.894027836577451440e-01,1.592764054440570787e-01
9.866315449243220348e-01,9.353439898095515792e-01,2.870961483867743302e-01
7.177602360036434703e-01,9.555423961141152889e-01,3.719880445235677069e-01
9.511946600038411193e-01,3.071682101808514975e-02,6.829656552128320346e-01
