timestep,time_hours,cycle,mode,tc_id,cell,x_cm,y_cm,z_cm,temperature_C
1,8,0,SOFC,16,3,0.5,0.5,2.3,730.02
1,8,0,SOFC,17,3,2.0,2.0,2.3,729.87
1,8,0,SOFC,18,3,3.5,3.5,2.3,730.9
1,8,0,SOFC,19,4,0.5,0.5,3.0,740.59
1,8,0,SOFC,20,4,2.0,2.0,3.0,739.07
1,8,0,SOFC,21,4,3.5,3.5,3.0,739.81
1,8,0,SOFC,22,4,0.5,0.5,3.3,742.46
1,8,0,SOFC,23,4,2.0,2.0,3.3,742.39
1,8,0,SOFC,24,4,3.5,3.5,3.3,742.46
1,8,0,SOFC,25,5,0.5,0.5,4.0,752.78
1,8,0,SOFC,26,5,2.0,2.0,4.0,750.95
1,8,0,SOFC,27,5,3.5,3.5,4.0,749.55
1,8,0,SOFC,28,5,0.5,0.5,4.3,755.29
1,8,0,SOFC,29,5,2.0,2.0,4.3,755.18
1,8,0,SOFC,30,5,3.5,3.5,4.3,753.01
2,16,1,SOEC,1,1,0.5,0.5,0.0,696.26
2,16,1,SOEC,2,1,2.0,2.0,0.0,693.09
2,16,1,SOEC,3,1,3.5,3.5,0.0,694.86
2,16,1,SOEC,4,1,0.5,0.5,0.3,696.3
2,16,1,SOEC,5,1,2.0,2.0,0.3,695.24
2,16,1,SOEC,6,1,3.5,3.5,0.3,698.46
2,16,1,SOEC,7,2,0.5,0.5,1.0,705.84
2,16,1,SOEC,8,2,2.0,2.0,1.0,704.62
2,16,1,SOEC,9,2,3.5,3.5,1.0,704.09
2,16,1,SOEC,10,2,0.5,0.5,1.3,707.55
2,16,1,SOEC,11,2,2.0,2.0,1.3,707.92
2,16,1,SOEC,12,2,3.5,3.5,1.3,708.7
2,16,1,SOEC,13,3,0.5,0.5,2.0,713.18
2,16,1,SOEC,14,3,2.0,2.0,2.0,716.56
2,16,1,SOEC,15,3,3.5,3.5,2.0,712.76
2,16,1,SOEC,16,3,0.5,0.5,2.3,722.06
2,16,1,SOEC,17,3,2.0,2.0,2.3,713.2
2,16,1,SOEC,18,3,3.5,3.5,2.3,716.56
2,16,1,SOEC,19,4,0.5,0.5,3.0,721.01
2,16,1,SOEC,20,4,2.0,2.0,3.0,724.43
2,16,1,SOEC,21,4,3.5,3.5,3.0,724.8
2,16,1,SOEC,22,4,0.5,0.5,3.3,729.41
2,16,1,SOEC,23,4,2.0,2.0,3.3,728.04
2,16,1,SOEC,24,4,3.5,3.5,3.3,728.02
2,16,1,SOEC,25,5,0.5,0.5,4.0,732.79
2,16,1,SOEC,26,5,2.0,2.0,4.0,737.56
2,16,1,SOEC,27,5,3.5,3.5,4.0,734.81
2,16,1,SOEC,28,5,0.5,0.5,4.3,735.13
2,16,1,SOEC,29,5,2.0,2.0,4.3,736.64
2,16,1,SOEC,30,5,3.5,3.5,4.3,740.09
3,24,1,SOFC,1,1,0.5,0.5,0.0,710.76
3,24,1,SOFC,2,1,2.0,2.0,0.0,710.43
3,24,1,SOFC,3,1,3.5,3.5,0.0,710.11
3,24,1,SOFC,4,1,0.5,0.5,0.3,713.6
3,24,1,SOFC,5,1,2.0,2.0,0.3,710.86
3,24,1,SOFC,6,1,3.5,3.5,0.3,715.14
3,24,1,SOFC,7,2,0.5,0.5,1.0,719.66
3,24,1,SOFC,8,2,2.0,2.0,1.0,715.93
3,24,1,SOFC,9,2,3.5,3.5,1.0,721.08
3,24,1,SOFC,10,2,0.5,0.5,1.3,722.25
3,24,1,SOFC,11,2,2.0,2.0,1.3,725.94
3,24,1,SOFC,12,2,3.5,3.5,1.3,721.55
3,24,1,SOFC,13,3,0.5,0.5,2.0,730.5
3,24,1,SOFC,14,3,2.0,2.0,2.0,730.77
3,24,1,SOFC,15,3,3.5,3.5,2.0,730.02
3,24,1,SOFC,16,3,0.5,0.5,2.3,734.92
3,24,1,SOFC,17,3,2.0,2.0,2.3,732.39
3,24,1,SOFC,18,3,3.5,3.5,2.3,733.03
3,24,1,SOFC,19,4,0.5,0.5,3.0,738.71
3,24,1,SOFC,20,4,2.0,2.0,3.0,737.98
3,24,1,SOFC,21,4,3.5,3.5,3.0,741.34
3,24,1,SOFC,22,4,0.5,0.5,3.3,743.46
3,24,1,SOFC,23,4,2.0,2.0,3.3,747.02
3,24,1,SOFC,24,4,3.5,3.5,3.3,741.54
3,24,1,SOFC,25,5,0.5,0.5,4.0,753.42
3,24,1,SOFC,26,5,2.0,2.0,4.0,750.85
3,24,1,SOFC,27,5,3.5,3.5,4.0,749.31
3,24,1,SOFC,28,5,0.5,0.5,4.3,755.38
3,24,1,SOFC,29,5,2.0,2.0,4.3,753.8
3,24,1,SOFC,30,5,3.5,3.5,4.3,754.79
4,32,2,SOEC,1,1,0.5,0.5,0.0,694.73
4,32,2,SOEC,2,1,2.0,2.0,0.0,691.47
4,32,2,SOEC,3,1,3.5,3.5,0.0,695.62
4,32,2,SOEC,4,1,0.5,0.5,0.3,696.26
4,32,2,SOEC,5,1,2.0,2.0,0.3,695.21
4,32,2,SOEC,6,1,3.5,3.5,0.3,694.45
4,32,2,SOEC,7,2,0.5,0.5,1.0,708.96
4,32,2,SOEC,8,2,2.0,2.0,1.0,705.08
4,32,2,SOEC,9,2,3.5,3.5,1.0,705.13
4,32,2,SOEC,10,2,0.5,0.5,1.3,708.79
4,32,2,SOEC,11,2,2.0,2.0,1.3,705.48
4,32,2,SOEC,12,2,3.5,3.5,1.3,709.7
4,32,2,SOEC,13,3,0.5,0.5,2.0,714.74
4,32,2,SOEC,14,3,2.0,2.0,2.0,717.44
4,32,2,SOEC,15,3,3.5,3.5,2.0,713.11
4,32,2,SOEC,16,3,0.5,0.5,2.3,716.66
4,32,2,SOEC,17,3,2.0,2.0,2.3,719.63
4,32,2,SOEC,18,3,3.5,3.5,2.3,716.66
4,32,2,SOEC,19,4,0.5,0.5,3.0,726.33
4,32,2,SOEC,20,4,2.0,2.0,3.0,726.3
4,32,2,SOEC,21,4,3.5,3.5,3.0,724.53
4,32,2,SOEC,22,4,0.5,0.5,3.3,729.81
4,32,2,SOEC,23,4,2.0,2.0,3.3,725.82
4,32,2,SOEC,24,4,3.5,3.5,3.3,729.0
4,32,2,SOEC,25,5,0.5,0.5,4.0,732.57
4,32,2,SOEC,26,5,2.0,2.0,4.0,735.43
4,32,2,SOEC,27,5,3.5,3.5,4.0,737.39
4,32,2,SOEC,28,5,0.5,0.5,4.3,739.93
4,32,2,SOEC,29,5,2.0,2.0,4.3,738.09
4,32,2,SOEC,30,5,3.5,3.5,4.3,743.3
5,40,2,SOFC,1,1,0.5,0.5,0.0,707.9
5,40,2,SOFC,2,1,2.0,2.0,0.0,712.36
5,40,2,SOFC,3,1,3.5,3.5,0.0,711.29
5,40,2,SOFC,4,1,0.5,0.5,0.3,717.35
5,40,2,SOFC,5,1,2.0,2.0,0.3,715.71
5,40,2,SOFC,6,1,3.5,3.5,0.3,709.63
5,40,2,SOFC,7,2,0.5,0.5,1.0,721.54
5,40,2,SOFC,8,2,2.0,2.0,1.0,721.06
5,40,2,SOFC,9,2,3.5,3.5,1.0,717.67
5,40,2,SOFC,10,2,0.5,0.5,1.3,723.8
5,40,2,SOFC,11,2,2.0,2.0,1.3,724.63
5,40,2,SOFC,12,2,3.5,3.5,1.3,723.45
5,40,2,SOFC,13,3,0.5,0.5,2.0,729.69
5,40,2,SOFC,14,3,2.0,2.0,2.0,730.22
5,40,2,SOFC,15,3,3.5,3.5,2.0,730.92
5,40,2,SOFC,16,3,0.5,0.5,2.3,730.92
5,40,2,SOFC,17,3,2.0,2.0,2.3,734.92
5,40,2,SOFC,18,3,3.5,3.5,2.3,729.5
5,40,2,SOFC,19,4,0.5,0.5,3.0,739.73
5,40,2,SOFC,20,4,2.0,2.0,3.0,737.88
5,40,2,SOFC,21,4,3.5,3.5,3.0,739.83
5,40,2,SOFC,22,4,0.5,0.5,3.3,742.46
5,40,2,SOFC,23,4,2.0,2.0,3.3,741.67
5,40,2,SOFC,24,4,3.5,3.5,3.3,745.05
5,40,2,SOFC,25,5,0.5,0.5,4.0,748.68
5,40,2,SOFC,26,5,2.0,2.0,4.0,752.01
5,40,2,SOFC,27,5,3.5,3.5,4.0,748.53
5,40,2,SOFC,28,5,0.5,0.5,4.3,751.32
5,40,2,SOFC,29,5,2.0,2.0,4.3,751.12
5,40,2,SOFC,30,5,3.5,3.5,4.3,753.72
6,48,3,SOEC,1,1,0.5,0.5,0.0,695.77
6,48,3,SOEC,2,1,2.0,2.0,0.0,695.27
6,48,3,SOEC,3,1,3.5,3.5,0.0,692.57
6,48,3,SOEC,4,1,0.5,0.5,0.3,699.6
6,48,3,SOEC,5,1,2.0,2.0,0.3,696.4
6,48,3,SOEC,6,1,3.5,3.5,0.3,696.57
6,48,3,SOEC,7,2,0.5,0.5,1.0,704.76
6,48,3,SOEC,8,2,2.0,2.0,1.0,704.88
6,48,3,SOEC,9,2,3.5,3.5,1.0,706.59
6,48,3,SOEC,10,2,0.5,0.5,1.3,708.76
6,48,3,SOEC,11,2,2.0,2.0,1.3,709.15
6,48,3,SOEC,12,2,3.5,3.5,1.3,710.81
6,48,3,SOEC,13,3,0.5,0.5,2.0,717.18
6,48,3,SOEC,14,3,2.0,2.0,2.0,717.15
6,48,3,SOEC,15,3,3.5,3.5,2.0,713.93
6,48,3,SOEC,16,3,0.5,0.5,2.3,715.79
6,48,3,SOEC,17,3,2.0,2.0,2.3,713.81
6,48,3,SOEC,18,3,3.5,3.5,2.3,719.0
6,48,3,SOEC,19,4,0.5,0.5,3.0,725.35
6,48,3,SOEC,20,4,2.0,2.0,3.0,723.73
6,48,3,SOEC,21,4,3.5,3.5,3.0,726.75
6,48,3,SOEC,22,4,0.5,0.5,3.3,729.31
6,48,3,SOEC,23,4,2.0,2.0,3.3,728.06
6,48,3,SOEC,24,4,3.5,3.5,3.3,730.56
6,48,3,SOEC,25,5,0.5,0.5,4.0,730.94
6,48,3,SOEC,26,5,2.0,2.0,4.0,733.89
6,48,3,SOEC,27,5,3.5,3.5,4.0,735.56
6,48,3,SOEC,28,5,0.5,0.5,4.3,741.8
6,48,3,SOEC,29,5,2.0,2.0,4.3,736.13
6,48,3,SOEC,30,5,3.5,3.5,4.3,740.31
7,56,3,SOFC,1,1,0.5,0.5,0.0,711.83
7,56,3,SOFC,2,1,2.0,2.0,0.0,705.83
7,56,3,SOFC,3,1,3.5,3.5,0.0,707.6
7,56,3,SOFC,4,1,0.5,0.5,0.3,714.1
7,56,3,SOFC,5,1,2.0,2.0,0.3,714.71
7,56,3,SOFC,6,1,3.5,3.5,0.3,714.54
7,56,3,SOFC,7,2,0.5,0.5,1.0,718.23
7,56,3,SOFC,8,2,2.0,2.0,1.0,720.16
7,56,3,SOFC,9,2,3.5,3.5,1.0,719.18
7,56,3,SOFC,10,2,0.5,0.5,1.3,721.61
7,56,3,SOFC,11,2,2.0,2.0,1.3,722.61
7,56,3,SOFC,12,2,3.5,3.5,1.3,722.77
7,56,3,SOFC,13,3,0.5,0.5,2.0,730.55
7,56,3,SOFC,14,3,2.0,2.0,2.0,728.23
7,56,3,SOFC,15,3,3.5,3.5,2.0,728.92
7,56,3,SOFC,16,3,0.5,0.5,2.3,730.05
7,56,3,SOFC,17,3,2.0,2.0,2.3,733.58
7,56,3,SOFC,18,3,3.5,3.5,2.3,732.32
7,56,3,SOFC,19,4,0.5,0.5,3.0,739.39
7,56,3,SOFC,20,4,2.0,2.0,3.0,738.92
7,56,3,SOFC,21,4,3.5,3.5,3.0,740.16
7,56,3,SOFC,22,4,0.5,0.5,3.3,743.22
7,56,3,SOFC,23,4,2.0,2.0,3.3,743.01
7,56,3,SOFC,24,4,3.5,3.5,3.3,742.06
7,56,3,SOFC,25,5,0.5,0.5,4.0,750.32
7,56,3,SOFC,26,5,2.0,2.0,4.0,750.03
7,56,3,SOFC,27,5,3.5,3.5,4.0,751.65
7,56,3,SOFC,28,5,0.5,0.5,4.3,752.27
7,56,3,SOFC,29,5,2.0,2.0,4.3,750.92
7,56,3,SOFC,30,5,3.5,3.5,4.3,757.31
8,64,4,SOEC,1,1,0.5,0.5,0.0,696.44
8,64,4,SOEC,2,1,2.0,2.0,0.0,696.29
8,64,4,SOEC,3,1,3.5,3.5,0.0,698.84
8,64,4,SOEC,4,1,0.5,0.5,0.3,700.55
8,64,4,SOEC,5,1,2.0,2.0,0.3,696.8
8,64,4,SOEC,6,1,3.5,3.5,0.3,704.16
8,64,4,SOEC,7,2,0.5,0.5,1.0,704.17
8,64,4,SOEC,8,2,2.0,2.0,1.0,703.36
8,64,4,SOEC,9,2,3.5,3.5,1.0,703.65
8,64,4,SOEC,10,2,0.5,0.5,1.3,707.65
8,64,4,SOEC,11,2,2.0,2.0,1.3,709.11
8,64,4,SOEC,12,2,3.5,3.5,1.3,707.5
8,64,4,SOEC,13,3,0.5,0.5,2.0,714.66
8,64,4,SOEC,14,3,2.0,2.0,2.0,715.09
8,64,4,SOEC,15,3,3.5,3.5,2.0,713.79
8,64,4,SOEC,16,3,0.5,0.5,2.3,718.76
8,64,4,SOEC,17,3,2.0,2.0,2.3,718.11
8,64,4,SOEC,18,3,3.5,3.5,2.3,718.25
8,64,4,SOEC,19,4,0.5,0.5,3.0,727.01
8,64,4,SOEC,20,4,2.0,2.0,3.0,725.03
8,64,4,SOEC,21,4,3.5,3.5,3.0,726.37
8,64,4,SOEC,22,4,0.5,0.5,3.3,724.76
8,64,4,SOEC,23,4,2.0,2.0,3.3,725.07
8,64,4,SOEC,24,4,3.5,3.5,3.3,730.32
8,64,4,SOEC,25,5,0.5,0.5,4.0,731.38
8,64,4,SOEC,26,5,2.0,2.0,4.0,732.85
8,64,4,SOEC,27,5,3.5,3.5,4.0,733.96
8,64,4,SOEC,28,5,0.5,0.5,4.3,739.63
8,64,4,SOEC,29,5,2.0,2.0,4.3,737.84
8,64,4,SOEC,30,5,3.5,3.5,4.3,735.36
9,72,4,SOFC,1,1,0.5,0.5,0.0,709.83
9,72,4,SOFC,2,1,2.0,2.0,0.0,706.66
9,72,4,SOFC,3,1,3.5,3.5,0.0,714.17
9,72,4,SOFC,4,1,0.5,0.5,0.3,711.21
9,72,4,SOFC,5,1,2.0,2.0,0.3,714.17
9,72,4,SOFC,6,1,3.5,3.5,0.3,710.41
9,72,4,SOFC,7,2,0.5,0.5,1.0,720.25
9,72,4,SOFC,8,2,2.0,2.0,1.0,720.63
9,72,4,SOFC,9,2,3.5,3.5,1.0,719.13
9,72,4,SOFC,10,2,0.5,0.5,1.3,724.19
9,72,4,SOFC,11,2,2.0,2.0,1.3,725.25
9,72,4,SOFC,12,2,3.5,3.5,1.3,721.19
9,72,4,SOFC,13,3,0.5,0.5,2.0,729.39
9,72,4,SOFC,14,3,2.0,2.0,2.0,728.67
9,72,4,SOFC,15,3,3.5,3.5,2.0,727.12
9,72,4,SOFC,16,3,0.5,0.5,2.3,735.39
9,72,4,SOFC,17,3,2.0,2.0,2.3,738.11
9,72,4,SOFC,18,3,3.5,3.5,2.3,733.77
9,72,4,SOFC,19,4,0.5,0.5,3.0,738.73
9,72,4,SOFC,20,4,2.0,2.0,3.0,741.46
9,72,4,SOFC,21,4,3.5,3.5,3.0,741.8
9,72,4,SOFC,22,4,0.5,0.5,3.3,742.58
9,72,4,SOFC,23,4,2.0,2.0,3.3,743.46
9,72,4,SOFC,24,4,3.5,3.5,3.3,742.14
9,72,4,SOFC,25,5,0.5,0.5,4.0,751.24
9,72,4,SOFC,26,5,2.0,2.0,4.0,749.98
9,72,4,SOFC,27,5,3.5,3.5,4.0,747.37
9,72,4,SOFC,28,5,0.5,0.5,4.3,753.77
9,72,4,SOFC,29,5,2.0,2.0,4.3,748.14
9,72,4,SOFC,30,5,3.5,3.5,4.3,752.14
10,80,5,SOEC,1,1,0.5,0.5,0.0,694.76
10,80,5,SOEC,2,1,2.0,2.0,0.0,696.13
10,80,5,SOEC,3,1,3.5,3.5,0.0,696.49
10,80,5,SOEC,4,1,0.5,0.5,0.3,698.76
10,80,5,SOEC,5,1,2.0,2.0,0.3,699.22
10,80,5,SOEC,6,1,3.5,3.5,0.3,695.24
10,80,5,SOEC,7,2,0.5,0.5,1.0,705.83
10,80,5,SOEC,8,2,2.0,2.0,1.0,703.92
10,80,5,SOEC,9,2,3.5,3.5,1.0,705.68
10,80,5,SOEC,10,2,0.5,0.5,1.3,708.05
10,80,5,SOEC,11,2,2.0,2.0,1.3,708.53
10,80,5,SOEC,12,2,3.5,3.5,1.3,706.68
10,80,5,SOEC,13,3,0.5,0.5,2.0,715.87
10,80,5,SOEC,14,3,2.0,2.0,2.0,719.92
10,80,5,SOEC,15,3,3.5,3.5,2.0,714.03
10,80,5,SOEC,16,3,0.5,0.5,2.3,717.27
10,80,5,SOEC,17,3,2.0,2.0,2.3,715.56
10,80,5,SOEC,18,3,3.5,3.5,2.3,717.4
10,80,5,SOEC,19,4,0.5,0.5,3.0,725.05
10,80,5,SOEC,20,4,2.0,2.0,3.0,726.57
10,80,5,SOEC,21,4,3.5,3.5,3.0,721.93
10,80,5,SOEC,22,4,0.5,0.5,3.3,726.68
10,80,5,SOEC,23,4,2.0,2.0,3.3,725.33
10,80,5,SOEC,24,4,3.5,3.5,3.3,725.68
10,80,5,SOEC,25,5,0.5,0.5,4.0,732.54
10,80,5,SOEC,26,5,2.0,2.0,4.0,734.71
10,80,5,SOEC,27,5,3.5,3.5,4.0,734.43
10,80,5,SOEC,28,5,0.5,0.5,4.3,737.34
10,80,5,SOEC,29,5,2.0,2.0,4.3,741.29
10,80,5,SOEC,30,5,3.5,3.5,4.3,737.85
11,88,5,SOFC,1,1,0.5,0.5,0.0,711.11
11,88,5,SOFC,2,1,2.0,2.0,0.0,707.91
11,88,5,SOFC,3,1,3.5,3.5,0.0,709.7
11,88,5,SOFC,4,1,0.5,0.5,0.3,715.47
11,88,5,SOFC,5,1,2.0,2.0,0.3,714.57
11,88,5,SOFC,6,1,3.5,3.5,0.3,710.06
11,88,5,SOFC,7,2,0.5,0.5,1.0,719.17
11,88,5,SOFC,8,2,2.0,2.0,1.0,720.95
11,88,5,SOFC,9,2,3.5,3.5,1.0,719.64
11,88,5,SOFC,10,2,0.5,0.5,1.3,725.56
11,88,5,SOFC,11,2,2.0,2.0,1.3,721.57
11,88,5,SOFC,12,2,3.5,3.5,1.3,720.06
11,88,5,SOFC,13,3,0.5,0.5,2.0,726.61
11,88,5,SOFC,14,3,2.0,2.0,2.0,730.49
11,88,5,SOFC,15,3,3.5,3.5,2.0,732.24
11,88,5,SOFC,16,3,0.5,0.5,2.3,733.8
11,88,5,SOFC,17,3,2.0,2.0,2.3,734.94
11,88,5,SOFC,18,3,3.5,3.5,2.3,730.32
11,88,5,SOFC,19,4,0.5,0.5,3.0,738.86
11,88,5,SOFC,20,4,2.0,2.0,3.0,740.76
11,88,5,SOFC,21,4,3.5,3.5,3.0,739.84
11,88,5,SOFC,22,4,0.5,0.5,3.3,744.54
11,88,5,SOFC,23,4,2.0,2.0,3.3,743.19
11,88,5,SOFC,24,4,3.5,3.5,3.3,742.2
11,88,5,SOFC,25,5,0.5,0.5,4.0,746.74
11,88,5,SOFC,26,5,2.0,2.0,4.0,750.79
11,88,5,SOFC,27,5,3.5,3.5,4.0,748.47
11,88,5,SOFC,28,5,0.5,0.5,4.3,754.58
11,88,5,SOFC,29,5,2.0,2.0,4.3,752.94
11,88,5,SOFC,30,5,3.5,3.5,4.3,749.68
12,96,6,SOEC,1,1,0.5,0.5,0.0,695.22
12,96,6,SOEC,2,1,2.0,2.0,0.0,696.07
12,96,6,SOEC,3,1,3.5,3.5,0.0,698.49
12,96,6,SOEC,4,1,0.5,0.5,0.3,698.41
12,96,6,SOEC,5,1,2.0,2.0,0.3,695.97
12,96,6,SOEC,6,1,3.5,3.5,0.3,700.12
12,96,6,SOEC,7,2,0.5,0.5,1.0,710.0
12,96,6,SOEC,8,2,2.0,2.0,1.0,700.7
12,96,6,SOEC,9,2,3.5,3.5,1.0,703.73
12,96,6,SOEC,10,2,0.5,0.5,1.3,707.96
12,96,6,SOEC,11,2,2.0,2.0,1.3,708.0
12,96,6,SOEC,12,2,3.5,3.5,1.3,705.93
12,96,6,SOEC,13,3,0.5,0.5,2.0,715.2
12,96,6,SOEC,14,3,2.0,2.0,2.0,712.92
12,96,6,SOEC,15,3,3.5,3.5,2.0,715.53
12,96,6,SOEC,16,3,0.5,0.5,2.3,717.34
12,96,6,SOEC,17,3,2.0,2.0,2.3,712.31
12,96,6,SOEC,18,3,3.5,3.5,2.3,719.57
12,96,6,SOEC,19,4,0.5,0.5,3.0,724.87
12,96,6,SOEC,20,4,2.0,2.0,3.0,727.54
12,96,6,SOEC,21,4,3.5,3.5,3.0,724.66
12,96,6,SOEC,22,4,0.5,0.5,3.3,722.97
12,96,6,SOEC,23,4,2.0,2.0,3.3,730.61
12,96,6,SOEC,24,4,3.5,3.5,3.3,728.55
12,96,6,SOEC,25,5,0.5,0.5,4.0,734.84
12,96,6,SOEC,26,5,2.0,2.0,4.0,740.39
12,96,6,SOEC,27,5,3.5,3.5,4.0,735.0
12,96,6,SOEC,28,5,0.5,0.5,4.3,736.65
12,96,6,SOEC,29,5,2.0,2.0,4.3,736.88
12,96,6,SOEC,30,5,3.5,3.5,4.3,734.11
13,104,6,SOFC,1,1,0.5,0.5,0.0,713.2
13,104,6,SOFC,2,1,2.0,2.0,0.0,710.77
13,104,6,SOFC,3,1,3.5,3.5,0.0,707.19
13,104,6,SOFC,4,1,0.5,0.5,0.3,711.24
13,104,6,SOFC,5,1,2.0,2.0,0.3,712.94
13,104,6,SOFC,6,1,3.5,3.5,0.3,712.71
13,104,6,SOFC,7,2,0.5,0.5,1.0,719.88
13,104,6,SOFC,8,2,2.0,2.0,1.0,719.25
13,104,6,SOFC,9,2,3.5,3.5,1.0,716.67
13,104,6,SOFC,10,2,0.5,0.5,1.3,724.42
13,104,6,SOFC,11,2,2.0,2.0,1.3,720.28
13,104,6,SOFC,12,2,3.5,3.5,1.3,722.52
13,104,6,SOFC,13,3,0.5,0.5,2.0,726.27
13,104,6,SOFC,14,3,2.0,2.0,2.0,725.99
13,104,6,SOFC,15,3,3.5,3.5,2.0,729.01
13,104,6,SOFC,16,3,0.5,0.5,2.3,731.41
13,104,6,SOFC,17,3,2.0,2.0,2.3,735.48
13,104,6,SOFC,18,3,3.5,3.5,2.3,732.55
13,104,6,SOFC,19,4,0.5,0.5,3.0,738.52
13,104,6,SOFC,20,4,2.0,2.0,3.0,738.73
13,104,6,SOFC,21,4,3.5,3.5,3.0,738.21
13,104,6,SOFC,22,4,0.5,0.5,3.3,741.59
13,104,6,SOFC,23,4,2.0,2.0,3.3,743.29
13,104,6,SOFC,24,4,3.5,3.5,3.3,744.02
13,104,6,SOFC,25,5,0.5,0.5,4.0,751.0
13,104,6,SOFC,26,5,2.0,2.0,4.0,749.0
13,104,6,SOFC,27,5,3.5,3.5,4.0,748.82
13,104,6,SOFC,28,5,0.5,0.5,4.3,752.05
13,104,6,SOFC,29,5,2.0,2.0,4.3,755.63
13,104,6,SOFC,30,5,3.5,3.5,4.3,753.03
14,112,7,SOEC,1,1,0.5,0.5,0.0,697.7
14,112,7,SOEC,2,1,2.0,2.0,0.0,694.5
14,112,7,SOEC,3,1,3.5,3.5,0.0,695.19
14,112,7,SOEC,4,1,0.5,0.5,0.3,699.5
14,112,7,SOEC,5,1,2.0,2.0,0.3,699.17
14,112,7,SOEC,6,1,3.5,3.5,0.3,697.49
14,112,7,SOEC,7,2,0.5,0.5,1.0,705.14
14,112,7,SOEC,8,2,2.0,2.0,1.0,702.38
14,112,7,SOEC,9,2,3.5,3.5,1.0,704.74
14,112,7,SOEC,10,2,0.5,0.5,1.3,709.59
14,112,7,SOEC,11,2,2.0,2.0,1.3,708.86
14,112,7,SOEC,12,2,3.5,3.5,1.3,711.57
14,112,7,SOEC,13,3,0.5,0.5,2.0,714.91
14,112,7,SOEC,14,3,2.0,2.0,2.0,713.66
14,112,7,SOEC,15,3,3.5,3.5,2.0,713.13
14,112,7,SOEC,16,3,0.5,0.5,2.3,719.6
14,112,7,SOEC,17,3,2.0,2.0,2.3,717.65
14,112,7,SOEC,18,3,3.5,3.5,2.3,718.46
14,112,7,SOEC,19,4,0.5,0.5,3.0,726.82
14,112,7,SOEC,20,4,2.0,2.0,3.0,726.72
14,112,7,SOEC,21,4,3.5,3.5,3.0,726.35
14,112,7,SOEC,22,4,0.5,0.5,3.3,727.56
14,112,7,SOEC,23,4,2.0,2.0,3.3,726.79
14,112,7,SOEC,24,4,3.5,3.5,3.3,729.18
14,112,7,SOEC,25,5,0.5,0.5,4.0,734.65
14,112,7,SOEC,26,5,2.0,2.0,4.0,734.66
14,112,7,SOEC,27,5,3.5,3.5,4.0,734.4
14,112,7,SOEC,28,5,0.5,0.5,4.3,739.1
