timestep,time_hours,x_cm,y_cm,z_cm,T_surface_C,eps_xx,eps_yy,eps_xy
0,0,1.0451,0.1468,0.0,734.99,0.000608,0.000571,0.000127
0,0,2.3001,1.6822,0.0,722.81,0.00068,0.00053,4.1e-05
0,0,2.8774,2.6511,0.0,711.45,0.000617,0.0003,5.8e-05
0,0,2.5388,0.4663,0.0,737.96,0.00068,0.000549,-6.8e-05
0,0,2.8482,3.3737,0.0,706.94,0.000704,0.000261,-6e-05
0,0,3.2226,2.7745,0.0,711.74,0.00062,0.000308,3e-05
0,0,2.1168,0.5858,0.0,737.14,0.000613,0.000514,-2.9e-05
0,0,1.8796,0.6582,0.0,737.76,0.000717,0.000558,1.8e-05
0,0,3.7943,3.4647,0.0,716.22,0.000485,0.000242,-2.2e-05
0,0,1.0517,2.9523,0.0,709.79,0.000533,0.000345,1.1e-05
0,0,1.6883,0.7717,0.0,735.82,0.000706,0.000499,-3e-06
0,0,1.2839,0.1225,0.0,737.91,0.000704,0.000499,9.5e-05
0,0,0.2429,0.7084,0.0,722.27,0.000531,0.000522,3e-06
0,0,0.0757,1.0658,0.0,723.16,0.000534,0.000419,-1.5e-05
0,0,3.3858,1.645,0.0,721.97,0.000631,0.000374,6.8e-05
0,0,2.8566,0.108,0.0,736.92,0.000657,0.000539,-0.000113
0,0,1.1742,2.1633,0.0,717.69,0.000637,0.000426,-8.3e-05
0,0,2.1507,3.3338,0.0,703.84,0.000644,0.000282,-3.1e-05
0,0,0.0088,2.858,0.0,718.48,0.000556,0.000357,4.3e-05
0,0,2.9367,2.9438,0.0,708.48,0.000673,0.000346,3.9e-05
0,0,1.4659,2.6319,0.0,711.15,0.000703,0.000454,-8.4e-05
0,0,0.5332,3.7245,0.0,709.56,0.00059,0.000267,8e-05
0,0,1.465,0.4637,0.0,738.36,0.000667,0.000474,5.8e-05
0,0,3.4645,0.5177,0.0,728.83,0.000585,0.000508,-4.8e-05
0,0,1.8568,1.6311,0.0,725.74,0.00063,0.00045,-3.6e-05
0,0,1.6019,0.0905,0.0,739.6,0.000691,0.000606,7.9e-05
0,0,3.2369,1.5983,0.0,722.56,0.000593,0.000383,3.2e-05
0,0,0.4323,2.6171,0.0,716.59,0.000609,0.000368,-4.1e-05
0,0,2.1182,1.2632,0.0,728.19,0.000751,0.000554,-2.8e-05
0,0,2.616,1.2065,0.0,732.3,0.000644,0.000458,3.6e-05
0,0,1.3581,0.3755,0.0,738.27,0.000764,0.000536,0.000115
0,0,0.2402,1.371,0.0,722.21,0.000598,0.000391,-3.4e-05
0,0,0.8328,1.9245,0.0,721.13,0.000615,0.000424,-0.000103
0,0,1.6301,0.7912,0.0,736.22,0.000698,0.000522,-3e-06
0,0,1.9189,0.9676,0.0,733.97,0.000723,0.00051,-1.7e-05
0,0,2.6403,0.2752,0.0,737.25,0.000738,0.000547,-3.9e-05
0,0,0.314,1.643,0.0,720.73,0.000582,0.00042,-5.3e-05
0,0,1.8921,0.0707,0.0,739.07,0.000687,0.000522,1e-06
0,0,3.1998,3.1639,0.0,710.13,0.000615,0.000299,-2.9e-05
0,0,1.2679,3.7302,0.0,702.51,0.000643,0.000255,8.5e-05
0,0,3.5815,2.6784,0.0,717.56,0.000442,0.000262,5.7e-05
0,0,3.9917,3.0855,0.0,719.53,0.000554,0.000288,8e-06
0,0,3.896,0.4183,0.0,722.47,0.000532,0.000462,-1.7e-05
0,0,3.1085,2.377,0.0,716.19,0.000595,0.000387,6.2e-05
0,0,2.5206,2.7636,0.0,709.26,0.000691,0.000289,2.1e-05
0,0,0.8097,2.9784,0.0,710.82,0.000599,0.000319,-4e-06
0,0,1.4431,1.1616,0.0,730.59,0.000734,0.000451,-2.2e-05
0,0,1.6011,1.8679,0.0,722.65,0.000674,0.000461,-5.9e-05
0,0,3.7008,2.2322,0.0,719.36,0.000521,0.000307,2.1e-05
0,0,2.3281,2.088,0.0,718.75,0.000632,0.000409,3.1e-05
0,0,2.7745,3.0101,0.0,710.31,0.00078,0.00032,9e-06
0,0,2.8953,0.7967,0.0,733.71,0.000619,0.000535,-9e-06
0,0,2.3675,0.0226,0.0,739.73,0.000659,0.000493,-4.5e-05
0,0,2.5068,3.6622,0.0,699.98,0.000687,0.000199,-8.6e-05
0,0,2.9303,2.7605,0.0,711.8,0.000648,0.000289,5e-06
0,0,2.1043,1.4498,0.0,728.63,0.000738,0.000447,4.1e-05
0,0,1.7802,0.1109,0.0,739.03,0.000762,0.000583,5.3e-05
0,0,0.9488,3.1163,0.0,711.11,0.000606,0.000233,3e-06
0,0,1.3187,1.9605,0.0,721.13,0.000642,0.000449,-7.6e-05
0,0,1.8522,1.6618,0.0,725.1,0.000652,0.000472,-8e-06
0,0,1.9765,2.2659,0.0,715.54,0.000614,0.000386,5.4e-05
0,0,3.0243,1.4645,0.0,726.96,0.000626,0.000455,5.8e-05
0,0,2.1795,3.8139,0.0,700.23,0.000787,0.000223,-4.2e-05
0,0,3.262,1.9498,0.0,719.93,0.000667,0.000432,0.000118
0,0,2.4375,1.0802,0.0,731.42,0.000687,0.000575,1.6e-05
0,0,1.9479,2.6903,0.0,709.38,0.000735,0.000373,2.1e-05
0,0,0.3503,0.258,0.0,726.37,0.00063,0.000634,4.5e-05
0,0,2.569,3.8005,0.0,700.99,0.000624,0.000288,-5.2e-05
0,0,3.1358,1.8374,0.0,720.59,0.000648,0.000462,8.9e-05
0,0,1.5804,2.6286,0.0,713.42,0.000638,0.000286,-4.3e-05
0,0,0.4888,3.4529,0.0,713.91,0.000572,0.00028,5.2e-05
0,0,1.992,2.5804,0.0,709.71,0.000672,0.000356,3.6e-05
0,0,0.9746,0.5741,0.0,732.81,0.000637,0.000577,7.4e-05
0,0,1.8531,0.2751,0.0,740.93,0.000688,0.000641,2.9e-05
0,0,2.2967,2.545,0.0,710.52,0.000693,0.000325,2.5e-05
0,0,3.1599,1.4976,0.0,724.76,0.000639,0.000542,6.7e-05
0,0,3.9665,3.5863,0.0,718.7,0.000506,0.000268,-3e-06
0,0,0.9311,3.4681,0.0,708.17,0.000621,0.000225,6.8e-05
0,0,0.9635,2.559,0.0,715.2,0.000567,0.000389,-8.5e-05
0,0,2.9407,1.8011,0.0,722.05,0.00063,0.00041,0.00011
0,0,2.1856,0.1008,0.0,740.36,0.000699,0.000573,-6.7e-05
0,0,3.8526,1.9813,0.0,719.58,0.000572,0.000409,3e-06
0,0,2.0438,3.1228,0.0,705.63,0.000675,0.000277,5e-06
0,0,2.0784,1.3608,0.0,729.34,0.000793,0.000424,3e-06
0,0,1.0321,3.8874,0.0,705.17,0.000691,0.000186,0.000108
0,0,3.4903,2.2404,0.0,717.98,0.000569,0.000408,8.6e-05
0,0,0.4552,1.5026,0.0,721.04,0.000595,0.000416,-2.3e-05
0,0,0.3496,2.3629,0.0,717.91,0.000537,0.000303,-2.1e-05
0,0,3.927,3.7667,0.0,718.84,0.00049,0.000343,-3e-06
0,0,1.6893,1.8676,0.0,723.11,0.00073,0.000424,-4.6e-05
0,0,2.1595,0.2461,0.0,739.13,0.000667,0.000544,-3.7e-05
0,0,3.9305,1.3614,0.0,720.71,0.000454,0.000484,3e-06
0,0,1.0711,0.6914,0.0,731.36,0.000627,0.000599,3.1e-05
0,0,0.9851,2.9892,0.0,710.16,0.00055,0.000312,-2e-06
0,0,0.3655,0.3295,0.0,725.68,0.000529,0.00058,6.1e-05
0,0,2.7772,0.1704,0.0,736.47,0.000732,0.000573,-7.9e-05
0,0,3.9638,1.8188,0.0,720.17,0.00053,0.000423,3e-05
0,0,2.5619,3.4266,0.0,703.27,0.000664,0.000287,-6.5e-05
0,0,0.317,1.4983,0.0,722.72,0.000516,0.000479,-3.3e-05
0,0,0.8132,1.3415,0.0,726.63,0.000606,0.000603,-5.3e-05
0,0,3.0217,1.8532,0.0,720.58,0.000652,0.000398,7.4e-05
0,0,0.3599,0.656,0.0,723.83,0.000512,0.000532,4e-06
0,0,3.8614,2.336,0.0,719.91,0.000573,0.000418,3.5e-05
0,0,3.9877,3.9935,0.0,721.36,0.000451,0.00022,-4e-05
0,0,3.6017,2.9975,0.0,715.35,0.000516,0.000286,-0.0
0,0,2.7548,2.5714,0.0,711.76,0.000637,0.000281,7.2e-05
0,0,2.1764,2.5937,0.0,708.72,0.000704,0.000356,1e-06
0,0,1.0542,3.2576,0.0,708.19,0.000685,0.000326,1.8e-05
0,0,0.5382,2.9466,0.0,714.91,0.000598,0.000351,-0.0
0,0,0.3255,1.9526,0.0,722.19,0.000578,0.000414,-5.8e-05
0,0,3.1742,3.2855,0.0,709.57,0.000619,0.00036,-4.5e-05
0,0,3.7467,3.9813,0.0,715.89,0.000512,0.000283,-2e-05
0,0,3.6621,1.1475,0.0,722.48,0.000616,0.000484,2.7e-05
0,0,0.3961,2.8172,0.0,717.25,0.000595,0.000349,-2.4e-05
0,0,0.3246,1.8125,0.0,719.67,0.000531,0.000472,-4.2e-05
0,0,0.8563,2.9603,0.0,711.98,0.000615,0.000353,-2.5e-05
0,0,2.2345,3.4815,0.0,703.32,0.000748,0.000198,-4.1e-05
0,0,1.4682,1.0132,0.0,733.12,0.000684,0.00049,2.6e-05
0,0,0.4711,1.9414,0.0,720.7,0.000594,0.000349,-8.3e-05
0,0,0.8276,2.8714,0.0,712.49,0.000598,0.000271,-1.7e-05
0,0,3.6809,0.1481,0.0,724.6,0.000543,0.000558,-6.3e-05
0,0,0.568,2.0753,0.0,719.53,0.000645,0.000432,-9.1e-05
0,0,0.1906,2.6269,0.0,719.18,0.000561,0.000286,1.5e-05
0,0,3.4712,1.9104,0.0,721.99,0.000663,0.000414,7.2e-05
0,0,2.1704,3.0637,0.0,706.78,0.000716,0.000255,6e-06
0,0,0.5354,2.2674,0.0,717.04,0.000528,0.000379,-8.2e-05
0,0,0.8489,2.8592,0.0,711.57,0.000591,0.000237,6e-06
0,0,2.5336,0.9847,0.0,733.41,0.000764,0.000498,1.1e-05
0,0,3.8517,3.7243,0.0,717.2,0.000595,0.000277,-4.2e-05
0,0,1.9961,0.9218,0.0,733.12,0.000599,0.000468,1.8e-05
0,0,1.5633,2.3445,0.0,715.73,0.000754,0.000441,-7.8e-05
0,0,0.92,2.9903,0.0,711.85,0.000684,0.000264,-8e-06
0,0,2.5528,1.5477,0.0,725.76,0.000671,0.000453,7.7e-05
0,0,0.7133,2.0553,0.0,720.1,0.000714,0.000283,-9.4e-05
0,0,3.0654,3.5104,0.0,707.35,0.000609,0.000185,-8.4e-05
0,0,2.831,2.0499,0.0,718.36,0.000659,0.000374,9.5e-05
0,0,0.3212,1.1115,0.0,724.33,0.000672,0.000447,-2e-05
0,0,0.6566,2.0432,0.0,719.13,0.000622,0.000397,-9.7e-05
0,0,1.2448,1.7552,0.0,722.3,0.000708,0.00042,-5.2e-05
0,0,2.4246,2.9809,0.0,707.21,0.000656,0.000214,-4.3e-05
0,0,0.7774,0.7455,0.0,728.73,0.000707,0.000514,-1e-06
0,0,2.9212,2.7019,0.0,713.55,0.00063,0.000453,2.5e-05
0,0,2.4018,1.3204,0.0,729.3,0.000709,0.000409,1.4e-05
0,0,0.6462,3.9549,0.0,710.85,0.000621,0.000275,7.4e-05
0,0,2.5763,3.7507,0.0,701.08,0.000697,0.000246,-9.9e-05
0,0,2.8814,3.2338,0.0,707.09,0.000554,0.000224,-9e-06
0,0,0.4049,2.5359,0.0,717.77,0.000638,0.000375,-3.4e-05
0,0,2.8588,1.7772,0.0,722.11,0.00074,0.000456,0.00012
0,0,1.0123,0.4042,0.0,733.44,0.00068,0.000495,0.000103
0,0,0.7309,3.0527,0.0,711.62,0.000702,0.000328,1.4e-05
0,0,0.4442,3.4864,0.0,714.08,0.000497,0.000286,4.6e-05
0,0,3.3418,2.4727,0.0,715.56,0.000667,0.000379,3.1e-05
0,0,1.5523,3.5755,0.0,702.38,0.000717,0.000291,6.1e-05
0,0,0.7157,3.5914,0.0,709.05,0.000625,0.000262,4.5e-05
0,0,0.8992,3.6076,0.0,707.26,0.000644,0.000233,0.000104
0,0,0.4798,1.623,0.0,722.85,0.000554,0.000504,-8.6e-05
0,0,2.8071,3.4663,0.0,704.47,0.000609,0.000239,-0.000117
0,0,1.6554,0.7348,0.0,735.64,0.000659,0.000556,1e-06
0,0,3.2219,0.2319,0.0,732.52,0.000658,0.000527,-8.2e-05
0,0,1.2447,0.5013,0.0,735.86,0.000614,0.0006,6.1e-05
0,0,1.5223,2.499,0.0,711.72,0.00069,0.00035,-5.2e-05
0,0,1.8432,3.0744,0.0,705.94,0.00065,0.000395,3.3e-05
