mix_type,temperature,replicate,phase,abundance,peak_2theta,intensity,fwhm
control,600,2,portlandite,29.430442147898628,47.1,25.862488019666344,0.1166810944085023
control,600,2,portlandite,29.430442147898628,50.8,28.710463580411187,0.058594712895387514
control,600,2,calcite,85.74899594593377,29.4,80.25483147733618,0.10015950397393207
control,600,2,calcite,85.74899594593377,39.4,74.28226653245457,0.10982972924289383
control,600,2,calcite,85.74899594593377,43.2,84.45477945481952,0.08017235743544981
control,600,2,calcite,85.74899594593377,47.5,82.56297166666891,0.13860880076605786
control,600,2,quartz,60.39865996577144,20.8,64.08827137050456,0.08931366965164717
control,600,2,quartz,60.39865996577144,26.6,58.15043948022761,0.10212363159687449
control,600,2,quartz,60.39865996577144,36.5,50.17977264054575,0.07459313334868924
control,600,2,quartz,60.39865996577144,39.4,60.750838590395915,0.08897087788930104
control,600,2,lime,40.22992553533708,32.2,42.10109008564761,0.09121459349994082
control,600,2,lime,40.22992553533708,37.4,37.66131592646435,0.11192228487217841
control,600,2,lime,40.22992553533708,54.3,41.11193544422285,0.06513463934655198
control,600,2,lime,40.22992553533708,64.2,37.71463192125314,0.1313986710766621
control,600,3,portlandite,30.866063904872426,18.0,28.7488566632867,0.08579258140608997
control,600,3,portlandite,30.866063904872426,34.1,29.539430300581838,0.08841437823337117
control,600,3,portlandite,30.866063904872426,47.1,31.70346643038032,0.07776752793864562
control,600,3,portlandite,30.866063904872426,50.8,29.56453697302536,0.10474724027757866
control,600,3,calcite,79.19119426362114,29.4,77.42425067987219,0.12283357900184622
control,600,3,calcite,79.19119426362114,39.4,54.98560211034729,0.1349506698248989
control,600,3,calcite,79.19119426362114,43.2,69.3984867316843,0.06872571452659383
control,600,3,calcite,79.19119426362114,47.5,78.77302825106383,0.0971905445082765
control,600,3,quartz,53.393609698254025,20.8,56.645903365501326,0.05579282689318244
control,600,3,quartz,53.393609698254025,26.6,47.10813007111002,0.08674265546595188
control,600,3,quartz,53.393609698254025,36.5,54.67102675857944,0.14470573439732903
control,600,3,quartz,53.393609698254025,39.4,47.16416479637737,0.12347020890348454
control,600,3,lime,38.253584714808284,32.2,41.318183340694524,0.09503408626921628
control,600,3,lime,38.253584714808284,37.4,31.757229595369537,0.09584457367742727
control,600,3,lime,38.253584714808284,54.3,35.86199034159992,0.0939979978524487
control,600,3,lime,38.253584714808284,64.2,37.05810373219895,0.11573479544640505
control,800,1,calcite,38.945437140254924,29.4,40.13040599560188,0.10711340884635845
control,800,1,calcite,38.945437140254924,39.4,35.091309901155306,0.1318900658783202
control,800,1,calcite,38.945437140254924,43.2,38.35361756209461,0.06737408250180324
control,800,1,calcite,38.945437140254924,47.5,31.752027606694682,0.10606929837230833
control,800,1,quartz,69.971653445799,20.8,64.20405325366461,0.10949701880422626
control,800,1,quartz,69.971653445799,26.6,65.9513270746619,0.0844030836035376
control,800,1,quartz,69.971653445799,36.5,74.73037651646692,0.09200037550944082
control,800,1,quartz,69.971653445799,39.4,70.2165622682871,0.13544802239110965
control,800,1,lime,82.29128722712045,32.2,59.348960385989145,0.1141221769749275
control,800,1,lime,82.29128722712045,37.4,74.31814617131693,0.11723118195016907
control,800,1,lime,82.29128722712045,54.3,75.44198116178032,0.09389142412564239
control,800,1,lime,82.29128722712045,64.2,75.72786932498806,0.09575312414483918
control,800,1,periclase,20.34359241772277,42.9,12.863856710444573,0.07840376417291023
control,800,1,periclase,20.34359241772277,62.3,16.726173400465015,0.07970011279148918
control,800,1,periclase,20.34359241772277,78.7,16.55266257618857,0.11626130079640555
control,800,1,periclase,20.34359241772277,94.0,22.10202747104677,0.06638812999865581
control,800,2,calcite,41.81446119640625,29.4,43.9418006521065,0.13968761965727497
control,800,2,calcite,41.81446119640625,39.4,34.88775473418909,0.10293167963712703
control,800,2,calcite,41.81446119640625,43.2,39.747743450405494,0.10460331928592835
control,800,2,calcite,41.81446119640625,47.5,42.5989207950082,0.07018512072495739
control,800,2,quartz,51.63271861478717,20.8,59.139631146500136,0.06849341968790218
control,800,2,quartz,51.63271861478717,26.6,49.53744913636375,0.10064275351958074
control,800,2,quartz,51.63271861478717,36.5,51.10132593198492,0.08356096473422907
control,800,2,quartz,51.63271861478717,39.4,44.753007528621225,0.10672629495585227
control,800,2,lime,80.23548609068834,32.2,66.18676482293667,0.07068717647296523
control,800,2,lime,80.23548609068834,37.4,80.62075371782858,0.10439929251735672
control,800,2,lime,80.23548609068834,54.3,58.941103062577035,0.10164579136110394
control,800,2,lime,80.23548609068834,64.2,62.08908349431415,0.10969605900534006
control,800,2,periclase,19.196029641690593,42.9,15.066427229882349,0.11523816307240965
control,800,2,periclase,19.196029641690593,62.3,17.798098182056794,0.08347624836048798
control,800,2,periclase,19.196029641690593,78.7,17.980067594785933,0.10643095581052163
control,800,2,periclase,19.196029641690593,94.0,19.620144010546284,0.0981232816611669
control,800,3,calcite,39.455281142240736,29.4,40.82973136215416,0.07672999597085314
control,800,3,calcite,39.455281142240736,39.4,40.746086719179495,0.07207602213923059
control,800,3,calcite,39.455281142240736,43.2,37.70085639133291,0.07076443697127774
control,800,3,calcite,39.455281142240736,47.5,40.67306607971161,0.11255065997885676
control,800,3,quartz,67.79518118889834,20.8,71.81888306210412,0.0650273133572665
control,800,3,quartz,67.79518118889834,26.6,54.72113147706591,0.08315540873839243
control,800,3,quartz,67.79518118889834,36.5,61.20999332427818,0.07562399635739372
control,800,3,quartz,67.79518118889834,39.4,58.18633829001118,0.11237825492084559
control,800,3,lime,75.24954652547972,32.2,69.6731150820996,0.11985643342168535
control,800,3,lime,75.24954652547972,37.4,68.41786609458335,0.08077312295192157
control,800,3,lime,75.24954652547972,54.3,54.16545146538343,0.12554278565781102
control,800,3,lime,75.24954652547972,64.2,79.27743187454976,0.09596061066572112
control,800,3,periclase,20.577736259516477,42.9,23.259178503019573,0.10879932678575632
control,800,3,periclase,20.577736259516477,62.3,16.096995664278573,0.0932761377990472
control,800,3,periclase,20.577736259516477,78.7,20.90947190579554,0.11554840309362507
control,800,3,periclase,20.577736259516477,94.0,18.396965317337028,0.13390569211321088
