mix_type,temperature,replicate,phase,abundance,peak_2theta,intensity,fwhm
rubber_30,200,3,quartz,65.3009818942447,36.5,58.606019219437904,0.12243560705975995
rubber_30,200,3,quartz,65.3009818942447,39.4,67.9072189119546,0.12344647091322418
rubber_30,200,3,gypsum,18.80800081494169,11.6,20.47259476324048,0.11043247721964791
rubber_30,200,3,gypsum,18.80800081494169,20.7,19.683002621654147,0.06908149357605417
rubber_30,200,3,gypsum,18.80800081494169,23.4,18.798517253037303,0.09867103188201806
rubber_30,200,3,gypsum,18.80800081494169,29.1,15.510019250195116,0.09503609542138469
rubber_30,400,1,portlandite,63.25626689087866,18.0,60.55008731848251,0.11053985107457912
rubber_30,400,1,portlandite,63.25626689087866,34.1,65.90885347182709,0.0877856115240716
rubber_30,400,1,portlandite,63.25626689087866,47.1,62.45914095668132,0.09343347580147897
rubber_30,400,1,portlandite,63.25626689087866,50.8,69.16789026982471,0.09588365492081735
rubber_30,400,1,calcite,96.37008200072356,29.4,101.23722273129339,0.10020519333565935
rubber_30,400,1,calcite,96.37008200072356,39.4,87.05959698470136,0.1039888403518589
rubber_30,400,1,calcite,96.37008200072356,43.2,88.53592953349796,0.06405752956270275
rubber_30,400,1,calcite,96.37008200072356,47.5,98.07673577361709,0.10974099920590019
rubber_30,400,1,quartz,58.89039515383381,20.8,60.32946415859169,0.11162083934764169
rubber_30,400,1,quartz,58.89039515383381,26.6,66.42320677911067,0.09123830998262349
rubber_30,400,1,quartz,58.89039515383381,36.5,51.077751763341766,0.1233418715256889
rubber_30,400,1,quartz,58.89039515383381,39.4,47.83156713354875,0.10582239150861458
rubber_30,400,2,portlandite,62.88538092326363,18.0,62.891763781776305,0.07176343432980725
rubber_30,400,2,portlandite,62.88538092326363,34.1,57.16473834341149,0.10678584430851921
rubber_30,400,2,portlandite,62.88538092326363,47.1,57.57233531455808,0.07692262147175304
rubber_30,400,2,portlandite,62.88538092326363,50.8,65.38903288881434,0.06837066542200745
rubber_30,400,2,calcite,96.58577632246582,29.4,87.67047623935574,0.08496050328421471
rubber_30,400,2,calcite,96.58577632246582,39.4,88.19311417071641,0.09202413423106298
rubber_30,400,2,calcite,96.58577632246582,43.2,91.870835514981,0.08888905376883686
rubber_30,400,2,calcite,96.58577632246582,47.5,89.05612179735854,0.08437297466569173
rubber_30,400,2,quartz,60.17582624398034,20.8,49.43590908081745,0.12243013520177196
rubber_30,400,2,quartz,60.17582624398034,26.6,60.36951696960975,0.13186348983392965
rubber_30,400,2,quartz,60.17582624398034,36.5,53.47122352225927,0.14131051313628307
rubber_30,400,2,quartz,60.17582624398034,39.4,60.17024256709342,0.14826240969780452
rubber_30,400,3,portlandite,63.972759734584855,18.0,62.30875873970695,0.08824682926445165
rubber_30,400,3,portlandite,63.972759734584855,34.1,64.66189785312154,0.08223079740384444
rubber_30,400,3,portlandite,63.972759734584855,47.1,63.22051866771024,0.10074015611639575
rubber_30,400,3,portlandite,63.972759734584855,50.8,62.213334720724916,0.11850183871970936
rubber_30,400,3,calcite,92.36974150520024,29.4,90.13241017683706,0.09011769723567495
rubber_30,400,3,calcite,92.36974150520024,39.4,81.38683965166175,0.09329677649559538
rubber_30,400,3,calcite,92.36974150520024,43.2,83.88751394503102,0.09692152323393026
rubber_30,400,3,calcite,92.36974150520024,47.5,83.25143998124096,0.12611258944753628
rubber_30,400,3,quartz,70.94267101217133,20.8,71.77845777892605,0.1362931381584322
rubber_30,400,3,quartz,70.94267101217133,26.6,60.64028044512611,0.11460752952087769
rubber_30,400,3,quartz,70.94267101217133,36.5,61.70623970473514,0.1301582921011449
rubber_30,400,3,quartz,70.94267101217133,39.4,69.32453903271697,0.0817761566365034
rubber_30,600,1,portlandite,28.888611394359486,18.0,26.663231080297408,0.0743701178345395
rubber_30,600,1,portlandite,28.888611394359486,34.1,25.951485399715878,0.08435673184186937
rubber_30,600,1,portlandite,28.888611394359486,47.1,30.418039070899702,0.10527970964312912
rubber_30,600,1,portlandite,28.888611394359486,50.8,25.98099302998109,0.06647703251366985
rubber_30,600,1,calcite,81.08512278230036,29.4,93.01804315679367,0.11360917448769112
rubber_30,600,1,calcite,81.08512278230036,39.4,63.091100185318496,0.071318733637783
rubber_30,600,1,calcite,81.08512278230036,43.2,76.25647317867366,0.09237604728173868
rubber_30,600,1,calcite,81.08512278230036,47.5,83.94093363323279,0.12397179987639186
rubber_30,600,1,quartz,56.92630796542117,20.8,42.7784242113227,0.12477292341452105
rubber_30,600,1,quartz,56.92630796542117,26.6,51.33819505172984,0.08320114106728227
rubber_30,600,1,quartz,56.92630796542117,36.5,49.63977843994324,0.07885757370537745
rubber_30,600,1,quartz,56.92630796542117,39.4,55.406227103282994,0.09375059954773796
rubber_30,600,1,lime,37.30514859185367,32.2,36.04177421523321,0.07382069344563427
rubber_30,600,1,lime,37.30514859185367,37.4,33.55186374221764,0.10983916478619066
rubber_30,600,1,lime,37.30514859185367,54.3,36.799621184368895,0.13802094200395493
rubber_30,600,1,lime,37.30514859185367,64.2,33.40719509121691,0.09367776454160426
rubber_30,600,2,portlandite,28.312622803097785,18.0,28.531293579647205,0.056911759008110185
rubber_30,600,2,portlandite,28.312622803097785,34.1,26.59818859910774,0.11671382664544205
rubber_30,600,2,portlandite,28.312622803097785,47.1,26.029619711731147,0.10530472648487131
rubber_30,600,2,portlandite,28.312622803097785,50.8,26.856462701955493,0.07301403844784603
rubber_30,600,2,calcite,74.00206140115442,29.4,86.03087984142272,0.098673239310073
rubber_30,600,2,calcite,74.00206140115442,39.4,78.70050202449497,0.11085959310379954
rubber_30,600,2,calcite,74.00206140115442,43.2,63.00403006656086,0.11727238251406653
rubber_30,600,2,calcite,74.00206140115442,47.5,66.89778969978634,0.0758333406174738
rubber_30,600,2,quartz,58.664962259261664,20.8,58.794123363924044,0.10185143110271477
rubber_30,600,2,quartz,58.664962259261664,26.6,54.45544938763401,0.10490622519981818
rubber_30,600,2,quartz,58.664962259261664,36.5,58.255479124834885,0.10210326380927721
rubber_30,600,2,quartz,58.664962259261664,39.4,50.95150270702246,0.10004906706258022
rubber_30,600,2,lime,37.62094264108402,32.2,35.10593702727701,0.09870785838167517
rubber_30,600,2,lime,37.62094264108402,37.4,35.370192462453375,0.10337735439130144
rubber_30,600,2,lime,37.62094264108402,54.3,34.58450103116662,0.08123857195810232
rubber_30,600,2,lime,37.62094264108402,64.2,35.656239605984204,0.09136750018845585
rubber_30,600,3,portlandite,28.73548590914215,18.0,24.957869255350367,0.08296498543856994
rubber_30,600,3,portlandite,28.73548590914215,34.1,25.902154946913697,0.0993800528964799
rubber_30,600,3,portlandite,28.73548590914215,47.1,27.976888281691405,0.0656803499639627
rubber_30,600,3,portlandite,28.73548590914215,50.8,28.80186063310492,0.11842979607381632
rubber_30,600,3,calcite,79.46361530771303,29.4,76.42152040620093,0.10635517853883714
rubber_30,600,3,calcite,79.46361530771303,39.4,63.65536084674711,0.11078955924860745
rubber_30,600,3,calcite,79.46361530771303,43.2,85.24751931593083,0.09567906186278842
rubber_30,600,3,calcite,79.46361530771303,47.5,81.64756743116136,0.07848317129392478
rubber_30,600,3,quartz,64.20620342372187,20.8,66.91225959845178,0.15741260422595996
rubber_30,600,3,quartz,64.20620342372187,26.6,49.19766443332294,0.09495964202418006
rubber_30,600,3,quartz,64.20620342372187,36.5,68.9270205335309,0.12597304628442427
rubber_30,600,3,quartz,64.20620342372187,39.4,55.09576101692137,0.13710177316709132
rubber_30,600,3,lime,39.55170908256309,32.2,38.600689987413276,0.10161698431217826
rubber_30,600,3,lime,39.55170908256309,37.4,39.17767533039288,0.0926064154561167
rubber_30,600,3,lime,39.55170908256309,54.3,41.03762570381872,0.11975465687628829
rubber_30,600,3,lime,39.55170908256309,64.2,33.29195885176702,0.11205358376673494
rubber_30,800,1,calcite,40.94670408853402,29.4,35.27374998310283,0.09705338239323019
rubber_30,800,1,calcite,40.94670408853402,39.4,31.432834691678693,0.09654345773823426
rubber_30,800,1,calcite,40.94670408853402,43.2,36.21818348945281,0.12146292485091513
rubber_30,800,1,calcite,40.94670408853402,47.5,35.738522206448906,0.09756145510869989
rubber_30,800,1,quartz,59.74462856168044,20.8,55.76699228386531,0.1233445086735236
rubber_30,800,1,quartz,59.74462856168044,26.6,57.43475085009573,0.09736052407494189
rubber_30,800,1,quartz,59.74462856168044,36.5,56.07200377398348,0.10978525807800063
rubber_30,800,1,quartz,59.74462856168044,39.4,57.425926628969286,0.1112285179832599
rubber_30,800,1,lime,88.07411357609409,32.2,92.46256257556591,0.09625781256791006
rubber_30,800,1,lime,88.07411357609409,37.4,76.62644254914268,0.09455137210848229
rubber_30,800,1,lime,88.07411357609409,54.3,77.32488999989086,0.11459921876000861
rubber_30,800,1,lime,88.07411357609409,64.2,90.38960327154012,0.10472058179751684
rubber_30,800,1,periclase,20.83478191603198,42.9,19.203682521365263,0.10369469151096317
rubber_30,800,1,periclase,20.83478191603198,62.3,18.865386148526202,0.06998951331309361
rubber_30,800,1,periclase,20.83478191603198,78.7,17.714026721177785,0.12215821294916995
rubber_30,800,1,periclase,20.83478191603198,94.0,19.61282799766506,0.10288760043759893
rubber_30,800,2,calcite,41.27509086536467,29.4,38.57379464078232,0.10582721532187853
rubber_30,800,2,calcite,41.27509086536467,39.4,36.41544795786332,0.09501691933157722
rubber_30,800,2,calcite,41.27509086536467,43.2,42.937201270279736,0.11625258328918714
rubber_30,800,2,calcite,41.27509086536467,47.5,33.81734281505325,0.09392649654916431
rubber_30,800,2,quartz,56.046171046677784,20.8,47.88045185058129,0.08196949228829101
rubber_30,800,2,quartz,56.046171046677784,26.6,39.98172933637721,0.09631636110363219
rubber_30,800,2,quartz,56.046171046677784,36.5,50.30884034966534,0.0845038211179738
rubber_30,800,2,quartz,56.046171046677784,39.4,47.425641473698114,0.09398304390259804
rubber_30,800,2,lime,83.11976139119622,32.2,82.89436722867045,0.10758571745750073
rubber_30,800,2,lime,83.11976139119622,37.4,72.3460843640144,0.13494447658820816
rubber_30,800,2,lime,83.11976139119622,54.3,69.6150799232227,0.0903421227722981
rubber_30,800,2,lime,83.11976139119622,64.2,90.00728523207245,0.16618460691182724
rubber_30,800,2,periclase,21.047006169261845,42.9,22.583532665434742,0.10682521058786312
rubber_30,800,2,periclase,21.047006169261845,62.3,21.255922821781056,0.11969291660915504
rubber_30,800,2,periclase,21.047006169261845,78.7,18.541857746826334,0.0744144074317211
rubber_30,800,2,periclase,21.047006169261845,94.0,16.701068160375236,0.0529100769475393
rubber_30,800,3,calcite,40.62122881921658,29.4,38.966269681319524,0.07926521726392037
rubber_30,800,3,calcite,40.62122881921658,39.4,38.47125736625572,0.0994316980507495
rubber_30,800,3,calcite,40.62122881921658,43.2,43.88629942433322,0.11053759637719125
rubber_30,800,3,calcite,40.62122881921658,47.5,34.39561290744477,0.08070168636778381
rubber_30,800,3,quartz,62.98794565463323,20.8,59.02260500969662,0.11577132007253939
rubber_30,800,3,quartz,62.98794565463323,26.6,50.10142883128389,0.11133471151901109
rubber_30,800,3,quartz,62.98794565463323,36.5,62.28226499765446,0.08796364749295922
rubber_30,800,3,quartz,62.98794565463323,39.4,49.391882545386096,0.09343659059602026
rubber_30,800,3,lime,80.27763842395402,32.2,72.9209400414138,0.0752800753335584
rubber_30,800,3,lime,80.27763842395402,37.4,71.9013083325601,0.11402907158467357
rubber_30,800,3,lime,80.27763842395402,54.3,78.86190547695652,0.07115690615624595
rubber_30,800,3,lime,80.27763842395402,64.2,67.91913860519823,0.11849150766520525
rubber_30,800,3,periclase,17.692893407756593,42.9,16.289931909977245,0.10453121145448586
rubber_30,800,3,periclase,17.692893407756593,62.3,17.709846823244536,0.10663786090971633
rubber_30,800,3,periclase,17.692893407756593,78.7,16.058356004075552,0.15142723532920496
rubber_30,800,3,periclase,17.692893407756593,94.0,16.15126077288607,0.09519957909530544
