node_id,x,y
164.000000,0.800000,0.700000
165.000000,0.850000,0.700000
166.000000,0.900000,0.700000
167.000000,0.950000,0.700000
168.000000,1.000000,0.700000
169.000000,0.000000,0.800000
170.000000,0.050000,0.800000
171.000000,0.100000,0.800000
172.000000,0.150000,0.800000
173.000000,0.200000,0.800000
174.000000,0.250000,0.800000
175.000000,0.300000,0.800000
176.000000,0.350000,0.800000
177.000000,0.400000,0.800000
178.000000,0.450000,0.800000
179.000000,0.500000,0.800000
180.000000,0.550000,0.800000
181.000000,0.600000,0.800000
182.000000,0.650000,0.800000
183.000000,0.700000,0.800000
184.000000,0.750000,0.800000
185.000000,0.800000,0.800000
186.000000,0.850000,0.800000
187.000000,0.900000,0.800000
188.000000,0.950000,0.800000
189.000000,1.000000,0.800000
190.000000,0.000000,0.900000
191.000000,0.050000,0.900000
192.000000,0.100000,0.900000
193.000000,0.150000,0.900000
194.000000,0.200000,0.900000
195.000000,0.250000,0.900000
196.000000,0.300000,0.900000
197.000000,0.350000,0.900000
198.000000,0.400000,0.900000
199.000000,0.450000,0.900000
200.000000,0.500000,0.900000
201.000000,0.550000,0.900000
202.000000,0.600000,0.900000
203.000000,0.650000,0.900000
204.000000,0.700000,0.900000
205.000000,0.750000,0.900000
206.000000,0.800000,0.900000
207.000000,0.850000,0.900000
208.000000,0.900000,0.900000
209.000000,0.950000,0.900000
210.000000,1.000000,0.900000
211.000000,0.000000,1.000000
212.000000,0.050000,1.000000
213.000000,0.100000,1.000000
214.000000,0.150000,1.000000
215.000000,0.200000,1.000000
216.000000,0.250000,1.000000
217.000000,0.300000,1.000000
218.000000,0.350000,1.000000
219.000000,0.400000,1.000000
220.000000,0.450000,1.000000
221.000000,0.500000,1.000000
222.000000,0.550000,1.000000
223.000000,0.600000,1.000000
224.000000,0.650000,1.000000
225.000000,0.700000,1.000000
226.000000,0.750000,1.000000
227.000000,0.800000,1.000000
228.000000,0.850000,1.000000
229.000000,0.900000,1.000000
230.000000,0.950000,1.000000
231.000000,1.000000,1.000000
