timestamp,building_id,dry_bulb_C,relative_humidity_pct,global_horizontal_irradiance_W_m2,wind_speed_m_s,co2_outdoor_ppm,pm25_outdoor_ug_m3,tvoc_outdoor_ppb
2022-01-02T21:00:00,B0001,11.21,71.5,267.9,1.96,427.0,27.5,20.0
2022-01-02T22:00:00,B0001,9.79,74.0,181.2,1.6,399.0,17.2,107.0
2022-01-02T23:00:00,B0001,10.38,74.1,91.4,4.01,430.0,12.5,122.0
2022-01-03T00:00:00,B0001,7.98,69.5,0.0,3.22,434.0,8.7,30.0
2022-01-03T01:00:00,B0001,7.9,69.8,91.4,5.85,404.0,3.7,58.0
2022-01-03T02:00:00,B0001,11.21,59.8,181.2,1.42,412.0,24.6,59.0
2022-01-03T03:00:00,B0001,11.34,64.4,267.9,2.62,451.0,6.0,99.0
2022-01-03T04:00:00,B0001,12.82,68.4,350.0,2.39,375.0,2.7,120.0
2022-01-03T05:00:00,B0001,12.78,61.8,426.1,2.3,427.0,12.0,146.0
2022-01-03T06:00:00,B0001,15.73,54.2,495.0,0.22,398.0,23.9,120.0
2022-01-03T07:00:00,B0001,14.51,60.8,555.3,3.57,397.0,2.0,20.0
2022-01-03T08:00:00,B0001,16.18,65.2,606.2,2.34,403.0,18.2,150.0
2022-01-03T09:00:00,B0001,15.45,66.7,646.7,4.34,406.0,9.7,74.0
2022-01-03T10:00:00,B0001,19.05,49.0,676.1,1.93,413.0,9.2,169.0
2022-01-03T11:00:00,B0001,18.58,52.6,694.0,0.0,415.0,6.5,57.0
2022-01-03T12:00:00,B0001,16.85,58.3,700.0,1.87,446.0,2.5,48.0
2022-01-03T13:00:00,B0001,17.82,63.3,694.0,4.95,411.0,10.7,91.0
2022-01-03T14:00:00,B0001,18.6,52.3,676.1,3.56,432.0,2.4,96.0
2022-01-03T15:00:00,B0001,19.46,64.9,646.7,4.93,408.0,23.2,196.0
2022-01-03T16:00:00,B0001,13.61,60.0,606.2,2.3,419.0,23.4,20.0
2022-01-03T17:00:00,B0001,14.61,67.5,555.3,0.98,450.0,2.0,114.0
2022-01-03T18:00:00,B0001,14.15,55.0,495.0,3.89,400.0,20.7,91.0
2022-01-03T19:00:00,B0001,12.9,55.6,426.1,2.9,445.0,21.3,120.0
2022-01-03T20:00:00,B0001,12.4,68.3,350.0,2.43,441.0,3.5,102.0
2022-01-03T21:00:00,B0001,10.35,67.9,267.9,2.87,395.0,13.4,223.0
2022-01-03T22:00:00,B0001,11.96,65.0,181.2,2.74,385.0,3.1,178.0
2022-01-03T23:00:00,B0001,11.1,45.1,91.4,3.09,420.0,2.0,119.0
2022-01-04T00:00:00,B0001,10.88,52.4,0.0,1.79,429.0,2.0,146.0
2022-01-04T01:00:00,B0001,7.87,71.9,91.4,4.45,439.0,19.1,110.0
2022-01-04T02:00:00,B0001,9.13,55.4,181.2,5.25,389.0,17.0,75.0
2022-01-04T03:00:00,B0001,9.6,74.5,267.9,3.68,379.0,14.9,125.0
2022-01-04T04:00:00,B0001,9.37,53.0,350.0,5.99,419.0,8.7,131.0
2022-01-04T05:00:00,B0001,10.55,52.6,426.1,1.33,431.0,14.0,110.0
2022-01-04T06:00:00,B0001,13.5,54.1,495.0,2.91,428.0,2.0,105.0
2022-01-04T07:00:00,B0001,14.44,54.4,555.3,6.17,439.0,7.7,90.0
2022-01-04T08:00:00,B0001,15.78,54.9,606.2,2.39,424.0,12.0,128.0
2022-01-04T09:00:00,B0001,16.91,41.4,646.7,3.11,409.0,5.1,140.0
2022-01-04T10:00:00,B0001,15.21,52.4,676.1,2.49,427.0,15.0,87.0
2022-01-04T11:00:00,B0001,16.04,61.9,694.0,3.66,446.0,2.0,35.0
2022-01-04T12:00:00,B0001,16.28,74.9,700.0,2.84,407.0,2.0,83.0
2022-01-04T13:00:00,B0001,17.06,53.2,694.0,2.12,405.0,17.4,92.0
2022-01-04T14:00:00,B0001,17.17,46.1,676.1,2.22,443.0,3.3,58.0
2022-01-04T15:00:00,B0001,15.72,46.9,646.7,4.61,396.0,21.5,71.0
2022-01-04T16:00:00,B0001,14.74,65.2,606.2,1.36,404.0,17.6,147.0
2022-01-04T17:00:00,B0001,14.23,54.4,555.3,4.76,438.0,21.7,107.0
2022-01-04T18:00:00,B0001,15.15,50.9,495.0,3.38,457.0,2.0,132.0
2022-01-04T19:00:00,B0001,12.15,54.9,426.1,6.39,454.0,25.2,241.0
2022-01-04T20:00:00,B0001,12.44,52.3,350.0,7.39,413.0,14.6,66.0
2022-01-04T21:00:00,B0001,10.43,62.2,267.9,1.89,415.0,6.4,41.0
2022-01-04T22:00:00,B0001,7.82,59.9,181.2,4.17,416.0,12.2,133.0
2022-01-04T23:00:00,B0001,10.5,57.3,91.4,4.41,413.0,25.7,163.0
2022-01-05T00:00:00,B0001,9.76,60.6,0.0,2.81,426.0,18.4,103.0
2022-01-05T01:00:00,B0001,8.5,65.4,91.4,4.12,413.0,2.0,146.0
2022-01-05T02:00:00,B0001,9.31,47.4,181.2,1.34,436.0,16.7,171.0
2022-01-05T03:00:00,B0001,11.21,66.8,267.9,0.41,447.0,19.5,132.0
2022-01-05T04:00:00,B0001,8.15,71.7,350.0,3.92,413.0,8.1,51.0
2022-01-05T05:00:00,B0001,12.99,59.0,426.1,2.72,428.0,23.2,201.0
2022-01-05T06:00:00,B0001,11.21,64.9,495.0,2.23,399.0,25.9,134.0
2022-01-05T07:00:00,B0001,13.96,62.4,555.3,2.98,417.0,12.5,79.0
2022-01-05T08:00:00,B0001,15.42,70.8,606.2,3.1,430.0,12.5,117.0
2022-01-05T09:00:00,B0001,16.15,53.1,646.7,4.28,431.0,17.4,199.0
2022-01-05T10:00:00,B0001,16.57,55.8,676.1,3.77,406.0,9.8,153.0
2022-01-05T11:00:00,B0001,18.64,56.8,694.0,1.05,415.0,2.0,135.0
2022-01-05T12:00:00,B0001,16.33,55.6,700.0,0.0,419.0,25.5,148.0
2022-01-05T13:00:00,B0001,17.74,47.9,694.0,0.0,433.0,20.5,146.0
2022-01-05T14:00:00,B0001,14.88,63.8,676.1,0.22,423.0,14.9,131.0
2022-01-05T15:00:00,B0001,15.39,55.4,646.7,3.17,448.0,5.2,104.0
2022-01-05T16:00:00,B0001,16.38,55.5,606.2,1.54,428.0,22.1,174.0
2022-01-05T17:00:00,B0001,14.99,49.4,555.3,3.78,388.0,13.9,184.0
2022-01-05T18:00:00,B0001,13.05,66.1,495.0,2.01,426.0,19.0,156.0
2022-01-05T19:00:00,B0001,11.28,56.1,426.1,5.45,457.0,25.8,166.0
2022-01-05T20:00:00,B0001,11.35,63.6,350.0,3.31,384.0,2.0,92.0
2022-01-05T21:00:00,B0001,9.08,62.2,267.9,4.51,433.0,5.2,34.0
2022-01-05T22:00:00,B0001,10.74,54.4,181.2,5.49,415.0,5.7,183.0
2022-01-05T23:00:00,B0001,9.45,74.1,91.4,3.62,429.0,16.3,73.0
2022-01-06T00:00:00,B0001,8.72,55.5,0.0,4.52,384.0,26.6,102.0
2022-01-06T01:00:00,B0001,7.43,59.6,91.4,6.9,428.0,15.0,78.0
2022-01-06T02:00:00,B0001,9.92,73.1,181.2,3.0,437.0,28.1,125.0
2022-01-06T03:00:00,B0001,8.66,61.9,267.9,4.83,442.0,25.0,139.0
2022-01-06T04:00:00,B0001,10.87,69.2,350.0,2.72,436.0,9.5,20.0
2022-01-06T05:00:00,B0001,11.1,60.6,426.1,4.33,424.0,3.2,59.0
2022-01-06T06:00:00,B0001,12.35,70.5,495.0,1.89,422.0,10.1,220.0
2022-01-06T07:00:00,B0001,14.59,62.5,555.3,3.03,449.0,2.0,127.0
2022-01-06T08:00:00,B0001,15.75,58.2,606.2,3.35,419.0,10.3,159.0
2022-01-06T09:00:00,B0001,16.02,60.0,646.7,3.41,422.0,11.9,83.0
2022-01-06T10:00:00,B0001,14.69,64.9,676.1,0.66,420.0,13.1,98.0
2022-01-06T11:00:00,B0001,16.69,53.5,694.0,6.86,425.0,18.8,60.0
2022-01-06T12:00:00,B0001,14.91,52.3,700.0,2.85,425.0,19.0,127.0
2022-01-06T13:00:00,B0001,16.99,45.5,694.0,5.16,381.0,25.1,181.0
2022-01-06T14:00:00,B0001,16.13,65.1,676.1,2.01,417.0,9.3,171.0
2022-01-06T15:00:00,B0001,15.06,60.7,646.7,2.76,419.0,2.0,112.0
2022-01-06T16:00:00,B0001,13.46,68.1,606.2,4.66,387.0,12.4,154.0
2022-01-06T17:00:00,B0001,14.16,67.1,555.3,3.64,391.0,18.1,213.0
2022-01-06T18:00:00,B0001,10.59,62.8,495.0,3.6,398.0,21.2,85.0
2022-01-06T19:00:00,B0001,10.45,55.2,426.1,4.89,399.0,13.8,138.0
2022-01-06T20:00:00,B0001,9.64,65.7,350.0,3.42,427.0,5.1,118.0
2022-01-06T21:00:00,B0001,9.37,64.6,267.9,3.79,413.0,22.3,31.0
2022-01-06T22:00:00,B0001,8.06,59.9,181.2,1.65,426.0,16.4,20.0
2022-01-06T23:00:00,B0001,6.65,71.1,91.4,2.74,406.0,7.5,125.0
2022-01-07T00:00:00,B0001,8.81,65.4,0.0,4.61,409.0,9.9,51.0
2022-01-07T01:00:00,B0001,8.85,68.8,91.4,2.01,428.0,7.3,115.0
2022-01-07T02:00:00,B0001,8.14,69.1,181.2,2.35,430.0,2.0,59.0
2022-01-07T03:00:00,B0001,9.19,61.6,267.9,5.37,437.0,9.3,214.0
2022-01-07T04:00:00,B0001,8.84,51.5,350.0,4.44,407.0,8.2,104.0
2022-01-07T05:00:00,B0001,9.41,78.3,426.1,3.02,401.0,2.0,40.0
2022-01-07T06:00:00,B0001,11.86,66.8,495.0,4.21,385.0,4.8,21.0
2022-01-07T07:00:00,B0001,13.19,48.3,555.3,1.37,415.0,5.3,146.0
2022-01-07T08:00:00,B0001,13.79,61.5,606.2,4.31,467.0,6.3,124.0
2022-01-07T09:00:00,B0001,15.43,58.4,646.7,3.89,412.0,14.0,20.0
2022-01-07T10:00:00,B0001,16.0,54.2,676.1,2.17,449.0,17.3,163.0
2022-01-07T11:00:00,B0001,17.34,65.2,694.0,3.86,384.0,16.3,176.0
2022-01-07T12:00:00,B0001,14.76,62.6,700.0,3.63,442.0,9.1,217.0
2022-01-07T13:00:00,B0001,14.74,59.8,694.0,2.5,454.0,2.0,142.0
2022-01-07T14:00:00,B0001,13.79,70.7,676.1,5.16,418.0,10.4,178.0
2022-01-07T15:00:00,B0001,12.04,57.2,646.7,4.6,387.0,15.9,155.0
2022-01-07T16:00:00,B0001,12.74,48.4,606.2,2.84,417.0,20.8,24.0
2022-01-07T17:00:00,B0001,12.88,70.9,555.3,3.04,463.0,17.2,171.0
2022-01-07T18:00:00,B0001,13.09,57.4,495.0,2.17,426.0,14.6,123.0
2022-01-07T19:00:00,B0001,10.37,62.2,426.1,4.95,419.0,30.2,144.0
2022-01-07T20:00:00,B0001,11.21,52.7,350.0,3.71,409.0,8.5,230.0
2022-01-07T21:00:00,B0001,9.24,60.0,267.9,3.05,399.0,15.2,121.0
2022-01-07T22:00:00,B0001,8.74,77.5,181.2,1.19,410.0,8.2,115.0
2022-01-07T23:00:00,B0001,8.18,70.7,91.4,5.0,426.0,14.4,56.0
2022-01-08T00:00:00,B0001,9.97,72.2,0.0,3.28,418.0,6.1,116.0
2022-01-08T01:00:00,B0001,8.9,69.5,91.4,2.66,410.0,2.0,164.0
2022-01-08T02:00:00,B0001,11.31,70.5,181.2,5.17,430.0,2.0,112.0
2022-01-08T03:00:00,B0001,8.02,62.4,267.9,1.41,425.0,18.1,115.0
2022-01-08T04:00:00,B0001,12.08,61.1,350.0,2.13,447.0,2.5,46.0
2022-01-08T05:00:00,B0001,10.84,55.1,426.1,5.31,427.0,13.9,86.0
2022-01-08T06:00:00,B0001,12.22,52.0,495.0,2.79,393.0,13.1,100.0
2022-01-08T07:00:00,B0001,13.23,50.9,555.3,3.38,426.0,12.7,137.0
2022-01-08T08:00:00,B0001,15.3,52.6,606.2,5.37,418.0,11.7,220.0
2022-01-08T09:00:00,B0001,15.21,62.2,646.7,4.08,381.0,10.0,147.0
2022-01-08T10:00:00,B0001,13.74,68.7,676.1,3.37,378.0,2.0,226.0
2022-01-08T11:00:00,B0001,14.43,57.2,694.0,5.11,409.0,16.1,28.0
2022-01-08T12:00:00,B0001,17.41,58.0,700.0,4.33,397.0,10.6,142.0
2022-01-08T13:00:00,B0001,15.29,50.9,694.0,2.24,407.0,9.2,68.0
2022-01-08T14:00:00,B0001,17.78,56.8,676.1,0.3,477.0,8.6,286.0
2022-01-08T15:00:00,B0001,15.25,55.2,646.7,2.57,406.0,15.8,34.0
2022-01-08T16:00:00,B0001,14.61,55.7,606.2,1.46,398.0,14.9,125.0
2022-01-08T17:00:00,B0001,13.22,51.9,555.3,2.06,437.0,2.5,65.0
2022-01-08T18:00:00,B0001,13.07,56.5,495.0,3.66,394.0,4.1,109.0
2022-01-08T19:00:00,B0001,10.4,57.6,426.1,5.35,441.0,4.1,120.0
2022-01-08T20:00:00,B0001,9.11,61.4,350.0,3.39,442.0,18.6,119.0
2022-01-08T21:00:00,B0001,10.36,57.9,267.9,5.61,447.0,2.0,158.0
2022-01-08T22:00:00,B0001,8.03,65.8,181.2,2.3,385.0,8.9,170.0
2022-01-08T23:00:00,B0001,9.49,66.5,91.4,5.77,395.0,7.6,20.0
2022-01-09T00:00:00,B0001,6.28,57.0,0.0,2.74,419.0,13.3,151.0
2022-01-09T01:00:00,B0001,7.87,63.0,91.4,2.14,414.0,15.4,48.0
2022-01-09T02:00:00,B0001,7.81,62.7,181.2,1.34,494.0,10.1,48.0
2022-01-09T03:00:00,B0001,9.11,50.1,267.9,7.1,444.0,6.5,69.0
2022-01-09T04:00:00,B0001,9.2,57.1,350.0,5.38,396.0,8.8,91.0
2022-01-09T05:00:00,B0001,11.88,58.2,426.1,3.93,416.0,15.3,144.0
2022-01-09T06:00:00,B0001,12.21,64.7,495.0,3.15,402.0,27.8,74.0
2022-01-09T07:00:00,B0001,13.22,53.8,555.3,2.25,401.0,16.8,156.0
2022-01-09T08:00:00,B0001,12.28,57.5,606.2,5.25,462.0,18.6,193.0
2022-01-09T09:00:00,B0001,14.19,47.6,646.7,4.56,398.0,12.9,107.0
2022-01-09T10:00:00,B0001,16.78,56.7,676.1,1.57,407.0,12.9,58.0
2022-01-09T11:00:00,B0001,14.62,50.2,694.0,2.63,408.0,20.8,101.0
2022-01-09T12:00:00,B0001,16.28,44.4,700.0,3.33,427.0,20.0,144.0
2022-01-09T13:00:00,B0001,14.72,56.8,694.0,2.48,409.0,9.4,24.0
2022-01-09T14:00:00,B0001,17.22,38.7,676.1,4.48,434.0,5.5,100.0
2022-01-09T15:00:00,B0001,13.57,58.9,646.7,3.51,429.0,10.0,177.0
2022-01-09T16:00:00,B0001,12.99,54.9,606.2,4.09,411.0,7.1,190.0
2022-01-09T17:00:00,B0001,11.92,70.7,555.3,1.7,420.0,5.1,120.0
2022-01-09T18:00:00,B0001,14.53,59.0,495.0,0.0,418.0,13.6,175.0
2022-01-09T19:00:00,B0001,11.96,62.2,426.1,5.12,400.0,2.2,134.0
2022-01-09T20:00:00,B0001,10.4,55.4,350.0,5.29,398.0,12.7,63.0
2022-01-09T21:00:00,B0001,7.57,70.2,267.9,4.15,444.0,20.5,152.0
2022-01-09T22:00:00,B0001,8.29,58.4,181.2,5.76,418.0,28.0,231.0
2022-01-09T23:00:00,B0001,6.12,74.4,91.4,1.62,460.0,12.2,80.0
2022-01-10T00:00:00,B0001,5.94,66.0,0.0,4.28,423.0,7.5,179.0
2022-01-10T01:00:00,B0001,5.91,69.1,91.4,2.17,418.0,8.4,97.0
2022-01-10T02:00:00,B0001,9.85,61.1,181.2,3.09,437.0,16.7,55.0
2022-01-10T03:00:00,B0001,8.27,58.0,267.9,4.08,402.0,2.0,20.0
2022-01-10T04:00:00,B0001,7.5,58.4,350.0,3.15,390.0,20.9,131.0
2022-01-10T05:00:00,B0001,12.37,56.3,426.1,3.82,394.0,10.1,42.0
2022-01-10T06:00:00,B0001,12.16,67.7,495.0,1.4,394.0,19.2,193.0
2022-01-10T07:00:00,B0001,15.25,58.7,555.3,3.73,422.0,10.2,152.0
2022-01-10T08:00:00,B0001,12.9,51.4,606.2,4.03,376.0,21.1,50.0
2022-01-10T09:00:00,B0001,14.79,57.3,646.7,3.85,437.0,6.9,58.0
2022-01-10T10:00:00,B0001,14.53,60.2,676.1,4.67,410.0,3.6,202.0
2022-01-10T11:00:00,B0001,14.9,45.9,694.0,2.78,394.0,14.1,162.0
2022-01-10T12:00:00,B0001,14.55,54.4,700.0,4.74,417.0,10.7,160.0
2022-01-10T13:00:00,B0001,14.92,49.8,694.0,1.47,458.0,13.8,74.0
2022-01-10T14:00:00,B0001,16.12,61.6,676.1,0.44,458.0,20.3,20.0
2022-01-10T15:00:00,B0001,14.52,50.7,646.7,2.94,451.0,7.1,173.0
2022-01-10T16:00:00,B0001,13.3,65.7,606.2,4.05,444.0,23.3,82.0
2022-01-10T17:00:00,B0001,13.47,64.8,555.3,2.54,412.0,7.2,55.0
2022-01-10T18:00:00,B0001,11.1,58.6,495.0,1.46,436.0,23.1,181.0
2022-01-10T19:00:00,B0001,11.83,59.7,426.1,4.88,411.0,27.1,71.0
2022-01-10T20:00:00,B0001,8.56,64.0,350.0,4.79,416.0,2.0,20.0
2022-01-10T21:00:00,B0001,9.85,66.7,267.9,1.15,413.0,28.3,69.0
2022-01-10T22:00:00,B0001,9.02,75.7,181.2,5.01,460.0,20.0,119.0
2022-01-10T23:00:00,B0001,4.67,68.5,91.4,6.83,409.0,12.8,114.0
2022-01-11T00:00:00,B0001,6.52,64.0,0.0,4.72,418.0,22.0,115.0
2022-01-11T01:00:00,B0001,4.35,68.7,91.4,4.5,402.0,13.4,147.0
2022-01-11T02:00:00,B0001,8.27,69.9,181.2,3.46,433.0,10.8,20.0
2022-01-11T03:00:00,B0001,6.37,60.7,267.9,4.83,455.0,24.0,52.0
2022-01-11T04:00:00,B0001,8.53,62.7,350.0,3.03,409.0,16.5,161.0
2022-01-11T05:00:00,B0001,10.02,66.7,426.1,3.73,453.0,18.5,106.0
2022-01-11T06:00:00,B0001,11.01,59.0,495.0,2.19,395.0,15.7,131.0
2022-01-11T07:00:00,B0001,11.65,66.0,555.3,0.31,419.0,10.0,70.0
2022-01-11T08:00:00,B0001,15.02,65.7,606.2,2.92,447.0,12.8,152.0
2022-01-11T09:00:00,B0001,15.01,64.8,646.7,2.28,407.0,3.4,99.0
2022-01-11T10:00:00,B0001,12.78,55.5,676.1,3.72,435.0,12.5,20.0
2022-01-11T11:00:00,B0001,16.04,57.7,694.0,3.33,412.0,9.4,112.0
2022-01-11T12:00:00,B0001,13.68,54.4,700.0,2.73,415.0,7.4,184.0
2022-01-11T13:00:00,B0001,15.51,57.8,694.0,2.93,416.0,2.0,113.0
2022-01-11T14:00:00,B0001,13.13,59.9,676.1,3.0,422.0,2.0,145.0
2022-01-11T15:00:00,B0001,13.67,49.9,646.7,4.51,390.0,9.9,111.0
2022-01-11T16:00:00,B0001,12.8,60.0,606.2,7.0,418.0,28.9,179.0
2022-01-11T17:00:00,B0001,13.28,58.7,555.3,3.8,386.0,23.4,108.0
2022-01-11T18:00:00,B0001,7.73,74.5,495.0,1.26,447.0,18.5,88.0
2022-01-11T19:00:00,B0001,9.28,52.7,426.1,1.38,413.0,9.1,151.0
2022-01-11T20:00:00,B0001,7.61,62.1,350.0,3.35,406.0,13.7,120.0
2022-01-11T21:00:00,B0001,7.68,74.0,267.9,1.72,413.0,14.7,79.0
2022-01-11T22:00:00,B0001,7.03,69.4,181.2,5.73,408.0,23.1,191.0
2022-01-11T23:00:00,B0001,5.39,72.6,91.4,3.7,418.0,13.0,147.0
2022-01-12T00:00:00,B0001,8.31,64.9,0.0,3.36,414.0,11.5,59.0
2022-01-12T01:00:00,B0001,6.95,69.4,91.4,3.84,415.0,5.4,119.0
2022-01-12T02:00:00,B0001,8.05,52.8,181.2,2.65,445.0,8.7,73.0
2022-01-12T03:00:00,B0001,7.69,67.3,267.9,2.93,408.0,11.1,140.0
2022-01-12T04:00:00,B0001,11.07,55.0,350.0,5.29,405.0,3.6,151.0
2022-01-12T05:00:00,B0001,12.51,55.0,426.1,2.25,389.0,8.5,177.0
2022-01-12T06:00:00,B0001,11.42,64.7,495.0,3.55,397.0,16.0,79.0
2022-01-12T07:00:00,B0001,11.19,47.2,555.3,5.16,407.0,22.0,105.0
2022-01-12T08:00:00,B0001,13.32,60.8,606.2,4.13,448.0,25.7,65.0
2022-01-12T09:00:00,B0001,15.17,60.8,646.7,3.93,435.0,7.0,48.0
2022-01-12T10:00:00,B0001,14.74,52.0,676.1,3.68,388.0,3.5,95.0
2022-01-12T11:00:00,B0001,15.33,49.9,694.0,3.75,419.0,30.9,61.0
2022-01-12T12:00:00,B0001,18.23,69.5,700.0,2.39,422.0,7.7,95.0
2022-01-12T13:00:00,B0001,15.9,49.3,694.0,3.73,401.0,4.6,108.0
2022-01-12T14:00:00,B0001,14.09,64.3,676.1,2.82,420.0,20.9,112.0
2022-01-12T15:00:00,B0001,14.98,41.8,646.7,2.43,435.0,6.8,104.0
2022-01-12T16:00:00,B0001,13.3,61.2,606.2,5.31,410.0,8.0,137.0
2022-01-12T17:00:00,B0001,11.2,65.4,555.3,4.38,400.0,5.1,45.0
2022-01-12T18:00:00,B0001,10.63,73.1,495.0,5.6,414.0,7.2,122.0
2022-01-12T19:00:00,B0001,9.9,56.9,426.1,3.18,397.0,20.7,83.0
2022-01-12T20:00:00,B0001,8.47,60.8,350.0,6.34,428.0,23.2,90.0
2022-01-12T21:00:00,B0001,8.01,56.1,267.9,4.1,408.0,11.7,112.0
2022-01-12T22:00:00,B0001,6.11,65.3,181.2,1.86,400.0,5.2,74.0
2022-01-12T23:00:00,B0001,6.73,64.9,91.4,3.28,419.0,5.7,111.0
2022-01-13T00:00:00,B0001,6.64,64.4,0.0,4.37,392.0,18.1,20.0
2022-01-13T01:00:00,B0001,6.97,66.1,91.4,4.08,431.0,2.0,102.0
2022-01-13T02:00:00,B0001,6.82,71.3,181.2,2.43,435.0,2.0,47.0
2022-01-13T03:00:00,B0001,7.86,73.6,267.9,4.76,396.0,20.5,41.0
2022-01-13T04:00:00,B0001,9.39,65.0,350.0,3.02,418.0,16.9,122.0
2022-01-13T05:00:00,B0001,8.1,62.8,426.1,3.92,395.0,14.2,99.0
2022-01-13T06:00:00,B0001,10.07,60.1,495.0,4.22,459.0,18.9,76.0
2022-01-13T07:00:00,B0001,11.9,59.0,555.3,6.37,401.0,10.1,114.0
2022-01-13T08:00:00,B0001,13.35,53.8,606.2,5.44,414.0,12.2,25.0
2022-01-13T09:00:00,B0001,12.86,58.7,646.7,4.08,433.0,16.0,69.0
2022-01-13T10:00:00,B0001,14.74,51.0,676.1,3.53,409.0,24.8,113.0
2022-01-13T11:00:00,B0001,11.03,59.2,694.0,5.02,427.0,15.9,74.0
2022-01-13T12:00:00,B0001,14.77,37.5,700.0,1.44,441.0,18.3,129.0
2022-01-13T13:00:00,B0001,15.67,53.3,694.0,1.3,457.0,2.0,158.0
2022-01-13T14:00:00,B0001,13.61,53.7,676.1,1.53,396.0,11.2,96.0
2022-01-13T15:00:00,B0001,14.31,64.4,646.7,1.86,396.0,10.5,146.0
2022-01-13T16:00:00,B0001,13.44,56.6,606.2,2.74,432.0,15.5,149.0
2022-01-13T17:00:00,B0001,10.0,63.3,555.3,3.21,423.0,9.9,141.0
