Rubber_Content_%,Heating_Rate_C_per_min,Temperature_C,Heat_Flow_mW_per_mg,Enthalpy_Change_J_per_g,Time_min,Sample_ID,Timestamp
0,10,220.0,0.021439754370212123,-80.76956830725707,20.0,DTA_0_10,2025-10-18T18:00:32.039748
0,10,230.0,0.014718592636063104,-80.55659698835764,21.0,DTA_0_10,2025-10-18T18:00:32.039750
0,10,240.0,0.02813253277158611,-80.35193079985237,22.0,DTA_0_10,2025-10-18T18:00:32.039751
0,10,250.0,0.028750021204874857,-80.0268979894065,23.0,DTA_0_10,2025-10-18T18:00:32.039752
0,10,260.0,-0.015188981019013318,-79.91069138198081,24.0,DTA_0_10,2025-10-18T18:00:32.039754
0,10,270.0,-0.17619350125627373,-80.72717436837443,25.0,DTA_0_10,2025-10-18T18:00:32.039755
0,10,280.0,-0.40168164278565327,-83.65730641161461,26.0,DTA_0_10,2025-10-18T18:00:32.039757
0,10,290.0,-0.4019058826293937,-87.98043601048087,27.0,DTA_0_10,2025-10-18T18:00:32.039760
0,10,300.0,-0.16472207807674574,-90.87045374234228,28.0,DTA_0_10,2025-10-18T18:00:32.039762
0,10,310.0,-0.010703376899955172,-91.59800656701982,29.0,DTA_0_10,2025-10-18T18:00:32.039765
0,10,320.0,0.030707677633964096,-91.43365528674565,30.0,DTA_0_10,2025-10-18T18:00:32.039766
0,10,330.0,0.038282419285383354,-91.10610858132195,31.0,DTA_0_10,2025-10-18T18:00:32.039772
0,10,340.0,0.031981869052200386,-90.73698444628047,32.0,DTA_0_10,2025-10-18T18:00:32.039773
0,10,350.0,0.03370460311740618,-90.42703013954171,33.0,DTA_0_10,2025-10-18T18:00:32.039774
0,10,360.0,0.043393625402610304,-90.06446490264734,34.0,DTA_0_10,2025-10-18T18:00:32.039776
0,10,370.0,0.04875860037436614,-89.56344119188056,35.0,DTA_0_10,2025-10-18T18:00:32.039777
0,10,380.0,0.04360249944155056,-89.10140216608093,36.0,DTA_0_10,2025-10-18T18:00:32.039778
0,10,390.0,0.03435045421941302,-88.75952762972861,37.0,DTA_0_10,2025-10-18T18:00:32.039780
0,10,400.0,0.03547490036813772,-88.3876760617772,38.0,DTA_0_10,2025-10-18T18:00:32.039781
0,10,410.0,0.035134762064852304,-88.02272786866259,39.0,DTA_0_10,2025-10-18T18:00:32.039782
0,10,420.0,0.016271461982662827,-87.79232644597748,40.0,DTA_0_10,2025-10-18T18:00:32.039784
0,10,430.0,-0.14115246918883773,-88.10881423245203,41.0,DTA_0_10,2025-10-18T18:00:32.039785
0,10,440.0,-0.9134930215040932,-92.6992366969396,42.0,DTA_0_10,2025-10-18T18:00:32.039786
0,10,450.0,-2.130878413367332,-108.10305798741099,43.0,DTA_0_10,2025-10-18T18:00:32.039788
0,10,460.0,-2.127344386355965,-130.93282932697707,44.0,DTA_0_10,2025-10-18T18:00:32.039789
0,10,470.0,-0.9095817258393409,-146.3323049811499,45.0,DTA_0_10,2025-10-18T18:00:32.039790
0,10,480.0,-0.1396350157378404,-150.89360168488267,46.0,DTA_0_10,2025-10-18T18:00:32.039792
0,10,490.0,0.034471643199868236,-151.17175138281058,47.0,DTA_0_10,2025-10-18T18:00:32.039793
0,10,500.0,0.04742592609109443,-150.7069873252814,48.0,DTA_0_10,2025-10-18T18:00:32.039794
0,10,510.0,0.04959545939942475,-150.23534471756633,49.0,DTA_0_10,2025-10-18T18:00:32.039796
0,10,520.0,0.0361847792040566,-149.78058825625476,50.0,DTA_0_10,2025-10-18T18:00:32.039797
0,10,530.0,0.05355016275414648,-149.33039771838625,51.0,DTA_0_10,2025-10-18T18:00:32.039798
0,10,540.0,0.05450976818051326,-148.80815696523754,52.0,DTA_0_10,2025-10-18T18:00:32.039800
0,10,550.0,0.04569967612263317,-148.29014569450968,53.0,DTA_0_10,2025-10-18T18:00:32.039801
0,10,560.0,0.04169358206648175,-147.8666404078608,54.0,DTA_0_10,2025-10-18T18:00:32.039802
0,10,570.0,0.04850031752701266,-147.43040717079043,55.0,DTA_0_10,2025-10-18T18:00:32.039804
0,10,580.0,0.06306612537507603,-146.88249066248656,56.0,DTA_0_10,2025-10-18T18:00:32.039805
0,10,590.0,0.061727008631331175,-146.26990465710185,57.0,DTA_0_10,2025-10-18T18:00:32.039806
0,10,600.0,0.056303380149534524,-145.6514090018177,58.0,DTA_0_10,2025-10-18T18:00:32.039808
0,10,610.0,0.05672460533991128,-145.10966146638106,59.0,DTA_0_10,2025-10-18T18:00:32.039809
0,10,620.0,0.06879285015854261,-144.47836055409394,60.0,DTA_0_10,2025-10-18T18:00:32.039811
0,10,630.0,0.055649853454296974,-143.8401753913894,61.0,DTA_0_10,2025-10-18T18:00:32.039812
0,10,640.0,0.06368971208328711,-143.23863463424718,62.0,DTA_0_10,2025-10-18T18:00:32.039814
0,10,650.0,0.05385929203748518,-142.59982823761848,63.0,DTA_0_10,2025-10-18T18:00:32.039815
0,10,660.0,0.07483777190916492,-141.96474428034733,64.0,DTA_0_10,2025-10-18T18:00:32.039816
0,10,670.0,0.05298315532580494,-141.31690200187518,65.0,DTA_0_10,2025-10-18T18:00:32.039818
0,10,680.0,-0.06835297492859027,-141.2040096883944,66.0,DTA_0_10,2025-10-18T18:00:32.039819
0,10,690.0,-0.6185181762691191,-144.1198023039848,67.0,DTA_0_10,2025-10-18T18:00:32.039820
0,10,700.0,-1.4960592979182712,-154.88034349977858,68.0,DTA_0_10,2025-10-18T18:00:32.039822
0,10,710.0,-1.4989218737333903,-171.00392274994425,69.0,DTA_0_10,2025-10-18T18:00:32.039823
0,10,720.0,-0.6335961375478691,-181.80793372519994,70.0,DTA_0_10,2025-10-18T18:00:32.039824
0,10,730.0,-0.28733358910482154,-185.59215392654886,71.0,DTA_0_10,2025-10-18T18:00:32.039826
0,10,740.0,-1.0852083881753076,-191.41749043155335,72.0,DTA_0_10,2025-10-18T18:00:32.039827
0,10,750.0,-2.5314702710445234,-209.7563337641464,73.0,DTA_0_10,2025-10-18T18:00:32.039828
0,10,760.0,-2.5364326130655264,-236.93118920187547,74.0,DTA_0_10,2025-10-18T18:00:32.039830
0,10,770.0,-1.0577627783821333,-255.17906628475393,75.0,DTA_0_10,2025-10-18T18:00:32.039831
0,10,780.0,-0.14209263720203696,-260.38447673820957,76.0,DTA_0_10,2025-10-18T18:00:32.039833
0,10,790.0,0.05615973463079245,-260.48373353532463,77.0,DTA_0_10,2025-10-18T18:00:32.039834
0,10,800.0,0.08063108093128317,-259.72636463106755,78.0,DTA_0_10,2025-10-18T18:00:32.039835
0,10,810.0,0.06968518476665,-259.00119359760845,79.0,DTA_0_10,2025-10-18T18:00:32.039837
0,10,820.0,0.09096407474564258,-258.1746578976382,80.0,DTA_0_10,2025-10-18T18:00:32.039838
0,10,830.0,0.0839084228825767,-257.29688742419154,81.0,DTA_0_10,2025-10-18T18:00:32.039840
0,10,840.0,0.09090161683468385,-256.45304186391974,82.0,DTA_0_10,2025-10-18T18:00:32.039841
0,10,850.0,0.08061582904875864,-255.60139375914963,83.0,DTA_0_10,2025-10-18T18:00:32.039842
0,10,860.0,0.09653045607968862,-254.70585185212224,84.0,DTA_0_10,2025-10-18T18:00:32.039844
0,10,870.0,0.08934126072384782,-253.80243836094317,85.0,DTA_0_10,2025-10-18T18:00:32.039845
0,10,880.0,0.09009173661179833,-252.91177439026802,86.0,DTA_0_10,2025-10-18T18:00:32.039846
0,10,890.0,0.08287920673150949,-252.02953530097892,87.0,DTA_0_10,2025-10-18T18:00:32.039848
0,10,900.0,0.09223547965310289,-251.14581683074704,88.0,DTA_0_10,2025-10-18T18:00:32.039849
0,10,910.0,0.09345256878528832,-250.26751905651153,89.0,DTA_0_10,2025-10-18T18:00:32.039850
0,10,920.0,0.09627542486379134,-249.29840592632885,90.0,DTA_0_10,2025-10-18T18:00:32.039852
0,10,930.0,0.08671518679512938,-248.3911955362871,91.0,DTA_0_10,2025-10-18T18:00:32.039853
0,10,940.0,0.10224447730896777,-247.45470745211887,92.0,DTA_0_10,2025-10-18T18:00:32.039854
0,10,950.0,0.09943107026157286,-246.4703277322493,93.0,DTA_0_10,2025-10-18T18:00:32.039856
0,10,960.0,0.08892063513850455,-245.52492037347093,94.0,DTA_0_10,2025-10-18T18:00:32.039857
0,10,970.0,0.10452999027325931,-244.54594883819564,95.0,DTA_0_10,2025-10-18T18:00:32.039858
0,10,980.0,0.09938228671744538,-243.53192095128378,96.0,DTA_0_10,2025-10-18T18:00:32.039860
0,10,990.0,0.10301357212216711,-242.51840953054258,97.0,DTA_0_10,2025-10-18T18:00:32.039861
0,10,1000.0,0.10516504075150608,-241.49126983489415,98.0,DTA_0_10,2025-10-18T18:00:32.039862
0,20,20.0,-0.016702814159327325,0.0,0.0,DTA_0_20,2025-10-18T18:00:32.041686
0,20,30.0,-0.00021324204691756997,-0.029511068405277254,0.5,DTA_0_20,2025-10-18T18:00:32.041688
0,20,40.0,-0.00026249653973500027,-0.06575741863521435,1.0,DTA_0_20,2025-10-18T18:00:32.041690
0,20,50.0,-0.0016951077013985915,-0.05108662379511271,1.5,DTA_0_20,2025-10-18T18:00:32.041691
0,20,60.0,-0.015626653138994064,-0.0772808165831287,2.0,DTA_0_20,2025-10-18T18:00:32.041693
0,20,70.0,-0.1507178279972158,-0.7417228468874865,2.5,DTA_0_20,2025-10-18T18:00:32.041694
0,20,80.0,-0.6545307748788669,-4.434951790458492,3.0,DTA_0_20,2025-10-18T18:00:32.041695
0,20,90.0,-1.279888501742225,-14.269913606430663,3.5,DTA_0_20,2025-10-18T18:00:32.041696
0,20,100.0,-1.2689740659606326,-27.74761456946615,4.0,DTA_0_20,2025-10-18T18:00:32.041698
0,20,110.0,-0.3570588480807688,-36.36965751120744,4.5,DTA_0_20,2025-10-18T18:00:32.041699
0,20,120.0,-0.035388527209460334,-37.34661651758331,5.0,DTA_0_20,2025-10-18T18:00:32.041700
0,20,130.0,-0.28004655858530075,-38.59829885334964,5.5,DTA_0_20,2025-10-18T18:00:32.041701
0,20,140.0,-1.0100693203658222,-44.74210659695034,6.0,DTA_0_20,2025-10-18T18:00:32.041703
0,20,150.0,-1.5229095976895275,-58.12674864149743,6.5,DTA_0_20,2025-10-18T18:00:32.041704
0,20,160.0,-0.99734697537818,-71.47759140574469,7.0,DTA_0_20,2025-10-18T18:00:32.041705
0,20,170.0,-0.24874171343796625,-77.47991448911655,7.5,DTA_0_20,2025-10-18T18:00:32.041706
0,20,180.0,-0.003977907671673867,-78.31888288194124,8.0,DTA_0_20,2025-10-18T18:00:32.041708
0,20,190.0,0.01788923356470149,-78.16982613695117,8.5,DTA_0_20,2025-10-18T18:00:32.041709
0,20,200.0,0.01376694059584492,-78.01964795120985,9.0,DTA_0_20,2025-10-18T18:00:32.041710
0,20,210.0,0.025114738926469052,-77.805565307471,9.5,DTA_0_20,2025-10-18T18:00:32.041711
0,20,220.0,0.020136263135329728,-77.57664583977243,10.0,DTA_0_20,2025-10-18T18:00:32.041713
0,20,230.0,0.01968185781147791,-77.38048006748264,10.5,DTA_0_20,2025-10-18T18:00:32.041714
0,20,240.0,0.011126189913131848,-77.21754579332851,11.0,DTA_0_20,2025-10-18T18:00:32.041715
0,20,250.0,0.02543559378191381,-77.03102378291887,11.5,DTA_0_20,2025-10-18T18:00:32.041716
0,20,260.0,0.013942947239644303,-76.83728333351675,12.0,DTA_0_20,2025-10-18T18:00:32.041717
0,20,270.0,-0.063808591488768,-76.9369535209668,12.5,DTA_0_20,2025-10-18T18:00:32.041719
0,20,280.0,-0.2990479692634499,-78.65213266883302,13.0,DTA_0_20,2025-10-18T18:00:32.041720
0,20,290.0,-0.4489363260957303,-82.60903516717842,13.5,DTA_0_20,2025-10-18T18:00:32.041721
0,20,300.0,-0.28908294239855226,-86.54483209298775,14.0,DTA_0_20,2025-10-18T18:00:32.041723
0,20,310.0,-0.06115290895185245,-88.19810819825473,14.5,DTA_0_20,2025-10-18T18:00:32.041724
0,20,320.0,0.022880814469800476,-88.2987721643436,15.0,DTA_0_20,2025-10-18T18:00:32.041725
0,20,330.0,0.032677934008068045,-87.99921585419956,15.5,DTA_0_20,2025-10-18T18:00:32.041726
0,20,340.0,0.025447993190967563,-87.70760707994927,16.0,DTA_0_20,2025-10-18T18:00:32.041728
0,20,350.0,0.03010857115066512,-87.44023471318593,16.5,DTA_0_20,2025-10-18T18:00:32.041729
0,20,360.0,0.03381195320797609,-87.06655979728569,17.0,DTA_0_20,2025-10-18T18:00:32.041730
0,20,370.0,0.042504996260577604,-86.74198471521927,17.5,DTA_0_20,2025-10-18T18:00:32.041732
0,20,380.0,0.03189810295790868,-86.33445540365778,18.0,DTA_0_20,2025-10-18T18:00:32.041733
0,20,390.0,0.03886122039566592,-86.00308395174069,18.5,DTA_0_20,2025-10-18T18:00:32.041734
0,20,400.0,0.035192106335775644,-85.62201796036118,19.0,DTA_0_20,2025-10-18T18:00:32.041735
0,20,410.0,0.02980282620353887,-85.28625277938154,19.5,DTA_0_20,2025-10-18T18:00:32.041737
0,20,420.0,0.04217981978211289,-84.90723884202399,20.0,DTA_0_20,2025-10-18T18:00:32.041738
0,20,430.0,-0.02411323887067566,-84.74404764714787,20.5,DTA_0_20,2025-10-18T18:00:32.041739
0,20,440.0,-0.42820087378476235,-86.4820469793268,21.0,DTA_0_20,2025-10-18T18:00:32.041740
0,20,450.0,-1.5529134986886304,-95.89044074411247,21.5,DTA_0_20,2025-10-18T18:00:32.041742
0,20,460.0,-2.35552558851509,-116.56342098203075,22.0,DTA_0_20,2025-10-18T18:00:32.041743
0,20,470.0,-1.5609647815128254,-137.24393791730634,22.5,DTA_0_20,2025-10-18T18:00:32.041744
0,20,480.0,-0.42287067837082376,-146.64863014516385,23.0,DTA_0_20,2025-10-18T18:00:32.041745
0,20,490.0,-0.01346852269696608,-148.33014199505254,23.5,DTA_0_20,2025-10-18T18:00:32.041747
0,20,500.0,0.03970268612213618,-148.04939131759696,24.0,DTA_0_20,2025-10-18T18:00:32.041748
0,20,510.0,0.040277791071858804,-147.66206934602783,24.5,DTA_0_20,2025-10-18T18:00:32.041750
0,20,520.0,0.04923608453179727,-147.24207301223254,25.0,DTA_0_20,2025-10-18T18:00:32.041751
0,20,530.0,0.061019714238689376,-146.66600766342793,25.5,DTA_0_20,2025-10-18T18:00:32.041752
0,20,540.0,0.03897756284592659,-146.1411630446173,26.0,DTA_0_20,2025-10-18T18:00:32.041754
0,20,550.0,0.06277560987339585,-145.6440323306083,26.5,DTA_0_20,2025-10-18T18:00:32.041755
0,20,560.0,0.06045745662584059,-145.00908569684938,27.0,DTA_0_20,2025-10-18T18:00:32.041756
0,20,570.0,0.060156267392364474,-144.40953179176344,27.5,DTA_0_20,2025-10-18T18:00:32.041757
