Specimen_ID,Mix_ID,Peak_Temperature_C,Heating_Rate,Cooling_Method,Test_Type,Mass_Loss_pct,UPV_mps,Residual_Compressive_Strength_MPa,Spalling_Occurred,Spalling_Depth_mm,Visual_Cracking_Rating
C-28-R-200-F-5-3,C,200,5_C_per_min,Furnace,Residual,1.4850489245996104,4287.775518079663,65.70019618213588,False,0.0,None
C-28-R-200-F-10-1,C,200,10_C_per_min,Furnace,Residual,1.5516281212677907,4263.702960481107,62.34616078115301,False,0.0,None
C-28-R-200-F-10-2,C,200,10_C_per_min,Furnace,Residual,1.6830954422785878,4883.798040357284,61.714375640602775,False,0.0,Minor
C-28-R-200-F-10-3,C,200,10_C_per_min,Furnace,Residual,1.5450878021390133,4433.504635291577,63.01382263482624,False,0.0,Minor
C-28-R-200-Q-5-1,C,200,5_C_per_min,Quench,Residual,1.615628175767813,4010.724303974566,51.434764817970304,False,0.0,Minor
C-28-R-200-Q-5-2,C,200,5_C_per_min,Quench,Residual,1.5308892477426606,4785.670163327758,54.008033411726956,False,0.0,Minor
C-28-R-200-Q-5-3,C,200,5_C_per_min,Quench,Residual,1.950368469314828,4067.015588434049,52.36239876274278,False,0.0,None
C-28-R-200-Q-10-1,C,200,10_C_per_min,Quench,Residual,1.7652160646428765,3758.393863339833,52.883131511798844,False,0.0,None
C-28-R-200-Q-10-2,C,200,10_C_per_min,Quench,Residual,1.752067814109768,4063.40085453928,53.352037204868466,False,0.0,None
C-28-R-200-Q-10-3,C,200,10_C_per_min,Quench,Residual,1.7120388725379874,4197.101931164643,51.59199454944091,False,0.0,Minor
C-28-R-400-F-5-1,C,400,5_C_per_min,Furnace,Residual,3.0498637913264943,2434.1974899459274,42.20590479447281,False,0.0,Moderate
C-28-R-400-F-5-2,C,400,5_C_per_min,Furnace,Residual,3.2882032505239707,2699.337225920994,44.25099980622476,False,0.0,Minor
C-28-R-400-F-5-3,C,400,5_C_per_min,Furnace,Residual,3.008199992654793,2662.9339006773835,38.78308162555736,False,0.0,Minor
C-28-R-400-F-10-1,C,400,10_C_per_min,Furnace,Residual,3.09983241337074,2049.293070144356,32.601235930107286,True,7.5831883030299,Moderate
C-28-R-400-F-10-2,C,400,10_C_per_min,Furnace,Residual,3.371357379192065,2345.487599239491,36.5024686642621,True,12.16325436065681,Moderate
C-28-R-400-F-10-3,C,400,10_C_per_min,Furnace,Residual,3.277546779546596,2455.403782333346,32.836393086067496,True,20.446367834712788,Minor
C-28-R-400-Q-5-1,C,400,5_C_per_min,Quench,Residual,3.569038459657106,2580.445195891176,37.133789742058816,False,0.0,Minor
C-28-R-400-Q-5-2,C,400,5_C_per_min,Quench,Residual,3.406520303867248,2622.422811879452,38.99663364295057,False,0.0,Minor
C-28-R-400-Q-5-3,C,400,5_C_per_min,Quench,Residual,3.0904612356401926,2242.04226633866,33.68486927675796,False,0.0,Minor
C-28-R-400-Q-10-1,C,400,10_C_per_min,Quench,Residual,3.1137898129777417,2127.2241580359923,22.45026147622284,True,15.279789783196216,Minor
C-28-R-400-Q-10-2,C,400,10_C_per_min,Quench,Residual,2.758367533371235,1878.649813032755,27.085148871903513,True,14.182715124765226,Moderate
C-28-R-400-Q-10-3,C,400,10_C_per_min,Quench,Residual,2.53841852798724,2044.398140317724,24.505490761358015,True,17.668017086334515,Minor
C-28-R-600-F-5-1,C,600,5_C_per_min,Furnace,Residual,4.348857702562869,500.0,12.964149218560001,False,0.0,Severe
C-28-R-600-F-5-2,C,600,5_C_per_min,Furnace,Residual,5.786444452138306,500.0,14.196460567874425,False,0.0,Minor
C-28-R-600-F-5-3,C,600,5_C_per_min,Furnace,Residual,4.419421040514075,500.0,13.535575505048032,False,0.0,Moderate
C-28-R-600-F-10-1,C,600,10_C_per_min,Furnace,Residual,4.827587521451662,500.0,11.816087796641133,True,18.807896572587307,Minor
C-28-R-600-F-10-2,C,600,10_C_per_min,Furnace,Residual,5.378224834836396,500.0,12.64466474040071,True,19.965193807673167,Minor
C-28-R-600-F-10-3,C,600,10_C_per_min,Furnace,Residual,4.53730567855799,500.0,13.210306515964845,True,14.690459703820428,Moderate
C-28-R-600-Q-5-1,C,600,5_C_per_min,Quench,Residual,3.74777757300385,500.0,16.055882807320824,False,0.0,Severe
C-28-R-600-Q-5-2,C,600,5_C_per_min,Quench,Residual,6.277862788058514,500.0,15.74274802756688,False,0.0,Minor
C-28-R-600-Q-5-3,C,600,5_C_per_min,Quench,Residual,3.6207614127055296,500.0,13.580420368138833,False,0.0,Moderate
C-28-R-600-Q-10-1,C,600,10_C_per_min,Quench,Residual,4.489645015563587,500.0,8.851373140174369,True,7.395242636385024,Severe
C-28-R-600-Q-10-2,C,600,10_C_per_min,Quench,Residual,5.223187083335736,500.0,7.459643825177772,True,6.738405761748474,Moderate
C-28-R-600-Q-10-3,C,600,10_C_per_min,Quench,Residual,5.531099557089435,500.0,11.562109032182883,True,13.633190924593588,Minor
C-28-R-800-F-5-1,C,800,5_C_per_min,Furnace,Residual,6.992753630420251,1338.5658064083095,5.052946973203011,False,0.0,Severe
C-28-R-800-F-5-2,C,800,5_C_per_min,Furnace,Residual,6.168689382766735,1411.8840169188347,4.745387652254848,False,0.0,Moderate
C-28-R-800-F-5-3,C,800,5_C_per_min,Furnace,Residual,6.020867888487125,1221.4616169621072,6.847461469578195,False,0.0,Moderate
C-28-R-800-F-10-1,C,800,10_C_per_min,Furnace,Residual,6.649762092149212,591.784493395728,2.8703465876206495,True,22.310142517879605,Severe
C-28-R-800-F-10-2,C,800,10_C_per_min,Furnace,Residual,6.738122630163442,1064.3132269793489,4.474038962817091,True,16.135257860278596,Severe
C-28-R-800-F-10-3,C,800,10_C_per_min,Furnace,Residual,6.038683517907472,1279.4608184159188,3.975966172873339,True,13.508728772328336,Severe
C-28-R-800-Q-5-1,C,800,5_C_per_min,Quench,Residual,5.424454058771206,1266.9690394054385,3.328530516251225,False,0.0,Severe
C-28-R-800-Q-5-2,C,800,5_C_per_min,Quench,Residual,5.982824891006619,1301.9732265427872,4.409539777231747,False,0.0,Severe
C-28-R-800-Q-5-3,C,800,5_C_per_min,Quench,Residual,7.108050627090204,1233.4262850344558,5.588018306942858,False,0.0,Severe
C-28-R-800-Q-10-1,C,800,10_C_per_min,Quench,Residual,6.769326161395546,552.4274471521045,3.7720993818132116,True,21.612388155754584,Severe
C-28-R-800-Q-10-2,C,800,10_C_per_min,Quench,Residual,6.455417463982656,1148.1575638119834,4.322575643454378,True,16.489462263598238,Severe
C-28-R-800-Q-10-3,C,800,10_C_per_min,Quench,Residual,6.087932016593605,1127.0004399434474,3.412308428022307,True,8.285315958619858,Severe
R5S-28-R-23-F-5-1,R5S,23,5_C_per_min,Furnace,Residual,0.0,4458.597640417059,62.10030877136549,False,0.0,None
R5S-28-R-23-F-5-2,R5S,23,5_C_per_min,Furnace,Residual,0.0,3973.0962590894446,57.10563530749647,False,0.0,None
R5S-28-R-23-F-5-3,R5S,23,5_C_per_min,Furnace,Residual,0.0,4452.751277512488,56.52577851782481,False,0.0,None
R5S-28-R-23-Q-5-1,R5S,23,5_C_per_min,Quench,Residual,0.0,4665.287049780254,59.38950939704466,False,0.0,Minor
R5S-28-R-23-Q-5-2,R5S,23,5_C_per_min,Quench,Residual,0.0,4240.545998491691,57.92094332638192,False,0.0,None
R5S-28-R-23-Q-5-3,R5S,23,5_C_per_min,Quench,Residual,0.0,4700.412783309307,58.59204979049025,False,0.0,None
R5S-28-R-200-F-5-1,R5S,200,5_C_per_min,Furnace,Residual,1.737345175920345,4482.7816445071485,53.85665063783965,False,0.0,Minor
R5S-28-R-200-F-5-2,R5S,200,5_C_per_min,Furnace,Residual,1.9470031812640551,4361.56146378166,54.391996773801694,False,0.0,Minor
R5S-28-R-200-F-5-3,R5S,200,5_C_per_min,Furnace,Residual,1.8750070212182264,4895.107588351904,56.86535920163861,False,0.0,Minor
R5S-28-R-200-Q-5-1,R5S,200,5_C_per_min,Quench,Residual,1.5424285180088837,3873.934145961471,47.46525753762571,False,0.0,Minor
R5S-28-R-200-Q-5-2,R5S,200,5_C_per_min,Quench,Residual,1.8378780757210749,3949.0054269055368,46.19165452123017,False,0.0,Minor
R5S-28-R-200-Q-5-3,R5S,200,5_C_per_min,Quench,Residual,1.6900090271068988,4177.253528270481,47.73898782218866,False,0.0,Minor
R5S-28-R-400-F-5-1,R5S,400,5_C_per_min,Furnace,Residual,3.700389485245049,2726.2639047004686,41.805259411725764,False,0.0,Minor
R5S-28-R-400-F-5-2,R5S,400,5_C_per_min,Furnace,Residual,3.536334156737909,2510.5211444672136,38.325404058879116,False,0.0,Minor
R5S-28-R-400-F-5-3,R5S,400,5_C_per_min,Furnace,Residual,3.2736305916312416,2530.5078283110583,36.915083063366644,False,0.0,Moderate
R5S-28-R-400-Q-5-1,R5S,400,5_C_per_min,Quench,Residual,4.325848430099433,2518.761274873749,33.80684216879974,False,0.0,Minor
R5S-28-R-400-Q-5-2,R5S,400,5_C_per_min,Quench,Residual,3.3027260308681403,2330.2517291216764,31.50801855983526,False,0.0,Minor
R5S-28-R-400-Q-5-3,R5S,400,5_C_per_min,Quench,Residual,3.370691547850997,2531.5474597589064,31.233087263506512,False,0.0,Minor
R5S-28-R-600-F-5-1,R5S,600,5_C_per_min,Furnace,Residual,6.038718639337261,500.0,17.508191092393616,False,0.0,Minor
R5S-28-R-600-F-5-2,R5S,600,5_C_per_min,Furnace,Residual,5.171556837228335,500.0,13.86474275185404,False,0.0,Moderate
R5S-28-R-600-F-5-3,R5S,600,5_C_per_min,Furnace,Residual,5.535286793790944,500.0,8.365376537826577,False,0.0,Minor
R5S-28-R-600-Q-5-1,R5S,600,5_C_per_min,Quench,Residual,4.64860305174276,500.0,13.045949683138515,False,0.0,Severe
R5S-28-R-600-Q-5-2,R5S,600,5_C_per_min,Quench,Residual,4.602372842226186,500.0,11.580181942225618,False,0.0,Minor
R5S-28-R-600-Q-5-3,R5S,600,5_C_per_min,Quench,Residual,4.770033632541157,500.0,11.790601026356564,False,0.0,Severe
R5S-28-R-800-F-5-1,R5S,800,5_C_per_min,Furnace,Residual,6.877400243550961,1259.61615989297,5.181128417313892,False,0.0,Severe
R5S-28-R-800-F-5-2,R5S,800,5_C_per_min,Furnace,Residual,5.465920108105929,1588.620899240654,4.4609060901296544,False,0.0,Severe
R5S-28-R-800-F-5-3,R5S,800,5_C_per_min,Furnace,Residual,5.928816930644704,1295.4729394733067,4.904211007850658,False,0.0,Severe
R5S-28-R-800-Q-5-1,R5S,800,5_C_per_min,Quench,Residual,7.234868037626714,1190.8451941653168,1.9559328084710315,False,0.0,Severe
R5S-28-R-800-Q-5-2,R5S,800,5_C_per_min,Quench,Residual,6.538081016266957,1482.4396707637543,3.0233203366462975,False,0.0,Severe
R5S-28-R-800-Q-5-3,R5S,800,5_C_per_min,Quench,Residual,7.461566096605288,1182.6802782705463,5.344521415458286,False,0.0,Severe
R10S-28-R-23-F-5-1,R10S,23,5_C_per_min,Furnace,Residual,0.0,4596.535604566845,47.99142983553456,False,0.0,None
R10S-28-R-23-F-5-2,R10S,23,5_C_per_min,Furnace,Residual,0.0,4132.221761807518,46.40236826787312,False,0.0,None
R10S-28-R-23-F-5-3,R10S,23,5_C_per_min,Furnace,Residual,0.0,4700.484753369393,48.10751473007877,False,0.0,None
R10S-28-R-23-Q-5-1,R10S,23,5_C_per_min,Quench,Residual,0.0,4291.557096706364,47.5938571636661,False,0.0,None
R10S-28-R-23-Q-5-2,R10S,23,5_C_per_min,Quench,Residual,0.0,4077.631986270332,48.467974280685745,False,0.0,None
R10S-28-R-23-Q-5-3,R10S,23,5_C_per_min,Quench,Residual,0.0,4451.702559618912,47.76052665881537,False,0.0,Minor
R10S-28-R-200-F-5-1,R10S,200,5_C_per_min,Furnace,Residual,1.9255267598071768,4137.026558353923,45.55878536237044,False,0.0,Minor
R10S-28-R-200-F-5-2,R10S,200,5_C_per_min,Furnace,Residual,2.149798687355688,4796.099915034128,43.92555953183418,False,0.0,Minor
R10S-28-R-200-F-5-3,R10S,200,5_C_per_min,Furnace,Residual,1.7344085631262995,4293.497110266745,46.71390012427564,False,0.0,None
R10S-28-R-200-Q-5-1,R10S,200,5_C_per_min,Quench,Residual,1.5846424810756137,4232.014561740084,37.35984585602527,False,0.0,Minor
R10S-28-R-200-Q-5-2,R10S,200,5_C_per_min,Quench,Residual,1.6694634481991937,4265.368895975646,39.73587247193734,False,0.0,None
R10S-28-R-200-Q-5-3,R10S,200,5_C_per_min,Quench,Residual,1.867634349285328,4398.350943080256,37.65415838295093,False,0.0,Minor
R10S-28-R-400-F-5-1,R10S,400,5_C_per_min,Furnace,Residual,3.745143631418784,3003.0133509420807,34.579149405992354,False,0.0,Minor
R10S-28-R-400-F-5-2,R10S,400,5_C_per_min,Furnace,Residual,3.569695996068152,2694.5182316013133,34.54823252860041,False,0.0,Minor
R10S-28-R-400-F-5-3,R10S,400,5_C_per_min,Furnace,Residual,4.355196235185139,2578.7791918517546,28.828262414953983,False,0.0,Minor
R10S-28-R-400-Q-5-1,R10S,400,5_C_per_min,Quench,Residual,3.884902919441481,2519.8219014131314,25.36963642280827,False,0.0,Minor
R10S-28-R-400-Q-5-2,R10S,400,5_C_per_min,Quench,Residual,3.1190168536405314,2365.223761955155,26.7284341518337,False,0.0,Moderate
R10S-28-R-400-Q-5-3,R10S,400,5_C_per_min,Quench,Residual,3.21184128101916,2426.6947312264047,25.497818132468083,False,0.0,Minor
R10S-28-R-600-F-5-1,R10S,600,5_C_per_min,Furnace,Residual,5.888875088632521,500.0,9.024463470015151,False,0.0,Moderate
R10S-28-R-600-F-5-2,R10S,600,5_C_per_min,Furnace,Residual,5.298171908762274,500.0,12.133976767291577,False,0.0,Moderate
R10S-28-R-600-F-5-3,R10S,600,5_C_per_min,Furnace,Residual,5.665266666375527,500.0,9.962294664847372,False,0.0,Severe
R10S-28-R-600-Q-5-1,R10S,600,5_C_per_min,Quench,Residual,5.797885050991983,500.0,10.975015596213778,False,0.0,Severe
R10S-28-R-600-Q-5-2,R10S,600,5_C_per_min,Quench,Residual,5.928232887041806,500.0,8.701174672563605,False,0.0,Moderate
R10S-28-R-600-Q-5-3,R10S,600,5_C_per_min,Quench,Residual,4.770136243087724,500.0,12.7319439165388,False,0.0,Minor
R10S-28-R-800-F-5-1,R10S,800,5_C_per_min,Furnace,Residual,8.329259532924407,1403.9364403534307,3.0886714251868326,False,0.0,Moderate
R10S-28-R-800-F-5-2,R10S,800,5_C_per_min,Furnace,Residual,6.918567217247926,1587.2318627727186,3.531500777299602,False,0.0,Severe
R10S-28-R-800-F-5-3,R10S,800,5_C_per_min,Furnace,Residual,7.460890152063815,1557.718221085163,4.6218662627410625,False,0.0,Severe
R10S-28-R-800-Q-5-1,R10S,800,5_C_per_min,Quench,Residual,7.022705392650019,1343.3471938712842,2.2600497895065272,False,0.0,Severe
R10S-28-R-800-Q-5-2,R10S,800,5_C_per_min,Quench,Residual,8.568883387840728,1189.2240037198735,3.4502715024225603,False,0.0,Moderate
R10S-28-R-800-Q-5-3,R10S,800,5_C_per_min,Quench,Residual,6.655474239118213,1185.7009913179097,4.3314623172422175,False,0.0,Moderate
R15S-28-R-23-F-5-1,R15S,23,5_C_per_min,Furnace,Residual,0.0,4271.661463640928,38.73046445239006,False,0.0,None
R15S-28-R-23-F-5-2,R15S,23,5_C_per_min,Furnace,Residual,0.0,4332.560735573514,40.16476735721751,False,0.0,Minor
R15S-28-R-23-F-5-3,R15S,23,5_C_per_min,Furnace,Residual,0.0,5073.423722769528,40.224992086672266,False,0.0,Minor
R15S-28-R-23-F-10-1,R15S,23,10_C_per_min,Furnace,Residual,0.0,4303.075137055093,40.6427215822675,False,0.0,Minor
R15S-28-R-23-F-10-2,R15S,23,10_C_per_min,Furnace,Residual,0.0,4766.836318812186,39.02701643389836,False,0.0,Minor
R15S-28-R-23-F-10-3,R15S,23,10_C_per_min,Furnace,Residual,0.0,4627.211829934855,38.96018332429511,False,0.0,None
R15S-28-R-23-Q-5-1,R15S,23,5_C_per_min,Quench,Residual,0.0,4504.615921211926,40.51132014756128,False,0.0,Minor
R15S-28-R-23-Q-5-2,R15S,23,5_C_per_min,Quench,Residual,0.0,4126.452207680524,40.99106788499756,False,0.0,Minor
R15S-28-R-23-Q-5-3,R15S,23,5_C_per_min,Quench,Residual,0.0,4546.582242422644,40.198105046411186,False,0.0,Minor
R15S-28-R-23-Q-10-1,R15S,23,10_C_per_min,Quench,Residual,0.0,4159.870319740665,40.695206724344075,False,0.0,None
R15S-28-R-23-Q-10-2,R15S,23,10_C_per_min,Quench,Residual,0.0,4493.862549903415,40.25155511274659,False,0.0,Minor
R15S-28-R-23-Q-10-3,R15S,23,10_C_per_min,Quench,Residual,0.0,4768.35199228586,39.44527352585216,False,0.0,Minor
R15S-28-R-200-F-5-1,R15S,200,5_C_per_min,Furnace,Residual,2.247976400729912,4768.243630141027,40.2560284475621,False,0.0,None
R15S-28-R-200-F-5-2,R15S,200,5_C_per_min,Furnace,Residual,1.838815786586628,4568.473109992029,38.58498875329608,False,0.0,Minor
R15S-28-R-200-F-5-3,R15S,200,5_C_per_min,Furnace,Residual,2.012742065933931,4513.688360426971,38.89792344729334,False,0.0,Minor
R15S-28-R-200-F-10-1,R15S,200,10_C_per_min,Furnace,Residual,2.2702889147396887,4632.927115553407,36.8702641924042,False,0.0,None
R15S-28-R-200-F-10-2,R15S,200,10_C_per_min,Furnace,Residual,1.956179132353577,4591.138785087432,39.407053120693405,False,0.0,None
R15S-28-R-200-F-10-3,R15S,200,10_C_per_min,Furnace,Residual,1.9381914521132888,4428.257236919556,37.03091036033742,False,0.0,Minor
R15S-28-R-200-Q-5-1,R15S,200,5_C_per_min,Quench,Residual,2.2110217092126567,3845.545626164879,33.15258315851106,False,0.0,None
R15S-28-R-200-Q-5-2,R15S,200,5_C_per_min,Quench,Residual,1.9491199146176983,3760.650892232135,34.24927646590037,False,0.0,None
R15S-28-R-200-Q-5-3,R15S,200,5_C_per_min,Quench,Residual,1.689017254667792,3641.060229475186,31.40603521844814,False,0.0,Minor
R15S-28-R-200-Q-10-1,R15S,200,10_C_per_min,Quench,Residual,2.1965660049118028,4491.766828053372,31.481245392057193,False,0.0,None
R15S-28-R-200-Q-10-2,R15S,200,10_C_per_min,Quench,Residual,2.339710806719414,3990.13689501731,32.59607002772578,False,0.0,Minor
R15S-28-R-200-Q-10-3,R15S,200,10_C_per_min,Quench,Residual,1.83460279374378,4099.017646351186,33.15781092986646,False,0.0,Minor
R15S-28-R-400-F-5-1,R15S,400,5_C_per_min,Furnace,Residual,4.520287018608937,2651.30061156779,26.03706321140395,False,0.0,Moderate
R15S-28-R-400-F-5-2,R15S,400,5_C_per_min,Furnace,Residual,4.056519396171844,2631.6126772737434,28.919351854548783,False,0.0,Minor
R15S-28-R-400-F-5-3,R15S,400,5_C_per_min,Furnace,Residual,4.126844881206839,2747.78988272511,25.48150978590635,False,0.0,Moderate
R15S-28-R-400-F-10-1,R15S,400,10_C_per_min,Furnace,Residual,4.443434698157576,2727.6476464408315,31.453698515169446,False,0.0,None
R15S-28-R-400-F-10-2,R15S,400,10_C_per_min,Furnace,Residual,3.650827190825168,2481.433985139542,24.08419868242792,False,0.0,Moderate
R15S-28-R-400-F-10-3,R15S,400,10_C_per_min,Furnace,Residual,3.3213951642389663,2737.4042745350403,27.9662388603421,True,4.48289567138859,Minor
R15S-28-R-400-Q-5-1,R15S,400,5_C_per_min,Quench,Residual,2.992567665981562,2260.0789017046864,22.180787556755764,False,0.0,Minor
R15S-28-R-400-Q-5-2,R15S,400,5_C_per_min,Quench,Residual,4.096991899481798,2513.228859773543,21.87592986762031,False,0.0,Minor
R15S-28-R-400-Q-5-3,R15S,400,5_C_per_min,Quench,Residual,3.9311540143239183,2454.018111347553,21.89827638743089,False,0.0,Minor
R15S-28-R-400-Q-10-1,R15S,400,10_C_per_min,Quench,Residual,4.157331067572261,2673.106621879235,23.36850532923302,False,0.0,Minor
R15S-28-R-400-Q-10-2,R15S,400,10_C_per_min,Quench,Residual,3.9648757921013353,2421.424893115683,21.33987847005976,False,0.0,Minor
R15S-28-R-400-Q-10-3,R15S,400,10_C_per_min,Quench,Residual,4.02718706257367,2324.0507314534457,23.430937108399913,False,0.0,Moderate
R15S-28-R-600-F-5-1,R15S,600,5_C_per_min,Furnace,Residual,5.661347382085988,500.0,11.677874129386868,False,0.0,Severe
R15S-28-R-600-F-5-2,R15S,600,5_C_per_min,Furnace,Residual,5.960330994177703,500.0,9.456590013649011,False,0.0,Severe
R15S-28-R-600-F-5-3,R15S,600,5_C_per_min,Furnace,Residual,6.328756210111692,500.0,8.52194516603758,False,0.0,Severe
R15S-28-R-600-F-10-1,R15S,600,10_C_per_min,Furnace,Residual,6.705555983888337,500.0,9.183156102603576,False,0.0,Moderate
R15S-28-R-600-F-10-2,R15S,600,10_C_per_min,Furnace,Residual,6.042262139201618,500.0,11.140906963995286,True,3.7537118988643545,Severe
R15S-28-R-600-F-10-3,R15S,600,10_C_per_min,Furnace,Residual,5.313791073729431,500.0,10.152278446905758,True,7.269662204007009,Moderate
R15S-28-R-600-Q-5-1,R15S,600,5_C_per_min,Quench,Residual,6.183521774281864,500.0,9.360878015963737,False,0.0,Minor
R15S-28-R-600-Q-5-2,R15S,600,5_C_per_min,Quench,Residual,5.627413488154981,500.0,10.902225760207699,False,0.0,Minor
R15S-28-R-600-Q-5-3,R15S,600,5_C_per_min,Quench,Residual,4.936363936227528,500.0,8.817842504478813,False,0.0,Severe
R15S-28-R-600-Q-10-1,R15S,600,10_C_per_min,Quench,Residual,4.820383569476862,500.0,7.402990300453326,False,0.0,Severe
R15S-28-R-600-Q-10-2,R15S,600,10_C_per_min,Quench,Residual,7.111029233249106,500.0,9.9423190427277,True,9.205614912090068,Moderate
R15S-28-R-600-Q-10-3,R15S,600,10_C_per_min,Quench,Residual,6.311501305459951,500.0,8.573492420731032,True,3.6852975120453326,Moderate
R15S-28-R-800-F-5-1,R15S,800,5_C_per_min,Furnace,Residual,8.217284149338266,1633.5818416683812,3.8996141149387924,False,0.0,Severe
R15S-28-R-800-F-5-2,R15S,800,5_C_per_min,Furnace,Residual,7.879812283916759,1376.508148325191,4.054681089888313,False,0.0,Moderate
R15S-28-R-800-F-5-3,R15S,800,5_C_per_min,Furnace,Residual,6.13480311057178,1405.5040760714746,2.4338273083053346,False,0.0,Severe
R15S-28-R-800-F-10-1,R15S,800,10_C_per_min,Furnace,Residual,6.8772016341804845,1421.409581233538,4.307433296243672,True,3.0469892857467986,Severe
R15S-28-R-800-F-10-2,R15S,800,10_C_per_min,Furnace,Residual,6.244825557082812,1052.3361870465424,3.9257650645773947,True,5.447100189294448,Moderate
R15S-28-R-800-F-10-3,R15S,800,10_C_per_min,Furnace,Residual,7.624564813817791,1683.757766342531,2.7180310049991814,False,0.0,Severe
R15S-28-R-800-Q-5-1,R15S,800,5_C_per_min,Quench,Residual,8.201729007262928,1273.8772770474768,2.928269204668487,False,0.0,Severe
R15S-28-R-800-Q-5-2,R15S,800,5_C_per_min,Quench,Residual,7.641764184053076,1216.3936377075056,2.8961312461965094,False,0.0,Moderate
R15S-28-R-800-Q-5-3,R15S,800,5_C_per_min,Quench,Residual,8.478785661000307,1442.250934471899,2.737436379394265,False,0.0,Severe
R15S-28-R-800-Q-10-1,R15S,800,10_C_per_min,Quench,Residual,8.010080648960798,1217.4100719491082,3.314309288818118,True,5.637918845070873,Severe
R15S-28-R-800-Q-10-2,R15S,800,10_C_per_min,Quench,Residual,8.775464425222639,1586.211738883689,3.6989734685366877,False,0.0,Severe
R15S-28-R-800-Q-10-3,R15S,800,10_C_per_min,Quench,Residual,7.749360903396957,1195.7168649316052,2.72612627497389,False,0.0,Severe
R20S-28-R-23-F-5-1,R20S,23,5_C_per_min,Furnace,Residual,0.0,4503.877538680382,33.76843486582713,False,0.0,Minor
R20S-28-R-23-F-5-2,R20S,23,5_C_per_min,Furnace,Residual,0.0,4549.14535679908,33.543000903827014,False,0.0,Minor
R20S-28-R-23-F-5-3,R20S,23,5_C_per_min,Furnace,Residual,0.0,4309.278415652775,33.045721738932244,False,0.0,Minor
R20S-28-R-23-F-10-1,R20S,23,10_C_per_min,Furnace,Residual,0.0,4942.623199497899,33.00880587762198,False,0.0,Minor
R20S-28-R-23-F-10-2,R20S,23,10_C_per_min,Furnace,Residual,0.0,4197.927424977509,32.13467939641577,False,0.0,Minor
R20S-28-R-23-F-10-3,R20S,23,10_C_per_min,Furnace,Residual,0.0,4520.5794848978985,31.905611226359007,False,0.0,None
R20S-28-R-23-Q-5-1,R20S,23,5_C_per_min,Quench,Residual,0.0,4157.880642767976,32.57360350501309,False,0.0,Minor
R20S-28-R-23-Q-5-2,R20S,23,5_C_per_min,Quench,Residual,0.0,4332.525036088344,32.946765398957396,False,0.0,None
R20S-28-R-23-Q-5-3,R20S,23,5_C_per_min,Quench,Residual,0.0,5208.275220800474,31.716326964134772,False,0.0,Minor
R20S-28-R-23-Q-10-1,R20S,23,10_C_per_min,Quench,Residual,0.0,4502.156486215755,33.127959513844345,False,0.0,None
R20S-28-R-23-Q-10-2,R20S,23,10_C_per_min,Quench,Residual,0.0,4870.390191299932,32.582439645526584,False,0.0,Minor
R20S-28-R-23-Q-10-3,R20S,23,10_C_per_min,Quench,Residual,0.0,4665.563744685298,33.60927878043331,False,0.0,Minor
R20S-28-R-200-F-5-1,R20S,200,5_C_per_min,Furnace,Residual,1.744479069018969,4392.658804407503,31.311689337933387,False,0.0,None
R20S-28-R-200-F-5-2,R20S,200,5_C_per_min,Furnace,Residual,1.6984583361721797,4699.3622433352775,30.1847539831587,False,0.0,Minor
