sample_id,experiment_date,operator,furnace_id,sem_magnification,sem_resolution_nm,ct_voxel_size_um,ct_scan_time_hours,density_measurement_error_percent,ramp_up_rate_C_per_min,peak_temperature_C,hold_time_hours,cool_down_rate_C_per_min,applied_pressure_MPa,pressure_type,initial_relative_density_percent,initial_pore_size_mean_um,initial_pore_size_std_um,particle_size_um,atmosphere,oxygen_partial_pressure_atm,final_relative_density_percent,porosity_percent,grain_size_mean_um,grain_size_std_um,pore_size_mean_um,pore_size_std_um,grain_boundary_area_per_volume_um2_per_um3,grain_boundary_thickness_nm,grain_boundary_energy_J_per_m2,coordination_number,pore_connectivity_fraction
SINT_0028,2024-08-06,Operator_C,Furnace_3,10000,5.0,1.4538980921697955,2.1843420970074194,0.4131938598304117,5.628109945722504,1309.3628287722825,6.834120489013028,5.994769544041725,96.17032171342865,pressure_assisted,62.83468794597116,0.5474775238280782,0.2682582597776475,1.6548015672716243,air,0.21,98.22513415741561,1.77486584258439,10.223197858032318,2.8672919902035985,0.13316449078426304,0.11578071291371776,0.29345025320456986,0.9750756830378241,1.471297460306592,12.216744857454946,0.27561363752411533
SINT_0029,2023-03-09,Operator_C,Furnace_3,2000,25.0,1.3064078799458654,3.479547387739707,0.21868251566795985,6.331731119758382,1222.5501986603708,2.893253549324417,12.439336671824625,0.0,pressureless,63.42958297334414,0.6732541066007194,0.4063543925387405,2.0769839701052253,nitrogen,0.00013661010724680116,88.27726502106007,11.722734978939926,5.108417182591739,2.906687121635797,0.4208553546359412,0.4487257668694951,0.5872660538029824,0.8872372514877175,0.5869671032457816,10.643542407450989,0.5356708740221396
SINT_0030,2023-11-16,Operator_C,Furnace_1,10000,5.0,0.835713928450489,5.781548185607417,0.3251080283206127,1.4180537144799796,1545.8889505020213,6.71686605613008,9.009096596778308,99.80387701137803,pressure_assisted,62.6456430727528,0.37837908818466687,0.18705668698684172,1.885929840248566,nitrogen,0.0009774607460198083,99.5,0.5,11.388125227679778,6.161732617106504,0.04884853023641207,0.02236370550486737,0.26343229811947033,0.5566209754511501,1.3853386136208778,11.816729084230136,0.22844569088655337
SINT_0031,2024-08-28,Operator_B,Furnace_1,5000,10.0,1.8271777884970484,8.83730693510539,0.1997409243626808,6.467903667112945,1525.1604036520312,0.7775572603661947,6.047000089028048,0.0,pressureless,53.979842779188736,0.40671357361015276,0.1708805296999888,1.6876182241123379,nitrogen,0.0009643888808019506,90.92995246325685,9.070047536743147,6.914766685755739,3.526208594225849,0.2236314197610587,0.2130225311793335,0.43385411776509125,1.374792742824569,0.5614612165383911,10.56505091496231,0.6334651700249199
SINT_0032,2023-01-19,Operator_B,Furnace_2,5000,10.0,1.942111828916538,4.2841845683193585,0.4267933523236278,2.5347171131856236,1599.8870693144522,4.972024088615398,9.934339183041939,0.0,pressureless,58.3666772820456,0.31458645782304795,0.10931333212205728,0.8277434308682331,air,0.21,99.5,0.5,8.348365050834081,2.9811514508967654,0.04061293706970155,0.03359592251395269,0.3593517990328264,0.8449421231015513,0.7310361379470595,11.867933036469855,0.29183900460190926
SINT_0033,2024-10-01,Operator_B,Furnace_1,1000,50.0,0.42991469398828275,6.230144462417627,0.144200540491076,1.5854643368675156,1598.6547348295621,2.225066279657773,11.309958764901516,0.0,pressureless,65.01879596726637,0.4922016613145605,0.22516218919699407,0.7096044157219366,argon,7.83140690643315e-06,99.5,0.5,5.082310838642817,2.0418299758325316,0.06354296124156386,0.04469158776398187,0.5902826677167825,0.7222008830245746,0.49192194787788746,12.079747755126675,0.2333817197188324
SINT_0034,2023-12-09,Operator_A,Furnace_2,5000,10.0,0.5237240186825682,7.573450647164668,0.4317786559046658,9.539969835279999,1422.172682241051,1.404251643329591,5.544112009535938,11.288374990035399,pressure_assisted,52.027457951063184,0.32714182135584413,0.11395082996351774,1.220870960630663,air,0.21,93.42632627346431,6.573673726535688,4.114252000037491,1.5870015238892403,0.1531367804753616,0.10294160439464892,0.729172641824726,1.4807449457415165,1.205113146638995,10.1832923977637,0.5453871248730554
SINT_0035,2024-08-16,Operator_C,Furnace_2,2000,25.0,1.0986989532007023,10.88592494623292,0.34109192020304074,9.690688297671034,1507.5949660722042,1.0771490122190688,7.37613831982957,76.40825667053771,pressure_assisted,55.55705552179425,0.6659216393888607,0.25867624556445723,1.7504569067075357,argon,4.85781475600279e-06,96.50208142125213,3.4979185787478713,9.01406434615709,2.716471607925266,0.22738789873075535,0.20389102175630724,0.33281324436950255,1.5218138867323232,1.2152688629146127,10.748916058479608,0.5522645485245293
SINT_0036,2023-12-09,Operator_B,Furnace_3,1000,50.0,0.27337608163626603,5.260705023271234,0.1747638139308309,8.275576133048151,1577.9062919529713,5.722165819086048,3.584519213380318,0.0,pressureless,55.526382169317074,0.2047264816613757,0.16248487347993698,0.8749116051039866,argon,7.781314973417884e-06,99.5,0.5,6.124326730532959,2.4620480511856826,0.02643007513340487,0.029411289809653265,0.48984976341047204,1.628232338386499,0.8406639736343824,11.614892138863855,0.09524437606188021
SINT_0037,2023-04-07,Operator_B,Furnace_1,2000,25.0,0.9292519577639143,3.335582658634835,0.3168141542024473,3.741523922560336,1539.8589562709647,3.049062228260496,4.354941543950844,0.0,pressureless,58.64037855189012,0.41771244375774863,0.2180675241458106,1.8947808386688352,nitrogen,0.00037893729155809427,94.90111591332737,5.098884086672626,12.258977486196526,2.6013380946527582,0.17220840941981802,0.1372398973889498,0.24471861567393913,1.2553653445078872,1.3570959712903081,11.423718506832934,0.5575749202477706
SINT_0038,2023-02-21,Operator_B,Furnace_1,2000,25.0,1.2054034030776493,6.892722258976082,0.21299953473893618,1.8790490260574548,1298.939240697279,5.935750786465711,10.854532101544777,0.0,pressureless,69.60737481884371,0.581238846568475,0.32894392001339906,2.390661359911166,nitrogen,8.930857017961162e-05,90.75467225991217,9.24532774008783,9.784328368080667,2.4727360642635325,0.3226674526660484,0.341956039072326,0.30661276759546163,1.8410819078058298,1.0357841181678196,10.64765306107903,0.4768066819621982
SINT_0039,2023-06-24,Operator_C,Furnace_3,5000,10.0,1.091939785160933,9.46721601684062,0.22938693389219866,7.158097238609412,1380.2176541240374,0.9901725559920678,4.35869852004315,0.0,pressureless,51.35005093367644,0.5481370552961845,0.40387246048595654,0.5770695102008528,nitrogen,0.0003428832992541257,90.05601314059841,9.94398685940159,1.622952035891845,0.9001473632195369,0.31557951606431184,0.22776165951731983,1.8484834632536995,1.9045141300973416,1.0735067786741972,11.413195698462864,0.580262721324207
SINT_0040,2023-12-04,Operator_A,Furnace_2,5000,10.0,0.7287263078482494,3.0985975705273345,0.24061121663875215,4.961372443656412,1251.663766060598,2.8646775337295773,8.827123987671783,0.0,pressureless,60.3740198876119,1.922006421186319,1.5333468360941485,0.6052265536055226,air,0.21,91.72678265322901,8.273217346770991,1.878518210757967,0.9405212945623274,1.0093259142901057,0.48640987353761594,1.5970034162136357,1.7110564096887342,1.34541920170077,10.155705960265983,0.4932660691347055
SINT_0041,2024-11-24,Operator_A,Furnace_3,2000,25.0,1.130647031546693,6.246834916969604,0.12532769878892838,2.0983441136030097,1581.6204109034888,4.546184692815029,11.217601402391624,69.26864641030494,pressure_assisted,53.58729364024421,0.5955635562892398,0.3521908117631943,0.9192243748455283,argon,5.2642063032455794e-06,99.5,0.5,5.871447878412171,2.167429504969437,0.07688692450387631,0.03453795933407105,0.5109472249647725,1.4533902230122808,0.717120184546655,11.557660598531648,0.304685359951927
SINT_0042,2023-12-19,Operator_C,Furnace_1,5000,10.0,1.9217218130918108,2.1778514126248343,0.49438467376056694,5.456592191001432,1442.469853780352,6.4304237362922265,3.38940000023167,0.0,pressureless,69.41353090819489,0.30265114331201487,0.2137434084186544,1.2026982820393912,argon,8.089906450566496e-06,99.5,0.5,9.452341367491618,3.8457809785499912,0.03907209459193559,0.01723343096651526,0.31738168178284004,0.955581430386783,0.7688391491948632,12.693379203828885,0.2199500830471958
SINT_0043,2024-01-26,Operator_B,Furnace_2,5000,10.0,0.4914330681536144,2.3355918164725114,0.11261385125248964,1.3094966900369656,1291.4571222013851,2.8906437719905242,9.375058855175746,0.0,pressureless,52.266070094549285,0.4766945716892065,0.22093387728866287,0.7299784920198638,air,0.21,92.24991990210602,7.750080097893985,2.199693212623496,0.7654922577744662,0.24228842935755576,0.17060015639500287,1.3638265476220688,1.9744173824303317,1.4059519191946444,11.032215649285043,0.5966482329006685
SINT_0044,2023-04-25,Operator_C,Furnace_2,5000,10.0,1.344179580948607,6.829533632166656,0.36499874927371134,9.18388361870904,1468.6802737623427,5.194185323277568,5.335316188117729,0.0,pressureless,58.072020047231824,0.2057136044255418,0.0931619270865684,2.2508808023417615,nitrogen,0.000986190620486411,92.81740447175177,7.182595528248228,15.491372261332286,7.68855312662096,0.10065679357414001,0.0674189339666885,0.19365618160814854,0.9112042507879075,1.3309153212368257,11.484741887634149,0.46874620114747256
SINT_0045,2023-12-14,Operator_A,Furnace_1,10000,5.0,0.18245371889649853,4.981972981509294,0.24849105910297223,3.3290198344001523,1447.2512961831583,7.144833111771404,14.518049378088538,17.974424257271117,pressure_assisted,64.75769969669213,0.48025068297608664,0.24077457341515046,1.289739315456613,vacuum,1.3808827861095222e-09,99.5,0.5,7.612913875479544,3.9105625581955343,0.062000096572370704,0.060409770466932036,0.3940672453503919,0.8039853829856466,1.2550103597707403,12.958956804968064,0.19652175681344627
SINT_0046,2023-01-01,Operator_A,Furnace_2,2000,25.0,0.22619116851472637,10.451072990054122,0.35840411637867964,6.962700559185838,1343.2650872131362,5.118973911367284,8.286093407359022,53.88650287004898,pressure_assisted,64.09108856054891,0.32966601622416525,0.20975119995096966,1.023950544377284,vacuum,7.957488475347214e-08,99.5,0.5,4.519859683593056,2.2839487200317774,0.04255969968822453,0.042315287898816126,0.6637374188605683,1.1632311706798741,1.1915625689754206,11.586431124382422,0.15014457607582404
SINT_0047,2023-03-04,Operator_C,Furnace_2,20000,2.5,1.1484736260248116,8.021543061264543,0.24249930123503352,3.8053996848046987,1245.4230368798517,2.247196060652253,12.477903147077056,0.0,pressureless,58.45457273787865,0.790213558545701,0.5066026287519977,0.4225084998829516,nitrogen,7.099862702546828e-05,92.75336932322983,7.246630676770167,1.3029105001347299,0.6371814615498549,0.3883755790523183,0.17115058329525712,2.3025372807186524,0.5852608560685827,0.5960034342316928,10.984125407534629,0.6198973488047371
SINT_0048,2023-08-14,Operator_B,Furnace_1,2000,25.0,0.299384442623104,6.539329617429903,0.3695002585035435,5.680612190600297,1468.6292782371197,0.6830058616740351,9.152945048031402,46.678872792918774,pressure_assisted,56.930483359054364,0.3798733702969974,0.17383754433450269,0.4540765468046384,nitrogen,5.756893182018048e-05,93.79232954561571,6.207670454384285,1.6332171835005647,0.46024343672151036,0.1727995269861824,0.09968780698076339,1.8368653173057696,1.9677416970076862,1.2575380718301379,11.03609715561666,0.4465874811815584
SINT_0049,2024-02-27,Operator_B,Furnace_1,1000,50.0,0.14245889801102893,6.079353710542963,0.3916942037873443,5.920392514089517,1408.1230803615174,7.0257415542569746,2.564362927112649,0.0,pressureless,57.95224757105741,0.4716443192121607,0.1729071477545101,1.1836531550422977,air,0.21,99.5,0.5,8.335220563309862,2.7938658409606307,0.060889019788067766,0.03771523609237696,0.3599184901243596,1.3826503346246373,0.9098384781095941,10.956036831091696,0.3594705429272428
SINT_0050,2023-01-19,Operator_A,Furnace_2,5000,10.0,0.42587469553124213,6.9724548018956325,0.3762210561598579,2.6636900997297435,1508.9273566942556,0.6595205813779035,10.23096788272229,0.0,pressureless,55.28552526317279,0.36388183205531094,0.22422330381038802,0.27816039376069,vacuum,9.32571449144285e-08,90.89599986684493,9.104000133155068,0.6507646318859468,0.2524564429933669,0.20045452897945207,0.16799885346766086,4.60996165588449,1.3354281374962629,1.267181152554047,10.63093491370134,0.4721900483746233
SINT_0051,2023-01-31,Operator_A,Furnace_1,5000,10.0,1.1732134248991914,2.4043883121266134,0.14558479254326093,9.726261649881026,1408.0654004447974,7.060262545131495,14.368243448686542,0.0,pressureless,54.106658774135994,1.1927701933719486,0.43436268974034187,1.8359874300308627,air,0.21,97.48233337370199,2.517666626298009,10.25568618113371,3.4081408806269375,0.34553755983473744,0.17816337419611764,0.2925206511797114,1.4836944198495798,0.9722809643288011,12.10484221018393,0.30318834518132465
SINT_0052,2024-09-24,Operator_B,Furnace_3,20000,2.5,1.4363478135859715,10.9279335642066,0.36275729386187383,7.976195410250031,1540.872600127416,4.46702850520409,9.820953661902305,0.0,pressureless,59.6607939511778,0.4258072228657224,0.25090531104859526,0.9094708731837209,nitrogen,0.0004972466845779785,99.5,0.5,4.731866055792624,2.375283574071519,0.05497147609512576,0.027878947670369594,0.633999349226608,1.24553547166581,1.0011442783771096,12.203628104239455,0.39421115740334484
SINT_0053,2023-01-24,Operator_A,Furnace_1,1000,50.0,0.484709271868622,11.983031557339583,0.21199501978163893,9.455490474077703,1420.7627355097943,7.543007738846721,12.649455172548272,0.0,pressureless,55.37067512135215,1.2499847374249866,0.8083789595590664,6.9996194392558095,air,0.21,84.70721677999775,15.29278322000225,34.39452370387359,11.410087779482467,0.8924571001209388,1.0308157161994926,0.0872231877908556,0.5480952756418124,1.0297749152567985,10.270503822027038,0.7560353107798159
SINT_0054,2023-07-30,Operator_C,Furnace_1,10000,5.0,1.3696929306955317,3.8148712485869867,0.11152054822773341,9.053446153848839,1424.3751886141545,6.49087426830249,13.4946840235293,95.29192233680237,pressure_assisted,55.749233297945004,0.7512090532069113,0.48851556539825014,3.993826326188013,air,0.21,98.53883163917601,1.46116836082399,20.171120943014785,5.149542644903898,0.16578694001159566,0.1729758473241007,0.1487274806628381,1.418466933260595,0.8217370298582778,11.617423061570385,0.18474669958998713
SINT_0055,2023-06-10,Operator_C,Furnace_3,2000,25.0,0.4467050290885357,3.2038296477461974,0.2659322687555816,6.381099809299767,1550.661441063338,7.984505829000031,4.965037035336122,16.508482773214475,pressure_assisted,63.13512126949114,0.6362817459927175,0.43059479886146834,0.8968475008758939,nitrogen,0.0007088749622220575,99.5,0.5,7.753472768751181,2.788274265184911,0.0821436201908524,0.044729166206735144,0.38692339413261356,1.574260815434646,0.5462709844482723,11.605284715330512,0.24839826266050208
