fuel_utilization,operating_temperature_K,current_density_A_cm2,thermal_cycling_amplitude_K,cycles,cell_length_mm,cell_width_mm,anode_thickness_um,electrolyte_thickness_um,cathode_thickness_um,Ni_particle_size_initial_nm,YSZ_grain_size_nm,porosity_anode,tortuosity_anode,TPB_length_density_um_um3,interface_roughness_nm,E_electrolyte_GPa,E_anode_GPa,eta_activation_V,eta_ohmic_V,eta_concentration_V,peak_temperature_K,min_temperature_K,temperature_gradient_max_K_mm,max_principal_stress_MPa,von_mises_stress_MPa,stress_concentration_factor,max_stress_MPa,max_elastic_strain_percent,accumulated_creep_strain_percent,crack_initiation_indicator,crack_length_um,crack_propagation_rate_nm_cycle,crack_present,strain_energy_release_rate_J_m2,delamination_indicator,delamination_present,delaminated_area_percent,Ni_particle_size_current_nm,Ni_coarsening_percent,TPB_density_current_um_um3,TPB_loss_percent,cycles_to_failure,time_to_failure_hours,remaining_life_percent,voltage_degradation_mV,power_degradation_percent
0.55,1057.2511397586998,1.0565240978461197,50.21006310103982,3858,100.0,100.0,577.2097032281631,11.236938021971666,47.77660748790885,468.050349996686,508.76036652578523,0.37891519585642086,3.3080135578897005,3.9974851082421963,138.94927817538775,154.44493161447804,2.569234414694247,9.12381735104159e-05,0.061031768736059956,,1059.6429149339879,1052.2511397586998,239.1775175287999,4086.2829375111746,3745.1401744302925,1.741336273818266,6521.548436269537,4.222571999027122,1436185757.1808622,2.0,2289521683681.809,593447818476.3271,1,0.011375658043486864,0.00022751316086973728,0,0.0035109830985417855,,,,,,,,,
0.7,863.8954866068896,1.355605689776362,174.02788568295134,2669,100.0,100.0,526.4869591621344,9.91871795153351,53.71812050851025,535.7076871167583,450.5083337965099,0.317366875118925,3.9492559647930037,3.394431823558049,174.88217209856938,166.04627080358665,11.187476985178463,0.00016358797967337216,0.5756896481661006,,892.8077059919023,858.8954866068896,2891.2219385012672,3521.5903141337403,3227.590836228236,1.8822971764739205,6075.2851178455085,3.6587904615044695,400608.91729900934,2.0,236608142409262.47,88650484229772.31,1,0.12968677867517187,0.0025937355735034372,0,0.027690720982722697,,,,,,,,,
0.55,960.9215810833687,0.49098389329177916,76.95713236313603,3176,100.0,100.0,550.8756890745503,11.824081358154618,46.138780739266394,458.9568380593187,431.64405165249144,0.37443097179128204,2.8940597144879496,6.101064473363191,103.08088097838572,160.2247051349979,3.2880616940434457,2.8670222706061937e-05,0.07299869449775659,,962.2495536703054,955.9215810833687,132.7972586936721,3583.089880507985,3283.9561198516235,1.6328208502910015,5362.112023934466,3.346619998093677,23675205.18512873,2.0,5665979266421.644,1783998509578.5703,1,0.029172119969999084,0.0005834423993999817,0,0.0074120522419773675,,,,,,,,,
0.85,1088.8614049349376,0.9538677519694402,189.22998899295618,4957,100.0,100.0,514.4854292184392,10.838504158854471,44.19653560263604,487.9557648719189,579.3329496475599,0.282405846774633,3.2554656878715917,6.302675762843298,180.70791018981993,152.54831570390374,14.068929408202864,5.28048240698944e-05,0.0427430122916261,,1090.373314189228,1083.8614049349376,151.1909254290527,4342.852989523826,3980.2905113116394,1.9081918600646504,7595.157954377435,4.978854023612843,7275018200.209162,2.0,463690621946952.1,93542590669145.03,1,0.15393240038145933,0.0030786480076291866,0,0.0610434326952715,,,,,,,,,
0.55,971.4509707169494,1.0489465580072679,79.98150148635855,4834,100.0,100.0,451.46575550643126,14.223691325458649,56.241339031340445,491.532259931424,544.0671960448356,0.2807414056308935,3.0866298824664105,5.314283647464887,73.1573462504206,159.59294175698304,15.24821688449868,7.238199604425345e-05,0.18752239983448787,,978.7390040762554,966.4509707169494,728.8033359305963,3554.583732126714,3257.8298033058604,1.5668999663800491,5104.693409271875,3.1985709098870703,47870367.607715085,1.8272599474563083,5341680226053.822,1105022802245.2935,1,0.037755345832315865,0.0007551069166463173,0,0.014600747340273192,,,,,,,,,
0.85,1053.9603022456995,0.9815031764177221,81.90806838702169,3229,100.0,100.0,463.53562899237613,10.224497944019017,55.639365365523986,462.50767199434813,575.856003918942,0.32661109117336634,3.9023371946681578,3.4574432006455345,181.3937844779737,154.64238186525802,8.959521925796404,9.752841709793078e-05,0.05658134547920951,,1056.0206909406998,1048.9603022456995,206.0388695000195,4209.371644257955,3857.952837602561,1.9112963130905196,7373.691034586883,4.768221328233083,1468829223.54391,2.0,17016060557921.48,5269761708863.827,1,0.027580189040628096,0.000551603780812562,0,0.00712451443297505,,,,,,,,,
0.7,856.1321199954938,0.5150062089974912,190.37570119752527,1335,100.0,100.0,485.73397673309574,8.402204280281362,43.628039893600096,520.7971869251137,585.3432078759611,0.3703907203905273,2.7239816907804135,3.480655569336138,56.2415250382235,166.51207280027037,4.024811631659522,6.0126571114168984e-05,0.23529503033442287,,860.6213558149727,851.1321199954938,448.9235819478901,3042.8235976706715,2788.7938925447415,1.539538864232814,4293.45658190774,2.5784656389796425,57605.34228486185,1.347526515377713,22474500330164.96,16834831707988.695,1,0.13183640235344113,0.0026367280470688224,0,0.014080127771347511,,,,,,,,,
0.7,1059.7974091171584,0.5472391424786961,123.68069301916843,1599,100.0,100.0,585.3541315899033,14.85649413729513,46.7247214246787,545.1682792117831,580.7997277739582,0.3260257008787716,3.106006265405566,5.957929488926579,136.83165955885988,154.2921554529705,9.000762287388312,3.4190471681948914e-05,0.04362276708317281,,1060.6822534140306,1054.7974091171584,88.48442968721314,4065.72790385792,3726.301174904612,1.7340362882203966,6461.541458122896,4.187861294148831,631353495.2747986,2.0,21594525932270.26,13505019344759.303,1,0.09116693414637946,0.0018233386829275891,0,0.01166207421600486,,,,,,,,,
0.55,863.854342153218,0.47772649772561737,64.43684461301147,4687,100.0,100.0,407.03443281969106,11.146780520604826,44.479845229757764,496.954465892386,478.9371989416636,0.3154669679277581,3.8065214155987475,4.9060736860278125,52.3807494931247,166.0487394708069,11.44494378490046,3.8418369129413603e-05,0.2352137841365422,,868.0167944045244,858.854342153218,416.2452251306378,3061.365721956015,2805.7880301613145,1.5342967864682686,4304.911558187639,2.5925590112320522,296754.2391992013,1.303922524741183,1556497532744.432,332088229729.97217,1,0.019981445919040754,0.0003996289183808151,0,0.007492242961803521,,,,,,,,,
0.55,870.4883460184474,0.915163096069844,133.8100047046249,3021,100.0,100.0,440.6527237573494,14.874785037267369,52.24524643607978,535.7302235582675,455.0563845369643,0.3544139558767227,3.0663574987888063,6.757578809517547,99.00643236376446,165.65069923889317,6.150734191457397,5.519607586089946e-05,0.535196386270457,,888.6306606583117,865.4883460184474,1814.2314639864417,3280.851397625417,3006.9499747040268,1.6225284206175083,4878.861793332381,2.945270871628698,359574.8025511984,2.0,39116206192307.29,12948098706490.299,1,0.11470820706143481,0.0022941641412286963,0,0.027722679482607565,,,,,,,,,
0.7,856.2524378841258,0.576015042928996,141.27274469218918,3506,100.0,100.0,525.8801796560566,10.446940677107802,46.57501195902428,540.7306779783746,496.1496554327359,0.2829175778766756,3.0790418159121136,5.050216704751671,127.97797445503545,166.50485372695246,15.914115540721077,4.722295817608316e-05,0.3007439306681501,,862.6694834125973,851.2524378841258,641.7045528471499,3231.268364238863,2961.5063739681455,1.7047295243201712,5048.567352165872,3.0320841940409156,228175.06208150354,2.0,87580127856541.05,24980070694963.184,1,0.09026224690773207,0.0018052449381546415,0,0.025316755012680693,,,,,,,,,
0.85,964.1037105149567,0.4853648607746602,151.22508204097977,3707,100.0,100.0,433.425111586358,10.486605412200117,51.87830118603733,491.0929429570889,468.76225018880604,0.309585322724541,4.433411893438915,5.068023545235146,81.30733085589489,160.0337773691026,11.606779881931635,3.523528450560738e-05,0.06437723275033773,,965.261619721619,959.1037105149567,115.79092066623697,3531.7056436222683,3236.861688840356,1.5826360256363745,5122.773918760944,3.201057928505778,27905274.43984037,1.9331775449524076,46246864165297.6,12475550085054.633,1,0.09978553464217195,0.001995710692843439,0,0.02959239815348251,,,,,,,,,
0.7,857.0455107589632,1.4050156527191862,115.37723616805681,3949,100.0,100.0,418.6193901856083,11.529559067107247,43.06755341000161,489.80840115820257,465.05514197383286,0.2940571239215099,3.025218277711583,5.710137211663346,156.9737401602259,166.45726935446223,14.394121064935655,9.689718199092277e-05,0.775138679946729,,897.3869226260241,852.0455107589632,4034.141186706087,3525.3531950206857,3231.0395735273423,1.8080094387486265,5841.750045907772,3.509459255557091,384871.835734806,2.0,69354246701603.61,17562483337959.85,1,0.06642461948246178,0.0013284923896492357,0,0.020984865786899325,,,,,,,,,
0.7,990.462774253409,0.5947616744088356,164.2036356522695,4991,100.0,100.0,560.3610415723308,9.879156463989284,44.957415629603844,501.80570349763894,512.7096903696382,0.3688747955991043,3.6047399399658806,5.2990974839364435,93.32239652404218,158.45223354479546,3.938197592951342,4.120846175523775e-05,0.05848888313524979,,991.7520874119843,985.462774253409,128.9313158575453,3682.781283428548,3375.3247998555876,1.608863371162382,5430.436436263653,3.4271756950200607,117693460.66110122,2.0,102106962765783.42,20458217344376.547,1,0.10973801859890543,0.0021947603719781085,0,0.04381619606617096,,,,,,,,,
0.85,858.6415825988184,0.9563557809674322,157.23508049615754,4802,100.0,100.0,530.5177520244406,13.733508403715234,40.041796305307685,481.25572672845146,560.6388330631935,0.3539459691039077,3.247204819232115,4.181422514396488,95.28391235250824,166.3615050440709,6.252069073151348,8.91651848608103e-05,0.6747982768955978,,882.5464902557062,853.6415825988184,2390.4907656887763,3246.6743909450784,2975.6262306760946,1.6134877994150059,4801.1366188151405,2.8859660878538396,309914.8606194053,1.9613520542497098,103806118987890.3,21617267594312.832,1,0.14686103377712212,0.0029372206755424422,0,0.056418134735819234,,,,,,,,,
0.85,958.7589589775413,1.3278841412071478,51.13946219128761,4771,100.0,100.0,578.3489751876575,14.997822538787519,54.1601746118858,455.19154030867395,523.1151753255256,0.3576713213403691,2.7886615490552638,3.533420223873331,179.20587069897437,160.35446246134754,5.449685010213126,0.00013348677259367086,0.2824262029034299,,972.6554971577341,953.7589589775413,1389.653818019277,3871.360377424323,3548.1603943999544,1.901434301162219,6746.593879937341,4.207300362198255,58024139.162330985,2.0,5374209242010.5205,1126432454833.44,1,0.016352905297927205,0.0003270581059585441,0,0.006241576894112856,,,,,,,,,
0.7,1059.1763652515917,0.5314817204332809,109.42893392563518,3364,100.0,100.0,484.8715554273908,12.457696070742738,59.76225836876634,527.1603713844243,460.1571817761443,0.29924770527177624,3.1011088825171855,6.361818675355163,189.34262964822418,154.32941808490452,12.263332993000102,3.058642138659687e-05,0.03180244835001163,,1059.8029828844406,1054.1763652515917,62.661763284871036,4262.725738489835,3906.85267269324,1.9481328925263073,7611.068197928016,4.9317027773284146,1960575885.1830583,2.0,52297667900374.945,15546274643393.207,1,0.059858266348356996,0.00119716532696714,0,0.016109056639669835,,,,,,,,,
0.85,863.5622549472256,0.46006286256194356,105.74254862626023,3820,100.0,100.0,409.11208906975327,10.741587896693552,52.67099686115985,457.324440932101,469.0750698899203,0.3628754391238329,3.166320900117156,3.3831375699135062,111.76097106596484,166.06626470316644,5.027060627915698,5.1480604378609654e-05,0.2168967286888123,,867.2589147322298,858.5622549472256,369.6659785004187,3208.966442861049,2941.066325396788,1.656131433170093,4870.792388527681,2.9330414562126346,324726.67494590674,2.0,27060688774220.535,7083949940895.398,1,0.051858840121689995,0.0010371768024337999,0,0.015848061541188462,,,,,,,,,
0.55,971.0032826395701,1.4705963738161865,193.0634946589381,2967,100.0,100.0,426.08012540742084,12.976879011916935,47.172322973906056,458.0441788132509,479.9568422997943,0.33900234620263037,3.2634619618069407,6.5161427593725705,151.3705785380431,159.6198030416258,7.800975927813759,7.990975451044342e-05,0.22638574004276563,,983.3380812834887,966.0032826395701,1233.479864391854,3845.5483108641315,3524.5032446288915,1.7864131505867733,6296.218945490803,3.9445099076139503,48799516.181464575,2.0,255889762978126.4,86245285803210.73,1,0.20073851191708145,0.0040147702383416285,0,0.047647293188638445,,,,,,,,,
0.55,963.1612999960962,0.5745529175506097,54.92451937214994,4445,100.0,100.0,534.2962376146668,12.247786651557455,57.27438790906139,526.2741943699087,417.0882430493013,0.36613422237650073,3.1482065208987864,3.011470255139072,105.4820475618867,160.0903220002342,4.349676757252588,7.270011860261394e-05,0.08483873318685448,,964.9681930234686,958.1612999960962,180.6893027372384,3594.1760473727622,3294.116759616574,1.6390807794731015,5399.323466027742,3.3726732500543304,36788885.34936214,2.0,2528147777143.2695,568762154587.8883,1,0.015379016723854297,0.00030758033447708595,0,0.005468778347002589,,,,,,,,,
0.7,1057.0602927765442,0.9196262910953491,90.19685883899632,2320,100.0,100.0,534.3762796419556,14.639406716833307,42.82259368508712,510.47929675106,585.6637986936489,0.31480151715649296,4.011988586695326,4.157559679321386,189.63430871313315,154.45638243340736,10.382779524422045,7.974957088523211e-05,0.07438662588731751,,1059.596634875579,1052.0602927765442,253.6342099034841,4250.943489528469,3896.054063148786,1.9495146380138486,7595.41442660189,4.917514127249868,1256499010.309105,2.0,18439178078369.895,7947921585504.183,1,0.047828362258571226,0.0009565672451714246,0,0.00887694403519082,,,,,,,,,
0.85,1071.6513841584704,1.4967690824873559,64.45974158023103,1996,100.0,100.0,442.31856385900795,13.058879141465216,53.297238356613846,491.73331299475325,430.381637741543,0.3099829044797811,3.053168742068814,4.293546024858248,144.11451917520353,153.5809169504918,10.878062177738327,0.00012275793425421406,0.0810784940459356,,1076.1528479889598,1066.6513841584704,450.14638304893816,4159.246498985735,3812.01238311644,1.7596124329637512,6707.664383943466,4.367511613507128,1261057594.9057329,2.0,2968232785066.1074,1487090573680.3425,1,0.021666742746810144,0.0004333348549362029,0,0.0034597454818106436,,,,,,,,,
0.7,863.1027194732663,1.0523527036600744,52.493445602488954,1380,100.0,100.0,420.79685421154,11.591897119376046,40.19426898106162,529.7258924533458,436.7988310601278,0.34605736452185054,3.098444710934761,3.213451288698147,87.85774147589149,166.093836831604,7.306142108378141,0.00013347631846568361,0.519948910568288,,883.3734641386834,858.1027194732663,2027.074466541704,3229.6335613740357,2960.008052393265,1.5964872842155573,4725.615216821505,2.8451478435124717,106369.89339857014,1.8537453459587665,553360001105.6848,400985508047.534,1,0.013794042001821754,0.0002758808400364351,0,0.001522862237001122,,,,,,,,,
0.7,986.5947927530545,1.3122608978079513,139.21175941437724,2471,100.0,100.0,548.7136633782321,8.337691492830679,52.43533479612961,488.0316815329806,528.2166289700546,0.36568360486222984,3.35314000512653,5.138563442832128,193.29556058071876,158.68431243481675,4.351262779255044,9.26321645811755e-05,0.11514712969845498,,992.1957050999272,981.5947927530545,560.0912346872678,3995.0062173367373,3661.4836785529606,1.967039671752679,7202.283653188607,4.538749636103513,102328370.37717582,2.0,101953999514561.58,41260218338551.76,1,0.06666609372170959,0.0013333218744341919,0,0.013178553406907552,,,,,,,,,
0.55,888.2560927263305,1.0976980301810184,157.601684040259,2711,100.0,100.0,522.4069894435867,9.50718340117383,50.87600579125062,508.237219373585,453.06085298906885,0.3116475962089092,2.998943509814405,3.341883021930046,157.30263365578335,164.58463443642017,11.811132538311313,0.00012871334341312845,0.3231126439097048,,901.3976261015077,883.2560927263305,1314.153337517727,3492.213241045701,3200.666304003798,1.80930148193807,5790.970287023317,3.5185364094607485,1134888.248005237,2.0,136820610573847.56,50468687043101.22,1,0.10104997598361416,0.0020209995196722834,0,0.02191571879132624,,,,,,,,,
0.7,958.7291698811199,0.9093182549212844,104.19763249955133,4284,100.0,100.0,511.3011225215322,9.802106631533558,46.67805302346129,494.62580905912097,575.0061494756718,0.34196585395678536,3.6042689059127975,3.772176858530224,153.81219644958804,160.35624980713283,7.471835837770061,8.925764485310522e-05,0.13256671010530316,,963.1968177736927,953.7291698811199,446.7647892572825,3748.7259403752473,3435.7640762828173,1.7957273972080832,6169.6956821243775,3.8474931220609916,41618730.17915311,2.0,44595900591387.19,10409874087625.357,1,0.044370504255412765,0.0008874100851082553,0,0.015206659218415065,,,,,,,,,
0.55,853.7313993914216,1.3288481326907688,177.68761779205335,3104,100.0,100.0,504.66607507900767,14.209651081416567,41.083568941905355,487.0093584802341,523.3630088524446,0.3209294390525964,4.015534966408217,5.453628109644427,64.66930383754813,166.6561160365147,10.761408621778052,9.59353092011819e-05,1.004279784999021,,903.1633549637004,848.7313993914216,4943.1955572278775,3289.978700463304,3015.3152859331076,1.5522764857354139,4680.603015432519,2.808539600435059,147627.5991506372,1.5752612900956509,52568615088602.86,16935765170297.291,1,0.19439824866417416,0.003887964973283483,0,0.04827297310828773,,,,,,,,,
0.7,1078.7224193595948,0.951014297860999,57.263525684223985,1903,100.0,100.0,488.06852694038173,13.96760573147463,50.39464300810259,513.0245884675198,447.30978975757387,0.30252716656304124,2.785176431602751,5.509771644376325,127.64239684261949,153.15665483842432,11.730800007476176,6.19427780122785e-05,0.052743594961283384,,1080.5823757076062,1073.7224193595948,185.99563480114352,4111.93034980231,3768.646416071066,1.7036572683966096,6420.481858756305,4.192101130394707,1343875507.2506073,2.0,1497570655582.959,786952525266.8584,1,0.018238425992698353,0.00036476851985396707,0,0.002776617973128397,,,,,,,,,
0.85,1062.367482077459,1.0264352466406776,122.02237807281597,1657,100.0,100.0,500.0125791777187,10.731605347357796,54.69856767200168,526.2336456988762,497.17930663746705,0.2960598350190216,3.8058301299101305,4.725776859187384,53.86161348284559,154.13795107535248,12.628135118145389,7.936456691512789e-05,0.053413159139005933,,1064.4010602909227,1057.367482077459,203.35782134636807,3814.400686595578,3495.9559754431525,1.5362634175871932,5370.709274568667,3.484352320177865,447463297.1164862,1.6495786362223617,4160941813513.9824,2511129640020.476,1,0.06403635331351096,0.001280727066270219,0,0.00848865899523901,,,,,,,,,
0.85,979.0236100973507,0.5810413873396109,176.75074719646278,4857,100.0,100.0,509.45430771716445,13.660288113899155,52.70984481807847,481.12965831823186,504.96579675357304,0.308782679605736,2.646200167202536,4.862624720172724,182.42875897964853,159.13858339415896,11.614550650314612,4.319113233850284e-05,0.08854057143387914,,980.9299372194706,974.0236100973507,190.63271221199176,3905.002862332243,3578.9942411313446,1.9160031512856837,6857.36424444097,4.309051958478514,134082608.57506274,2.0,421860167228812.94,86856118432944.77,1,0.17657581191739832,0.0035315162383479665,0,0.0686102974786243,,,,,,,,,
0.85,983.4197268723303,0.44781169056068176,173.18838959436283,2240,100.0,100.0,401.89278892002187,11.921640262194678,47.42279999867272,543.166476760474,586.4111769488707,0.29557053183647225,4.423371581768945,6.658853999609711,190.73937651217977,158.8748163876602,13.2646957003926,2.5773490279821446e-05,0.06122829003205743,,984.4356633812063,978.4197268723303,101.59365088758976,3957.873231726747,3627.4507350854624,1.9547688719031884,7090.827781307401,4.463154036952924,79278506.46737067,2.0,194731224288835.44,86933582271801.45,1,0.1477073036212938,0.002954146072425876,0,0.026469148808935847,,,,,,,,,
0.55,976.4015323072462,0.4744943735360251,128.3249337819477,3467,100.0,100.0,435.6162861456883,14.555780916097588,56.37452733284758,517.9301321081066,553.5475745647743,0.36809264633072525,3.3612922295784324,3.513486845966225,66.42547941124259,159.29590806156526,4.068567058645716,5.071194000439507e-05,0.08297714565144823,,977.8606527247978,971.4015323072462,145.91204175516523,3526.68899496065,3232.2638543949824,1.5551543039376676,5026.669044624512,3.155554405504118,39882338.809048474,1.7145467879159177,16817170481518.016,4850640461931.915,1,0.09927401251870223,0.0019854802503740444,0,0.027534640112187248,,,,,,,,,
0.7,884.2404699600365,0.42554188514299385,197.17991686212406,4160,100.0,100.0,411.2028894085117,14.015684578451882,49.26070501318511,450.4447224647359,580.6248101685007,0.34166360476587504,3.4920284660081142,4.998960046203688,63.574871322368736,164.8255718023978,7.814928262923921,3.1493380013830867e-05,0.2203511564426898,,887.7138791547907,879.2404699600365,347.3409194754132,3166.7833353720243,2902.4048687734053,1.5505220532956967,4500.242756625968,2.7303061699801736,770918.7732099383,1.5016903378007003,94701510772083.2,22764786243289.22,1,0.23352727548344288,0.004670545509668857,0,0.07771787728088979,,,,,,,,,
0.7,870.3942199585747,1.4135955403479583,53.82471450824164,2157,100.0,100.0,576.2566927790779,13.90505145051841,51.22254161903952,458.0269572410341,518.7092365769341,0.3501581033057131,3.384027563592244,3.7870123192960223,111.57215563798528,165.6563468024855,6.725286970929452,0.00014068001693223625,0.826127048763326,,913.6537894599528,865.3942199585747,4325.956950137812,3451.4069379538573,3163.2667094538615,1.6556043239213352,5237.118041888227,3.161435189762164,305124.0674363127,2.0,1421168955815.5317,658863679098.4795,1,0.01735071985542731,0.00034701439710854617,0,0.0029940402182525366,,,,,,,,,
0.55,971.5171983656819,1.4505766416880144,174.48963844541612,1956,100.0,100.0,548.6327906215462,9.64889644455231,49.91659753218693,540.8541130043983,585.262635052799,0.37890723456442743,4.465993272078283,3.2688011987949364,196.55354275542757,159.58896809805907,2.69679013148861,0.00017069607037485245,0.18232281862689692,,981.3216735389934,966.5171983656819,980.4475173311508,3965.559581796244,3634.495391287742,1.9829161896213712,7206.8997524887245,4.515913498519811,45991299.873196825,2.0,186884244918578.62,95544092494160.75,1,0.1218970359681061,0.002437940719362122,0,0.019074448188289243,,,,,,,,,
