wavenumber_cm-1,absorbance
1260,0.02029
1256,0.019
1252,0.02266
1248,0.01847
1244,0.01902
1240,0.02266
1236,0.02211
1232,0.02129
1228,0.02097
1224,0.02437
1220,0.02811
1216,0.02902
1212,0.02846
1208,0.03578
1204,0.03394
1200,0.04117
1196,0.05039
1192,0.05654
1188,0.06055
1184,0.0716
1180,0.07701
1176,0.08907
1172,0.09678
1168,0.10843
1164,0.11207
1160,0.12072
1156,0.12441
1152,0.1322
1148,0.12992
1144,0.13468
1140,0.13499
1136,0.13545
1132,0.13783
1128,0.13861
1124,0.14232
1120,0.14553
1116,0.1465
1112,0.14609
1108,0.14088
1104,0.14504
1100,0.14383
1096,0.13796
1092,0.13994
1088,0.13824
1084,0.12864
1080,0.12337
1076,0.12443
1072,0.11291
1068,0.10664
1064,0.10356
1060,0.089
1056,0.08505
1052,0.07445
1048,0.06946
1044,0.06875
1040,0.05915
1036,0.05434
1032,0.04614
1028,0.04561
1024,0.03913
1020,0.04024
1016,0.03716
1012,0.02841
1008,0.02527
1004,0.02625
1000,0.02333
996,0.02326
992,0.02014
988,0.02493
984,0.02012
980,0.02038
976,0.02137
972,0.01893
968,0.01768
964,0.01954
960,0.01835
956,0.02233
952,0.018
948,0.01692
944,0.02082
940,0.01688
936,0.02363
932,0.01729
928,0.01948
924,0.01634
920,0.02088
916,0.01774
912,0.01834
908,0.02251
904,0.02167
900,0.02085
896,0.01643
892,0.01906
888,0.0161
884,0.0192
880,0.0236
876,0.01949
872,0.02342
868,0.01987
864,0.01719
860,0.01885
856,0.02133
852,0.02326
848,0.01811
844,0.01956
840,0.01735
836,0.01852
832,0.02208
828,0.01625
824,0.01998
820,0.02358
816,0.02157
812,0.02034
808,0.02154
804,0.02186
800,0.02022
796,0.02172
792,0.017
788,0.01856
784,0.02353
780,0.02078
776,0.02117
772,0.01735
768,0.01844
764,0.0229
760,0.01697
756,0.02349
752,0.02216
748,0.02624
744,0.02787
740,0.02581
736,0.03181
732,0.03046
728,0.04129
724,0.04329
720,0.05142
716,0.05302
712,0.05868
708,0.0671
704,0.06853
700,0.06722
696,0.06534
692,0.0682
688,0.05997
684,0.0603
680,0.04908
676,0.04471
672,0.03667
668,0.03119
664,0.0335
660,0.02798
656,0.02111
652,0.01987
648,0.02169
644,0.02182
640,0.02312
636,0.01807
632,0.01822
628,0.0192
624,0.01833
620,0.01948
616,0.01872
612,0.02045
608,0.01936
604,0.01873
600,0.02038
596,0.02078
592,0.01897
588,0.01816
584,0.0226
580,0.01761
576,0.02452
572,0.02159
568,0.02191
564,0.02222
560,0.02517
556,0.02518
552,0.03107
548,0.03516
544,0.04031
540,0.0416
536,0.05294
532,0.05652
528,0.05365
524,0.0589
520,0.06206
516,0.05957
512,0.06064
508,0.05162
504,0.04927
500,0.04766
496,0.03606
492,0.03846
488,0.02987
484,0.02978
480,0.02339
476,0.02194
472,0.01889
468,0.02122
464,0.0177
460,0.0232
456,0.01776
452,0.01789
448,0.02326
444,0.01782
440,0.02134
436,0.01917
432,0.02334
428,0.02159
424,0.01829
420,0.02256
416,0.02134
412,0.0225
408,0.01604
404,0.0169
400,0.01874
