wavenumber_cm-1,absorbance
3016,0.02067
3012,0.022
3008,0.03098
3004,0.02741
3000,0.03418
2996,0.0351
2992,0.04244
2988,0.05067
2984,0.05393
2980,0.06005
2976,0.07277
2972,0.08329
2968,0.09031
2964,0.10287
2960,0.11821
2956,0.12546
2952,0.13855
2948,0.15283
2944,0.16997
2940,0.17838
2936,0.19283
2932,0.19473
2928,0.20735
2924,0.21654
2920,0.21897
2916,0.2197
2912,0.22402
2908,0.22592
2904,0.2219
2900,0.22256
2896,0.21769
2892,0.21564
2888,0.21533
2884,0.2165
2880,0.20889
2876,0.20448
2872,0.20294
2868,0.19851
2864,0.20199
2860,0.19542
2856,0.19191
2852,0.18738
2848,0.18438
2844,0.17486
2840,0.16867
2836,0.15715
2832,0.15129
2828,0.1378
2824,0.12942
2820,0.11734
2816,0.11208
2812,0.09556
2808,0.09238
2804,0.07851
2800,0.06794
2796,0.0664
2792,0.05508
2788,0.05239
2784,0.04659
2780,0.0404
2776,0.03509
2772,0.03484
2768,0.02983
2764,0.02488
2760,0.02679
2756,0.02587
2752,0.02191
2748,0.02512
2744,0.02427
2740,0.01979
2736,0.01743
2732,0.02281
2728,0.0167
2724,0.01937
2720,0.01703
2716,0.02171
2712,0.01637
2708,0.017
2704,0.02217
2700,0.01898
2696,0.0211
2692,0.02271
2688,0.01674
2684,0.02092
2680,0.02268
2676,0.02288
2672,0.01723
2668,0.02081
2664,0.01845
2660,0.01755
2656,0.02102
2652,0.02285
2648,0.02021
2644,0.0217
2640,0.02303
2636,0.01661
2632,0.02263
2628,0.02053
2624,0.01866
2620,0.01606
2616,0.02374
2612,0.02372
2608,0.02156
2604,0.02083
2600,0.01877
2596,0.02125
2592,0.02015
2588,0.02086
2584,0.02087
2580,0.02183
2576,0.02158
2572,0.01928
2568,0.01949
2564,0.02043
2560,0.02008
2556,0.01665
2552,0.0167
2548,0.01612
2544,0.0224
2540,0.02134
2536,0.02008
2532,0.02295
2528,0.01809
2524,0.01701
2520,0.02257
2516,0.02009
2512,0.02257
2508,0.01991
2504,0.02386
2500,0.02309
2496,0.02264
2492,0.0225
2488,0.01807
2484,0.02282
2480,0.01714
2476,0.01873
2472,0.02134
2468,0.01787
2464,0.02169
2460,0.02317
2456,0.01645
2452,0.02351
2448,0.02146
2444,0.02232
2440,0.01745
2436,0.02033
2432,0.02263
2428,0.01695
2424,0.0195
2420,0.02164
2416,0.02072
2412,0.02133
2408,0.02186
2404,0.02051
2400,0.0224
2396,0.02276
2392,0.02136
2388,0.02101
2384,0.02252
2380,0.02339
2376,0.01888
2372,0.01914
2368,0.01921
2364,0.01961
2360,0.0175
2356,0.01992
2352,0.02101
2348,0.02355
2344,0.0177
2340,0.02142
2336,0.01605
2332,0.02101
2328,0.01759
2324,0.01771
2320,0.01856
2316,0.01736
2312,0.01899
2308,0.01995
2304,0.02045
2300,0.01607
2296,0.02218
2292,0.02346
2288,0.0191
2284,0.0233
2280,0.02198
2276,0.0218
2272,0.02157
2268,0.01634
2264,0.02124
2260,0.02247
2256,0.02329
2252,0.0205
2248,0.02248
2244,0.01928
2240,0.01708
2236,0.01818
2232,0.02226
2228,0.02104
2224,0.01632
2220,0.01803
2216,0.01799
2212,0.02355
2208,0.01806
2204,0.01655
2200,0.01747
2196,0.02233
2192,0.01778
2188,0.01708
2184,0.02053
2180,0.02368
2176,0.01811
2172,0.01889
2168,0.0185
2164,0.02012
2160,0.02197
2156,0.022
2152,0.02142
2148,0.01946
2144,0.01978
2140,0.01958
2136,0.01683
2132,0.02086
2128,0.02166
2124,0.02296
2120,0.02084
2116,0.02284
2112,0.01646
2108,0.01789
2104,0.01731
2100,0.02089
2096,0.01893
2092,0.01607
2088,0.02035
2084,0.02162
2080,0.02375
2076,0.01687
2072,0.01643
2068,0.02089
2064,0.01822
2060,0.02192
2056,0.02288
2052,0.02343
2048,0.01971
2044,0.01625
2040,0.02339
2036,0.01733
2032,0.01866
2028,0.02116
2024,0.02063
2020,0.01934
2016,0.02159
2012,0.01994
2008,0.01763
2004,0.01677
2000,0.02153
1996,0.01749
1992,0.01855
1988,0.02168
1984,0.02024
1980,0.01851
1976,0.02125
1972,0.02059
1968,0.02266
1964,0.0229
1960,0.02147
1956,0.02009
1952,0.01872
1948,0.02064
1944,0.0173
1940,0.01701
1936,0.01804
1932,0.02187
1928,0.02352
1924,0.01747
1920,0.01788
1916,0.02042
1912,0.02069
1908,0.01961
1904,0.01966
1900,0.02115
1896,0.02155
1892,0.02237
1888,0.02221
1884,0.02339
1880,0.01748
1876,0.01773
1872,0.01845
1868,0.02359
1864,0.02073
1860,0.01623
1856,0.01721
1852,0.01718
1848,0.01707
1844,0.02239
1840,0.02256
1836,0.01737
1832,0.02037
1828,0.01763
1824,0.02141
1820,0.0213
1816,0.02291
1812,0.01625
1808,0.01961
1804,0.01854
1800,0.02068
1796,0.02056
1792,0.0191
1788,0.01753
1784,0.01625
1780,0.01936
1776,0.02302
1772,0.01637
1768,0.01924
1764,0.01744
1760,0.01775
1756,0.02032
1752,0.02209
1748,0.01794
1744,0.02341
1740,0.023
1736,0.0258
1732,0.02092
1728,0.02987
1724,0.02934
1720,0.02973
1716,0.03225
1712,0.04177
1708,0.03935
1704,0.04956
1700,0.05153
1696,0.05799
1692,0.06374
1688,0.07583
1684,0.07785
1680,0.08534
1676,0.08846
1672,0.09488
1668,0.09963
1664,0.10384
1660,0.10022
1656,0.10535
1652,0.10435
1648,0.10351
1644,0.10185
1640,0.09916
1636,0.0964
1632,0.10184
1628,0.09485
1624,0.09314
1620,0.09649
1616,0.09912
1612,0.09742
1608,0.09088
1604,0.09281
1600,0.08985
1596,0.0894
1592,0.0801
1588,0.07907
1584,0.06965
1580,0.06581
1576,0.06062
1572,0.05141
1568,0.04761
1564,0.04198
1560,0.03728
1556,0.03413
1552,0.02998
1548,0.02411
1544,0.02954
1540,0.02368
1536,0.02686
1532,0.02551
1528,0.02592
1524,0.02518
1520,0.02697
1516,0.02813
1512,0.03054
1508,0.03226
1504,0.04305
1500,0.04845
1496,0.04795
1492,0.05365
1488,0.06846
1484,0.0754
1480,0.08422
1476,0.08623
1472,0.09781
1468,0.10362
1464,0.11378
1460,0.11753
1456,0.11773
1452,0.12044
1448,0.11924
1444,0.11962
1440,0.1198
1436,0.11412
1432,0.1116
1428,0.10875
1424,0.09904
1420,0.10039
1416,0.09301
1412,0.09123
1408,0.0907
1404,0.0945
1400,0.08988
1396,0.09414
1392,0.09922
1388,0.10407
1384,0.10546
1380,0.10662
1376,0.10113
1372,0.10531
1368,0.09631
1364,0.0914
1360,0.08669
1356,0.0773
1352,0.07399
1348,0.06873
1344,0.05547
1340,0.05253
1336,0.04212
1332,0.03577
1328,0.03314
1324,0.03294
1320,0.03058
1316,0.02763
1312,0.02581
1308,0.02186
1304,0.02465
1300,0.01858
1296,0.01742
1292,0.01725
1288,0.0202
1284,0.0232
1280,0.01955
1276,0.0189
1272,0.02189
1268,0.02283
1264,0.02083
1260,0.02081
1256,0.0229
1252,0.02007
1248,0.0239
1244,0.02314
1240,0.0184
1236,0.01719
1232,0.02209
1228,0.0225
1224,0.02574
1220,0.02841
1216,0.02842
1212,0.03128
1208,0.03346
1204,0.0397
1200,0.04304
1196,0.04521
1192,0.05508
1188,0.06399
1184,0.07507
1180,0.08027
1176,0.088
1172,0.09332
1168,0.10509
1164,0.1122
1160,0.11656
1156,0.12383
1152,0.12767
1148,0.13258
1144,0.13518
1140,0.13666
1136,0.13714
1132,0.13542
1128,0.14038
1124,0.14315
1120,0.1397
1116,0.14195
1112,0.14802
1108,0.14494
1104,0.14094
1100,0.14193
1096,0.13994
1092,0.13775
1088,0.13763
1084,0.13434
1080,0.12374
1076,0.12104
1072,0.11744
1068,0.11111
1064,0.1024
1060,0.09269
1056,0.08827
1052,0.07958
1048,0.07433
1044,0.06372
1040,0.05657
1036,0.05321
1032,0.04549
1028,0.04337
1024,0.04208
1020,0.0375
1016,0.03305
1012,0.03306
1008,0.02503
1004,0.02915
1000,0.02473
996,0.02099
992,0.01977
988,0.02304
984,0.02013
980,0.02503
976,0.01793
972,0.02044
968,0.02357
964,0.02279
960,0.01892
956,0.01853
952,0.0213
948,0.0235
944,0.01909
940,0.02014
936,0.01698
932,0.02269
928,0.01683
924,0.01885
920,0.01953
916,0.02229
912,0.02116
908,0.01688
904,0.02234
900,0.02351
896,0.02058
892,0.01779
888,0.01761
884,0.01893
880,0.02167
876,0.02016
872,0.01862
868,0.01727
864,0.0238
860,0.02142
856,0.02248
852,0.01621
848,0.02145
844,0.01639
840,0.01905
836,0.0187
832,0.02114
828,0.02025
824,0.01908
820,0.01629
816,0.01646
812,0.01925
808,0.0166
804,0.0225
800,0.01824
796,0.02213
792,0.01716
788,0.0213
784,0.02398
780,0.01628
776,0.02239
772,0.02065
768,0.01759
764,0.01858
760,0.02153
756,0.0193
752,0.02392
748,0.02159
744,0.02352
740,0.02342
736,0.03077
732,0.03684
728,0.03683
724,0.04525
720,0.04825
716,0.05573
712,0.06236
708,0.06899
704,0.07186
700,0.06802
696,0.07064
692,0.0672
688,0.06535
684,0.05257
680,0.05295
676,0.0435
672,0.0375
668,0.03119
664,0.03269
660,0.02569
656,0.02187
652,0.02554
648,0.02433
644,0.02001
640,0.01787
636,0.02263
632,0.01634
628,0.0195
624,0.01855
620,0.01831
616,0.02233
612,0.02324
608,0.01942
604,0.01686
600,0.02364
596,0.01656
592,0.02168
588,0.02138
584,0.024
580,0.01953
576,0.01741
572,0.02009
568,0.01905
564,0.02436
560,0.02755
556,0.02871
552,0.03089
548,0.0317
544,0.03593
540,0.04602
536,0.05208
532,0.05319
528,0.05717
524,0.05973
520,0.06129
516,0.05748
512,0.05775
508,0.05428
504,0.05031
500,0.04576
496,0.03859
492,0.03626
488,0.03205
484,0.02708
480,0.02219
476,0.02672
472,0.02127
468,0.01801
464,0.02183
460,0.02297
456,0.01807
452,0.02211
448,0.02228
444,0.02291
440,0.02386
436,0.01971
432,0.02069
428,0.02154
424,0.02364
420,0.01924
416,0.01994
412,0.0194
408,0.01722
404,0.02211
400,0.02204
