sample_id,Uf,T_in,i_avg,pressure,y_H2_in,y_H2O_in,y_O2_in,anode_thickness,electrolyte_thickness,cathode_thickness,E,nu,alpha_CTE,operating_hours
14,0.6782224250979042,982.9805452344161,6544.932097154344,265779.94830160076,0.5395024106552891,0.4082421481294262,0.19032745982319346,0.0004367108781628414,4.627433709249622e-05,5.068065712606749e-05,174432228275.0503,0.3038545671404684,1.1460027848083598e-05,39759.71556593047
15,0.6452597496747664,1060.779781006306,8605.255342470708,283979.4353042715,0.4467870712878944,0.24615476306300338,0.2275162386896062,0.00092455462304223,9.793969444311749e-06,5.055574591157257e-05,179521743819.32333,0.3236220169466396,1.1728831763966754e-05,19823.41602608673
16,0.5537808749497057,983.6046553350506,4135.985361865667,275650.32329920423,0.6138342261643616,0.3890202419064323,0.23834189374967846,0.000757769074615335,2.4630285612752724e-05,7.021562885878345e-05,249884366147.12448,0.29113068663406877,1.2689141702966096e-05,33662.40467248171
17,0.7869941767588065,1081.2564110087933,3739.7027977845673,172191.47227301478,0.47455011587940354,0.13528658146198286,0.22174672652716015,0.0009671512992770943,3.983191608376161e-05,8.713593495663089e-05,194789431085.78442,0.21121332168955756,1.1884480425764905e-05,2681.224213393607
18,0.7026911215159986,1093.8101007093478,5469.757980031543,221512.77013758587,0.5645111255889763,0.23145240950926638,0.24089923969357774,0.00044545881123798643,3.211657386497808e-05,7.198802572622152e-05,160743818518.88428,0.28316251510671714,1.0948041299115599e-05,6769.186530608471
19,0.7802868074282739,1026.1185589275553,4583.45035425448,242220.01005942523,0.5540485120001128,0.4428915326115962,0.2937128871844029,0.0008604645702693037,2.277284929119222e-05,8.883684409730835e-05,228753004155.5228,0.27060728960697644,1.1929238157697435e-05,38434.51154291462
20,0.8274092294015474,1108.9699735136642,7455.475142986714,199506.17204981874,0.5685274320507367,0.08312078272853199,0.2884902794610529,0.0006596258037674533,2.7899732209909107e-05,6.269468956400905e-05,225920840249.54236,0.23366261381224515,1.0714803896126275e-05,22359.35572907617
21,0.5810779352201384,992.2804528083541,4045.7641325443574,116211.75085760199,0.8292490578445526,0.22764654394047684,0.2569839082934982,0.000571923238617774,8.196708998239793e-06,9.273153869526051e-05,156290098168.31174,0.21375109636149142,1.2323582133621046e-05,30223.65747882566
22,0.6111102427417757,1006.4996625011526,8386.56379148965,229054.04292663102,0.6444875328323626,0.06836107469038581,0.29540192453375486,0.0008227905258735059,4.371439154414096e-05,3.15676011983216e-05,216896427019.81897,0.3373944356403631,1.1257456533567072e-05,21023.082068556218
23,0.8139436823184256,1161.8705787953227,9659.209400958058,109977.11442496629,0.6987870175250535,0.3541706216694846,0.26496962054947537,0.00087660962616616,5.332099379331611e-06,8.185851569257149e-05,164676279538.73206,0.2953882852764909,1.1651138545921926e-05,6044.132270408935
24,0.5313291385854949,1011.5455908294772,9384.748546463989,159609.5501636642,0.7241139440467939,0.29978737891352003,0.2823377044627379,0.00035693368652891654,9.429556840377423e-06,9.05759733013395e-05,238131036529.18405,0.28965264615206626,1.1125277456362045e-05,4897.035397557836
25,0.7482928097499125,1132.3504969472785,7270.5815132132775,119742.97270184846,0.5274994214737314,0.09089446383996608,0.21060771127361244,0.0006394152420429842,4.7800410484558335e-05,6.119448694978292e-05,154499279550.52267,0.2678074311942148,1.0789914090001818e-05,25034.18188570863
26,0.8237599201215318,1166.1126001381706,2855.2826858700696,168177.0062904187,0.6296325447786163,0.168627986427373,0.20973720278616909,0.0002764596690978828,4.966156564612181e-05,7.361773679647261e-05,223673811410.0707,0.33047825967326055,1.0393415637851851e-05,7430.803233769588
27,0.7190997535039418,1158.5537335427534,4332.9115527300655,128782.17181692015,0.7134821957143878,0.44796632796488417,0.29714822651098355,0.000516515700988088,1.213164728026475e-05,3.526362842447227e-05,167427063351.43842,0.34422308371975924,1.1436925197136616e-05,23854.73623307087
28,0.6702968956917985,1153.9962880096205,9094.36246564962,138023.83463325887,0.4208921413772068,0.07628079846758573,0.19356647999950344,0.0009900177916995787,3.9052127468243864e-05,2.2894618031416725e-05,187060466183.3393,0.25557832406695985,1.1399806641786981e-05,37984.91384540207
29,0.7711569218589811,1034.0040110882733,2486.3976824474003,215256.35173501237,0.819860094430983,0.21779705577818098,0.27575535122923817,0.0007168304396270235,1.4507969246351475e-05,3.8519235038905685e-05,177297634934.956,0.21640630302000172,1.2353965160644035e-05,38899.257983156094
30,0.8929138383528838,1099.442848134002,7768.454205940388,165643.097332708,0.6480899102374429,0.3393459348690123,0.20470636107108275,0.00031230076811793216,3.182106746035411e-05,4.293683155514908e-05,152167754930.24002,0.24161507788889677,1.2517166009925867e-05,3354.7604805912374
31,0.8967473043619077,1031.826335233785,5362.9981762139505,202036.83406428987,0.7204350554073466,0.1834765851169427,0.24857755318023597,0.0004875431670906279,3.4164433855297886e-05,7.991246729062547e-05,247543534178.2378,0.30855748373184216,1.2270149627574802e-05,13459.516705830321
32,0.6940936357608047,1145.1923534350085,3389.004018634165,255868.65596144568,0.5006463036023705,0.46658393847824814,0.25253164876598133,0.0006710009594029137,1.9786969337323493e-05,5.711239592155707e-05,210060726643.39816,0.2805049750064701,1.294580208347059e-05,18777.31660030188
33,0.5796417776629126,978.0196170640457,6207.801650752476,173607.7207650828,0.6814367375602933,0.24232099886482622,0.25493332252482104,0.0002660897633913783,4.8832016831296925e-05,6.760949530862518e-05,231205486442.34467,0.3016338563375337,1.1308549931908348e-05,37328.60378052536
34,0.6204418330520742,1137.5672693812965,5686.8837385187435,183850.3319781174,0.6906951910015233,0.057041634081253935,0.26086450697872576,0.0004727140982752738,4.180189965713644e-05,9.768419302951168e-05,233704551082.83087,0.2477516503046996,1.0410709332753356e-05,11515.401296281727
35,0.5620573767294486,1021.1311266388919,7029.643077925519,191008.85289149673,0.7354148268034755,0.34858588865331464,0.19747428943945564,0.00042496405178605283,4.295599457065401e-05,2.0465129494623135e-05,207481131591.08667,0.22084417204159595,1.0150253430080328e-05,17163.707896254324
36,0.5431466816628469,1149.949556922922,7596.120071938429,147327.08838652013,0.6638092934182227,0.488732054869337,0.23534965540975175,0.0005773329855934889,2.067101297232061e-05,3.3772604120315406e-05,158845825309.3215,0.31526437091301596,1.1534245242411907e-05,7645.352492830551
37,0.779687283805911,999.3621705223925,8908.797488144792,212245.21454413497,0.5174339578641057,0.2673042884014004,0.21958035696889994,0.0003979280972796198,3.781433508592818e-05,2.4265304794350622e-05,242821124979.34344,0.3262435165648656,1.0248517422568452e-05,35779.16851629104
38,0.6529049987237731,1078.5368571172062,3969.878198866859,162931.06358849144,0.6715872713547162,0.1422767063238508,0.2911587497163433,0.0009733533245947606,1.9150753351018247e-05,5.866680406839765e-05,209998041415.89505,0.27295614771708926,1.1238564280348032e-05,32202.436063032794
39,0.596312516935953,1039.8181605115426,2751.294946097144,245278.4316240675,0.5456707804104749,0.48270569239654126,0.2671919054394058,0.00023814509434026243,3.6257155692563424e-05,4.201178502184836e-05,182233033855.93787,0.25466385575866607,1.100785327508476e-05,32712.49193835111
40,0.6816133278666453,1090.440374213317,8008.241112377627,217411.7249625742,0.7840117810779506,0.2917816764724968,0.22880769986846838,0.00020784862946401567,1.7176441146653495e-05,3.244261500191663e-05,185482848680.1081,0.22910700009203014,1.0300602327158005e-05,29539.80191200476
41,0.548409399270988,1135.4762785734836,4822.1037053557775,195627.5390414702,0.4238131198694332,0.20352619069286088,0.2024095884096445,0.0007806128053019415,4.729317569094539e-05,7.859941180340162e-05,227304026508.26764,0.2239001428495651,1.1057251812079707e-05,370.5501482653751
42,0.6907158368467513,1088.9978352108335,2129.218135669714,180752.2823311255,0.5765816844365991,0.4977974275519498,0.2593920773415374,0.0008952502161212893,2.3852299763318048e-05,4.8055136719937034e-05,183969108621.9911,0.2186902044032372,1.2825714773656512e-05,26972.618270833183
43,0.8424354032005621,1169.1128858407078,2221.8815098454243,236555.4365199152,0.7419175969079699,0.3680141270290823,0.2854783895256297,0.0009363193978550437,3.655462107411597e-05,7.607430176138005e-05,188370545438.31693,0.23197815201363756,1.0261092399931558e-05,34168.54117596793
44,0.8751479590845834,1102.736330519991,5786.467212334179,276704.4577618252,0.8431837829207427,0.2826001252880409,0.24144697769338147,0.0007669638001755537,1.5539520262668424e-05,8.022226278501531e-05,170806748592.974,0.20965186410010783,1.1178881631291892e-05,31738.64111721217
45,0.5251821648642682,994.1555250278881,6039.079262064547,249805.44992428232,0.4947546469909804,0.20909960313549425,0.19619057628351094,0.0007339140130807022,4.5377520305008824e-05,2.1701284561139305e-05,205799826421.2659,0.3185225990442676,1.2108132173672562e-05,14910.713287354674
46,0.6001085781638501,1068.900728124534,8481.186977471429,269505.2706180475,0.7520997998377607,0.32647674976021196,0.20713892549030208,0.0008384480687369343,2.9922141837841364e-05,3.981793786779794e-05,192913850589.37854,0.339411130454745,1.1764733412480012e-05,16486.755552209448
47,0.6365862581503875,1123.1859749527969,3103.199438553316,121239.02092171404,0.8229634323380219,0.11150271994240646,0.2503271566822396,0.0008890588007352659,7.262279442449975e-06,6.45984242643484e-05,238680924576.04367,0.26008449614263907,1.0965028600326144e-05,26414.083371707195
48,0.5173142021734684,1085.8828866585359,2291.366823760627,102493.53257636522,0.44395464488103953,0.17322276540413045,0.2625985415942892,0.0008467620543836424,3.435702309706495e-05,2.5546274565952204e-05,220293263189.1229,0.322158859612647,1.2717027455527032e-05,1094.3993937247385
49,0.8686702324558329,1112.136167370646,6777.620771377335,270458.540135693,0.805224247057851,0.3099155208136206,0.2840776550301853,0.0008066995323854873,4.097411683245929e-05,2.7032299948783206e-05,175369847171.5673,0.24647509239320622,1.0681290902768216e-05,20661.78549433932
50,0.5364092051949994,1003.1355497778048,5931.952115450227,236838.34523005525,0.7925371771020597,0.3820138292411663,0.2814562706659252,0.00032281639374364334,1.6429623361523053e-05,4.6957394083437735e-05,180922420167.3092,0.28631501844453133,1.0057439492212666e-05,24396.360151430617
51,0.8032036533719835,988.3967252651267,6486.941185630997,283091.34254349576,0.46475532689841026,0.438449496717587,0.279682529254014,0.0003603412041341612,3.500054986778516e-05,6.141193201781895e-05,214491868667.85034,0.24312058582347834,1.0488110746530636e-05,14231.234866540692
52,0.7946963141824489,1115.5802130980985,7118.330654177351,125975.32923078843,0.45295205893064683,0.43229209708562916,0.21343075229329653,0.000216671339030919,2.7064888301338747e-05,8.662767999056392e-05,236465816884.97876,0.34812665152024,1.0049473174413429e-05,36096.533429215786
53,0.6628068729762663,1001.7863286465742,4695.577396276281,225419.91030323916,0.6068387505999007,0.41052270543740316,0.2723452195885424,0.00029357066157953486,2.362403375573822e-05,4.034892170501522e-05,245198487974.45975,0.27725765172715044,1.2483042287788231e-05,10732.195536683848
54,0.7457964337373539,1017.3998643506932,5007.500651575712,261259.96315583485,0.8034858220285079,0.4215790826460188,0.23393713092022358,0.000720687451181196,1.3715737285990567e-05,6.81331976905247e-05,156773074198.92142,0.23969167648651551,1.0878854872924594e-05,25449.503639750823
55,0.5698207854146292,1028.175872386166,9940.96626524994,187226.00694133202,0.5298554873763716,0.37733107671042115,0.20416728648888627,0.0005351783412413219,1.065373109755778e-05,8.438646098346572e-05,195003516682.01508,0.29356076465496983,1.2187479549974157e-05,31195.879022987094
56,0.8580850664565922,1044.90323998828,6336.619171766866,232890.30454304404,0.505287177624399,0.1953750242745546,0.26926724872851776,0.0003463089757345889,4.623199060790533e-05,4.542867326791407e-05,191158989447.61206,0.2990784843528711,1.2074691816121042e-05,28975.500016711994
57,0.7609537502743347,1148.1115374825608,8798.6645122007,142536.19542368467,0.5826120418505935,0.25555128397735016,0.20071325831916415,0.000912220345654947,1.2844070130717e-05,7.491988619752275e-05,173333131946.194,0.31052105003503516,1.0597871648771484e-05,18389.65534710128
58,0.7599520990074338,1142.6285375541515,9267.676366944099,152539.81078930938,0.6204596633311824,0.36403909756930414,0.2243933196197871,0.0006449451559454348,1.1226496619339169e-05,6.590253167487457e-05,244049486475.11548,0.2791832756211791,1.2882558642432338e-05,17495.921706266
59,0.7375159374241266,1039.348316967543,9590.951573298322,203718.6869917066,0.5885960916460431,0.45886442782736486,0.21554620801306912,0.0005508771416074708,1.492517172907363e-05,5.422576625957183e-05,196721612240.36728,0.3346743051130673,1.2632030821520002e-05,4333.037273639277
