temperature_C,youngs_modulus_gpa,poissons_ratio
601.0869565217391,177.6998597475456,0.23
605.5183946488294,177.5283202071421,0.23
609.9498327759197,177.3567806667386,0.23
614.38127090301,177.1852411263351,0.23
618.8127090301003,177.01370158593159,0.23
623.2441471571906,176.8421620455281,0.23
627.6755852842809,176.6706225051246,0.23
632.1070234113712,176.4990829647211,0.23
636.5384615384615,176.3275434243176,0.23
640.9698996655518,176.15600388391414,0.23
645.4013377926422,175.98446434351064,0.23
649.8327759197324,175.81292480310714,0.23
654.2642140468228,175.64138526270364,0.23
658.695652173913,175.46984572230014,0.23
663.1270903010034,175.29830618189663,0.23
667.5585284280936,175.12676664149313,0.23
671.989966555184,174.95522710108966,0.23
676.4214046822742,174.78368756068616,0.23
680.8528428093646,174.61214802028266,0.23
685.2842809364548,174.44060847987916,0.23
689.7157190635452,174.26906893947566,0.23
694.1471571906354,174.0975293990722,0.23
698.5785953177258,173.9259898586687,0.23
703.010033444816,173.75445031826519,0.23
707.4414715719064,173.58291077786168,0.23
711.8729096989966,173.41137123745818,0.23
716.304347826087,173.2398316970547,0.23
720.7357859531772,173.0682921566512,0.23
725.1672240802676,172.8967526162477,0.23
729.5986622073578,172.7252130758442,0.23
734.0301003344482,172.5536735354407,0.23
738.4615384615385,172.38213399503724,0.23
742.8929765886287,172.21059445463374,0.23
747.3244147157191,172.03905491423023,0.23
751.7558528428093,171.86751537382673,0.23
756.1872909698997,171.69597583342323,0.23
760.6187290969899,171.52443629301973,0.23
765.0501672240803,171.35289675261626,0.23
769.4816053511705,171.18135721221276,0.23
773.9130434782609,171.00981767180926,0.23
778.3444816053511,170.83827813140576,0.23
782.7759197324415,170.66673859100226,0.23
787.2073578595317,170.49519905059879,0.23
791.6387959866221,170.32365951019528,0.23
796.0702341137123,170.15211996979178,0.23
800.5016722408027,169.97674065065368,0.23
804.9331103678929,169.77128306476132,0.23
809.3645484949833,169.56582547886896,0.23
813.7959866220735,169.3603678929766,0.23
818.2274247491639,169.1549103070842,0.23
822.6588628762541,168.94945272119185,0.23
827.0903010033445,168.74399513529949,0.23
831.5217391304348,168.53853754940712,0.23
835.9531772575251,168.33307996351473,0.23
840.3846153846154,168.12762237762237,0.23
844.8160535117057,167.92216479173,0.23
849.247491638796,167.71670720583765,0.23
853.6789297658863,167.51124961994526,0.23
858.1103678929766,167.3057920340529,0.23
862.5418060200669,167.10033444816054,0.23
866.9732441471572,166.89487686226818,0.23
871.4046822742475,166.6894192763758,0.23
875.8361204013378,166.48396169048343,0.23
880.267558528428,166.27850410459106,0.23
884.6989966555184,166.0730465186987,0.23
889.1304347826086,165.8675889328063,0.23
893.561872909699,165.66213134691395,0.23
897.9933110367892,165.4566737610216,0.23
902.4247491638796,165.25121617512923,0.23
906.8561872909698,165.04575858923684,0.23
911.2876254180602,164.84030100334448,0.23
915.7190635451504,164.63484341745212,0.23
920.1505016722408,164.42938583155976,0.23
924.581939799331,164.22392824566737,0.23
929.0133779264214,164.018470659775,0.23
933.4448160535117,163.81301307388264,0.23
937.876254180602,163.60755548799028,0.23
942.3076923076923,163.4020979020979,0.23
946.7391304347826,163.19664031620553,0.23
951.1705685618729,162.99118273031317,0.23
955.6020066889632,162.7857251444208,0.23
960.0334448160535,162.58026755852842,0.23
964.4648829431438,162.37480997263606,0.23
968.8963210702341,162.1693523867437,0.23
973.3277591973244,161.96389480085134,0.23
977.7591973244147,161.75843721495895,0.23
982.190635451505,161.55297962906658,0.23
986.6220735785953,161.34752204317422,0.23
991.0535117056857,161.14206445728183,0.23
995.4849498327759,160.93660687138947,0.23
999.9163879598663,160.7311492854971,0.23
1004.3478260869565,160.52569169960475,0.23
1008.7792642140469,160.3202341137124,0.23
1013.2107023411371,160.11477652782,0.23
1017.6421404682274,159.90931894192764,0.23
1022.0735785953177,159.70386135603528,0.23
1026.505016722408,159.4984037701429,0.23
1030.9364548494982,159.29294618425052,0.23
1035.3678929765886,159.08748859835816,0.23
1039.799331103679,158.8820310124658,0.23
1044.230769230769,158.67657342657344,0.23
1048.6622073578596,158.47111584068105,0.23
1053.0936454849498,158.2656582547887,0.23
1057.5250836120401,158.06020066889633,0.23
1061.9565217391305,157.85474308300394,0.23
1066.3879598662206,157.64928549711158,0.23
1070.819397993311,157.44382791121922,0.23
1075.2508361204013,157.23837032532685,0.23
1079.6822742474917,157.03291273943447,0.23
1084.1137123745818,156.8274551535421,0.23
1088.5451505016722,156.62199756764974,0.23
1092.9765886287626,156.41653998175738,0.23
1097.408026755853,156.211082395865,0.23
1101.839464882943,156.00562480997263,0.23
1106.2709030100334,155.80016722408027,0.23
1110.7023411371238,155.5947096381879,0.23
1115.1337792642141,155.38925205229552,0.23
1119.5652173913043,155.18379446640316,0.23
1123.9966555183946,154.9783368805108,0.23
1128.428093645485,154.77287929461843,0.23
1132.8595317725753,154.56742170872604,0.23
1137.2909698996655,154.36196412283368,0.23
1141.7224080267558,154.15650653694132,0.23
1146.1538461538462,153.95104895104896,0.23
1150.5852842809365,153.74559136515657,0.23
1155.0167224080267,153.5401337792642,0.23
1159.448160535117,153.33467619337185,0.23
1163.8795986622074,153.1292186074795,0.23
1168.3110367892975,152.92376102158713,0.23
1172.742474916388,152.71830343569474,0.23
1177.1739130434783,152.51284584980237,0.23
1181.6053511705686,152.30738826391,0.23
1186.0367892976587,152.10193067801765,0.23
1190.468227424749,151.89647309212526,0.23
1194.8996655518395,151.6910155062329,0.23
1199.3311036789298,151.4855579203405,0.23
1203.76254180602,151.28010033444818,0.23
1208.1939799331103,151.0746427485558,0.23
1212.6254180602007,150.86918516266343,0.23
1217.056856187291,150.66372757677107,0.23
1221.4882943143812,150.4582699908787,0.23
1225.9197324414715,150.25281240498632,0.23
1230.3511705685619,150.04735481909395,0.23
1234.7826086956522,149.84189723320156,0.23
1239.2140468227424,149.6364396473092,0.23
1243.6454849498327,149.43098206141684,0.23
1248.076923076923,149.22552447552448,0.23
1252.5083612040135,149.02006688963212,0.23
1256.9397993311036,148.81460930373976,0.23
1261.371237458194,148.60915171784737,0.23
1265.8026755852843,148.403694131955,0.23
1270.2341137123747,148.19823654606262,0.23
1274.6655518394648,147.99277896017026,0.23
1279.0969899665552,147.7873213742779,0.23
1283.5284280936455,147.58186378838553,0.23
1287.9598662207359,147.37640620249317,0.23
1292.391304347826,147.17094861660078,0.23
1296.8227424749164,146.96549103070842,0.23
1301.2541806020067,146.76003344481606,0.23
1305.6856187290969,146.5545758589237,0.23
1310.1170568561872,146.3491182730313,0.23
1314.5484949832776,146.14366068713895,0.23
1318.979933110368,145.9382031012466,0.23
1323.411371237458,145.73274551535422,0.23
1327.8428093645484,145.52728792946183,0.23
1332.2742474916388,145.32183034356947,0.23
1336.7056856187291,145.1163727576771,0.23
1341.1371237458193,144.91091517178475,0.23
1345.5685618729096,144.70545758589236,0.23
1350.0,144.5,0.23
