building_id,lifecycle_stage,total_gwp_kgco2eq,total_pe_mj,total_water_l,total_waste_kg,recycling_potential_percent
B_0026,construction,35210.0,293411.0,1668878.0,38562.0,47.0
B_0026,use,345081.0,3478561.0,19628042.0,919812.0,38.2
B_0026,end_of_life,23568.0,233667.0,1788924.0,33875.0,79.3
B_0027,production,156665.0,1503751.0,8669788.0,405245.0,20.1
B_0027,construction,25227.0,235782.0,1325371.0,60627.0,26.1
B_0027,use,138707.0,1452815.0,8481281.0,248356.0,22.5
B_0027,end_of_life,14967.0,121252.0,426878.0,31279.0,67.6
B_0028,production,155195.0,1605263.0,5963500.0,180108.0,43.3
B_0028,construction,19880.0,227164.0,1181323.0,25103.0,52.6
B_0028,use,442453.0,5015574.0,25116101.0,609460.0,44.2
B_0028,end_of_life,13308.0,153922.0,343077.0,19793.0,60.0
B_0029,production,158810.0,1339206.0,3304653.0,205641.0,31.8
B_0029,construction,39312.0,442026.0,1852874.0,40547.0,61.7
B_0029,use,183953.0,2201528.0,14588177.0,410823.0,35.3
B_0029,end_of_life,17736.0,143272.0,1307719.0,25857.0,33.9
B_0030,production,120072.0,994418.0,2536094.0,353752.0,58.1
B_0030,construction,14186.0,129979.0,663841.0,23113.0,43.1
B_0030,use,250165.0,2009343.0,15767038.0,431436.0,67.3
B_0030,end_of_life,21804.0,223301.0,1043263.0,25661.0,39.7
B_0031,production,177683.0,2046190.0,4278242.0,277949.0,48.8
B_0031,construction,35222.0,373629.0,1373083.0,82199.0,72.1
B_0031,use,455247.0,5431811.0,20041338.0,688474.0,32.3
B_0031,end_of_life,17988.0,203561.0,507660.0,52008.0,48.2
B_0032,production,135493.0,1521882.0,9356722.0,269649.0,32.6
B_0032,construction,19013.0,182167.0,1086296.0,41169.0,76.1
B_0032,use,422800.0,3824788.0,26825938.0,479950.0,56.9
B_0032,end_of_life,5506.0,45535.0,417530.0,16194.0,28.8
B_0033,production,149483.0,1459101.0,4944034.0,381799.0,77.9
B_0033,construction,25982.0,303906.0,1747866.0,69817.0,25.3
B_0033,use,120575.0,1255422.0,7819121.0,198275.0,59.9
B_0033,end_of_life,16716.0,142356.0,715801.0,20462.0,60.1
B_0034,production,90384.0,981927.0,4767706.0,135253.0,22.2
B_0034,construction,49493.0,528526.0,3035635.0,91860.0,77.0
B_0034,use,393469.0,3718555.0,28563231.0,1150962.0,26.0
B_0034,end_of_life,19250.0,196786.0,1211134.0,33814.0,54.2
B_0035,production,80196.0,651692.0,5587282.0,111393.0,27.2
B_0035,construction,46334.0,489626.0,2278997.0,93554.0,63.1
B_0035,use,228505.0,2319343.0,7650393.0,347949.0,37.4
B_0035,end_of_life,20110.0,230947.0,923486.0,59853.0,52.9
B_0036,production,83728.0,994957.0,5601279.0,105363.0,20.2
B_0036,construction,33747.0,311657.0,1891583.0,50579.0,33.4
B_0036,use,182308.0,1970658.0,11681471.0,406317.0,50.7
B_0036,end_of_life,24078.0,263953.0,554016.0,66788.0,33.1
B_0037,production,178061.0,1993290.0,12942780.0,197064.0,26.1
B_0037,construction,36567.0,343716.0,2467826.0,98820.0,61.3
B_0037,use,254529.0,2747707.0,12670765.0,531586.0,59.8
B_0037,end_of_life,24723.0,241203.0,1896948.0,59887.0,27.2
B_0038,production,188289.0,2071706.0,9865494.0,234975.0,38.0
B_0038,construction,24075.0,249841.0,654790.0,64424.0,42.7
B_0038,use,436074.0,3785997.0,20188678.0,518268.0,60.5
B_0038,end_of_life,13498.0,146372.0,649082.0,25635.0,43.7
B_0039,production,107087.0,1167703.0,6174366.0,115340.0,69.8
B_0039,construction,22775.0,194792.0,1057365.0,57623.0,73.6
B_0039,use,197413.0,1644321.0,14357375.0,576251.0,35.2
B_0039,end_of_life,16646.0,155784.0,1258004.0,22706.0,48.6
B_0040,production,179201.0,1609075.0,9506272.0,226141.0,79.3
B_0040,construction,44025.0,441617.0,2625703.0,104428.0,51.3
B_0040,use,364736.0,2922026.0,25776118.0,441484.0,60.8
B_0040,end_of_life,12756.0,118926.0,506391.0,22097.0,39.4
B_0041,production,94789.0,1070158.0,5878044.0,183751.0,71.4
B_0041,construction,31362.0,318451.0,1028050.0,73646.0,52.4
B_0041,use,339255.0,3630302.0,24995846.0,364506.0,23.0
B_0041,end_of_life,16620.0,193370.0,492857.0,41816.0,27.4
B_0042,production,124079.0,1051105.0,9046755.0,338406.0,58.7
B_0042,construction,12761.0,151863.0,672629.0,33263.0,66.1
B_0042,use,101835.0,970522.0,7520085.0,202117.0,66.9
B_0042,end_of_life,23245.0,270564.0,1709700.0,38557.0,29.3
B_0043,production,197557.0,2073380.0,11434880.0,362936.0,35.3
B_0043,construction,13087.0,132243.0,799374.0,29811.0,71.8
B_0043,use,397373.0,4410692.0,10464570.0,940473.0,62.9
B_0043,end_of_life,16274.0,147966.0,481085.0,42922.0,55.6
B_0044,production,159910.0,1601834.0,3913620.0,248338.0,22.2
B_0044,construction,10038.0,81211.0,372333.0,19115.0,63.5
B_0044,use,391297.0,3533869.0,18912387.0,714767.0,46.4
B_0044,end_of_life,7455.0,71851.0,557027.0,7877.0,43.1
B_0045,production,74021.0,646057.0,3134992.0,149763.0,63.4
B_0045,construction,49059.0,525672.0,2307437.0,53769.0,49.2
B_0045,use,398812.0,4017905.0,20345986.0,741239.0,36.6
B_0045,end_of_life,7385.0,59278.0,221260.0,17544.0,59.0
B_0046,production,131048.0,1243647.0,2880185.0,363568.0,68.7
B_0046,construction,13927.0,126772.0,1051889.0,19757.0,43.6
B_0046,use,107929.0,1081019.0,6975769.0,214949.0,69.6
B_0046,end_of_life,11393.0,130561.0,818259.0,12945.0,71.7
B_0047,production,80720.0,839793.0,6258312.0,213288.0,66.5
B_0047,construction,39498.0,410008.0,2937606.0,94818.0,21.6
B_0047,use,151839.0,1635915.0,11032767.0,391331.0,56.2
B_0047,end_of_life,19325.0,196797.0,486643.0,51509.0,48.6
B_0048,production,53754.0,507960.0,2989591.0,120239.0,68.5
B_0048,construction,46612.0,557828.0,2497653.0,57655.0,27.2
B_0048,use,177590.0,1999094.0,4744409.0,193169.0,22.8
B_0048,end_of_life,9521.0,82113.0,546620.0,25131.0,27.0
B_0049,production,158450.0,1728989.0,8591558.0,417190.0,31.2
B_0049,construction,49782.0,569830.0,2922134.0,111504.0,72.4
B_0049,use,395073.0,4263748.0,22613411.0,471787.0,27.9
B_0049,end_of_life,19884.0,231704.0,1169971.0,22610.0,74.7
B_0050,production,116220.0,1185627.0,8458297.0,157062.0,78.2
B_0050,construction,30986.0,370617.0,1263513.0,38409.0,51.3
B_0050,use,280177.0,2662804.0,12008735.0,606416.0,29.4
B_0050,end_of_life,24693.0,262765.0,541755.0,44167.0,21.1
B_0051,production,109734.0,1091522.0,6073586.0,315665.0,55.7
B_0051,construction,28554.0,305654.0,2152004.0,76871.0,35.6
B_0051,use,351564.0,3655885.0,11618481.0,1036884.0,62.6
B_0051,end_of_life,18405.0,160809.0,584585.0,24613.0,34.0
B_0052,production,164141.0,1660132.0,9828871.0,445382.0,51.4
B_0052,construction,32422.0,377719.0,2220346.0,55496.0,60.1
B_0052,use,395422.0,3439061.0,9602365.0,543666.0,49.3
B_0052,end_of_life,9207.0,83313.0,213142.0,16051.0,28.7
B_0053,production,159808.0,1570308.0,5785586.0,375351.0,64.6
B_0053,construction,13258.0,158486.0,1036053.0,18499.0,77.3
B_0053,use,338341.0,3217144.0,12681211.0,785846.0,56.8
B_0053,end_of_life,12134.0,140836.0,896339.0,33971.0,53.6
B_0054,production,174745.0,2013566.0,3911494.0,270501.0,27.4
B_0054,construction,10231.0,84838.0,311160.0,29136.0,60.4
B_0054,use,415536.0,4286616.0,30137719.0,835184.0,67.8
B_0054,end_of_life,9118.0,99546.0,632049.0,19312.0,55.8
B_0055,production,92801.0,1019020.0,6286444.0,150061.0,54.0
B_0055,construction,46691.0,536987.0,2654769.0,94759.0,55.9
B_0055,use,399376.0,3954794.0,14784583.0,423067.0,62.7
B_0055,end_of_life,5949.0,61633.0,396353.0,7063.0,78.8
B_0056,production,166461.0,1356327.0,9421658.0,244717.0,24.3
B_0056,construction,30913.0,359880.0,1548696.0,91239.0,39.2
B_0056,use,379628.0,3266078.0,25138772.0,703870.0,42.3
B_0056,end_of_life,8057.0,92490.0,318051.0,22577.0,76.8
B_0057,production,191037.0,1749498.0,7675230.0,453924.0,68.8
B_0057,construction,40778.0,425901.0,2903768.0,78917.0,29.7
B_0057,use,422796.0,4469881.0,29342319.0,638549.0,24.3
B_0057,end_of_life,21816.0,176158.0,1438825.0,50794.0,64.9
B_0058,production,114512.0,1039213.0,3623757.0,329967.0,37.6
B_0058,construction,36865.0,415912.0,1531890.0,91443.0,58.2
B_0058,use,393255.0,4549316.0,22559804.0,954011.0,51.7
B_0058,end_of_life,13768.0,155466.0,901834.0,17054.0,47.4
B_0059,production,188921.0,2261938.0,12756739.0,279621.0,61.4
B_0059,construction,25959.0,244519.0,1187067.0,69591.0,47.3
B_0059,use,386821.0,3822727.0,28387381.0,417171.0,59.4
B_0059,end_of_life,12390.0,99599.0,795660.0,15568.0,72.9
B_0060,production,53744.0,523935.0,2476566.0,69133.0,65.5
B_0060,construction,25722.0,282444.0,927793.0,35045.0,30.7
B_0060,use,467631.0,4825181.0,36999530.0,1081255.0,36.6
B_0060,end_of_life,7160.0,63000.0,145755.0,12430.0,45.3
B_0061,production,76601.0,620124.0,6031125.0,100122.0,47.0
B_0061,construction,46154.0,489823.0,3451818.0,76485.0,69.7
B_0061,use,289088.0,2606473.0,19896848.0,825096.0,25.6
B_0061,end_of_life,14269.0,125894.0,496228.0,42578.0,39.3
B_0062,production,162062.0,1623609.0,10768261.0,208875.0,32.9
B_0062,construction,40149.0,388552.0,1090838.0,42287.0,60.0
B_0062,use,195935.0,1772587.0,4243699.0,231073.0,31.2
B_0062,end_of_life,20342.0,223177.0,747087.0,38149.0,21.2
B_0063,production,122776.0,1342478.0,8069896.0,346529.0,75.6
B_0063,construction,11884.0,121066.0,670540.0,31058.0,55.0
B_0063,use,142705.0,1335403.0,7369192.0,220256.0,41.6
B_0063,end_of_life,7907.0,69983.0,516730.0,23634.0,70.4
B_0064,production,99709.0,1017783.0,6469152.0,229377.0,30.0
B_0064,construction,41384.0,410106.0,2372218.0,95089.0,28.4
B_0064,use,495730.0,4580368.0,38620235.0,909722.0,26.7
B_0064,end_of_life,13521.0,161211.0,605927.0,20484.0,55.7
B_0065,production,131806.0,1515713.0,7871739.0,225035.0,29.1
B_0065,construction,40605.0,477869.0,2555160.0,51400.0,80.0
B_0065,use,459891.0,4760426.0,33243565.0,865924.0,27.1
B_0065,end_of_life,11748.0,125313.0,325900.0,33714.0,36.8
B_0066,production,182411.0,2183391.0,7412584.0,497570.0,50.1
B_0066,construction,21797.0,193365.0,976273.0,39867.0,68.2
B_0066,use,159100.0,1512255.0,6859279.0,380553.0,70.3
B_0066,end_of_life,22181.0,188870.0,759267.0,56426.0,57.8
B_0067,production,168633.0,1441255.0,6626568.0,441610.0,20.7
B_0067,construction,49104.0,461331.0,2465613.0,66777.0,63.8
B_0067,use,204642.0,2413932.0,6689503.0,314325.0,75.4
B_0067,end_of_life,14899.0,146224.0,1113886.0,40602.0,48.5
B_0068,production,75555.0,635366.0,5302080.0,107075.0,23.3
B_0068,construction,19592.0,163593.0,673816.0,49150.0,36.1
B_0068,use,105288.0,1067360.0,5684636.0,312603.0,57.8
B_0068,end_of_life,10916.0,130918.0,416000.0,23431.0,65.7
B_0069,production,126912.0,1205582.0,4092413.0,179665.0,36.7
B_0069,construction,11532.0,115400.0,860004.0,20023.0,21.7
B_0069,use,370365.0,3412974.0,22647436.0,710729.0,43.7
B_0069,end_of_life,8613.0,71099.0,566407.0,24555.0,52.6
B_0070,production,106818.0,981163.0,2553108.0,229887.0,52.5
B_0070,construction,43284.0,374563.0,2382309.0,97850.0,60.1
B_0070,use,477454.0,5139818.0,34481741.0,860246.0,52.0
B_0070,end_of_life,18788.0,199871.0,811660.0,45638.0,50.7
B_0071,production,104838.0,1190552.0,8200629.0,141517.0,70.5
B_0071,construction,20792.0,211499.0,1641026.0,61384.0,60.0
B_0071,use,416679.0,3496725.0,18565264.0,667959.0,20.1
B_0071,end_of_life,6393.0,56189.0,198182.0,12330.0,45.8
B_0072,production,142901.0,1629002.0,6734164.0,197882.0,50.1
B_0072,construction,34768.0,368737.0,2583546.0,101178.0,28.1
B_0072,use,489728.0,5736870.0,28724336.0,515337.0,60.7
B_0072,end_of_life,19017.0,215827.0,1022699.0,20720.0,57.4
B_0073,production,112289.0,1102864.0,5066705.0,144280.0,72.4
B_0073,construction,45635.0,421580.0,1387033.0,119776.0,45.8
B_0073,use,478100.0,5517121.0,34800313.0,711204.0,75.6
B_0073,end_of_life,8562.0,85314.0,443403.0,16757.0,41.7
B_0074,production,98579.0,1098319.0,4958378.0,141169.0,44.9
B_0074,construction,25968.0,208073.0,1500805.0,43382.0,59.3
B_0074,use,133812.0,1461268.0,8758764.0,228616.0,58.3
B_0074,end_of_life,14110.0,131971.0,619417.0,39617.0,23.3
B_0075,production,176466.0,1631465.0,6258283.0,477284.0,38.2
B_0075,construction,18306.0,158167.0,422489.0,18463.0,42.1
B_0075,use,108898.0,1098356.0,3231342.0,318710.0,61.2
B_0075,end_of_life,5100.0,49553.0,266031.0,9511.0,72.8
B_0076,production,98947.0,1168887.0,5884958.0,158032.0,42.2
B_0076,construction,39622.0,366228.0,3062606.0,106915.0,58.0
B_0076,use,461968.0,4288838.0,24242652.0,1208089.0,33.7
B_0076,end_of_life,20344.0,219760.0,623254.0,38494.0,76.8
B_0077,production,159604.0,1584718.0,6493666.0,212002.0,58.7
B_0077,construction,43188.0,384126.0,2316681.0,89629.0,55.5
B_0077,use,365537.0,3450901.0,25394747.0,811592.0,21.7
B_0077,end_of_life,14217.0,131304.0,394207.0,34202.0,31.3
B_0078,production,63715.0,637276.0,1759211.0,109569.0,43.6
B_0078,construction,29209.0,328356.0,1520048.0,50908.0,46.7
B_0078,use,268052.0,2333143.0,10637743.0,659536.0,74.8
B_0078,end_of_life,10733.0,87092.0,264856.0,13100.0,39.9
B_0079,production,152716.0,1399648.0,6051454.0,292384.0,20.1
B_0079,construction,28635.0,240817.0,1899343.0,80824.0,53.8
B_0079,use,142310.0,1210889.0,9991073.0,319385.0,57.4
B_0079,end_of_life,11354.0,95988.0,287335.0,12693.0,66.0
B_0080,production,118592.0,990405.0,4159350.0,143084.0,52.2
B_0080,construction,35606.0,424984.0,2052291.0,38259.0,24.8
B_0080,use,473219.0,5538218.0,19742587.0,1087777.0,20.9
B_0080,end_of_life,18485.0,181386.0,1252225.0,29278.0,79.0
B_0081,production,61766.0,723484.0,4697487.0,135448.0,75.6
B_0081,construction,12065.0,111737.0,652091.0,17239.0,54.6
B_0081,use,168189.0,1562580.0,12582103.0,470014.0,41.1
B_0081,end_of_life,22056.0,202672.0,1370571.0,23371.0,48.1
B_0082,production,91524.0,952377.0,2319851.0,122733.0,22.0
B_0082,construction,46793.0,460876.0,3598178.0,129319.0,63.6
B_0082,use,499157.0,4092663.0,11316847.0,502219.0,70.4
B_0082,end_of_life,14548.0,126121.0,840535.0,36192.0,30.3
B_0083,production,156042.0,1372397.0,7939592.0,360463.0,26.1
B_0083,construction,42052.0,422698.0,1849648.0,48847.0,40.4
B_0083,use,280630.0,2964325.0,17786007.0,371741.0,44.2
B_0083,end_of_life,22857.0,230701.0,1583662.0,54529.0,67.0
B_0084,production,138767.0,1646525.0,10148912.0,398637.0,60.4
B_0084,construction,47324.0,411039.0,2601150.0,83310.0,79.8
B_0084,use,473946.0,4610720.0,36119969.0,722544.0,44.2
B_0084,end_of_life,9082.0,78916.0,409421.0,16339.0,22.9
B_0085,production,153148.0,1311156.0,10312606.0,203417.0,70.9
B_0085,construction,49603.0,487342.0,2649841.0,72632.0,23.5
B_0085,use,384699.0,3655670.0,30433477.0,1042164.0,63.6
B_0085,end_of_life,14350.0,137385.0,730974.0,32937.0,53.4
B_0086,production,97166.0,926820.0,3338495.0,241811.0,57.1
B_0086,construction,16968.0,169734.0,569234.0,21221.0,22.5
B_0086,use,369829.0,4270421.0,24763998.0,860465.0,46.8
B_0086,end_of_life,14524.0,165056.0,1111013.0,15711.0,57.1
B_0087,production,50715.0,412925.0,1288789.0,88435.0,31.0
B_0087,construction,33173.0,296757.0,2297188.0,42126.0,45.3
B_0087,use,263557.0,3014816.0,7403772.0,482724.0,64.2
B_0087,end_of_life,7985.0,68395.0,363390.0,15007.0,23.9
B_0088,production,77236.0,816193.0,2889688.0,104539.0,72.8
B_0088,construction,12650.0,104603.0,602398.0,25224.0,41.6
B_0088,use,440115.0,3598365.0,35158872.0,1200295.0,42.7
B_0088,end_of_life,23806.0,243749.0,1602422.0,66607.0,70.3
B_0089,production,166336.0,1480659.0,7525469.0,443587.0,36.9
B_0089,construction,27146.0,305614.0,1857325.0,48649.0,62.5
B_0089,use,181905.0,1781291.0,3712494.0,227900.0,46.4
B_0089,end_of_life,22379.0,207898.0,1406554.0,33987.0,62.9
B_0090,production,96483.0,912506.0,4665343.0,186692.0,40.5
B_0090,construction,49646.0,560422.0,2495957.0,103495.0,46.6
B_0090,use,177406.0,1871392.0,8023987.0,502990.0,46.5
B_0090,end_of_life,20421.0,181399.0,1117947.0,54881.0,58.2
B_0091,production,147220.0,1354855.0,4004530.0,374638.0,67.8
B_0091,construction,20702.0,198294.0,1614879.0,47719.0,80.0
B_0091,use,240468.0,2495428.0,15093884.0,416249.0,78.9
B_0091,end_of_life,10235.0,114403.0,290203.0,20195.0,61.0
B_0092,production,186601.0,1631436.0,8804695.0,197281.0,45.2
B_0092,construction,22828.0,228471.0,1135131.0,60710.0,26.5
B_0092,use,201927.0,1839203.0,5555129.0,534219.0,52.3
B_0092,end_of_life,19608.0,206504.0,804220.0,37495.0,48.1
B_0093,production,143452.0,1325487.0,6282158.0,224771.0,52.4
B_0093,construction,46002.0,383520.0,1165402.0,115248.0,78.2
B_0093,use,201686.0,1909624.0,4221413.0,293965.0,32.8
B_0093,end_of_life,11106.0,104161.0,725684.0,18856.0,59.9
B_0094,production,68827.0,601664.0,4021032.0,119055.0,22.9
B_0094,construction,47812.0,447368.0,1556258.0,51152.0,31.2
B_0094,use,439637.0,4253614.0,17293113.0,1010491.0,55.3
B_0094,end_of_life,20799.0,180841.0,657082.0,44292.0,62.8
B_0095,production,141648.0,1211369.0,11241423.0,160568.0,27.0
B_0095,construction,15803.0,183229.0,994835.0,38121.0,69.3
B_0095,use,232124.0,2273901.0,12105006.0,685614.0,65.6
B_0095,end_of_life,15073.0,147618.0,476844.0,41871.0,65.4
B_0096,production,176334.0,1877142.0,9228353.0,321774.0,47.4
B_0096,construction,48874.0,441310.0,3280610.0,90971.0,50.4
B_0096,use,139433.0,1395334.0,10392683.0,182285.0,70.8
B_0096,end_of_life,9739.0,95972.0,771191.0,10650.0,63.5
B_0097,production,70083.0,645805.0,5566848.0,153833.0,38.7
B_0097,construction,15728.0,187472.0,328375.0,20115.0,51.9
B_0097,use,314814.0,3711319.0,10802821.0,585557.0,65.1
B_0097,end_of_life,14530.0,144590.0,947906.0,26210.0,42.4
B_0098,production,119165.0,1010338.0,8089804.0,241985.0,42.6
B_0098,construction,19471.0,178938.0,741655.0,49076.0,21.4
B_0098,use,212798.0,2084640.0,13979371.0,328712.0,22.8
B_0098,end_of_life,9787.0,90647.0,366044.0,24941.0,79.1
B_0099,production,188231.0,1510751.0,6521139.0,427137.0,54.6
B_0099,construction,16066.0,167089.0,527485.0,33551.0,63.1
B_0099,use,292215.0,2406343.0,17515891.0,873066.0,35.8
B_0099,end_of_life,24431.0,195499.0,1928502.0,50543.0,50.8
B_0100,production,131064.0,1571187.0,6911541.0,270750.0,26.7
B_0100,construction,26524.0,297904.0,1271970.0,40076.0,67.5
B_0100,use,229344.0,1839504.0,17398807.0,406469.0,37.0
B_0100,end_of_life,7055.0,67798.0,563030.0,14930.0,25.9
