two_theta_deg,intensity
8.3000,53.96
8.3200,50.29
8.3400,54.08
8.3600,59.09
8.3800,57.89
8.4000,48.29
8.4200,42.68
8.4400,45.54
8.4600,45.88
8.4800,49.21
8.5000,55.10
8.5200,46.51
8.5400,53.28
8.5600,49.13
8.5800,40.54
8.6000,54.47
8.6200,50.71
8.6400,50.30
8.6600,52.62
8.6800,44.03
8.7000,54.79
8.7200,50.83
8.7400,33.05
8.7600,48.84
8.7800,59.09
8.8000,52.19
8.8200,49.31
8.8400,41.61
8.8600,46.23
8.8800,40.23
8.9000,53.75
8.9200,46.83
8.9400,49.74
8.9600,49.56
8.9800,48.53
9.0000,55.77
9.0200,51.38
9.0400,42.54
9.0600,49.28
9.0800,45.36
9.1000,52.12
9.1200,46.62
9.1400,51.35
9.1600,52.64
9.1800,54.13
9.2000,50.66
9.2200,51.99
9.2400,49.54
9.2600,56.15
9.2800,50.19
9.3000,43.86
9.3200,55.41
9.3400,44.86
9.3600,52.12
9.3800,51.11
9.4000,47.41
9.4200,50.15
9.4400,53.86
9.4600,59.30
9.4800,41.27
9.5000,48.92
9.5200,55.56
9.5400,54.14
9.5600,48.87
9.5800,49.04
9.6000,53.36
9.6200,48.03
9.6400,54.22
9.6600,51.71
9.6800,45.15
9.7000,53.29
9.7200,47.67
9.7400,47.71
9.7600,53.25
9.7800,56.14
9.8000,45.10
9.8200,41.91
9.8400,43.33
9.8600,51.25
9.8800,54.30
9.9000,57.55
9.9200,53.56
9.9400,49.59
9.9600,51.49
9.9800,49.95
10.0000,51.88
10.0200,43.79
10.0400,63.83
10.0600,63.90
10.0800,48.16
10.1000,47.36
10.1200,50.30
10.1400,52.16
10.1600,48.96
10.1800,51.58
10.2000,50.91
10.2200,51.46
10.2400,56.73
10.2600,53.94
10.2800,55.45
10.3000,55.84
10.3200,52.24
10.3400,62.52
10.3600,49.51
10.3800,49.00
10.4000,49.46
10.4200,54.36
10.4400,46.03
10.4600,57.25
10.4800,53.67
10.5000,37.79
10.5200,50.48
10.5400,38.60
10.5600,44.21
10.5800,53.74
10.6000,54.48
10.6200,51.07
10.6400,51.99
10.6600,55.46
10.6800,59.18
10.7000,49.37
10.7200,53.07
10.7400,54.47
10.7600,53.80
10.7800,44.87
10.8000,51.84
10.8200,49.76
10.8400,53.09
10.8600,53.01
10.8800,49.41
10.9000,44.05
10.9200,49.16
10.9400,45.22
10.9600,43.50
10.9800,53.41
11.0000,51.75
11.0200,41.73
11.0400,59.63
11.0600,48.85
11.0800,48.68
11.1000,52.73
11.1200,55.91
11.1400,50.87
11.1600,56.29
11.1800,45.90
11.2000,54.48
11.2200,50.85
11.2400,50.54
11.2600,68.85
11.2800,41.81
11.3000,52.29
11.3200,51.64
11.3400,53.98
11.3600,47.89
11.3800,46.79
11.4000,53.24
11.4200,49.52
11.4400,46.87
11.4600,44.69
11.4800,55.02
11.5000,46.77
11.5200,49.63
11.5400,50.54
11.5600,50.34
11.5800,51.06
11.6000,50.71
11.6200,55.58
11.6400,49.90
11.6600,48.36
11.6800,43.10
11.7000,55.49
11.7200,54.52
11.7400,55.22
11.7600,36.75
11.7800,44.92
11.8000,56.19
11.8200,52.35
11.8400,46.82
11.8600,50.73
11.8800,45.26
11.9000,55.31
11.9200,51.01
11.9400,54.02
11.9600,43.15
11.9800,43.69
12.0000,47.76
12.0200,46.48
12.0400,49.98
12.0600,65.46
12.0800,49.78
12.1000,52.51
12.1200,52.45
12.1400,49.94
12.1600,48.78
12.1800,51.08
12.2000,58.30
12.2200,52.56
12.2400,53.46
12.2600,62.41
12.2800,53.35
12.3000,49.83
12.3200,53.48
12.3400,48.99
12.3600,53.24
12.3800,46.06
12.4000,47.06
12.4200,56.94
12.4400,46.69
12.4600,60.90
12.4800,55.41
12.5000,56.21
12.5200,57.83
12.5400,48.20
12.5600,46.51
12.5800,42.70
12.6000,54.56
12.6200,55.17
12.6400,58.05
12.6600,50.79
12.6800,54.56
12.7000,52.78
12.7200,57.52
12.7400,66.90
12.7600,50.12
12.7800,63.18
12.8000,47.20
12.8200,49.51
12.8400,59.97
12.8600,52.88
12.8800,57.98
12.9000,56.54
12.9200,53.80
12.9400,56.16
12.9600,48.71
12.9800,60.14
13.0000,51.37
13.0200,53.95
13.0400,56.07
13.0600,58.76
13.0800,53.28
13.1000,52.27
13.1200,54.68
13.1400,47.98
13.1600,48.82
13.1800,47.76
13.2000,57.50
13.2200,43.41
13.2400,58.80
13.2600,41.31
13.2800,52.53
13.3000,57.92
13.3200,56.81
13.3400,54.13
13.3600,51.54
13.3800,58.01
13.4000,57.16
13.4200,59.25
13.4400,51.24
13.4600,57.37
13.4800,53.53
13.5000,47.42
13.5200,58.69
13.5400,44.96
13.5600,59.03
13.5800,53.71
13.6000,45.96
13.6200,57.06
13.6400,61.08
13.6600,55.20
13.6800,57.55
13.7000,49.08
13.7200,55.55
13.7400,54.96
13.7600,55.27
13.7800,56.45
13.8000,53.79
13.8200,56.02
13.8400,57.85
13.8600,62.46
13.8800,51.58
13.9000,51.53
13.9200,54.04
13.9400,61.94
13.9600,55.03
13.9800,53.93
14.0000,50.17
14.0200,51.33
14.0400,60.41
14.0600,61.50
14.0800,48.14
14.1000,59.31
14.1200,65.69
14.1400,58.38
14.1600,54.27
14.1800,60.22
14.2000,59.83
14.2200,61.67
14.2400,58.08
14.2600,51.04
14.2800,65.48
14.3000,62.72
14.3200,48.14
14.3400,56.53
14.3600,58.98
14.3800,54.76
14.4000,61.82
14.4200,50.58
14.4400,57.29
14.4600,52.39
14.4800,62.73
14.5000,53.03
14.5200,56.68
14.5400,58.95
14.5600,57.46
14.5800,58.85
14.6000,59.47
14.6200,67.25
14.6400,60.68
14.6600,61.23
14.6800,62.85
14.7000,59.46
14.7200,57.73
14.7400,61.40
14.7600,62.87
14.7800,59.40
14.8000,58.20
14.8200,72.62
14.8400,66.76
14.8600,51.41
14.8800,61.84
14.9000,60.06
14.9200,65.55
14.9400,60.49
14.9600,58.36
14.9800,63.08
15.0000,54.45
15.0200,53.81
15.0400,68.98
15.0600,63.93
15.0800,60.86
15.1000,52.14
15.1200,63.26
15.1400,64.98
15.1600,60.27
15.1800,71.42
15.2000,63.25
15.2200,66.10
15.2400,69.01
15.2600,66.30
15.2800,59.02
15.3000,57.41
15.3200,68.29
15.3400,72.52
15.3600,64.55
15.3800,58.98
15.4000,68.52
15.4200,66.53
15.4400,59.91
15.4600,65.92
15.4800,64.50
15.5000,58.44
15.5200,55.09
15.5400,59.05
15.5600,63.73
15.5800,68.87
15.6000,67.11
15.6200,65.24
15.6400,57.15
15.6600,64.42
15.6800,67.42
15.7000,58.33
15.7200,69.91
15.7400,62.06
15.7600,66.63
15.7800,66.52
15.8000,64.90
15.8200,69.00
15.8400,72.68
15.8600,75.45
15.8800,64.64
15.9000,66.18
15.9200,62.62
15.9400,77.61
15.9600,64.97
15.9800,65.23
16.0000,65.06
16.0200,67.37
16.0400,56.98
16.0600,73.04
16.0800,63.57
16.1000,66.90
16.1200,68.83
16.1400,67.44
16.1600,74.01
16.1800,61.88
16.2000,68.92
16.2200,70.99
16.2400,78.28
16.2600,73.69
16.2800,69.68
16.3000,76.35
16.3200,66.65
16.3400,66.61
16.3600,73.67
16.3800,72.70
16.4000,73.45
16.4200,79.32
16.4400,65.44
16.4600,69.35
16.4800,71.14
16.5000,66.70
16.5200,62.29
16.5400,72.68
16.5600,70.93
16.5800,78.24
16.6000,73.26
16.6200,68.78
16.6400,71.80
16.6600,72.24
16.6800,70.40
16.7000,76.56
16.7200,75.66
16.7400,72.42
16.7600,67.19
16.7800,69.08
16.8000,72.89
16.8200,75.23
16.8400,72.31
16.8600,79.38
16.8800,86.76
16.9000,72.90
16.9200,75.67
16.9400,70.96
16.9600,86.39
16.9800,77.47
17.0000,74.96
17.0200,72.64
17.0400,81.26
17.0600,76.57
17.0800,69.84
17.1000,71.56
17.1200,86.22
17.1400,75.96
17.1600,74.93
17.1800,74.14
17.2000,83.29
17.2200,84.01
17.2400,81.21
17.2600,82.81
17.2800,77.71
17.3000,76.50
17.3200,82.42
17.3400,77.14
17.3600,82.44
17.3800,72.11
17.4000,81.22
17.4200,84.94
17.4400,84.16
17.4600,80.86
17.4800,88.75
17.5000,87.94
17.5200,84.03
17.5400,83.18
17.5600,95.92
17.5800,75.00
17.6000,78.80
17.6200,83.09
17.6400,82.50
17.6600,91.91
17.6800,89.00
17.7000,83.74
17.7200,88.05
17.7400,95.21
17.7600,82.29
17.7800,88.72
17.8000,96.72
17.8200,106.75
17.8400,106.77
17.8600,120.32
17.8800,121.90
17.9000,126.51
17.9200,137.01
17.9400,136.42
17.9600,149.47
17.9800,145.73
18.0000,144.86
18.0200,152.58
18.0400,151.11
18.0600,145.17
18.0800,140.81
18.1000,123.15
18.1200,122.99
18.1400,114.88
18.1600,120.53
18.1800,114.15
18.2000,109.89
18.2200,99.82
18.2400,105.41
18.2600,89.24
18.2800,95.26
18.3000,96.32
18.3200,96.24
18.3400,92.94
18.3600,91.94
18.3800,94.30
18.4000,96.22
18.4200,85.78
18.4400,91.80
18.4600,97.90
18.4800,101.53
18.5000,97.58
18.5200,92.03
18.5400,102.89
18.5600,105.58
18.5800,91.79
18.6000,93.89
18.6200,89.30
18.6400,97.44
18.6600,105.32
18.6800,95.17
18.7000,100.71
18.7200,90.59
18.7400,98.56
18.7600,105.94
18.7800,104.03
18.8000,100.69
18.8200,105.52
18.8400,89.00
18.8600,107.16
18.8800,106.70
18.9000,103.69
18.9200,109.51
18.9400,113.24
18.9600,113.10
18.9800,113.93
19.0000,109.13
19.0200,101.34
19.0400,100.18
19.0600,108.13
19.0800,111.99
19.1000,104.38
19.1200,105.85
19.1400,109.01
19.1600,104.64
19.1800,95.82
19.2000,104.99
19.2200,110.28
19.2400,115.68
19.2600,104.50
19.2800,106.71
19.3000,100.84
19.3200,101.38
19.3400,103.63
19.3600,114.12
19.3800,104.33
19.4000,108.27
19.4200,114.83
19.4400,122.66
19.4600,112.08
19.4800,111.67
19.5000,109.25
19.5200,118.42
19.5400,110.69
19.5600,120.34
19.5800,114.93
19.6000,115.53
19.6200,114.82
19.6400,124.78
19.6600,113.80
19.6800,116.77
19.7000,111.75
19.7200,117.04
19.7400,120.32
19.7600,125.11
19.7800,117.39
19.8000,116.26
19.8200,113.18
19.8400,112.70
19.8600,122.77
19.8800,121.51
19.9000,113.82
19.9200,122.15
19.9400,124.91
19.9600,120.34
19.9800,114.08
20.0000,120.00
20.0200,128.94
20.0400,122.08
20.0600,122.34
20.0800,125.72
20.1000,124.07
20.1200,119.30
20.1400,137.20
20.1600,128.97
20.1800,130.40
20.2000,134.18
20.2200,133.37
20.2400,127.85
20.2600,128.09
20.2800,128.70
20.3000,128.52
20.3200,137.49
20.3400,127.59
20.3600,134.57
20.3800,126.42
20.4000,127.13
20.4200,130.26
20.4400,135.76
20.4600,129.87
20.4800,130.95
20.5000,126.15
20.5200,138.70
20.5400,149.96
20.5600,147.62
20.5800,152.71
20.6000,167.65
20.6200,178.93
20.6400,194.65
20.6600,222.76
20.6800,245.96
20.7000,276.85
20.7200,297.79
20.7400,328.22
20.7600,343.47
20.7800,354.08
20.8000,353.66
20.8200,351.77
20.8400,341.59
20.8600,314.46
20.8800,300.23
20.9000,280.13
20.9200,256.02
20.9400,231.16
20.9600,209.20
20.9800,193.97
21.0000,162.40
21.0200,166.27
21.0400,165.93
21.0600,148.11
21.0800,144.53
21.1000,156.11
21.1200,147.58
21.1400,149.65
21.1600,147.47
21.1800,163.00
21.2000,144.94
21.2200,159.58
21.2400,148.35
21.2600,143.78
21.2800,135.09
21.3000,153.83
21.3200,138.84
21.3400,154.99
21.3600,146.44
21.3800,147.07
21.4000,149.97
21.4200,158.19
21.4400,161.14
21.4600,148.33
21.4800,160.52
21.5000,149.72
21.5200,158.82
21.5400,156.04
21.5600,161.17
21.5800,154.08
21.6000,156.93
21.6200,149.41
21.6400,155.85
21.6600,150.41
21.6800,161.98
21.7000,160.52
21.7200,159.95
21.7400,170.32
21.7600,165.02
21.7800,158.61
21.8000,168.51
21.8200,165.31
21.8400,159.31
21.8600,167.42
21.8800,166.33
21.9000,162.06
21.9200,177.43
21.9400,162.75
21.9600,177.94
21.9800,168.95
22.0000,166.19
22.0200,167.43
22.0400,173.81
22.0600,162.88
22.0800,172.54
22.1000,165.72
22.1200,164.43
22.1400,175.72
22.1600,180.88
22.1800,169.67
22.2000,171.73
22.2200,167.62
22.2400,170.85
22.2600,179.43
22.2800,167.33
22.3000,164.35
22.3200,173.74
22.3400,174.14
22.3600,182.02
22.3800,172.73
22.4000,175.11
22.4200,184.87
22.4400,179.89
22.4600,178.60
22.4800,177.25
22.5000,182.67
22.5200,173.63
22.5400,195.28
22.5600,180.01
22.5800,183.47
22.6000,182.53
22.6200,180.31
22.6400,177.26
22.6600,183.59
22.6800,191.52
22.7000,181.56
22.7200,192.38
22.7400,182.81
22.7600,177.73
22.7800,186.20
22.8000,187.43
22.8200,187.09
22.8400,179.25
22.8600,184.69
22.8800,196.39
22.9000,184.98
22.9200,182.94
22.9400,183.66
22.9600,187.35
22.9800,188.82
23.0000,193.21
23.0200,189.13
23.0400,193.94
23.0600,187.43
23.0800,196.64
23.1000,198.12
23.1200,197.19
23.1400,205.20
23.1600,196.89
23.1800,189.88
23.2000,193.75
23.2200,202.08
23.2400,198.42
23.2600,202.41
23.2800,202.50
23.3000,202.54
23.3200,203.48
23.3400,192.39
23.3600,205.10
23.3800,199.63
23.4000,200.58
23.4200,200.98
23.4400,199.82
23.4600,199.07
23.4800,204.49
23.5000,195.56
23.5200,204.48
23.5400,208.95
23.5600,201.52
23.5800,197.37
23.6000,193.96
23.6200,216.45
23.6400,202.96
23.6600,210.71
23.6800,209.37
23.7000,206.04
23.7200,217.74
23.7400,207.69
23.7600,215.06
23.7800,206.89
23.8000,207.48
23.8200,212.44
23.8400,211.37
23.8600,212.32
23.8800,210.08
23.9000,206.41
23.9200,208.57
23.9400,202.28
23.9600,214.15
23.9800,214.15
24.0000,203.63
24.0200,215.27
24.0400,215.52
24.0600,223.35
24.0800,207.39
24.1000,210.71
24.1200,206.62
24.1400,225.32
24.1600,218.50
24.1800,216.50
24.2000,223.23
24.2200,213.40
24.2400,217.63
24.2600,213.59
24.2800,206.28
24.3000,220.44
24.3200,214.49
24.3400,221.06
24.3600,218.33
24.3800,213.65
24.4000,217.34
24.4200,219.52
24.4400,220.02
24.4600,221.29
24.4800,215.87
24.5000,216.15
24.5200,231.21
24.5400,223.93
24.5600,220.94
24.5800,224.17
24.6000,220.94
24.6200,222.83
24.6400,233.20
24.6600,221.31
24.6800,228.68
24.7000,227.31
24.7200,229.45
24.7400,219.24
24.7600,220.20
24.7800,220.02
24.8000,222.60
24.8200,232.64
24.8400,229.06
24.8600,226.27
24.8800,233.55
24.9000,232.67
24.9200,229.28
24.9400,229.77
24.9600,220.72
24.9800,232.02
25.0000,224.79
25.0200,234.11
25.0400,232.44
25.0600,216.04
25.0800,227.86
25.1000,233.82
25.1200,233.29
25.1400,224.43
25.1600,230.26
25.1800,229.04
25.2000,229.54
25.2200,229.83
25.2400,237.30
25.2600,244.23
25.2800,235.09
25.3000,237.49
25.3200,238.66
25.3400,236.95
25.3600,234.69
25.3800,240.52
25.4000,234.69
25.4200,228.96
25.4400,235.81
25.4600,240.32
25.4800,240.41
25.5000,237.15
25.5200,233.50
25.5400,233.08
25.5600,235.70
25.5800,237.44
25.6000,245.49
25.6200,246.68
25.6400,241.28
25.6600,248.90
25.6800,235.54
25.7000,237.97
25.7200,224.29
25.7400,227.21
25.7600,240.56
25.7800,248.23
25.8000,241.61
25.8200,241.13
25.8400,236.97
25.8600,235.81
25.8800,240.19
25.9000,236.38
25.9200,243.53
25.9400,232.02
25.9600,248.35
25.9800,239.55
26.0000,236.76
26.0200,245.83
26.0400,239.16
26.0600,237.37
26.0800,243.27
26.1000,245.54
26.1200,250.09
26.1400,246.08
26.1600,240.89
26.1800,240.32
26.2000,244.23
26.2200,247.21
26.2400,249.13
26.2600,252.68
26.2800,242.27
26.3000,243.85
26.3200,250.33
26.3400,254.42
26.3600,252.66
26.3800,258.11
26.4000,276.34
26.4200,279.04
26.4400,298.79
26.4600,319.37
26.4800,350.19
26.5000,380.30
26.5200,408.35
26.5400,433.21
26.5600,447.21
26.5800,463.98
26.6000,464.83
26.6200,461.06
26.6400,453.11
26.6600,431.99
26.6800,404.87
26.7000,367.78
26.7200,355.16
26.7400,322.38
26.7600,304.03
26.7800,292.02
26.8000,269.12
26.8200,272.00
26.8400,257.08
26.8600,253.20
26.8800,244.61
26.9000,238.68
26.9200,244.30
26.9400,240.47
26.9600,245.25
26.9800,244.96
27.0000,241.83
27.0200,247.38
27.0400,244.15
27.0600,245.00
27.0800,249.78
27.1000,244.94
27.1200,246.03
27.1400,247.11
27.1600,249.50
27.1800,245.40
27.2000,246.37
27.2200,243.88
27.2400,238.32
27.2600,246.25
27.2800,243.22
27.3000,246.21
27.3200,232.18
27.3400,240.65
27.3600,250.01
27.3800,239.24
27.4000,238.27
27.4200,244.48
27.4400,240.92
27.4600,237.93
27.4800,248.21
27.5000,238.63
27.5200,238.39
27.5400,251.76
27.5600,246.58
27.5800,240.47
27.6000,242.90
27.6200,249.26
27.6400,243.22
27.6600,241.18
27.6800,245.99
27.7000,246.74
27.7200,242.77
27.7400,244.13
27.7600,249.20
27.7800,245.60
27.8000,246.37
27.8200,237.03
27.8400,241.16
27.8600,233.76
27.8800,237.77
27.9000,235.48
27.9200,243.63
27.9400,236.78
27.9600,240.03
27.9800,234.63
28.0000,238.50
28.0200,242.08
28.0400,245.80
28.0600,243.53
28.0800,234.58
28.1000,244.22
28.1200,238.14
28.1400,237.96
28.1600,245.80
28.1800,235.85
28.2000,243.27
28.2200,239.29
28.2400,239.95
28.2600,238.27
28.2800,249.51
28.3000,241.07
28.3200,236.76
28.3400,241.79
28.3600,234.34
28.3800,250.16
28.4000,236.38
28.4200,234.18
28.4400,238.74
28.4600,244.53
28.4800,226.57
28.5000,248.26
28.5200,241.18
28.5400,231.16
28.5600,235.46
28.5800,230.00
28.6000,228.51
28.6200,236.81
28.6400,238.45
28.6600,236.36
28.6800,229.28
28.7000,233.61
28.7200,237.18
28.7400,229.22
28.7600,233.18
28.7800,231.31
28.8000,229.46
28.8200,229.07
28.8400,228.85
28.8600,229.66
28.8800,230.39
28.9000,221.45
28.9200,226.90
28.9400,241.75
28.9600,230.95
28.9800,234.51
29.0000,227.82
29.0200,227.86
29.0400,226.18
29.0600,230.57
29.0800,234.24
29.1000,237.76
29.1200,226.56
29.1400,234.80
29.1600,230.65
29.1800,243.67
29.2000,237.45
29.2200,244.07
29.2400,257.53
29.2600,250.70
29.2800,269.24
29.3000,289.04
29.3200,285.04
29.3400,302.51
29.3600,304.66
29.3800,304.99
29.4000,308.29
29.4200,313.11
29.4400,310.26
29.4600,293.12
29.4800,286.82
29.5000,271.50
29.5200,269.85
29.5400,258.30
29.5600,246.71
29.5800,240.09
29.6000,233.85
29.6200,231.62
29.6400,227.36
29.6600,220.42
29.6800,227.69
29.7000,222.83
29.7200,225.51
29.7400,221.93
29.7600,226.90
29.7800,217.18
29.8000,219.60
29.8200,213.83
29.8400,211.45
29.8600,218.96
29.8800,223.61
29.9000,214.61
29.9200,214.72
29.9400,219.66
29.9600,213.81
29.9800,216.43
30.0000,218.12
30.0200,221.51
30.0400,210.05
30.0600,211.48
30.0800,212.73
30.1000,210.86
30.1200,216.90
30.1400,205.48
30.1600,205.23
30.1800,211.66
30.2000,208.90
30.2200,205.06
30.2400,207.88
30.2600,209.73
30.2800,205.99
30.3000,213.09
30.3200,205.54
30.3400,200.92
30.3600,205.80
30.3800,209.41
30.4000,207.44
30.4200,206.89
30.4400,201.26
30.4600,201.57
30.4800,201.06
30.5000,202.85
30.5200,197.93
30.5400,200.17
30.5600,196.99
30.5800,201.41
30.6000,193.52
30.6200,203.86
30.6400,201.88
30.6600,203.20
30.6800,207.18
30.7000,207.20
30.7200,192.28
30.7400,207.09
30.7600,196.18
30.7800,196.38
30.8000,196.54
30.8200,196.36
30.8400,198.57
30.8600,179.80
30.8800,199.14
30.9000,186.33
30.9200,193.31
30.9400,194.86
30.9600,188.25
30.9800,191.12
31.0000,182.21
31.0200,194.34
31.0400,197.57
31.0600,196.70
31.0800,184.86
31.1000,187.35
31.1200,191.90
31.1400,190.93
31.1600,196.95
31.1800,189.10
31.2000,188.46
31.2200,184.91
31.2400,183.84
31.2600,178.79
31.2800,182.37
31.3000,187.41
31.3200,188.66
31.3400,183.80
31.3600,185.57
31.3800,182.49
31.4000,190.75
31.4200,185.11
31.4400,173.27
31.4600,176.94
31.4800,183.03
31.5000,177.38
31.5200,176.23
31.5400,173.48
31.5600,180.25
31.5800,168.19
31.6000,181.56
31.6200,177.87
31.6400,179.75
31.6600,176.45
31.6800,178.60
31.7000,184.54
31.7200,177.37
31.7400,172.31
31.7600,181.39
31.7800,165.39
31.8000,166.59
31.8200,170.45
31.8400,181.77
31.8600,169.04
31.8800,169.85
31.9000,166.71
31.9200,172.11
31.9400,166.57
31.9600,179.49
31.9800,176.44
32.0000,179.55
32.0200,182.85
32.0400,180.19
32.0600,180.14
32.0800,190.04
32.1000,195.11
32.1200,208.29
32.1400,216.56
32.1600,222.95
32.1800,229.11
32.2000,227.94
32.2200,228.70
32.2400,218.62
32.2600,209.73
32.2800,196.11
32.3000,198.14
32.3200,187.95
32.3400,185.66
32.3600,182.71
32.3800,178.24
32.4000,166.07
32.4200,168.69
32.4400,167.69
32.4600,159.06
32.4800,162.66
32.5000,158.61
32.5200,158.03
32.5400,167.66
32.5600,159.21
32.5800,147.81
32.6000,148.79
32.6200,160.77
32.6400,160.95
32.6600,164.81
32.6800,155.24
32.7000,148.32
32.7200,155.68
32.7400,164.78
32.7600,147.62
32.7800,146.68
32.8000,157.94
32.8200,151.58
32.8400,146.67
32.8600,151.93
32.8800,144.26
32.9000,146.79
32.9200,142.23
32.9400,140.57
32.9600,142.68
32.9800,144.91
33.0000,138.39
33.0200,143.99
33.0400,140.20
33.0600,142.44
33.0800,143.12
33.1000,139.85
33.1200,152.99
33.1400,144.76
33.1600,139.78
33.1800,135.71
33.2000,136.01
33.2200,137.10
33.2400,136.68
33.2600,140.68
33.2800,138.02
33.3000,137.18
33.3200,138.88
33.3400,138.80
33.3600,135.02
33.3800,130.21
33.4000,131.11
33.4200,137.45
33.4400,136.46
33.4600,131.99
33.4800,139.07
33.5000,132.84
33.5200,135.46
33.5400,125.64
33.5600,129.24
33.5800,132.67
33.6000,137.16
33.6200,139.09
33.6400,132.95
33.6600,128.00
33.6800,135.49
33.7000,129.46
33.7200,131.77
33.7400,130.85
33.7600,135.20
33.7800,125.28
33.8000,127.01
33.8200,117.91
33.8400,128.04
33.8600,136.31
33.8800,133.80
33.9000,133.90
33.9200,142.94
33.9400,153.75
33.9600,146.47
33.9800,160.24
34.0000,161.45
34.0200,167.00
34.0400,186.34
34.0600,173.75
34.0800,180.29
34.1000,185.07
34.1200,180.36
34.1400,174.08
34.1600,176.03
34.1800,166.65
34.2000,162.31
34.2200,152.22
34.2400,155.99
34.2600,138.67
34.2800,135.63
34.3000,134.87
34.3200,131.78
34.3400,117.39
34.3600,127.54
34.3800,120.56
34.4000,117.57
34.4200,112.83
34.4400,118.11
34.4600,119.59
34.4800,118.09
34.5000,114.51
34.5200,111.83
34.5400,115.43
34.5600,118.64
34.5800,111.30
34.6000,104.81
34.6200,111.91
34.6400,112.16
34.6600,110.92
34.6800,101.95
34.7000,104.39
34.7200,105.86
34.7400,107.17
34.7600,113.62
34.7800,102.52
34.8000,106.60
34.8200,110.02
34.8400,110.60
34.8600,108.04
34.8800,105.06
34.9000,102.85
34.9200,107.40
34.9400,109.29
34.9600,106.34
34.9800,110.64
35.0000,100.59
35.0200,104.31
35.0400,95.43
35.0600,104.51
35.0800,93.99
35.1000,107.72
35.1200,100.37
35.1400,100.50
35.1600,102.14
35.1800,105.34
35.2000,95.30
35.2200,101.39
35.2400,100.87
35.2600,97.88
35.2800,98.79
35.3000,90.42
35.3200,96.76
35.3400,97.81
35.3600,107.57
35.3800,94.75
35.4000,104.88
35.4200,93.04
35.4400,100.19
35.4600,92.01
35.4800,95.77
35.5000,92.93
35.5200,93.80
35.5400,92.14
35.5600,85.46
35.5800,87.99
35.6000,98.52
35.6200,95.38
35.6400,96.19
35.6600,90.17
35.6800,92.22
35.7000,103.82
35.7200,93.75
35.7400,88.83
35.7600,86.87
35.7800,93.68
35.8000,92.80
35.8200,94.86
35.8400,90.34
35.8600,89.08
35.8800,86.34
35.9000,88.57
35.9200,82.03
35.9400,90.67
35.9600,95.02
35.9800,90.53
36.0000,89.55
36.0200,86.64
