two_theta_deg,intensity
8.0000,53.16
8.0200,47.96
8.0400,46.32
8.0600,50.20
8.0800,46.38
8.1000,55.99
8.1200,48.63
8.1400,52.09
8.1600,51.13
8.1800,50.05
8.2000,47.08
8.2200,58.61
8.2400,44.62
8.2600,52.59
8.2800,50.56
8.3000,46.28
8.3200,54.20
8.3400,54.00
8.3600,53.63
8.3800,45.32
8.4000,56.77
8.4200,55.70
8.4400,41.81
8.4600,52.42
8.4800,51.20
8.5000,48.72
8.5200,52.26
8.5400,49.72
8.5600,42.51
8.5800,54.29
8.6000,46.62
8.6200,44.91
8.6400,56.42
8.6600,58.05
8.6800,54.94
8.7000,50.83
8.7200,54.49
8.7400,46.16
8.7600,55.23
8.7800,42.97
8.8000,55.26
8.8200,53.03
8.8400,50.35
8.8600,37.89
8.8800,57.25
8.9000,56.98
8.9200,40.49
8.9400,40.74
8.9600,41.15
8.9800,52.44
9.0000,53.74
9.0200,50.89
9.0400,58.74
9.0600,55.52
9.0800,46.80
9.1000,49.03
9.1200,48.00
9.1400,48.83
9.1600,49.54
9.1800,50.01
9.2000,45.35
9.2200,47.12
9.2400,50.11
9.2600,57.24
9.2800,42.91
9.3000,46.42
9.3200,49.28
9.3400,53.95
9.3600,48.14
9.3800,52.12
9.4000,41.85
9.4200,62.69
9.4400,54.84
9.4600,48.00
9.4800,45.03
9.5000,59.73
9.5200,50.61
9.5400,50.63
9.5600,46.19
9.5800,41.49
9.6000,58.84
9.6200,52.42
9.6400,50.80
9.6600,54.07
9.6800,56.85
9.7000,46.96
9.7200,53.45
9.7400,45.00
9.7600,48.90
9.7800,45.40
9.8000,58.19
9.8200,54.20
9.8400,49.62
9.8600,45.78
9.8800,48.28
9.9000,48.56
9.9200,46.68
9.9400,51.91
9.9600,54.27
9.9800,60.90
10.0000,48.81
10.0200,52.44
10.0400,53.00
10.0600,51.17
10.0800,47.69
10.1000,50.26
10.1200,49.44
10.1400,55.00
10.1600,60.10
10.1800,54.51
10.2000,55.11
10.2200,53.57
10.2400,53.37
10.2600,51.11
10.2800,39.74
10.3000,47.91
10.3200,50.91
10.3400,43.32
10.3600,60.22
10.3800,55.70
10.4000,50.52
10.4200,44.13
10.4400,50.01
10.4600,53.38
10.4800,53.73
10.5000,48.44
10.5200,56.17
10.5400,55.19
10.5600,61.68
10.5800,52.74
10.6000,45.15
10.6200,46.84
10.6400,40.12
10.6600,46.86
10.6800,56.15
10.7000,53.77
10.7200,57.19
10.7400,41.91
10.7600,54.56
10.7800,52.52
10.8000,44.22
10.8200,49.42
10.8400,49.03
10.8600,56.21
10.8800,43.56
10.9000,58.92
10.9200,41.97
10.9400,52.62
10.9600,52.92
10.9800,55.55
11.0000,54.36
11.0200,58.57
11.0400,59.76
11.0600,54.74
11.0800,47.69
11.1000,53.04
11.1200,49.45
11.1400,50.88
11.1600,58.93
11.1800,56.27
11.2000,52.86
11.2200,48.19
11.2400,56.20
11.2600,50.58
11.2800,44.41
11.3000,48.83
11.3200,41.03
11.3400,46.91
11.3600,49.22
11.3800,49.52
11.4000,56.08
11.4200,44.09
11.4400,48.98
11.4600,54.08
11.4800,49.05
11.5000,41.02
11.5200,58.73
11.5400,52.22
11.5600,45.01
11.5800,55.18
11.6000,49.76
11.6200,47.18
11.6400,56.24
11.6600,49.81
11.6800,63.30
11.7000,63.67
11.7200,48.43
11.7400,49.86
11.7600,48.36
11.7800,50.25
11.8000,42.56
11.8200,58.84
11.8400,51.05
11.8600,48.45
11.8800,50.37
11.9000,55.44
11.9200,54.89
11.9400,51.26
11.9600,41.32
11.9800,51.29
12.0000,57.53
12.0200,54.25
12.0400,46.30
12.0600,62.62
12.0800,43.96
12.1000,56.35
12.1200,66.04
12.1400,49.09
12.1600,55.99
12.1800,48.11
12.2000,42.29
12.2200,54.50
12.2400,52.90
12.2600,56.07
12.2800,41.96
12.3000,53.76
12.3200,51.57
12.3400,57.16
12.3600,47.72
12.3800,59.24
12.4000,50.26
12.4200,53.82
12.4400,45.50
12.4600,52.76
12.4800,48.00
12.5000,52.29
12.5200,55.99
12.5400,47.52
12.5600,40.04
12.5800,55.49
12.6000,54.38
12.6200,56.35
12.6400,50.21
12.6600,53.20
12.6800,62.63
12.7000,52.04
12.7200,40.23
12.7400,41.93
12.7600,54.18
12.7800,53.15
12.8000,57.71
12.8200,60.23
12.8400,51.66
12.8600,54.77
12.8800,53.09
12.9000,46.00
12.9200,55.81
12.9400,58.02
12.9600,57.32
12.9800,55.40
13.0000,46.30
13.0200,50.16
13.0400,54.90
13.0600,57.33
13.0800,54.64
13.1000,54.07
13.1200,52.23
13.1400,58.21
13.1600,46.57
13.1800,57.30
13.2000,57.07
13.2200,63.14
13.2400,54.43
13.2600,53.19
13.2800,49.85
13.3000,58.44
13.3200,55.89
13.3400,51.56
13.3600,63.74
13.3800,50.43
13.4000,61.66
13.4200,57.88
13.4400,42.64
13.4600,60.52
13.4800,54.97
13.5000,48.07
13.5200,58.40
13.5400,53.65
13.5600,66.16
13.5800,53.17
13.6000,57.35
13.6200,55.46
13.6400,50.24
13.6600,54.86
13.6800,55.49
13.7000,55.10
13.7200,54.27
13.7400,58.46
13.7600,41.10
13.7800,47.39
13.8000,51.26
13.8200,60.31
13.8400,62.99
13.8600,59.79
13.8800,55.67
13.9000,60.73
13.9200,57.23
13.9400,52.67
13.9600,60.04
13.9800,56.14
14.0000,57.86
14.0200,51.39
14.0400,54.54
14.0600,51.52
14.0800,40.94
14.1000,62.82
14.1200,49.84
14.1400,53.18
14.1600,61.73
14.1800,61.68
14.2000,54.15
14.2200,57.75
14.2400,54.92
14.2600,47.83
14.2800,49.75
14.3000,58.91
14.3200,62.26
14.3400,62.16
14.3600,56.60
14.3800,57.34
14.4000,65.92
14.4200,59.96
14.4400,54.32
14.4600,68.83
14.4800,50.59
14.5000,54.57
14.5200,65.39
14.5400,47.32
14.5600,66.46
14.5800,55.04
14.6000,55.04
14.6200,63.66
14.6400,57.19
14.6600,59.25
14.6800,56.50
14.7000,55.52
14.7200,58.17
14.7400,63.33
14.7600,61.06
14.7800,65.44
14.8000,56.82
14.8200,60.25
14.8400,67.71
14.8600,64.08
14.8800,56.87
14.9000,54.02
14.9200,63.52
14.9400,59.46
14.9600,68.23
14.9800,59.06
15.0000,65.75
15.0200,67.34
15.0400,59.37
15.0600,71.15
15.0800,55.89
15.1000,54.20
15.1200,56.42
15.1400,55.29
15.1600,61.06
15.1800,70.60
15.2000,59.66
15.2200,67.30
15.2400,60.24
15.2600,61.99
15.2800,59.79
15.3000,55.27
15.3200,64.02
15.3400,62.13
15.3600,60.19
15.3800,64.68
15.4000,60.63
15.4200,58.22
15.4400,62.59
15.4600,64.17
15.4800,69.12
15.5000,59.41
15.5200,62.30
15.5400,65.48
15.5600,70.21
15.5800,62.50
15.6000,66.49
15.6200,62.02
15.6400,67.25
15.6600,66.41
15.6800,60.27
15.7000,67.33
15.7200,60.29
15.7400,73.40
15.7600,73.45
15.7800,68.11
15.8000,67.12
15.8200,71.67
15.8400,61.63
15.8600,63.92
15.8800,71.74
15.9000,66.08
15.9200,61.38
15.9400,69.98
15.9600,68.60
15.9800,68.58
16.0000,70.44
16.0200,66.64
16.0400,71.37
16.0600,70.13
16.0800,69.46
16.1000,65.06
16.1200,71.00
16.1400,67.56
16.1600,79.26
16.1800,75.81
16.2000,67.59
16.2200,70.56
16.2400,62.15
16.2600,72.28
16.2800,78.10
16.3000,73.51
16.3200,67.32
16.3400,67.03
16.3600,81.96
16.3800,61.81
16.4000,70.91
16.4200,73.06
16.4400,67.56
16.4600,73.85
16.4800,65.04
16.5000,71.36
16.5200,71.47
16.5400,66.48
16.5600,78.89
16.5800,71.28
16.6000,74.45
16.6200,76.59
16.6400,67.68
16.6600,67.21
16.6800,73.23
16.7000,80.63
16.7200,74.70
16.7400,69.37
16.7600,74.04
16.7800,87.42
16.8000,74.46
16.8200,71.08
16.8400,79.38
16.8600,72.62
16.8800,75.68
16.9000,78.51
16.9200,66.92
16.9400,71.37
16.9600,85.80
16.9800,68.38
17.0000,81.69
17.0200,81.43
17.0400,67.16
17.0600,72.09
17.0800,73.68
17.1000,79.39
17.1200,82.75
17.1400,76.29
17.1600,80.31
17.1800,74.10
17.2000,79.86
17.2200,69.32
17.2400,84.69
17.2600,85.01
17.2800,76.09
17.3000,78.23
17.3200,86.20
17.3400,83.71
17.3600,84.02
17.3800,75.16
17.4000,77.78
17.4200,74.81
17.4400,80.47
17.4600,86.21
17.4800,84.34
17.5000,79.78
17.5200,80.25
17.5400,84.53
17.5600,83.02
17.5800,77.86
17.6000,89.10
17.6200,78.57
17.6400,75.02
17.6600,88.12
17.6800,86.68
17.7000,87.80
17.7200,85.87
17.7400,89.35
17.7600,91.80
17.7800,101.31
17.8000,96.70
17.8200,110.62
17.8400,113.89
17.8600,114.40
17.8800,127.00
17.9000,134.38
17.9200,137.16
17.9400,143.79
17.9600,153.94
17.9800,145.20
18.0000,142.31
18.0200,152.23
18.0400,149.00
18.0600,145.08
18.0800,134.90
18.1000,129.02
18.1200,122.91
18.1400,119.48
18.1600,111.73
18.1800,95.11
18.2000,107.62
18.2200,103.39
18.2400,100.59
18.2600,102.44
18.2800,90.92
18.3000,94.77
18.3200,91.29
18.3400,92.34
18.3600,92.80
18.3800,95.81
18.4000,101.79
18.4200,92.99
18.4400,95.95
18.4600,103.53
18.4800,101.54
18.5000,101.08
18.5200,97.52
18.5400,100.23
18.5600,96.42
18.5800,91.64
18.6000,108.24
18.6200,92.44
18.6400,105.22
18.6600,104.90
18.6800,97.88
18.7000,92.03
18.7200,95.10
18.7400,102.80
18.7600,104.25
18.7800,105.50
18.8000,96.28
18.8200,99.72
18.8400,95.69
18.8600,100.19
18.8800,106.85
18.9000,99.40
18.9200,110.31
18.9400,109.57
18.9600,101.89
18.9800,101.26
19.0000,115.92
19.0200,97.16
19.0400,106.85
19.0600,108.50
19.0800,104.86
19.1000,111.03
19.1200,107.07
19.1400,92.55
19.1600,109.80
19.1800,99.76
19.2000,107.67
19.2200,112.73
19.2400,110.40
19.2600,110.66
19.2800,117.10
19.3000,109.15
19.3200,111.18
19.3400,109.71
19.3600,103.28
19.3800,112.07
19.4000,104.97
19.4200,117.60
19.4400,111.10
19.4600,101.88
19.4800,118.53
19.5000,118.95
19.5200,110.66
19.5400,104.73
19.5600,114.36
19.5800,115.28
19.6000,111.08
19.6200,118.01
19.6400,122.82
19.6600,130.35
19.6800,113.02
19.7000,115.14
19.7200,119.13
19.7400,117.56
19.7600,111.25
19.7800,104.79
19.8000,128.60
19.8200,118.83
19.8400,125.72
19.8600,120.39
19.8800,123.50
19.9000,120.66
19.9200,125.26
19.9400,129.93
19.9600,121.40
19.9800,121.35
20.0000,122.70
20.0200,133.61
20.0400,120.75
20.0600,117.41
20.0800,120.78
20.1000,119.96
20.1200,117.66
20.1400,128.69
20.1600,121.48
20.1800,123.96
20.2000,129.65
20.2200,136.42
20.2400,129.30
20.2600,130.23
20.2800,133.04
20.3000,135.08
20.3200,130.53
20.3400,130.42
20.3600,126.79
20.3800,121.71
20.4000,141.97
20.4200,127.37
20.4400,133.38
20.4600,131.14
20.4800,133.68
20.5000,130.23
20.5200,135.82
20.5400,135.21
20.5600,140.13
20.5800,143.91
20.6000,165.85
20.6200,178.05
20.6400,201.23
20.6600,211.61
20.6800,252.25
20.7000,270.19
20.7200,299.49
20.7400,327.06
20.7600,335.78
20.7800,357.50
20.8000,355.43
20.8200,357.60
20.8400,344.99
20.8600,330.33
20.8800,297.50
20.9000,270.53
20.9200,253.99
20.9400,228.43
20.9600,205.46
20.9800,183.91
21.0000,176.72
21.0200,167.16
21.0400,164.31
21.0600,153.61
21.0800,151.94
21.1000,148.48
21.1200,140.66
21.1400,157.21
21.1600,149.63
21.1800,143.85
21.2000,150.05
21.2200,149.92
21.2400,147.70
21.2600,152.97
21.2800,150.60
21.3000,146.51
21.3200,156.54
21.3400,157.53
21.3600,164.72
21.3800,156.77
21.4000,153.42
21.4200,157.85
21.4400,153.58
21.4600,149.97
21.4800,161.43
21.5000,157.02
21.5200,165.07
21.5400,153.18
21.5600,160.46
21.5800,160.47
21.6000,153.52
21.6200,151.08
21.6400,159.89
21.6600,162.14
21.6800,156.04
21.7000,163.68
21.7200,156.38
21.7400,161.67
21.7600,168.03
21.7800,160.95
21.8000,157.51
21.8200,165.36
21.8400,173.34
21.8600,164.88
21.8800,166.30
21.9000,167.67
21.9200,169.14
21.9400,170.91
21.9600,163.25
21.9800,166.21
22.0000,172.53
22.0200,174.35
22.0400,164.24
22.0600,163.59
22.0800,167.72
22.1000,175.04
22.1200,167.52
22.1400,169.31
22.1600,180.10
22.1800,174.80
22.2000,161.60
22.2200,176.88
22.2400,178.07
22.2600,163.09
22.2800,176.83
22.3000,180.33
22.3200,170.79
22.3400,175.25
22.3600,180.68
22.3800,178.59
22.4000,177.65
22.4200,173.46
22.4400,176.75
22.4600,176.35
22.4800,183.57
22.5000,173.84
22.5200,176.14
22.5400,184.05
22.5600,176.55
22.5800,182.22
22.6000,187.23
22.6200,177.94
22.6400,177.63
22.6600,184.89
22.6800,177.76
22.7000,173.20
22.7200,190.07
22.7400,187.18
22.7600,182.88
22.7800,183.70
22.8000,192.16
22.8200,194.28
22.8400,191.95
22.8600,188.13
22.8800,186.53
22.9000,188.67
22.9200,185.08
22.9400,192.47
22.9600,193.47
22.9800,189.76
23.0000,191.09
23.0200,197.41
23.0400,194.44
23.0600,193.78
23.0800,194.35
23.1000,184.21
23.1200,192.57
23.1400,190.85
23.1600,202.78
23.1800,193.05
23.2000,193.45
23.2200,194.65
23.2400,197.53
23.2600,201.51
23.2800,196.75
23.3000,199.75
23.3200,200.25
23.3400,189.92
23.3600,205.28
23.3800,203.45
23.4000,214.16
23.4200,197.48
23.4400,203.82
23.4600,215.60
23.4800,200.08
23.5000,205.61
23.5200,200.67
23.5400,203.16
23.5600,212.96
23.5800,199.07
23.6000,213.20
23.6200,200.16
23.6400,206.99
23.6600,206.96
23.6800,204.41
23.7000,211.38
23.7200,204.58
23.7400,207.16
23.7600,204.66
23.7800,210.48
23.8000,212.95
23.8200,203.44
23.8400,212.93
23.8600,206.87
23.8800,197.59
23.9000,202.43
23.9200,213.88
23.9400,212.61
23.9600,208.43
23.9800,220.35
24.0000,213.46
24.0200,229.28
24.0400,207.79
24.0600,210.17
24.0800,210.91
24.1000,209.27
24.1200,217.13
24.1400,209.09
24.1600,217.40
24.1800,218.75
24.2000,218.08
24.2200,218.83
24.2400,221.56
24.2600,220.63
24.2800,226.61
24.3000,212.27
24.3200,214.14
24.3400,218.67
24.3600,223.63
24.3800,220.85
24.4000,216.23
24.4200,220.15
24.4400,224.07
24.4600,216.36
24.4800,224.42
24.5000,227.64
24.5200,216.13
24.5400,216.39
24.5600,237.18
24.5800,222.92
24.6000,226.05
24.6200,220.57
24.6400,221.88
24.6600,222.46
24.6800,223.25
24.7000,221.88
24.7200,231.41
24.7400,227.34
24.7600,228.00
24.7800,220.10
24.8000,217.91
24.8200,230.70
24.8400,240.74
24.8600,229.52
24.8800,227.19
24.9000,224.94
24.9200,230.10
24.9400,233.22
24.9600,230.06
24.9800,221.93
25.0000,225.56
25.0200,226.01
25.0400,227.21
25.0600,225.19
25.0800,233.09
25.1000,231.61
25.1200,237.92
25.1400,235.29
25.1600,230.63
25.1800,226.75
25.2000,243.89
25.2200,235.96
25.2400,228.65
25.2600,232.86
25.2800,238.40
25.3000,241.28
25.3200,238.66
25.3400,228.50
25.3600,234.58
25.3800,232.48
25.4000,239.91
25.4200,232.18
25.4400,230.49
25.4600,241.79
25.4800,233.25
25.5000,240.53
25.5200,240.83
25.5400,231.04
25.5600,239.93
25.5800,233.62
25.6000,234.76
25.6200,239.02
25.6400,239.69
25.6600,239.06
25.6800,245.24
25.7000,236.47
25.7200,228.03
25.7400,236.17
25.7600,240.31
25.7800,241.19
25.8000,242.62
25.8200,231.94
25.8400,232.17
25.8600,250.63
25.8800,236.51
25.9000,239.03
25.9200,242.17
25.9400,243.68
25.9600,247.99
25.9800,242.12
26.0000,242.85
26.0200,244.24
26.0400,237.78
26.0600,237.85
26.0800,240.87
26.1000,245.69
26.1200,236.75
26.1400,244.77
26.1600,245.78
26.1800,239.50
26.2000,241.06
26.2200,245.38
26.2400,244.42
26.2600,241.12
26.2800,249.25
26.3000,244.62
26.3200,242.27
26.3400,254.17
26.3600,259.96
26.3800,255.14
26.4000,265.59
26.4200,282.95
26.4400,305.44
26.4600,331.56
26.4800,349.91
26.5000,375.13
26.5200,400.36
26.5400,419.58
26.5600,449.11
26.5800,464.55
26.6000,460.99
26.6200,459.19
26.6400,444.15
26.6600,424.25
26.6800,410.01
26.7000,384.95
26.7200,354.03
26.7400,330.68
26.7600,308.10
26.7800,279.32
26.8000,272.37
26.8200,265.37
26.8400,259.14
26.8600,247.91
26.8800,257.17
26.9000,250.00
26.9200,252.11
26.9400,245.25
26.9600,246.92
26.9800,237.15
27.0000,243.16
27.0200,245.62
27.0400,258.87
27.0600,254.26
27.0800,238.17
27.1000,244.91
27.1200,247.51
27.1400,250.95
27.1600,249.94
27.1800,246.69
27.2000,241.56
27.2200,244.63
27.2400,240.88
27.2600,251.01
27.2800,253.33
27.3000,244.29
27.3200,234.13
27.3400,239.80
27.3600,236.92
27.3800,238.99
27.4000,243.76
27.4200,244.00
27.4400,243.28
27.4600,238.60
27.4800,242.30
27.5000,244.72
27.5200,239.53
27.5400,236.86
27.5600,249.65
27.5800,242.81
27.6000,245.95
27.6200,241.73
27.6400,246.50
27.6600,235.14
27.6800,239.05
27.7000,232.59
27.7200,241.22
27.7400,234.82
27.7600,247.89
27.7800,237.88
27.8000,238.63
27.8200,253.08
27.8400,240.37
27.8600,238.35
27.8800,238.19
27.9000,243.05
27.9200,241.98
27.9400,241.88
27.9600,236.25
27.9800,232.52
28.0000,249.24
28.0200,242.65
28.0400,239.19
28.0600,242.22
28.0800,240.78
28.1000,250.35
28.1200,246.17
28.1400,250.31
28.1600,236.76
28.1800,228.54
28.2000,245.25
28.2200,232.43
28.2400,241.47
28.2600,231.64
28.2800,243.32
28.3000,240.89
28.3200,236.87
28.3400,230.35
28.3600,242.73
28.3800,230.38
28.4000,243.38
28.4200,234.73
28.4400,236.96
28.4600,229.26
28.4800,234.69
28.5000,232.32
28.5200,247.60
28.5400,241.00
28.5600,236.30
28.5800,235.62
28.6000,237.64
28.6200,241.28
28.6400,233.80
28.6600,234.35
28.6800,243.28
28.7000,235.68
28.7200,230.54
28.7400,230.11
28.7600,226.03
28.7800,234.40
28.8000,229.26
28.8200,240.16
28.8400,227.97
28.8600,221.92
28.8800,223.62
28.9000,242.74
28.9200,229.75
28.9400,238.73
28.9600,236.62
28.9800,235.25
29.0000,233.52
29.0200,230.30
29.0400,229.35
29.0600,234.39
29.0800,237.09
29.1000,226.80
29.1200,235.19
29.1400,228.60
29.1600,227.48
29.1800,235.51
29.2000,232.96
29.2200,242.16
29.2400,256.92
29.2600,266.51
29.2800,263.09
29.3000,281.19
29.3200,285.92
29.3400,289.98
29.3600,307.26
29.3800,311.14
29.4000,314.23
29.4200,306.62
29.4400,302.51
29.4600,299.93
29.4800,284.53
29.5000,273.24
29.5200,259.76
29.5400,251.82
29.5600,254.29
29.5800,245.63
29.6000,239.40
29.6200,223.85
29.6400,220.52
29.6600,224.70
29.6800,209.46
29.7000,212.32
29.7200,211.08
29.7400,226.36
29.7600,213.10
29.7800,225.25
29.8000,214.40
29.8200,219.37
29.8400,225.49
29.8600,216.23
29.8800,212.21
29.9000,215.58
29.9200,210.84
29.9400,212.71
29.9600,201.75
29.9800,216.93
30.0000,209.13
30.0200,210.09
30.0400,207.36
30.0600,211.92
30.0800,215.89
30.1000,221.44
30.1200,212.76
30.1400,205.62
30.1600,209.65
30.1800,214.04
30.2000,209.73
30.2200,209.60
30.2400,210.30
30.2600,214.13
30.2800,198.38
30.3000,195.81
30.3200,209.21
30.3400,203.96
30.3600,209.91
30.3800,193.80
30.4000,209.12
30.4200,201.22
30.4400,192.85
30.4600,205.93
30.4800,198.45
30.5000,205.45
30.5200,203.40
30.5400,203.05
30.5600,200.71
30.5800,207.57
30.6000,204.51
30.6200,202.27
30.6400,190.50
30.6600,195.43
30.6800,209.07
30.7000,200.12
30.7200,208.78
30.7400,191.39
30.7600,205.37
30.7800,194.21
30.8000,197.48
30.8200,196.65
30.8400,197.14
30.8600,192.54
30.8800,193.40
30.9000,194.54
30.9200,190.22
30.9400,193.11
30.9600,184.02
30.9800,193.02
31.0000,194.30
31.0200,192.75
31.0400,181.51
31.0600,193.82
31.0800,184.72
31.1000,184.77
31.1200,189.29
31.1400,183.00
31.1600,189.03
31.1800,181.62
31.2000,188.91
31.2200,186.34
31.2400,196.11
31.2600,191.81
31.2800,187.86
31.3000,184.66
31.3200,187.41
31.3400,187.58
31.3600,191.16
31.3800,184.63
31.4000,194.49
31.4200,179.33
31.4400,185.88
31.4600,181.95
31.4800,186.59
31.5000,180.03
31.5200,175.64
31.5400,176.40
31.5600,176.93
31.5800,176.64
31.6000,182.79
31.6200,177.79
31.6400,167.74
31.6600,178.00
31.6800,178.13
31.7000,175.08
31.7200,170.18
31.7400,184.00
31.7600,180.03
31.7800,178.96
31.8000,177.30
31.8200,170.54
31.8400,178.16
31.8600,176.24
31.8800,172.50
31.9000,168.82
31.9200,178.60
31.9400,177.63
31.9600,175.45
31.9800,175.68
32.0000,173.08
32.0200,177.18
32.0400,188.19
32.0600,193.45
32.0800,195.29
32.1000,206.03
32.1200,206.74
32.1400,222.13
32.1600,219.20
32.1800,219.00
32.2000,225.43
32.2200,219.26
32.2400,217.38
32.2600,203.51
32.2800,206.60
32.3000,199.14
32.3200,195.86
32.3400,182.02
32.3600,178.16
32.3800,178.62
32.4000,173.70
32.4200,162.12
32.4400,151.18
32.4600,162.51
32.4800,156.87
32.5000,162.70
32.5200,162.26
32.5400,157.53
32.5600,155.51
32.5800,155.88
32.6000,159.09
32.6200,148.78
32.6400,149.27
32.6600,154.70
32.6800,154.22
32.7000,151.76
32.7200,149.97
32.7400,142.65
32.7600,154.58
32.7800,150.72
32.8000,150.68
32.8200,146.39
32.8400,156.80
32.8600,143.06
32.8800,150.35
32.9000,148.19
32.9200,136.93
32.9400,144.92
32.9600,147.88
32.9800,143.25
33.0000,143.80
33.0200,151.59
33.0400,138.47
33.0600,140.97
33.0800,141.32
33.1000,139.09
33.1200,144.51
33.1400,140.90
33.1600,149.38
33.1800,146.69
33.2000,141.11
33.2200,135.66
33.2400,137.45
33.2600,138.45
33.2800,150.79
33.3000,136.35
33.3200,142.01
33.3400,138.31
33.3600,129.57
33.3800,132.88
33.4000,128.45
33.4200,138.91
33.4400,136.74
33.4600,136.61
33.4800,141.40
33.5000,137.90
33.5200,134.90
33.5400,130.51
33.5600,135.97
33.5800,126.75
33.6000,137.17
33.6200,134.81
33.6400,127.48
33.6600,134.34
33.6800,122.70
33.7000,134.41
33.7200,124.84
33.7400,135.62
33.7600,119.99
33.7800,132.71
33.8000,132.47
33.8200,134.06
33.8400,123.74
33.8600,128.12
33.8800,140.78
33.9000,140.97
33.9200,142.13
33.9400,161.28
33.9600,146.21
33.9800,162.00
34.0000,172.72
34.0200,174.48
34.0400,179.56
34.0600,179.61
34.0800,187.08
34.1000,178.74
34.1200,182.85
34.1400,179.44
34.1600,172.06
34.1800,172.23
34.2000,157.61
34.2200,154.95
34.2400,153.16
34.2600,139.57
34.2800,137.77
34.3000,131.42
34.3200,127.80
34.3400,123.97
34.3600,122.09
34.3800,116.36
34.4000,110.58
34.4200,118.78
34.4400,113.01
34.4600,113.78
34.4800,108.02
34.5000,112.13
34.5200,116.08
34.5400,118.54
34.5600,115.14
34.5800,103.92
34.6000,106.10
34.6200,105.90
34.6400,116.49
34.6600,109.90
34.6800,105.17
34.7000,107.62
34.7200,110.99
34.7400,100.05
34.7600,104.42
34.7800,111.93
34.8000,96.81
34.8200,102.47
34.8400,109.46
34.8600,108.67
34.8800,108.94
34.9000,96.65
34.9200,104.34
34.9400,101.71
34.9600,100.66
34.9800,103.78
35.0000,106.65
35.0200,102.33
35.0400,114.48
35.0600,108.99
35.0800,95.69
35.1000,102.47
35.1200,111.81
35.1400,97.64
35.1600,101.51
35.1800,98.39
35.2000,106.06
35.2200,101.36
35.2400,105.14
35.2600,109.32
35.2800,101.96
35.3000,97.35
35.3200,98.78
35.3400,108.63
35.3600,97.44
35.3800,94.46
35.4000,99.57
35.4200,89.16
35.4400,103.44
35.4600,92.58
35.4800,104.19
35.5000,101.28
35.5200,101.86
35.5400,89.85
35.5600,93.78
35.5800,95.27
35.6000,84.95
35.6200,97.55
35.6400,95.38
35.6600,94.64
35.6800,93.53
35.7000,101.05
35.7200,96.47
35.7400,86.71
35.7600,86.97
35.7800,92.25
35.8000,96.10
35.8200,96.01
35.8400,100.63
35.8600,96.17
35.8800,89.48
35.9000,95.56
35.9200,91.56
35.9400,90.52
35.9600,88.10
35.9800,89.20
36.0000,91.90
36.0200,83.99
