two_theta_deg,intensity
10.5600,50.76
10.5800,55.55
10.6000,53.38
10.6200,45.59
10.6400,54.51
10.6600,54.20
10.6800,50.29
10.7000,54.87
10.7200,51.81
10.7400,50.70
10.7600,49.52
10.7800,56.88
10.8000,45.02
10.8200,48.96
10.8400,57.45
10.8600,54.12
10.8800,51.59
10.9000,51.09
10.9200,43.87
10.9400,42.84
10.9600,59.14
10.9800,46.65
11.0000,50.36
11.0200,62.05
11.0400,46.70
11.0600,56.76
11.0800,54.23
11.1000,60.32
11.1200,56.72
11.1400,49.80
11.1600,46.06
11.1800,48.36
11.2000,43.28
11.2200,50.39
11.2400,47.34
11.2600,53.53
11.2800,42.74
11.3000,62.73
11.3200,49.03
11.3400,44.42
11.3600,46.83
11.3800,62.01
11.4000,53.22
11.4200,49.91
11.4400,55.63
11.4600,50.29
11.4800,53.23
11.5000,55.48
11.5200,60.46
11.5400,46.38
11.5600,60.91
11.5800,43.26
11.6000,43.32
11.6200,47.49
11.6400,44.49
11.6600,55.69
11.6800,66.08
11.7000,54.94
11.7200,58.29
11.7400,48.06
11.7600,53.92
11.7800,57.49
11.8000,49.50
11.8200,42.08
11.8400,47.36
11.8600,40.94
11.8800,56.08
11.9000,52.19
11.9200,47.37
11.9400,47.92
11.9600,56.64
11.9800,47.50
12.0000,61.02
12.0200,59.99
12.0400,47.43
12.0600,52.19
12.0800,51.83
12.1000,49.77
12.1200,44.20
12.1400,48.61
12.1600,56.08
12.1800,50.78
12.2000,49.21
12.2200,58.91
12.2400,46.66
12.2600,50.98
12.2800,52.09
12.3000,55.70
12.3200,64.84
12.3400,42.18
12.3600,51.58
12.3800,51.32
12.4000,54.52
12.4200,59.80
12.4400,62.69
12.4600,53.60
12.4800,64.72
12.5000,53.90
12.5200,59.83
12.5400,60.03
12.5600,61.81
12.5800,60.19
12.6000,60.87
12.6200,51.86
12.6400,56.37
12.6600,57.23
12.6800,56.05
12.7000,50.14
12.7200,60.42
12.7400,56.34
12.7600,55.20
12.7800,55.43
12.8000,60.07
12.8200,56.69
12.8400,56.28
12.8600,47.84
12.8800,53.84
12.9000,60.99
12.9200,64.37
12.9400,60.29
12.9600,53.15
12.9800,50.89
13.0000,59.20
13.0200,50.41
13.0400,51.41
13.0600,54.18
13.0800,50.27
13.1000,54.46
13.1200,51.22
13.1400,61.56
13.1600,59.87
13.1800,46.92
13.2000,55.73
13.2200,51.65
13.2400,52.14
13.2600,61.89
13.2800,61.90
13.3000,52.11
13.3200,45.39
13.3400,56.99
13.3600,58.39
13.3800,52.51
13.4000,55.32
13.4200,61.41
13.4400,59.84
13.4600,63.17
13.4800,57.38
13.5000,62.52
13.5200,66.95
13.5400,51.68
13.5600,58.11
13.5800,55.00
13.6000,55.17
13.6200,53.94
13.6400,58.35
13.6600,59.21
13.6800,52.79
13.7000,56.86
13.7200,59.58
13.7400,63.46
13.7600,56.79
13.7800,63.54
13.8000,61.01
13.8200,54.09
13.8400,59.89
13.8600,52.75
13.8800,62.13
13.9000,60.87
13.9200,64.98
13.9400,51.39
13.9600,58.85
13.9800,51.98
14.0000,60.01
14.0200,53.24
14.0400,53.92
14.0600,49.59
14.0800,60.97
14.1000,65.27
14.1200,70.12
14.1400,64.11
14.1600,64.46
14.1800,61.96
14.2000,60.18
14.2200,57.85
14.2400,65.45
14.2600,63.94
14.2800,66.08
14.3000,54.22
14.3200,63.28
14.3400,67.12
14.3600,66.95
14.3800,63.12
14.4000,66.00
14.4200,57.14
14.4400,62.24
14.4600,64.50
14.4800,64.28
14.5000,68.75
14.5200,55.03
14.5400,61.07
14.5600,66.65
14.5800,64.45
14.6000,65.48
14.6200,61.34
14.6400,60.46
14.6600,62.90
14.6800,65.40
14.7000,64.66
14.7200,68.66
14.7400,60.45
14.7600,61.00
14.7800,63.08
14.8000,69.26
14.8200,65.36
14.8400,67.65
14.8600,70.46
14.8800,69.37
14.9000,68.47
14.9200,58.61
14.9400,61.43
14.9600,67.74
14.9800,66.80
15.0000,74.11
15.0200,63.18
15.0400,68.04
15.0600,75.09
15.0800,68.64
15.1000,64.99
15.1200,61.95
15.1400,69.85
15.1600,69.34
15.1800,67.63
15.2000,75.21
15.2200,71.41
15.2400,68.48
15.2600,71.99
15.2800,82.01
15.3000,73.82
15.3200,71.28
15.3400,74.63
15.3600,81.84
15.3800,71.40
15.4000,74.06
15.4200,65.51
15.4400,71.44
15.4600,72.14
15.4800,65.79
15.5000,69.27
15.5200,69.39
15.5400,70.03
15.5600,75.49
15.5800,75.67
15.6000,70.27
15.6200,65.42
15.6400,69.59
15.6600,67.41
15.6800,82.32
15.7000,69.82
15.7200,65.74
15.7400,76.92
15.7600,72.59
15.7800,72.00
15.8000,84.87
15.8200,76.17
15.8400,73.50
15.8600,71.38
15.8800,76.20
15.9000,85.23
15.9200,80.26
15.9400,81.65
15.9600,79.90
15.9800,80.40
16.0000,78.70
16.0200,70.85
16.0400,74.20
16.0600,78.26
16.0800,65.60
16.1000,78.51
16.1200,74.37
16.1400,75.08
16.1600,74.94
16.1800,72.62
16.2000,76.54
16.2200,79.10
16.2400,76.03
16.2600,83.42
16.2800,80.66
16.3000,77.68
16.3200,85.44
16.3400,80.59
16.3600,80.72
16.3800,92.47
16.4000,80.33
16.4200,74.94
16.4400,78.85
16.4600,83.52
16.4800,83.89
16.5000,83.47
16.5200,79.82
16.5400,77.13
16.5600,81.53
16.5800,84.77
16.6000,82.16
16.6200,77.49
16.6400,82.06
16.6600,83.64
16.6800,76.91
16.7000,95.60
16.7200,85.19
16.7400,87.95
16.7600,91.22
16.7800,85.95
16.8000,80.09
16.8200,86.66
16.8400,86.64
16.8600,89.16
16.8800,89.29
16.9000,90.46
16.9200,84.71
16.9400,88.44
16.9600,76.64
16.9800,92.90
17.0000,89.61
17.0200,90.02
17.0400,96.16
17.0600,99.03
17.0800,93.84
17.1000,93.87
17.1200,94.17
17.1400,93.39
17.1600,99.79
17.1800,94.39
17.2000,84.25
17.2200,98.62
17.2400,95.75
17.2600,95.03
17.2800,98.67
17.3000,100.00
17.3200,93.17
17.3400,93.60
17.3600,100.36
17.3800,97.79
17.4000,100.35
17.4200,96.27
17.4400,97.78
17.4600,103.76
17.4800,102.94
17.5000,99.54
17.5200,96.32
17.5400,96.70
17.5600,98.19
17.5800,103.98
17.6000,111.56
17.6200,100.21
17.6400,108.86
17.6600,110.15
17.6800,125.10
17.7000,130.03
17.7200,138.79
17.7400,155.30
17.7600,177.75
17.7800,205.08
17.8000,240.28
17.8200,277.84
17.8400,328.09
17.8600,378.71
17.8800,438.94
17.9000,490.11
17.9200,536.73
17.9400,589.06
17.9600,615.25
17.9800,649.55
18.0000,646.70
18.0200,646.05
18.0400,618.63
18.0600,585.68
18.0800,542.39
18.1000,496.31
18.1200,437.09
18.1400,380.93
18.1600,337.16
18.1800,291.34
18.2000,244.82
18.2200,213.05
18.2400,183.04
18.2600,166.75
18.2800,151.47
18.3000,133.30
18.3200,137.34
18.3400,119.93
18.3600,128.30
18.3800,116.47
18.4000,123.49
18.4200,114.02
18.4400,116.46
18.4600,110.00
18.4800,116.69
18.5000,129.53
18.5200,120.34
18.5400,120.24
18.5600,126.50
18.5800,123.52
18.6000,122.38
18.6200,113.86
18.6400,122.69
18.6600,121.38
18.6800,123.40
18.7000,126.85
18.7200,129.99
18.7400,135.67
18.7600,125.11
18.7800,142.41
18.8000,132.30
18.8200,132.39
18.8400,132.05
18.8600,133.57
18.8800,130.25
18.9000,137.52
18.9200,138.75
18.9400,131.00
18.9600,137.05
18.9800,125.01
19.0000,125.32
19.0200,126.02
19.0400,134.88
19.0600,135.13
19.0800,129.51
19.1000,139.23
19.1200,135.93
19.1400,140.93
19.1600,131.18
19.1800,138.91
19.2000,128.70
19.2200,139.73
19.2400,137.36
19.2600,143.18
19.2800,134.83
19.3000,136.02
19.3200,143.11
19.3400,142.56
19.3600,145.01
19.3800,138.30
19.4000,153.16
19.4200,153.94
19.4400,146.88
19.4600,146.01
19.4800,159.08
19.5000,148.32
19.5200,144.34
19.5400,147.43
19.5600,147.31
19.5800,152.35
19.6000,146.91
19.6200,146.44
19.6400,151.06
19.6600,153.66
19.6800,146.30
19.7000,152.91
19.7200,147.57
19.7400,155.60
19.7600,151.57
19.7800,159.42
19.8000,162.00
19.8200,153.37
19.8400,149.58
19.8600,153.33
19.8800,164.96
19.9000,156.17
19.9200,160.60
19.9400,159.03
19.9600,160.17
19.9800,165.02
20.0000,162.24
20.0200,163.47
20.0400,165.84
20.0600,165.36
20.0800,165.89
20.1000,162.62
20.1200,167.82
20.1400,170.48
20.1600,166.70
20.1800,169.08
20.2000,168.46
20.2200,173.90
20.2400,170.15
20.2600,173.55
20.2800,172.73
20.3000,171.29
20.3200,176.32
20.3400,178.76
20.3600,177.16
20.3800,177.89
20.4000,177.72
20.4200,183.53
20.4400,172.17
20.4600,168.00
20.4800,193.42
20.5000,192.06
20.5200,183.42
20.5400,193.08
20.5600,199.34
20.5800,202.37
20.6000,197.91
20.6200,221.56
20.6400,252.84
20.6600,266.65
20.6800,287.47
20.7000,325.43
20.7200,354.19
20.7400,368.20
20.7600,377.49
20.7800,407.53
20.8000,412.55
20.8200,406.91
20.8400,400.08
20.8600,365.36
20.8800,358.18
20.9000,317.34
20.9200,302.97
20.9400,271.56
20.9600,256.64
20.9800,233.73
21.0000,223.20
21.0200,207.14
21.0400,205.78
21.0600,207.56
21.0800,204.88
21.1000,207.06
21.1200,205.75
21.1400,196.75
21.1600,203.56
21.1800,209.43
21.2000,197.69
21.2200,198.01
21.2400,209.04
21.2600,209.66
21.2800,212.08
21.3000,214.85
21.3200,212.95
21.3400,202.54
21.3600,211.10
21.3800,207.63
21.4000,208.73
21.4200,206.28
21.4400,205.76
21.4600,202.87
21.4800,213.05
21.5000,212.47
21.5200,217.58
21.5400,215.81
21.5600,220.04
21.5800,213.40
21.6000,219.22
21.6200,216.82
21.6400,207.98
21.6600,217.25
21.6800,218.03
21.7000,217.39
21.7200,219.48
21.7400,226.05
21.7600,224.66
21.7800,224.36
21.8000,226.27
21.8200,224.31
21.8400,217.64
21.8600,228.18
21.8800,227.51
21.9000,223.12
21.9200,232.11
21.9400,232.56
21.9600,230.19
21.9800,229.37
22.0000,226.91
22.0200,238.74
22.0400,242.41
22.0600,236.87
22.0800,234.15
22.1000,239.60
22.1200,237.61
22.1400,235.57
22.1600,230.91
22.1800,237.89
22.2000,241.95
22.2200,238.47
22.2400,236.53
22.2600,236.44
22.2800,242.71
22.3000,239.44
22.3200,251.83
22.3400,242.72
22.3600,244.78
22.3800,242.67
22.4000,233.32
22.4200,257.78
22.4400,236.87
22.4600,241.71
22.4800,251.04
22.5000,247.83
22.5200,249.47
22.5400,243.75
22.5600,254.69
22.5800,258.71
22.6000,252.89
22.6200,262.91
22.6400,256.95
22.6600,259.83
22.6800,254.91
22.7000,260.32
22.7200,254.38
22.7400,258.78
22.7600,266.27
22.7800,258.21
22.8000,251.75
22.8200,260.43
22.8400,270.79
22.8600,263.67
22.8800,258.78
22.9000,264.47
22.9200,264.90
22.9400,257.08
22.9600,260.62
22.9800,271.72
23.0000,269.57
23.0200,253.34
23.0400,268.89
23.0600,264.99
23.0800,265.96
23.1000,264.95
23.1200,272.15
23.1400,278.05
23.1600,277.39
23.1800,281.14
23.2000,278.93
23.2200,280.17
23.2400,274.57
23.2600,280.56
23.2800,280.93
23.3000,276.07
23.3200,272.50
23.3400,281.89
23.3600,279.42
23.3800,277.14
23.4000,286.22
23.4200,277.72
23.4400,279.03
23.4600,283.59
23.4800,291.26
23.5000,283.52
23.5200,280.56
23.5400,286.92
23.5600,284.98
23.5800,292.84
23.6000,295.75
23.6200,288.65
23.6400,292.97
23.6600,286.56
23.6800,296.76
23.7000,299.29
23.7200,290.00
23.7400,288.19
23.7600,293.34
23.7800,297.56
23.8000,295.00
23.8200,295.82
23.8400,296.98
23.8600,293.11
23.8800,303.77
23.9000,297.13
23.9200,303.69
23.9400,293.95
23.9600,308.16
23.9800,299.23
24.0000,297.56
24.0200,294.91
24.0400,298.87
24.0600,307.99
24.0800,293.80
24.1000,309.17
24.1200,292.28
24.1400,306.30
24.1600,296.81
24.1800,309.98
24.2000,299.34
24.2200,319.93
24.2400,308.21
24.2600,304.07
24.2800,309.83
24.3000,298.45
24.3200,312.26
24.3400,310.89
24.3600,316.07
24.3800,321.09
24.4000,324.58
24.4200,305.92
24.4400,311.26
24.4600,311.73
24.4800,307.80
24.5000,310.77
24.5200,309.59
24.5400,314.99
24.5600,324.60
24.5800,317.58
24.6000,316.12
24.6200,324.74
24.6400,323.09
24.6600,313.77
24.6800,319.91
24.7000,322.38
24.7200,327.05
24.7400,324.08
24.7600,328.27
24.7800,328.77
24.8000,317.64
24.8200,327.64
24.8400,324.22
24.8600,327.43
24.8800,318.23
24.9000,328.87
24.9200,340.20
24.9400,331.24
24.9600,328.58
24.9800,319.93
25.0000,324.77
25.0200,335.09
25.0400,327.92
25.0600,322.83
25.0800,324.67
25.1000,324.75
25.1200,333.41
25.1400,332.95
25.1600,326.08
25.1800,335.10
25.2000,340.06
25.2200,329.76
25.2400,327.46
25.2600,337.74
25.2800,328.39
25.3000,337.90
25.3200,326.97
25.3400,331.47
25.3600,330.71
25.3800,329.69
25.4000,338.88
25.4200,327.93
25.4400,331.94
25.4600,336.72
25.4800,335.81
25.5000,343.73
25.5200,338.10
25.5400,335.12
25.5600,345.03
25.5800,345.63
25.6000,342.23
25.6200,339.98
25.6400,340.11
25.6600,337.55
25.6800,343.88
25.7000,335.08
25.7200,333.65
25.7400,345.39
25.7600,339.60
25.7800,350.67
25.8000,341.05
25.8200,333.59
25.8400,342.86
25.8600,343.47
25.8800,344.52
25.9000,337.26
25.9200,342.07
25.9400,342.65
25.9600,343.41
25.9800,341.57
26.0000,338.96
26.0200,340.81
26.0400,352.10
26.0600,344.93
26.0800,344.34
26.1000,347.20
26.1200,343.46
26.1400,341.01
26.1600,346.10
26.1800,345.57
26.2000,344.80
26.2200,349.39
26.2400,352.78
26.2600,340.35
26.2800,349.95
26.3000,352.17
26.3200,355.51
26.3400,350.16
26.3600,357.03
26.3800,365.11
26.4000,377.17
26.4200,396.70
26.4400,406.81
26.4600,437.17
26.4800,459.45
26.5000,479.15
26.5200,510.67
26.5400,531.70
26.5600,547.06
26.5800,565.94
26.6000,564.93
26.6200,569.74
26.6400,546.05
26.6600,536.74
26.6800,514.03
26.7000,480.34
26.7200,461.91
26.7400,431.84
26.7600,406.46
26.7800,391.90
26.8000,379.53
26.8200,370.94
26.8400,361.02
26.8600,357.58
26.8800,355.21
26.9000,353.33
26.9200,358.07
26.9400,349.72
26.9600,350.29
26.9800,349.10
27.0000,359.02
27.0200,351.49
27.0400,350.13
27.0600,356.99
27.0800,347.99
27.1000,345.70
27.1200,346.86
27.1400,341.80
27.1600,345.73
27.1800,341.41
27.2000,351.13
27.2200,347.74
27.2400,347.19
27.2600,353.83
27.2800,352.64
27.3000,346.14
27.3200,351.41
27.3400,347.33
27.3600,344.69
27.3800,353.36
27.4000,351.89
27.4200,346.95
27.4400,340.62
27.4600,354.38
27.4800,342.00
27.5000,353.51
27.5200,349.62
27.5400,350.21
27.5600,343.37
27.5800,343.80
27.6000,351.07
27.6200,354.83
27.6400,345.99
27.6600,352.39
27.6800,348.29
27.7000,345.34
27.7200,346.60
27.7400,345.21
27.7600,350.01
27.7800,344.97
27.8000,344.49
27.8200,344.68
27.8400,345.27
27.8600,343.70
27.8800,354.85
27.9000,338.74
27.9200,361.54
27.9400,340.85
27.9600,343.48
27.9800,344.60
28.0000,348.59
28.0200,341.89
28.0400,340.14
28.0600,337.68
28.0800,343.44
28.1000,347.76
28.1200,331.54
28.1400,343.83
28.1600,340.69
28.1800,340.71
28.2000,352.61
28.2200,341.94
28.2400,340.25
28.2600,344.61
28.2800,341.97
28.3000,344.86
28.3200,334.65
28.3400,336.33
28.3600,343.90
28.3800,346.01
28.4000,339.71
28.4200,330.75
28.4400,337.18
28.4600,338.20
28.4800,347.82
28.5000,326.82
28.5200,334.45
28.5400,336.92
28.5600,332.92
28.5800,331.97
28.6000,334.77
28.6200,337.15
28.6400,332.03
28.6600,336.55
28.6800,335.01
28.7000,336.28
28.7200,334.91
28.7400,336.87
28.7600,332.32
28.7800,335.62
28.8000,333.31
28.8200,328.22
28.8400,328.48
28.8600,335.74
28.8800,330.53
28.9000,331.42
28.9200,332.53
28.9400,325.92
28.9600,333.68
28.9800,326.73
29.0000,326.56
29.0200,335.66
29.0400,333.02
29.0600,327.51
29.0800,320.80
29.1000,329.21
29.1200,329.83
29.1400,328.53
29.1600,329.93
29.1800,328.46
29.2000,340.78
29.2200,347.46
29.2400,342.90
29.2600,359.11
29.2800,359.41
29.3000,361.56
29.3200,383.22
29.3400,389.57
29.3600,403.77
29.3800,408.61
29.4000,404.04
29.4200,408.74
29.4400,401.98
29.4600,390.36
29.4800,374.09
29.5000,371.16
29.5200,351.69
29.5400,337.15
29.5600,333.29
29.5800,325.87
29.6000,321.59
29.6200,318.97
29.6400,310.95
29.6600,319.67
29.6800,307.29
29.7000,304.40
29.7200,309.69
29.7400,304.27
29.7600,312.51
29.7800,309.78
29.8000,311.22
29.8200,300.61
29.8400,309.40
29.8600,306.21
29.8800,302.30
29.9000,296.41
29.9200,308.99
29.9400,303.12
29.9600,299.91
29.9800,304.23
30.0000,296.79
30.0200,307.51
30.0400,299.08
30.0600,296.38
30.0800,306.61
30.1000,291.97
30.1200,295.03
30.1400,293.76
30.1600,303.48
30.1800,299.70
30.2000,290.81
30.2200,292.67
30.2400,299.37
30.2600,291.09
30.2800,295.48
30.3000,290.76
30.3200,295.03
30.3400,291.39
30.3600,288.45
30.3800,286.35
30.4000,287.48
30.4200,283.34
30.4400,294.04
30.4600,294.03
30.4800,293.32
30.5000,285.24
30.5200,278.80
30.5400,275.95
30.5600,274.76
30.5800,273.21
30.6000,278.67
30.6200,274.72
30.6400,287.34
30.6600,282.85
30.6800,268.65
30.7000,282.74
30.7200,266.52
30.7400,275.81
30.7600,285.06
30.7800,271.45
30.8000,273.04
30.8200,266.79
30.8400,274.24
30.8600,267.55
30.8800,272.25
30.9000,268.90
30.9200,270.16
30.9400,267.82
30.9600,270.41
30.9800,266.27
31.0000,271.64
31.0200,276.19
31.0400,264.82
31.0600,264.01
31.0800,258.26
31.1000,267.55
31.1200,268.28
31.1400,264.14
31.1600,258.99
31.1800,273.45
31.2000,255.27
31.2200,261.80
31.2400,259.28
31.2600,256.15
31.2800,255.84
31.3000,263.90
31.3200,256.09
31.3400,250.66
31.3600,259.22
31.3800,251.85
31.4000,251.78
31.4200,251.92
31.4400,253.23
31.4600,258.04
31.4800,252.28
31.5000,261.79
31.5200,244.77
31.5400,241.16
31.5600,250.45
31.5800,241.84
31.6000,248.98
31.6200,240.50
31.6400,246.33
31.6600,238.42
31.6800,248.56
31.7000,241.71
31.7200,235.03
31.7400,237.09
31.7600,238.63
31.7800,236.97
31.8000,244.03
31.8200,232.51
31.8400,244.98
31.8600,238.04
31.8800,245.28
31.9000,235.73
31.9200,233.23
31.9400,223.61
31.9600,230.71
31.9800,244.33
32.0000,225.79
32.0200,228.78
32.0400,227.61
32.0600,228.90
32.0800,229.88
32.1000,230.33
32.1200,219.94
32.1400,221.89
32.1600,220.52
32.1800,232.75
32.2000,222.55
32.2200,235.08
32.2400,216.00
32.2600,216.74
32.2800,224.16
32.3000,210.09
32.3200,207.91
32.3400,220.76
32.3600,219.37
32.3800,222.53
32.4000,218.03
32.4200,217.79
32.4400,218.08
32.4600,211.82
32.4800,218.02
32.5000,217.59
32.5200,219.46
32.5400,214.31
32.5600,213.48
32.5800,219.50
32.6000,215.80
32.6200,208.23
32.6400,198.98
32.6600,214.97
32.6800,197.64
32.7000,198.20
32.7200,203.84
32.7400,210.33
32.7600,204.70
32.7800,212.04
32.8000,206.94
32.8200,203.78
32.8400,204.22
32.8600,197.49
32.8800,191.74
32.9000,202.41
32.9200,194.38
32.9400,194.68
32.9600,194.99
32.9800,201.00
33.0000,193.23
33.0200,193.78
33.0400,196.92
33.0600,190.55
33.0800,191.30
33.1000,196.39
33.1200,192.97
33.1400,188.70
33.1600,189.55
33.1800,189.00
33.2000,189.30
33.2200,190.39
33.2400,183.82
33.2600,188.01
33.2800,188.81
33.3000,186.97
33.3200,190.02
33.3400,178.62
33.3600,187.98
33.3800,183.19
33.4000,177.84
33.4200,180.25
33.4400,177.76
33.4600,178.58
33.4800,165.17
33.5000,180.90
33.5200,179.00
33.5400,182.24
33.5600,184.16
33.5800,176.41
33.6000,169.96
33.6200,168.84
33.6400,171.18
33.6600,171.35
33.6800,178.98
33.7000,180.63
33.7200,171.25
33.7400,179.48
33.7600,179.66
33.7800,189.24
33.8000,188.90
33.8200,203.62
33.8400,218.65
33.8600,245.04
33.8800,262.88
33.9000,297.93
33.9200,347.12
33.9400,385.22
33.9600,444.07
33.9800,493.23
34.0000,543.88
34.0200,596.38
34.0400,640.17
34.0600,675.03
34.0800,688.11
34.1000,702.99
34.1200,701.30
34.1400,664.36
34.1600,627.25
34.1800,600.24
34.2000,548.75
34.2200,491.24
34.2400,415.94
34.2600,372.90
34.2800,329.65
34.3000,284.36
34.3200,249.82
34.3400,223.55
34.3600,205.69
34.3800,195.93
34.4000,171.47
34.4200,167.70
34.4400,160.10
34.4600,160.43
34.4800,149.87
34.5000,148.42
34.5200,150.60
34.5400,142.93
34.5600,146.89
34.5800,140.68
34.6000,145.77
34.6200,148.04
34.6400,137.00
34.6600,144.31
34.6800,141.09
34.7000,132.61
34.7200,131.95
34.7400,149.91
34.7600,143.59
34.7800,146.86
34.8000,142.55
34.8200,140.84
34.8400,132.68
34.8600,142.05
34.8800,131.78
34.9000,138.44
34.9200,136.39
34.9400,133.71
34.9600,141.51
34.9800,133.21
35.0000,133.47
35.0200,134.92
35.0400,135.49
35.0600,137.08
35.0800,127.38
35.1000,129.69
35.1200,134.60
35.1400,123.12
35.1600,129.68
35.1800,134.78
35.2000,121.38
35.2200,129.02
35.2400,123.08
35.2600,129.70
35.2800,126.87
35.3000,125.45
35.3200,127.17
35.3400,125.84
35.3600,124.08
35.3800,122.70
35.4000,123.61
35.4200,117.77
35.4400,127.75
35.4600,124.39
35.4800,114.26
35.5000,118.83
35.5200,125.25
35.5400,115.93
35.5600,119.89
35.5800,114.80
35.6000,105.45
35.6200,119.40
35.6400,115.37
35.6600,120.15
35.6800,116.15
35.7000,109.77
35.7200,119.66
35.7400,121.27
35.7600,116.57
35.7800,122.31
35.8000,120.21
35.8200,114.60
35.8400,104.50
35.8600,107.91
35.8800,106.18
35.9000,109.81
35.9200,114.21
35.9400,112.11
35.9600,108.34
35.9800,115.89
36.0000,110.63
36.0200,109.58
