two_theta_deg,intensity
26.8400,318.07
26.8600,319.04
26.8800,308.36
26.9000,309.78
26.9200,311.84
26.9400,297.12
26.9600,298.82
26.9800,302.33
27.0000,305.18
27.0200,300.15
27.0400,309.25
27.0600,313.05
27.0800,304.90
27.1000,298.89
27.1200,303.52
27.1400,298.97
27.1600,306.34
27.1800,308.10
27.2000,301.39
27.2200,303.61
27.2400,302.16
27.2600,315.15
27.2800,307.12
27.3000,295.36
27.3200,322.09
27.3400,309.96
27.3600,313.53
27.3800,312.31
27.4000,298.30
27.4200,307.50
27.4400,295.17
27.4600,309.20
27.4800,299.37
27.5000,307.38
27.5200,298.90
27.5400,299.46
27.5600,306.97
27.5800,305.75
27.6000,296.20
27.6200,295.16
27.6400,303.33
27.6600,305.69
27.6800,296.80
27.7000,308.66
27.7200,307.27
27.7400,298.44
27.7600,303.88
27.7800,297.91
27.8000,301.08
27.8200,299.34
27.8400,295.71
27.8600,300.40
27.8800,294.57
27.9000,299.29
27.9200,303.33
27.9400,298.51
27.9600,301.37
27.9800,301.24
28.0000,300.09
28.0200,299.09
28.0400,304.13
28.0600,299.94
28.0800,308.19
28.1000,305.41
28.1200,303.57
28.1400,299.14
28.1600,299.19
28.1800,295.83
28.2000,294.80
28.2200,304.58
28.2400,297.58
28.2600,294.63
28.2800,294.02
28.3000,299.32
28.3200,289.44
28.3400,291.00
28.3600,291.53
28.3800,296.58
28.4000,291.37
28.4200,284.04
28.4400,292.42
28.4600,296.61
28.4800,290.34
28.5000,298.84
28.5200,304.54
28.5400,285.70
28.5600,292.99
28.5800,303.24
28.6000,290.02
28.6200,290.05
28.6400,295.92
28.6600,285.42
28.6800,290.93
28.7000,301.70
28.7200,280.37
28.7400,294.17
28.7600,288.54
28.7800,285.11
28.8000,297.36
28.8200,284.74
28.8400,288.99
28.8600,293.42
28.8800,284.84
28.9000,287.67
28.9200,289.57
28.9400,288.48
28.9600,283.82
28.9800,282.41
29.0000,285.87
29.0200,290.18
29.0400,285.36
29.0600,288.74
29.0800,295.51
29.1000,284.58
29.1200,285.54
29.1400,291.91
29.1600,287.75
29.1800,292.78
29.2000,292.56
29.2200,301.95
29.2400,303.88
29.2600,314.32
29.2800,318.09
29.3000,335.71
29.3200,338.70
29.3400,355.15
29.3600,363.65
29.3800,366.28
29.4000,367.97
29.4200,366.10
29.4400,353.80
29.4600,346.18
29.4800,352.68
29.5000,330.07
29.5200,315.56
29.5400,310.56
29.5600,309.72
29.5800,291.58
29.6000,287.40
29.6200,278.85
29.6400,274.03
29.6600,278.29
29.6800,272.32
29.7000,261.41
29.7200,268.12
29.7400,276.62
29.7600,267.84
29.7800,265.56
29.8000,274.32
29.8200,266.01
29.8400,261.77
29.8600,265.57
29.8800,264.03
29.9000,261.83
29.9200,261.08
29.9400,264.43
29.9600,263.68
29.9800,265.74
30.0000,266.57
30.0200,268.41
30.0400,268.43
30.0600,261.16
30.0800,251.93
30.1000,261.54
30.1200,256.48
30.1400,259.95
30.1600,256.20
30.1800,261.82
30.2000,244.36
30.2200,251.22
30.2400,257.03
30.2600,260.08
30.2800,252.02
30.3000,255.88
30.3200,252.22
30.3400,256.53
30.3600,254.80
30.3800,259.05
30.4000,245.54
30.4200,254.39
30.4400,259.62
30.4600,251.77
30.4800,254.24
30.5000,249.58
30.5200,259.55
30.5400,255.51
30.5600,252.25
30.5800,247.95
30.6000,254.04
30.6200,247.71
30.6400,248.45
30.6600,245.70
30.6800,242.22
30.7000,242.43
30.7200,249.37
30.7400,247.24
30.7600,247.26
30.7800,239.24
30.8000,243.12
30.8200,252.23
30.8400,243.14
30.8600,239.81
30.8800,234.76
30.9000,237.32
30.9200,240.36
30.9400,238.48
30.9600,231.88
30.9800,236.94
31.0000,245.12
31.0200,235.81
31.0400,232.66
31.0600,234.53
31.0800,223.95
31.1000,224.74
31.1200,225.58
31.1400,227.86
31.1600,228.10
31.1800,239.44
31.2000,235.48
31.2200,223.12
31.2400,226.32
31.2600,223.25
31.2800,236.94
31.3000,218.38
31.3200,221.37
31.3400,224.50
31.3600,226.82
31.3800,218.65
31.4000,217.67
31.4200,230.14
31.4400,225.24
31.4600,226.57
31.4800,221.15
31.5000,223.85
31.5200,216.97
31.5400,224.44
31.5600,211.95
31.5800,219.95
31.6000,211.52
31.6200,223.84
31.6400,219.58
31.6600,211.95
31.6800,210.17
31.7000,214.80
31.7200,201.26
31.7400,207.52
31.7600,211.84
31.7800,204.61
31.8000,209.24
31.8200,213.71
31.8400,198.13
31.8600,216.67
31.8800,204.44
31.9000,216.96
31.9200,205.69
31.9400,210.86
31.9600,208.06
31.9800,209.48
32.0000,200.70
32.0200,210.30
32.0400,202.90
32.0600,213.92
32.0800,210.68
32.1000,206.65
32.1200,206.84
32.1400,195.21
32.1600,190.08
32.1800,195.37
32.2000,190.24
32.2200,206.76
32.2400,196.88
32.2600,200.57
32.2800,197.83
32.3000,196.54
32.3200,195.11
32.3400,198.87
32.3600,192.72
32.3800,188.83
32.4000,192.75
32.4200,192.03
32.4400,186.80
32.4600,200.77
32.4800,190.54
32.5000,184.69
32.5200,187.82
32.5400,193.79
32.5600,185.86
32.5800,191.76
32.6000,192.18
32.6200,186.80
32.6400,184.92
32.6600,180.16
32.6800,182.79
32.7000,181.67
32.7200,182.40
32.7400,182.61
32.7600,179.61
32.7800,191.45
32.8000,171.23
32.8200,172.74
32.8400,175.89
32.8600,180.32
32.8800,177.68
32.9000,185.81
32.9200,178.29
32.9400,171.89
32.9600,171.94
32.9800,178.84
33.0000,180.73
33.0200,170.60
33.0400,179.61
33.0600,158.16
33.0800,176.26
33.1000,170.00
33.1200,163.99
33.1400,171.98
33.1600,179.39
33.1800,161.35
33.2000,172.13
33.2200,167.82
33.2400,163.62
33.2600,162.47
33.2800,158.19
33.3000,166.93
33.3200,165.26
33.3400,147.93
33.3600,159.55
33.3800,153.86
33.4000,163.62
33.4200,159.07
33.4400,152.32
33.4600,166.05
33.4800,161.02
33.5000,155.97
33.5200,149.75
33.5400,156.30
33.5600,159.55
33.5800,155.12
33.6000,155.60
33.6200,146.83
33.6400,159.55
33.6600,156.86
33.6800,159.47
33.7000,159.35
33.7200,157.50
33.7400,151.16
33.7600,155.04
33.7800,164.16
33.8000,163.48
33.8200,180.96
33.8400,174.45
33.8600,197.50
33.8800,194.32
33.9000,219.89
33.9200,255.26
33.9400,272.88
33.9600,318.29
33.9800,340.75
34.0000,377.08
34.0200,403.79
34.0400,438.12
34.0600,455.90
34.0800,467.88
34.1000,475.29
34.1200,465.37
34.1400,448.57
34.1600,430.98
34.1800,399.45
34.2000,379.71
34.2200,340.18
34.2400,292.21
34.2600,274.75
34.2800,240.58
34.3000,220.54
34.3200,197.84
34.3400,173.97
34.3600,173.57
34.3800,155.83
34.4000,152.54
34.4200,148.51
34.4400,143.51
34.4600,127.82
34.4800,136.18
34.5000,139.11
34.5200,131.69
34.5400,129.09
34.5600,132.94
34.5800,126.32
34.6000,136.04
34.6200,133.61
34.6400,130.01
34.6600,125.67
34.6800,130.36
34.7000,134.44
34.7200,143.62
34.7400,132.40
34.7600,121.79
34.7800,119.01
34.8000,128.75
34.8200,120.43
34.8400,117.85
34.8600,128.00
34.8800,129.46
34.9000,126.99
34.9200,122.98
34.9400,121.11
34.9600,115.50
34.9800,119.80
35.0000,126.66
35.0200,122.98
35.0400,120.18
35.0600,123.24
35.0800,129.10
35.1000,126.78
35.1200,124.40
35.1400,117.61
35.1600,125.84
35.1800,113.42
35.2000,117.75
35.2200,113.88
35.2400,108.95
35.2600,114.74
35.2800,107.02
35.3000,115.54
35.3200,120.76
35.3400,120.61
35.3600,113.71
35.3800,116.46
35.4000,114.50
35.4200,97.76
35.4400,111.54
35.4600,112.42
35.4800,106.07
35.5000,113.65
35.5200,113.54
35.5400,114.18
35.5600,117.70
35.5800,109.65
35.6000,104.39
35.6200,98.92
35.6400,102.69
35.6600,105.76
35.6800,108.47
35.7000,107.03
35.7200,103.32
35.7400,103.22
35.7600,111.53
35.7800,114.28
35.8000,101.18
35.8200,103.31
35.8400,101.64
35.8600,96.56
35.8800,103.80
35.9000,99.84
35.9200,97.38
35.9400,106.38
35.9600,93.45
35.9800,100.68
36.0000,102.11
36.0200,103.13
