two_theta_deg,intensity
15.3000,62.45
15.3200,74.80
15.3400,66.16
15.3600,69.41
15.3800,71.60
15.4000,72.42
15.4200,67.54
15.4400,65.36
15.4600,70.27
15.4800,70.04
15.5000,67.26
15.5200,76.06
15.5400,66.02
15.5600,73.93
15.5800,68.25
15.6000,63.93
15.6200,70.22
15.6400,88.13
15.6600,66.51
15.6800,75.79
15.7000,69.61
15.7200,72.75
15.7400,70.59
15.7600,70.10
15.7800,83.06
15.8000,71.76
15.8200,70.91
15.8400,65.41
15.8600,74.59
15.8800,68.64
15.9000,80.10
15.9200,71.49
15.9400,82.65
15.9600,68.72
15.9800,69.89
16.0000,74.88
16.0200,73.92
16.0400,63.10
16.0600,76.15
16.0800,76.08
16.1000,68.79
16.1200,74.97
16.1400,76.47
16.1600,72.98
16.1800,77.12
16.2000,68.80
16.2200,80.02
16.2400,82.23
16.2600,72.59
16.2800,77.56
16.3000,84.55
16.3200,77.42
16.3400,86.89
16.3600,82.69
16.3800,83.49
16.4000,88.95
16.4200,90.30
16.4400,74.22
16.4600,81.45
16.4800,79.70
16.5000,89.97
16.5200,82.73
16.5400,84.08
16.5600,90.03
16.5800,82.69
16.6000,81.20
16.6200,79.46
16.6400,86.25
16.6600,88.62
16.6800,88.47
16.7000,84.94
16.7200,86.53
16.7400,96.45
16.7600,79.51
16.7800,87.22
16.8000,89.68
16.8200,81.68
16.8400,81.05
16.8600,93.65
16.8800,89.72
16.9000,85.19
16.9200,94.35
16.9400,96.33
16.9600,89.74
16.9800,92.11
17.0000,95.14
17.0200,87.48
17.0400,94.23
17.0600,85.97
17.0800,93.15
17.1000,93.07
17.1200,89.29
17.1400,101.55
17.1600,87.98
17.1800,100.89
17.2000,93.55
17.2200,92.89
17.2400,93.31
17.2600,101.06
17.2800,91.12
17.3000,96.40
17.3200,87.53
17.3400,96.74
17.3600,108.27
17.3800,103.02
17.4000,92.24
17.4200,89.76
17.4400,100.06
17.4600,97.68
17.4800,86.65
17.5000,90.57
17.5200,98.51
17.5400,96.17
17.5600,104.82
17.5800,103.08
17.6000,100.52
17.6200,106.97
17.6400,111.32
17.6600,112.62
17.6800,121.89
17.7000,125.71
17.7200,146.52
17.7400,158.82
17.7600,185.42
17.7800,219.35
17.8000,263.03
17.8200,290.90
17.8400,349.65
17.8600,416.30
17.8800,473.06
17.9000,534.74
17.9200,581.77
17.9400,638.16
17.9600,686.52
17.9800,697.52
18.0000,708.59
18.0200,701.93
18.0400,688.63
18.0600,637.05
18.0800,594.36
18.1000,532.49
18.1200,473.28
18.1400,415.10
18.1600,360.74
18.1800,298.47
18.2000,261.62
18.2200,225.75
18.2400,191.65
18.2600,177.50
18.2800,154.58
18.3000,133.37
18.3200,137.88
18.3400,133.36
18.3600,122.74
18.3800,127.62
18.4000,117.88
18.4200,107.90
18.4400,117.56
18.4600,117.73
18.4800,122.13
18.5000,123.31
18.5200,121.07
18.5400,124.69
18.5600,113.65
18.5800,123.77
18.6000,122.73
18.6200,119.02
18.6400,130.15
18.6600,121.83
18.6800,115.10
18.7000,130.82
18.7200,120.23
18.7400,126.62
18.7600,123.15
18.7800,127.56
18.8000,131.31
18.8200,120.99
18.8400,125.13
18.8600,128.42
18.8800,124.46
18.9000,127.34
18.9200,126.71
18.9400,134.76
18.9600,141.14
18.9800,127.13
19.0000,131.13
19.0200,132.04
19.0400,126.61
19.0600,138.26
19.0800,134.25
19.1000,128.77
19.1200,134.87
19.1400,134.18
19.1600,147.49
19.1800,127.71
19.2000,132.11
19.2200,130.27
19.2400,135.58
19.2600,145.86
19.2800,145.70
19.3000,148.03
19.3200,147.62
19.3400,143.35
19.3600,142.44
19.3800,143.59
19.4000,143.11
19.4200,138.20
19.4400,136.11
19.4600,149.55
19.4800,150.92
19.5000,140.23
19.5200,141.22
19.5400,151.49
19.5600,151.23
19.5800,148.89
19.6000,152.93
19.6200,145.71
19.6400,139.76
19.6600,153.16
19.6800,156.51
19.7000,147.43
19.7200,154.43
19.7400,161.80
19.7600,163.85
19.7800,160.90
19.8000,155.55
19.8200,155.78
19.8400,151.31
19.8600,159.11
19.8800,152.05
19.9000,160.73
19.9200,159.78
19.9400,153.68
19.9600,168.49
19.9800,161.08
20.0000,163.83
20.0200,162.85
20.0400,163.21
20.0600,169.06
20.0800,167.58
20.1000,166.66
20.1200,162.31
20.1400,168.93
20.1600,155.90
20.1800,163.65
20.2000,174.22
20.2200,172.00
20.2400,172.85
20.2600,166.99
20.2800,170.32
20.3000,160.73
20.3200,173.00
20.3400,167.68
20.3600,169.48
20.3800,181.23
20.4000,173.62
20.4200,182.70
20.4400,170.77
20.4600,175.00
20.4800,170.90
20.5000,181.61
20.5200,180.18
20.5400,194.37
20.5600,197.62
20.5800,204.59
20.6000,209.98
20.6200,224.29
20.6400,244.17
20.6600,268.54
20.6800,298.19
20.7000,316.84
20.7200,347.66
20.7400,369.93
20.7600,389.26
20.7800,419.03
20.8000,412.19
20.8200,401.02
20.8400,396.14
20.8600,369.87
20.8800,351.90
20.9000,321.98
20.9200,295.41
20.9400,284.46
20.9600,253.66
20.9800,235.40
21.0000,217.19
21.0200,213.63
21.0400,204.25
21.0600,198.64
21.0800,197.51
21.1000,204.23
21.1200,198.94
21.1400,209.55
21.1600,200.17
21.1800,195.71
21.2000,211.22
21.2200,204.79
21.2400,214.65
21.2600,206.28
21.2800,212.35
21.3000,215.32
21.3200,210.01
21.3400,208.49
21.3600,212.51
21.3800,214.71
21.4000,219.45
21.4200,208.96
21.4400,223.18
21.4600,215.92
21.4800,215.23
21.5000,221.36
21.5200,212.19
21.5400,214.61
21.5600,221.72
21.5800,210.77
21.6000,210.87
21.6200,219.14
21.6400,225.19
21.6600,215.58
21.6800,222.01
21.7000,224.74
21.7200,227.65
21.7400,222.00
21.7600,217.37
21.7800,214.64
21.8000,225.61
21.8200,219.88
21.8400,225.20
21.8600,222.55
21.8800,232.37
21.9000,222.23
21.9200,225.48
21.9400,228.25
21.9600,231.42
21.9800,237.76
22.0000,234.69
22.0200,236.87
22.0400,233.94
22.0600,233.67
22.0800,233.91
22.1000,237.21
22.1200,241.67
22.1400,228.37
22.1600,236.97
22.1800,236.48
22.2000,229.06
22.2200,231.20
22.2400,243.19
22.2600,244.54
22.2800,244.10
22.3000,243.18
22.3200,249.46
22.3400,247.07
22.3600,244.03
22.3800,250.56
22.4000,246.86
22.4200,250.59
22.4400,252.28
22.4600,249.09
22.4800,243.61
22.5000,246.05
22.5200,253.58
22.5400,246.98
22.5600,253.53
22.5800,257.47
22.6000,253.36
22.6200,248.65
22.6400,256.87
22.6600,249.95
22.6800,263.08
22.7000,247.31
22.7200,259.18
22.7400,259.51
22.7600,260.13
22.7800,263.49
22.8000,264.82
22.8200,265.55
22.8400,260.21
22.8600,259.71
22.8800,260.15
22.9000,267.20
22.9200,274.17
22.9400,265.52
22.9600,269.41
22.9800,265.79
23.0000,277.13
23.0200,270.34
23.0400,271.17
23.0600,270.99
23.0800,265.52
23.1000,264.90
23.1200,278.72
23.1400,278.31
23.1600,268.05
23.1800,279.53
23.2000,273.31
23.2200,274.34
23.2400,272.53
23.2600,280.14
23.2800,273.11
23.3000,285.42
23.3200,284.51
23.3400,272.89
23.3600,282.19
23.3800,281.63
23.4000,281.92
23.4200,285.21
23.4400,279.34
23.4600,285.14
23.4800,277.68
23.5000,285.67
23.5200,278.69
23.5400,288.77
23.5600,282.56
23.5800,285.23
23.6000,291.05
23.6200,283.94
23.6400,288.01
23.6600,285.09
23.6800,287.33
23.7000,288.35
23.7200,293.36
23.7400,294.37
23.7600,293.28
23.7800,300.77
23.8000,303.22
23.8200,296.71
23.8400,301.77
23.8600,297.01
23.8800,288.84
23.9000,295.62
23.9200,293.91
23.9400,298.90
23.9600,300.11
23.9800,293.73
24.0000,286.87
24.0200,296.05
24.0400,308.34
24.0600,299.34
24.0800,303.26
24.1000,301.08
24.1200,315.02
24.1400,307.37
24.1600,300.31
24.1800,315.35
24.2000,301.68
24.2200,298.34
24.2400,297.68
24.2600,314.00
24.2800,306.26
24.3000,314.28
24.3200,305.45
24.3400,316.78
24.3600,312.99
24.3800,311.15
24.4000,310.76
24.4200,303.00
24.4400,314.63
24.4600,321.92
24.4800,312.54
24.5000,300.98
24.5200,318.28
24.5400,313.19
24.5600,310.34
24.5800,320.03
24.6000,321.82
24.6200,324.76
24.6400,318.71
24.6600,320.72
24.6800,316.14
24.7000,311.98
24.7200,318.13
24.7400,327.68
24.7600,318.28
24.7800,318.80
24.8000,318.99
24.8200,321.07
24.8400,315.03
24.8600,321.82
24.8800,314.73
24.9000,317.72
24.9200,330.88
24.9400,319.02
24.9600,332.05
24.9800,322.21
25.0000,329.26
25.0200,331.68
25.0400,331.62
25.0600,330.10
25.0800,326.98
25.1000,328.87
25.1200,314.95
25.1400,329.67
25.1600,334.89
25.1800,334.94
25.2000,325.91
25.2200,327.98
25.2400,327.11
25.2600,326.50
25.2800,331.06
25.3000,333.86
25.3200,347.16
25.3400,329.52
25.3600,336.55
25.3800,327.64
25.4000,337.63
25.4200,343.14
25.4400,336.85
25.4600,338.34
25.4800,330.46
25.5000,336.12
25.5200,341.46
25.5400,342.24
25.5600,333.15
25.5800,346.87
25.6000,334.34
25.6200,344.88
25.6400,336.63
25.6600,336.52
25.6800,341.19
25.7000,335.16
25.7200,339.75
25.7400,336.96
25.7600,335.14
25.7800,336.63
25.8000,341.40
25.8200,337.18
25.8400,334.51
25.8600,337.13
25.8800,348.47
25.9000,346.59
25.9200,349.04
25.9400,345.39
25.9600,337.15
25.9800,345.11
26.0000,343.78
26.0200,352.17
26.0400,338.04
26.0600,348.66
26.0800,343.29
26.1000,347.37
26.1200,340.18
26.1400,347.92
26.1600,348.18
26.1800,336.24
26.2000,345.24
26.2200,344.56
26.2400,355.85
26.2600,348.67
26.2800,351.45
26.3000,349.68
26.3200,342.37
26.3400,356.69
26.3600,359.77
26.3800,362.33
26.4000,375.83
26.4200,399.86
26.4400,407.15
26.4600,431.27
26.4800,452.63
26.5000,492.31
26.5200,512.42
26.5400,536.18
26.5600,556.22
26.5800,564.30
26.6000,569.40
26.6200,568.01
26.6400,555.74
26.6600,530.36
26.6800,505.32
26.7000,474.58
26.7200,457.99
26.7400,426.90
26.7600,406.57
26.7800,392.22
26.8000,371.97
26.8200,368.70
26.8400,369.55
26.8600,356.74
26.8800,344.88
26.9000,360.08
26.9200,345.14
26.9400,355.25
26.9600,349.26
26.9800,349.85
27.0000,356.39
27.0200,352.46
27.0400,348.52
27.0600,340.38
27.0800,348.41
27.1000,350.68
27.1200,347.29
27.1400,353.83
27.1600,348.51
27.1800,350.00
27.2000,343.08
27.2200,342.46
27.2400,350.71
27.2600,350.99
27.2800,349.14
27.3000,353.44
27.3200,351.46
27.3400,343.17
27.3600,351.97
27.3800,357.74
27.4000,337.88
27.4200,345.53
27.4400,347.30
27.4600,351.06
27.4800,357.28
27.5000,350.33
27.5200,340.19
27.5400,345.28
27.5600,345.53
27.5800,348.17
27.6000,346.90
27.6200,354.01
27.6400,352.78
27.6600,346.10
27.6800,357.28
27.7000,354.62
27.7200,344.77
27.7400,342.07
27.7600,345.82
27.7800,342.05
27.8000,355.14
27.8200,342.72
27.8400,347.28
27.8600,341.40
27.8800,335.66
27.9000,351.24
27.9200,350.26
27.9400,355.76
27.9600,344.58
27.9800,344.06
28.0000,342.44
28.0200,348.92
28.0400,355.84
28.0600,351.77
28.0800,346.56
28.1000,342.73
28.1200,346.93
28.1400,343.92
28.1600,337.94
28.1800,344.74
28.2000,340.94
28.2200,338.61
28.2400,335.29
28.2600,336.69
28.2800,332.34
28.3000,347.14
28.3200,334.21
28.3400,345.77
28.3600,336.43
28.3800,346.74
28.4000,344.13
28.4200,341.00
28.4400,342.97
28.4600,351.67
28.4800,340.44
28.5000,341.01
28.5200,330.01
28.5400,346.37
28.5600,332.10
28.5800,330.95
28.6000,335.39
28.6200,334.43
28.6400,333.58
28.6600,339.99
28.6800,339.13
28.7000,343.57
28.7200,330.39
28.7400,333.97
28.7600,330.30
28.7800,331.76
28.8000,334.61
28.8200,338.97
28.8400,326.20
28.8600,329.10
28.8800,327.98
28.9000,334.67
28.9200,322.07
28.9400,327.35
28.9600,323.29
28.9800,329.98
29.0000,333.91
29.0200,328.61
29.0400,323.50
29.0600,323.29
29.0800,323.82
29.1000,313.62
29.1200,327.85
29.1400,320.48
29.1600,336.68
29.1800,334.86
29.2000,331.35
29.2200,345.26
29.2400,344.37
29.2600,357.22
29.2800,359.99
29.3000,372.67
29.3200,380.36
29.3400,392.57
29.3600,403.55
29.3800,396.80
29.4000,409.42
29.4200,391.70
29.4400,390.63
29.4600,395.98
29.4800,373.05
29.5000,364.55
29.5200,360.68
29.5400,350.65
29.5600,342.09
29.5800,324.17
29.6000,329.20
29.6200,314.43
29.6400,313.91
29.6600,313.00
29.6800,313.42
29.7000,313.31
29.7200,310.82
29.7400,309.94
29.7600,309.57
29.7800,304.53
29.8000,307.04
29.8200,295.63
29.8400,303.73
29.8600,304.54
29.8800,305.57
29.9000,302.99
29.9200,299.08
29.9400,307.35
29.9600,300.34
29.9800,298.18
30.0000,301.93
30.0200,300.62
30.0400,295.17
30.0600,313.22
30.0800,298.85
30.1000,302.10
30.1200,297.28
30.1400,296.95
30.1600,299.22
30.1800,297.94
30.2000,295.39
30.2200,299.43
30.2400,292.36
30.2600,296.14
30.2800,294.24
30.3000,296.33
30.3200,296.53
30.3400,293.94
30.3600,290.95
30.3800,285.25
30.4000,289.74
30.4200,290.39
30.4400,284.59
30.4600,294.88
30.4800,285.43
30.5000,280.75
30.5200,290.00
30.5400,284.68
30.5600,276.06
30.5800,279.17
30.6000,290.48
30.6200,277.63
30.6400,281.30
30.6600,272.91
30.6800,268.46
30.7000,266.04
30.7200,278.16
30.7400,284.57
30.7600,283.38
30.7800,271.01
30.8000,278.00
30.8200,276.44
30.8400,266.35
30.8600,280.40
30.8800,287.49
30.9000,269.23
30.9200,262.80
30.9400,276.87
30.9600,266.63
30.9800,268.09
31.0000,265.08
31.0200,260.85
31.0400,262.32
31.0600,269.58
31.0800,265.97
31.1000,259.15
31.1200,263.08
31.1400,267.04
31.1600,260.44
31.1800,260.78
31.2000,261.95
31.2200,258.14
31.2400,253.84
31.2600,261.66
31.2800,252.58
31.3000,265.00
31.3200,264.25
31.3400,250.36
31.3600,254.90
31.3800,258.96
31.4000,249.43
31.4200,252.88
31.4400,253.71
31.4600,242.24
31.4800,247.64
31.5000,239.44
31.5200,251.21
31.5400,249.16
31.5600,239.26
31.5800,253.94
31.6000,242.93
31.6200,247.31
31.6400,240.85
31.6600,245.59
31.6800,231.75
31.7000,242.45
31.7200,232.53
31.7400,235.97
31.7600,238.81
31.7800,240.94
31.8000,238.63
31.8200,242.25
31.8400,238.34
31.8600,227.54
31.8800,233.11
31.9000,233.03
31.9200,231.23
31.9400,240.20
31.9600,227.62
31.9800,230.52
32.0000,233.54
32.0200,220.26
32.0400,233.63
32.0600,228.38
32.0800,228.59
32.1000,233.74
32.1200,223.37
32.1400,225.52
32.1600,221.69
32.1800,228.99
32.2000,225.78
32.2200,224.85
32.2400,224.48
32.2600,228.42
32.2800,216.11
32.3000,228.35
32.3200,218.48
32.3400,223.09
32.3600,217.90
32.3800,216.75
32.4000,214.96
32.4200,220.32
32.4400,209.22
32.4600,220.51
32.4800,210.91
32.5000,212.62
32.5200,213.43
32.5400,215.41
32.5600,204.59
32.5800,207.86
32.6000,213.64
32.6200,212.63
32.6400,204.72
32.6600,208.18
32.6800,205.02
32.7000,202.69
32.7200,209.27
32.7400,204.90
32.7600,206.83
32.7800,200.83
32.8000,208.50
32.8200,197.70
32.8400,192.85
32.8600,198.60
32.8800,195.39
32.9000,203.38
32.9200,192.10
32.9400,192.69
32.9600,195.09
32.9800,197.91
33.0000,195.24
33.0200,199.29
33.0400,193.17
33.0600,183.77
33.0800,199.19
33.1000,197.95
33.1200,189.57
33.1400,194.33
33.1600,200.44
33.1800,190.28
33.2000,192.21
33.2200,191.82
33.2400,190.78
33.2600,188.79
33.2800,182.84
33.3000,193.18
33.3200,180.54
33.3400,192.09
33.3600,184.53
33.3800,182.80
33.4000,180.77
33.4200,188.24
33.4400,186.20
33.4600,180.61
33.4800,184.97
33.5000,190.62
33.5200,181.95
33.5400,183.62
33.5600,175.94
33.5800,175.62
33.6000,181.68
33.6200,173.49
33.6400,174.08
33.6600,173.96
33.6800,180.76
33.7000,173.09
33.7200,172.09
33.7400,184.73
33.7600,175.17
33.7800,185.88
33.8000,201.36
33.8200,217.09
33.8400,224.35
33.8600,253.66
33.8800,282.47
33.9000,311.02
33.9200,351.14
33.9400,410.04
33.9600,469.90
33.9800,527.37
34.0000,590.73
34.0200,651.13
34.0400,690.48
34.0600,726.22
34.0800,748.88
34.1000,761.60
34.1200,751.15
34.1400,725.31
34.1600,686.88
34.1800,632.23
34.2000,580.81
34.2200,524.66
34.2400,463.65
34.2600,405.26
34.2800,353.21
34.3000,303.62
34.3200,251.57
34.3400,233.95
34.3600,212.02
34.3800,194.81
34.4000,182.54
34.4200,173.68
34.4400,151.31
34.4600,154.67
34.4800,149.86
34.5000,150.32
34.5200,143.81
34.5400,148.39
34.5600,149.63
34.5800,148.68
34.6000,149.60
34.6200,145.04
34.6400,147.74
34.6600,138.77
34.6800,140.22
34.7000,141.65
34.7200,143.84
34.7400,139.54
34.7600,143.56
34.7800,139.32
34.8000,138.25
34.8200,134.18
34.8400,146.48
34.8600,144.01
34.8800,142.60
34.9000,128.51
34.9200,134.86
34.9400,140.34
34.9600,130.62
34.9800,132.43
35.0000,126.11
35.0200,134.54
35.0400,136.83
35.0600,124.47
35.0800,131.54
35.1000,121.82
35.1200,133.58
35.1400,133.98
35.1600,128.81
35.1800,127.10
35.2000,126.13
35.2200,128.02
35.2400,132.82
35.2600,125.66
35.2800,135.23
35.3000,128.50
35.3200,135.30
35.3400,128.58
35.3600,119.56
35.3800,123.92
35.4000,118.43
35.4200,119.23
35.4400,111.03
35.4600,118.57
35.4800,134.84
35.5000,118.68
35.5200,119.44
35.5400,116.93
35.5600,117.11
35.5800,114.80
35.6000,122.00
35.6200,123.00
35.6400,103.74
35.6600,111.89
35.6800,119.98
35.7000,113.94
35.7200,117.34
35.7400,111.47
35.7600,111.81
35.7800,114.17
35.8000,111.88
35.8200,110.35
35.8400,116.39
35.8600,114.88
35.8800,122.68
35.9000,107.48
35.9200,109.10
35.9400,115.32
35.9600,102.72
35.9800,117.07
36.0000,111.64
36.0200,108.32
