building_id,materials_breakdown,total_gwp_materials_kgco2eq,total_embodied_energy_mj,total_water_usage_l,gwp_per_m2_kgco2eq,embodied_energy_per_m2_mj,construction_gwp_kgco2eq,transport_gwp_kgco2eq,transport_distance_km,hvac_manufacturing_gwp_kgco2eq,hvac_operational_gwp_kgco2eq_year,hvac_lifespan_years,total_embodied_carbon_kgco2eq
BLD_011,"[{'material': 'mineral_wool_insulation', 'quantity_kg': 10655.8, 'area_m2': 2663.95, 'gwp_total_kgco2eq': 13639.42, 'gwp_per_m2_kgco2eq': 5.12, 'embodied_energy_total_mj': 179017.44, 'embodied_energy_per_m2_mj': 67.2, 'water_usage_total_l': 5327.9, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'concrete_reinforced', 'quantity_kg': 354528.0, 'area_m2': 590.88, 'gwp_total_kgco2eq': 113448.96, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 709056.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 1240848.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 3545.28, 'area_m2': 590.88, 'gwp_total_kgco2eq': 4537.96, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 59560.7, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 1772.64, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 73410.0, 'area_m2': 1174.56, 'gwp_total_kgco2eq': 62398.5, 'gwp_per_m2_kgco2eq': 53.12, 'embodied_energy_total_mj': 1167219.0, 'embodied_energy_per_m2_mj': 993.75, 'water_usage_total_l': 22023.0, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 5872.8, 'area_m2': 1174.56, 'gwp_total_kgco2eq': 48391.87, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 998376.0, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 2349.12, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 106358.85, 'area_m2': 9454.12, 'gwp_total_kgco2eq': 40416.36, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 648788.99, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 63815.31, 'recyclability_pct': 100, 'lifespan_years': 30}]",282833.07,3762018.13,1336135.97,59.83,795.85,70905.9,1824.68,53.09,450,2500,15,356013.65
BLD_012,"[{'material': 'concrete_reinforced', 'quantity_kg': 51372.0, 'area_m2': 85.62, 'gwp_total_kgco2eq': 16439.04, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 102744.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 179802.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 513.72, 'area_m2': 85.62, 'gwp_total_kgco2eq': 657.56, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 8630.5, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 256.86, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 7007.0, 'area_m2': 70.07, 'gwp_total_kgco2eq': 5955.95, 'gwp_per_m2_kgco2eq': 85.0, 'embodied_energy_total_mj': 111411.3, 'embodied_energy_per_m2_mj': 1590.0, 'water_usage_total_l': 2102.1, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 350.35, 'area_m2': 70.07, 'gwp_total_kgco2eq': 2886.88, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 59559.5, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 140.14, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 3852.9, 'area_m2': 342.48, 'gwp_total_kgco2eq': 1464.1, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 23502.69, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 2311.74, 'recyclability_pct': 100, 'lifespan_years': 30}]",27403.53,305847.99,184612.84,160.03,1786.08,2568.6,764.73,195.49,2800,600,25,33536.86
BLD_013,"[{'material': 'brick_clay', 'quantity_kg': 435709.44, 'area_m2': 756.44, 'gwp_total_kgco2eq': 104570.27, 'gwp_per_m2_kgco2eq': 138.24, 'embodied_energy_total_mj': 1307128.32, 'embodied_energy_per_m2_mj': 1728.0, 'water_usage_total_l': 653564.16, 'recyclability_pct': 75, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 3025.76, 'area_m2': 756.44, 'gwp_total_kgco2eq': 3872.97, 'gwp_per_m2_kgco2eq': 5.12, 'embodied_energy_total_mj': 50832.77, 'embodied_energy_per_m2_mj': 67.2, 'water_usage_total_l': 1512.88, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'concrete_reinforced', 'quantity_kg': 1775136.0, 'area_m2': 2958.56, 'gwp_total_kgco2eq': 568043.52, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 3550272.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 6212976.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 17751.36, 'area_m2': 2958.56, 'gwp_total_kgco2eq': 22721.74, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 298222.85, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 8875.68, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 23425.0, 'area_m2': 234.25, 'gwp_total_kgco2eq': 19911.25, 'gwp_per_m2_kgco2eq': 85.0, 'embodied_energy_total_mj': 372457.5, 'embodied_energy_per_m2_mj': 1590.0, 'water_usage_total_l': 7027.5, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 1171.25, 'area_m2': 234.25, 'gwp_total_kgco2eq': 9651.1, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 199112.5, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 468.5, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 66567.6, 'area_m2': 5917.12, 'gwp_total_kgco2eq': 25295.69, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 406062.36, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 39940.56, 'recyclability_pct': 100, 'lifespan_years': 30}]",754066.54,6184088.3,6924365.28,254.88,2090.24,44378.4,25182.99,174.87,1200,800,20,824827.93
BLD_014,"[{'material': 'brick_clay', 'quantity_kg': 453697.92, 'area_m2': 787.67, 'gwp_total_kgco2eq': 108887.5, 'gwp_per_m2_kgco2eq': 138.24, 'embodied_energy_total_mj': 1361093.76, 'embodied_energy_per_m2_mj': 1728.0, 'water_usage_total_l': 680546.88, 'recyclability_pct': 75, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 3150.68, 'area_m2': 787.67, 'gwp_total_kgco2eq': 4032.87, 'gwp_per_m2_kgco2eq': 5.12, 'embodied_energy_total_mj': 52931.42, 'embodied_energy_per_m2_mj': 67.2, 'water_usage_total_l': 1575.34, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'concrete_reinforced', 'quantity_kg': 561552.0, 'area_m2': 935.92, 'gwp_total_kgco2eq': 179696.64, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 1123104.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 1965432.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 5615.52, 'area_m2': 935.92, 'gwp_total_kgco2eq': 7187.87, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 94340.74, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 2807.76, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 16607.5, 'area_m2': 265.72, 'gwp_total_kgco2eq': 14116.38, 'gwp_per_m2_kgco2eq': 53.12, 'embodied_energy_total_mj': 264059.25, 'embodied_energy_per_m2_mj': 993.75, 'water_usage_total_l': 4982.25, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 1328.6, 'area_m2': 265.72, 'gwp_total_kgco2eq': 10947.66, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 225862.0, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 531.44, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 42116.17, 'area_m2': 3743.66, 'gwp_total_kgco2eq': 16004.15, 'gwp_per_m2_kgco2eq': 4.27, 'embodied_energy_total_mj': 256908.67, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 25269.7, 'recyclability_pct': 100, 'lifespan_years': 30}]",340873.07,3378299.84,2681145.37,182.11,1804.81,28077.45,5501.38,81.85,450,2500,15,374901.9
BLD_015,"[{'material': 'brick_clay', 'quantity_kg': 1026264.96, 'area_m2': 1781.71, 'gwp_total_kgco2eq': 246303.59, 'gwp_per_m2_kgco2eq': 138.24, 'embodied_energy_total_mj': 3078794.88, 'embodied_energy_per_m2_mj': 1728.0, 'water_usage_total_l': 1539397.44, 'recyclability_pct': 75, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 7126.84, 'area_m2': 1781.71, 'gwp_total_kgco2eq': 9122.36, 'gwp_per_m2_kgco2eq': 5.12, 'embodied_energy_total_mj': 119730.91, 'embodied_energy_per_m2_mj': 67.2, 'water_usage_total_l': 3563.42, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'concrete_reinforced', 'quantity_kg': 580980.0, 'area_m2': 968.3, 'gwp_total_kgco2eq': 185913.6, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 1161960.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 2033430.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 5809.8, 'area_m2': 968.3, 'gwp_total_kgco2eq': 7436.54, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 97604.64, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 2904.9, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 49340.63, 'area_m2': 789.45, 'gwp_total_kgco2eq': 41939.53, 'gwp_per_m2_kgco2eq': 53.13, 'embodied_energy_total_mj': 784515.94, 'embodied_energy_per_m2_mj': 993.75, 'water_usage_total_l': 14802.19, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 3947.25, 'area_m2': 789.45, 'gwp_total_kgco2eq': 32525.34, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 671032.5, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 1578.9, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 87147.0, 'area_m2': 7746.4, 'gwp_total_kgco2eq': 33115.86, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 531596.7, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 52288.2, 'recyclability_pct': 100, 'lifespan_years': 30}]",556356.82,6445235.57,3647965.05,143.64,1664.06,58098.0,8435.06,77.27,450,2500,15,623339.88
BLD_016,"[{'material': 'concrete_reinforced', 'quantity_kg': 663738.0, 'area_m2': 1106.23, 'gwp_total_kgco2eq': 212396.16, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 1327476.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 2323083.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 6637.38, 'area_m2': 1106.23, 'gwp_total_kgco2eq': 8495.85, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 111507.98, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 3318.69, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 48966.0, 'area_m2': 489.66, 'gwp_total_kgco2eq': 41621.1, 'gwp_per_m2_kgco2eq': 85.0, 'embodied_energy_total_mj': 778559.4, 'embodied_energy_per_m2_mj': 1590.0, 'water_usage_total_l': 14689.8, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 2448.3, 'area_m2': 489.66, 'gwp_total_kgco2eq': 20173.99, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 416211.0, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 979.32, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 74670.75, 'area_m2': 6637.4, 'gwp_total_kgco2eq': 28374.89, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 455491.57, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 44802.45, 'recyclability_pct': 100, 'lifespan_years': 30}]",311061.99,3089245.95,2386873.26,93.73,930.86,49780.5,3827.52,77.51,2800,600,25,367470.01
BLD_017,"[{'material': 'mineral_wool_insulation', 'quantity_kg': 5551.52, 'area_m2': 1387.88, 'gwp_total_kgco2eq': 7105.95, 'gwp_per_m2_kgco2eq': 5.12, 'embodied_energy_total_mj': 93265.54, 'embodied_energy_per_m2_mj': 67.2, 'water_usage_total_l': 2775.76, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'concrete_reinforced', 'quantity_kg': 301104.0, 'area_m2': 501.84, 'gwp_total_kgco2eq': 96353.28, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 602208.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 1053864.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 3011.04, 'area_m2': 501.84, 'gwp_total_kgco2eq': 3854.13, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 50585.47, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 1505.52, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 59866.0, 'area_m2': 598.66, 'gwp_total_kgco2eq': 50886.1, 'gwp_per_m2_kgco2eq': 85.0, 'embodied_energy_total_mj': 951869.4, 'embodied_energy_per_m2_mj': 1590.0, 'water_usage_total_l': 17959.8, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 2993.3, 'area_m2': 598.66, 'gwp_total_kgco2eq': 24664.79, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 508861.0, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 1197.32, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 56457.23, 'area_m2': 5018.42, 'gwp_total_kgco2eq': 21453.75, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 344389.07, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 33874.33, 'recyclability_pct': 100, 'lifespan_years': 30}]",204318.0,2551178.48,1111176.73,81.43,1016.73,37638.15,2543.64,95.64,450,2500,15,244949.79
BLD_018,"[{'material': 'mineral_wool_insulation', 'quantity_kg': 5287.32, 'area_m2': 1321.83, 'gwp_total_kgco2eq': 6767.77, 'gwp_per_m2_kgco2eq': 5.12, 'embodied_energy_total_mj': 88826.98, 'embodied_energy_per_m2_mj': 67.2, 'water_usage_total_l': 2643.66, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'concrete_reinforced', 'quantity_kg': 1492218.0, 'area_m2': 2487.03, 'gwp_total_kgco2eq': 477509.76, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 2984436.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 5222763.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 14922.18, 'area_m2': 2487.03, 'gwp_total_kgco2eq': 19100.39, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 250692.62, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 7461.09, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 32848.0, 'area_m2': 328.48, 'gwp_total_kgco2eq': 27920.8, 'gwp_per_m2_kgco2eq': 85.0, 'embodied_energy_total_mj': 522283.2, 'embodied_energy_per_m2_mj': 1590.0, 'water_usage_total_l': 9854.4, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 1642.4, 'area_m2': 328.48, 'gwp_total_kgco2eq': 13533.38, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 279208.0, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 656.96, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 111916.35, 'area_m2': 9948.12, 'gwp_total_kgco2eq': 42528.21, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 682689.74, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 67149.81, 'recyclability_pct': 100, 'lifespan_years': 30}]",587360.31,4808136.54,5310528.92,118.08,966.64,74610.9,13237.89,128.71,1200,800,20,676409.1
BLD_019,"[{'material': 'concrete_block', 'quantity_kg': 662448.0, 'area_m2': 1104.08, 'gwp_total_kgco2eq': 105991.68, 'gwp_per_m2_kgco2eq': 96.0, 'embodied_energy_total_mj': 993672.0, 'embodied_energy_per_m2_mj': 900.0, 'water_usage_total_l': 1324896.0, 'recyclability_pct': 80, 'lifespan_years': 100}, {'material': 'concrete_reinforced', 'quantity_kg': 823104.0, 'area_m2': 1371.84, 'gwp_total_kgco2eq': 263393.28, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 1646208.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 2880864.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 8231.04, 'area_m2': 1371.84, 'gwp_total_kgco2eq': 10535.73, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 138281.47, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 4115.52, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 34906.0, 'area_m2': 349.06, 'gwp_total_kgco2eq': 29670.1, 'gwp_per_m2_kgco2eq': 85.0, 'embodied_energy_total_mj': 555005.4, 'embodied_energy_per_m2_mj': 1590.0, 'water_usage_total_l': 10471.8, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 1745.3, 'area_m2': 349.06, 'gwp_total_kgco2eq': 14381.27, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 296701.0, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 698.12, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 61733.03, 'area_m2': 5487.38, 'gwp_total_kgco2eq': 23458.55, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 376571.45, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 37039.82, 'recyclability_pct': 100, 'lifespan_years': 30}]",447430.61,4006439.32,4258085.26,163.08,1460.24,41155.35,11331.6,114.79,450,2500,15,500367.56
BLD_020,"[{'material': 'brick_clay', 'quantity_kg': 414679.68, 'area_m2': 719.93, 'gwp_total_kgco2eq': 99523.12, 'gwp_per_m2_kgco2eq': 138.24, 'embodied_energy_total_mj': 1244039.04, 'embodied_energy_per_m2_mj': 1728.0, 'water_usage_total_l': 622019.52, 'recyclability_pct': 75, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 2879.72, 'area_m2': 719.93, 'gwp_total_kgco2eq': 3686.04, 'gwp_per_m2_kgco2eq': 5.12, 'embodied_energy_total_mj': 48379.3, 'embodied_energy_per_m2_mj': 67.2, 'water_usage_total_l': 1439.86, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'concrete_reinforced', 'quantity_kg': 1704234.0, 'area_m2': 2840.39, 'gwp_total_kgco2eq': 545354.88, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 3408468.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 5964819.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 17042.34, 'area_m2': 2840.39, 'gwp_total_kgco2eq': 21814.2, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 286311.31, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 8521.17, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 7623.75, 'area_m2': 121.98, 'gwp_total_kgco2eq': 6480.19, 'gwp_per_m2_kgco2eq': 53.12, 'embodied_energy_total_mj': 121217.62, 'embodied_energy_per_m2_mj': 993.75, 'water_usage_total_l': 2287.12, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 609.9, 'area_m2': 121.98, 'gwp_total_kgco2eq': 5025.58, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 103683.0, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 243.96, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 63908.77, 'area_m2': 5680.78, 'gwp_total_kgco2eq': 24285.33, 'gwp_per_m2_kgco2eq': 4.27, 'embodied_energy_total_mj': 389843.53, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 38345.26, 'recyclability_pct': 100, 'lifespan_years': 30}]",706169.34,5601941.8,6637675.89,248.62,1972.24,42605.85,12842.31,93.68,450,2500,15,762067.5
BLD_021,"[{'material': 'brick_clay', 'quantity_kg': 284158.08, 'area_m2': 493.33, 'gwp_total_kgco2eq': 68197.94, 'gwp_per_m2_kgco2eq': 138.24, 'embodied_energy_total_mj': 852474.24, 'embodied_energy_per_m2_mj': 1728.0, 'water_usage_total_l': 426237.12, 'recyclability_pct': 75, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 1973.32, 'area_m2': 493.33, 'gwp_total_kgco2eq': 2525.85, 'gwp_per_m2_kgco2eq': 5.12, 'embodied_energy_total_mj': 33151.78, 'embodied_energy_per_m2_mj': 67.2, 'water_usage_total_l': 986.66, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'concrete_reinforced', 'quantity_kg': 104388.0, 'area_m2': 173.98, 'gwp_total_kgco2eq': 33404.16, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 208776.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 365358.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 1043.88, 'area_m2': 173.98, 'gwp_total_kgco2eq': 1336.17, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 17537.18, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 521.94, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 6205.0, 'area_m2': 99.28, 'gwp_total_kgco2eq': 5274.25, 'gwp_per_m2_kgco2eq': 53.13, 'embodied_energy_total_mj': 98659.5, 'embodied_energy_per_m2_mj': 993.75, 'water_usage_total_l': 1861.5, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 496.4, 'area_m2': 99.28, 'gwp_total_kgco2eq': 4090.34, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 84388.0, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 198.56, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 11743.65, 'area_m2': 1043.88, 'gwp_total_kgco2eq': 4462.59, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 71636.26, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 7046.19, 'recyclability_pct': 100, 'lifespan_years': 30}]",119291.3,1366622.96,802209.97,228.55,2618.35,7829.1,3604.07,141.78,450,2500,15,131174.47
BLD_022,"[{'material': 'brick_clay', 'quantity_kg': 975519.36, 'area_m2': 1693.61, 'gwp_total_kgco2eq': 234124.65, 'gwp_per_m2_kgco2eq': 138.24, 'embodied_energy_total_mj': 2926558.08, 'embodied_energy_per_m2_mj': 1728.0, 'water_usage_total_l': 1463279.04, 'recyclability_pct': 75, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 6774.44, 'area_m2': 1693.61, 'gwp_total_kgco2eq': 8671.28, 'gwp_per_m2_kgco2eq': 5.12, 'embodied_energy_total_mj': 113810.59, 'embodied_energy_per_m2_mj': 67.2, 'water_usage_total_l': 3387.22, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'concrete_reinforced', 'quantity_kg': 362520.0, 'area_m2': 604.2, 'gwp_total_kgco2eq': 116006.4, 'gwp_per_m2_kgco2eq': 192.0, 'embodied_energy_total_mj': 725040.0, 'embodied_energy_per_m2_mj': 1200.0, 'water_usage_total_l': 1268820.0, 'recyclability_pct': 70, 'lifespan_years': 100}, {'material': 'mineral_wool_insulation', 'quantity_kg': 3625.2, 'area_m2': 604.2, 'gwp_total_kgco2eq': 4640.26, 'gwp_per_m2_kgco2eq': 7.68, 'embodied_energy_total_mj': 60903.36, 'embodied_energy_per_m2_mj': 100.8, 'water_usage_total_l': 1812.6, 'recyclability_pct': 60, 'lifespan_years': 50}, {'material': 'glass_double_glazed', 'quantity_kg': 83761.0, 'area_m2': 837.61, 'gwp_total_kgco2eq': 71196.85, 'gwp_per_m2_kgco2eq': 85.0, 'embodied_energy_total_mj': 1331799.9, 'embodied_energy_per_m2_mj': 1590.0, 'water_usage_total_l': 25128.3, 'recyclability_pct': 100, 'lifespan_years': 35}, {'material': 'aluminum', 'quantity_kg': 4188.05, 'area_m2': 837.61, 'gwp_total_kgco2eq': 34509.53, 'gwp_per_m2_kgco2eq': 41.2, 'embodied_energy_total_mj': 711968.5, 'embodied_energy_per_m2_mj': 850.0, 'water_usage_total_l': 1675.22, 'recyclability_pct': 95, 'lifespan_years': 50}, {'material': 'gypsum_board', 'quantity_kg': 81566.33, 'area_m2': 7250.34, 'gwp_total_kgco2eq': 30995.2, 'gwp_per_m2_kgco2eq': 4.28, 'embodied_energy_total_mj': 497554.58, 'embodied_energy_per_m2_mj': 68.62, 'water_usage_total_l': 48939.8, 'recyclability_pct': 100, 'lifespan_years': 30}]",500144.17,6367635.01,2813042.18,137.96,1756.51,54377.55,6674.89,70.92,520,1800,18,561716.61
