building_id,scenario_name,baseline_consumption_kwh,num_measures,measure_list,measures,total_cost_eur,annual_energy_saving_kwh,annual_cost_saving_eur,annual_carbon_saving_kgco2,total_energy_saving_pct,total_carbon_saving_pct,simple_payback_years,npv_20years_eur,roi_percent,pre_retrofit_epc,post_retrofit_epc,building_type,total_floor_area_m2,epc_rating,construction_year,building_age_years,retrofit_embodied_carbon_kgco2eq,retrofit_embodied_energy_mj,carbon_payback_years,lifetime_carbon_benefit_kgco2eq,benefit_to_impact_ratio,total_lifetime_carbon_savings,cost_per_kgco2_saved,cost_per_kwh_saved
BLD_007,Minimal,306689.39,2,"hvac_upgrade_heat_pump, led_lighting","[{'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 28.0, 'carbon_saving_pct': 36.0, 'lifetime_years': 15}, {'measure': 'led_lighting', 'cost_eur': 57299.0, 'energy_saving_pct': 6.91, 'carbon_saving_pct': 4.1, 'lifetime_years': 15}]",69299.0,107071.4,16060.71,43039.56,34.91,40.1,4.31,169643.81,244.8,C,B,educational,2291.96,C,2008,16,1200.0,15500.0,0.79,32650.0,24.19,1074789.0,1.61,0.65
BLD_007,Standard,306689.39,4,"hvac_upgrade_heat_pump, led_lighting, solar_pv, smart_controls","[{'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 28.0, 'carbon_saving_pct': 36.0, 'lifetime_years': 15}, {'measure': 'led_lighting', 'cost_eur': 57299.0, 'energy_saving_pct': 6.91, 'carbon_saving_pct': 4.1, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 13751.82, 'energy_saving_pct': 13.02, 'carbon_saving_pct': 14.38, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 6.25, 'carbon_saving_pct': 4.37, 'lifetime_years': 10}]",86550.82,166158.32,24923.75,63163.43,54.18,58.84,3.47,284251.63,328.42,C,A,educational,2291.96,C,2008,16,21827.73,301996.25,2.295,154124.28,14.885000000000002,1557258.02,1.37,0.52
BLD_007,Deep Retrofit,306689.39,5,"hvac_upgrade_heat_pump, led_lighting, solar_pv, smart_controls, ventilation_heat_recovery","[{'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 28.0, 'carbon_saving_pct': 36.0, 'lifetime_years': 15}, {'measure': 'led_lighting', 'cost_eur': 57299.0, 'energy_saving_pct': 6.91, 'carbon_saving_pct': 4.1, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 13751.82, 'energy_saving_pct': 13.02, 'carbon_saving_pct': 14.38, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 6.25, 'carbon_saving_pct': 4.37, 'lifetime_years': 10}, {'measure': 'ventilation_heat_recovery', 'cost_eur': 8500, 'energy_saving_pct': 4.4, 'carbon_saving_pct': 3.29, 'lifetime_years': 20}]",95050.82,179649.31,26947.4,66697.66,58.58,62.14,3.53,305858.39,321.78,C,A,educational,2291.96,C,2008,16,21827.73,301996.25,2.295,154124.28,14.885000000000002,1645613.77,1.43,0.53
BLD_008,Minimal,293796.15,2,"wall_insulation, roof_insulation","[{'measure': 'wall_insulation', 'cost_eur': 55914.7, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 25229.25, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}]",81143.95,86568.8,12985.32,30437.28,29.47,29.6,6.25,112044.82,138.08,G,F,commercial,1009.17,G,1944,80,8306.51,179615.24,0.55,752578.5800000001,105.285,752625.49,2.67,0.94
BLD_008,Standard,293796.15,4,"wall_insulation, roof_insulation, window_replacement, hvac_upgrade_heat_pump","[{'measure': 'wall_insulation', 'cost_eur': 55914.7, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 25229.25, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}, {'measure': 'window_replacement', 'cost_eur': 136120.5, 'energy_saving_pct': 8.46, 'carbon_saving_pct': 10.14, 'lifetime_years': 30}, {'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 17.38, 'carbon_saving_pct': 21.69, 'lifetime_years': 15}]",229264.45,162496.9,24374.54,63169.76,55.31,61.43,9.41,133367.08,58.17,G,D,commercial,1009.17,G,1944,80,35218.16,676074.34,0.76,2128961.13,120.65,1544025.84,3.63,1.41
BLD_008,Deep Retrofit,293796.15,8,"wall_insulation, roof_insulation, window_replacement, hvac_upgrade_heat_pump, led_lighting, solar_pv, smart_controls, ventilation_heat_recovery","[{'measure': 'wall_insulation', 'cost_eur': 55914.7, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 25229.25, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}, {'measure': 'window_replacement', 'cost_eur': 136120.5, 'energy_saving_pct': 8.46, 'carbon_saving_pct': 10.14, 'lifetime_years': 30}, {'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 17.38, 'carbon_saving_pct': 21.69, 'lifetime_years': 15}, {'measure': 'led_lighting', 'cost_eur': 25229.25, 'energy_saving_pct': 4.29, 'carbon_saving_pct': 2.47, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 6055.02, 'energy_saving_pct': 8.08, 'carbon_saving_pct': 8.66, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 3.88, 'carbon_saving_pct': 2.63, 'lifetime_years': 10}, {'measure': 'ventilation_heat_recovery', 'cost_eur': 8500, 'energy_saving_pct': 2.73, 'carbon_saving_pct': 1.98, 'lifetime_years': 20}]",272548.72,218257.06,32738.56,79365.51,74.29,77.18,8.33,214518.36,78.71,G,D,commercial,1009.17,G,1944,80,44300.69,802220.59,1.278,2729053.81,121.296,1939837.0599999998,3.43,1.25
BLD_009,Minimal,112201.77,2,"led_lighting, solar_pv","[{'measure': 'led_lighting', 'cost_eur': 17311.25, 'energy_saving_pct': 9.6, 'carbon_saving_pct': 6.4, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 12464.1, 'energy_saving_pct': 18.08, 'carbon_saving_pct': 22.46, 'lifetime_years': 25}]",29775.35,31057.45,4658.62,11335.07,27.68,28.86,6.39,39533.11,132.77,A,A,industrial,692.45,A,1997,27,18696.15,259668.75,3.8,110099.67,5.58,264680.6,2.63,0.96
BLD_009,Standard,112201.77,3,"led_lighting, solar_pv, smart_controls","[{'measure': 'led_lighting', 'cost_eur': 17311.25, 'energy_saving_pct': 9.6, 'carbon_saving_pct': 6.4, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 12464.1, 'energy_saving_pct': 18.08, 'carbon_saving_pct': 22.46, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 8.68, 'carbon_saving_pct': 6.83, 'lifetime_years': 10}]",33275.35,40794.77,6119.22,14016.88,36.36,35.69,5.44,57763.12,173.59,A,A,industrial,692.45,A,1997,27,18696.15,259668.75,3.8,110099.67,5.58,331725.85,2.37,0.82
BLD_009,Deep Retrofit,112201.77,3,"led_lighting, solar_pv, smart_controls","[{'measure': 'led_lighting', 'cost_eur': 17311.25, 'energy_saving_pct': 9.6, 'carbon_saving_pct': 6.4, 'lifetime_years': 15}, {'measure': 'solar_pv', 'cost_eur': 12464.1, 'energy_saving_pct': 18.08, 'carbon_saving_pct': 22.46, 'lifetime_years': 25}, {'measure': 'smart_controls', 'cost_eur': 3500, 'energy_saving_pct': 8.68, 'carbon_saving_pct': 6.83, 'lifetime_years': 10}]",33275.35,40794.77,6119.22,14016.88,36.36,35.69,5.44,57763.12,173.59,A,A,industrial,692.45,A,1997,27,18696.15,259668.75,3.8,110099.67,5.58,331725.85,2.37,0.82
BLD_010,Minimal,979977.39,2,"wall_insulation, roof_insulation","[{'measure': 'wall_insulation', 'cost_eur': 112337.7, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 83711.25, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}]",196048.95,288756.22,43313.43,101525.66,29.47,29.6,4.53,448345.56,228.69,G,F,commercial,3348.44,G,1932,92,20070.120000000003,405246.75,0.4,2517958.79,127.495,2518071.38,1.93,0.68
BLD_010,Standard,979977.39,4,"wall_insulation, roof_insulation, window_replacement, hvac_upgrade_heat_pump","[{'measure': 'wall_insulation', 'cost_eur': 112337.7, 'energy_saving_pct': 17.6, 'carbon_saving_pct': 20.0, 'lifetime_years': 40}, {'measure': 'roof_insulation', 'cost_eur': 83711.25, 'energy_saving_pct': 11.87, 'carbon_saving_pct': 9.6, 'lifetime_years': 40}, {'measure': 'window_replacement', 'cost_eur': 208233.0, 'energy_saving_pct': 8.46, 'carbon_saving_pct': 10.14, 'lifetime_years': 30}, {'measure': 'hvac_upgrade_heat_pump', 'cost_eur': 12000, 'energy_saving_pct': 17.38, 'carbon_saving_pct': 21.69, 'lifetime_years': 15}]",416281.95,542019.66,81302.95,210707.12,55.31,61.43,5.12,793300.62,190.57,G,D,commercial,3348.44,G,1932,92,60603.020000000004,1156503.35,0.49,7082047.17,149.6675,5207074.98,1.98,0.77
