building_id,hour,total_energy_consumption_kwh,occupancy_ratio
BLD_005,16,108.18784383561645,0.5920054794520547
BLD_005,17,116.90409041095891,0.5814712328767123
BLD_005,18,108.76255616438355,0.08798904109589041
BLD_005,19,114.46667671232876,0.08757260273972603
BLD_005,20,122.7641808219178,0.08415068493150685
BLD_005,21,134.64801369863014,0.08111232876712329
BLD_005,22,139.4121808219178,0.08477534246575343
BLD_005,23,144.64058630136986,0.08323287671232876
BLD_006,0,73.1367205479452,0.8863917808219178
BLD_006,1,70.4834904109589,0.8882383561643835
BLD_006,2,70.15119178082192,0.8893972602739726
BLD_006,3,67.21330410958905,0.885958904109589
BLD_006,4,63.195052054794516,0.8845260273972602
BLD_006,5,59.95517808219178,0.8835890410958904
BLD_006,6,75.98429589041096,0.8808219178082192
BLD_006,7,68.2069698630137,0.7086986301369863
BLD_006,8,64.5083890410959,0.7080602739726027
BLD_006,9,42.159621917808224,0.38534794520547944
BLD_006,10,40.035038356164385,0.38011780821917807
BLD_006,11,39.318046575342464,0.38946575342465756
BLD_006,12,40.340161643835614,0.38989589041095896
BLD_006,13,40.468794520547945,0.3842356164383562
BLD_006,14,40.793882191780824,0.3825780821917808
BLD_006,15,42.75665479452055,0.3927972602739726
BLD_006,16,43.96487671232877,0.38509589041095893
BLD_006,17,52.27966575342466,0.7777123287671233
BLD_006,18,67.79573424657534,0.7866958904109589
BLD_006,19,70.39244931506849,0.7766109589041097
BLD_006,20,73.76426575342465,0.7707150684931506
BLD_006,21,76.50401917808219,0.774254794520548
BLD_006,22,80.34669863013698,0.7738849315068493
BLD_006,23,71.29610410958904,0.8830356164383562
BLD_007,0,32.498698630136985,0.08333698630136986
BLD_007,1,32.216983561643836,0.08593972602739726
BLD_007,2,31.48024383561644,0.08299178082191781
BLD_007,3,30.388504109589043,0.08771506849315068
BLD_007,4,28.554572602739725,0.08162465753424657
BLD_007,5,27.14501095890411,0.08925753424657534
BLD_007,6,26.341726027397257,0.08604109589041097
BLD_007,7,24.961876712328763,0.0836
BLD_007,8,54.08526575342466,0.5841123287671233
BLD_007,9,53.669830136986306,0.5878849315068493
BLD_007,10,53.30583561643836,0.5848575342465754
BLD_007,11,52.63306301369863,0.5799013698630137
BLD_007,12,25.519717808219177,0.5854493150684932
BLD_007,13,45.0315397260274,0.5965369863013699
BLD_007,14,45.073,0.5849616438356164
BLD_007,15,45.8388,0.5858630136986301
BLD_007,16,46.002136986301366,0.5903369863013699
BLD_007,17,47.27990410958904,0.5880027397260275
BLD_007,18,26.299528767123288,0.08816438356164384
BLD_007,19,27.401975342465754,0.08703287671232876
BLD_007,20,28.78478904109589,0.08555342465753425
BLD_007,21,30.56288219178082,0.08603287671232877
BLD_007,22,31.24202191780822,0.08567671232876711
BLD_007,23,32.323682191780826,0.08095616438356164
BLD_008,0,130.1243479452055,0.08637534246575343
BLD_008,1,128.74157808219178,0.08753698630136987
BLD_008,2,125.14378630136987,0.09030410958904109
BLD_008,3,119.53772602739726,0.08124931506849314
BLD_008,4,115.05884383561644,0.08104109589041096
BLD_008,5,108.2175397260274,0.0848986301369863
BLD_008,6,104.80918082191782,0.08524931506849315
BLD_008,7,98.6036191780822,0.08362191780821918
BLD_008,8,215.41846027397258,0.5801753424657534
BLD_008,9,213.04208493150685,0.5883260273972603
BLD_008,10,209.9351808219178,0.5914931506849316
BLD_008,11,209.54007123287673,0.5950657534246576
BLD_008,12,101.82430958904109,0.5799342465753424
BLD_008,13,175.37979726027396,0.5831260273972603
BLD_008,14,178.86874794520548,0.5835506849315069
BLD_008,15,179.59026027397263,0.5851534246575342
BLD_008,16,185.78698082191784,0.591317808219178
BLD_008,17,189.89576986301373,0.5806520547945205
BLD_008,18,103.89669315068492,0.08441095890410959
BLD_008,19,108.6023095890411,0.08837534246575342
BLD_008,20,113.6335095890411,0.08226301369863014
BLD_008,21,120.77058904109589,0.08786849315068494
BLD_008,22,126.1918301369863,0.08776712328767124
BLD_008,23,127.13173698630138,0.08692876712328768
BLD_009,0,83.65759178082192,0.0828986301369863
BLD_009,1,81.60551506849315,0.08962739726027397
BLD_009,2,79.99022465753424,0.08236438356164383
BLD_009,3,73.16717534246575,0.08712876712328767
BLD_009,4,70.70010410958905,0.08541917808219178
BLD_009,5,66.85589589041095,0.08578630136986301
BLD_009,6,61.923435616438354,0.08238630136986302
BLD_009,7,59.592265753424655,0.07998356164383562
BLD_009,8,98.26340547945205,0.5865534246575342
BLD_009,9,96.29323561643837,0.5929150684931507
BLD_009,10,93.46252876712327,0.5766739726027397
BLD_009,11,93.30611780821918,0.586813698630137
BLD_009,12,56.90973424657534,0.5818356164383561
BLD_009,13,82.42711232876712,0.5897397260273972
BLD_009,14,83.79360547945205,0.5861342465753424
BLD_009,15,86.88848493150685,0.5818054794520549
BLD_009,16,61.52784383561644,0.5916657534246575
BLD_009,17,64.93045753424657,0.5889835616438357
BLD_009,18,62.080819178082194,0.08227397260273973
BLD_009,19,65.32447671232877,0.09093972602739725
BLD_009,20,70.10837808219178,0.08820273972602741
BLD_009,21,75.93958904109589,0.08427123287671233
BLD_009,22,78.46751232876713,0.0806931506849315
BLD_009,23,82.96732876712329,0.08196986301369863
BLD_010,0,30.16352602739726,0.882027397260274
BLD_010,1,29.89073698630137,0.8855917808219178
BLD_010,2,28.842460273972602,0.8808493150684932
BLD_010,3,27.502221917808217,0.8867123287671232
BLD_010,4,26.377257534246578,0.8784876712328767
BLD_010,5,24.877002739726027,0.8892273972602739
BLD_010,6,32.099857534246574,0.8821068493150684
BLD_010,7,28.629263013698633,0.7085945205479453
BLD_010,8,27.780019178082192,0.7046931506849315
BLD_010,9,17.937646575342466,0.38218356164383566
BLD_010,10,17.540594520547945,0.3889315068493151
BLD_010,11,17.262353424657533,0.3802821917808219
BLD_010,12,17.11534520547945,0.38598082191780825
BLD_010,13,17.442950684931507,0.3882657534246576
BLD_010,14,17.478016438356164,0.38145205479452055
BLD_010,15,18.083175342465754,0.3884958904109589
BLD_010,16,18.683268493150685,0.38654520547945204
BLD_010,17,21.623895890410957,0.7825232876712328
BLD_010,18,28.39365205479452,0.7756575342465754
BLD_010,19,29.369704109589044,0.7794904109589041
BLD_010,20,31.038408219178084,0.7822520547945205
BLD_010,21,32.437463013698626,0.7786328767123288
BLD_010,22,33.63686301369863,0.7766767123287672
BLD_010,23,29.212501369863013,0.8853917808219178
BLD_011,0,55.138498630136986,0.08721917808219179
BLD_011,1,54.87434246575342,0.07772602739726028
BLD_011,2,53.36892328767123,0.0846958904109589
BLD_011,3,51.94172328767123,0.08892328767123288
BLD_011,4,49.251221917808216,0.07783835616438356
BLD_011,5,46.65311232876712,0.08693698630136987
BLD_011,6,45.92092328767123,0.0901150684931507
BLD_011,7,43.43767397260274,0.08506027397260274
BLD_011,8,94.37038356164385,0.5897534246575342
BLD_011,9,91.83578630136986,0.5878575342465754
BLD_011,10,90.3087698630137,0.5918054794520548
BLD_011,11,89.89984109589042,0.577386301369863
BLD_011,12,43.70398904109589,0.5857123287671233
BLD_011,13,76.45338356164383,0.5760630136986301
BLD_011,14,76.8736794520548,0.582482191780822
BLD_011,15,78.23925479452055,0.5859616438356164
BLD_011,16,79.71905205479453,0.5869397260273973
BLD_011,17,82.6484191780822,0.5812493150684932
BLD_011,18,45.63948219178082,0.08595890410958903
BLD_011,19,48.05823561643836,0.0832
BLD_011,20,49.548210958904114,0.08808219178082191
BLD_011,21,52.070249315068494,0.09045205479452055
BLD_011,22,53.890093150684926,0.07977808219178083
BLD_011,23,54.518531506849314,0.0875068493150685
BLD_012,0,52.93124109589041,0.08443835616438357
BLD_012,1,53.18369863013699,0.09023013698630136
BLD_012,2,50.427150684931505,0.08117534246575343
BLD_012,3,49.72097534246575,0.08501917808219178
BLD_012,4,45.570136986301364,0.08793698630136987
BLD_012,5,41.80661917808219,0.08292602739726028
BLD_012,6,40.00900547945206,0.08653424657534246
BLD_012,7,37.35404383561644,0.08626027397260273
BLD_012,8,63.59889041095891,0.5859917808219178
BLD_012,9,61.67870410958904,0.5796410958904109
BLD_012,10,60.06242739726027,0.5945479452054794
BLD_012,11,58.880473972602736,0.582172602739726
BLD_012,12,35.48642191780822,0.581145205479452
BLD_012,13,52.5778301369863,0.5772328767123288
BLD_012,14,53.397065753424656,0.5901753424657534
BLD_012,15,55.20398904109589,0.5774547945205479
BLD_012,16,40.30996164383562,0.577172602739726
BLD_012,17,43.03539178082192,0.5861068493150685
BLD_012,18,39.45498904109589,0.08931232876712329
BLD_012,19,42.60566849315068,0.08667397260273972
BLD_012,20,45.75938630136986,0.08560821917808219
BLD_012,21,48.060457534246574,0.08567123287671233
BLD_012,22,50.632775342465756,0.0846027397260274
BLD_012,23,52.8524,0.0845945205479452
BLD_013,0,65.22864383561644,0.3704383561643836
BLD_013,1,65.17617534246575,0.3707945205479452
BLD_013,2,65.1290904109589,0.374372602739726
BLD_013,3,62.43686849315068,0.37001917808219176
BLD_013,4,60.24132328767123,0.3752958904109589
BLD_013,5,59.16271232876712,0.3678082191780822
BLD_013,6,62.66788219178082,0.6947013698630137
BLD_013,7,78.6668493150685,0.6937205479452054
BLD_013,8,76.7112301369863,0.6943178082191781
BLD_013,9,75.56913698630137,0.6951561643835616
BLD_013,10,74.16640821917808,0.6893287671232876
BLD_013,11,73.13731232876712,0.6908109589041096
BLD_013,12,73.3792904109589,0.6876493150684931
BLD_013,13,73.93714520547945,0.6920219178082192
BLD_013,14,74.12487397260274,0.6928575342465754
BLD_013,15,75.68292328767123,0.6924164383561644
BLD_013,16,76.74290958904109,0.691372602739726
BLD_013,17,78.2378,0.6812054794520548
BLD_013,18,80.45350684931506,0.694027397260274
BLD_013,19,71.50158082191781,0.6905780821917809
BLD_013,20,73.26077534246575,0.6920849315068492
BLD_013,21,75.03400547945206,0.6905643835616438
BLD_013,22,70.78843835616438,0.37416438356164383
BLD_013,23,65.1978904109589,0.366413698630137
BLD_014,0,50.88195068493151,0.08017534246575342
BLD_014,1,50.703095890410964,0.09034246575342467
BLD_014,2,48.880219178082186,0.08523013698630137
BLD_014,3,45.76233698630137,0.0852986301369863
BLD_014,4,42.23837808219178,0.08926849315068493
BLD_014,5,39.997273972602734,0.08684657534246576
BLD_014,6,37.89789589041096,0.0870027397260274
BLD_014,7,35.6072904109589,0.08584109589041096
BLD_014,8,59.95618904109588,0.5784328767123287
BLD_014,9,58.62281643835617,0.5854438356164384
BLD_014,10,57.452824657534244,0.5950465753424657
BLD_014,11,55.990871232876714,0.5802602739726027
BLD_014,12,33.62627671232877,0.5925178082191781
BLD_014,13,50.68012328767123,0.5902219178082192
BLD_014,14,51.532613698630136,0.5807945205479452
BLD_014,15,52.936430136986296,0.5847232876712329
BLD_014,16,37.68472328767123,0.588331506849315
BLD_014,17,40.73146575342466,0.5940630136986301
BLD_014,18,37.778268493150684,0.0832
BLD_014,19,40.23201643835616,0.08622191780821918
BLD_014,20,42.99023835616438,0.08385205479452056
BLD_014,21,45.705999999999996,0.08583287671232877
BLD_014,22,48.28187945205479,0.09373972602739727
BLD_014,23,50.77567671232877,0.08777808219178082
BLD_015,0,27.34811506849315,0.08604383561643836
BLD_015,1,27.1448602739726,0.08305479452054795
BLD_015,2,26.218391780821918,0.08132328767123288
BLD_015,3,25.08471506849315,0.08325753424657534
BLD_015,4,24.079663013698628,0.08806849315068493
BLD_015,5,22.62874794520548,0.08493150684931507
BLD_015,6,21.87886575342466,0.08082191780821918
BLD_015,7,20.944268493150688,0.08486849315068493
BLD_015,8,45.48406575342466,0.5869671232876712
BLD_015,9,44.72948493150685,0.5872301369863013
BLD_015,10,44.26951780821918,0.590958904109589
BLD_015,11,43.74770684931507,0.5771972602739726
BLD_015,12,21.302202739726027,0.5853205479452055
BLD_015,13,37.53569589041096,0.5899397260273973
BLD_015,14,37.400983561643834,0.5833232876712329
BLD_015,15,38.150975342465756,0.5817945205479452
BLD_015,16,38.65122739726027,0.5922191780821918
BLD_015,17,39.69723287671233,0.578372602739726
BLD_015,18,22.115534246575344,0.08776986301369863
BLD_015,19,23.11587397260274,0.08902191780821918
BLD_015,20,24.327263013698634,0.08885479452054795
BLD_015,21,25.26228493150685,0.09159452054794522
BLD_015,22,26.43767397260274,0.08611232876712328
BLD_015,23,26.90001917808219,0.08208493150684931
BLD_016,0,177.45942465753424,0.08456986301369862
BLD_016,1,175.13075616438357,0.08510958904109589
BLD_016,2,171.08764383561643,0.08244383561643835
BLD_016,3,164.61463287671234,0.08714794520547946
BLD_016,4,155.68364383561644,0.08367123287671233
BLD_016,5,148.76006301369864,0.08447397260273973
BLD_016,6,141.16698356164383,0.08714520547945205
BLD_016,7,136.38533424657533,0.08852876712328768
BLD_016,8,296.5921178082192,0.5801506849315068
BLD_016,9,288.3564520547945,0.5888630136986301
BLD_016,10,287.6103287671233,0.5802958904109589
BLD_016,11,284.0074356164384,0.5809671232876712
BLD_016,12,138.31826575342467,0.5800027397260273
BLD_016,13,239.18260547945204,0.5784931506849316
BLD_016,14,241.35168493150687,0.5877506849315068
BLD_016,15,245.2149917808219,0.5797506849315068
BLD_016,16,250.7429616438356,0.575813698630137
BLD_016,17,256.7350164383562,0.5861999999999999
BLD_016,18,142.93513698630136,0.08002191780821918
BLD_016,19,150.3752109589041,0.08429041095890412
BLD_016,20,155.8720794520548,0.09238082191780822
BLD_016,21,163.76790410958904,0.08864657534246576
BLD_016,22,169.67839726027395,0.08992328767123288
BLD_016,23,173.98880547945205,0.08713972602739727
BLD_017,0,81.86870684931507,0.08717808219178082
BLD_017,1,81.04919726027397,0.08752328767123288
BLD_017,2,78.62139452054795,0.08846027397260273
BLD_017,3,75.22710136986301,0.08991506849315069
BLD_017,4,69.87147397260274,0.0919068493150685
BLD_017,5,65.18387397260274,0.09138904109589041
BLD_017,6,62.223227397260274,0.08128493150684932
BLD_017,7,57.99697534246575,0.08883835616438357
BLD_017,8,96.8723205479452,0.5829397260273973
BLD_017,9,93.42262191780821,0.5854082191780822
BLD_017,10,92.23485753424657,0.5909561643835617
BLD_017,11,90.99279452054795,0.5858082191780821
BLD_017,12,55.62047123287672,0.5856246575342465
BLD_017,13,82.1989506849315,0.5893178082191781
BLD_017,14,80.4182602739726,0.5770630136986301
BLD_017,15,83.76849589041096,0.589827397260274
BLD_017,16,61.6879506849315,0.5844493150684932
BLD_017,17,66.08795890410958,0.5844328767123288
BLD_017,18,61.919202739726025,0.0851013698630137
BLD_017,19,65.18554246575343,0.0850931506849315
BLD_017,20,69.4470109589041,0.08394246575342465
BLD_017,21,73.8538602739726,0.08365479452054794
BLD_017,22,77.65895342465754,0.08736438356164385
BLD_017,23,79.60787123287672,0.0834027397260274
BLD_018,0,66.82544657534247,0.8836164383561643
BLD_018,1,65.99591780821918,0.8914410958904109
BLD_018,2,64.73400273972602,0.8823205479452055
BLD_018,3,61.18781095890411,0.8872301369863014
BLD_018,4,59.40609589041095,0.8861397260273972
BLD_018,5,55.12245479452055,0.8826356164383561
BLD_018,6,70.06268219178082,0.8924301369863015
BLD_018,7,62.40655342465753,0.7081753424657534
BLD_018,8,58.63571780821918,0.7067561643835617
BLD_018,9,38.761953424657534,0.38607397260273973
BLD_018,10,37.71930410958904,0.3947835616438356
BLD_018,11,36.393309589041095,0.38803013698630134
BLD_018,12,37.02198904109589,0.38816164383561647
BLD_018,13,37.02503287671233,0.38556986301369867
BLD_018,14,37.278939726027396,0.3863013698630137
BLD_018,15,38.15429041095891,0.38407397260273973
BLD_018,16,40.36466849315068,0.3853041095890411
BLD_018,17,46.96073698630138,0.7764164383561644
BLD_018,18,62.702616438356166,0.7775616438356164
BLD_018,19,64.97011506849316,0.7793808219178082
BLD_018,20,68.06087671232876,0.7780465753424658
BLD_018,21,70.85292876712329,0.7820575342465754
BLD_018,22,73.24109863013699,0.7854602739726027
BLD_018,23,66.32300273972604,0.8879589041095891
BLD_019,0,188.1929890410959,0.08693972602739726
BLD_019,1,186.4802767123288,0.08029315068493151
BLD_019,2,184.13984383561646,0.08598904109589041
BLD_019,3,175.8730383561644,0.08401917808219178
BLD_019,4,165.3237178082192,0.08020547945205479
BLD_019,5,158.6883506849315,0.08512328767123288
BLD_019,6,151.3467589041096,0.0834027397260274
BLD_019,7,146.95419726027396,0.08834246575342465
BLD_019,8,313.4971589041096,0.585295890410959
BLD_019,9,310.9592547945205,0.5922767123287671
BLD_019,10,305.5852767123288,0.579104109589041
BLD_019,11,304.9652712328767,0.592545205479452
BLD_019,12,149.92283561643836,0.580613698630137
BLD_019,13,258.11036164383563,0.5852986301369862
BLD_019,14,261.2174712328767,0.5846575342465754
BLD_019,15,263.71645753424656,0.5775479452054795
BLD_019,16,267.12526027397263,0.5887780821917808
BLD_019,17,277.26242465753427,0.5816821917808219
BLD_019,18,152.36507123287672,0.08947945205479452
BLD_019,19,157.95589863013697,0.08232328767123288
BLD_019,20,164.9540410958904,0.07972328767123288
BLD_019,21,173.01534794520546,0.08660273972602739
BLD_019,22,181.4845123287671,0.08463835616438356
BLD_019,23,186.6113780821918,0.07725479452054794
BLD_020,0,111.02550684931506,0.882558904109589
BLD_020,1,109.46402191780822,0.8838082191780822
BLD_020,2,107.24337534246575,0.886558904109589
BLD_020,3,102.67940547945206,0.8882438356164384
BLD_020,4,97.37439726027397,0.8884739726027397
BLD_020,5,91.19441369863014,0.8861890410958905
BLD_020,6,116.50221917808219,0.8913890410958903
BLD_020,7,103.27237808219178,0.7000164383561643
BLD_020,8,96.9753589041096,0.7163534246575343
BLD_020,9,63.74993972602739,0.39198630136986296
BLD_020,10,60.59884383561644,0.391068493150685
BLD_020,11,58.72474520547945,0.3845315068493151
BLD_020,12,59.68495068493151,0.3889123287671233
BLD_020,13,60.447158904109585,0.39088493150684933
BLD_020,14,61.17542739726027,0.3825424657534246
BLD_020,15,63.00839452054794,0.384958904109589
BLD_020,16,64.86779452054795,0.38570136986301373
BLD_020,17,77.79436164383561,0.7783479452054795
BLD_020,18,102.87636438356164,0.7841041095890411
BLD_020,19,107.30309589041096,0.7771068493150685
BLD_020,20,112.40005479452054,0.7728438356164384
BLD_020,21,117.84961917808218,0.7825835616438356
BLD_020,22,120.62216712328767,0.7733589041095891
BLD_020,23,108.81102191780822,0.8869671232876712
BLD_021,0,55.159983561643834,0.0852054794520548
BLD_021,1,54.472808219178084,0.08998356164383561
BLD_021,2,52.044534246575346,0.08091780821917809
BLD_021,3,49.95324383561644,0.08642739726027397
BLD_021,4,46.0644794520548,0.08164383561643836
BLD_021,5,43.604778082191785,0.0875917808219178
BLD_021,6,40.97794246575343,0.08591232876712329
BLD_021,7,38.52624383561644,0.08275890410958904
BLD_021,8,65.37507397260273,0.5859342465753424
BLD_021,9,63.00800547945205,0.5845753424657535
BLD_021,10,61.687799999999996,0.577854794520548
BLD_021,11,61.46325753424657,0.5854054794520548
BLD_021,12,36.66262739726027,0.5924328767123288
BLD_021,13,54.04563835616438,0.5826356164383562
BLD_021,14,55.32246575342466,0.5823150684931506
BLD_021,15,56.57603287671233,0.5786904109589042
BLD_021,16,41.012427397260275,0.5837616438356165
BLD_021,17,44.01672328767123,0.5918657534246575
BLD_021,18,41.107460273972606,0.09033972602739725
BLD_021,19,44.4182301369863,0.08736712328767123
BLD_021,20,46.64768219178082,0.0830986301369863
BLD_021,21,49.40673698630137,0.08550410958904109
BLD_021,22,52.71974520547945,0.08812602739726026
BLD_021,23,53.81030958904109,0.08303835616438357
BLD_022,0,207.3537808219178,0.3736191780821918
BLD_022,1,205.73559726027398,0.376186301369863
BLD_022,2,204.16216438356165,0.374772602739726
BLD_022,3,195.44978904109587,0.37268493150684934
BLD_022,4,191.87368767123286,0.37095890410958904
BLD_022,5,184.87309315068495,0.3726958904109589
BLD_022,6,193.62837808219177,0.6887369863013699
BLD_022,7,248.61044931506848,0.6959753424657534
BLD_022,8,240.52081095890412,0.6933917808219178
BLD_022,9,239.01397534246573,0.6884876712328767
BLD_022,10,234.96221643835617,0.6924739726027397
BLD_022,11,234.32812602739727,0.6990438356164383
BLD_022,12,232.89642191780823,0.6924054794520548
BLD_022,13,236.9811780821918,0.6916794520547945
BLD_022,14,235.38636438356164,0.6957424657534247
BLD_022,15,238.76978356164386,0.6962904109589041
BLD_022,16,242.10765753424658,0.6946904109589042
BLD_022,17,245.67081917808218,0.6883041095890411
BLD_022,18,253.64937534246576,0.6896054794520547
BLD_022,19,223.16421095890414,0.6895013698630137
BLD_022,20,231.10033424657536,0.6929095890410959
BLD_022,21,235.41961917808217,0.6942
BLD_022,22,223.77475342465755,0.37497260273972605
BLD_022,23,206.25389863013697,0.37153972602739727
BLD_023,0,163.48683561643836,0.8838273972602739
BLD_023,1,162.54815342465753,0.8852027397260274
BLD_023,2,157.26449589041096,0.8900904109589041
BLD_023,3,152.7995698630137,0.8857671232876713
BLD_023,4,143.21213424657535,0.8914657534246575
BLD_023,5,135.37933424657535,0.8836794520547946
BLD_023,6,173.92043561643837,0.8855753424657534
BLD_023,7,154.08839452054795,0.701613698630137
BLD_023,8,150.05902739726028,0.7101150684931508
BLD_023,9,98.05265479452054,0.3909342465753425
BLD_023,10,94.8293698630137,0.38504383561643835
BLD_023,11,93.74005753424657,0.3894219178082192
BLD_023,12,94.03344109589041,0.3902767123287671
BLD_023,13,93.67514794520547,0.3851452054794521
BLD_023,14,95.46717534246575,0.388186301369863
BLD_023,15,95.5743890410959,0.38443835616438354
BLD_023,16,102.9646109589041,0.3881972602739726
BLD_023,17,117.27378630136987,0.7768602739726027
BLD_023,18,154.57865479452056,0.7815917808219178
BLD_023,19,160.78797534246576,0.7703287671232877
BLD_023,20,168.2224109589041,0.7809972602739726
BLD_023,21,176.23865479452053,0.7784712328767123
BLD_023,22,183.69374794520547,0.7758219178082192
BLD_023,23,160.18979726027396,0.884517808219178
BLD_024,0,107.53005753424657,0.8812630136986301
BLD_024,1,105.84306849315068,0.8893123287671233
BLD_024,2,102.42802739726028,0.8904931506849314
BLD_024,3,98.78306575342467,0.8885095890410959
BLD_024,4,92.7770191780822,0.8911945205479452
BLD_024,5,88.3522904109589,0.8885890410958903
BLD_024,6,112.0486794520548,0.8851232876712328
BLD_024,7,101.63278630136985,0.7083561643835616
