plate_id,production_date,batch_id,failure_risk
SOFC_0238,2023-01-23 20:38:17.591814,B012,0.059701151777798105
SOFC_0460,2023-02-07 17:03:28.279290,B023,0.09388787592913828
SOFC_0436,2023-02-03 20:48:25.802786,B022,0.048176919287829134
SOFC_0307,2023-01-27 10:27:06.179951,B016,0.03322367855454132
SOFC_0127,2023-01-13 16:49:50.772059,B007,0.04305364841763605
SOFC_0329,2023-01-30 05:06:16.997145,B017,0.09717907649635925
SOFC_0011,2023-01-03 14:40:13.380961,B001,0.04047057437184083
SOFC_0220,2023-01-20 22:29:55.766948,B011,0.027142588635859197
SOFC_0459,2023-02-07 16:26:24.375392,B023,0.049744028618184215
SOFC_0230,2023-01-23 12:24:11.908295,B012,0.07194991204666365
SOFC_0491,2023-02-09 04:22:20.267354,B025,0.052639837777710516
SOFC_0169,2023-01-18 08:07:25.751972,B009,0.06790527458366394
SOFC_0055,2023-01-06 11:26:49.980623,B003,0.04992303228095161
SOFC_0453,2023-02-06 15:19:48.277560,B023,0.05615923655894564
SOFC_0064,2023-01-06 21:23:05.622047,B004,0.057130191681312
SOFC_0062,2023-01-06 19:33:35.741220,B004,0.0186136812034223
SOFC_0089,2023-01-10 17:33:19.927294,B005,0.03006439269905368
SOFC_0417,2023-02-03 03:59:03.740046,B021,0.07916245933825056
SOFC_0350,2023-01-31 00:50:03.926638,B018,0.06940654689112354
SOFC_0041,2023-01-05 22:08:15.478745,B003,0.03809273603641712
SOFC_0073,2023-01-09 14:01:07.151512,B004,0.0477718856703756
SOFC_0142,2023-01-16 15:12:36.296627,B008,0.08128664225952408
SOFC_0320,2023-01-27 21:55:30.871815,B016,0.0868939160226736
SOFC_0204,2023-01-20 05:29:37.899203,B011,0.10591673323962535
SOFC_0274,2023-01-25 14:44:31.606218,B014,0.06571847396326182
SOFC_0286,2023-01-26 03:13:16.779844,B015,0.09530271692712794
SOFC_0184,2023-01-19 07:02:56.145305,B010,0.02847790442019888
SOFC_0486,2023-02-08 22:35:08.494426,B025,0.14391796240689816
SOFC_0391,2023-02-01 14:39:56.823847,B020,0.09991306748461384
SOFC_0007,2023-01-03 11:08:25.866516,B001,0.0695404858031298
SOFC_0382,2023-02-01 06:23:00.862927,B020,0.039572921793926664
SOFC_0346,2023-01-30 20:59:56.799946,B018,0.08662994359185391
SOFC_0063,2023-01-06 20:52:40.594377,B004,0.047131739744227186
SOFC_0319,2023-01-27 20:59:36.897449,B016,0.1453914475791361
SOFC_0130,2023-01-13 20:02:42.874241,B007,0.07981344346662131
SOFC_0341,2023-01-30 17:05:23.373077,B018,0.062499912071818445
SOFC_0108,2023-01-11 15:32:59.509393,B006,0.03234613473290879
SOFC_0038,2023-01-05 19:05:06.596900,B002,0.017996349362298093
SOFC_0381,2023-02-01 05:09:48.731395,B020,0.05261084259408149
SOFC_0120,2023-01-13 08:55:51.054810,B006,0.08706171778941517
SOFC_0010,2023-01-03 13:33:30.710540,B001,0.03919133660143364
SOFC_0216,2023-01-20 18:09:22.652723,B011,0.06671628293683467
SOFC_0099,2023-01-11 04:31:50.031920,B005,0.0473167403296167
SOFC_0294,2023-01-26 09:27:15.813522,B015,0.11590304612113732
SOFC_0102,2023-01-11 09:00:15.638258,B006,0.025256360186735823
SOFC_0342,2023-01-30 17:44:39.078852,B018,0.08746683753873961
SOFC_0015,2023-01-04 01:41:36.062698,B001,0.048705452808688
SOFC_0448,2023-02-06 10:01:05.151482,B023,0.08713139024180475
SOFC_0279,2023-01-25 19:24:57.450933,B014,0.07207758667928495
SOFC_0371,2023-01-31 20:28:00.263520,B019,0.11472148577181655
SOFC_0427,2023-02-03 13:05:30.567840,B022,0.05237020682065876
SOFC_0026,2023-01-05 08:23:01.778214,B002,0.026443446504016206
SOFC_0403,2023-02-02 07:07:45.484378,B021,0.15154715739573787
SOFC_0236,2023-01-23 18:38:32.503502,B012,0.06140273505575489
SOFC_0458,2023-02-06 20:00:45.679419,B023,0.11508473460536636
SOFC_0425,2023-02-03 10:51:24.226065,B022,0.08911322936059185
SOFC_0313,2023-01-27 15:36:21.050595,B016,0.05461987511895838
SOFC_0256,2023-01-24 19:58:08.300686,B013,0.04948318935554625
SOFC_0281,2023-01-25 21:59:15.237299,B015,0.028261213406976744
SOFC_0291,2023-01-26 07:27:45.409746,B015,0.049954020278484626
SOFC_0364,2023-01-31 13:56:24.766500,B019,0.10515481722516092
SOFC_0340,2023-01-30 16:18:04.303085,B017,0.11191138958710813
SOFC_0461,2023-02-07 17:49:54.878084,B024,0.06778712804631631
SOFC_0356,2023-01-31 06:30:30.322482,B018,0.07311442995940853
SOFC_0171,2023-01-18 10:36:22.211097,B009,0.08142785812476662
SOFC_0388,2023-02-01 11:42:34.802124,B020,0.0895158984776536
SOFC_0029,2023-01-05 10:36:55.609385,B002,0.01537627211669922
SOFC_0362,2023-01-31 11:43:47.725503,B019,0.037576730888757195
SOFC_0154,2023-01-17 03:04:09.036792,B008,0.10239707322926299
SOFC_0497,2023-02-09 20:59:35.418527,B025,0.14508124511242654
SOFC_0035,2023-01-05 16:06:05.457592,B002,0.019883395714943602
SOFC_0161,2023-01-17 10:13:11.388162,B009,0.07789889205684072
SOFC_0110,2023-01-11 16:54:31.467081,B006,0.07298356833657678
SOFC_0139,2023-01-16 11:26:58.185407,B007,0.025663988611068084
SOFC_0092,2023-01-10 21:08:53.014454,B005,0.02388758098728111
SOFC_0151,2023-01-17 00:17:56.015082,B008,0.10686112351106133
SOFC_0261,2023-01-25 02:06:25.261092,B014,0.038107410602689434
SOFC_0399,2023-02-01 23:33:53.291369,B020,0.10127692778235486
SOFC_0322,2023-01-27 23:51:17.767145,B017,0.09961981171324265
SOFC_0080,2023-01-09 20:53:25.840963,B004,0.07866364593734863
SOFC_0478,2023-02-08 14:54:50.149091,B024,0.10376743130710847
SOFC_0066,2023-01-06 22:55:19.816980,B004,0.07377817585521408
SOFC_0392,2023-02-01 15:51:44.766813,B020,0.08791517707173999
SOFC_0374,2023-01-31 23:15:38.867289,B019,0.11797975915028537
SOFC_0395,2023-02-01 19:04:12.334411,B020,0.10905897537046301
SOFC_0457,2023-02-06 18:59:13.194763,B023,0.12188621735729561
SOFC_0103,2023-01-11 10:03:11.079900,B006,0.07747692990161888
SOFC_0285,2023-01-26 02:28:52.255616,B015,0.05059337578761229
SOFC_0398,2023-02-01 22:56:24.505717,B020,0.15746906403911662
SOFC_0273,2023-01-25 14:01:44.935237,B014,0.021281765712472846
SOFC_0272,2023-01-25 12:54:31.820852,B014,0.05094277600852948
SOFC_0462,2023-02-07 18:58:59.991482,B024,0.11176685036770002
SOFC_0147,2023-01-16 19:49:20.437611,B008,0.07046759495001625
SOFC_0163,2023-01-18 02:45:13.861600,B009,0.065818493060635
SOFC_0086,2023-01-10 15:25:04.099972,B005,0.07992661625713657
SOFC_0481,2023-02-08 17:21:04.099299,B025,0.05541146768279902
SOFC_0352,2023-01-31 02:47:21.626511,B018,0.07707522362087796
SOFC_0085,2023-01-10 14:44:36.380828,B005,0.027999829164793648
SOFC_0024,2023-01-05 05:28:29.077364,B002,0.015172363579721862
SOFC_0477,2023-02-08 13:49:07.868540,B024,0.10100276377487954
SOFC_0467,2023-02-08 01:56:39.469808,B024,0.12400668199598411
SOFC_0420,2023-02-03 05:56:09.481691,B021,0.085986880130563
SOFC_0048,2023-01-06 05:44:22.248712,B003,0.061161179771447166
SOFC_0137,2023-01-16 04:28:57.998161,B007,0.04354018126406007
SOFC_0046,2023-01-06 03:26:44.928678,B003,0.05203378669306449
SOFC_0480,2023-02-08 16:44:40.345588,B024,0.07677813726533747
SOFC_0323,2023-01-30 00:42:39.715358,B017,0.055814988490210965
SOFC_0419,2023-02-03 05:23:57.902887,B021,0.07631912961096447
SOFC_0044,2023-01-06 01:33:55.563218,B003,0.06336291773134826
SOFC_0116,2023-01-12 07:55:02.203661,B006,0.036763470258095336
SOFC_0363,2023-01-31 12:41:33.372731,B019,0.09735711636312874
SOFC_0104,2023-01-11 11:12:18.140434,B006,0.077607396108672
SOFC_0298,2023-01-27 01:54:37.773314,B015,0.10858300748597786
SOFC_0305,2023-01-27 08:57:08.995443,B016,0.061599278293887144
SOFC_0387,2023-02-01 11:03:22.737073,B020,0.11314537165269271
SOFC_0500,2023-02-09 23:23:32.683307,B025,0.10972160285793428
SOFC_0227,2023-01-23 10:37:27.831484,B012,0.038115219980300666
SOFC_0483,2023-02-08 19:46:03.827448,B025,0.13848721945029965
SOFC_0133,2023-01-13 23:34:52.202892,B007,0.0390724067712402
SOFC_0208,2023-01-20 10:12:54.476648,B011,0.019919305842093744
SOFC_0082,2023-01-09 23:15:41.718810,B005,0.09752739282895224
SOFC_0057,2023-01-06 14:00:37.145694,B003,0.07857011236358152
SOFC_0246,2023-01-24 05:05:07.539762,B013,0.08207647850700528
SOFC_0034,2023-01-05 14:49:45.376423,B002,0.029427272096694514
SOFC_0389,2023-02-01 12:42:56.001368,B020,0.11521479710779688
SOFC_0482,2023-02-08 18:34:45.578821,B025,0.08498046461289192
SOFC_0464,2023-02-07 22:16:02.767607,B024,0.06316297809322756
SOFC_0087,2023-01-10 16:18:16.347219,B005,0.05168031980056272
SOFC_0429,2023-02-03 14:45:40.357076,B022,0.1279059973168316
SOFC_0475,2023-02-08 09:14:01.420217,B024,0.11074294818417793
SOFC_0247,2023-01-24 06:29:46.877626,B013,0.09334393435736989
SOFC_0124,2023-01-13 13:12:34.368644,B007,0.07000107389620969
SOFC_0411,2023-02-02 14:39:23.913072,B021,0.08686703681545832
SOFC_0210,2023-01-20 12:05:37.356181,B011,0.02889814798024891
SOFC_0367,2023-01-31 16:57:46.040199,B019,0.11171226530105385
SOFC_0069,2023-01-09 02:14:51.004721,B004,0.04218498441338363
SOFC_0348,2023-01-30 23:00:50.326599,B018,0.06761803502357928
SOFC_0100,2023-01-11 05:55:44.826999,B005,0.0456424406843912
SOFC_0369,2023-01-31 18:42:26.622137,B019,0.08596871189372735
SOFC_0265,2023-01-25 05:45:41.039301,B014,0.09460140423281323
SOFC_0304,2023-01-27 07:50:03.278265,B016,0.07658834527675687
SOFC_0194,2023-01-19 18:42:51.186631,B010,0.051550805527143945
SOFC_0058,2023-01-06 15:18:50.365171,B003,0.021952287404547747
SOFC_0105,2023-01-11 12:25:01.985631,B006,0.08784299074946497
SOFC_0235,2023-01-23 17:33:28.971979,B012,0.10706282728382358
SOFC_0196,2023-01-19 21:26:35.623973,B010,0.04225602202364306
SOFC_0326,2023-01-30 03:09:52.369431,B017,0.07933065827335367
SOFC_0254,2023-01-24 17:39:29.377188,B013,0.10713763861707783
SOFC_0186,2023-01-19 09:37:23.298349,B010,0.01950989094140049
SOFC_0303,2023-01-27 06:57:49.578695,B016,0.09262452233591154
SOFC_0465,2023-02-07 23:21:53.454775,B024,0.13379313970076404
SOFC_0021,2023-01-05 02:51:27.152550,B002,0.07014545456090768
SOFC_0435,2023-02-03 20:12:27.813772,B022,0.07297568154288903
SOFC_0275,2023-01-25 15:15:23.967014,B014,0.06118587176166512
SOFC_0412,2023-02-03 00:30:10.988584,B021,0.09952572437950796
SOFC_0370,2023-01-31 19:20:48.001599,B019,0.10538959846853757
SOFC_0201,2023-01-20 02:27:51.754655,B011,0.06302793739814698
SOFC_0095,2023-01-11 00:25:12.824676,B005,0.07046847367367687
SOFC_0476,2023-02-08 10:40:14.007279,B024,0.08098703983969546
SOFC_0153,2023-01-17 02:09:36.806192,B008,0.053666958286374064
SOFC_0361,2023-01-31 10:47:26.839832,B019,0.10839349359123246
SOFC_0368,2023-01-31 17:34:46.873146,B019,0.07108579393509036
SOFC_0018,2023-01-04 05:07:16.167930,B001,0.04714439056891202
SOFC_0091,2023-01-10 20:05:34.291532,B005,0.043625505426556285
SOFC_0316,2023-01-27 18:01:50.339928,B016,0.15102438217025613
SOFC_0264,2023-01-25 04:35:22.916837,B014,0.07698114522361817
SOFC_0072,2023-01-09 13:00:57.507028,B004,0.07735197402850495
SOFC_0337,2023-01-30 13:51:18.247902,B017,0.0786041574266148
SOFC_0409,2023-02-02 12:52:31.163417,B021,0.06435805719156032
SOFC_0156,2023-01-17 04:46:29.426139,B008,0.025834322889992267
SOFC_0217,2023-01-20 19:36:12.747602,B011,0.11295600853085778
SOFC_0003,2023-01-02 02:32:57.742046,B001,0.061843928191037095
SOFC_0484,2023-02-08 20:30:50.874768,B025,0.11761217952035673
SOFC_0372,2023-01-31 21:51:38.276819,B019,0.12981630622535217
SOFC_0049,2023-01-06 06:15:53.757568,B003,0.03546562995117798
SOFC_0324,2023-01-30 01:49:00.504708,B017,0.06901134777950853
SOFC_0118,2023-01-12 10:02:53.944984,B006,0.05569438209299816
SOFC_0366,2023-01-31 15:33:22.740600,B019,0.08253916453809887
SOFC_0378,2023-02-01 02:30:34.203871,B019,0.09712302776431628
SOFC_0489,2023-02-09 02:18:51.183801,B025,0.1084420008813741
SOFC_0309,2023-01-27 12:40:36.277252,B016,0.07102869744672238
SOFC_0318,2023-01-27 19:54:24.269424,B016,0.0578285943951356
SOFC_0223,2023-01-23 06:30:46.590745,B012,0.060065360179523505
SOFC_0354,2023-01-31 04:47:39.038719,B018,0.1139074419122566
SOFC_0234,2023-01-23 16:36:12.624146,B012,0.08250159812306317
SOFC_0345,2023-01-30 20:10:36.326104,B018,0.06829993982186117
SOFC_0098,2023-01-11 03:56:47.128046,B005,0.05861450082611999
SOFC_0351,2023-01-31 02:09:54.156506,B018,0.07018985156541341
SOFC_0490,2023-02-09 02:59:57.662345,B025,0.17140712933579744
SOFC_0214,2023-01-20 15:47:56.438511,B011,0.03868192817978694
SOFC_0188,2023-01-19 11:36:14.612056,B010,0.0566534195797509
SOFC_0027,2023-01-05 09:28:54.218138,B002,0.08117855073137642
SOFC_0207,2023-01-20 08:49:38.741590,B011,0.06121697599768877
SOFC_0428,2023-02-03 14:14:08.966196,B022,0.042333798485026816
SOFC_0454,2023-02-06 15:51:09.167070,B023,0.14132700779145346
SOFC_0332,2023-01-30 08:05:47.859330,B017,0.06362645985528735
SOFC_0315,2023-01-27 16:56:13.407095,B016,0.04189125311933836
SOFC_0113,2023-01-11 21:04:06.993370,B006,0.10121404045951785
SOFC_0390,2023-02-01 13:14:01.198030,B020,0.030378993710829506
SOFC_0485,2023-02-08 21:48:48.771932,B025,0.05728121954314275
SOFC_0079,2023-01-09 19:45:29.539973,B004,0.029886149116408592
SOFC_0187,2023-01-19 10:55:35.829698,B010,0.01809480429756581
SOFC_0401,2023-02-02 02:01:33.509841,B021,0.13674206729655097
SOFC_0445,2023-02-06 07:27:39.347758,B023,0.09976337870916957
SOFC_0306,2023-01-27 09:54:54.120421,B016,0.08815784312911741
SOFC_0499,2023-02-09 22:35:42.226880,B025,0.136371368365508
SOFC_0028,2023-01-05 10:04:12.791145,B002,0.0466991324358023
SOFC_0200,2023-01-20 01:23:27.378258,B010,0.044420192744868914
SOFC_0032,2023-01-05 13:36:49.666896,B002,0.047121295409422045
SOFC_0249,2023-01-24 09:03:34.452019,B013,0.033298510074738975
SOFC_0308,2023-01-27 11:39:54.238460,B016,0.028043047104875197
SOFC_0416,2023-02-03 03:25:02.264727,B021,0.0823880506299373
SOFC_0437,2023-02-03 22:01:45.963741,B022,0.0985987001523829
SOFC_0321,2023-01-27 22:42:32.465076,B017,0.06697781589675325
SOFC_0145,2023-01-16 18:13:48.096977,B008,0.04457485444355084
SOFC_0128,2023-01-13 17:28:15.074514,B007,0.027667200335034586
SOFC_0296,2023-01-26 11:00:13.946209,B015,0.08713733485332369
SOFC_0282,2023-01-25 23:24:50.952750,B015,0.10304233045776695
SOFC_0260,2023-01-25 00:39:44.104464,B013,0.0871916895727636
SOFC_0111,2023-01-11 18:22:54.305078,B006,0.021303698045647107
SOFC_0376,2023-02-01 01:03:24.435323,B019,0.0853048472591055
SOFC_0405,2023-02-02 09:26:50.371894,B021,0.10950686285382502
SOFC_0422,2023-02-03 08:16:34.809191,B022,0.07856042965857041
SOFC_0205,2023-01-20 06:47:00.524517,B011,0.0889995793939694
SOFC_0444,2023-02-06 06:37:08.805292,B023,0.0845336699762012
SOFC_0253,2023-01-24 16:46:38.170104,B013,0.06245212847918001
SOFC_0017,2023-01-04 03:48:45.937477,B001,0.018808858590545364
SOFC_0288,2023-01-26 04:30:07.596540,B015,0.08009723216013366
SOFC_0452,2023-02-06 14:01:48.798639,B023,0.05154247810604659
SOFC_0237,2023-01-23 19:11:16.110471,B012,0.08647190882438101
SOFC_0466,2023-02-08 00:31:47.586803,B024,0.12453339660863463
SOFC_0289,2023-01-26 05:38:34.745621,B015,0.1294815839045062
SOFC_0426,2023-02-03 12:13:06.654301,B022,0.07163261391922307
SOFC_0373,2023-01-31 22:30:44.306386,B019,0.1130824021743519
SOFC_0432,2023-02-03 17:14:07.271941,B022,0.09803368386109604
SOFC_0033,2023-01-05 14:15:16.994106,B002,0.0356914725715422
