x_mm,y_mm,depth_um,youngs_modulus_GPa,hardness_GPa,creep_compliance,max_load_mN,loading_rate_mN_s,hold_time_s
0.20408163265306123,0.1641025641025641,164.10256410256412,117.45080520103673,5.838407400617488,0.07443460424684338,10,1,10
0.20408163265306123,0.18461538461538463,184.6153846153846,108.2582069985865,5.996690910301959,0.10190827264667586,10,1,10
0.20408163265306123,0.20512820512820512,205.1282051282051,105.29486929482384,5.629500822344932,0.0790032831707725,10,1,10
0.20408163265306123,0.22564102564102564,225.64102564102564,101.36227490015344,5.600510882997484,0.0769013860112235,10,1,10
0.20408163265306123,0.24615384615384617,246.15384615384616,106.1783244612876,5.715570271012072,0.05788629407483241,10,1,10
0.20408163265306123,0.26666666666666666,266.6666666666667,110.08121872403461,5.470389025259152,0.08509443944971265,10,1,10
0.20408163265306123,0.28717948717948716,287.1794871794872,118.33619412435598,5.713785345779956,0.06809305582605657,10,1,10
0.20408163265306123,0.3076923076923077,307.69230769230774,150.7301901799048,10.28821222503296,0.03648763803997013,10,1,10
0.20408163265306123,0.3282051282051282,328.20512820512823,183.21146798591755,12.962286074536324,0.01684084452781387,10,1,10
0.20408163265306123,0.3487179487179487,348.7179487179487,180.44544322216274,12.297842551828127,0.02340368356874173,10,1,10
0.20408163265306123,0.36923076923076925,369.2307692307692,175.75891454170352,12.427112757229047,0.02037922145509654,10,1,10
0.20408163265306123,0.38974358974358975,389.7435897435897,194.84656346880604,11.917902524679157,0.02019041751761832,10,1,10
0.20408163265306123,0.41025641025641024,410.2564102564102,194.46527171008907,12.503601229213166,0.02112040242690854,10,1,10
0.20408163265306123,0.4307692307692308,430.7692307692308,181.33842161191075,12.148297126401197,0.023547559173514733,10,1,10
0.20408163265306123,0.4512820512820513,451.28205128205127,187.29609568145244,12.97845487663919,0.02759860863720203,10,1,10
0.20408163265306123,0.4717948717948718,471.79487179487177,183.1337669742481,13.04198466056201,0.021940516122996898,10,1,10
0.20408163265306123,0.49230769230769234,492.3076923076923,160.77924000345718,10.390503934079932,0.031551379192305266,10,1,10
0.20408163265306123,0.5128205128205128,512.8205128205128,125.10545137461317,6.947070797927553,0.06714210190152838,10,1,10
0.20408163265306123,0.5333333333333333,533.3333333333334,127.24640236126723,6.168951476456287,0.05757041584124847,10,1,10
0.20408163265306123,0.5538461538461539,553.8461538461539,127.74130596293453,6.421383598107514,0.06097440754876384,10,1,10
0.20408163265306123,0.5743589743589743,574.3589743589744,114.85459022771177,6.941971291872026,0.04813619303053547,10,1,10
0.20408163265306123,0.5948717948717949,594.8717948717949,115.21299380764758,7.086947592931269,0.060220912462406004,10,1,10
0.20408163265306123,0.6153846153846154,615.3846153846155,125.20233754981909,6.846512538272475,0.05056554936249888,10,1,10
0.20408163265306123,0.6358974358974359,635.8974358974359,122.11060117634929,6.3400084814569855,0.0561071287167549,10,1,10
0.20408163265306123,0.6564102564102564,656.4102564102565,130.10702756085774,6.10941419854505,0.06094026596075887,10,1,10
0.20408163265306123,0.676923076923077,676.9230769230769,116.52967412885673,6.22101441738138,0.06301969987975578,10,1,10
0.20408163265306123,0.6974358974358974,697.4358974358973,121.5951504223654,6.5246792933108555,0.05905506532619399,10,1,10
0.20408163265306123,0.717948717948718,717.9487179487179,118.78967411127988,6.965855027206435,0.04866631271838036,10,1,10
0.20408163265306123,0.7384615384615385,738.4615384615385,115.78211478566007,6.44950676638838,0.08832832674678358,10,1,10
0.20408163265306123,0.7589743589743589,758.9743589743589,122.60818503523299,6.343166211742043,0.05522778852943853,10,1,10
0.20408163265306123,0.7794871794871795,779.4871794871794,123.59466861843342,6.68943106968253,0.06632623318284636,10,1,10
0.20408163265306123,0.8,800.0,120.37783393272466,6.099335222951797,0.06422774888978831,10,1,10
0.40816326530612246,0.0,0.0,111.5555493910387,6.015358112628294,0.04641297820826431,10,1,10
0.40816326530612246,0.020512820512820513,20.512820512820515,118.27955878805517,6.368133059992995,0.0714161677935877,10,1,10
0.40816326530612246,0.041025641025641026,41.02564102564103,118.82470956503252,6.124417082676303,0.06974959132498589,10,1,10
0.40816326530612246,0.06153846153846154,61.53846153846154,110.64419303726648,6.329855889204074,0.0883241065050541,10,1,10
0.40816326530612246,0.08205128205128205,82.05128205128206,107.0833255166048,5.453684175514592,0.1009289209619371,10,1,10
0.40816326530612246,0.10256410256410256,102.56410256410255,103.26689812805341,5.517669531848323,0.08151255191708572,10,1,10
0.40816326530612246,0.12307692307692308,123.07692307692308,113.01235717470712,5.360214888613082,0.0790478659924066,10,1,10
0.40816326530612246,0.14358974358974358,143.5897435897436,112.9423490948466,6.14110371538354,0.08204912042299903,10,1,10
0.40816326530612246,0.1641025641025641,164.10256410256412,120.93666277627202,6.604222063888813,0.07730008322647579,10,1,10
0.40816326530612246,0.18461538461538463,184.6153846153846,113.59530579064429,6.128101147729454,0.07562026604502975,10,1,10
0.40816326530612246,0.20512820512820512,205.1282051282051,107.28764875418729,6.195225411193392,0.06896242938412991,10,1,10
0.40816326530612246,0.22564102564102564,225.64102564102564,102.53586578195453,5.482737179641948,0.0832990727353787,10,1,10
0.40816326530612246,0.24615384615384617,246.15384615384616,105.77705126689638,5.080580219417652,0.0743734574527383,10,1,10
0.40816326530612246,0.26666666666666666,266.6666666666667,114.55384352033448,5.431622984583039,0.0883957502497378,10,1,10
0.40816326530612246,0.28717948717948716,287.1794871794872,119.27992795428754,5.813891853860011,0.05516881409749544,10,1,10
0.40816326530612246,0.3076923076923077,307.69230769230774,159.48546809073417,10.67181925681637,0.03751554407982438,10,1,10
0.40816326530612246,0.3282051282051282,328.20512820512823,185.60595764435146,12.304292681525215,0.020260448458797417,10,1,10
0.40816326530612246,0.3487179487179487,348.7179487179487,175.95840752521883,12.805206166687725,0.02521828373438559,10,1,10
0.40816326530612246,0.36923076923076925,369.2307692307692,171.6333736484867,10.829935543853082,0.017823342486684823,10,1,10
0.40816326530612246,0.38974358974358975,389.7435897435897,195.89057589614887,12.279749705259071,0.017438542453340127,10,1,10
0.40816326530612246,0.41025641025641024,410.2564102564102,193.7415565796162,12.23323672064878,0.017949416269127078,10,1,10
0.40816326530612246,0.4307692307692308,430.7692307692308,182.51621044270235,12.604995946011654,0.022081533388529875,10,1,10
0.40816326530612246,0.4512820512820513,451.28205128205127,182.2040896063109,12.326124401547403,0.019777785154821103,10,1,10
0.40816326530612246,0.4717948717948718,471.79487179487177,158.59398557241397,13.992633544458846,0.019505818774435787,10,1,10
0.40816326530612246,0.49230769230769234,492.3076923076923,152.327904749922,10.082436327355595,0.02633367812414696,10,1,10
0.40816326530612246,0.5128205128205128,512.8205128205128,126.16533622640654,6.567873323202571,0.047484103288085756,10,1,10
0.40816326530612246,0.5333333333333333,533.3333333333334,130.50637318164206,6.083265577719632,0.04604351436968021,10,1,10
0.40816326530612246,0.5538461538461539,553.8461538461539,123.45440895098382,6.557770410690249,0.059994689156325574,10,1,10
0.40816326530612246,0.5743589743589743,574.3589743589744,114.4643618037528,6.791126054955844,0.06556495034920137,10,1,10
0.40816326530612246,0.5948717948717949,594.8717948717949,106.3048848397826,7.1153922781081755,0.05422093960707373,10,1,10
0.40816326530612246,0.6153846153846154,615.3846153846155,113.23328996306283,6.545399779475456,0.07058938605575853,10,1,10
0.40816326530612246,0.6358974358974359,635.8974358974359,118.58942146460873,6.677146617339687,0.05766420390167117,10,1,10
0.40816326530612246,0.6564102564102564,656.4102564102565,128.00701922908365,5.633530938855599,0.06085777268469602,10,1,10
0.40816326530612246,0.676923076923077,676.9230769230769,125.09027414365025,6.087375647415692,0.05272207902208909,10,1,10
0.40816326530612246,0.6974358974358974,697.4358974358973,109.05026635771222,6.696266773831219,0.06048124986878061,10,1,10
0.40816326530612246,0.717948717948718,717.9487179487179,108.65290061871026,7.285183173177343,0.07608266204864016,10,1,10
0.40816326530612246,0.7384615384615385,738.4615384615385,115.21667330013189,6.56829739693639,0.0502599961081362,10,1,10
0.40816326530612246,0.7589743589743589,758.9743589743589,123.71763181751916,6.690743612444036,0.047727250601834144,10,1,10
0.40816326530612246,0.7794871794871795,779.4871794871794,128.92755638733396,5.941339655060138,0.06257506127366651,10,1,10
0.40816326530612246,0.8,800.0,127.95007518226194,6.316592616227805,0.04855237679970047,10,1,10
0.6122448979591837,0.0,0.0,113.03525169405701,5.416542153015541,0.09491511207990093,10,1,10
0.6122448979591837,0.020512820512820513,20.512820512820515,115.00188071940043,5.780522334569209,0.0833485165032176,10,1,10
0.6122448979591837,0.041025641025641026,41.02564102564103,125.75606141506734,6.32412731557339,0.07310300779752667,10,1,10
0.6122448979591837,0.06153846153846154,61.53846153846154,107.86712060151324,6.179084084940942,0.07213408236439434,10,1,10
0.6122448979591837,0.08205128205128205,82.05128205128206,92.72511100740834,5.61148817535672,0.0609727281021368,10,1,10
0.6122448979591837,0.10256410256410256,102.56410256410255,101.16997409011094,5.1906863295056125,0.0696560015528607,10,1,10
0.6122448979591837,0.12307692307692308,123.07692307692308,105.6136496790224,5.247305067436598,0.12225623351740998,10,1,10
0.6122448979591837,0.14358974358974358,143.5897435897436,120.73288549343062,5.843784605625979,0.09288478471068834,10,1,10
0.6122448979591837,0.1641025641025641,164.10256410256412,120.40306433813952,6.243413958356263,0.07064441337216307,10,1,10
0.6122448979591837,0.18461538461538463,184.6153846153846,108.61776663302753,6.1172835426746515,0.08213195437369138,10,1,10
0.6122448979591837,0.20512820512820512,205.1282051282051,104.6448894572852,5.80674988112471,0.0995232515426673,10,1,10
0.6122448979591837,0.22564102564102564,225.64102564102564,97.29599706113453,5.764296988096416,0.060818192077249485,10,1,10
0.6122448979591837,0.24615384615384617,246.15384615384616,103.60269639216112,5.226875865460074,0.060591492582624154,10,1,10
0.6122448979591837,0.26666666666666666,266.6666666666667,118.12540492194665,5.947174884644251,0.0908323991668552,10,1,10
0.6122448979591837,0.28717948717948716,287.1794871794872,119.51567986966543,6.329893450230727,0.08043259679919003,10,1,10
0.6122448979591837,0.3076923076923077,307.69230769230774,162.31989162882365,11.452246128969605,0.041760323030564095,10,1,10
0.6122448979591837,0.3282051282051282,328.20512820512823,170.22298571895507,12.530872740364769,0.02146008954997131,10,1,10
0.6122448979591837,0.3487179487179487,348.7179487179487,168.86327120668082,12.913857095625918,0.022243976351371555,10,1,10
0.6122448979591837,0.36923076923076925,369.2307692307692,183.5722364757047,11.676696494958813,0.01880948119336398,10,1,10
0.6122448979591837,0.38974358974358975,389.7435897435897,199.50319286246582,11.29191942011673,0.02519845065282593,10,1,10
0.6122448979591837,0.41025641025641024,410.2564102564102,196.21065138868767,11.353257010050358,0.020956971493461846,10,1,10
0.6122448979591837,0.4307692307692308,430.7692307692308,182.99012732138573,12.422614516287327,0.014367073152143743,10,1,10
0.6122448979591837,0.4512820512820513,451.28205128205127,179.04655224220372,13.317044944669208,0.023230766596037546,10,1,10
0.6122448979591837,0.4717948717948718,471.79487179487177,165.54794667446987,12.696986021808064,0.024413793051708182,10,1,10
0.6122448979591837,0.49230769230769234,492.3076923076923,155.41442424888206,9.435473042078456,0.025458438630541688,10,1,10
0.6122448979591837,0.5128205128205128,512.8205128205128,127.82920245460096,5.8123931802793845,0.05263347771064025,10,1,10
0.6122448979591837,0.5333333333333333,533.3333333333334,130.9160790782008,6.195004365980353,0.06538033297348847,10,1,10
0.6122448979591837,0.5538461538461539,553.8461538461539,123.84532678341077,6.6105974296198395,0.0673482489109669,10,1,10
0.6122448979591837,0.5743589743589743,574.3589743589744,114.88345888997723,6.973941704753642,0.04440368852831124,10,1,10
0.6122448979591837,0.5948717948717949,594.8717948717949,114.15696036323342,7.377047775748293,0.07908100907891613,10,1,10
0.6122448979591837,0.6153846153846154,615.3846153846155,111.4907685706469,6.5287797333218425,0.06389632144150953,10,1,10
0.6122448979591837,0.6358974358974359,635.8974358974359,126.71101840634164,6.451289978611298,0.07980734219890215,10,1,10
0.6122448979591837,0.6564102564102564,656.4102564102565,135.78083195997127,5.797612555861485,0.06177119092788121,10,1,10
0.6122448979591837,0.676923076923077,676.9230769230769,126.58244518680623,6.205186833035286,0.032172720221084306,10,1,10
0.6122448979591837,0.6974358974358974,697.4358974358973,122.37730688132123,6.557823796010439,0.04270684417181762,10,1,10
0.6122448979591837,0.717948717948718,717.9487179487179,109.05288101446826,6.891387940520346,0.047176868615597646,10,1,10
0.6122448979591837,0.7384615384615385,738.4615384615385,108.63088397941944,7.687796976344898,0.0767990379116117,10,1,10
0.6122448979591837,0.7589743589743589,758.9743589743589,126.63886750490519,6.537232863460483,0.06587152484743827,10,1,10
0.6122448979591837,0.7794871794871795,779.4871794871794,126.42164559844906,6.534839136002855,0.06366795883562848,10,1,10
0.6122448979591837,0.8,800.0,122.36478592234927,5.910026506448685,0.050673082563705424,10,1,10
0.8163265306122449,0.0,0.0,110.26475898515919,6.095967081212792,0.07876995234618578,10,1,10
0.8163265306122449,0.020512820512820513,20.512820512820515,120.29506939572799,6.412785579338591,0.0761108275410201,10,1,10
0.8163265306122449,0.041025641025641026,41.02564102564103,116.39500526839049,6.135867231947294,0.08941732867190383,10,1,10
0.8163265306122449,0.06153846153846154,61.53846153846154,114.5004521633735,5.909483666869723,0.07125062396625405,10,1,10
0.8163265306122449,0.08205128205128205,82.05128205128206,100.89162670774869,5.659678204303631,0.06463073684601446,10,1,10
0.8163265306122449,0.10256410256410256,102.56410256410255,101.43219561480421,5.151766129937803,0.06427115399821819,10,1,10
0.8163265306122449,0.12307692307692308,123.07692307692308,105.92126824442487,5.294856156479997,0.07964369961085366,10,1,10
0.8163265306122449,0.14358974358974358,143.5897435897436,110.80888648271598,5.93250961622636,0.0835236667670529,10,1,10
0.8163265306122449,0.1641025641025641,164.10256410256412,117.17922223411017,5.851382288987211,0.06349515676109092,10,1,10
0.8163265306122449,0.18461538461538463,184.6153846153846,117.08945198951403,6.208974278505685,0.07345447012133341,10,1,10
0.8163265306122449,0.20512820512820512,205.1282051282051,99.59359570193492,5.942389593333005,0.05851696725751043,10,1,10
0.8163265306122449,0.22564102564102564,225.64102564102564,101.84673131297825,5.837719116100165,0.08492394703243905,10,1,10
0.8163265306122449,0.24615384615384617,246.15384615384616,102.70337553661669,5.375848653146431,0.07515763793639843,10,1,10
0.8163265306122449,0.26666666666666666,266.6666666666667,122.68695697919668,5.802080661131317,0.06380346889898633,10,1,10
0.8163265306122449,0.28717948717948716,287.1794871794872,120.02340924642763,6.082920911279015,0.0882750782094823,10,1,10
0.8163265306122449,0.3076923076923077,307.69230769230774,167.50093663420748,10.848313514964257,0.04067548549860707,10,1,10
0.8163265306122449,0.3282051282051282,328.20512820512823,171.28975464879179,12.732603897864273,0.02494884337118088,10,1,10
0.8163265306122449,0.3487179487179487,348.7179487179487,157.4129127094121,11.389010250204954,0.017361784743670623,10,1,10
0.8163265306122449,0.36923076923076925,369.2307692307692,174.9701802977017,11.66398161858762,0.015946070643999354,10,1,10
0.8163265306122449,0.38974358974358975,389.7435897435897,191.71648450152196,11.262662610635685,0.021083418149526894,10,1,10
0.8163265306122449,0.41025641025641024,410.2564102564102,199.00977019394318,12.175553683985541,0.018942120485429214,10,1,10
0.8163265306122449,0.4307692307692308,430.7692307692308,186.47474526166314,13.747771448606844,0.02645188511572577,10,1,10
0.8163265306122449,0.4512820512820513,451.28205128205127,175.5607102120691,12.976325763276707,0.0171221275463535,10,1,10
0.8163265306122449,0.4717948717948718,471.79487179487177,164.5292331338538,13.40457407761184,0.015789339404876115,10,1,10
0.8163265306122449,0.49230769230769234,492.3076923076923,148.43571942583415,9.82022173786187,0.03208317218598474,10,1,10
0.8163265306122449,0.5128205128205128,512.8205128205128,123.62487884005193,5.921400174157381,0.05936181372994513,10,1,10
0.8163265306122449,0.5333333333333333,533.3333333333334,127.55464186723361,5.630786608903349,0.06141112904324396,10,1,10
0.8163265306122449,0.5538461538461539,553.8461538461539,122.2508916941799,6.396164589108909,0.056064853964864464,10,1,10
0.8163265306122449,0.5743589743589743,574.3589743589744,112.0612437005946,7.258772385639044,0.04119002162804866,10,1,10
0.8163265306122449,0.5948717948717949,594.8717948717949,110.5438043479365,6.997448896854762,0.07354871217447828,10,1,10
0.8163265306122449,0.6153846153846154,615.3846153846155,115.27283468922789,7.1315937313639575,0.05879014042717331,10,1,10
0.8163265306122449,0.6358974358974359,635.8974358974359,120.3987647501457,6.775903313805259,0.0671654222272517,10,1,10
0.8163265306122449,0.6564102564102564,656.4102564102565,133.08699077646455,6.184349465301562,0.04977305483580412,10,1,10
0.8163265306122449,0.676923076923077,676.9230769230769,133.54290405828417,6.327793353341094,0.05335708296944328,10,1,10
0.8163265306122449,0.6974358974358974,697.4358974358973,117.14313306327281,6.6234719698709155,0.047002387427390255,10,1,10
0.8163265306122449,0.717948717948718,717.9487179487179,108.25467225999593,6.432994176903216,0.06338157045800745,10,1,10
0.8163265306122449,0.7384615384615385,738.4615384615385,110.7065693107917,6.7061231300250865,0.05220690786711546,10,1,10
0.8163265306122449,0.7589743589743589,758.9743589743589,120.85098529398017,6.883344527862332,0.057906412017177375,10,1,10
0.8163265306122449,0.7794871794871795,779.4871794871794,134.45815881109104,6.605365478473477,0.0683590855227334,10,1,10
0.8163265306122449,0.8,800.0,125.49687711430569,5.783819629335456,0.06190882725781851,10,1,10
1.0204081632653061,0.0,0.0,110.51270754514897,5.9361610533643665,0.053181709277779265,10,1,10
1.0204081632653061,0.020512820512820513,20.512820512820515,115.30622233593684,6.140688055278844,0.09071707426075336,10,1,10
1.0204081632653061,0.041025641025641026,41.02564102564103,120.95987211681918,6.027487626516052,0.06715432991353258,10,1,10
1.0204081632653061,0.06153846153846154,61.53846153846154,113.41026834356806,6.3560495274158475,0.09992011860268867,10,1,10
1.0204081632653061,0.08205128205128205,82.05128205128206,103.96465903210499,5.564283671681091,0.07824998015078152,10,1,10
1.0204081632653061,0.10256410256410256,102.56410256410255,101.30227123329738,5.970501236385948,0.07216030585533109,10,1,10
1.0204081632653061,0.12307692307692308,123.07692307692308,105.83728602266837,5.918872641154047,0.09843580171231896,10,1,10
1.0204081632653061,0.14358974358974358,143.5897435897436,114.19256587731076,6.16884596349596,0.0709839274599615,10,1,10
1.0204081632653061,0.1641025641025641,164.10256410256412,117.87061414671128,5.982007104843903,0.08035368004905967,10,1,10
1.0204081632653061,0.18461538461538463,184.6153846153846,110.21480763970487,5.513485190224579,0.08740103393610156,10,1,10
1.0204081632653061,0.20512820512820512,205.1282051282051,104.62428037576532,5.373087708270357,0.1037328712272419,10,1,10
1.0204081632653061,0.22564102564102564,225.64102564102564,99.99344492963377,5.65900738712708,0.07861701843786816,10,1,10
1.0204081632653061,0.24615384615384617,246.15384615384616,109.2963425851234,5.451807960849252,0.1288789230563498,10,1,10
1.0204081632653061,0.26666666666666666,266.6666666666667,112.77363291517493,5.773721612344093,0.09011416992208619,10,1,10
1.0204081632653061,0.28717948717948716,287.1794871794872,118.28968188898403,5.631195980525529,0.05919046150440274,10,1,10
1.0204081632653061,0.3076923076923077,307.69230769230774,163.4716418823788,10.21174096296572,0.027205218202726554,10,1,10
1.0204081632653061,0.3282051282051282,328.20512820512823,165.59470510754127,14.301436178585138,0.02493535987461223,10,1,10
1.0204081632653061,0.3487179487179487,348.7179487179487,170.0913511364557,12.702194865474873,0.0226758273807818,10,1,10
1.0204081632653061,0.36923076923076925,369.2307692307692,173.52537619469325,11.572240473960704,0.014894050784660006,10,1,10
1.0204081632653061,0.38974358974358975,389.7435897435897,199.72837969792755,11.926866701282998,0.02047655495738498,10,1,10
1.0204081632653061,0.41025641025641024,410.2564102564102,191.14537276306964,11.61899263741283,0.023290694395473953,10,1,10
1.0204081632653061,0.4307692307692308,430.7692307692308,190.12131844911815,12.647652816804971,0.016759426042467863,10,1,10
1.0204081632653061,0.4512820512820513,451.28205128205127,169.27499836199652,13.347037292994402,0.023516408924111314,10,1,10
1.0204081632653061,0.4717948717948718,471.79487179487177,165.8065222290616,12.507388420417119,0.02519412193265541,10,1,10
1.0204081632653061,0.49230769230769234,492.3076923076923,145.7055470487704,9.351115842554371,0.035172958595394155,10,1,10
1.0204081632653061,0.5128205128205128,512.8205128205128,126.63276121756073,6.5083630521201545,0.057141713301052235,10,1,10
1.0204081632653061,0.5333333333333333,533.3333333333334,128.413304229309,6.099187609107318,0.053716392969288804,10,1,10
1.0204081632653061,0.5538461538461539,553.8461538461539,127.77022371138668,6.129176357614837,0.04657044264296837,10,1,10
1.0204081632653061,0.5743589743589743,574.3589743589744,114.76267093447835,7.0681054877051315,0.04041499626590722,10,1,10
1.0204081632653061,0.5948717948717949,594.8717948717949,111.85248485989652,6.538487948526683,0.02666176610111847,10,1,10
1.0204081632653061,0.6153846153846154,615.3846153846155,119.80449063877414,6.671834229837735,0.04174657939854941,10,1,10
1.0204081632653061,0.6358974358974359,635.8974358974359,122.76390294061991,6.590452140883587,0.04088912126915842,10,1,10
1.0204081632653061,0.6564102564102564,656.4102564102565,126.8693528317738,6.795526963658124,0.06647554710736894,10,1,10
1.0204081632653061,0.676923076923077,676.9230769230769,125.63112257973916,6.272442044346037,0.06847997773797364,10,1,10
1.0204081632653061,0.6974358974358974,697.4358974358973,114.5720468553536,6.3202526156796,0.09766432617268578,10,1,10
1.0204081632653061,0.717948717948718,717.9487179487179,106.04867591326689,6.812565235478442,0.05777617318078386,10,1,10
1.0204081632653061,0.7384615384615385,738.4615384615385,112.36868875938295,6.748786151140947,0.06517141417786129,10,1,10
1.0204081632653061,0.7589743589743589,758.9743589743589,120.09865591771886,6.56177199481197,0.08286483767581121,10,1,10
1.0204081632653061,0.7794871794871795,779.4871794871794,133.02276014087147,6.155639801763161,0.06263560290614516,10,1,10
1.0204081632653061,0.8,800.0,124.59594107598367,6.207581267873014,0.06311569445358808,10,1,10
1.2244897959183674,0.0,0.0,111.45206930621868,5.972249574002868,0.07413108866863752,10,1,10
1.2244897959183674,0.020512820512820513,20.512820512820515,119.71138284042044,6.168955670832864,0.09167942914861997,10,1,10
1.2244897959183674,0.041025641025641026,41.02564102564103,115.23652933355721,5.607541386217601,0.06542038396568833,10,1,10
1.2244897959183674,0.06153846153846154,61.53846153846154,113.2281921878905,6.060841935034053,0.05515813194071566,10,1,10
1.2244897959183674,0.08205128205128205,82.05128205128206,100.69366254542192,5.853463240386976,0.08300946535575743,10,1,10
1.2244897959183674,0.10256410256410256,102.56410256410255,107.34129294762786,5.445177334572638,0.08533072769162596,10,1,10
1.2244897959183674,0.12307692307692308,123.07692307692308,109.68803650331674,5.691386486429715,0.0997500652413283,10,1,10
1.2244897959183674,0.14358974358974358,143.5897435897436,118.20087825924728,5.5656782411411605,0.07582062617196778,10,1,10
