Mix_ID,Temperature_C,Data_Type,Property_Type,Damage_Level_Mean,Damage_Level_Std,Damage_Rate_Mean_per_C,Damage_Rate_Std_per_C,Residual_Strength_Factor_Mean,Residual_Strength_Factor_Std,Residual_Stiffness_Factor_Mean,Residual_Stiffness_Factor_Std,Damage_Threshold_Temp_C,Rubber_Content_Percent,Particle_Size
C,180,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,300.0,0.0,small
C,190,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,300.0,0.0,small
C,200,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,300.0,0.0,small
C,210,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,300.0,0.0,small
C,220,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,300.0,0.0,small
C,230,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,300.0,0.0,small
C,240,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,300.0,0.0,small
C,250,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,300.0,0.0,small
C,260,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,300.0,0.0,small
C,270,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,300.0,0.0,small
C,280,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,300.0,0.0,small
C,290,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,300.0,0.0,small
C,300,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,300.0,0.0,small
C,310,Calibration,Deformation,0.0158,0.0032,1.57e-03,3.92e-04,0.9842,0.0787,0.9763,0.0976,300.0,0.0,small
C,320,Validation,Deformation,0.0314,0.0063,1.54e-03,3.84e-04,0.9686,0.0775,0.9533,0.0953,300.0,0.0,small
C,330,Calibration,Deformation,0.0466,0.0093,1.51e-03,3.77e-04,0.9534,0.0763,0.9309,0.0931,300.0,0.0,small
C,340,Calibration,Deformation,0.0615,0.0123,1.48e-03,3.69e-04,0.9385,0.0751,0.9092,0.0909,300.0,0.0,small
C,350,Validation,Deformation,0.0761,0.0152,1.45e-03,3.62e-04,0.9239,0.0739,0.888,0.0888,300.0,0.0,small
C,360,Calibration,Deformation,0.0905,0.0181,1.42e-03,3.55e-04,0.9095,0.0728,0.8674,0.0867,300.0,0.0,small
C,370,Calibration,Deformation,0.1045,0.0209,1.39e-03,3.48e-04,0.8955,0.0716,0.8474,0.0847,300.0,0.0,small
C,380,Calibration,Deformation,0.1183,0.0237,1.36e-03,3.41e-04,0.8817,0.0705,0.8279,0.0828,300.0,0.0,small
C,390,Calibration,Deformation,0.1318,0.0264,1.34e-03,3.34e-04,0.8682,0.0695,0.809,0.0809,300.0,0.0,small
C,400,Calibration,Deformation,0.145,0.029,1.31e-03,3.27e-04,0.855,0.0684,0.7906,0.0791,300.0,0.0,small
C,410,Calibration,Deformation,0.158,0.0316,1.28e-03,3.21e-04,0.842,0.0674,0.7726,0.0773,300.0,0.0,small
C,420,Calibration,Deformation,0.1707,0.0341,1.26e-03,3.15e-04,0.8293,0.0663,0.7552,0.0755,300.0,0.0,small
C,430,Calibration,Deformation,0.1832,0.0366,1.23e-03,3.08e-04,0.8168,0.0653,0.7383,0.0738,300.0,0.0,small
C,440,Validation,Deformation,0.1954,0.0391,1.21e-03,3.02e-04,0.8046,0.0644,0.7218,0.0722,300.0,0.0,small
C,450,Calibration,Deformation,0.2073,0.0415,1.19e-03,2.96e-04,0.7927,0.0634,0.7057,0.0706,300.0,0.0,small
C,460,Validation,Deformation,0.2191,0.0438,1.16e-03,2.90e-04,0.7809,0.0625,0.6901,0.069,300.0,0.0,small
C,470,Calibration,Deformation,0.2306,0.0461,1.14e-03,2.85e-04,0.7694,0.0616,0.6749,0.0675,300.0,0.0,small
C,480,Validation,Deformation,0.2419,0.0484,1.12e-03,2.79e-04,0.7581,0.0607,0.6601,0.066,300.0,0.0,small
C,490,Validation,Deformation,0.2529,0.0506,1.09e-03,2.74e-04,0.7471,0.0598,0.6457,0.0646,300.0,0.0,small
C,500,Calibration,Deformation,0.2637,0.0527,1.07e-03,2.68e-04,0.7363,0.0589,0.6317,0.0632,300.0,0.0,small
C,510,Validation,Deformation,0.2744,0.0549,1.05e-03,2.63e-04,0.7256,0.0581,0.6181,0.0618,300.0,0.0,small
C,520,Validation,Deformation,0.2848,0.057,1.03e-03,2.58e-04,0.7152,0.0572,0.6049,0.0605,300.0,0.0,small
C,530,Calibration,Deformation,0.295,0.059,1.01e-03,2.53e-04,0.705,0.0564,0.592,0.0592,300.0,0.0,small
C,540,Calibration,Deformation,0.305,0.061,9.90e-04,2.48e-04,0.695,0.0556,0.5794,0.0579,300.0,0.0,small
C,550,Calibration,Deformation,0.3148,0.063,9.70e-04,2.43e-04,0.6852,0.0548,0.5672,0.0567,300.0,0.0,small
C,560,Validation,Deformation,0.3244,0.0649,9.51e-04,2.38e-04,0.6756,0.054,0.5553,0.0555,300.0,0.0,small
C,570,Validation,Deformation,0.3338,0.0668,9.32e-04,2.33e-04,0.6662,0.0533,0.5438,0.0544,300.0,0.0,small
C,580,Validation,Deformation,0.343,0.0686,9.14e-04,2.28e-04,0.657,0.0526,0.5325,0.0532,300.0,0.0,small
C,590,Calibration,Deformation,0.3521,0.0704,8.96e-04,2.24e-04,0.6479,0.0518,0.5215,0.0522,300.0,0.0,small
C,600,Validation,Deformation,0.361,0.0722,8.78e-04,2.20e-04,0.639,0.0511,0.5109,0.0511,300.0,0.0,small
C,610,Calibration,Deformation,0.3696,0.0739,8.61e-04,2.15e-04,0.6304,0.0504,0.5005,0.05,300.0,0.0,small
C,620,Calibration,Deformation,0.3782,0.0756,8.44e-04,2.11e-04,0.6218,0.0497,0.4904,0.049,300.0,0.0,small
C,630,Calibration,Deformation,0.3865,0.0773,8.27e-04,2.07e-04,0.6135,0.0491,0.4805,0.0481,300.0,0.0,small
C,640,Calibration,Deformation,0.3947,0.0789,8.11e-04,2.03e-04,0.6053,0.0484,0.4709,0.0471,300.0,0.0,small
C,650,Calibration,Deformation,0.4027,0.0805,7.95e-04,1.99e-04,0.5973,0.0478,0.4616,0.0462,300.0,0.0,small
C,660,Calibration,Deformation,0.4106,0.0821,7.79e-04,1.95e-04,0.5894,0.0472,0.4525,0.0452,300.0,0.0,small
C,670,Calibration,Deformation,0.4183,0.0837,7.63e-04,1.91e-04,0.5817,0.0465,0.4436,0.0444,300.0,0.0,small
C,680,Calibration,Deformation,0.4259,0.0852,7.48e-04,1.87e-04,0.5741,0.0459,0.435,0.0435,300.0,0.0,small
C,690,Calibration,Deformation,0.4333,0.0867,7.33e-04,1.83e-04,0.5667,0.0453,0.4266,0.0427,300.0,0.0,small
C,700,Calibration,Deformation,0.4405,0.0881,7.19e-04,1.80e-04,0.5595,0.0448,0.4185,0.0418,300.0,0.0,small
C,710,Calibration,Deformation,0.4477,0.0895,7.05e-04,1.76e-04,0.5523,0.0442,0.4105,0.0411,300.0,0.0,small
C,720,Calibration,Deformation,0.4546,0.0909,6.91e-04,1.73e-04,0.5454,0.0436,0.4027,0.0403,300.0,0.0,small
C,730,Calibration,Deformation,0.4615,0.0923,6.77e-04,1.69e-04,0.5385,0.0431,0.3952,0.0395,300.0,0.0,small
C,740,Calibration,Deformation,0.4682,0.0936,6.64e-04,1.66e-04,0.5318,0.0425,0.3878,0.0388,300.0,0.0,small
C,750,Calibration,Deformation,0.4747,0.0949,6.51e-04,1.63e-04,0.5253,0.042,0.3807,0.0381,300.0,0.0,small
C,760,Calibration,Deformation,0.4812,0.0962,6.38e-04,1.59e-04,0.5188,0.0415,0.3737,0.0374,300.0,0.0,small
C,770,Calibration,Deformation,0.4875,0.0975,6.25e-04,1.56e-04,0.5125,0.041,0.3669,0.0367,300.0,0.0,small
C,780,Calibration,Deformation,0.4937,0.0987,6.13e-04,1.53e-04,0.5063,0.0405,0.3603,0.036,300.0,0.0,small
C,790,Validation,Deformation,0.4998,0.1,6.00e-04,1.50e-04,0.5002,0.04,0.3538,0.0354,300.0,0.0,small
C,800,Calibration,Deformation,0.5057,0.1011,5.89e-04,1.47e-04,0.4943,0.0395,0.3475,0.0348,300.0,0.0,small
R5S,20,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,30,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,40,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,50,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,60,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,70,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,80,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,90,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,100,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,110,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,120,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,130,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,140,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,150,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,160,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,170,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,180,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,190,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,200,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,210,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,220,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,230,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,240,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,250,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,260,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,270,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,280,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,290,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R5S,300,Calibration,Deformation,0.0039,0.0008,1.64e-03,4.10e-04,0.9961,0.0797,0.9941,0.0994,297.6,10.0,small
R5S,310,Calibration,Deformation,0.0202,0.004,1.61e-03,4.02e-04,0.9798,0.0784,0.9699,0.097,297.6,10.0,small
R5S,320,Calibration,Deformation,0.0361,0.0072,1.57e-03,3.94e-04,0.9639,0.0771,0.9464,0.0946,297.6,10.0,small
R5S,330,Validation,Deformation,0.0517,0.0103,1.54e-03,3.86e-04,0.9483,0.0759,0.9235,0.0923,297.6,10.0,small
R5S,340,Calibration,Deformation,0.067,0.0134,1.51e-03,3.78e-04,0.933,0.0746,0.9013,0.0901,297.6,10.0,small
R5S,350,Calibration,Deformation,0.0819,0.0164,1.48e-03,3.70e-04,0.9181,0.0734,0.8797,0.088,297.6,10.0,small
R5S,360,Calibration,Deformation,0.0966,0.0193,1.45e-03,3.63e-04,0.9034,0.0723,0.8587,0.0859,297.6,10.0,small
R5S,370,Calibration,Deformation,0.1109,0.0222,1.42e-03,3.55e-04,0.8891,0.0711,0.8383,0.0838,297.6,10.0,small
R5S,380,Calibration,Deformation,0.125,0.025,1.39e-03,3.48e-04,0.875,0.07,0.8185,0.0818,297.6,10.0,small
R5S,390,Calibration,Deformation,0.1388,0.0278,1.37e-03,3.41e-04,0.8612,0.0689,0.7992,0.0799,297.6,10.0,small
R5S,400,Calibration,Deformation,0.1523,0.0305,1.34e-03,3.34e-04,0.8477,0.0678,0.7804,0.078,297.6,10.0,small
R5S,410,Validation,Deformation,0.1656,0.0331,1.31e-03,3.28e-04,0.8344,0.0668,0.7622,0.0762,297.6,10.0,small
R5S,420,Calibration,Deformation,0.1785,0.0357,1.28e-03,3.21e-04,0.8215,0.0657,0.7445,0.0745,297.6,10.0,small
R5S,430,Calibration,Deformation,0.1912,0.0382,1.26e-03,3.15e-04,0.8088,0.0647,0.7273,0.0727,297.6,10.0,small
R5S,440,Calibration,Deformation,0.2037,0.0407,1.23e-03,3.08e-04,0.7963,0.0637,0.7106,0.0711,297.6,10.0,small
R5S,450,Validation,Deformation,0.2159,0.0432,1.21e-03,3.02e-04,0.7841,0.0627,0.6943,0.0694,297.6,10.0,small
R5S,460,Calibration,Deformation,0.2279,0.0456,1.18e-03,2.96e-04,0.7721,0.0618,0.6785,0.0678,297.6,10.0,small
R5S,470,Validation,Deformation,0.2396,0.0479,1.16e-03,2.90e-04,0.7604,0.0608,0.6631,0.0663,297.6,10.0,small
R5S,480,Calibration,Deformation,0.2511,0.0502,1.14e-03,2.84e-04,0.7489,0.0599,0.6481,0.0648,297.6,10.0,small
R5S,490,Calibration,Deformation,0.2623,0.0525,1.11e-03,2.78e-04,0.7377,0.059,0.6336,0.0634,297.6,10.0,small
R5S,500,Calibration,Deformation,0.2733,0.0547,1.09e-03,2.73e-04,0.7267,0.0581,0.6195,0.0619,297.6,10.0,small
R5S,510,Validation,Deformation,0.2841,0.0568,1.07e-03,2.67e-04,0.7159,0.0573,0.6057,0.0606,297.6,10.0,small
R5S,520,Calibration,Deformation,0.2947,0.0589,1.05e-03,2.62e-04,0.7053,0.0564,0.5923,0.0592,297.6,10.0,small
R5S,530,Validation,Deformation,0.3051,0.061,1.03e-03,2.56e-04,0.6949,0.0556,0.5793,0.0579,297.6,10.0,small
R5S,540,Validation,Deformation,0.3152,0.063,1.01e-03,2.51e-04,0.6848,0.0548,0.5667,0.0567,297.6,10.0,small
R5S,550,Calibration,Deformation,0.3252,0.065,9.85e-04,2.46e-04,0.6748,0.054,0.5544,0.0554,297.6,10.0,small
R5S,560,Calibration,Deformation,0.3349,0.067,9.65e-04,2.41e-04,0.6651,0.0532,0.5424,0.0542,297.6,10.0,small
R5S,570,Calibration,Deformation,0.3445,0.0689,9.46e-04,2.36e-04,0.6555,0.0524,0.5307,0.0531,297.6,10.0,small
R5S,580,Calibration,Deformation,0.3538,0.0708,9.27e-04,2.32e-04,0.6462,0.0517,0.5194,0.0519,297.6,10.0,small
R5S,590,Validation,Deformation,0.363,0.0726,9.08e-04,2.27e-04,0.637,0.051,0.5084,0.0508,297.6,10.0,small
R5S,600,Validation,Deformation,0.372,0.0744,8.89e-04,2.22e-04,0.628,0.0502,0.4977,0.0498,297.6,10.0,small
R5S,610,Calibration,Deformation,0.3808,0.0762,8.72e-04,2.18e-04,0.6192,0.0495,0.4873,0.0487,297.6,10.0,small
R5S,620,Calibration,Deformation,0.3894,0.0779,8.54e-04,2.13e-04,0.6106,0.0488,0.4771,0.0477,297.6,10.0,small
R5S,630,Validation,Deformation,0.3979,0.0796,8.37e-04,2.09e-04,0.6021,0.0482,0.4672,0.0467,297.6,10.0,small
R5S,640,Calibration,Deformation,0.4062,0.0812,8.20e-04,2.05e-04,0.5938,0.0475,0.4576,0.0458,297.6,10.0,small
R5S,650,Validation,Deformation,0.4143,0.0829,8.03e-04,2.01e-04,0.5857,0.0469,0.4483,0.0448,297.6,10.0,small
R5S,660,Calibration,Deformation,0.4222,0.0844,7.87e-04,1.97e-04,0.5778,0.0462,0.4392,0.0439,297.6,10.0,small
R5S,670,Calibration,Deformation,0.43,0.086,7.71e-04,1.93e-04,0.57,0.0456,0.4303,0.043,297.6,10.0,small
R5S,680,Calibration,Deformation,0.4376,0.0875,7.56e-04,1.89e-04,0.5624,0.045,0.4217,0.0422,297.6,10.0,small
R5S,690,Calibration,Deformation,0.4451,0.089,7.40e-04,1.85e-04,0.5549,0.0444,0.4133,0.0413,297.6,10.0,small
R5S,700,Calibration,Deformation,0.4524,0.0905,7.25e-04,1.81e-04,0.5476,0.0438,0.4052,0.0405,297.6,10.0,small
R5S,710,Calibration,Deformation,0.4596,0.0919,7.11e-04,1.78e-04,0.5404,0.0432,0.3972,0.0397,297.6,10.0,small
R5S,720,Calibration,Deformation,0.4667,0.0933,6.96e-04,1.74e-04,0.5333,0.0427,0.3895,0.0389,297.6,10.0,small
R5S,730,Validation,Deformation,0.4736,0.0947,6.82e-04,1.71e-04,0.5264,0.0421,0.382,0.0382,297.6,10.0,small
R5S,740,Validation,Deformation,0.4803,0.0961,6.68e-04,1.67e-04,0.5197,0.0416,0.3746,0.0375,297.6,10.0,small
R5S,750,Calibration,Deformation,0.4869,0.0974,6.55e-04,1.64e-04,0.5131,0.041,0.3675,0.0368,297.6,10.0,small
R5S,760,Calibration,Deformation,0.4934,0.0987,6.42e-04,1.60e-04,0.5066,0.0405,0.3606,0.0361,297.6,10.0,small
R5S,770,Calibration,Deformation,0.4998,0.1,6.29e-04,1.57e-04,0.5002,0.04,0.3538,0.0354,297.6,10.0,small
R5S,780,Calibration,Deformation,0.506,0.1012,6.16e-04,1.54e-04,0.494,0.0395,0.3472,0.0347,297.6,10.0,small
R5S,790,Calibration,Deformation,0.5121,0.1024,6.04e-04,1.51e-04,0.4879,0.039,0.3408,0.0341,297.6,10.0,small
R5S,800,Calibration,Deformation,0.5181,0.1036,5.91e-04,1.48e-04,0.4819,0.0386,0.3346,0.0335,297.6,10.0,small
R10S,20,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,30,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,40,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,50,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,60,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,70,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,80,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,90,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,100,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,110,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,120,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,130,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,140,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,150,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,160,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,170,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,180,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,190,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,200,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,210,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,220,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,230,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,240,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,250,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,260,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,270,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,280,Calibration,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,290,Validation,Deformation,0.0,0.0,0.00e+00,0.00e+00,1.0,0.08,1.0,0.1,297.6,10.0,small
R10S,300,Calibration,Deformation,0.0039,0.0008,1.64e-03,4.10e-04,0.9961,0.0797,0.9941,0.0994,297.6,10.0,small
R10S,310,Calibration,Deformation,0.0202,0.004,1.61e-03,4.02e-04,0.9798,0.0784,0.9699,0.097,297.6,10.0,small
R10S,320,Validation,Deformation,0.0361,0.0072,1.57e-03,3.94e-04,0.9639,0.0771,0.9464,0.0946,297.6,10.0,small
R10S,330,Calibration,Deformation,0.0517,0.0103,1.54e-03,3.86e-04,0.9483,0.0759,0.9235,0.0923,297.6,10.0,small
R10S,340,Calibration,Deformation,0.067,0.0134,1.51e-03,3.78e-04,0.933,0.0746,0.9013,0.0901,297.6,10.0,small
R10S,350,Calibration,Deformation,0.0819,0.0164,1.48e-03,3.70e-04,0.9181,0.0734,0.8797,0.088,297.6,10.0,small
R10S,360,Calibration,Deformation,0.0966,0.0193,1.45e-03,3.63e-04,0.9034,0.0723,0.8587,0.0859,297.6,10.0,small
R10S,370,Calibration,Deformation,0.1109,0.0222,1.42e-03,3.55e-04,0.8891,0.0711,0.8383,0.0838,297.6,10.0,small
R10S,380,Validation,Deformation,0.125,0.025,1.39e-03,3.48e-04,0.875,0.07,0.8185,0.0818,297.6,10.0,small
R10S,390,Calibration,Deformation,0.1388,0.0278,1.37e-03,3.41e-04,0.8612,0.0689,0.7992,0.0799,297.6,10.0,small
R10S,400,Calibration,Deformation,0.1523,0.0305,1.34e-03,3.34e-04,0.8477,0.0678,0.7804,0.078,297.6,10.0,small
R10S,410,Validation,Deformation,0.1656,0.0331,1.31e-03,3.28e-04,0.8344,0.0668,0.7622,0.0762,297.6,10.0,small
R10S,420,Calibration,Deformation,0.1785,0.0357,1.28e-03,3.21e-04,0.8215,0.0657,0.7445,0.0745,297.6,10.0,small
R10S,430,Calibration,Deformation,0.1912,0.0382,1.26e-03,3.15e-04,0.8088,0.0647,0.7273,0.0727,297.6,10.0,small
R10S,440,Calibration,Deformation,0.2037,0.0407,1.23e-03,3.08e-04,0.7963,0.0637,0.7106,0.0711,297.6,10.0,small
R10S,450,Validation,Deformation,0.2159,0.0432,1.21e-03,3.02e-04,0.7841,0.0627,0.6943,0.0694,297.6,10.0,small
R10S,460,Calibration,Deformation,0.2279,0.0456,1.18e-03,2.96e-04,0.7721,0.0618,0.6785,0.0678,297.6,10.0,small
R10S,470,Calibration,Deformation,0.2396,0.0479,1.16e-03,2.90e-04,0.7604,0.0608,0.6631,0.0663,297.6,10.0,small
R10S,480,Calibration,Deformation,0.2511,0.0502,1.14e-03,2.84e-04,0.7489,0.0599,0.6481,0.0648,297.6,10.0,small
R10S,490,Calibration,Deformation,0.2623,0.0525,1.11e-03,2.78e-04,0.7377,0.059,0.6336,0.0634,297.6,10.0,small
