firm_id,knowledge_absorption_1,knowledge_absorption_2,knowledge_absorption_3,knowledge_absorption_4,task_performance_1,task_performance_2,task_performance_3,innovation_1,innovation_2,innovation_3,innovation_4,firm_resources_1,firm_resources_2,firm_resources_3,roi,roa,export_intensity,market_share,operational_efficiency,skilled_labor_ratio,iot_use,rd_spend_ratio,liquidity_ratio,tax_incentives_1,tax_incentives_2,tax_incentives_3,regulatory_stability_1,regulatory_stability_2,regulatory_stability_3,infrastructure_support_1,infrastructure_support_2,infrastructure_support_3,corruption_experience,employees,total_assets,firm_age,subsector,ownership_type,location,export_status,knowledge_absorption_score,task_performance_score,innovation_score,firm_resources_score,tax_incentives_score,regulatory_stability_score,infrastructure_support_score,policy_effectiveness_index
FP_0020,3,2,1,5,4,4,4,2,2,1,5,4,2,2,34.13256418264797,8.800422108906135,48.92601108626471,9.530101822366495,4,85.66056095389482,0,0.9354167729349352,2.8326619434832185,3,2,6,1,3,5,2,6,2,3,40,598.878484273324,35,Beverage Manufacturing,Domestic Private,Alaba,1,2.75,4.0,2.5,2.6666666666666665,3.6666666666666665,3.0,3.3333333333333335,3.3333333333333335
FP_0021,4,4,4,2,5,4,3,2,3,5,4,5,3,3,4.054884081611229,12.743989165383436,12.730692835085822,12.447428409282404,4,74.15036390597088,1,1.0761966833974528,1.035024522970713,6,5,2,2,4,1,3,2,2,1,49,5000.0,17,Meat Processing,Joint Venture,Apapa,1,3.5,4.0,3.5,3.6666666666666665,4.333333333333333,2.3333333333333335,2.3333333333333335,3.0
FP_0022,2,3,3,5,4,2,3,3,2,3,3,4,5,3,9.670513923463952,-1.32235391184137,55.931325916087985,20.573482428568443,2,92.620189344204,0,1.839040016713666,1.963625044374768,2,4,4,1,7,6,4,3,6,2,511,3014.696563242478,10,Oil & Fat Processing,Domestic Private,Lagos Island,0,3.25,3.0,2.75,4.0,3.3333333333333335,4.666666666666667,4.333333333333333,4.111111111111111
FP_0023,3,5,5,3,5,3,4,2,4,5,5,4,5,4,2.772577591022398,13.136842100217057,24.000048546779876,1.6730998145581777,5,54.87632237458517,1,0.3575744354503773,2.7157874974116893,6,2,6,4,2,4,3,2,3,2,166,2090.958923029265,46,Oil & Fat Processing,Joint Venture,Oshodi,1,4.0,4.0,4.0,4.333333333333333,4.666666666666667,3.3333333333333335,2.6666666666666665,3.5555555555555554
FP_0024,3,5,5,2,2,3,3,2,4,3,4,4,2,2,25.350816663004586,15.087934825577157,12.159823841655182,5.7565257907717085,3,85.0827257422411,0,3.5482421499654255,1.279908522843513,4,3,1,4,4,1,3,1,4,4,247,5000.0,21,Oil & Fat Processing,Multinational Subsidiary,Oshodi,1,3.75,2.6666666666666665,3.25,2.6666666666666665,2.6666666666666665,3.0,2.6666666666666665,2.7777777777777772
FP_0025,4,5,5,4,3,5,2,2,4,4,5,4,2,2,27.314187042674106,13.909841464954528,45.948315492548474,14.065931477109961,2,44.36785037447697,1,0.9504970828232904,1.849896050039578,5,4,1,4,6,4,4,3,2,1,10,5000.0,33,Grain Milling,Domestic Private,Ajeromi-Ifelodun,0,4.5,3.3333333333333335,3.75,2.6666666666666665,3.3333333333333335,4.666666666666667,3.0,3.6666666666666665
FP_0026,4,4,4,3,3,3,3,2,4,3,3,1,3,5,25.85938225123711,14.701641181794276,13.955920052851308,3.935075745362933,3,77.41968750128086,0,1.0389131606326178,2.4943735454124223,2,4,2,3,4,4,6,3,3,2,93,5000.0,1,Oil & Fat Processing,State-Owned,Mushin,1,3.75,3.0,3.0,3.0,2.6666666666666665,3.6666666666666665,4.0,3.444444444444444
FP_0027,2,3,5,3,4,3,5,5,3,4,2,4,5,1,26.749908030201645,23.12773807347207,36.03025603601699,19.954375214569907,5,53.888900033177286,1,2.039346478721719,0.5,3,2,4,2,4,2,1,5,2,3,56,1547.5859767638467,20,Meat Processing,Multinational Subsidiary,Victoria Island,1,3.25,4.0,3.5,3.3333333333333335,3.0,2.6666666666666665,2.6666666666666665,2.7777777777777772
FP_0028,4,3,5,3,5,5,4,4,2,5,1,2,2,5,13.757985684616667,7.295103682108699,49.49465555734002,5.548377856266513,5,25.75608943126884,0,0.44842913664679895,2.3561302503329857,7,4,3,4,2,4,7,4,4,2,162,5000.0,41,Oil & Fat Processing,Foreign Direct Investment,Alaba,1,3.75,4.666666666666667,3.0,3.0,4.666666666666667,3.3333333333333335,5.0,4.333333333333333
FP_0029,4,2,3,5,3,1,4,5,4,3,4,3,4,3,9.578072180081229,8.60264369042822,8.975495802118774,6.875280472630166,1,97.11874495676835,1,0.6443827828299887,1.7472441054497152,3,4,2,5,3,1,2,1,5,4,1616,5000.0,19,Sugar Refining,Domestic Private,Badagry,1,3.5,2.6666666666666665,4.0,3.3333333333333335,3.0,3.0,2.6666666666666665,2.888888888888889
FP_0030,1,5,5,4,4,5,4,3,3,2,2,3,2,5,-0.9128260889501466,5.995068047992652,1.8449496912116417,3.286046647037835,5,73.92267751022412,1,1.9398762063718356,2.665172492137461,3,3,4,1,3,3,4,2,3,1,5,5000.0,30,Oil & Fat Processing,Joint Venture,Ikorodu,0,3.75,4.333333333333333,2.5,3.3333333333333335,3.3333333333333335,2.3333333333333335,3.0,2.8888888888888893
FP_0031,4,5,1,3,2,4,2,2,4,2,3,4,4,4,28.78698828145434,8.01087264615696,39.06645012964252,3.426097231252386,3,70.36249632767797,0,1.8557174340563645,1.3035016286721897,2,6,4,3,4,1,3,2,3,2,145,5000.0,10,Vegetable Processing,State-Owned,Alaba,1,3.25,2.6666666666666665,2.75,4.0,4.0,2.6666666666666665,2.6666666666666665,3.1111111111111107
FP_0032,2,5,4,4,4,5,3,4,2,2,3,2,3,5,16.25182462518774,16.430803455999715,20.40474107613253,25.0,1,80.75584029632714,1,3.3706467226732646,0.967934482385055,2,6,2,2,7,6,3,1,2,3,1268,1138.0010526453675,20,Vegetable Processing,Domestic Private,Epe,0,3.75,4.0,2.75,3.3333333333333335,3.3333333333333335,5.0,2.0,3.4444444444444446
FP_0033,2,5,3,4,4,3,4,3,1,2,3,4,4,5,10.791074398915613,0.7274225585954458,7.514356591887717,13.729772333517342,4,66.71160060617761,0,0.448432163842299,1.474178103042214,2,4,3,2,1,4,3,3,1,2,48,853.5774362994227,47,Grain Milling,Foreign Direct Investment,Lagos Island,0,3.5,3.6666666666666665,2.25,4.333333333333333,3.0,2.3333333333333335,2.3333333333333335,2.555555555555556
FP_0034,5,4,2,3,5,1,2,2,5,3,4,4,3,1,24.280677867490528,3.4274381432438012,27.379275917131878,7.848583011920822,5,71.99793799772904,1,3.6839549410701933,1.4616501182314736,4,7,4,4,1,2,2,6,5,2,107,199.1017340416127,28,Oil & Fat Processing,Domestic Private,Ajeromi-Ifelodun,1,3.5,2.6666666666666665,3.5,2.6666666666666665,5.0,2.3333333333333335,4.333333333333333,3.8888888888888893
FP_0035,5,4,2,3,4,4,3,2,2,3,2,2,4,2,4.953778059215993,16.353219908313843,18.28247080378786,22.2050580708851,4,50.56317451647135,0,2.140777760526263,1.6761084141203615,4,1,6,3,1,2,1,3,2,1,202,146.07684333448856,45,Meat Processing,Domestic Private,Yaba,0,3.5,3.6666666666666665,2.25,2.6666666666666665,3.6666666666666665,2.0,2.0,2.5555555555555554
FP_0036,5,5,4,2,3,5,3,2,5,3,3,2,3,3,16.540625087470463,14.29071082735957,20.83495708770102,25.0,4,51.19822249479687,1,1.3560782374148772,1.51885217426981,4,1,4,2,4,2,3,4,4,3,6,1189.8723982952872,45,Oil & Fat Processing,State-Owned,Mushin,0,4.0,3.6666666666666665,3.25,2.6666666666666665,3.0,2.6666666666666665,3.6666666666666665,3.1111111111111107
FP_0037,3,5,3,2,2,4,3,2,5,3,4,2,4,4,14.009898326348388,7.2483519505760805,24.71334232610796,10.113195620735258,4,82.52650349387322,1,1.4789316119684093,0.5952608557415597,2,3,5,2,1,4,3,3,4,5,123,5000.0,48,Vegetable Processing,Foreign Direct Investment,Ikeja,1,3.25,3.0,3.5,3.3333333333333335,3.3333333333333335,2.3333333333333335,3.3333333333333335,3.0
FP_0038,2,3,4,4,2,2,5,3,4,4,5,5,5,5,18.48988797499453,13.334171556472159,45.98351441477627,25.0,4,75.60833824389914,0,4.128937379637928,1.7430261782981276,5,4,3,6,4,1,2,4,4,3,34,1412.0661419224193,45,Meat Processing,Domestic Private,Yaba,1,3.25,3.0,4.0,5.0,4.0,3.6666666666666665,3.3333333333333335,3.6666666666666665
FP_0039,4,4,2,2,3,4,2,4,4,1,4,4,2,4,11.991411686511029,9.876687133706183,33.7862528324777,24.55779014078615,5,94.92370318564821,0,2.2542407796628874,1.9390780257147777,5,4,3,5,2,5,5,2,5,4,1050,1080.6934213366173,1,Oil & Fat Processing,Joint Venture,Mushin,1,3.0,3.0,3.25,3.3333333333333335,4.0,4.0,4.0,4.0
FP_0040,3,2,3,4,3,4,4,1,3,1,5,4,5,4,0.9372057146657166,17.064085866980708,9.743714450087326,14.407974726096985,4,90.0,1,2.437050551982542,1.6840545345246218,1,4,4,5,3,6,2,4,3,2,70,5000.0,47,Sugar Refining,Domestic Private,Alaba,1,3.0,3.6666666666666665,2.5,4.333333333333333,3.0,4.666666666666667,3.0,3.555555555555556
FP_0041,2,5,4,4,5,4,2,2,5,2,4,2,4,2,13.104610981360302,8.40980276604725,5.421522832897378,13.804982153428297,5,34.254083630626816,1,0.6226764539255367,1.9720969470011258,3,2,5,3,2,4,2,5,5,1,38,818.6856985355986,6,Grain Milling,Domestic Private,Ikorodu,1,3.75,3.6666666666666665,3.25,2.6666666666666665,3.3333333333333335,3.0,4.0,3.4444444444444446
FP_0042,4,4,4,2,4,4,5,4,2,3,3,4,2,5,25.069095762003474,15.687123120244083,60.51684996524661,25.0,5,86.0105916098638,1,1.3953364178035488,1.8509688470199772,1,2,4,4,5,2,1,1,1,1,248,5000.0,1,Snack Food Manufacturing,Foreign Direct Investment,Victoria Island,0,3.5,4.333333333333333,3.0,3.6666666666666665,2.3333333333333335,3.6666666666666665,1.0,2.3333333333333335
FP_0043,1,3,3,4,4,5,2,2,3,2,2,5,3,5,14.719522503801741,25.91072533386582,99.84806780506008,3.1590793468518177,2,45.19367271711951,0,2.793473713651247,0.9708038692951476,5,6,5,3,3,3,3,2,3,3,161,2013.2362232885712,2,Bakery Products,Foreign Direct Investment,Oshodi,1,2.75,3.6666666666666665,2.25,4.333333333333333,5.333333333333333,3.0,2.6666666666666665,3.666666666666666
FP_0044,5,4,4,3,2,4,3,3,4,2,4,5,2,3,18.700920972712687,11.289545352761063,23.41302878224865,25.0,4,94.51628931034053,1,1.0753951722804787,1.6194883506224758,5,6,7,1,6,3,2,6,4,2,263,5000.0,17,Meat Processing,Domestic Private,Ajeromi-Ifelodun,1,4.0,3.0,3.25,3.3333333333333335,6.0,3.3333333333333335,4.0,4.444444444444445
FP_0045,3,4,5,5,5,2,4,5,3,3,4,4,4,4,4.342552320337954,8.684870157465223,25.85356106283528,11.0667440400932,3,54.11498196939108,0,3.816843883174105,1.8683399513419106,6,4,1,3,3,4,3,4,2,3,891,2208.1247206299377,31,Meat Processing,Domestic Private,Surulere,1,4.25,3.6666666666666665,3.75,4.0,3.6666666666666665,3.3333333333333335,3.0,3.3333333333333335
FP_0046,4,3,4,4,4,4,4,2,3,4,4,2,4,2,14.747896384609419,13.769477181522694,39.926695374373345,8.356640253887093,3,90.0,0,1.2921993943095276,1.6576976213244405,2,4,1,3,1,4,2,2,4,3,44,3092.903935153191,20,Snack Food Manufacturing,Foreign Direct Investment,Yaba,1,3.75,4.0,3.25,2.6666666666666665,2.3333333333333335,2.6666666666666665,2.6666666666666665,2.5555555555555554
FP_0047,3,2,3,5,2,2,3,1,3,1,3,2,2,4,7.503916359291381,5.990955279878634,32.74199068782788,3.4664953988883855,4,88.99608047317257,1,5.2994871624190205,0.9043259276228338,4,4,2,2,2,3,1,3,4,5,708,5000.0,1,Snack Food Manufacturing,State-Owned,Lekki,1,3.25,2.3333333333333335,2.0,2.6666666666666665,3.3333333333333335,2.3333333333333335,2.6666666666666665,2.777777777777778
FP_0048,4,4,1,4,4,3,3,3,3,4,3,1,4,4,19.399639056879565,22.19051349940533,21.12230037060271,10.162645696610321,2,92.02320053740435,0,5.063193904567583,2.533867767040982,2,2,3,5,7,3,4,2,4,2,856,4204.983468651319,23,Grain Milling,State-Owned,Yaba,0,3.25,3.3333333333333335,3.25,3.0,2.3333333333333335,5.0,3.3333333333333335,3.555555555555556
FP_0049,4,4,5,1,4,3,3,3,5,4,3,3,5,2,13.389529123000765,9.439910242694292,37.81279330007573,2.199769892580626,4,39.88699768453387,1,2.779205406081768,1.2167066079630948,3,3,2,2,4,5,3,3,2,2,35,5000.0,22,Beverage Manufacturing,Domestic Private,Badagry,0,3.5,3.3333333333333335,3.75,3.3333333333333335,2.6666666666666665,3.6666666666666665,2.6666666666666665,3.0
FP_0050,2,4,1,4,2,2,3,3,2,4,3,2,5,3,22.705942657473052,7.847381587052312,32.88767696734194,25.0,5,64.18800875592964,1,0.6770126672091876,1.0546820432268604,4,4,6,3,1,1,2,2,3,2,40,920.6448346950529,38,Grain Milling,Foreign Direct Investment,Surulere,0,2.75,2.3333333333333335,3.0,3.3333333333333335,4.666666666666667,1.6666666666666667,2.3333333333333335,2.8888888888888893
FP_0051,5,4,5,5,4,3,3,4,5,5,2,3,4,3,21.201683409262927,3.4037104723898013,7.582109057494653,9.419104858745774,3,89.76642515961674,1,0.329517825264887,1.8244911398336612,1,4,1,1,4,3,1,2,2,2,95,424.7308929957034,13,Vegetable Processing,State-Owned,Badagry,1,4.75,3.3333333333333335,4.0,3.3333333333333335,2.0,2.6666666666666665,1.6666666666666667,2.111111111111111
FP_0052,4,5,4,4,4,2,4,2,4,1,4,3,5,4,21.63953832116533,16.13991771191072,54.07361500976596,24.248087145394557,3,71.17420727353304,1,0.5916085321922021,1.6105458976684868,5,1,3,3,3,4,5,3,4,4,70,216.15820621311065,10,Vegetable Processing,Foreign Direct Investment,Ajeromi-Ifelodun,1,4.25,3.3333333333333335,2.75,4.0,3.0,3.3333333333333335,4.0,3.4444444444444446
FP_0053,5,4,5,5,2,5,3,3,4,2,2,5,4,4,17.621936969218982,14.684960386135447,25.13887389473252,12.999553017166509,5,88.42800640967852,1,1.0351110604324119,2.1608649561663644,4,7,2,1,2,1,1,4,3,1,699,5000.0,12,Snack Food Manufacturing,Multinational Subsidiary,Alaba,1,4.75,3.3333333333333335,2.75,4.333333333333333,4.333333333333333,1.3333333333333333,2.6666666666666665,2.7777777777777772
FP_0054,5,4,4,5,5,5,3,3,3,5,1,4,3,1,5.417162318290509,6.05423360080586,39.65223541549384,16.000469963419565,3,29.520318848476457,1,3.4128057471507227,2.3235923613777283,5,5,6,2,2,4,5,5,3,5,31,5000.0,15,Sugar Refining,Multinational Subsidiary,Mushin,1,4.5,4.333333333333333,3.0,2.6666666666666665,5.333333333333333,2.6666666666666665,4.333333333333333,4.111111111111111
FP_0055,4,5,5,3,5,2,4,2,4,3,3,5,5,4,13.101596670398031,11.729006518081992,46.09748390818546,7.924545672283689,3,41.50146492575427,1,0.8574445211690572,2.232338911072829,3,3,4,3,5,5,3,1,2,6,120,2001.2817034945933,30,Dairy Processing,Domestic Private,Victoria Island,1,4.25,3.6666666666666665,3.0,4.666666666666667,3.3333333333333335,4.333333333333333,2.0,3.222222222222222
FP_0056,5,3,3,3,4,5,5,4,1,3,4,4,4,4,8.647040623067003,-0.31191071642924656,34.61747412440302,9.916524068188998,3,61.671307326386994,1,2.2075503839061192,1.7989301938485434,6,4,6,3,1,4,2,4,1,3,35,4666.352368165075,23,Bakery Products,Domestic Private,Lekki,1,3.5,4.666666666666667,3.0,4.0,5.333333333333333,2.6666666666666665,2.3333333333333335,3.4444444444444446
FP_0057,2,2,4,4,4,4,4,2,4,4,3,2,4,3,9.747488346366188,9.017338162902359,51.720967871972555,3.9714937016429745,4,66.26940250792963,0,1.4934735435828115,2.1319784546407985,7,6,7,3,2,1,4,2,1,2,102,5000.0,16,Grain Milling,Domestic Private,Badagry,1,3.0,4.0,3.25,3.0,6.666666666666667,2.0,2.3333333333333335,3.6666666666666674
FP_0058,2,1,3,3,3,3,2,3,1,4,2,4,4,2,9.503726793997993,10.49015993642182,44.68389465748879,23.482864303587654,4,72.2767870313162,0,2.880370383794571,0.8639921428211502,6,1,4,2,2,2,5,2,1,1,1176,2240.942553463008,18,Dairy Processing,Domestic Private,Amuwo-Odofin,1,2.25,2.6666666666666665,2.5,3.3333333333333335,3.6666666666666665,2.0,2.6666666666666665,2.7777777777777772
FP_0059,1,4,4,5,4,2,2,1,5,5,3,3,5,4,5.592714482090453,19.998861045462082,56.177018143631145,8.595454066467944,4,45.972723238006466,0,1.7092799101102552,2.4566165143684695,5,4,2,3,2,2,2,5,3,2,802,212.70810563343014,18,Oil & Fat Processing,Multinational Subsidiary,Alaba,1,3.5,2.6666666666666665,3.5,4.0,3.6666666666666665,2.3333333333333335,3.3333333333333335,3.111111111111111
FP_0060,3,4,4,5,4,4,5,3,5,5,3,4,5,5,-3.9799729784706175,4.540799626378091,32.86198358285904,23.119490399452186,3,51.71246859607358,1,1.3438267565776398,1.5571022153530012,5,4,2,3,3,2,2,3,4,1,141,216.81445616089664,49,Beverage Manufacturing,Multinational Subsidiary,Ikeja,1,4.0,4.333333333333333,4.0,4.666666666666667,3.6666666666666665,2.6666666666666665,3.0,3.1111111111111107
FP_0061,3,4,5,3,2,4,3,3,2,4,5,3,3,3,7.154855613377865,0.9690605415872158,12.432745910762073,11.683743546497707,4,43.01428833925208,1,0.3945164674230125,2.981962747238949,4,3,2,2,1,6,2,1,1,2,191,577.091129760724,11,Oil & Fat Processing,Domestic Private,Oshodi,1,3.75,3.0,3.5,3.0,3.0,3.0,1.3333333333333333,2.444444444444444
FP_0062,3,3,5,3,4,4,2,4,2,2,5,5,3,3,17.699264875395524,3.713239054506566,8.168971557539713,1.3359775559803309,4,65.52763519986205,0,1.639730633721265,2.474879986186733,2,5,5,5,2,4,5,1,1,1,158,3474.8505995196406,41,Confectionery,Foreign Direct Investment,Lagos Island,1,3.5,3.3333333333333335,3.25,3.6666666666666665,4.0,3.6666666666666665,2.3333333333333335,3.3333333333333335
FP_0063,5,2,4,4,5,2,4,1,4,5,3,3,4,2,2.160375382090899,0.783514447283538,46.51667805510862,25.0,3,35.65455796630456,0,1.9934361745531866,1.6816286501943365,4,3,1,3,6,2,3,3,3,3,62,726.0092789961166,35,Meat Processing,Foreign Direct Investment,Victoria Island,1,3.75,3.6666666666666665,3.25,3.0,2.6666666666666665,3.6666666666666665,3.0,3.1111111111111107
FP_0064,3,1,3,3,4,2,4,3,2,1,3,3,4,4,15.150549470127592,17.654357787825568,45.80805473126535,11.692631781021708,4,82.93032969069937,1,1.8509762602260182,1.8128463770425738,5,1,1,2,2,6,2,4,4,2,897,5000.0,1,Snack Food Manufacturing,Foreign Direct Investment,Oshodi,1,2.5,3.3333333333333335,2.25,3.6666666666666665,2.3333333333333335,3.3333333333333335,3.3333333333333335,3.0
FP_0065,3,3,3,5,2,3,4,3,5,2,4,5,3,2,29.087254764212105,17.34339192876381,6.9762161261788895,25.0,4,73.96901551147232,1,0.6961698926863841,2.510436968645089,7,1,4,6,3,4,1,7,1,1,438,441.2455390727787,50,Oil & Fat Processing,Joint Venture,Amuwo-Odofin,1,3.5,3.0,3.5,3.3333333333333335,4.0,4.333333333333333,3.0,3.7777777777777772
