Material,Temperature_C,Youngs_Modulus_GPa,Tensile_Strength_MPa,Poissons_Ratio
8YSZ,900,152.68561241317457,223.93707626052745,0.32458796620865005
8YSZ,920,159.80479665555438,213.85402586935092,0.3269436382268454
8YSZ,940,156.5056330294986,209.17968811411635,0.32914697842524
8YSZ,960,156.99985682810424,205.0124433382653,0.3294070761268542
8YSZ,980,152.7900436945152,218.609920962349,0.32512795825978935
8YSZ,1000,147.0122210284855,215.11641670792974,0.33057886148297655
LSM,20,80.6011828408301,152.07868925698185,0.2771438961693704
LSM,40,79.91294960220091,150.24085049139418,0.277593294881527
LSM,60,83.12621308551945,149.78613757496132,0.27617508184879924
LSM,80,79.61791117286388,139.827352679277,0.2851270066200194
LSM,100,80.13164924914999,139.27286984629416,0.28648086128347894
LSM,120,77.75104725566169,147.18574291196862,0.291051886211366
LSM,140,75.59933723255664,136.74892803302376,0.27981600561637304
LSM,160,73.6717002183823,139.0697724614693,0.28565433086864334
LSM,180,75.50155821161496,142.56605153467885,0.2848555440821025
LSM,200,77.47731109664477,135.05497369052077,0.2970450442021702
LSM,220,74.98147350386515,130.37134919535208,0.28140587118331784
LSM,240,74.0160356224843,132.30670872635994,0.28966948812410187
LSM,260,73.34673635027477,131.6154633411717,0.28355201266256136
LSM,280,68.42247252803553,128.16919195021015,0.2914970735950944
LSM,300,71.4962765874903,122.57198790184614,0.28914918068523227
LSM,320,71.21379030598732,122.99232707537422,0.28966639833427393
LSM,340,69.8818192059638,120.23942969893366,0.29115422829335297
LSM,360,70.28284279387718,129.89359519101288,0.29478720033250794
LSM,380,65.64971605046895,118.38590080361762,0.2930465838355642
LSM,400,68.88565716729654,124.0031317554474,0.30824028934565184
LSM,420,68.35091526955743,125.45071507286687,0.2961785277241003
LSM,440,67.86069805060743,117.00562378040476,0.29593111590874493
LSM,460,64.39166085573049,115.89168892045676,0.2910653711166476
LSM,480,65.44034231457418,126.19372257803163,0.2855709622962482
LSM,500,65.97079576117426,106.64601562737519,0.2923159488806739
LSM,520,66.09078514617734,112.78926008592958,0.29023097935766284
LSM,540,62.00035070943865,114.01741400526996,0.29236155435496625
LSM,560,63.12728848215745,109.6996046587787,0.2933049396555874
LSM,580,66.07288147195948,110.73853017641382,0.28778406520420036
LSM,600,61.783672592983,103.68078966008667,0.30120270510652597
LSM,620,59.354442173098754,104.51810694583902,0.30025729313704264
LSM,640,61.72251497443823,98.53077287478908,0.29710176896466844
LSM,660,58.671937652390994,99.33441673109924,0.3071233586303816
LSM,680,59.59535969424143,95.4312465035731,0.3039276251759054
LSM,700,61.94783130742046,103.08856243178252,0.2935537189334112
LSM,720,56.76324352208711,102.44095348182782,0.29780487236273123
LSM,740,57.71839863881627,98.97459476516865,0.2974065665465808
LSM,760,56.21942595839798,82.2480094545389,0.2975564508218317
LSM,780,55.25811015991285,88.35824656309076,0.3102144121424575
LSM,800,52.67855055671139,89.88943717868904,0.30399500036722904
LSM,820,56.75215800775589,84.83089625575401,0.30930402670982665
LSM,840,53.77650388081238,85.02545937529025,0.30671135077390893
LSM,860,53.43722153086587,84.91124526748742,0.30551955394508434
LSM,880,51.87336227310083,85.88822932075928,0.30883719340402804
LSM,900,54.306573352469236,79.8409399239418,0.3162034213899202
LSM,920,48.20159313993342,81.99910918638257,0.30970920073586156
LSM,940,50.9862084649805,78.98245355578128,0.30663972393685157
LSM,960,49.18168180025493,77.6258200729174,0.3121277104945282
LSM,980,49.807811694450734,75.83812206278675,0.31296694662300684
LSM,1000,49.08841146086315,78.98735808364721,0.3123221074553675
Ni-YSZ,20,48.34200997815585,97.19909479901516,0.25373646802561634
Ni-YSZ,40,50.708533125558255,98.6967461258171,0.2513885141546769
Ni-YSZ,60,51.50422319574532,94.71313162248114,0.25435299402204764
Ni-YSZ,80,48.10774625427825,95.35077660044479,0.25794662554883135
Ni-YSZ,100,49.584799390057015,99.07230586736303,0.2598109446794295
Ni-YSZ,120,47.539907299102246,97.20517896508633,0.2524238448765052
Ni-YSZ,140,47.60943274267827,92.19613622773396,0.2552942914376029
Ni-YSZ,160,47.60699206731266,87.8525492707907,0.26629628375330405
Ni-YSZ,180,44.14892801804055,84.91186747019945,0.2623387925593083
Ni-YSZ,200,46.94082610301254,91.9835743840526,0.26043220929965544
Ni-YSZ,220,44.977955808875556,84.05208076546234,0.25839115152027964
Ni-YSZ,240,43.294652153508444,91.03201964303304,0.2580388309933449
Ni-YSZ,260,42.54712493364518,84.22446859772519,0.26174394011059904
Ni-YSZ,280,42.51911927812109,80.93022993070966,0.26166912299744993
Ni-YSZ,300,43.421342502307006,81.0911163904561,0.2587392958914499
Ni-YSZ,320,42.89448489350798,76.06285419986096,0.2546248898222669
Ni-YSZ,340,40.7930137082959,79.93767350708414,0.2644341301647831
Ni-YSZ,360,43.949091320136255,83.01348530034404,0.2627568040700328
Ni-YSZ,380,40.96881341903959,74.47008489061979,0.26430210253687225
Ni-YSZ,400,40.03237300494938,78.44569364290503,0.2608123670753985
Ni-YSZ,420,40.83095442278587,81.82440786940978,0.26542139601020953
Ni-YSZ,440,40.13470452091633,77.38113852899956,0.26465908756201717
Ni-YSZ,460,39.34958427162425,73.646340034877,0.26812276247943334
Ni-YSZ,480,37.309564932862585,72.48872683081737,0.2710732548274056
Ni-YSZ,500,40.20573828384846,74.61500414086333,0.28079273435124225
Ni-YSZ,520,36.34897865566793,73.05312222852237,0.2709900468309871
Ni-YSZ,540,40.240908341162154,66.01945389837827,0.2662520665027489
Ni-YSZ,560,35.62488673765173,60.42123245183286,0.2687440987222301
Ni-YSZ,580,34.90684896736267,66.89930737110102,0.27426188655603395
Ni-YSZ,600,38.164162591686555,68.29838171248653,0.2700477984254606
Ni-YSZ,620,33.7422194601123,65.57414134882082,0.2667651220255269
Ni-YSZ,640,37.02741309687901,66.50344197906485,0.27222141061603256
Ni-YSZ,660,31.67013704043641,65.76992691242948,0.2749686563729676
Ni-YSZ,680,35.15867385804444,55.58482847044102,0.2730866548731115
Ni-YSZ,700,33.00692168362799,59.33906255754365,0.2747048370261191
Ni-YSZ,720,33.309704912051735,54.903900754790484,0.27720837006328164
Ni-YSZ,740,32.15397840859123,58.261006288726854,0.28276796456022363
Ni-YSZ,760,30.082950964284286,51.335162605354974,0.2867447687880565
Ni-YSZ,780,31.412069374854692,52.36411662056618,0.2890988602787303
Ni-YSZ,800,30.641123053837283,56.33693050960978,0.28157972393945047
Ni-YSZ,820,32.472897509858385,56.56388619035233,0.28059584220257805
Ni-YSZ,840,30.646453722126136,52.43925491194628,0.290540980089403
Ni-YSZ,860,27.88068878572708,51.301407620796134,0.28960338368941085
Ni-YSZ,880,26.495036985477654,45.53651439934884,0.2728008473729005
Ni-YSZ,900,27.6982643454221,48.89339972367848,0.29376944462515575
Ni-YSZ,920,27.581504258461756,49.745815754813975,0.2781058196590108
Ni-YSZ,940,25.160346965496434,44.67557315447158,0.28900299941511587
Ni-YSZ,960,26.465343567020263,39.09297622191308,0.28708738153272245
Ni-YSZ,980,24.643351719474953,43.81970580351969,0.29051453868348664
Ni-YSZ,1000,24.541322617946097,40.141434150286415,0.2830735089893943
FSS,20,199.74928361090733,462.8944213267667,0.29704282186099334
FSS,40,200.80408894569896,436.64174084184447,0.2978197957575484
FSS,60,197.17701601745958,423.81555024521293,0.2987368374867371
FSS,80,191.694735637911,456.50979014400764,0.300706002237227
FSS,100,192.46827161679693,427.5269599823968,0.30046211722653
FSS,120,193.1426379538111,426.2108629190452,0.3032800982072424
FSS,140,190.7543875748138,405.07943163618785,0.30037154428817925
FSS,160,182.77903809673322,387.4495184356083,0.3055197590420778
FSS,180,196.6640370530129,396.61455595779813,0.30333889580057616
FSS,200,190.37777058479276,429.6277146589633,0.3051788770827096
FSS,220,187.51902985603232,375.90617548462905,0.2971485321128221
FSS,240,187.56014014359994,372.06171813810795,0.2979019492895958
FSS,260,183.19992145369176,362.25205282340306,0.30750191630445944
FSS,280,187.65148742362956,368.0119581219406,0.30707831096428123
FSS,300,183.48347747922088,352.451621278783,0.30741201970597254
FSS,320,183.96163255901217,344.43776976410834,0.3024232738054066
FSS,340,177.63376439576072,334.7137900184176,0.30600817032411587
FSS,360,186.4586245725687,328.51293536812244,0.30510804866411917
FSS,380,176.0785073133733,331.6810078747441,0.3018014920460108
FSS,400,174.1380167122547,330.7808008113053,0.3012755735463433
FSS,420,176.95200802674503,323.5116855761544,0.3032735979375261
FSS,440,171.62715743750258,312.2027924483532,0.3064979001089619
FSS,460,175.33918447543186,302.2676789030919,0.30470236753772656
FSS,480,174.99078280138596,289.819933461896,0.30625507514598926
FSS,500,168.9311762493694,303.9148464652691,0.30247358609085845
FSS,520,163.86340085774063,278.2183151075752,0.3051466590873172
FSS,540,169.6768231658117,278.4355374568535,0.3071489841841885
FSS,560,162.03058475127446,279.34512793075845,0.30170155652592545
FSS,580,164.2306894332344,273.9890482941651,0.3029705767556922
FSS,600,163.92942848186468,275.3694620370906,0.30403586466299826
FSS,620,166.74107012757366,252.1543953280309,0.30762120078442073
FSS,640,167.49374742886212,235.8141643745274,0.3037599067277494
FSS,660,163.46509711504754,246.88690578320765,0.3075371909560097
FSS,680,158.46241552101566,242.72890162641568,0.30612269359628785
FSS,700,162.91821808432485,237.5997730455128,0.3078357649672467
FSS,720,156.698468787053,226.1428311472609,0.30567204636339373
FSS,740,158.03700191849836,220.3810879164275,0.30809018836038576
FSS,760,162.0586472853846,222.56840844523003,0.30639780366211605
FSS,780,158.10934859164226,208.02177979324983,0.3013307289297929
FSS,800,150.11122354334907,192.83391631603251,0.3067180414961208
FSS,820,152.05599187273626,207.95803763491523,0.30900693631119364
FSS,840,150.1391928051125,196.46991149738625,0.30138528097763767
FSS,860,150.30495875786082,189.68755220839932,0.30384004001801496
FSS,880,151.79466200023816,180.9187411974675,0.3073184214977021
FSS,900,149.06290981381687,184.57127177485802,0.3093616029956206
FSS,920,146.724804111997,164.2054923067965,0.30637398089835377
FSS,940,147.20465252471212,156.08566113268196,0.30942128280548237
FSS,960,142.22816781289058,156.11144985547108,0.31043235055375784
FSS,980,145.3549137612465,145.34164738587117,0.30876446720033174
FSS,1000,138.43597126663076,139.41664087053738,0.3109688769274529
