country,year,player,market_share
Tanzania,2024,Player_3,20.0
Tanzania,2024,Player_4,22.89
Tanzania,2024,Player_5,16.01
Uganda,2018,Player_1,23.69
Uganda,2018,Player_2,11.66
Uganda,2018,Player_3,54.66
Uganda,2018,Player_4,10.0
Uganda,2019,Player_1,27.48
Uganda,2019,Player_2,50.57
Uganda,2019,Player_3,4.21
Uganda,2019,Player_4,17.74
Uganda,2020,Player_1,9.55
Uganda,2020,Player_2,32.82
Uganda,2020,Player_3,24.38
Uganda,2020,Player_4,33.25
Uganda,2021,Player_1,45.18
Uganda,2021,Player_2,13.48
Uganda,2021,Player_3,3.73
Uganda,2021,Player_4,37.61
Uganda,2022,Player_1,16.8
Uganda,2022,Player_2,56.89
Uganda,2022,Player_3,12.59
Uganda,2022,Player_4,13.72
Uganda,2023,Player_1,2.36
Uganda,2023,Player_2,7.21
Uganda,2023,Player_3,12.1
Uganda,2023,Player_4,78.33
Uganda,2024,Player_1,54.67
Uganda,2024,Player_2,6.04
Uganda,2024,Player_3,3.49
Uganda,2024,Player_4,35.8
South Africa,2018,Player_1,23.19
South Africa,2018,Player_2,15.9
South Africa,2018,Player_3,10.59
South Africa,2018,Player_4,9.77
South Africa,2018,Player_5,39.33
South Africa,2018,Player_6,1.22
South Africa,2019,Player_1,13.64
South Africa,2019,Player_2,26.79
South Africa,2019,Player_3,2.39
South Africa,2019,Player_4,26.69
South Africa,2019,Player_5,2.25
South Africa,2019,Player_6,28.24
South Africa,2020,Player_1,10.41
South Africa,2020,Player_2,2.43
South Africa,2020,Player_3,56.4
South Africa,2020,Player_4,3.19
South Africa,2020,Player_5,26.69
South Africa,2020,Player_6,0.87
South Africa,2021,Player_1,7.94
South Africa,2021,Player_2,0.62
South Africa,2021,Player_3,18.85
South Africa,2021,Player_4,30.42
South Africa,2021,Player_5,31.58
South Africa,2021,Player_6,10.58
South Africa,2022,Player_1,6.94
South Africa,2022,Player_2,12.24
South Africa,2022,Player_3,3.48
South Africa,2022,Player_4,9.67
South Africa,2022,Player_5,3.16
South Africa,2022,Player_6,64.5
South Africa,2023,Player_1,6.76
South Africa,2023,Player_2,16.61
South Africa,2023,Player_3,28.53
South Africa,2023,Player_4,2.1
South Africa,2023,Player_5,26.03
South Africa,2023,Player_6,19.96
South Africa,2024,Player_1,32.43
South Africa,2024,Player_2,0.87
South Africa,2024,Player_3,20.0
South Africa,2024,Player_4,11.79
South Africa,2024,Player_5,22.92
South Africa,2024,Player_6,11.99
Ethiopia,2018,Player_1,55.78
Ethiopia,2018,Player_2,10.41
Ethiopia,2018,Player_3,0.76
Ethiopia,2018,Player_4,6.12
Ethiopia,2018,Player_5,26.35
Ethiopia,2018,Player_6,0.59
Ethiopia,2019,Player_1,6.01
Ethiopia,2019,Player_2,11.52
Ethiopia,2019,Player_3,28.99
Ethiopia,2019,Player_4,9.71
Ethiopia,2019,Player_5,39.53
Ethiopia,2019,Player_6,4.24
Ethiopia,2020,Player_1,9.67
Ethiopia,2020,Player_2,10.43
Ethiopia,2020,Player_3,24.94
Ethiopia,2020,Player_4,8.55
Ethiopia,2020,Player_5,15.42
Ethiopia,2020,Player_6,31.0
Ethiopia,2021,Player_1,34.76
Ethiopia,2021,Player_2,31.73
Ethiopia,2021,Player_3,9.13
Ethiopia,2021,Player_4,3.93
Ethiopia,2021,Player_5,13.17
Ethiopia,2021,Player_6,7.28
Ethiopia,2022,Player_1,15.24
Ethiopia,2022,Player_2,8.22
Ethiopia,2022,Player_3,16.47
Ethiopia,2022,Player_4,52.77
Ethiopia,2022,Player_5,6.55
Ethiopia,2022,Player_6,0.75
Ethiopia,2023,Player_1,8.91
Ethiopia,2023,Player_2,43.18
Ethiopia,2023,Player_3,1.9
Ethiopia,2023,Player_4,8.36
Ethiopia,2023,Player_5,21.84
Ethiopia,2023,Player_6,15.8
Ethiopia,2024,Player_1,12.77
Ethiopia,2024,Player_2,58.1
Ethiopia,2024,Player_3,4.65
Ethiopia,2024,Player_4,2.68
Ethiopia,2024,Player_5,4.4
Ethiopia,2024,Player_6,17.39
Rwanda,2018,Player_1,3.62
Rwanda,2018,Player_2,5.15
Rwanda,2018,Player_3,17.55
Rwanda,2018,Player_4,4.0
Rwanda,2018,Player_5,0.24
Rwanda,2018,Player_6,5.46
Rwanda,2018,Player_7,19.37
Rwanda,2018,Player_8,38.32
Rwanda,2018,Player_9,6.3
Rwanda,2019,Player_1,39.7
Rwanda,2019,Player_2,5.02
Rwanda,2019,Player_3,4.98
Rwanda,2019,Player_4,1.87
Rwanda,2019,Player_5,8.49
Rwanda,2019,Player_6,25.08
Rwanda,2019,Player_7,6.8
Rwanda,2019,Player_8,7.28
Rwanda,2019,Player_9,0.78
Rwanda,2020,Player_1,11.64
Rwanda,2020,Player_2,9.21
Rwanda,2020,Player_3,17.21
Rwanda,2020,Player_4,42.53
Rwanda,2020,Player_5,1.15
Rwanda,2020,Player_6,5.06
Rwanda,2020,Player_7,0.99
Rwanda,2020,Player_8,5.26
Rwanda,2020,Player_9,6.94
Rwanda,2021,Player_1,8.09
Rwanda,2021,Player_2,9.26
Rwanda,2021,Player_3,13.12
Rwanda,2021,Player_4,4.14
Rwanda,2021,Player_5,5.69
Rwanda,2021,Player_6,29.2
Rwanda,2021,Player_7,9.51
Rwanda,2021,Player_8,18.56
Rwanda,2021,Player_9,2.44
Rwanda,2022,Player_1,13.25
Rwanda,2022,Player_2,35.45
Rwanda,2022,Player_3,11.92
Rwanda,2022,Player_4,3.47
Rwanda,2022,Player_5,12.38
Rwanda,2022,Player_6,5.77
Rwanda,2022,Player_7,3.95
Rwanda,2022,Player_8,6.07
Rwanda,2022,Player_9,7.72
Rwanda,2023,Player_1,2.58
Rwanda,2023,Player_2,4.24
Rwanda,2023,Player_3,6.7
Rwanda,2023,Player_4,1.12
Rwanda,2023,Player_5,2.85
Rwanda,2023,Player_6,19.27
Rwanda,2023,Player_7,3.11
Rwanda,2023,Player_8,10.39
Rwanda,2023,Player_9,49.74
Rwanda,2024,Player_1,10.57
Rwanda,2024,Player_2,20.62
Rwanda,2024,Player_3,12.07
Rwanda,2024,Player_4,0.7
Rwanda,2024,Player_5,6.66
Rwanda,2024,Player_6,4.34
Rwanda,2024,Player_7,41.36
Rwanda,2024,Player_8,0.27
Rwanda,2024,Player_9,3.42
Cameroon,2018,Player_1,6.13
Cameroon,2018,Player_2,9.07
Cameroon,2018,Player_3,6.4
Cameroon,2018,Player_4,40.35
Cameroon,2018,Player_5,2.12
Cameroon,2018,Player_6,0.94
Cameroon,2018,Player_7,34.98
Cameroon,2019,Player_1,5.78
Cameroon,2019,Player_2,0.04
Cameroon,2019,Player_3,40.16
Cameroon,2019,Player_4,23.52
Cameroon,2019,Player_5,8.57
Cameroon,2019,Player_6,21.41
Cameroon,2019,Player_7,0.51
Cameroon,2020,Player_1,10.1
Cameroon,2020,Player_2,2.03
Cameroon,2020,Player_3,2.09
Cameroon,2020,Player_4,9.69
Cameroon,2020,Player_5,6.41
Cameroon,2020,Player_6,68.04
Cameroon,2020,Player_7,1.63
Cameroon,2021,Player_1,6.23
Cameroon,2021,Player_2,44.71
Cameroon,2021,Player_3,10.58
Cameroon,2021,Player_4,7.69
Cameroon,2021,Player_5,12.18
Cameroon,2021,Player_6,18.27
Cameroon,2021,Player_7,0.33
Cameroon,2022,Player_1,13.07
Cameroon,2022,Player_2,17.55
Cameroon,2022,Player_3,11.98
Cameroon,2022,Player_4,10.1
Cameroon,2022,Player_5,9.69
Cameroon,2022,Player_6,26.27
Cameroon,2022,Player_7,11.34
Cameroon,2023,Player_1,19.46
Cameroon,2023,Player_2,17.31
Cameroon,2023,Player_3,4.64
Cameroon,2023,Player_4,3.57
Cameroon,2023,Player_5,28.38
Cameroon,2023,Player_6,9.39
Cameroon,2023,Player_7,17.25
Cameroon,2024,Player_1,1.1
Cameroon,2024,Player_2,0.82
Cameroon,2024,Player_3,24.06
Cameroon,2024,Player_4,15.63
Cameroon,2024,Player_5,6.52
Cameroon,2024,Player_6,28.8
Cameroon,2024,Player_7,23.07
Ivory Coast,2018,Player_1,13.71
Ivory Coast,2018,Player_2,7.81
Ivory Coast,2018,Player_3,32.01
Ivory Coast,2018,Player_4,22.5
Ivory Coast,2018,Player_5,23.97
Ivory Coast,2019,Player_1,1.21
Ivory Coast,2019,Player_2,22.91
Ivory Coast,2019,Player_3,56.03
Ivory Coast,2019,Player_4,17.43
Ivory Coast,2019,Player_5,2.41
Ivory Coast,2020,Player_1,10.97
Ivory Coast,2020,Player_2,37.81
Ivory Coast,2020,Player_3,6.01
Ivory Coast,2020,Player_4,41.16
Ivory Coast,2020,Player_5,4.04
Ivory Coast,2021,Player_1,9.81
Ivory Coast,2021,Player_2,35.63
Ivory Coast,2021,Player_3,3.39
Ivory Coast,2021,Player_4,35.61
Ivory Coast,2021,Player_5,15.56
Ivory Coast,2022,Player_1,15.0
Ivory Coast,2022,Player_2,17.46
Ivory Coast,2022,Player_3,15.13
Ivory Coast,2022,Player_4,26.13
Ivory Coast,2022,Player_5,26.26
Ivory Coast,2023,Player_1,37.59
Ivory Coast,2023,Player_2,1.86
Ivory Coast,2023,Player_3,6.5
Ivory Coast,2023,Player_4,32.56
Ivory Coast,2023,Player_5,21.5
Ivory Coast,2024,Player_1,31.54
Ivory Coast,2024,Player_2,47.15
Ivory Coast,2024,Player_3,10.52
Ivory Coast,2024,Player_4,6.32
Ivory Coast,2024,Player_5,4.47
