sample_id,flow_regime,gas_fraction,liquid_fraction,bubble_diameter_m,mixture_density_kgm3,mixture_sound_speed_ms,total_attenuation_db_per_m_at_1khz,scattering_component_db_per_m,viscous_component_db_per_m,interface_component_db_per_m,interface_area_density_m2m3,turbulent_kinetic_energy_m2s2
MF_0044,churn,0.6379745871555043,0.36202541284449574,0.06994798650628864,362.80693171376123,591.349433211324,31215.50831739877,31214.31542835887,0.5,0.6928890398978045,3472.692950258772,0.7635692573847359
MF_0045,annular,0.8499952175139078,0.15000478248609217,,151.04602662754672,445.90328078545923,2.5825004781799925,1.6999904350278157,0.5,0.382510043152177,3205.084543282119,0.6186601798242573
MF_0046,stratified,0.5311860298868956,0.46881397011310444,,469.4646729997159,664.6063834975896,2.309454354393472,1.0623720597737911,0.5,0.747082294619681,3320.899832040351,0.08760886575504855
MF_0047,wavy,0.6861030126731931,0.31389698732680693,,314.7374635173316,558.3333333061895,2.51830303136827,1.3722060253463861,0.5,0.6460970060218839,3034.0177652212055,0.21141378284683374
MF_0048,bubble,0.247281949660762,0.752718050339238,0.008869726002364329,753.0209707275724,859.3645825327172,195.6001535210141,194.5417527599159,0.5,0.5584007610982031,1060.314896795761,0.07688512315296629
MF_0049,slug,0.5621452781249298,0.43785472187507024,0.026596288714248406,438.5433498407733,643.3683392062982,3977.6437193249826,3976.4053054317624,0.5,0.7384138932203254,2143.695204017668,0.7612473217136535
MF_0050,churn,0.8908987918526745,0.10910120814732549,0.05298973474385771,110.19255916734502,417.8434287890653,25016.445573781184,25015.6539793776,0.5,0.29159440358435834,40.713843086126985,0.5966708674038397
MF_0051,annular,0.9242535157046695,0.07574648429533049,,76.8786948520687,394.96208822659673,2.558533894646022,1.848507031409339,0.5,0.2100268632366832,4141.811346916679,0.20020757411502133
MF_0052,stratified,0.6145965801113586,0.38540341988864135,,386.1563006992778,607.386746043608,2.43979603170306,1.2291931602227173,0.5,0.7106028714803428,2241.1861869429335,0.6647760207014681
MF_0053,wavy,0.3383658382218988,0.6616341617781012,,662.048659929923,796.8810349797774,1.8483548696826695,0.6767316764437976,0.5,0.6716231932388719,4421.224529180628,0.5116462468340401
MF_0054,bubble,0.2643431790412971,0.7356568209587029,0.004062134186768242,735.9806413530284,847.6605791776702,44.702491495294254,43.61909390708734,0.5,0.5833975882069136,3271.0758510567307,0.9567684241601014
MF_0055,slug,0.7660275144258679,0.23397248557413208,0.04748462396470477,234.9108692793038,503.5051251038546,17273.345750585475,17272.30806250077,0.5,0.5376880847051839,224.30473417948895,0.4036129849735482
MF_0056,churn,0.6182343772343296,0.3817656227656704,0.03785293119475742,382.52295987778245,604.8912172172498,8859.544715189711,8858.33665329359,0.5,0.7080618961200307,881.1446945182064,0.6205172866877836
MF_0057,annular,0.9483417687404253,0.051658231259574694,,52.819949926281716,378.4375466440682,2.5436525126889715,1.8966835374808506,0.5,0.146968975208121,2571.601356664373,0.7956776002245847
MF_0058,stratified,0.3076879779637387,0.6923120220362613,,692.6889398092669,817.9260471168752,1.7544242144684512,0.6153759559274774,0.5,0.6390482585409737,4104.177059649386,0.1791818644641177
MF_0059,wavy,0.5765615408428644,0.4234384591571356,,424.1447470446681,633.478782981795,2.385538073077028,1.1531230816857287,0.5,0.7324149913912993,2218.50222335681,0.873282373635682
MF_0060,bubble,0.2901339527123506,0.7098660472876495,0.0032960886988377897,710.2214613797221,829.9681084393276,32.6386036788726,31.52073495228503,0.5,0.6178687265875744,346.39173124007306,0.6508712606723916
MF_0061,slug,0.5017043520519251,0.4982956479480749,0.030456731385981255,498.91023577933856,684.8308144923794,4655.122207325919,4653.872216040367,0.5,0.7499912855522493,240.88836172229938,0.7755345117963278
MF_0062,churn,0.6697060245261893,0.3302939754738107,0.04014431028201494,331.11436535385525,569.5816671750341,10793.915833571413,10792.752233975694,0.5,0.6635995957185493,1149.4850256213756,0.9459986160314597
MF_0063,annular,0.8320571451427112,0.16794285485728877,,168.9621248600886,458.2087984321001,2.5833284473644396,1.6641142902854225,0.5,0.41921415707901727,3664.271830050666,0.24650154664459814
MF_0064,stratified,0.5549517714649856,0.44504822853501436,,445.728044455059,648.3030847750199,2.3508444513685514,1.1099035429299713,0.5,0.74094090843858,4980.348767088893,0.10147616749791497
MF_0065,wavy,0.8288155386519445,0.17118446134805554,,172.19976038290417,460.4325404847661,2.5832721019269838,1.657631077303889,0.5,0.42564102462309483,4730.788982381706,0.6985290676343499
MF_0066,bubble,0.01288903502324381,0.9871109649767562,0.008387187256286024,987.1267540446597,1470.4621140827996,9.604948819648543,9.066780096250303,0.5,0.03816872339824021,4412.536918777797,0.9809532227310459
MF_0067,slug,0.7035894486500576,0.29641055134994243,0.025051413528793455,297.2724484245387,546.3376382260606,4416.66531459885,4415.539660589655,0.5,0.6256540091950967,3446.361886702709,0.4856433834453824
MF_0068,churn,0.7059055048568139,0.2940944951431861,0.06637838438356493,294.9592293866357,544.7488236682257,31103.954056205075,31102.831247435864,0.5,0.6228087692089818,3851.4638738124613,0.636264885891515
MF_0069,annular,0.9570498898527802,0.04295011014721983,,44.12249626228949,372.4637755609928,2.537415974262245,1.9140997797055603,0.5,0.12331619455668454,890.111123254366,0.3743208570515563
MF_0070,stratified,0.48755148764053796,0.512448512359462,,513.0457629318217,694.5396794785909,2.224638078901185,0.9751029752810759,0.5,0.7495351036201089,978.6944269423144,0.44373115315786554
MF_0071,wavy,0.8687237237188001,0.13127627628119987,,132.3404628427554,433.0555255289031,2.579575894138426,1.7374474474376003,0.5,0.3421284467008258,2694.6613756187403,0.28711847182694156
MF_0072,bubble,0.11267757930788086,0.8873224206921191,0.00651768140545415,887.4604507267712,951.7031805947937,48.665572286641876,47.86562825935428,0.5,0.29994402728759123,1770.2062416472706,0.5388083761977484
MF_0073,slug,0.3644959360716964,0.6355040639283036,0.020566907190508365,635.9505714499915,778.9557878548163,1543.0042378148646,1541.8093218688878,0.5,0.6949159459767427,3531.5820155934352,0.5850337332922436
MF_0074,churn,0.6280460589940139,0.3719539410059861,0.09758642666554357,372.7232974282538,598.1604035301065,59810.7220651084,59809.52125248807,0.5,0.7008126203283045,256.1912455648369,0.08385663270938215
MF_0075,annular,0.9332633492608154,0.06673665073918456,,67.87989834202905,388.7813424070806,2.553375309083533,1.866526698521631,0.5,0.18684861056190194,3543.0105157598073,0.01991659769354511
MF_0076,stratified,0.6856523396781589,0.31434766032184114,,315.1875844379469,558.642494980783,2.517904305672394,1.3713046793563177,0.5,0.6465996263160766,175.96747373451774,0.960809223896137
MF_0077,wavy,0.7176855562997613,0.2823144437002387,,283.1936085067059,536.6677083783637,2.543210108334913,1.4353711125995225,0.5,0.6078389957353904,941.0247255915476,0.15894668337225865
MF_0078,bubble,0.1752020677889186,0.8247979322110814,0.006701668530729392,825.0125547441228,908.8113814968019,79.6209042423067,78.68738533261248,0.5,0.4335189096942173,4157.8757730599755,0.9034178280643481
MF_0079,slug,0.43552006643492397,0.5644799335650761,0.04298381790671703,565.0134456464589,730.2332344256422,8047.943737195891,8046.706210181389,0.5,0.7375270145023303,2716.476376230502,0.4711115584614176
MF_0080,churn,0.8096911938173363,0.19030880618266366,0.019287546521018842,191.3006778950899,473.5518410413073,3013.0900373930263,3012.1277632996103,0.5,0.462274093415979,1334.2786636052376,0.8169459227259769
MF_0081,annular,0.8957749792841078,0.10422502071589224,,105.32234506551528,414.49836421110206,2.5716364558862077,1.7915499585682155,0.5,0.2800864973179922,4541.136748045649,0.08961503014902795
MF_0082,stratified,0.4880476865880271,0.5119523134119729,,512.5501718280433,694.1992870006134,2.2256667997883604,0.9760953731760542,0.5,0.7495714266123059,1784.1939650921427,0.4232976024004309
MF_0083,wavy,0.8920920309385492,0.10790796906145084,,109.00078179935056,417.02486677615525,2.57297557970055,1.7841840618770983,0.5,0.2887915178234514,1560.2069432003264,0.5191637705124682
MF_0084,bubble,0.1654606839225905,0.8345393160774095,0.0079371814474663,834.7420054152146,915.4939708291029,105.15257730278107,104.23832696478568,0.5,0.4142503379953773,2594.166280488181,0.6061316632198901
MF_0085,slug,0.6519968304565471,0.3480031695434529,0.00955094021059754,348.80186566076213,581.7301743068086,595.9351916882971,594.7545007977036,0.5,0.680690890593491,4817.725896389597,0.8464578719033686
MF_0086,churn,0.7166317840869321,0.28336821591306793,0.0755575830166369,284.24608984857446,537.3905961163646,40913.247634647545,40912.138422637174,0.5,0.6092120103699386,3814.002270999646,0.8503962029662412
MF_0087,annular,0.8357801967754699,0.16421980322453011,,165.24363396558007,455.6547850120277,2.58331537191122,1.6715603935509398,0.5,0.4117549783602802,3521.476735692575,0.034307189995757326
MF_0088,stratified,0.36934747443232885,0.6306525255676712,,631.1049762238508,775.6276325394224,1.9374847015530248,0.7386949488646577,0.5,0.6987897526883671,3882.5741327228634,0.8131900008778777
MF_0089,wavy,0.6554618712747389,0.34453812872526113,,345.3410695175727,579.3531563055292,2.4884185622887474,1.3109237425494777,0.5,0.6774948197392696,2912.613011177647,0.7497619169395617
MF_0090,bubble,0.2727645984057234,0.7272354015942766,0.004790036537808668,727.5695382273236,841.8834854936737,63.67942920717972,62.584336990392856,0.5,0.5950922167868635,582.9573818506676,0.8391603850428607
MF_0091,slug,0.4049864875824518,0.5950135124175482,0.011020359794476568,595.5096208648367,751.1792695184381,493.0722431907677,491.8493258933935,0.5,0.7229172973742413,3076.9358367127284,0.578505841286478
MF_0092,churn,0.7422738619507165,0.25772613804928346,0.08738175198224431,258.6354235301731,519.8001307018085,56677.91853245427,56676.844622326826,0.5,0.5739101274464554,1368.4069186628058,0.014222030019095746
MF_0093,annular,0.861459056599018,0.138540943400982,,139.5962307453158,438.03908717307365,2.5809601644056794,1.722918113198036,0.5,0.3580420512076437,58.43274240662265,0.5440476196859424
MF_0094,stratified,0.5269489757159088,0.4730510242840912,,473.69653677934315,667.5130026588865,2.3017192095554075,1.0538979514318176,0.5,0.74782125812359,4071.574276876859,0.7977877671383267
MF_0095,wavy,0.5607830959791982,0.4392169040208018,,439.90386331337635,644.3027961582701,2.360482437687947,1.1215661919583964,0.5,0.7389162457295507,1090.2615151932569,0.4230074360763547
MF_0096,bubble,0.19598214243765247,0.8040178575623476,0.002711853834156166,804.2579356868337,894.5562502877705,15.385542541652642,14.412823114803041,0.5,0.47271942684960055,3867.502611695811,0.3312296502248386
MF_0097,slug,0.7593061969504455,0.24069380304955446,0.02803417386235736,241.62395314081874,508.1159488919944,5968.548850817903,5967.500569929234,0.5,0.5482808886692901,4237.1614053073135,0.616276687716306
MF_0098,churn,0.7663805531336213,0.2336194468663787,0.07139171201366011,234.55826304396737,503.26294055033577,39061.741395944504,39060.704271741764,0.5,0.5371242027366778,4059.340707301726,0.6448629969053266
MF_0099,annular,0.9514757305664234,0.04852426943357657,,49.68982720352044,376.2876488314335,2.5414604552613898,1.9029514611328469,0.5,0.1385089941285427,960.4211706529699,0.27823902383442634
MF_0100,stratified,0.43783369295238406,0.5621663070476159,,562.7026533214827,728.6460866346646,2.114073436708953,0.8756673859047681,0.5,0.7384060508041846,3993.532907194733,0.08704243029821875
MF_0101,wavy,0.7775179184650369,0.22248208153496307,,223.43454098508275,495.62270793298467,2.5739872517225733,1.5550358369300739,0.5,0.5189514147924994,1951.321076074463,0.0804276548553781
MF_0102,bubble,0.13308361584267409,0.866916384157326,0.003704520704804662,867.0794115867333,937.7046395319256,19.109812056843438,18.263694955732696,0.5,0.3461171011107409,2963.8413920854214,0.4730541064607191
MF_0103,slug,0.3780664346530101,0.62193356534699,0.0438019674982482,622.3966967294399,769.6464258280351,7254.8347284712145,7253.629331854289,0.5,0.7053966169253141,2040.038909979389,0.47121930180997695
MF_0104,churn,0.8539885574257373,0.14601144257426268,0.01801509475096192,147.0575785571092,443.1638496059442,2772.4396162443404,2771.5655399407055,0.5,0.37407630363493644,1955.5667774709461,0.4034538298418614
MF_0105,annular,0.8942068744797699,0.10579312552023012,,106.88852894146784,415.5740841068779,2.572216569298213,1.7884137489595398,0.5,0.2838028203386729,539.5417558734324,0.10355746112830182
MF_0106,stratified,0.5498495734595495,0.45015042654045045,,450.82399226793837,651.803192606749,2.342244206996802,1.099699146919099,0.5,0.7425450600777028,174.81475165017193,0.2557293747005755
MF_0107,wavy,0.42070605226293817,0.5792939477370618,,579.8093126510839,740.3956481476243,2.0725495140826924,0.8414121045258763,0.5,0.7311374095568162,2452.037444004638,0.012148397660992391
MF_0108,bubble,0.20596270057655144,0.7940372994234486,0.008700285764176625,794.2896037316548,887.7095874044858,156.8940355107356,155.9034093110923,0.5,0.4906261996432958,3536.6401760141284,0.8182600911926381
MF_0109,slug,0.585989842278912,0.41401015772108796,0.027831516547511377,414.72799527787964,627.0109681966663,4540.265952352322,4539.038135111247,0.5,0.7278172410745435,1102.9177705752404,0.28034672133518124
MF_0110,churn,0.6953124011158553,0.30468759888414465,0.01342159025198354,305.5393565755116,552.0156928345232,1253.664955709576,1252.5293965116648,0.5,0.6355591979110776,4566.312969345382,0.9004023999307406
MF_0111,annular,0.8204777914106915,0.17952220858930845,,180.52729388378657,466.1522350922656,2.582837538458959,1.640955582821383,0.5,0.4418819556375758,2787.900892094765,0.468173652909632
MF_0112,stratified,0.7100483982251973,0.2899516017748027,,290.8214110626286,541.9067988175146,2.537735807659481,1.4200967964503945,0.5,0.6176390112090868,3019.058126086289,0.12519747937815145
MF_0113,wavy,0.6960465869770774,0.30395341302292256,,304.8060700919695,551.5120413337248,2.5267903811580723,1.3920931739541549,0.5,0.6346972072039176,3048.2727967406277,0.5316924143358318
MF_0114,bubble,0.12669781730623575,0.8733021826937643,0.009594288946478478,873.4573875199644,942.0852973279224,117.45775921552922,116.625822774341,0.5,0.33193644118821436,4248.7034109424685,0.5854998899450004
MF_0115,slug,0.20382669516056987,0.7961733048394302,0.024445545897639795,796.4229925410019,889.1748871198491,1219.0240179276122,1218.0371738071108,0.5,0.48684412050147,3504.6952454649936,0.11817694053472282
MF_0116,churn,0.7219648849715227,0.27803511502847733,0.027255270155737435,278.9195220125674,533.7320889095355,5364.2165469811325,5363.114352211614,0.5,0.6021947695187362,1697.3335058726004,0.02764253481580327
MF_0117,annular,0.8240791526303309,0.17592084736966906,,176.93034433164124,463.681701295593,2.583076413751882,1.6481583052606619,0.5,0.43491810849122003,2279.23668219491,0.8982917311147446
MF_0118,stratified,0.5943489729605165,0.4056510270394835,,406.3791045313602,621.2766045490857,2.41199275982492,1.188697945921033,0.5,0.7232948139038872,2270.8565688523418,0.7877818235785176
MF_0119,wavy,0.46069804616157345,0.5393019538384265,,539.8663089449744,712.9611403331605,2.1667621615965933,0.9213960923231469,0.5,0.7453660692734465,484.39305863203185,0.21036304771634243
MF_0120,bubble,0.2394772427152919,0.7605227572847081,0.007093431325842565,760.8161169070343,864.7186114973098,121.54359224746126,120.49720856865095,0.5,0.5463836788103191,466.7505794476388,0.6674260671231662
MF_0121,slug,0.7589308909306252,0.24106910906937484,0.007022973020061026,241.99879941076486,508.37340882159117,375.36989710971056,374.32103272854494,0.5,0.5488643811656181,3085.9262986299996,0.3797854052131291
MF_0122,churn,0.7503094377040516,0.24969056229594844,0.057536093438081894,250.60969135713592,514.2877257350207,24839.321028516428,24838.25899296024,0.5,0.5620355561888446,3857.520026362096,0.557455507253166
MF_0123,annular,0.9126862693437708,0.08731373065622916,,88.43177133617527,402.8972192301732,2.5644426679729033,1.8253725386875417,0.5,0.2390701292853619,1671.2301004213293,0.12681935248649115
MF_0124,stratified,0.7096394000530994,0.29036059994690055,,291.2299082119656,542.1873715635738,2.5374327659423286,1.419278800106199,0.5,0.6181539658361297,12.40588098747364,0.3293884523208789
MF_0125,wavy,0.43082637265479595,0.569173627345204,,569.7013896517062,733.4531083588099,2.0972977731493123,0.8616527453095919,0.5,0.7356450278397204,1948.7818693730762,0.3119567590367618
MF_0126,bubble,0.21422295312815515,0.7857770468718448,0.003341854455277928,786.0394699894268,882.0430541540856,24.929394992735105,23.924400554291484,0.5,0.5049944384436221,2808.144224481438,0.4563146596278784
MF_0127,slug,0.6806345032013137,0.3193654967986863,0.024264161953797464,320.19927406510794,562.0847308038988,4008.3847244817507,4007.232610952991,0.5,0.6521135287596437,4320.7416288785,0.0011456218396457916
MF_0128,churn,0.7814509065616949,0.2185490934383051,0.010882629418074753,219.50637079884316,492.9246780986773,926.4973481504968,925.48499198891,0.5,0.5123561615868002,3572.532273483938,0.23568747942638013
MF_0129,annular,0.8721964378368946,0.1278035621631054,,128.8720027994556,430.6732436438903,2.578802310658369,1.7443928756737892,0.5,0.33440943498458,1908.383196224784,0.8465759959415318
MF_0130,stratified,0.3612556565357726,0.6387443434642275,,639.1868816434837,781.1786196164601,1.9147613345415866,0.7225113130715451,0.5,0.6922500214700416,3337.81579721781,0.9812755723650096
MF_0131,wavy,0.31343065748256616,0.6865693425174338,,686.95329507285,813.9865689669597,1.7724369562629696,0.6268613149651323,0.5,0.6455756412978374,4829.812051821463,0.019386324214596077
MF_0132,bubble,0.25393334295312814,0.7460666570468719,0.009651199776931983,746.3777253919895,854.8017267341542,237.59623457753426,236.52788097666493,0.5,0.5683536008693315,4965.206637536864,0.4596622196295816
MF_0133,slug,0.7201745037501264,0.27982549624987363,0.010505279436332227,280.70771001696755,534.9602904274133,795.8956049210083,794.7910353573131,0.5,0.6045695636951568,2132.667849685164,0.3086670012068435
MF_0134,churn,0.7185531151821236,0.2814468848178764,0.0731782767037953,282.32711238397445,536.0725629850632,38480.05845648368,38478.95175287615,0.5,0.6067036075325682,446.5261982133487,0.9981657963683013
MF_0135,annular,0.9206627602170148,0.07933723978298524,,80.46505166425108,397.42534649112787,2.5604540469338364,1.8413255204340295,0.5,0.21912852649980702,4368.852756995588,0.8298658696735403
MF_0136,stratified,0.7595985264232838,0.24040147357671615,,241.33198177158465,507.91541087362725,2.5670228680831464,1.5191970528465677,0.5,0.5478258152365787,205.7254203091728,0.5169506095069565
MF_0137,wavy,0.4968890257287041,0.5031109742712959,,503.7196633278136,688.1341283501091,2.2437490169746583,0.9937780514574082,0.5,0.7499709655172501,573.5661879509828,0.34364721621348326
MF_0138,bubble,0.19699288081937288,0.8030071191806272,0.0030756378575992984,803.2484354596309,893.8628837579103,19.60919663011556,18.634636572937985,0.5,0.47456005717757177,2228.5311918205057,0.4050897493850216
MF_0139,slug,0.2314777776838467,0.7685222223161533,0.03326371382222604,768.8057825938159,870.2062445088812,2562.27663467857,2561.242947230203,0.5,0.5336874483671831,3098.0460424397443,0.9664480907417577
MF_0140,churn,0.6894015649894432,0.31059843501055684,0.04770559257778189,311.4429519276689,556.070526417242,15690.705642222363,15689.563261080824,0.5,0.6423811415386493,2024.1517355235715,0.9198241570847928
MF_0141,annular,0.8776433699239616,0.12235663007603836,,123.43174320419521,426.9366482321623,2.577443195305345,1.7552867398479233,0.5,0.3221564554574216,2219.3930795877336,0.253092189657555
MF_0142,stratified,0.3007008878544286,0.6992991121455714,,699.667470733193,822.7191909318619,1.732241367402818,0.6014017757088572,0.5,0.6308395916939609,561.1488501630836,0.7041852622758816
