temperature,cte,units
125.0,1.3408650623776734e-05,/°C
126.0,1.3691272232609199e-05,/°C
127.0,1.4345015663993585e-05,/°C
128.0,1.3652148851842946e-05,/°C
129.0,1.3927658596778222e-05,/°C
130.0,1.3587935359094492e-05,/°C
131.0,1.4049065760877838e-05,/°C
132.0,1.4122649449414213e-05,/°C
133.0,1.4597903495711609e-05,/°C
134.0,1.3035256070589032e-05,/°C
135.0,1.3201349484513762e-05,/°C
136.0,1.3281413747089043e-05,/°C
137.0,1.4396821825862046e-05,/°C
138.0,1.4006863394979188e-05,/°C
139.0,1.4174661319428528e-05,/°C
140.0,1.3272995447938718e-05,/°C
141.0,1.3360790406380784e-05,/°C
142.0,1.3623491470381515e-05,/°C
143.0,1.3623280434611463e-05,/°C
144.0,1.3291738725237669e-05,/°C
145.0,1.3556466178854437e-05,/°C
146.0,1.3428388049260806e-05,/°C
147.0,1.4309051675147493e-05,/°C
148.0,1.3780872942310853e-05,/°C
149.0,1.3465955131187272e-05,/°C
150.0,1.3837570634221998e-05,/°C
151.0,1.4874256083283737e-05,/°C
152.0,1.4198842294387843e-05,/°C
153.0,1.4624106388438265e-05,/°C
154.0,1.4884674269903663e-05,/°C
155.0,1.3776987108249447e-05,/°C
156.0,1.4122590987835873e-05,/°C
157.0,1.4319187285821754e-05,/°C
158.0,1.3696678693738997e-05,/°C
159.0,1.4425645588895438e-05,/°C
160.0,1.3922303498315451e-05,/°C
161.0,1.3451057380002148e-05,/°C
162.0,1.2993277774139667e-05,/°C
163.0,1.3345069464556123e-05,/°C
164.0,1.4327512307933287e-05,/°C
165.0,1.3785547948972154e-05,/°C
166.0,1.4163112102085225e-05,/°C
167.0,1.4232894561155935e-05,/°C
168.0,1.4714688220718341e-05,/°C
169.0,1.3186657890125544e-05,/°C
170.0,1.3785269309088074e-05,/°C
171.0,1.4362418786447123e-05,/°C
172.0,1.5008371073797336e-05,/°C
173.0,1.4736993091092041e-05,/°C
174.0,1.4731425108080775e-05,/°C
175.0,1.4267328142519168e-05,/°C
176.0,1.4321088465781149e-05,/°C
177.0,1.4119808991938384e-05,/°C
178.0,1.3767091980335936e-05,/°C
179.0,1.3823636343519114e-05,/°C
180.0,1.3872107871385481e-05,/°C
181.0,1.3546145876522766e-05,/°C
182.0,1.5052218601923026e-05,/°C
183.0,1.3989578436583804e-05,/°C
184.0,1.400492140867039e-05,/°C
185.0,1.3333676191442526e-05,/°C
186.0,1.4101590453545699e-05,/°C
187.0,1.4222984808012322e-05,/°C
188.0,1.5409599207040876e-05,/°C
189.0,1.3926480295679427e-05,/°C
190.0,1.4031648361670735e-05,/°C
191.0,1.4396477923988508e-05,/°C
192.0,1.4961557512221902e-05,/°C
193.0,1.3848197969094641e-05,/°C
194.0,1.3905532298176983e-05,/°C
195.0,1.4179045620250634e-05,/°C
196.0,1.4385245948925453e-05,/°C
197.0,1.4239828655613952e-05,/°C
198.0,1.443833479234452e-05,/°C
199.0,1.4816101404342776e-05,/°C
200.0,1.507008413249117e-05,/°C
201.0,1.4243588529998823e-05,/°C
202.0,1.4906261832052981e-05,/°C
203.0,1.4444816948569939e-05,/°C
204.0,1.45367916647647e-05,/°C
205.0,1.4247443740231779e-05,/°C
206.0,1.4345260827937754e-05,/°C
207.0,1.520458582845183e-05,/°C
208.0,1.444211291009571e-05,/°C
209.0,1.4448395789019461e-05,/°C
210.0,1.4260975070530852e-05,/°C
211.0,1.4832075856165531e-05,/°C
212.0,1.4888031750711471e-05,/°C
213.0,1.4800041124764363e-05,/°C
214.0,1.4720880941975586e-05,/°C
215.0,1.4637194003403458e-05,/°C
216.0,1.504114459680515e-05,/°C
217.0,1.5535183796189625e-05,/°C
218.0,1.441356418762066e-05,/°C
219.0,1.3812782262794984e-05,/°C
220.0,1.52120776354153e-05,/°C
221.0,1.5452986042058006e-05,/°C
222.0,1.390298880043476e-05,/°C
223.0,1.4213120122895725e-05,/°C
224.0,1.3868217684676168e-05,/°C
225.0,1.4983989601404395e-05,/°C
226.0,1.521825162895202e-05,/°C
227.0,1.502696379450523e-05,/°C
228.0,1.4274941961511849e-05,/°C
229.0,1.450456487382821e-05,/°C
230.0,1.4057045411771865e-05,/°C
231.0,1.587878947050973e-05,/°C
232.0,1.442128315916235e-05,/°C
233.0,1.4657315678377614e-05,/°C
234.0,1.3742292661215166e-05,/°C
235.0,1.4475844395397597e-05,/°C
236.0,1.548596627889718e-05,/°C
237.0,1.4610190203227035e-05,/°C
238.0,1.4418240691759844e-05,/°C
239.0,1.4348467950948248e-05,/°C
240.0,1.4953131496365084e-05,/°C
241.0,1.5178528300546596e-05,/°C
242.0,1.411272082289538e-05,/°C
243.0,1.5301652502347795e-05,/°C
244.0,1.4658861990088953e-05,/°C
245.0,1.3709548641196156e-05,/°C
246.0,1.4629668207715607e-05,/°C
247.0,1.4813059184487328e-05,/°C
248.0,1.4481743569333334e-05,/°C
249.0,1.5335784636023348e-05,/°C
250.0,1.5192972146654947e-05,/°C
251.0,1.5381671040059816e-05,/°C
252.0,1.5034353891999737e-05,/°C
253.0,1.4527390443361433e-05,/°C
254.0,1.4329930061610993e-05,/°C
255.0,1.4950572208445202e-05,/°C
256.0,1.51816744308413e-05,/°C
257.0,1.440068474619208e-05,/°C
258.0,1.4703098310928744e-05,/°C
259.0,1.5420300964259135e-05,/°C
260.0,1.586963834379954e-05,/°C
261.0,1.5020941150455157e-05,/°C
262.0,1.5083631774251894e-05,/°C
263.0,1.4699208200658583e-05,/°C
264.0,1.4436066509060397e-05,/°C
265.0,1.4632576818670148e-05,/°C
266.0,1.4917952924275197e-05,/°C
267.0,1.531189354960711e-05,/°C
268.0,1.4552201711601785e-05,/°C
269.0,1.5158410332004131e-05,/°C
270.0,1.5163129173761021e-05,/°C
271.0,1.4851277927097945e-05,/°C
272.0,1.527925628597538e-05,/°C
273.0,1.5049079343034419e-05,/°C
274.0,1.4757284253021269e-05,/°C
275.0,1.4995505321366619e-05,/°C
276.0,1.463719003995732e-05,/°C
277.0,1.422888773503136e-05,/°C
278.0,1.5833915738775362e-05,/°C
279.0,1.4451225922161163e-05,/°C
280.0,1.5756765022282837e-05,/°C
281.0,1.4579264298117609e-05,/°C
282.0,1.5516425867827628e-05,/°C
283.0,1.512087045584657e-05,/°C
284.0,1.53687023917812e-05,/°C
285.0,1.5041716339057283e-05,/°C
286.0,1.5217968963328279e-05,/°C
287.0,1.557465637396648e-05,/°C
288.0,1.5556029968562277e-05,/°C
289.0,1.600258889881237e-05,/°C
290.0,1.54707114890909e-05,/°C
291.0,1.5190597895067982e-05,/°C
292.0,1.54215658488112e-05,/°C
293.0,1.5248619325547114e-05,/°C
294.0,1.5094008457197882e-05,/°C
295.0,1.525222932835646e-05,/°C
296.0,1.4479722213004703e-05,/°C
297.0,1.6824704042736223e-05,/°C
298.0,1.5645131915911907e-05,/°C
299.0,1.5513230181812743e-05,/°C
300.0,1.514755174609624e-05,/°C
301.0,1.5389321664016974e-05,/°C
302.0,1.541834285972778e-05,/°C
303.0,1.4517075998928901e-05,/°C
304.0,1.506339895370966e-05,/°C
305.0,1.4928382416540253e-05,/°C
306.0,1.488199127729238e-05,/°C
307.0,1.4911473831891975e-05,/°C
308.0,1.641013382546095e-05,/°C
309.0,1.614248043132597e-05,/°C
310.0,1.6648091231680075e-05,/°C
311.0,1.6003648845619698e-05,/°C
312.0,1.560436579148617e-05,/°C
313.0,1.5640434040235152e-05,/°C
314.0,1.5450709953107085e-05,/°C
315.0,1.5515674440284958e-05,/°C
316.0,1.5423732722019094e-05,/°C
317.0,1.599659320165396e-05,/°C
318.0,1.4899543380532616e-05,/°C
319.0,1.581714437973638e-05,/°C
320.0,1.5571633057437184e-05,/°C
321.0,1.543916144508505e-05,/°C
322.0,1.6025225447329553e-05,/°C
323.0,1.6394186854373726e-05,/°C
324.0,1.4821037475032649e-05,/°C
325.0,1.5615470898893405e-05,/°C
326.0,1.710451452488457e-05,/°C
327.0,1.6679023484574024e-05,/°C
328.0,1.558678431520725e-05,/°C
329.0,1.631570501264379e-05,/°C
330.0,1.606466013414445e-05,/°C
331.0,1.5996052830985047e-05,/°C
332.0,1.6228727131012534e-05,/°C
333.0,1.5049447342895046e-05,/°C
334.0,1.483426651493976e-05,/°C
335.0,1.618083212616284e-05,/°C
336.0,1.5512630980382574e-05,/°C
337.0,1.616072523786195e-05,/°C
338.0,1.42589900619359e-05,/°C
339.0,1.6015271991583006e-05,/°C
340.0,1.554216792541327e-05,/°C
341.0,1.616611107778705e-05,/°C
342.0,1.5606986267693443e-05,/°C
343.0,1.6034219463180098e-05,/°C
344.0,1.5137575510808271e-05,/°C
345.0,1.5803996262853946e-05,/°C
346.0,1.6093022028202738e-05,/°C
347.0,1.627803977056032e-05,/°C
348.0,1.6178237482885885e-05,/°C
349.0,1.630946729368189e-05,/°C
350.0,1.5570487613556048e-05,/°C
351.0,1.5099058723695229e-05,/°C
352.0,1.5990464504908263e-05,/°C
353.0,1.5532482939169564e-05,/°C
354.0,1.6284997720449748e-05,/°C
355.0,1.65022953621205e-05,/°C
356.0,1.594732201127895e-05,/°C
357.0,1.616001862859466e-05,/°C
358.0,1.6200004606132144e-05,/°C
359.0,1.6640394019176942e-05,/°C
360.0,1.6127452541180893e-05,/°C
361.0,1.594099896856757e-05,/°C
362.0,1.6879996723222294e-05,/°C
363.0,1.5468910337046865e-05,/°C
364.0,1.6728357319967946e-05,/°C
365.0,1.6128438981734923e-05,/°C
366.0,1.5744628573153495e-05,/°C
367.0,1.6064437474322678e-05,/°C
368.0,1.6377275510549415e-05,/°C
369.0,1.6214318913537696e-05,/°C
370.0,1.6682194177811207e-05,/°C
371.0,1.6380575051646637e-05,/°C
372.0,1.600027182586089e-05,/°C
373.0,1.6060815989892164e-05,/°C
374.0,1.6547107050470928e-05,/°C
375.0,1.6049331783482627e-05,/°C
376.0,1.5947887276387564e-05,/°C
377.0,1.6495791625587202e-05,/°C
378.0,1.6058330311869647e-05,/°C
379.0,1.686135048773117e-05,/°C
380.0,1.6974808217794015e-05,/°C
381.0,1.641856638596458e-05,/°C
382.0,1.7226118415830205e-05,/°C
383.0,1.6322032831991988e-05,/°C
384.0,1.690680773222905e-05,/°C
385.0,1.6599213743209233e-05,/°C
386.0,1.6700612785212173e-05,/°C
387.0,1.6583863502635183e-05,/°C
388.0,1.724607295273173e-05,/°C
389.0,1.6296602423583658e-05,/°C
390.0,1.6599941661273152e-05,/°C
391.0,1.7187433345424503e-05,/°C
392.0,1.6141904631283078e-05,/°C
393.0,1.6120723650128303e-05,/°C
394.0,1.6671930675762266e-05,/°C
395.0,1.6828954889433728e-05,/°C
396.0,1.7290848890499526e-05,/°C
397.0,1.6581200967447378e-05,/°C
398.0,1.7451261866902965e-05,/°C
399.0,1.688774759349016e-05,/°C
400.0,1.614560361089835e-05,/°C
401.0,1.9024369414887243e-05,/°C
402.0,1.8735955555064775e-05,/°C
403.0,1.8797731634510337e-05,/°C
404.0,1.8864652661965848e-05,/°C
405.0,1.9509662294809177e-05,/°C
406.0,1.9367111860205644e-05,/°C
407.0,1.879141940305307e-05,/°C
408.0,1.8528345650834092e-05,/°C
409.0,1.8723954306763736e-05,/°C
410.0,1.737153532729079e-05,/°C
411.0,1.8993962584844863e-05,/°C
412.0,1.8831102109004323e-05,/°C
413.0,1.893876789903924e-05,/°C
414.0,2.0403128888303734e-05,/°C
415.0,1.902382646963204e-05,/°C
416.0,1.8966583365712454e-05,/°C
417.0,1.9319026999133953e-05,/°C
418.0,1.89246015091623e-05,/°C
419.0,1.8295120572618035e-05,/°C
420.0,1.8484748638632824e-05,/°C
421.0,1.9575811362822633e-05,/°C
422.0,2.0240898764298648e-05,/°C
423.0,1.9371125185221345e-05,/°C
424.0,2.0193393074010842e-05,/°C
425.0,1.909822165066033e-05,/°C
426.0,1.8987519162385726e-05,/°C
427.0,1.874506008146995e-05,/°C
428.0,1.8625471792937266e-05,/°C
429.0,2.0337535172107627e-05,/°C
430.0,1.9352609026510552e-05,/°C
431.0,1.93157899031417e-05,/°C
432.0,2.0279827020229155e-05,/°C
433.0,1.9229151726307945e-05,/°C
434.0,1.9315232124968102e-05,/°C
435.0,1.962511175105088e-05,/°C
436.0,1.9755402016725627e-05,/°C
437.0,1.981626839951374e-05,/°C
438.0,2.0352444534409697e-05,/°C
439.0,1.8782319777733363e-05,/°C
440.0,2.0414419772960754e-05,/°C
441.0,2.0538010603288835e-05,/°C
442.0,2.013141195359991e-05,/°C
443.0,1.9707981636236187e-05,/°C
444.0,2.0570745025393874e-05,/°C
445.0,2.0396928063040242e-05,/°C
446.0,2.0460672449306898e-05,/°C
447.0,1.9860188044579683e-05,/°C
448.0,2.1640502501496606e-05,/°C
449.0,1.9602916218788734e-05,/°C
450.0,1.9545051389375577e-05,/°C
451.0,2.052823132784215e-05,/°C
452.0,2.0100973502246078e-05,/°C
453.0,2.111208201183372e-05,/°C
454.0,2.070601938911406e-05,/°C
455.0,2.0516652064463356e-05,/°C
456.0,2.1340696237421956e-05,/°C
457.0,2.092367274534825e-05,/°C
458.0,2.1106269283596406e-05,/°C
459.0,2.0842849087582347e-05,/°C
460.0,1.998517186902257e-05,/°C
461.0,2.1193708716645553e-05,/°C
462.0,1.9804720152898214e-05,/°C
463.0,2.096130215259784e-05,/°C
464.0,2.0829353910685643e-05,/°C
465.0,2.044459878937084e-05,/°C
466.0,2.0627820397694085e-05,/°C
467.0,2.1407027483961457e-05,/°C
468.0,2.0676299114290404e-05,/°C
469.0,2.0679766849404482e-05,/°C
470.0,2.103953167517416e-05,/°C
471.0,2.2137248800514433e-05,/°C
472.0,2.1460008042599208e-05,/°C
473.0,2.075767379205012e-05,/°C
474.0,2.144693652950812e-05,/°C
475.0,2.1740442898458324e-05,/°C
476.0,2.1532859681154765e-05,/°C
477.0,2.2289638109610896e-05,/°C
478.0,2.1294765964230075e-05,/°C
479.0,2.126032302548853e-05,/°C
480.0,2.121426857008695e-05,/°C
481.0,2.101233426130259e-05,/°C
482.0,2.2856615508525298e-05,/°C
483.0,2.13951074159623e-05,/°C
484.0,2.264949790767008e-05,/°C
485.0,2.1170527665391723e-05,/°C
486.0,2.171753571209067e-05,/°C
487.0,2.244038708634627e-05,/°C
488.0,2.1639533949727464e-05,/°C
489.0,2.2537502640315178e-05,/°C
490.0,2.2232080196462176e-05,/°C
491.0,2.185131668003516e-05,/°C
492.0,2.3122065801951714e-05,/°C
493.0,2.140166975601863e-05,/°C
494.0,2.3180697930922326e-05,/°C
495.0,2.2495512713864922e-05,/°C
496.0,2.2689755068633678e-05,/°C
497.0,2.2791512623660184e-05,/°C
498.0,2.3780093410593157e-05,/°C
499.0,2.226568128083864e-05,/°C
500.0,2.3228529675797115e-05,/°C
501.0,2.2666265131936994e-05,/°C
502.0,2.3297615431912155e-05,/°C
503.0,2.2439439260531672e-05,/°C
504.0,2.436134415179262e-05,/°C
505.0,2.3102288000796886e-05,/°C
506.0,2.2814739072996876e-05,/°C
507.0,2.3013759349041624e-05,/°C
508.0,2.3646195355208715e-05,/°C
509.0,2.471401242395054e-05,/°C
510.0,2.3728745219257675e-05,/°C
511.0,2.416563811568655e-05,/°C
512.0,2.4321929219697196e-05,/°C
513.0,2.365882302089618e-05,/°C
514.0,2.3387821940014347e-05,/°C
515.0,2.378488897652047e-05,/°C
516.0,2.4665593614089983e-05,/°C
517.0,2.4598774480509514e-05,/°C
518.0,2.438402985951345e-05,/°C
519.0,2.420246098087043e-05,/°C
520.0,2.3986655043143917e-05,/°C
521.0,2.4881873242340618e-05,/°C
522.0,2.480201750894953e-05,/°C
523.0,2.4998138737998646e-05,/°C
524.0,2.5209691420744046e-05,/°C
525.0,2.432999573403633e-05,/°C
526.0,2.4789264890520264e-05,/°C
527.0,2.4647796031896724e-05,/°C
528.0,2.530688592269597e-05,/°C
529.0,2.511213498271011e-05,/°C
530.0,2.4781357582193025e-05,/°C
531.0,2.5469523429061765e-05,/°C
532.0,2.484651861831131e-05,/°C
533.0,2.554318942298694e-05,/°C
534.0,2.5360342332652278e-05,/°C
535.0,2.6654441191903814e-05,/°C
536.0,2.5655236176649548e-05,/°C
537.0,2.5107279359608436e-05,/°C
538.0,2.6244989543997973e-05,/°C
539.0,2.6036074669062e-05,/°C
540.0,2.5538311741150894e-05,/°C
541.0,2.6359791746474842e-05,/°C
542.0,2.589315406124991e-05,/°C
543.0,2.592566050188499e-05,/°C
544.0,2.680674482458777e-05,/°C
545.0,2.774211535172641e-05,/°C
546.0,2.6745215488149008e-05,/°C
547.0,2.7139993211191753e-05,/°C
548.0,2.632343863566486e-05,/°C
549.0,2.6561495457152727e-05,/°C
550.0,2.755534527830583e-05,/°C
551.0,2.7713747003609052e-05,/°C
552.0,2.7573883512580335e-05,/°C
553.0,2.6719072508890035e-05,/°C
554.0,2.818987955538175e-05,/°C
555.0,2.8408379911342497e-05,/°C
556.0,2.7893888162610015e-05,/°C
557.0,2.748070999530683e-05,/°C
558.0,2.773772150780945e-05,/°C
559.0,2.7918386271337218e-05,/°C
560.0,2.8501221728179498e-05,/°C
561.0,2.8313768876877708e-05,/°C
562.0,2.7789065209258194e-05,/°C
563.0,2.802542506666988e-05,/°C
564.0,2.8081063279134e-05,/°C
565.0,2.8879258249587936e-05,/°C
566.0,2.9470749180918048e-05,/°C
567.0,2.9289770345247116e-05,/°C
568.0,2.9190284935069524e-05,/°C
569.0,2.933219402483708e-05,/°C
570.0,2.8093183214941428e-05,/°C
571.0,2.8640935482048905e-05,/°C
572.0,2.8911005260509566e-05,/°C
573.0,2.903404407893071e-05,/°C
574.0,3.0002464911423336e-05,/°C
575.0,3.059080510690222e-05,/°C
576.0,3.053431816365762e-05,/°C
577.0,2.9648696677879026e-05,/°C
578.0,3.0612518881555694e-05,/°C
579.0,3.1013279741567106e-05,/°C
580.0,3.080352335537108e-05,/°C
581.0,3.1531945684573693e-05,/°C
582.0,3.113960396887764e-05,/°C
583.0,3.161415098814385e-05,/°C
584.0,3.120153619885346e-05,/°C
585.0,3.162770099399952e-05,/°C
586.0,3.166636821203517e-05,/°C
587.0,3.085107601644102e-05,/°C
588.0,3.173120148699812e-05,/°C
589.0,3.270353492442705e-05,/°C
590.0,3.2559880177646314e-05,/°C
591.0,3.189701603946698e-05,/°C
592.0,3.1275484112688645e-05,/°C
593.0,3.247724613243732e-05,/°C
594.0,3.210632914929976e-05,/°C
595.0,3.3586003283368796e-05,/°C
596.0,3.296915954330575e-05,/°C
597.0,3.2198616160115936e-05,/°C
598.0,3.3499987332133144e-05,/°C
599.0,3.274736450782475e-05,/°C
600.0,3.3544552735952483e-05,/°C
