mix_design,rubber_content_pct,applied_stress_level,applied_stress_MPa,specimen_number,temperature_C,total_strain_microstrain,thermal_strain_component,load_strain_component,LITS_component,heating_rate_C_min
RC-0,0,0.0,0.0,1,395.5,4108.8,4097.4,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,402.8,4181.0,4177.9,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,410.1,4270.3,4259.2,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,417.4,4353.9,4341.8,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,424.7,4409.3,4425.5,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,432.0,4511.0,4510.4,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,439.3,4634.9,4596.5,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,446.6,4701.9,4683.7,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,453.9,4764.6,4772.2,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,461.2,4852.7,4861.7,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,468.5,4943.0,4952.5,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,475.8,5057.4,5044.5,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,483.1,5161.7,5137.6,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,490.4,5240.6,5231.9,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,497.7,5329.7,5327.3,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,505.1,5417.3,5423.9,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,512.4,5526.7,5521.8,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,519.7,5608.4,5620.7,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,527.0,5691.9,5720.9,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,534.3,5846.8,5822.2,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,541.6,5909.6,5924.7,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,548.9,6023.5,6028.4,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,556.2,6143.1,6133.3,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,563.5,6260.8,6239.3,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,570.8,6350.3,6346.5,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,578.1,6436.9,6454.8,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,585.4,6559.9,6564.4,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,592.7,6664.9,6675.1,0.0,0.0,5.0
RC-0,0,0.0,0.0,1,600.0,6786.4,6787.0,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,23.0,18.5,0.0,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,30.3,42.3,80.3,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,37.6,154.5,160.7,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,44.9,233.8,241.0,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,52.2,302.5,321.4,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,59.5,410.5,401.7,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,66.8,460.8,482.1,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,74.1,542.9,562.4,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,81.4,655.5,642.7,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,88.7,745.6,723.1,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,96.0,802.3,803.4,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,103.3,865.5,883.8,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,110.6,953.5,964.1,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,117.9,1059.6,1044.4,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,125.3,1126.5,1124.8,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,132.6,1203.6,1205.1,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,139.9,1290.2,1285.5,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,147.2,1365.2,1365.8,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,154.5,1469.3,1446.2,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,161.8,1515.3,1526.5,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,169.1,1593.9,1606.8,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,176.4,1666.4,1687.2,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,183.7,1759.4,1767.5,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,191.0,1831.5,1847.9,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,198.3,1931.5,1928.2,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,205.6,2008.9,2008.5,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,212.9,2072.7,2088.9,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,220.2,2178.1,2169.2,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,227.5,2272.3,2249.6,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,234.8,2335.3,2329.9,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,242.1,2372.1,2410.3,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,249.4,2520.4,2490.6,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,256.7,2582.1,2570.9,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,264.0,2680.6,2651.3,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,271.3,2748.0,2731.6,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,278.6,2831.3,2812.0,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,285.9,2895.4,2892.3,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,293.2,2968.7,2972.6,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,300.5,3058.6,3053.0,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,307.8,3122.7,3133.3,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,315.2,3220.2,3213.7,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,322.5,3254.6,3294.0,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,329.8,3375.0,3374.4,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,337.1,3474.9,3454.7,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,344.4,3536.5,3535.0,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,351.7,3641.3,3615.4,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,359.0,3691.8,3695.7,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,366.3,3791.1,3776.1,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,373.6,3843.2,3856.4,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,380.9,3951.2,3936.7,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,388.2,4020.6,4017.1,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,395.5,4094.1,4097.4,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,402.8,4139.3,4177.9,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,410.1,4255.4,4259.2,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,417.4,4345.0,4341.8,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,424.7,4437.9,4425.5,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,432.0,4533.8,4510.4,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,439.3,4627.0,4596.5,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,446.6,4702.4,4683.7,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,453.9,4763.7,4772.2,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,461.2,4857.2,4861.7,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,468.5,4963.6,4952.5,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,475.8,5052.2,5044.5,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,483.1,5162.0,5137.6,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,490.4,5269.0,5231.9,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,497.7,5361.3,5327.3,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,505.1,5446.4,5423.9,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,512.4,5529.7,5521.8,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,519.7,5641.0,5620.7,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,527.0,5745.8,5720.9,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,534.3,5820.0,5822.2,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,541.6,5916.7,5924.7,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,548.9,6016.9,6028.4,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,556.2,6120.1,6133.3,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,563.5,6218.5,6239.3,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,570.8,6350.2,6346.5,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,578.1,6439.8,6454.8,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,585.4,6552.6,6564.4,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,592.7,6685.6,6675.1,0.0,0.0,5.0
RC-0,0,0.0,0.0,2,600.0,6789.7,6787.0,0.0,0.0,5.0
RC-0,0,0.2,9.0,1,23.0,306.4,0.0,300.0,0.0,5.0
RC-0,0,0.2,9.0,1,30.3,403.6,80.3,302.8,0.0,5.0
RC-0,0,0.2,9.0,1,37.6,479.2,160.7,305.6,0.0,5.0
RC-0,0,0.2,9.0,1,44.9,572.3,241.0,308.4,0.0,5.0
RC-0,0,0.2,9.0,1,52.2,633.9,321.4,311.4,0.0,5.0
RC-0,0,0.2,9.0,1,59.5,740.2,401.7,314.3,0.0,5.0
RC-0,0,0.2,9.0,1,66.8,804.8,482.1,317.4,0.0,5.0
RC-0,0,0.2,9.0,1,74.1,885.4,562.4,320.5,0.0,5.0
RC-0,0,0.2,9.0,1,81.4,988.3,642.7,323.6,0.0,5.0
RC-0,0,0.2,9.0,1,88.7,1036.9,723.1,326.9,0.0,5.0
RC-0,0,0.2,9.0,1,96.0,1163.9,803.4,330.1,0.0,5.0
RC-0,0,0.2,9.0,1,103.3,1215.6,883.8,333.5,2.6,5.0
RC-0,0,0.2,9.0,1,110.6,1290.5,964.1,336.9,7.7,5.0
RC-0,0,0.2,9.0,1,117.9,1406.9,1044.4,340.4,12.3,5.0
RC-0,0,0.2,9.0,1,125.3,1479.4,1124.8,344.0,16.4,5.0
RC-0,0,0.2,9.0,1,132.6,1603.2,1205.1,347.6,20.1,5.0
RC-0,0,0.2,9.0,1,139.9,1653.7,1285.5,351.3,23.4,5.0
RC-0,0,0.2,9.0,1,147.2,1752.2,1365.8,355.1,26.6,5.0
RC-0,0,0.2,9.0,1,154.5,1813.2,1446.2,359.0,29.5,5.0
RC-0,0,0.2,9.0,1,161.8,1933.8,1526.5,363.0,32.2,5.0
RC-0,0,0.2,9.0,1,169.1,1996.9,1606.8,367.0,34.7,5.0
RC-0,0,0.2,9.0,1,176.4,2105.8,1687.2,371.2,37.1,5.0
RC-0,0,0.2,9.0,1,183.7,2175.8,1767.5,375.4,39.3,5.0
RC-0,0,0.2,9.0,1,191.0,2238.4,1847.9,379.7,41.5,5.0
RC-0,0,0.2,9.0,1,198.3,2357.8,1928.2,384.2,43.5,5.0
RC-0,0,0.2,9.0,1,205.6,2444.0,2008.5,388.7,45.4,5.0
RC-0,0,0.2,9.0,1,212.9,2542.7,2088.9,393.4,47.2,5.0
RC-0,0,0.2,9.0,1,220.2,2639.7,2169.2,398.1,49.0,5.0
RC-0,0,0.2,9.0,1,227.5,2732.0,2249.6,403.0,50.7,5.0
RC-0,0,0.2,9.0,1,234.8,2803.2,2329.9,408.0,52.3,5.0
RC-0,0,0.2,9.0,1,242.1,2881.4,2410.3,413.2,53.8,5.0
RC-0,0,0.2,9.0,1,249.4,2942.9,2490.6,418.4,55.3,5.0
RC-0,0,0.2,9.0,1,256.7,3054.6,2570.9,423.8,56.8,5.0
RC-0,0,0.2,9.0,1,264.0,3142.0,2651.3,429.4,58.2,5.0
RC-0,0,0.2,9.0,1,271.3,3223.2,2731.6,435.0,59.5,5.0
RC-0,0,0.2,9.0,1,278.6,3323.1,2812.0,440.9,60.8,5.0
RC-0,0,0.2,9.0,1,285.9,3418.1,2892.3,446.9,62.1,5.0
RC-0,0,0.2,9.0,1,293.2,3476.7,2972.6,453.0,63.3,5.0
RC-0,0,0.2,9.0,1,300.5,3564.3,3053.0,459.4,64.5,5.0
RC-0,0,0.2,9.0,1,307.8,3662.7,3133.3,465.9,65.6,5.0
RC-0,0,0.2,9.0,1,315.2,3743.8,3213.7,472.6,66.7,5.0
RC-0,0,0.2,9.0,1,322.5,3816.7,3294.0,479.5,67.8,5.0
RC-0,0,0.2,9.0,1,329.8,3914.9,3374.4,486.6,68.9,5.0
RC-0,0,0.2,9.0,1,337.1,4000.0,3454.7,493.9,69.9,5.0
RC-0,0,0.2,9.0,1,344.4,4125.5,3535.0,501.4,70.9,5.0
RC-0,0,0.2,9.0,1,351.7,4222.0,3615.4,509.2,71.9,5.0
RC-0,0,0.2,9.0,1,359.0,4269.4,3695.7,517.2,72.8,5.0
RC-0,0,0.2,9.0,1,366.3,4383.5,3776.1,525.5,73.8,5.0
RC-0,0,0.2,9.0,1,373.6,4478.2,3856.4,534.0,74.7,5.0
RC-0,0,0.2,9.0,1,380.9,4532.8,3936.7,542.8,75.6,5.0
RC-0,0,0.2,9.0,1,388.2,4647.9,4017.1,552.0,76.5,5.0
RC-0,0,0.2,9.0,1,395.5,4774.1,4097.4,561.4,77.3,5.0
RC-0,0,0.2,9.0,1,402.8,4869.5,4177.9,603.4,78.2,5.0
RC-0,0,0.2,9.0,1,410.1,4946.9,4259.2,612.4,79.0,5.0
RC-0,0,0.2,9.0,1,417.4,5034.8,4341.8,621.6,79.8,5.0
RC-0,0,0.2,9.0,1,424.7,5106.9,4425.5,631.2,80.6,5.0
RC-0,0,0.2,9.0,1,432.0,5239.8,4510.4,641.0,81.3,5.0
RC-0,0,0.2,9.0,1,439.3,5359.0,4596.5,651.2,82.1,5.0
RC-0,0,0.2,9.0,1,446.6,5416.1,4683.7,661.7,82.8,5.0
RC-0,0,0.2,9.0,1,453.9,5499.2,4772.2,672.5,83.6,5.0
RC-0,0,0.2,9.0,1,461.2,5619.8,4861.7,683.7,84.3,5.0
RC-0,0,0.2,9.0,1,468.5,5746.0,4952.5,695.3,85.0,5.0
RC-0,0,0.2,9.0,1,475.8,5831.0,5044.5,707.3,85.7,5.0
RC-0,0,0.2,9.0,1,483.1,5931.3,5137.6,719.7,86.4,5.0
RC-0,0,0.2,9.0,1,490.4,6051.7,5231.9,732.5,87.0,5.0
RC-0,0,0.2,9.0,1,497.7,6164.2,5327.3,745.8,87.7,5.0
RC-0,0,0.2,9.0,1,505.1,6251.0,5423.9,759.6,88.3,5.0
RC-0,0,0.2,9.0,1,512.4,6381.4,5521.8,773.9,89.0,5.0
RC-0,0,0.2,9.0,1,519.7,6491.6,5620.7,788.8,89.6,5.0
RC-0,0,0.2,9.0,1,527.0,6605.7,5720.9,804.2,90.2,5.0
RC-0,0,0.2,9.0,1,534.3,6718.1,5822.2,820.3,90.8,5.0
RC-0,0,0.2,9.0,1,541.6,6867.3,5924.7,837.0,91.4,5.0
RC-0,0,0.2,9.0,1,548.9,6965.1,6028.4,854.4,92.0,5.0
RC-0,0,0.2,9.0,1,556.2,7068.5,6133.3,872.5,92.6,5.0
RC-0,0,0.2,9.0,1,563.5,7227.9,6239.3,891.5,93.2,5.0
RC-0,0,0.2,9.0,1,570.8,7362.3,6346.5,911.3,93.7,5.0
RC-0,0,0.2,9.0,1,578.1,7469.1,6454.8,931.9,94.3,5.0
RC-0,0,0.2,9.0,1,585.4,7604.4,6564.4,953.6,94.8,5.0
RC-0,0,0.2,9.0,1,592.7,7737.0,6675.1,976.2,95.4,5.0
RC-0,0,0.2,9.0,1,600.0,7877.7,6787.0,1000.0,95.9,5.0
RC-0,0,0.2,9.0,2,23.0,316.6,0.0,300.0,0.0,5.0
RC-0,0,0.2,9.0,2,30.3,381.4,80.3,302.8,0.0,5.0
RC-0,0,0.2,9.0,2,37.6,478.9,160.7,305.6,0.0,5.0
RC-0,0,0.2,9.0,2,44.9,534.9,241.0,308.4,0.0,5.0
RC-0,0,0.2,9.0,2,52.2,627.0,321.4,311.4,0.0,5.0
RC-0,0,0.2,9.0,2,59.5,730.4,401.7,314.3,0.0,5.0
RC-0,0,0.2,9.0,2,66.8,787.4,482.1,317.4,0.0,5.0
RC-0,0,0.2,9.0,2,74.1,898.1,562.4,320.5,0.0,5.0
RC-0,0,0.2,9.0,2,81.4,956.9,642.7,323.6,0.0,5.0
RC-0,0,0.2,9.0,2,88.7,1045.1,723.1,326.9,0.0,5.0
RC-0,0,0.2,9.0,2,96.0,1158.6,803.4,330.1,0.0,5.0
RC-0,0,0.2,9.0,2,103.3,1213.3,883.8,333.5,2.6,5.0
RC-0,0,0.2,9.0,2,110.6,1310.9,964.1,336.9,7.7,5.0
RC-0,0,0.2,9.0,2,117.9,1406.4,1044.4,340.4,12.3,5.0
RC-0,0,0.2,9.0,2,125.3,1488.5,1124.8,344.0,16.4,5.0
RC-0,0,0.2,9.0,2,132.6,1576.6,1205.1,347.6,20.1,5.0
RC-0,0,0.2,9.0,2,139.9,1659.4,1285.5,351.3,23.4,5.0
RC-0,0,0.2,9.0,2,147.2,1728.0,1365.8,355.1,26.6,5.0
RC-0,0,0.2,9.0,2,154.5,1839.8,1446.2,359.0,29.5,5.0
RC-0,0,0.2,9.0,2,161.8,1910.6,1526.5,363.0,32.2,5.0
RC-0,0,0.2,9.0,2,169.1,2020.2,1606.8,367.0,34.7,5.0
RC-0,0,0.2,9.0,2,176.4,2116.0,1687.2,371.2,37.1,5.0
RC-0,0,0.2,9.0,2,183.7,2155.2,1767.5,375.4,39.3,5.0
RC-0,0,0.2,9.0,2,191.0,2289.7,1847.9,379.7,41.5,5.0
RC-0,0,0.2,9.0,2,198.3,2349.7,1928.2,384.2,43.5,5.0
RC-0,0,0.2,9.0,2,205.6,2440.7,2008.5,388.7,45.4,5.0
RC-0,0,0.2,9.0,2,212.9,2515.8,2088.9,393.4,47.2,5.0
RC-0,0,0.2,9.0,2,220.2,2619.2,2169.2,398.1,49.0,5.0
RC-0,0,0.2,9.0,2,227.5,2704.3,2249.6,403.0,50.7,5.0
RC-0,0,0.2,9.0,2,234.8,2806.4,2329.9,408.0,52.3,5.0
RC-0,0,0.2,9.0,2,242.1,2866.1,2410.3,413.2,53.8,5.0
RC-0,0,0.2,9.0,2,249.4,2989.3,2490.6,418.4,55.3,5.0
RC-0,0,0.2,9.0,2,256.7,3061.5,2570.9,423.8,56.8,5.0
RC-0,0,0.2,9.0,2,264.0,3140.2,2651.3,429.4,58.2,5.0
RC-0,0,0.2,9.0,2,271.3,3223.5,2731.6,435.0,59.5,5.0
RC-0,0,0.2,9.0,2,278.6,3309.0,2812.0,440.9,60.8,5.0
RC-0,0,0.2,9.0,2,285.9,3397.6,2892.3,446.9,62.1,5.0
RC-0,0,0.2,9.0,2,293.2,3491.5,2972.6,453.0,63.3,5.0
RC-0,0,0.2,9.0,2,300.5,3573.7,3053.0,459.4,64.5,5.0
RC-0,0,0.2,9.0,2,307.8,3655.2,3133.3,465.9,65.6,5.0
RC-0,0,0.2,9.0,2,315.2,3755.6,3213.7,472.6,66.7,5.0
RC-0,0,0.2,9.0,2,322.5,3828.8,3294.0,479.5,67.8,5.0
RC-0,0,0.2,9.0,2,329.8,3934.6,3374.4,486.6,68.9,5.0
RC-0,0,0.2,9.0,2,337.1,4015.1,3454.7,493.9,69.9,5.0
RC-0,0,0.2,9.0,2,344.4,4117.8,3535.0,501.4,70.9,5.0
RC-0,0,0.2,9.0,2,351.7,4211.3,3615.4,509.2,71.9,5.0
RC-0,0,0.2,9.0,2,359.0,4300.6,3695.7,517.2,72.8,5.0
RC-0,0,0.2,9.0,2,366.3,4380.1,3776.1,525.5,73.8,5.0
RC-0,0,0.2,9.0,2,373.6,4471.6,3856.4,534.0,74.7,5.0
RC-0,0,0.2,9.0,2,380.9,4550.3,3936.7,542.8,75.6,5.0
RC-0,0,0.2,9.0,2,388.2,4655.7,4017.1,552.0,76.5,5.0
RC-0,0,0.2,9.0,2,395.5,4748.0,4097.4,561.4,77.3,5.0
RC-0,0,0.2,9.0,2,402.8,4835.9,4177.9,603.4,78.2,5.0
RC-0,0,0.2,9.0,2,410.1,4956.3,4259.2,612.4,79.0,5.0
RC-0,0,0.2,9.0,2,417.4,5063.7,4341.8,621.6,79.8,5.0
RC-0,0,0.2,9.0,2,424.7,5131.9,4425.5,631.2,80.6,5.0
RC-0,0,0.2,9.0,2,432.0,5224.2,4510.4,641.0,81.3,5.0
RC-0,0,0.2,9.0,2,439.3,5323.5,4596.5,651.2,82.1,5.0
RC-0,0,0.2,9.0,2,446.6,5405.7,4683.7,661.7,82.8,5.0
RC-0,0,0.2,9.0,2,453.9,5530.1,4772.2,672.5,83.6,5.0
RC-0,0,0.2,9.0,2,461.2,5630.2,4861.7,683.7,84.3,5.0
RC-0,0,0.2,9.0,2,468.5,5735.8,4952.5,695.3,85.0,5.0
RC-0,0,0.2,9.0,2,475.8,5843.6,5044.5,707.3,85.7,5.0
RC-0,0,0.2,9.0,2,483.1,5931.6,5137.6,719.7,86.4,5.0
RC-0,0,0.2,9.0,2,490.4,6055.5,5231.9,732.5,87.0,5.0
RC-0,0,0.2,9.0,2,497.7,6167.4,5327.3,745.8,87.7,5.0
RC-0,0,0.2,9.0,2,505.1,6264.5,5423.9,759.6,88.3,5.0
RC-0,0,0.2,9.0,2,512.4,6390.9,5521.8,773.9,89.0,5.0
RC-0,0,0.2,9.0,2,519.7,6500.3,5620.7,788.8,89.6,5.0
RC-0,0,0.2,9.0,2,527.0,6605.9,5720.9,804.2,90.2,5.0
RC-0,0,0.2,9.0,2,534.3,6737.6,5822.2,820.3,90.8,5.0
RC-0,0,0.2,9.0,2,541.6,6848.8,5924.7,837.0,91.4,5.0
RC-0,0,0.2,9.0,2,548.9,6985.3,6028.4,854.4,92.0,5.0
RC-0,0,0.2,9.0,2,556.2,7094.8,6133.3,872.5,92.6,5.0
RC-0,0,0.2,9.0,2,563.5,7204.6,6239.3,891.5,93.2,5.0
RC-0,0,0.2,9.0,2,570.8,7355.5,6346.5,911.3,93.7,5.0
RC-0,0,0.2,9.0,2,578.1,7484.5,6454.8,931.9,94.3,5.0
RC-0,0,0.2,9.0,2,585.4,7596.6,6564.4,953.6,94.8,5.0
RC-0,0,0.2,9.0,2,592.7,7758.0,6675.1,976.2,95.4,5.0
RC-0,0,0.2,9.0,2,600.0,7893.4,6787.0,1000.0,95.9,5.0
RC-0,0,0.4,18.0,1,23.0,587.0,0.0,600.0,0.0,5.0
RC-0,0,0.4,18.0,1,30.3,676.0,80.3,605.5,0.0,5.0
RC-0,0,0.4,18.0,1,37.6,769.7,160.7,611.2,0.0,5.0
