building_id,year,month,electricity_kwh,gas_kwh,total_kwh,electricity_cost_eur,gas_cost_eur,eui_kwh_m2,carbon_emissions_kg_co2
BLD_00001,2021,10,340836.2983634445,81437.72236814268,422274.0207315872,82560.08687891044,6022.760445909083,13.992350313781515,124528.64700991799
BLD_00001,2021,11,259479.12527056164,175452.58874686356,434931.7140174252,39844.531174204625,9963.548061184127,14.411771992418059,100502.82777641038
BLD_00001,2021,12,231357.7647030307,156121.10673729132,387478.871440322,45360.41831890754,14560.04449582043,12.839388269703557,146926.45496325777
BLD_00001,2020,1,276373.02494121843,188188.14449694328,464561.1694381617,65163.77012832119,16088.580988710086,15.39356509239435,118137.66535862356
BLD_00001,2020,2,236944.3319858258,174086.7751932636,411031.1071790894,37598.274116150984,16338.468037127812,13.619808368857779,112752.70323931603
BLD_00001,2020,3,351215.5634882485,89767.235559298,440982.7990475465,81814.17175677409,5846.668890517542,14.612279002944657,134508.61038048659
BLD_00001,2020,4,350538.4043989341,78334.7587667247,428873.1631656588,58715.62952603841,5382.442731141059,14.211017596575983,88982.17811305863
BLD_00001,2020,5,352079.22386261146,83760.82091560724,435840.0447782187,59927.34884178951,4575.870896791009,14.441870178860567,131274.55885437437
BLD_00001,2020,6,375571.6720215697,91805.64677294885,467377.31879451853,86344.87678320342,8744.284967504243,15.486880206267108,107877.95543701404
BLD_00001,2020,7,316632.428042263,80598.55551072836,397230.9835529914,58264.036663840874,5978.284787061523,13.162531447546547,148872.567102111
BLD_00001,2020,8,370339.97109417524,83889.67870635871,454229.64980053395,67044.81919295275,5567.497714454288,15.051222833704253,160750.18307665648
BLD_00001,2020,9,338061.1703273398,87272.21686703371,425333.3871943735,54030.67945298015,8649.870025084618,14.093724599633571,128973.5554897026
BLD_00001,2020,10,323549.78506864083,88510.25556770485,412060.0406363457,80651.91315896396,5333.570955831021,13.653902811510342,85424.37609780906
BLD_00001,2020,11,243775.7752504082,160071.67366602828,403847.44891643646,46014.82806409776,14925.164508680611,13.381772737938816,90125.50335683502
BLD_00001,2020,12,274718.027513607,166709.02198165306,441427.04949526006,49750.921550387655,8702.460708107483,14.626999557812542,163162.38702337848
BLD_00002,2024,1,272421.4869024775,164644.9093369836,437066.39623946114,55713.4301110511,13686.00568207594,32.899189932680656,128923.34667543328
BLD_00002,2024,2,261913.59838348324,154280.0055924033,416193.60397588654,44216.956604851766,10680.766662189804,31.328037441862076,160191.4234352628
BLD_00002,2024,3,264479.0917933477,64950.34961101123,329429.4414043589,61887.12062158034,3748.5032044051127,24.79706025315422,131604.1656957401
BLD_00002,2024,4,282898.464651001,63219.25328741917,346117.71793842013,61390.836276719245,3585.408664622969,26.05323273419386,74190.05570625502
BLD_00002,2024,5,224576.40474595412,58165.7372573288,282742.1420032829,34039.220822904535,5006.148276014942,21.28277879922521,84070.62410480758
BLD_00002,2024,6,236304.5726366646,61255.90625925426,297560.4788959189,45765.93638398253,6095.629265716542,22.3981957796013,64550.59478474895
BLD_00002,2024,7,234774.65062254315,67075.63632303238,301850.2869455755,50294.43282978363,4748.470317100504,22.721101431956857,87900.5334250274
BLD_00002,2024,8,274356.0431857494,62639.773855454565,336995.81704120396,62798.13456901665,5025.055092117222,25.366602161020754,96091.2683887736
BLD_00002,2024,9,276444.07951522345,69168.14949348403,345612.22900870745,46437.0039683823,5220.171822449835,26.015183191949085,107281.49410660328
BLD_00002,2024,10,272890.35830157547,74950.57497134314,347840.9332729186,53214.86881464079,5079.052809608849,26.182943892663964,82493.33196514436
BLD_00002,2024,11,233808.7829347378,153447.58505081767,387256.36798555544,49206.77118916483,12106.542615155025,29.14985208795737,143037.3131069728
BLD_00002,2024,12,244368.06170200708,162871.18392502246,407239.24562702957,42440.62231647536,12229.41741962594,30.654018257182116,114909.70538778068
BLD_00002,2023,1,258383.81323035187,193890.2220599865,452274.03529033833,47634.24895297983,17241.951040249885,34.04391075740483,132866.24483301048
BLD_00002,2023,2,256834.09100146612,175842.12358529939,432676.2145867655,51692.050044938296,12917.647193509207,32.568728883115384,150036.06303685682
BLD_00002,2023,3,282016.9539769609,76134.1144864893,358151.0684634502,54175.91110787796,7463.356067143188,26.959016129704747,128807.11365951836
BLD_00002,2023,4,283909.92530630657,63478.24892458866,347388.17423089524,50797.403547222064,3286.034839598891,26.1488634741156,133596.0787056177
BLD_00002,2023,5,269309.5353129012,70574.33444771057,339883.8697606118,60579.167671076415,6093.993966585565,25.583993833702305,106295.70786700684
BLD_00002,2023,6,282301.9339430714,67939.70093651622,350241.6348795876,44079.12542312875,5004.3042986217915,26.363651306478094,81892.04493112913
BLD_00002,2023,7,271572.1885417547,62605.09241911373,334177.2809608684,42137.680789769845,6230.348704583854,25.15444319698942,120898.37463898158
BLD_00002,2023,8,294817.70681431616,62744.73303007374,357562.4398443899,62628.62681022883,4037.0452346272755,26.914708434341076,77412.99528055167
BLD_00002,2023,9,271983.2575679278,71677.463459746,343660.7210276738,54548.856317495476,6635.344984421638,25.868287817984,87829.2877837553
BLD_00002,2023,10,333811.75426307216,69968.06390560504,403779.8181686772,54496.06283148495,4481.356298159157,30.393617636155398,150033.144101387
BLD_00002,2023,11,260155.30609032692,178991.3293875305,439146.63547785743,39392.794756585776,9947.885277706859,33.05577526250298,103165.54383703166
BLD_00002,2023,12,255492.02537622477,161135.59649490454,416627.6218711293,53443.05859780174,9274.44618611036,31.360707162738883,120543.13378441829
BLD_00002,2022,1,268511.5524318092,195532.31831342357,464043.8707452328,48368.78845635003,17071.443213221068,34.929858648706045,162640.6808277168
BLD_00002,2022,2,268346.8064470924,190182.92210432753,458529.7285514199,54542.04744042574,13120.727347673112,34.514793997406095,156414.37673003797
BLD_00002,2022,3,348208.5163878494,78623.4790200843,426831.9954079337,68756.89083927602,4501.783185449459,32.12881842917314,159658.87559195416
BLD_00002,2022,4,266372.49198011856,67474.3992016655,333846.89118178404,40271.87255228788,6501.909103668488,25.129573849477385,96736.85221520995
BLD_00002,2022,5,297161.66238168086,63629.45522162681,360791.11760330765,64736.472179173026,6241.2946663153325,27.157739890742178,121433.36500054368
BLD_00002,2022,6,273209.4553897657,75105.83778189121,348315.2931716569,42102.05833485021,7201.568848946507,26.218650267117166,114067.9746581752
BLD_00002,2022,7,306229.94346081803,68823.5353985927,375053.47885941074,75215.69820724652,4927.028305010832,28.23130705557167,143873.66617116393
BLD_00002,2022,8,287044.9722545371,74628.52985741163,361673.50211194874,67695.41387795453,4981.332748173307,27.22415939998199,91654.41755890995
BLD_00002,2022,9,273720.0615104922,76034.45201483171,349754.5135253239,43748.04208340038,6289.35424292364,26.32698434216312,97312.46157165756
BLD_00002,2022,10,314638.5841937534,83484.44095075036,398123.0251445038,71522.10171145352,7301.0938470136425,29.967815264448515,138094.02391117075
BLD_00002,2022,11,282911.8119880752,165657.98656506927,448569.79855314444,59092.47739399677,9897.449150538907,33.76508266853527,119984.04210553021
BLD_00002,2022,12,263230.02309255686,184176.96431315047,447406.98740570736,57654.701509669,10865.673358994363,33.67755467479216,138482.5342168964
BLD_00002,2021,1,295904.5343307605,166940.18413126803,462844.71846202854,64970.38660186436,10461.604951401885,34.839595157706086,135794.52823320174
BLD_00002,2021,2,243570.05683291805,162599.30857737944,406169.3654102975,59338.10027880388,13323.228874272176,30.573485430228747,156187.99335533901
BLD_00002,2021,3,316086.1482971436,75402.32312069327,391488.47141783684,56149.02380608008,5379.893166534063,29.46841415502851,149031.16521070126
BLD_00002,2021,4,273513.7078463208,67088.74541659017,340602.453262911,62084.34344267776,4439.276130616926,25.638083590608897,79153.69619737413
BLD_00002,2021,5,243453.8519358478,61781.59892627365,305235.4508621215,38319.56472025088,5489.622353496748,22.975912031906724,84415.85539248734
BLD_00002,2021,6,292686.2892088286,69378.7908782158,362065.0800870444,53639.29143459938,3677.2793623154694,27.253634551325057,141611.3068211603
BLD_00002,2021,7,305086.8900305322,77916.10257886314,383002.99260939535,53837.611178160245,5612.198822161668,28.829688823155355,114266.7816667734
BLD_00002,2021,8,293800.7185278313,74450.73592814014,368251.4544559715,71352.03994274944,5994.408020064584,27.71929996763057,86792.60862372065
BLD_00002,2021,9,264174.9120776841,76571.66097291457,340746.5730505986,52625.15606180384,4379.411247516115,25.648931883474667,120536.19182928499
BLD_00002,2021,10,295888.9308594545,82383.9447745761,378272.8756340306,50845.15437550282,6769.234039675927,28.47363990675442,144697.63813765626
BLD_00002,2021,11,286067.73527076555,178921.77966012983,464989.5149308954,63375.455161711805,9870.104713118584,35.00103988785078,99779.26388721596
BLD_00002,2021,12,303423.3452697941,199649.20434461764,503072.5496144118,62849.42955545348,12484.028314303017,37.86765466776954,145476.71410076594
BLD_00002,2020,1,271779.1608503977,200341.26305835077,472120.4239087485,51654.74950308053,16350.576981720313,35.53780302240783,184960.15276580452
BLD_00002,2020,2,303178.25154926034,192137.77496009722,495316.02650935756,48225.56322239412,14742.98410081497,37.28379983691086,194255.56756757206
BLD_00002,2020,3,320873.37857301516,87516.07659038666,408389.4551634018,50712.650818711525,6387.095473880493,30.740597692995703,144284.6552569203
BLD_00002,2020,4,325536.855632723,76415.32530892307,401952.1809416461,69918.56403771474,4495.583525176297,30.256046354589312,83552.28711297938
BLD_00002,2020,5,284321.93279199244,77097.10453037097,361419.0373223634,53570.90578192871,4591.144759654467,27.20500513528496,122584.82810924509
BLD_00002,2020,6,282921.4892338966,69956.24539325312,352877.7346271497,67801.02295263232,5703.592350666128,26.56207778589341,95930.59706435766
BLD_00002,2020,7,321888.63390417886,79521.79890553308,401410.43280971196,51014.92201173009,6492.124947837941,30.215267482451058,139315.44627488
BLD_00002,2020,8,318354.9117509821,75895.64114993792,394250.55290092004,52208.38936862337,4527.526842647643,29.67632362622864,135601.61305870017
BLD_00002,2020,9,271248.1514614515,82130.16773017163,353378.31919162313,56770.757858471974,6115.545957998403,26.599758163075638,75127.70984020729
BLD_00002,2020,10,358002.7017312474,83847.35984907603,441850.06158032344,73052.31459274291,5482.489082513765,33.259269581854106,135554.3008246896
BLD_00002,2020,11,282773.4573067669,202198.7632322497,484972.2205390166,66006.40253644405,14652.406953201507,36.50519310765182,193584.773279709
BLD_00002,2020,12,284059.82790625375,201958.7170582995,486018.5449645532,43661.20791455872,10663.970124465171,36.58395282540434,173778.7041601873
BLD_00003,2024,1,371018.40294185013,254908.94919048302,625927.3521323332,79108.34400812922,17539.40607272164,24.970044521743542,144933.9367392422
BLD_00003,2024,2,375437.8114281674,276087.7960026212,651525.6074307886,89340.19306840055,14918.716142774418,25.991232639348365,131246.44501616064
BLD_00003,2024,3,490414.9686002119,114740.89629434446,605155.8648945563,118981.38792353471,9791.651029523111,24.141410081431594,192891.07465210673
BLD_00003,2024,4,387094.3931728211,108570.51200437406,495664.90517719515,69047.24802383881,9193.22725254341,19.773500403803514,177670.16479343383
BLD_00003,2024,5,397839.47411362495,95038.77228499473,492878.24639861967,78613.57632978045,5354.923600927013,19.66233256055319,112680.62810536711
BLD_00003,2024,6,430860.08386470366,92902.91748717183,523763.0013518755,76303.15567648245,6737.408442506539,20.89441437260171,129815.05364200896
BLD_00003,2024,7,380793.3986659793,97876.1484210532,478669.54708703246,63765.71805600251,8278.724669208275,19.09550662908089,152817.3562503675
BLD_00003,2024,8,382270.7485583088,99979.78578463514,482250.5343429439,84757.02280024257,8058.619772233498,19.238362522671878,104939.76040257378
BLD_00003,2024,9,440436.0902260596,97763.12317643322,538199.2134024928,102466.73399758257,6360.467652987546,21.470316442388608,152717.88785587667
BLD_00003,2024,10,455959.89128393243,109193.39942947736,565153.2907134098,93823.34118597678,6507.396263890568,22.545592204349273,224547.10387229567
BLD_00003,2024,11,368165.64585112175,262950.0786754106,631115.7245265323,91186.95346542072,21284.769425494946,25.177023637190707,235119.77251812353
BLD_00003,2024,12,376731.1813581143,286804.06193064275,663535.243288757,93684.8366864762,21618.440626053038,26.470331597145627,194311.78489585908
BLD_00003,2023,1,381700.7358996073,246087.4638397729,627788.1997393803,74233.95659580803,19437.978443593205,25.044279091359094,178174.61231275403
BLD_00003,2023,2,356965.60646162095,239862.15252917682,596827.7589907978,80213.26857434772,22767.388788413075,23.80917795498718,146827.17686439224
BLD_00003,2023,3,498878.606539106,126299.77874154542,625178.3852806514,80326.08415494185,7753.430150776512,24.940166077275354,154683.9319195331
BLD_00003,2023,4,417441.46429657,97307.20823877613,514748.6725353461,79839.66483270346,5838.217597613088,20.534806838092198,194715.54002486257
BLD_00003,2023,5,426310.445225122,89505.19078441145,515815.6360095334,67081.21539585089,7093.699246333895,20.577371083547792,108768.94508715496
BLD_00003,2023,6,382404.8209896278,92562.62039678384,474967.44138641167,74028.41319492078,5628.571711896336,18.947818971952977,152885.70706995585
BLD_00003,2023,7,396882.01674834214,106851.73688927035,503733.7536376125,66599.21408260181,7337.963329701177,20.095390004265045,146862.58785047202
BLD_00003,2023,8,450232.3236945614,103433.86991862443,553666.1936131858,76276.33076370817,7026.2120257800925,22.087338822321733,140597.38760387615
BLD_00003,2023,9,384606.419075661,95066.45814912367,479672.8772247847,70609.55929934511,4905.878883562422,19.135532357505014,150489.29067753573
BLD_00003,2023,10,470272.1032061329,108715.11208188655,578987.2152880194,83736.8460897018,6039.718444100392,23.097467292347364,169705.12414117574
BLD_00003,2023,11,350494.90153478354,258728.61872160365,609223.5202563872,67232.7672190708,22772.511439995014,24.30368056719645,148632.69652200252
BLD_00003,2023,12,370573.52418494294,255936.80240958647,626510.3265945294,66523.93281761452,14803.232676944312,24.99330105179689,224862.75087890725
BLD_00003,2022,1,463798.39094804996,290468.4151389248,754266.8060869747,92955.23082764974,20706.00674934296,30.089874911366984,210337.88218661086
BLD_00003,2022,2,413820.499307724,258241.62831359368,672062.1276213177,95580.80440576267,21907.328207781782,26.81049356752519,147584.73617902483
BLD_00003,2022,3,485275.35906852485,124037.63273936204,609312.9918078869,96826.26658907742,6717.205433442436,24.307249845031595,213634.72450944703
BLD_00003,2022,4,474018.18159711943,104233.334343961,578251.5159410804,103959.76388358843,7330.824634785809,23.068118126849,140862.8192985093
BLD_00003,2022,5,413794.09677256655,103225.42191234785,517019.5186849144,76899.73004828782,6395.136930382876,20.625397430216957,206699.40495133155
BLD_00003,2022,6,375606.5507741799,102504.64919686165,478111.1999710416,56939.3300285384,8554.195476587618,19.07323255478555,111094.18937585554
BLD_00003,2022,7,474937.4897283137,104927.02738492984,579864.5171132436,93053.68721536099,8238.76944767192,23.132465388468628,183661.6611088298
BLD_00003,2022,8,436187.3892789944,104365.13881112254,540552.5280901169,108018.35141060546,7638.279132025488,21.564196941976082,123097.2071243314
BLD_00003,2022,9,479788.9865140119,120362.1225202548,600151.1090342667,105703.98559982704,7131.129206294975,23.941755958271514,224642.77762345635
BLD_00003,2022,10,534878.7241479872,133336.75892654093,668215.4830745282,113758.59309061553,11359.638930583815,26.657039839603822,133825.33887981824
BLD_00003,2022,11,402765.3323630045,248114.5286931422,650879.8610561467,85680.47149881373,17180.43334274287,25.96547195694707,220095.10815181234
BLD_00003,2022,12,471151.05320156214,299354.7088739527,770505.7620755148,95687.02510125963,19407.01581773734,30.73769362809044,270122.062543897
BLD_00003,2021,1,416050.48062531045,275344.887550859,691395.3681761695,93706.0986669638,25760.32300643968,27.581752206023165,235467.63769503267
BLD_00003,2021,2,365651.1335109758,268496.5268387975,634147.6603497732,82387.54436867339,23639.587461501178,25.297976288062223,167473.80795810142
BLD_00003,2021,3,479833.7928378215,113287.27727310958,593121.0701109311,115060.93046334854,8516.744759274492,23.661307461641243,168793.84907532125
BLD_00003,2021,4,455466.8665728965,105115.24428428816,560582.1108571846,70800.50240435936,7215.182785284215,22.363234676533956,162839.08553505142
BLD_00003,2021,5,426919.73944413156,95958.04007379027,522877.77951792185,85445.85532917557,8778.048756354812,20.859100324525457,153743.20186369718
BLD_00003,2021,6,359177.52907195396,96332.17601238153,455509.7050843355,72981.44300611441,8792.13664249331,18.17159383959534,173043.69103843372
BLD_00003,2021,7,416320.40482803993,95182.49200628341,511502.89683432336,81264.84304697406,6511.1765800724725,20.405323498714186,171180.2223258104
BLD_00003,2021,8,408026.459724664,107912.23600599552,515938.6957306595,89489.30518015202,10672.975771052972,20.582280290191157,194315.96099738785
BLD_00003,2021,9,436403.043927438,106079.91813993483,542482.9620673729,73680.26425900785,9992.616805210206,21.641207512282932,117969.29429304754
BLD_00003,2021,10,494182.5742739731,108665.33145144707,602847.9057254202,93434.23463786843,6404.798859729201,24.049338944084152,236106.16659533774
BLD_00003,2021,11,375577.3363221721,260985.83641631575,636563.1727384878,59226.56701695088,15199.37426662357,25.39433803305316,141574.7790463291
BLD_00003,2021,12,419023.8401032984,284142.0003900217,703165.8404933201,69053.2031400547,16345.241136983177,28.051310241472404,169358.35876883913
BLD_00003,2020,1,384080.8173670833,278351.6456487408,662432.4630158241,69384.00779677289,24902.280521168643,26.426338516448595,162532.0361687931
BLD_00003,2020,2,420100.8865020905,293540.8973663961,713641.7838684865,78638.78226450185,18906.18093840964,28.469225789649094,263407.1391234471
BLD_00003,2020,3,486399.26083933015,120285.14927867966,606684.4101180098,80175.05479532534,7724.60423311247,24.202388152054493,237360.88979686462
BLD_00003,2020,4,458281.29742642835,98903.48421071819,557184.7816371466,97092.86105077919,5740.308190689615,22.227705430862912,171091.01842830144
BLD_00003,2020,5,386142.5497374522,93097.04421559487,479239.59395304706,64960.0085684329,5471.124044488707,19.118247440095736,163718.89948208517
BLD_00003,2020,6,436616.99853842513,109832.77822056098,546449.7767589861,104993.77634192552,9854.511424614115,21.79945517332802,126913.47576006138
BLD_00003,2020,7,439199.2912138309,105780.60235145151,544979.8935652823,71014.89473970875,10545.12564592539,21.74081729999734,171616.91201827337
BLD_00003,2020,8,444368.94594413496,112777.76704879921,557146.7129929342,86247.06381538595,7723.428295762891,22.2261867630213,134289.66970671798
BLD_00003,2020,9,462578.6990970584,109067.64998069598,571646.3490777544,102097.33507856094,9082.899116991837,22.804619000170916,226145.8753109467
BLD_00003,2020,10,505170.135614152,122975.2667469645,628145.4023611165,83249.22024438898,8906.047727073379,25.05852893255496,248175.936743391
BLD_00003,2020,11,409243.7481504514,267940.44179027574,677184.1899407271,83225.56662743476,15024.626617160122,27.014827383139874,138812.62895925718
BLD_00003,2020,12,430326.65165238705,305625.8421710455,735952.4938234326,104615.37465022868,27025.242691437943,29.3592642565556,286696.0423542144
BLD_00004,2024,1,556805.4120518672,367024.5751869823,923829.9872388495,132202.40563189174,19958.771274053655,26.63194614856412,319248.54894144955
BLD_00004,2024,2,487056.50420698064,373767.5245905083,860824.0287974889,94694.51730055815,37238.40550873161,24.815625704946434,310531.1645360048
BLD_00004,2024,3,624226.211958677,147715.3852474881,771941.5972061651,111651.22378426902,13336.28255412213,22.253344587867293,304200.6730287541
BLD_00004,2024,4,658258.0498427317,161528.4440085013,819786.493851233,126637.80311734164,15316.359876331444,23.63260562998113,186840.4397070237
BLD_00004,2024,5,675653.2291792135,149832.8054654467,825486.0346446602,141020.995254124,8136.505492305554,23.796910605548945,199401.73041891487
BLD_00004,2024,6,689241.6620062288,161400.02610102572,850641.6881072546,136098.56355447005,15070.935803628745,24.52209166440382,337983.4794851505
BLD_00004,2024,7,695685.7920485559,184293.72367956102,879979.515728117,108952.44976607675,18061.66306379559,25.36783542257072,309068.8788804948
BLD_00004,2024,8,786029.0395688341,195245.3738341446,981274.4134029787,124856.64748761557,13759.533465888417,28.287940092548016,375712.4073547209
BLD_00004,2024,9,668513.6620335829,159801.16722575715,828314.8292593401,127987.87744721785,12431.043420568427,23.878458408590788,283324.59148134885
BLD_00004,2024,10,736277.1863707736,167422.89239557853,903700.0787663521,166048.45212047087,9517.38067327193,26.051646043760883,214358.81869287175
BLD_00004,2024,11,502598.8571797098,329002.4123888421,831601.2695685519,94577.52165763435,25561.298367659914,23.973199110391338,173344.4429666939
BLD_00004,2024,12,525402.9312790141,395478.0950318746,920881.0263108887,122221.76784904987,36276.91303571614,26.546934220273716,240150.0023634135
BLD_00004,2023,1,603020.1668583668,366650.187837343,969670.3546957099,97664.16233705974,27728.394706335614,27.95342111084618,305497.2995466568
BLD_00004,2023,2,520963.5083646524,367382.6122438513,888346.1206085037,122180.53323574834,21360.492699160848,25.609025872868546,188064.7204255077
BLD_00004,2023,3,799645.589558595,195449.1913887934,995094.7809473884,145509.99751604322,18355.779525099882,28.686350286285233,225985.50608719062
BLD_00004,2023,4,728785.0498590469,188838.1471395454,917623.1969985923,121219.46245009365,12016.43557522653,26.453018309332563,260515.79591914406
BLD_00004,2023,5,790362.348885323,180166.9519359628,970529.3008212858,190643.66741651925,12215.17811820088,27.97818260081386,250368.64672779033
BLD_00004,2023,6,770126.6722621254,200089.50556109103,970216.1778232164,156305.8589602225,19371.83575443474,27.969155967193334,293755.55252622423
BLD_00004,2023,7,768599.5391847839,187071.6934520528,955671.2326368367,174198.66131887631,11067.605655713742,27.549857825448413,209198.0865903029
BLD_00004,2023,8,773858.8142035517,222506.00895026323,996364.823153815,174321.64248620233,17174.26353416997,28.722962754071705,373127.29450605187
BLD_00004,2023,9,704534.5665125735,202315.79567404726,906850.3621866207,163932.65267313266,17044.773494825713,26.14246164788742,235975.5789211012
BLD_00004,2023,10,783884.8640649322,195373.73792635326,979258.6019912855,171313.6252951495,16492.929717918305,28.229828771522023,214620.85858588887
BLD_00004,2023,11,621153.9026573458,395562.53220193763,1016716.4348592834,129202.90890560599,36061.751297338,29.309654065745256,205965.9403310932
BLD_00004,2023,12,604549.6161658121,420706.4828709014,1025256.0990367136,122008.4350019076,28881.798647732656,29.555833427361218,304480.3563166893
