building_id,assessment_date,energy_rating,primary_energy_kwh_m2_yr,co2_emissions_kg_m2_yr,renewable_energy_pct,assessor_id,certificate_number,valid_until,recommendations
BLD_00018,2024-01-15,E,290.3,79.7,23.90260670562339,ASR_8559,EPC2024624513,2034-01-15,Cavity wall insulation; New boiler; Loft insulation
BLD_00018,2022-01-15,E,254.5,73.1,2.0952681467421295,ASR_1529,EPC2022815153,2032-01-15,Double glazing; New boiler; Loft insulation
BLD_00018,2020-01-15,F,338.4,92.5,7.800877440726094,ASR_9803,EPC2020226858,2030-01-15,Heating system upgrade; Full insulation upgrade; Window replacement
BLD_00019,2024-01-15,E,263.4,56.7,2.266577161544591,ASR_2509,EPC2024685410,2034-01-15,Cavity wall insulation; New boiler; Double glazing
BLD_00019,2022-01-15,E,287.4,66.7,19.505219979498474,ASR_4127,EPC2022888432,2032-01-15,Cavity wall insulation; New boiler; Loft insulation
BLD_00019,2020-01-15,F,385.9,106.7,29.83049036687685,ASR_3493,EPC2020782039,2030-01-15,Window replacement; Full insulation upgrade; Heating system upgrade
BLD_00020,2024-01-15,D,211.7,47.0,6.9654352203953485,ASR_8180,EPC2024413337,2034-01-15,Wall insulation; Efficient boiler; Double glazing
BLD_00020,2022-01-15,D,155.6,54.6,27.315184932948682,ASR_6593,EPC2022385320,2032-01-15,Wall insulation; Double glazing; Efficient boiler
BLD_00020,2020-01-15,D,200.2,43.5,5.053680287951748,ASR_8983,EPC2020895302,2030-01-15,Efficient boiler; Wall insulation; LED lighting
BLD_00021,2024-01-15,B,85.1,17.4,8.17844809797482,ASR_1167,EPC2024536089,2034-01-15,Install solar panels; Smart thermostats; Upgrade to heat pump
BLD_00021,2022-01-15,B,82.7,14.9,18.00388880307146,ASR_7479,EPC2022143829,2032-01-15,Smart thermostats; Install solar panels; Upgrade to heat pump
BLD_00021,2020-01-15,B,52.8,11.1,4.767715015012875,ASR_9004,EPC2020169730,2030-01-15,Upgrade to heat pump; Install solar panels; Smart thermostats
BLD_00022,2024-01-15,D,200.5,41.6,19.948142120055717,ASR_2998,EPC2024158894,2034-01-15,Double glazing; Wall insulation; Efficient boiler
BLD_00022,2022-01-15,D,157.3,54.0,0.1152340545436803,ASR_4818,EPC2022320430,2032-01-15,Wall insulation; Efficient boiler; LED lighting
BLD_00022,2020-01-15,E,262.0,68.2,14.28132328783369,ASR_4232,EPC2020842640,2030-01-15,Double glazing; New boiler; Cavity wall insulation
BLD_00023,2024-01-15,D,164.8,35.8,24.139074483527903,ASR_4368,EPC2024309864,2034-01-15,Efficient boiler; LED lighting; Wall insulation
BLD_00023,2022-01-15,D,178.9,36.1,18.783529005157213,ASR_5134,EPC2022327337,2032-01-15,Wall insulation; Double glazing; LED lighting
BLD_00023,2020-01-15,D,216.4,52.2,6.190580986349144,ASR_7366,EPC2020854942,2030-01-15,Efficient boiler; Double glazing; LED lighting
BLD_00024,2024-01-15,F,400.3,80.3,26.411539348541588,ASR_3245,EPC2024435050,2034-01-15,Full insulation upgrade; Window replacement; Heating system upgrade
BLD_00024,2022-01-15,F,409.7,94.3,6.423674694980757,ASR_3824,EPC2022506698,2032-01-15,Heating system upgrade; Full insulation upgrade; Window replacement
BLD_00024,2020-01-15,F,432.9,84.4,22.815540671645255,ASR_8826,EPC2020638322,2030-01-15,Full insulation upgrade; Heating system upgrade; Window replacement
BLD_00025,2024-01-15,B,71.0,19.6,28.29856027357045,ASR_6798,EPC2024924584,2034-01-15,Smart thermostats; Install solar panels; Upgrade to heat pump
BLD_00025,2022-01-15,B,56.7,18.6,3.787195266374659,ASR_1596,EPC2022316943,2032-01-15,Upgrade to heat pump; Install solar panels; Smart thermostats
BLD_00025,2020-01-15,B,74.2,14.1,11.278326652836343,ASR_7121,EPC2020125035,2030-01-15,Install solar panels; Smart thermostats; Upgrade to heat pump
BLD_00026,2024-01-15,B,88.0,18.0,13.648575014801885,ASR_9964,EPC2024404289,2034-01-15,Smart thermostats; Install solar panels; Upgrade to heat pump
BLD_00026,2022-01-15,B,63.3,14.1,18.811281986181232,ASR_2028,EPC2022597567,2032-01-15,Install solar panels; Smart thermostats; Upgrade to heat pump
BLD_00026,2020-01-15,C,140.1,23.3,7.941015131834707,ASR_1634,EPC2020956410,2030-01-15,Improve insulation; Upgrade windows; LED lighting
BLD_00027,2024-01-15,C,103.8,28.6,0.002787357666874657,ASR_6717,EPC2024474236,2034-01-15,Upgrade windows; Improve insulation; LED lighting
BLD_00027,2022-01-15,C,148.8,28.6,20.018957840336398,ASR_4154,EPC2022280426,2032-01-15,Improve insulation; LED lighting; Upgrade windows
BLD_00027,2020-01-15,C,101.8,23.1,3.978845021501174,ASR_8550,EPC2020164251,2030-01-15,LED lighting; Upgrade windows; Improve insulation
BLD_00028,2024-01-15,F,445.3,105.8,23.36740036738287,ASR_9592,EPC2024108789,2034-01-15,Full insulation upgrade; Heating system upgrade; Window replacement
BLD_00028,2022-01-15,F,449.7,80.9,3.2023736837331507,ASR_7799,EPC2022217455,2032-01-15,Heating system upgrade; Full insulation upgrade; Window replacement
BLD_00028,2020-01-15,F,412.6,90.0,19.105003037193104,ASR_9148,EPC2020376705,2030-01-15,Heating system upgrade; Window replacement; Full insulation upgrade
BLD_00029,2024-01-15,E,301.5,59.3,10.342233609218756,ASR_7575,EPC2024213994,2034-01-15,Double glazing; New boiler; Cavity wall insulation
BLD_00029,2022-01-15,E,231.1,76.2,26.973418125727306,ASR_3691,EPC2022810968,2032-01-15,Cavity wall insulation; Double glazing; New boiler
BLD_00029,2020-01-15,E,268.0,60.5,12.656986766600529,ASR_9409,EPC2020802160,2030-01-15,New boiler; Cavity wall insulation; Loft insulation
BLD_00030,2024-01-15,F,337.2,102.0,3.94903192470181,ASR_8831,EPC2024107053,2034-01-15,Window replacement; Heating system upgrade; Full insulation upgrade
BLD_00030,2022-01-15,F,431.4,95.8,25.693601839315725,ASR_6706,EPC2022521730,2032-01-15,Full insulation upgrade; Heating system upgrade; Window replacement
BLD_00030,2020-01-15,G,595.6,196.0,25.921032601503775,ASR_9297,EPC2020535696,2030-01-15,Full HVAC replacement; Insulation throughout; Complete thermal envelope retrofit
BLD_00031,2024-01-15,C,149.9,25.6,12.755103225299413,ASR_3825,EPC2024358051,2034-01-15,Upgrade windows; LED lighting; Improve insulation
BLD_00031,2022-01-15,C,140.2,23.8,13.025546149030035,ASR_2811,EPC2022146266,2032-01-15,LED lighting; Improve insulation; Upgrade windows
BLD_00031,2020-01-15,C,92.3,20.4,27.34403656497964,ASR_7759,EPC2020680746,2030-01-15,Improve insulation; LED lighting; Upgrade windows
BLD_00032,2024-01-15,E,270.8,55.0,5.5974110173462215,ASR_5073,EPC2024145918,2034-01-15,New boiler; Loft insulation; Cavity wall insulation
BLD_00032,2022-01-15,E,263.2,75.8,0.6579261817059867,ASR_3712,EPC2022477818,2032-01-15,New boiler; Loft insulation; Double glazing
BLD_00032,2020-01-15,E,256.2,70.4,12.867531698469147,ASR_1517,EPC2020302635,2030-01-15,New boiler; Loft insulation; Cavity wall insulation
BLD_00033,2024-01-15,C,142.4,31.0,24.117153574995452,ASR_7972,EPC2024714807,2034-01-15,LED lighting; Improve insulation; Upgrade windows
BLD_00033,2022-01-15,C,149.6,24.7,17.363255181106382,ASR_3176,EPC2022978193,2032-01-15,Upgrade windows; Improve insulation; LED lighting
BLD_00033,2020-01-15,D,204.5,40.1,6.976535849965181,ASR_2467,EPC2020864306,2030-01-15,LED lighting; Efficient boiler; Double glazing
BLD_00034,2024-01-15,A,43.6,0.6,4.737260310336557,ASR_7843,EPC2024896442,2034-01-15,Install solar panels; Smart building controls
BLD_00034,2022-01-15,A,5.5,2.1,21.584227665625825,ASR_3999,EPC2022463881,2032-01-15,Smart building controls; Install solar panels
BLD_00034,2020-01-15,B,51.3,12.8,28.675849251766547,ASR_9066,EPC2020204745,2030-01-15,Install solar panels; Upgrade to heat pump; Smart thermostats
BLD_00035,2024-01-15,E,271.8,79.2,11.797686843686826,ASR_1664,EPC2024501777,2034-01-15,Loft insulation; New boiler; Double glazing
BLD_00035,2022-01-15,E,238.4,67.8,11.811491704445508,ASR_6925,EPC2022163380,2032-01-15,New boiler; Double glazing; Loft insulation
BLD_00035,2020-01-15,F,366.1,81.1,28.95936960685667,ASR_7414,EPC2020305884,2030-01-15,Heating system upgrade; Window replacement; Full insulation upgrade
BLD_00036,2024-01-15,C,148.2,23.3,20.725550200597556,ASR_3502,EPC2024248514,2034-01-15,Improve insulation; LED lighting; Upgrade windows
BLD_00036,2022-01-15,C,105.2,22.3,16.806392891047043,ASR_3527,EPC2022852201,2032-01-15,LED lighting; Improve insulation; Upgrade windows
BLD_00036,2020-01-15,D,182.4,42.5,24.631586571431423,ASR_6530,EPC2020321316,2030-01-15,Efficient boiler; LED lighting; Wall insulation
BLD_00037,2024-01-15,C,105.9,23.1,3.233442981254285,ASR_5935,EPC2024343259,2034-01-15,LED lighting; Upgrade windows; Improve insulation
BLD_00037,2022-01-15,C,136.9,28.1,0.8406121356791696,ASR_6141,EPC2022845281,2032-01-15,LED lighting; Improve insulation; Upgrade windows
BLD_00037,2020-01-15,D,210.3,54.2,4.58971915083847,ASR_2469,EPC2020778044,2030-01-15,LED lighting; Double glazing; Efficient boiler
BLD_00038,2024-01-15,E,296.4,74.8,6.033752538279203,ASR_4696,EPC2024851720,2034-01-15,Loft insulation; Cavity wall insulation; New boiler
BLD_00038,2022-01-15,E,319.8,66.5,18.00259882099693,ASR_2037,EPC2022654020,2032-01-15,Double glazing; Loft insulation; Cavity wall insulation
BLD_00038,2020-01-15,F,444.3,94.5,11.569282359251062,ASR_1711,EPC2020543014,2030-01-15,Heating system upgrade; Window replacement; Full insulation upgrade
BLD_00039,2024-01-15,A,22.6,0.8,0.4316612913229134,ASR_6376,EPC2024887074,2034-01-15,Smart building controls; Install solar panels
BLD_00039,2022-01-15,A,40.5,7.9,23.84415103330422,ASR_4376,EPC2022546120,2032-01-15,Smart building controls; Install solar panels
BLD_00039,2020-01-15,B,89.3,11.0,5.4667563124268,ASR_4565,EPC2020769196,2030-01-15,Upgrade to heat pump; Smart thermostats; Install solar panels
BLD_00040,2024-01-15,F,338.4,90.8,12.278104787715415,ASR_9908,EPC2024711731,2034-01-15,Full insulation upgrade; Heating system upgrade; Window replacement
BLD_00040,2022-01-15,F,387.1,89.4,1.7979748016103403,ASR_9108,EPC2022355218,2032-01-15,Full insulation upgrade; Window replacement; Heating system upgrade
BLD_00040,2020-01-15,F,425.8,86.5,13.84437384221149,ASR_4104,EPC2020889195,2030-01-15,Full insulation upgrade; Window replacement; Heating system upgrade
BLD_00041,2024-01-15,D,172.1,40.7,24.55080987988593,ASR_3027,EPC2024205985,2034-01-15,LED lighting; Wall insulation; Efficient boiler
BLD_00041,2022-01-15,D,187.1,35.1,20.06070310526367,ASR_4825,EPC2022421622,2032-01-15,Double glazing; LED lighting; Efficient boiler
BLD_00041,2020-01-15,D,207.9,45.6,8.316823300723689,ASR_7877,EPC2020662917,2030-01-15,Wall insulation; Double glazing; Efficient boiler
BLD_00042,2024-01-15,A,10.8,10.0,12.001863402988961,ASR_4178,EPC2024567296,2034-01-15,Install solar panels; Smart building controls
BLD_00042,2022-01-15,A,47.1,2.9,5.948535250577011,ASR_4026,EPC2022533343,2032-01-15,Smart building controls; Install solar panels
BLD_00042,2020-01-15,B,86.7,13.8,6.716302749397948,ASR_2853,EPC2020947605,2030-01-15,Install solar panels; Upgrade to heat pump; Smart thermostats
BLD_00043,2024-01-15,E,253.2,56.9,22.119715011177554,ASR_2382,EPC2024702848,2034-01-15,Loft insulation; Cavity wall insulation; Double glazing
BLD_00043,2022-01-15,E,283.9,59.4,4.809663064303686,ASR_8596,EPC2022198195,2032-01-15,Cavity wall insulation; New boiler; Double glazing
BLD_00043,2020-01-15,F,432.3,100.8,12.596160687153908,ASR_1348,EPC2020654567,2030-01-15,Full insulation upgrade; Window replacement; Heating system upgrade
BLD_00044,2024-01-15,F,417.0,83.3,14.144279323964849,ASR_1091,EPC2024505132,2034-01-15,Heating system upgrade; Window replacement; Full insulation upgrade
BLD_00044,2022-01-15,F,411.3,90.3,19.355995176964385,ASR_1848,EPC2022207957,2032-01-15,Window replacement; Heating system upgrade; Full insulation upgrade
BLD_00044,2020-01-15,F,369.4,86.0,13.463049033592046,ASR_1759,EPC2020219996,2030-01-15,Window replacement; Full insulation upgrade; Heating system upgrade
BLD_00045,2024-01-15,F,365.3,109.9,8.251850198200788,ASR_8349,EPC2024400533,2034-01-15,Heating system upgrade; Full insulation upgrade; Window replacement
BLD_00045,2022-01-15,F,381.8,93.3,28.76306992796326,ASR_7815,EPC2022234921,2032-01-15,Full insulation upgrade; Window replacement; Heating system upgrade
BLD_00045,2020-01-15,F,413.0,94.1,9.640582965958787,ASR_2168,EPC2020924629,2030-01-15,Window replacement; Full insulation upgrade; Heating system upgrade
BLD_00046,2024-01-15,F,386.1,86.6,28.177003355793406,ASR_7785,EPC2024861241,2034-01-15,Heating system upgrade; Full insulation upgrade; Window replacement
BLD_00046,2022-01-15,F,441.4,101.9,0.8483145219489385,ASR_8257,EPC2022103616,2032-01-15,Full insulation upgrade; Window replacement; Heating system upgrade
BLD_00046,2020-01-15,F,375.4,81.0,18.430880229143487,ASR_3776,EPC2020754211,2030-01-15,Heating system upgrade; Window replacement; Full insulation upgrade
BLD_00047,2024-01-15,C,104.7,31.5,5.0494580651240115,ASR_8034,EPC2024132640,2034-01-15,LED lighting; Upgrade windows; Improve insulation
BLD_00047,2022-01-15,C,99.9,26.3,14.416966727197664,ASR_9459,EPC2022319977,2032-01-15,Improve insulation; Upgrade windows; LED lighting
BLD_00047,2020-01-15,C,113.0,22.7,17.710664618083037,ASR_2416,EPC2020489577,2030-01-15,Improve insulation; LED lighting; Upgrade windows
BLD_00048,2024-01-15,B,54.9,17.5,29.69843039262769,ASR_7780,EPC2024556662,2034-01-15,Upgrade to heat pump; Smart thermostats; Install solar panels
BLD_00048,2022-01-15,B,79.9,19.2,8.336545267826931,ASR_1525,EPC2022240957,2032-01-15,Upgrade to heat pump; Smart thermostats; Install solar panels
BLD_00048,2020-01-15,C,126.8,28.2,2.171115852812907,ASR_4420,EPC2020860425,2030-01-15,Upgrade windows; LED lighting; Improve insulation
BLD_00049,2024-01-15,E,316.0,71.8,15.002791974686625,ASR_2663,EPC2024512773,2034-01-15,Loft insulation; New boiler; Double glazing
BLD_00049,2022-01-15,E,232.9,55.6,24.192091720153222,ASR_8765,EPC2022237152,2032-01-15,Double glazing; Cavity wall insulation; Loft insulation
BLD_00049,2020-01-15,E,307.5,74.3,28.28954549776438,ASR_5487,EPC2020662357,2030-01-15,Double glazing; Loft insulation; Cavity wall insulation
BLD_00050,2024-01-15,B,55.8,17.7,15.918378217231187,ASR_3150,EPC2024965748,2034-01-15,Upgrade to heat pump; Install solar panels; Smart thermostats
BLD_00050,2022-01-15,B,75.6,19.4,10.781526257806087,ASR_9017,EPC2022683558,2032-01-15,Upgrade to heat pump; Install solar panels; Smart thermostats
BLD_00050,2020-01-15,B,55.1,15.4,25.54461927848784,ASR_1388,EPC2020414679,2030-01-15,Upgrade to heat pump; Install solar panels; Smart thermostats
BLD_00051,2024-01-15,C,129.0,27.9,2.808217024640353,ASR_8418,EPC2024682484,2034-01-15,LED lighting; Improve insulation; Upgrade windows
BLD_00051,2022-01-15,C,116.7,31.0,4.681800237316379,ASR_1919,EPC2022694947,2032-01-15,LED lighting; Upgrade windows; Improve insulation
BLD_00051,2020-01-15,C,133.1,25.9,12.006031296984244,ASR_8295,EPC2020112321,2030-01-15,Upgrade windows; Improve insulation; LED lighting
BLD_00052,2024-01-15,E,315.4,60.5,8.670671472162027,ASR_9198,EPC2024848400,2034-01-15,Loft insulation; Double glazing; New boiler
BLD_00052,2022-01-15,E,290.0,57.7,17.113650754746715,ASR_8733,EPC2022697829,2032-01-15,Cavity wall insulation; Loft insulation; New boiler
BLD_00052,2020-01-15,E,327.0,72.8,27.723815160952718,ASR_7346,EPC2020994502,2030-01-15,New boiler; Double glazing; Cavity wall insulation
BLD_00053,2024-01-15,F,419.0,86.9,28.193360997772754,ASR_6786,EPC2024786727,2034-01-15,Heating system upgrade; Window replacement; Full insulation upgrade
BLD_00053,2022-01-15,F,429.9,86.5,29.35912200621598,ASR_5910,EPC2022642727,2032-01-15,Window replacement; Full insulation upgrade; Heating system upgrade
BLD_00053,2020-01-15,F,433.3,104.3,14.18286801090507,ASR_9593,EPC2020593878,2030-01-15,Full insulation upgrade; Window replacement; Heating system upgrade
BLD_00054,2024-01-15,E,260.2,74.7,26.572390656455585,ASR_3882,EPC2024618247,2034-01-15,Double glazing; Cavity wall insulation; New boiler
BLD_00054,2022-01-15,E,259.7,72.0,2.1485513014054303,ASR_8488,EPC2022536308,2032-01-15,Cavity wall insulation; New boiler; Loft insulation
BLD_00054,2020-01-15,E,292.6,57.6,5.567064798367378,ASR_9378,EPC2020337779,2030-01-15,Cavity wall insulation; New boiler; Loft insulation
BLD_00055,2024-01-15,B,52.8,16.4,9.549181621521157,ASR_6235,EPC2024746450,2034-01-15,Install solar panels; Upgrade to heat pump; Smart thermostats
BLD_00055,2022-01-15,B,75.4,11.7,14.408547069631005,ASR_7252,EPC2022553805,2032-01-15,Smart thermostats; Install solar panels; Upgrade to heat pump
BLD_00055,2020-01-15,B,72.8,12.3,16.11778387063519,ASR_2528,EPC2020696305,2030-01-15,Install solar panels; Upgrade to heat pump; Smart thermostats
BLD_00056,2024-01-15,C,97.8,26.2,29.515599988078698,ASR_1220,EPC2024138607,2034-01-15,Upgrade windows; LED lighting; Improve insulation
BLD_00056,2022-01-15,C,94.2,31.0,24.44798252902886,ASR_6925,EPC2022964521,2032-01-15,Upgrade windows; Improve insulation; LED lighting
BLD_00056,2020-01-15,D,216.7,54.9,2.6029091807347315,ASR_2667,EPC2020816017,2030-01-15,Efficient boiler; LED lighting; Wall insulation
BLD_00057,2024-01-15,C,105.6,20.5,27.01740154376524,ASR_6394,EPC2024757462,2034-01-15,Upgrade windows; LED lighting; Improve insulation
BLD_00057,2022-01-15,C,120.9,27.4,15.25977349134074,ASR_9363,EPC2022564306,2032-01-15,LED lighting; Upgrade windows; Improve insulation
BLD_00057,2020-01-15,D,205.8,53.2,18.40027271735079,ASR_4893,EPC2020177666,2030-01-15,Double glazing; LED lighting; Wall insulation
BLD_00058,2024-01-15,E,266.0,66.6,3.7496810393279825,ASR_1834,EPC2024796244,2034-01-15,Cavity wall insulation; Double glazing; New boiler
BLD_00058,2022-01-15,E,294.3,66.6,25.764247528176647,ASR_5714,EPC2022744414,2032-01-15,New boiler; Cavity wall insulation; Double glazing
BLD_00058,2020-01-15,F,413.3,94.5,5.188463409035863,ASR_6984,EPC2020591046,2030-01-15,Heating system upgrade; Window replacement; Full insulation upgrade
BLD_00059,2024-01-15,B,66.1,14.6,20.016934820022403,ASR_1993,EPC2024109846,2034-01-15,Install solar panels; Smart thermostats; Upgrade to heat pump
BLD_00059,2022-01-15,B,63.0,19.5,25.283747773112264,ASR_8455,EPC2022809175,2032-01-15,Smart thermostats; Upgrade to heat pump; Install solar panels
BLD_00059,2020-01-15,C,135.6,20.7,6.773948410983475,ASR_5328,EPC2020708325,2030-01-15,Upgrade windows; LED lighting; Improve insulation
BLD_00060,2024-01-15,D,225.0,53.2,27.434567732225492,ASR_3046,EPC2024181081,2034-01-15,LED lighting; Wall insulation; Double glazing
BLD_00060,2022-01-15,D,172.6,38.3,0.5819179648245298,ASR_8645,EPC2022450483,2032-01-15,LED lighting; Double glazing; Wall insulation
BLD_00060,2020-01-15,E,321.5,62.5,24.321080550792217,ASR_4903,EPC2020711135,2030-01-15,Double glazing; Cavity wall insulation; Loft insulation
BLD_00061,2024-01-15,E,277.7,74.9,0.5528557323679784,ASR_4277,EPC2024204251,2034-01-15,Double glazing; Loft insulation; New boiler
