temperature,cte,units
436.0,1.971238208542382e-05,/°C
437.0,2.062916565993803e-05,/°C
438.0,1.918108531155642e-05,/°C
439.0,1.9671563127813062e-05,/°C
440.0,1.9534767705754873e-05,/°C
441.0,2.0747142713855422e-05,/°C
442.0,1.9894875843376963e-05,/°C
443.0,2.01677304318228e-05,/°C
444.0,2.0130248395247732e-05,/°C
445.0,1.9625300153408593e-05,/°C
446.0,2.079790850430459e-05,/°C
447.0,2.0381276738045962e-05,/°C
448.0,2.097844157331241e-05,/°C
449.0,2.0663431132860598e-05,/°C
450.0,2.0130166931263594e-05,/°C
451.0,2.1036180426867392e-05,/°C
452.0,2.0463572543040786e-05,/°C
453.0,2.155194290134853e-05,/°C
454.0,2.1410269545524308e-05,/°C
455.0,1.9905106620944746e-05,/°C
456.0,2.1123723583039322e-05,/°C
457.0,2.1115009807514617e-05,/°C
458.0,2.081469372862722e-05,/°C
459.0,2.1218621913120356e-05,/°C
460.0,2.0875615706912422e-05,/°C
461.0,2.1015866850895397e-05,/°C
462.0,1.9835945382679908e-05,/°C
463.0,2.0561224094914092e-05,/°C
464.0,2.1445058590927014e-05,/°C
465.0,2.1652907252586807e-05,/°C
466.0,2.1915223916596686e-05,/°C
467.0,2.206239608231327e-05,/°C
468.0,2.2311992632128316e-05,/°C
469.0,2.1593773731529982e-05,/°C
470.0,2.120426085930165e-05,/°C
471.0,2.1717648207366403e-05,/°C
472.0,2.1461376081472157e-05,/°C
473.0,2.1260822491386908e-05,/°C
474.0,2.0981021222377545e-05,/°C
475.0,2.1151835533774236e-05,/°C
476.0,2.191240609257696e-05,/°C
477.0,2.1146236124146383e-05,/°C
478.0,2.13232586833596e-05,/°C
479.0,2.250449117884297e-05,/°C
480.0,2.2627381015922882e-05,/°C
481.0,2.3325309935003366e-05,/°C
482.0,2.238740774808316e-05,/°C
483.0,2.1606508497973146e-05,/°C
484.0,2.2041617472362704e-05,/°C
485.0,2.2049001178115445e-05,/°C
486.0,2.2978878126341585e-05,/°C
487.0,2.3335109273554567e-05,/°C
488.0,2.2805763143042076e-05,/°C
489.0,2.324481784481865e-05,/°C
490.0,2.2966689451678203e-05,/°C
491.0,2.324417091854507e-05,/°C
492.0,2.153100536279088e-05,/°C
493.0,2.2764301278577072e-05,/°C
494.0,2.2172075811591797e-05,/°C
495.0,2.234073869848922e-05,/°C
496.0,2.261012647323215e-05,/°C
497.0,2.3241104859124964e-05,/°C
498.0,2.353666872751861e-05,/°C
499.0,2.3821100402520578e-05,/°C
500.0,2.3063245287880684e-05,/°C
501.0,2.313744800063825e-05,/°C
502.0,2.3875182451963755e-05,/°C
503.0,2.3582824319467322e-05,/°C
504.0,2.3259211251713407e-05,/°C
505.0,2.3833832444869815e-05,/°C
506.0,2.3614429157981455e-05,/°C
507.0,2.408272575775963e-05,/°C
508.0,2.3528715843159027e-05,/°C
509.0,2.38491871653768e-05,/°C
510.0,2.3500303240267452e-05,/°C
511.0,2.437832952934529e-05,/°C
512.0,2.4671565278541876e-05,/°C
513.0,2.387261532593395e-05,/°C
514.0,2.4642248633639714e-05,/°C
515.0,2.508196917328832e-05,/°C
516.0,2.41317399793054e-05,/°C
517.0,2.4113104967199386e-05,/°C
518.0,2.4388624554201848e-05,/°C
519.0,2.438234966622348e-05,/°C
520.0,2.5456887569136136e-05,/°C
521.0,2.474761840980813e-05,/°C
522.0,2.522916875721953e-05,/°C
523.0,2.4675799444796373e-05,/°C
524.0,2.5070585968308654e-05,/°C
525.0,2.47801168981967e-05,/°C
526.0,2.4589823333752986e-05,/°C
527.0,2.4650528913601528e-05,/°C
528.0,2.6136394370047044e-05,/°C
529.0,2.505399355015534e-05,/°C
530.0,2.5480307339494508e-05,/°C
531.0,2.6069682159564286e-05,/°C
532.0,2.571700246945014e-05,/°C
533.0,2.6377379505132152e-05,/°C
534.0,2.5937469380848397e-05,/°C
535.0,2.6544236790206436e-05,/°C
536.0,2.5790915084003173e-05,/°C
537.0,2.610958220961629e-05,/°C
538.0,2.67600160190101e-05,/°C
539.0,2.6343566500124322e-05,/°C
540.0,2.6105868153809463e-05,/°C
541.0,2.6212806246559813e-05,/°C
542.0,2.661867869218441e-05,/°C
543.0,2.7293215833157212e-05,/°C
544.0,2.6639136913221822e-05,/°C
545.0,2.7128214869839384e-05,/°C
546.0,2.7139171143554727e-05,/°C
547.0,2.7439464560372002e-05,/°C
548.0,2.826575277200514e-05,/°C
549.0,2.7723877073408843e-05,/°C
550.0,2.7538985622738525e-05,/°C
551.0,2.5968056816523772e-05,/°C
552.0,2.8120541316971565e-05,/°C
553.0,2.756233358138948e-05,/°C
554.0,2.777878363367306e-05,/°C
555.0,2.8823807912313125e-05,/°C
556.0,2.774635454476021e-05,/°C
557.0,2.7687360127296213e-05,/°C
558.0,2.8140738517602624e-05,/°C
559.0,2.8506662768588188e-05,/°C
560.0,2.8768136906662046e-05,/°C
561.0,2.8144050498865133e-05,/°C
562.0,2.8237029743089415e-05,/°C
563.0,2.822874388197922e-05,/°C
564.0,2.8884131541973674e-05,/°C
565.0,2.9236701729589315e-05,/°C
566.0,2.9084923221998048e-05,/°C
567.0,2.903577964446793e-05,/°C
568.0,2.8810129445938584e-05,/°C
569.0,2.931386773434696e-05,/°C
570.0,2.9210320728004756e-05,/°C
571.0,3.0015000077584718e-05,/°C
572.0,2.9462609014101272e-05,/°C
573.0,3.061263713356774e-05,/°C
574.0,2.9587581634674712e-05,/°C
575.0,2.9556431687642494e-05,/°C
576.0,3.0770346418919265e-05,/°C
577.0,3.053071277893703e-05,/°C
578.0,3.015153803515692e-05,/°C
579.0,3.074938729701945e-05,/°C
580.0,3.050380755875164e-05,/°C
581.0,3.1609927716468705e-05,/°C
582.0,3.044950802513588e-05,/°C
583.0,3.076394357689027e-05,/°C
584.0,3.071647768591536e-05,/°C
585.0,3.153185716626698e-05,/°C
586.0,3.134826354453192e-05,/°C
587.0,3.088553365479303e-05,/°C
588.0,3.228523759429987e-05,/°C
589.0,3.1956157245206605e-05,/°C
590.0,3.2175022026741016e-05,/°C
591.0,3.2204388831444946e-05,/°C
592.0,3.261909157917302e-05,/°C
593.0,3.3281231627489916e-05,/°C
594.0,3.321758467608574e-05,/°C
595.0,3.308890510359867e-05,/°C
596.0,3.300378753897922e-05,/°C
597.0,3.3311854372901494e-05,/°C
598.0,3.314298420903789e-05,/°C
599.0,3.400397230101377e-05,/°C
600.0,3.3610644103179245e-05,/°C
