test_type,mix_design,curing_age_days,specimen_id,temperature_c,cooling_regime,compressive_strength_mpa,tensile_strength_mpa,flexural_strength_mpa,modulus_elasticity_mpa,density_kg_m3,upv_m_s,poisson_ratio,mass_loss_percent,spalling_depth_mm,thermal_expansion_coeff,w_c_ratio,cement_content_kg_m3,rubber_content_percent,rubber_size_mm,admixtures,thermal_strain_microstrain,pore_pressure_mpa,generation_timestamp,dataset_version,research_topic
ambient,rubber_5_fine,7,2,23,N/A,23.622725746498332,1.8745843252850958,2.533413844644539,15162.597887738535,2619.385706144421,4137.48722171,0.18089999999999998,0.0,0.0,2.015e-05,0.45,400,5,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_5_fine,7,3,23,N/A,24.42286430957641,2.1481888350154055,2.9515741915509692,15702.718128511518,2596.1299434639586,4195.864407596894,0.18089999999999998,0.0,0.0,2.015e-05,0.45,400,5,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_5_fine,28,1,23,N/A,44.534493562260145,4.140521734100115,3.8223816156898396,31164.63026279665,2581.9872763676776,4583.394680667712,0.18089999999999998,0.0,0.0,2.015e-05,0.45,400,5,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_5_fine,28,2,23,N/A,44.99036125456135,2.6545601716441545,5.065427535851196,30336.37460243393,2653.685438006425,4608.941790072254,0.18089999999999998,0.0,0.0,2.015e-05,0.45,400,5,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_5_fine,28,3,23,N/A,41.773752356862644,3.2761049935277162,5.653305064800258,30285.83447741356,2550.1908614958093,4652.703463986866,0.18089999999999998,0.0,0.0,2.015e-05,0.45,400,5,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_5_fine,56,1,23,N/A,48.12916904928187,4.160921250961856,5.149384109231681,31134.280736837092,2557.2868247060374,4392.914575551304,0.18089999999999998,0.0,0.0,2.015e-05,0.45,400,5,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_5_fine,56,2,23,N/A,48.88964393345809,3.844405237534576,5.541026719648076,31311.63692690966,2504.537638247301,4613.604482728484,0.18089999999999998,0.0,0.0,2.015e-05,0.45,400,5,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_5_fine,56,3,23,N/A,46.44887244063575,3.3687598625066686,5.448871618986792,32528.573641221265,2674.7328832074027,4837.827284067776,0.18089999999999998,0.0,0.0,2.015e-05,0.45,400,5,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_fine,7,1,23,N/A,24.881050527026613,1.8925405695103514,2.292741580965078,16144.27623803917,2508.0175335180456,4325.2526338546295,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_fine,7,2,23,N/A,24.00358841038738,1.9787001765904322,2.827271854393386,15036.14856790153,2562.2554230072024,3995.450571245168,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_fine,7,3,23,N/A,25.921499606318058,1.7012120459588762,3.235109579544303,14809.92409887893,2534.4015403993935,4348.2560644690075,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_fine,28,1,23,N/A,40.81255819108658,3.236057713938301,5.209804160166809,28511.868946139024,2427.3117621035867,4409.916275710772,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_fine,28,2,23,N/A,40.558071031127234,3.669317550299842,4.684124203012836,32134.08429045094,2465.7590100539546,4350.019897813008,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_fine,28,3,23,N/A,47.20973205279285,2.959172691200957,5.275732932666195,31705.799818554202,2424.4650899484823,4630.751192022948,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_fine,56,1,23,N/A,48.382795855695235,4.060977867241765,4.83365683801984,28947.11348005386,2531.1492724374066,4793.037581230533,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_fine,56,2,23,N/A,48.34719116039677,3.86701005937392,5.140854598483273,31875.94616222007,2519.682930912264,4542.884688858519,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_fine,56,3,23,N/A,54.471999993210495,3.923762404812662,4.858835626731288,32676.290849546534,2456.1684483216113,5010.577653545272,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_fine,7,1,23,N/A,26.435528813389887,1.714597315847226,3.0978992660883096,16401.39352413712,2472.493226783732,4263.022369983137,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_fine,7,2,23,N/A,23.71818857088225,1.7298763026810189,2.5743316866495753,15221.577383347689,2428.749001837004,3799.307636237433,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_fine,7,3,23,N/A,24.72864620756329,2.090686378560994,2.8293539185841565,17400.828774294172,2419.6244450629733,4289.027075766358,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_fine,28,1,23,N/A,46.18922339678506,3.1023139003894995,4.587418270196123,29942.396837014603,2421.6285354938973,4718.381867560477,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_fine,28,2,23,N/A,45.65282320087431,3.427778914403904,4.702551259405176,26455.07674569848,2410.7770475819393,4723.580068739104,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_fine,28,3,23,N/A,44.74089588559419,2.9410682363856737,5.226573432465303,29772.76414500655,2389.5003357288147,4516.826662712132,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_fine,56,1,23,N/A,47.25551582357298,3.190528273701082,5.690269341777171,32164.05618331995,2485.190442980477,4891.693847234751,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_fine,56,2,23,N/A,41.85242361878445,3.281555909213138,5.776656801988185,32076.30873858391,2457.557069938789,5313.971883265474,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_fine,56,3,23,N/A,49.18469562056171,4.2015667006865085,6.017812321885948,32333.221067830356,2417.162151248247,4814.163293238643,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,0.5-2mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_coarse,7,1,23,N/A,22.871508984087377,1.8553325426283136,2.6994165371183096,16249.43429003261,2620.964394190343,3480.1299361843235,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_coarse,7,2,23,N/A,25.717163249287417,1.540042932685149,2.7032272664931485,17226.49986917774,2508.2204289566826,3679.898228330063,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_coarse,7,3,23,N/A,22.983693175830286,2.065331183363879,2.6299062221822678,16380.008123612432,2507.2831491791812,3637.3561601611364,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_coarse,28,1,23,N/A,51.92742574074761,3.7361160214585762,4.11375044809854,29728.90541125327,2471.8444981151038,4970.493333168011,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_coarse,28,2,23,N/A,41.514721461517645,3.4241962090272313,5.41889263798928,30927.192162516094,2444.8651500065057,4359.194051654966,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_coarse,28,3,23,N/A,42.640843926623255,3.1997969085404887,6.069091915306601,30114.387738135127,2441.8297138878143,4671.2795708235235,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_coarse,56,1,23,N/A,55.44414550336172,4.172643884861131,4.677875703115024,30524.455943225697,2568.47224857425,4780.705425080265,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_coarse,56,2,23,N/A,49.0802449429449,4.057775110037629,5.0046625462128995,31325.571748260347,2342.6125062625397,4329.434645060204,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_10_coarse,56,3,23,N/A,46.43968948952935,3.1567492311109198,6.416383451329707,28740.218271085458,2482.953771216481,4650.760811531878,0.1818,0.0,0.0,2.0300000000000006e-05,0.45,400,10,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_coarse,7,1,23,N/A,26.98263738732302,1.5741960529606192,3.154352855118923,16014.82680849711,2384.749604126517,3936.4988728319736,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_coarse,7,2,23,N/A,24.578395087797677,1.7649137025598027,2.8454038355514597,15634.983352933652,2438.022618846473,3908.1674970545164,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_coarse,7,3,23,N/A,27.26278124680853,1.619395844333746,3.428406974609872,14130.410086118542,2425.115655126519,4006.5564790670983,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_coarse,28,1,23,N/A,44.97631038255958,3.1996046072552464,5.030675112656446,28239.220368085676,2403.827404574664,4694.157994402174,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_coarse,28,2,23,N/A,45.24383749511101,3.1704702343506392,5.599778432002587,29636.54496345056,2472.0457420815155,4718.463924852852,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_coarse,28,3,23,N/A,41.07026655656523,3.2255472755598658,5.521529562568127,30165.70648344683,2431.4831374536443,4432.791599822475,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_coarse,56,1,23,N/A,51.8442300245016,3.4351965610392075,5.794270801750859,30739.559862267863,2421.909809462996,4975.761252271158,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_coarse,56,2,23,N/A,50.14245560438681,4.058663097352728,6.210903662372411,31156.272961300314,2465.6770120535,4638.555402764207,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
ambient,rubber_15_coarse,56,3,23,N/A,48.256292723023,3.6399428499453963,5.546998078334169,32228.23044675673,2392.6935637606916,5068.337395233469,0.18269999999999997,0.0,0.0,2.0450000000000002e-05,0.45,400,15,2-5mm,SP + AEA,,,2025-10-18 16:51:36.357651,1.0,Development and Validation of a Thermo-Mechanical Model for Fire-Resistant Structural Elements Utilizing High-Performance Rubberized Concrete
