element_id,element_type,element_size,material_id,interface_refinement
70,HEX20,1.2832672352754955,1,4
71,WEDGE6,0.8682976238324205,3,1
72,HEX8,1.4993790774866425,5,3
73,WEDGE6,1.0952944266962825,4,2
74,HEX8,1.661320455834243,4,2
75,WEDGE6,1.4744544414972953,2,4
76,HEX20,1.7259942602978182,1,3
77,WEDGE6,1.1858670747316868,2,3
78,TETRA10,1.4301150031636958,2,2
79,HEX8,1.95774016682452,3,3
80,TETRA4,1.8275177866888257,4,2
81,WEDGE6,0.9644291903509912,5,4
82,HEX8,2.109854097179745,1,3
83,TETRA4,1.2096502390869337,5,1
84,HEX8,1.0455042659967944,1,1
85,HEX8,1.547752296542578,4,2
86,TETRA4,3.417053355228527,3,2
87,TETRA4,1.496006228937469,5,1
88,HEX20,1.7030414111641474,1,1
89,WEDGE6,2.0313522375998594,2,3
90,WEDGE6,1.2735661725369147,4,3
91,HEX8,1.8129465911270002,3,3
92,TETRA10,1.2900200826587016,2,4
93,TETRA10,1.9512871685461382,3,4
94,HEX8,1.8618697332376513,1,3
95,HEX20,1.8125446517152008,2,2
96,TETRA4,1.7374407809977992,3,4
97,HEX8,3.017682109089146,4,1
98,WEDGE6,1.770539552497324,5,3
99,TETRA10,1.934105278446168,5,3
100,TETRA10,1.8419000688705272,2,4
101,TETRA10,1.2210269036796715,4,3
102,HEX20,1.3091689341254782,4,3
103,WEDGE6,1.1911061003716723,3,1
104,HEX20,1.3037216539662622,2,3
105,TETRA4,1.4162648351103158,4,4
106,HEX8,1.5518289395129439,3,3
107,HEX8,1.546377607398359,4,2
108,TETRA10,1.9598810541870353,2,1
109,TETRA10,2.4723291832299887,4,2
110,TETRA4,2.323110524200585,4,2
111,HEX20,1.7922847726405498,4,4
112,WEDGE6,1.285066588566197,5,2
113,TETRA4,2.2586941250103676,1,2
114,HEX8,1.3976582362328103,2,4
115,HEX8,1.8782361944990476,5,1
116,HEX20,1.793893025688715,1,1
117,TETRA4,1.199101570436559,4,2
118,WEDGE6,1.4080946483016912,4,1
119,TETRA4,1.9230961632367294,5,5
120,TETRA4,1.5748519517742943,3,3
121,HEX20,3.9498766239204413,2,2
122,WEDGE6,1.4426017390060661,1,1
123,HEX8,1.2184345014960816,4,1
124,TETRA10,1.6851514117997257,2,1
125,WEDGE6,1.4968047905099393,4,3
126,HEX8,0.9855460384001854,4,3
127,HEX20,2.1183372349249376,4,3
128,WEDGE6,2.2197287417391616,2,2
129,WEDGE6,2.130023718591752,5,1
130,HEX8,1.8150774826714495,2,1
131,HEX8,1.5832864548228307,2,2
132,TETRA4,1.7363463804992976,3,1
133,TETRA4,1.5892618184298979,3,2
134,WEDGE6,1.3633297337560877,5,4
135,TETRA10,2.6173587933268356,3,4
136,HEX20,2.4096735170219565,5,5
137,HEX8,2.009857778726726,4,5
138,TETRA4,1.4507031995798678,4,1
139,HEX20,1.96488090884909,2,1
140,WEDGE6,1.5349940988782642,4,1
141,HEX8,1.5170080200681384,3,4
142,HEX8,1.6407783049362172,1,4
143,TETRA4,1.8819410597884938,2,1
144,TETRA10,1.4619677414860959,5,2
145,HEX8,1.5813518484883855,4,1
146,TETRA10,2.4477811518613475,2,2
147,HEX20,0.99784357115339,2,1
148,HEX8,2.2369266537897685,2,1
149,HEX8,1.5848845156618983,4,3
150,TETRA10,1.436081657271756,5,1
151,TETRA4,1.5055647979934124,2,1
152,WEDGE6,1.6543389028606892,2,3
153,HEX20,2.178191795834273,2,3
154,HEX8,1.7378333900317855,4,2
155,TETRA4,1.4225909375523316,3,4
156,HEX8,2.02840918936223,5,2
157,HEX20,1.6019085697421789,2,1
158,WEDGE6,1.931167958115281,2,1
159,HEX8,1.788621460993242,2,4
160,TETRA10,1.1989241589346722,4,3
161,TETRA4,1.957214748158534,3,2
162,WEDGE6,1.0067605667425215,2,1
163,HEX8,1.59991277946447,2,2
164,WEDGE6,1.2178232586577264,4,1
165,TETRA10,0.9122899719868073,5,1
166,HEX8,1.7751947485164972,5,2
167,WEDGE6,2.1168998386881324,3,5
168,HEX8,1.633276225560326,5,1
169,HEX8,2.4238708252991894,2,4
170,WEDGE6,1.6489854967713689,4,3
171,HEX8,1.7388100151738162,2,2
172,TETRA10,1.2805571090441075,2,2
173,WEDGE6,1.9633449751202232,3,2
174,WEDGE6,1.937148736765621,5,1
175,TETRA10,1.454435443271722,5,4
176,TETRA10,1.1222859590915413,5,2
177,TETRA10,1.0532772985579661,2,1
178,HEX8,2.2305787679265965,4,5
179,HEX8,1.162086997794887,4,1
180,HEX20,2.603270421768469,2,1
181,HEX8,1.3031719069260115,1,4
182,TETRA10,1.507578459329476,2,1
183,HEX20,3.855362766417229,5,1
184,TETRA10,1.431521590621652,2,2
185,TETRA4,1.2345996990172596,1,2
186,WEDGE6,1.489220457204366,2,2
187,TETRA4,1.0458917041140736,5,2
188,TETRA10,1.5148588217661725,3,2
189,HEX8,1.6848254395663385,4,3
190,WEDGE6,2.2213185308314976,1,1
191,HEX8,1.9211024050680008,3,1
192,HEX8,1.7223996920263198,4,3
193,WEDGE6,3.142386820226395,3,1
194,WEDGE6,1.9739223642044208,2,1
195,TETRA4,2.5358849546857005,2,1
196,TETRA10,2.1540258765248974,4,1
197,HEX8,2.50655169858196,4,3
198,TETRA10,2.3262490411334222,2,1
199,TETRA10,2.1176370343932627,2,1
200,HEX20,1.9796572419284852,4,1
201,TETRA4,2.5746740115558615,4,4
202,HEX8,1.3829631945678675,4,3
203,WEDGE6,1.3228518658650583,5,3
204,WEDGE6,1.0213082449139592,5,2
205,TETRA10,1.929523943759254,2,4
206,TETRA4,2.336307693231656,5,2
207,TETRA4,1.207010084544505,1,3
208,HEX8,1.3266621739875015,2,1
209,HEX8,2.540339855932061,1,3
210,TETRA10,2.0304685856479243,3,4
211,TETRA10,2.004143192932851,1,1
212,TETRA10,1.8672761655788193,3,2
213,HEX20,1.5471304467679463,1,3
214,TETRA4,1.034162659961839,3,1
215,TETRA10,1.9692176672790873,3,2
216,TETRA4,3.125180549883162,2,1
217,WEDGE6,1.8035986225075002,4,1
218,WEDGE6,1.169931876411964,4,1
219,TETRA4,1.552581164473379,2,2
220,WEDGE6,2.19242062474642,3,2
221,WEDGE6,2.272031976239609,4,4
222,WEDGE6,2.630749236228389,4,2
223,HEX8,2.2662252903194853,1,5
224,HEX8,0.905506271622428,5,1
225,TETRA4,1.7661939416923431,2,4
226,TETRA4,1.0697415674519628,5,2
227,HEX20,1.9944030186418793,3,3
228,HEX8,2.0537362627017113,1,1
229,TETRA4,1.2889479023584172,4,2
230,HEX8,1.506602128269618,1,1
231,HEX20,1.3594926660425066,2,1
232,TETRA4,2.1090431016065643,3,3
233,TETRA4,1.610222126980295,1,2
234,TETRA4,1.3597660925137598,1,1
235,TETRA4,2.0867382703624093,1,3
236,TETRA10,1.979586890709102,4,2
237,HEX8,2.1076049574021307,3,1
238,HEX8,1.0382615433238005,4,4
239,HEX8,1.385169338716287,1,1
240,HEX20,2.0216748578862394,4,3
241,TETRA10,1.0013298307970602,4,3
242,HEX8,1.0096159863903666,2,1
243,HEX8,1.3228625922286266,5,2
244,TETRA4,2.079214705134248,5,1
245,TETRA4,1.6543275737859884,2,1
246,TETRA4,1.919515277694387,2,3
247,HEX8,1.2273524502500772,4,1
248,TETRA4,1.2236348140817606,4,1
249,HEX8,2.50313650898903,3,4
250,HEX20,1.8727112011603302,5,2
251,HEX20,1.1942619445808864,4,2
252,WEDGE6,0.9108571560753395,3,3
253,TETRA10,1.080843132883032,5,2
254,TETRA4,1.2008707425341254,3,3
255,TETRA4,1.126418878872777,3,4
256,TETRA10,1.6321420719048956,2,2
257,TETRA10,2.016681634104299,1,1
258,WEDGE6,1.6047309551388587,1,4
259,TETRA10,1.438331283037509,1,2
260,HEX8,1.827656983780738,3,3
261,TETRA4,1.489553330278136,4,3
262,TETRA10,0.9859312388255342,1,3
263,HEX8,1.7521164229277408,4,2
264,TETRA10,1.8547724176686706,5,2
265,HEX8,2.3656454054285385,1,2
266,HEX20,2.1736804185399943,3,1
267,HEX8,1.3938759453945322,2,4
268,WEDGE6,1.5448182760163105,3,3
269,HEX8,1.6662372706590947,4,3
270,TETRA10,1.7578300716438555,5,2
271,HEX20,2.581305510044043,3,1
272,HEX20,1.6162808068741827,2,2
273,HEX8,1.410372165433602,2,1
274,TETRA10,2.3930497391188017,5,3
275,HEX20,2.3756549896110664,1,3
276,HEX8,2.159768106635605,3,1
277,HEX8,1.019146199274929,3,2
278,HEX8,1.689168294930651,2,2
279,HEX20,1.536871246176074,4,2
280,TETRA4,1.8793933779773095,3,2
281,TETRA10,1.2696264629937657,2,1
282,WEDGE6,2.1085309588512735,4,1
283,WEDGE6,1.8354518315743056,1,3
284,TETRA10,2.143814627006759,1,1
285,TETRA4,1.3173405270143896,2,4
286,TETRA10,1.7851869764735757,2,2
287,HEX8,2.0887366662771276,1,4
288,TETRA10,0.7673482307456112,2,4
289,TETRA10,2.0138759869646226,5,2
290,HEX20,1.4797042931125053,3,2
291,WEDGE6,1.637058831291941,5,2
292,WEDGE6,2.400711615769398,4,1
293,HEX8,2.2875202758886095,2,1
294,HEX8,1.3857996641487669,2,2
295,HEX20,0.9936923675052098,4,3
296,HEX8,1.6112453387859473,3,1
297,TETRA4,2.267688343996136,1,2
298,HEX20,2.445698092548155,5,3
299,HEX20,0.8800671840831439,3,4
300,TETRA10,1.9724047553489112,1,1
301,TETRA10,1.8937977911069672,1,1
302,TETRA4,2.078408843928083,2,4
303,HEX20,1.6552041850501091,4,1
304,HEX20,0.9695113535196481,2,2
305,TETRA10,1.4370046452215912,4,2
306,WEDGE6,1.2511875455231976,2,4
307,WEDGE6,1.2090391289184732,5,2
308,TETRA10,2.085774044056027,2,3
309,HEX8,1.5664524457410824,5,1
310,HEX20,1.8554314258470417,3,1
311,TETRA4,2.2633859632837945,3,3
312,WEDGE6,0.9825898460436426,2,2
313,HEX8,2.6671262891192464,3,2
314,HEX20,2.8178143365426065,1,4
315,HEX8,0.9677753210887486,5,4
316,HEX20,2.0295133048161462,4,1
317,HEX20,2.9946390739476714,5,1
318,TETRA10,1.0844066258527263,2,1
319,TETRA10,1.1597346686518086,3,4
320,TETRA4,2.104487850143649,3,1
321,TETRA4,1.8918623537179464,1,2
322,HEX8,1.7602888873625815,3,3
323,TETRA10,1.529465719439588,2,2
324,HEX20,1.7273319698702418,2,1
325,TETRA10,0.7751768069262303,4,3
326,HEX20,1.1503748129334657,5,2
327,TETRA10,1.5942302502382573,5,4
328,HEX20,0.87540399229957,5,3
329,HEX8,1.580720000067045,4,1
330,TETRA10,1.6402542524281158,4,1
331,WEDGE6,1.3215678850800978,4,3
332,WEDGE6,1.345031274814767,1,3
333,HEX20,1.2047723512833164,4,4
334,HEX8,1.4258086656505666,3,1
335,HEX20,1.836783310001527,1,2
336,HEX8,1.8753532191672353,3,2
337,TETRA4,2.2419992522489505,5,3
338,TETRA10,1.572855704292404,2,2
339,HEX8,1.8910739240048302,5,4
340,HEX20,1.066746408230487,4,2
341,TETRA4,1.7548571887063245,2,2
342,HEX20,1.542157562530583,5,3
343,WEDGE6,1.9151932666734541,1,1
344,WEDGE6,1.5148891524834887,4,2
345,TETRA10,1.4727617470319982,5,2
346,TETRA10,1.2879193232891928,2,2
347,TETRA4,2.2305922981471826,3,4
348,WEDGE6,1.3716811696950524,5,1
349,HEX8,2.884451846205692,1,1
350,WEDGE6,1.1124582204847122,2,3
351,TETRA10,2.3428506547659658,5,1
352,HEX20,0.858207089144152,3,5
353,TETRA4,1.5670898492937217,4,2
354,WEDGE6,1.382117162375349,4,4
355,HEX8,1.8810706849050394,4,5
356,HEX8,2.106507597001775,2,2
357,HEX8,2.945454001859888,3,2
358,TETRA4,1.4054877115159705,3,5
359,HEX8,1.321906791867598,5,4
360,HEX8,2.148269827101936,4,1
361,WEDGE6,1.5828422284646946,2,3
362,TETRA4,1.3626647398562237,4,3
363,HEX20,1.442477237636677,4,2
364,HEX20,1.3321996405215293,5,2
365,HEX8,0.9992503331915533,5,4
366,TETRA10,2.6350584604014853,5,2
367,TETRA4,1.9088747711581788,1,5
368,TETRA10,1.0169383912635057,1,1
369,TETRA4,2.5854674773804436,2,1
370,TETRA4,1.7386935468171492,2,1
371,WEDGE6,1.5472697117880885,5,3
372,HEX8,1.9326752375144618,3,2
373,WEDGE6,1.4468433943905858,2,2
374,TETRA10,1.1110753975292322,1,3
375,TETRA10,1.4025579536534853,1,3
376,HEX20,1.612926586156814,4,4
377,WEDGE6,1.2586623838274529,5,1
378,WEDGE6,1.9205103526805059,3,2
379,WEDGE6,2.4202171236268217,5,3
380,HEX20,1.4775848972702603,1,5
381,WEDGE6,0.8297442857953343,3,1
382,WEDGE6,1.568555577717894,2,4
383,WEDGE6,1.2775574090914315,4,3
384,WEDGE6,1.546085243482605,1,2
385,TETRA10,1.540018097454563,4,2
386,HEX8,1.273304733833297,5,2
387,TETRA10,1.0939974763149534,3,1
388,WEDGE6,1.6548698285664474,5,4
389,TETRA4,1.3094787523673568,4,1
390,TETRA4,2.781889304673103,1,2
391,HEX20,1.7751894184222576,4,3
392,TETRA10,1.3230107907699165,1,2
393,HEX20,1.4301561306574193,4,4
394,HEX20,1.5754720030246068,5,4
395,TETRA4,1.6978939241868356,4,1
396,TETRA10,1.9836080366225692,2,1
397,HEX8,2.324445834667369,5,1
398,TETRA10,1.613961307000045,4,1
399,HEX20,1.8899815419441952,4,2
400,WEDGE6,1.8737305974231464,3,2
401,HEX20,1.6983048313647173,5,3
402,TETRA10,1.5491460001005144,3,3
403,TETRA4,1.7202163041714673,5,1
404,TETRA10,1.355325242912835,1,3
405,HEX8,1.1731538465448577,5,3
406,WEDGE6,2.5426674797751767,5,4
407,WEDGE6,1.758897471688808,4,4
408,HEX20,1.7895551735382738,2,3
409,TETRA10,1.5450388518673974,5,2
410,TETRA4,1.9145054108118218,3,4
411,HEX8,1.5621100972039623,2,2
412,HEX20,1.0458742488072152,5,2
413,TETRA10,1.4044151451803977,2,1
414,TETRA4,1.972459713970029,1,3
415,TETRA10,1.3797780568831004,2,3
416,TETRA4,0.9514046328981175,1,2
417,TETRA10,1.5098168682739728,2,2
418,TETRA10,0.9809793159477217,2,2
419,HEX20,1.5030283602075138,3,4
420,TETRA10,2.3528226928589215,3,2
421,TETRA10,1.1257854208494416,4,1
422,HEX20,2.002493542168906,2,3
423,HEX20,2.7578435467013946,1,2
424,WEDGE6,2.415494189903115,2,3
425,WEDGE6,1.5398938178144528,5,1
426,HEX20,1.2528689042943284,1,2
427,HEX8,1.7375318174213874,5,3
428,TETRA4,1.7447608988652128,4,1
429,HEX20,2.173828642176356,5,3
430,WEDGE6,1.674224826058285,4,1
431,TETRA10,1.860430575811244,4,2
432,HEX20,1.2552238509082263,4,4
433,HEX20,2.058341655464631,5,2
434,WEDGE6,1.1243289169516935,4,2
435,WEDGE6,1.3658057823738128,4,1
436,HEX8,1.9743836954284777,3,2
437,WEDGE6,2.428525371591064,2,3
438,WEDGE6,2.024160610874418,4,2
439,WEDGE6,1.6327771179179529,1,1
440,TETRA10,1.6373138242111944,1,2
441,HEX20,1.2556392063391215,3,2
442,HEX20,1.4757586114597743,5,3
443,WEDGE6,0.9279826439837987,5,2
444,HEX8,2.712011364003051,5,1
445,WEDGE6,3.2054843081902282,4,2
446,HEX8,0.9204957249712847,5,2
447,HEX20,1.072236934631623,5,1
448,HEX8,2.4811309852473533,2,2
449,HEX8,1.3028870667971488,4,2
450,TETRA4,2.4981078878812077,4,1
451,HEX8,2.067149233022209,1,1
452,HEX8,1.4974056869880792,1,1
453,TETRA10,2.188924693184272,2,1
454,HEX20,1.6307051487762605,3,1
455,WEDGE6,1.6222068167612431,4,2
456,TETRA4,1.9320586001395899,1,1
457,HEX8,2.0909710997825597,5,1
458,TETRA10,2.2271030876356273,4,1
459,TETRA10,3.3418362728399282,4,2
460,WEDGE6,1.8393077650527023,4,3
461,WEDGE6,2.429928736986178,1,2
462,HEX20,2.4097397998322108,2,2
463,HEX8,2.024878091060567,1,2
464,TETRA10,1.40740054801491,5,1
465,TETRA4,2.2911999111329022,5,1
466,HEX20,1.8846691888384983,3,1
467,HEX8,1.1200663609659351,1,1
468,WEDGE6,2.2346940244909015,1,1
469,HEX8,1.0122147872782947,3,2
470,WEDGE6,2.0022568863461547,3,1
471,HEX8,1.3970567996243752,4,4
472,TETRA4,1.7314843487392881,4,5
473,HEX20,1.0851987268145609,5,4
474,WEDGE6,1.3268705268787633,2,1
475,TETRA4,1.4091086554838392,5,3
476,TETRA10,1.5750922395243767,1,3
477,TETRA4,1.3793040696501981,2,4
478,TETRA4,1.8300671655945844,4,4
479,TETRA4,1.902352601137018,3,3
480,WEDGE6,1.4420145229015673,3,1
481,TETRA10,1.6681492910250197,5,3
482,HEX20,1.933760017050309,1,3
483,TETRA4,0.8408337243105105,1,3
484,WEDGE6,1.8825908163358531,3,1
485,WEDGE6,1.35999979220495,5,5
486,HEX20,0.7414609329589982,5,3
487,HEX8,1.4658764959066617,4,1
488,TETRA10,1.218551287367268,4,3
489,TETRA10,1.4322137962871535,4,3
490,TETRA4,1.8967021539593725,2,5
491,HEX8,2.127924593715449,5,1
492,TETRA10,2.427553073300557,5,2
493,TETRA4,2.4724574648643958,4,4
494,HEX8,1.2080889422960448,3,3
495,WEDGE6,2.370252195486088,4,3
496,TETRA4,1.142253035880738,2,1
497,HEX8,2.2646238487312256,3,1
498,HEX20,1.956811671077129,5,3
499,TETRA10,1.7353376223688088,2,1
500,TETRA4,1.2637944385062874,2,1
501,WEDGE6,2.3614229232393016,3,3
502,TETRA4,1.2186112089725256,4,2
503,TETRA10,1.637590852336229,4,1
504,TETRA10,1.6826727474566379,1,4
505,HEX8,0.9906947798334724,3,2
506,WEDGE6,1.7240889526025067,4,2
507,HEX8,1.186950155664876,2,2
508,WEDGE6,2.5402161596845403,4,3
509,TETRA4,3.7104607430688255,4,3
510,TETRA4,1.3229436326878217,2,3
511,HEX8,1.4653621047176255,3,2
512,HEX20,1.7330958716333,1,2
513,TETRA10,0.8885421027705882,4,2
514,HEX8,2.699410004986951,4,2
515,HEX8,1.4983858469643752,4,1
516,TETRA4,1.4623812733532346,3,1
517,TETRA10,2.027703186454757,2,2
518,HEX8,1.6912898783211716,2,2
519,TETRA4,1.7321254321650186,2,2
520,TETRA4,2.123510088511315,2,3
521,HEX8,1.5880185920686518,2,1
522,HEX8,1.1769921244906858,2,2
523,TETRA4,2.3802408660257495,4,2
524,HEX8,1.383133615830408,4,1
525,TETRA10,1.406037915405837,2,1
526,TETRA4,1.7668955397290935,2,1
527,TETRA4,1.1142252958737318,3,1
528,HEX8,1.7714170904707367,3,1
529,HEX8,2.1908008208739416,5,2
530,HEX8,2.6484407778404866,4,2
531,TETRA10,2.0586376726517233,2,2
532,TETRA4,2.2748334784742865,4,3
533,HEX20,1.3608927761701217,5,2
534,TETRA10,2.111948089189283,3,1
535,TETRA10,1.5568508630354148,5,1
536,TETRA4,2.334581394536337,1,3
537,HEX20,1.7002351839577616,3,4
538,TETRA4,2.2779363309192338,4,3
539,TETRA10,1.7304642017376006,3,1
540,HEX8,1.3096746202929532,5,2
541,TETRA4,1.6684140182150282,2,4
542,TETRA4,1.4929810440733575,5,3
543,HEX8,2.433102183759286,5,2
544,HEX20,1.0976518874691195,2,1
545,HEX20,0.9968203335574977,4,1
546,TETRA4,1.7997680597906447,4,3
547,HEX8,1.4963101827164422,3,3
548,TETRA4,1.1691697118398734,5,2
549,HEX8,1.6314182232441463,3,1
550,TETRA10,1.785820527243958,2,4
551,HEX8,2.3834807925099457,1,3
552,TETRA4,0.9457056044159988,4,1
553,WEDGE6,1.7430484674197955,2,1
554,HEX20,2.697639328842617,4,2
555,TETRA4,2.659656699102008,3,1
556,HEX8,1.6950553536680928,1,1
557,HEX8,1.3808823335326752,5,5
558,HEX20,1.5206657779106454,4,4
559,TETRA4,1.2269836415383149,5,3
560,WEDGE6,1.444225487382451,3,1
561,TETRA10,1.6878994335803492,4,3
562,WEDGE6,1.898708636352136,3,2
563,TETRA10,2.129783515344634,5,1
564,TETRA10,1.5949162502708074,3,3
565,TETRA4,1.5599217653711588,3,2
566,TETRA10,2.1445512114257084,3,3
567,HEX8,1.487453682040125,2,2
568,TETRA10,2.033199616478455,2,2
569,TETRA10,1.0044460747123798,4,1
570,HEX20,1.8967167857309306,3,1
571,HEX20,3.1079457387745038,3,2
572,TETRA4,1.2486371780352619,3,5
573,TETRA4,2.534333878126355,2,2
574,HEX8,2.0302974408716903,5,1
575,HEX20,2.1433848464612044,3,1
576,WEDGE6,2.015504941131891,1,3
577,TETRA4,1.3626450500823482,4,1
578,TETRA4,1.1151150018833567,2,1
579,HEX20,1.9009363897039975,5,3
580,HEX20,1.5890908811751245,1,3
581,HEX8,1.0858559403733927,3,3
582,HEX20,1.4388236429657961,2,1
583,TETRA10,1.2017797696654073,3,3
584,WEDGE6,2.93101256130236,4,3
585,TETRA10,2.1223860095983804,2,4
586,TETRA10,1.2295234495044691,1,4
587,TETRA10,1.9163852651984508,5,2
588,TETRA4,1.1646860591262584,5,3
589,TETRA10,0.9556200354922529,4,4
590,TETRA4,1.3370683826118428,5,1
591,HEX20,1.5758692619634105,5,1
592,WEDGE6,1.849257680812619,4,4
593,WEDGE6,2.1403300541597248,1,1
594,TETRA10,1.4808741943167325,2,1
595,WEDGE6,2.018017071649879,2,4
596,TETRA4,1.0209491421562373,4,5
597,HEX20,2.559594996018993,3,1
598,TETRA10,1.0316906522785352,4,3
599,HEX8,1.421682531782998,4,3
600,WEDGE6,1.334660192218523,4,2
601,WEDGE6,1.07124798272633,4,4
602,TETRA10,1.8209038272305424,5,1
603,WEDGE6,2.751443085346478,5,4
604,WEDGE6,0.9567791135334721,1,3
605,HEX8,0.8288978149572976,4,1
606,TETRA4,1.268163176274432,2,3
607,TETRA10,1.5363939557748376,3,1
608,TETRA10,2.0751083822532235,5,1
609,HEX8,1.4276279548610995,2,4
610,HEX8,0.9483843745429202,5,1
611,TETRA4,2.422821851498815,1,1
612,HEX20,1.2530623286451477,3,1
613,TETRA10,1.9920643290841864,5,1
614,WEDGE6,1.1717994348813237,3,3
615,TETRA4,1.5604700853104592,3,4
616,TETRA10,1.8344229535771166,2,2
617,TETRA4,1.275279345059556,5,2
618,HEX20,1.8728472796923061,3,2
619,TETRA10,1.4805773595988234,4,1
620,WEDGE6,1.4376493026869286,3,1
621,TETRA10,2.5923729525980903,3,1
622,TETRA4,1.8340111460480428,5,2
623,HEX20,1.9090371590517663,4,2
624,TETRA4,2.056390221781041,3,4
625,TETRA4,1.9596391057563403,5,3
626,HEX8,1.834950093495622,5,4
627,TETRA4,2.3920274851206327,3,1
628,HEX20,1.244590075943883,1,3
629,WEDGE6,1.7236563839490084,1,4
630,HEX8,1.5024259175820198,2,4
631,TETRA4,1.719982898627971,1,1
632,TETRA10,1.337077371229035,1,5
633,HEX8,1.013284563312463,5,2
634,HEX20,2.0960075098751663,5,1
635,TETRA10,3.400139491898562,3,4
636,HEX20,2.277025665985726,3,1
637,TETRA10,2.138639463166492,5,1
638,WEDGE6,1.7798428378055928,3,2
639,HEX20,1.5738629340791908,5,1
640,TETRA10,1.6021377665520387,1,4
641,HEX20,1.5961097948014553,3,2
642,HEX8,1.3574936949881915,1,2
643,HEX20,1.003560110912801,2,2
644,HEX20,1.7500620676151384,3,1
645,TETRA10,1.5165012220999274,5,3
646,HEX20,2.3204991974035836,5,3
647,WEDGE6,2.058208157413395,2,2
648,TETRA4,0.8963146651319042,5,4
649,HEX8,2.7569641082875065,1,2
650,TETRA10,1.4122635239373944,5,2
651,HEX20,1.479478887153785,2,4
652,HEX20,0.9968354163578957,4,2
653,HEX20,1.7859494523177721,4,2
654,HEX8,1.8651660733492836,1,1
655,TETRA4,2.757111594914413,4,3
656,WEDGE6,2.12823629616771,5,4
657,WEDGE6,1.4174946171420195,2,2
658,TETRA10,0.9686517098217292,1,1
659,TETRA4,1.3870248607842446,4,2
660,TETRA4,2.2550719763895484,5,3
661,HEX8,1.4633981565816447,5,1
662,HEX20,1.1874665547795493,3,3
663,TETRA4,1.7345668895185005,3,3
664,HEX20,1.491278035149509,2,5
665,HEX8,1.4377204985586818,1,1
666,TETRA10,1.3171962239529684,4,2
667,TETRA10,1.703525993614893,4,1
668,HEX20,2.242760475427801,5,2
669,HEX20,1.923722053370459,4,1
670,TETRA4,0.9247858149935613,2,4
671,HEX8,2.625651640102618,3,1
672,TETRA10,2.065612690799821,5,3
673,TETRA4,1.8060862084444687,1,3
674,WEDGE6,1.8726235268974556,5,4
675,TETRA4,1.9647809270857068,4,1
676,HEX20,1.8529059895422562,2,1
677,WEDGE6,1.2356642128282935,1,2
678,TETRA4,1.9198728101156113,5,1
679,HEX8,1.7313406425726676,4,1
680,TETRA10,1.8689571568465844,5,2
681,WEDGE6,1.3624173557098977,1,2
