Time_s,Load_mN,Displacement_nm,Phase,Modulus_GPa,Hardness_GPa
4.4897959183673475,4.998504126902558,3171952.8723614276,Ni,106.66295013674493,1.870427673695863
4.6938775510204085,5.225708859943584,3390661.686586299,Ni,106.66295013674493,1.870427673695863
4.8979591836734695,5.452913592984609,3614178.2453844226,Ni,106.66295013674493,1.870427673695863
5.1020408163265305,5.680118326025634,3842401.276327799,Ni,106.66295013674493,1.870427673695863
5.3061224489795915,5.90732305906666,4075235.650106248,Ni,106.66295013674493,1.870427673695863
5.510204081632653,6.134527792107685,4312591.783416376,Ni,106.66295013674493,1.870427673695863
5.714285714285714,6.36173252514871,4554385.120087277,Ni,106.66295013674493,1.870427673695863
5.918367346938775,6.588937258189736,4800535.677735245,Ni,106.66295013674493,1.870427673695863
6.122448979591837,6.8161419912307615,5050967.649675303,Ni,106.66295013674493,1.870427673695863
6.326530612244898,7.043346724271786,5305609.053719567,Ni,106.66295013674493,1.870427673695863
6.530612244897959,7.270551457312812,5564391.420991963,Ni,106.66295013674493,1.870427673695863
6.73469387755102,7.4977561903538374,5827249.519080719,Ni,106.66295013674493,1.870427673695863
6.938775510204081,7.724960923394862,6094121.104805005,Ni,106.66295013674493,1.870427673695863
7.142857142857143,7.952165656435888,6364946.702642933,Ni,106.66295013674493,1.870427673695863
7.346938775510204,8.179370389476913,6639669.405494437,Ni,106.66295013674493,1.870427673695863
7.551020408163265,8.406575122517939,6918234.69496497,Ni,106.66295013674493,1.870427673695863
7.755102040816327,8.633779855558965,7200590.2787775695,Ni,106.66295013674493,1.870427673695863
7.959183673469388,8.86098458859999,7486685.943269694,Ni,106.66295013674493,1.870427673695863
8.16326530612245,9.088189321641014,7776473.419221673,Ni,106.66295013674493,1.870427673695863
8.36734693877551,9.31539405468204,8069906.25950636,Ni,106.66295013674493,1.870427673695863
8.571428571428571,9.542598787723065,8366939.727253588,Ni,106.66295013674493,1.870427673695863
8.775510204081632,9.769803520764091,8667530.693395365,Ni,106.66295013674493,1.870427673695863
8.979591836734695,9.997008253805117,8971637.542603653,Ni,106.66295013674493,1.870427673695863
9.183673469387756,10.224212986846142,9279220.086756984,Ni,106.66295013674493,1.870427673695863
9.387755102040817,10.451417719887168,9590239.485178353,Ni,106.66295013674493,1.870427673695863
9.591836734693878,10.678622452928192,9904658.170977961,Ni,106.66295013674493,1.870427673695863
9.795918367346939,10.905827185969217,10222439.782912893,Ni,106.66295013674493,1.870427673695863
10.0,11.133031919010243,10543549.10224348,Ni,106.66295013674493,1.870427673695863
10.0,11.133031919010243,10543549.10224348,Ni,106.66295013674493,1.870427673695863
10.526315789473685,11.133031919010243,10571295.28409149,Ni,106.66295013674493,1.870427673695863
11.052631578947368,11.133031919010243,10599041.465939498,Ni,106.66295013674493,1.870427673695863
11.578947368421053,11.133031919010243,10626787.647787508,Ni,106.66295013674493,1.870427673695863
12.105263157894736,11.133031919010243,10654533.829635516,Ni,106.66295013674493,1.870427673695863
12.631578947368421,11.133031919010243,10682280.011483526,Ni,106.66295013674493,1.870427673695863
13.157894736842106,11.133031919010243,10710026.193331534,Ni,106.66295013674493,1.870427673695863
13.68421052631579,11.133031919010243,10737772.375179544,Ni,106.66295013674493,1.870427673695863
14.210526315789473,11.133031919010243,10765518.557027552,Ni,106.66295013674493,1.870427673695863
14.736842105263158,11.133031919010243,10793264.738875562,Ni,106.66295013674493,1.870427673695863
15.263157894736842,11.133031919010243,10821010.92072357,Ni,106.66295013674493,1.870427673695863
15.789473684210526,11.133031919010243,10848757.10257158,Ni,106.66295013674493,1.870427673695863
16.315789473684212,11.133031919010243,10876503.284419589,Ni,106.66295013674493,1.870427673695863
16.842105263157894,11.133031919010243,10904249.466267599,Ni,106.66295013674493,1.870427673695863
17.36842105263158,11.133031919010243,10931995.648115607,Ni,106.66295013674493,1.870427673695863
17.894736842105264,11.133031919010243,10959741.829963617,Ni,106.66295013674493,1.870427673695863
18.421052631578945,11.133031919010243,10987488.011811625,Ni,106.66295013674493,1.870427673695863
18.94736842105263,11.133031919010243,11015234.193659635,Ni,106.66295013674493,1.870427673695863
19.473684210526315,11.133031919010243,11042980.375507643,Ni,106.66295013674493,1.870427673695863
20.0,11.133031919010243,11070726.557355653,Ni,106.66295013674493,1.870427673695863
20.0,11.133031919010243,11070726.557355653,Ni,106.66295013674493,1.870427673695863
20.256410256410255,10.847569562112545,10590340.00062622,Ni,106.66295013674493,1.870427673695863
20.51282051282051,10.562107205214845,10122431.016798843,Ni,106.66295013674493,1.870427673695863
20.76923076923077,10.276644848317147,9666999.605873534,Ni,106.66295013674493,1.870427673695863
21.025641025641026,9.99118249141945,9224045.767850287,Ni,106.66295013674493,1.870427673695863
21.28205128205128,9.70572013452175,8793569.502729101,Ni,106.66295013674493,1.870427673695863
21.53846153846154,9.420257777624052,8375570.8105099825,Ni,106.66295013674493,1.870427673695863
21.794871794871796,9.134795420726354,7970049.691192927,Ni,106.66295013674493,1.870427673695863
22.05128205128205,8.849333063828654,7577006.144777931,Ni,106.66295013674493,1.870427673695863
22.307692307692307,8.563870706930956,7196440.171265001,Ni,106.66295013674493,1.870427673695863
22.564102564102562,8.278408350033256,6828351.7706541335,Ni,106.66295013674493,1.870427673695863
22.82051282051282,7.992945993135558,6472740.9429453295,Ni,106.66295013674493,1.870427673695863
23.076923076923077,7.7074836362378605,6129607.68813859,Ni,106.66295013674493,1.870427673695863
23.333333333333332,7.422021279340162,5798952.006233913,Ni,106.66295013674493,1.870427673695863
23.58974358974359,7.136558922442463,5480773.8972312985,Ni,106.66295013674493,1.870427673695863
23.846153846153847,6.851096565544765,5175073.36113075,Ni,106.66295013674493,1.870427673695863
24.102564102564102,6.565634208647066,4881850.397932262,Ni,106.66295013674493,1.870427673695863
24.358974358974358,6.280171851749367,4601105.007635837,Ni,106.66295013674493,1.870427673695863
24.615384615384613,5.994709494851669,4332837.1902414765,Ni,106.66295013674493,1.870427673695863
24.871794871794872,5.70924713795397,4077046.9457491785,Ni,106.66295013674493,1.870427673695863
25.128205128205128,5.423784781056272,3833734.2741589444,Ni,106.66295013674493,1.870427673695863
25.384615384615383,5.138322424158574,3602899.175470775,Ni,106.66295013674493,1.870427673695863
25.641025641025642,4.852860067260875,3384541.6496846667,Ni,106.66295013674493,1.870427673695863
25.897435897435898,4.567397710363176,3178661.696800622,Ni,106.66295013674493,1.870427673695863
26.153846153846153,4.281935353465478,2985259.3168186415,Ni,106.66295013674493,1.870427673695863
26.41025641025641,3.996472996567779,2804334.5097387237,Ni,106.66295013674493,1.870427673695863
26.666666666666664,3.7110106396700804,2635887.275560869,Ni,106.66295013674493,1.870427673695863
26.923076923076923,3.4255482827723815,2479917.614285078,Ni,106.66295013674493,1.870427673695863
27.17948717948718,3.1400859258746836,2336425.5259113507,Ni,106.66295013674493,1.870427673695863
27.435897435897434,2.8546235689769848,2205411.0104396855,Ni,106.66295013674493,1.870427673695863
27.692307692307693,2.569161212079287,2086874.0678700851,Ni,106.66295013674493,1.870427673695863
27.94871794871795,2.283698855181587,1980814.6982025467,Ni,106.66295013674493,1.870427673695863
28.205128205128204,1.9982364982838892,1887232.901437072,Ni,106.66295013674493,1.870427673695863
28.46153846153846,1.7127741413861912,1806128.677573661,Ni,106.66295013674493,1.870427673695863
28.717948717948715,1.4273117844884915,1737502.0266123125,Ni,106.66295013674493,1.870427673695863
28.974358974358974,1.1418494275907936,1681352.948553028,Ni,106.66295013674493,1.870427673695863
29.23076923076923,0.8563870706930956,1637681.4433958065,Ni,106.66295013674493,1.870427673695863
29.487179487179485,0.5709247137953959,1606487.5111406483,Ni,106.66295013674493,1.870427673695863
29.743589743589745,0.28546235689769794,1587771.1517875534,Ni,106.66295013674493,1.870427673695863
30.0,0.0,1581532.3653365218,Ni,106.66295013674493,1.870427673695863
