Material,Temperature_C,Applied_Stress_MPa,Time_hours,Creep_Strain,Creep_Rate_per_hour,Compliance_1_per_GPa
YSZ_electrolyte,800,50,0.372759372031494,2.2851483179495603e-24,2.683204479986922e-25,4.5702966358991204e-23
YSZ_electrolyte,800,50,0.44984326689694454,2.5864712869530814e-24,8.60365174203364e-26,5.172942573906163e-23
YSZ_electrolyte,800,50,0.5428675439323859,2.457221352790233e-24,-7.440669454647835e-26,4.9144427055804663e-23
YSZ_electrolyte,800,50,0.6551285568595507,2.4376578978601247e-24,-2.303700439552868e-26,4.8753157957202495e-23
YSZ_electrolyte,800,50,0.7906043210907697,2.4111473439991757e-24,5.796660001064334e-25,4.822294687998351e-23
YSZ_electrolyte,800,50,0.9540954763499939,3.5969898980729915e-24,6.217102523306721e-25,7.193979796145983e-23
YSZ_electrolyte,800,50,1.151395399326447,3.65456784866052e-24,2.1669156373706096e-25,7.309135697321039e-23
YSZ_electrolyte,800,50,1.3894954943731375,4.0303730255471134e-24,-2.481299924985631e-25,8.060746051094227e-23
YSZ_electrolyte,800,50,1.6768329368110073,3.1583078636633938e-24,6.471441237349597e-25,6.316615727326787e-23
YSZ_electrolyte,800,50,2.0235896477251565,5.324661273017033e-24,8.877965766290883e-25,1.0649322546034065e-22
YSZ_electrolyte,800,50,2.442053094548651,4.9339010169215704e-24,7.885176309852856e-25,9.867802033843141e-23
YSZ_electrolyte,800,50,2.9470517025518097,6.901696534987604e-24,1.7332319605438426e-24,1.3803393069975209e-22
YSZ_electrolyte,800,50,3.5564803062231283,8.400364938009256e-24,3.8674648445769457e-25,1.6800729876018511e-22
YSZ_electrolyte,800,50,4.291934260128776,7.675189503902993e-24,1.637854754471428e-27,1.5350379007805986e-22
YSZ_electrolyte,800,50,5.17947467923121,8.403640647518198e-24,2.877404471760513e-25,1.6807281295036396e-22
YSZ_electrolyte,800,50,6.250551925273969,8.250670398255096e-24,2.229766005639968e-25,1.6501340796510192e-22
YSZ_electrolyte,800,50,7.543120063354615,8.849593848646192e-24,4.7557492031414585e-25,1.7699187697292385e-22
YSZ_electrolyte,800,50,9.102981779915218,9.201820238883388e-24,4.684867688781293e-25,1.8403640477766774e-22
YSZ_electrolyte,800,50,10.985411419875584,9.786567386402451e-24,1.47037636239839e-24,1.9573134772804903e-22
YSZ_electrolyte,800,50,13.257113655901081,1.2142572963680168e-23,2.478940026144812e-24,2.4285145927360338e-22
YSZ_electrolyte,800,50,15.998587196060573,1.4744447438692075e-23,2.421274200924386e-24,2.948889487738415e-22
YSZ_electrolyte,800,50,19.306977288832496,1.698512136552894e-23,2.741078971791741e-24,3.3970242731057877e-22
YSZ_electrolyte,800,50,23.29951810515372,2.0226605382275557e-23,1.3262912271550736e-24,4.0453210764551115e-22
YSZ_electrolyte,800,50,28.11768697974228,1.9637703819839087e-23,1.285188942724104e-24,3.9275407639678175e-22
YSZ_electrolyte,800,50,33.93221771895326,2.2796983267723765e-23,2.463845586265194e-24,4.559396653544753e-22
YSZ_electrolyte,800,50,40.94915062380423,2.4565394992369475e-23,1.1385012422782596e-24,4.913078998473895e-22
YSZ_electrolyte,800,50,49.41713361323833,2.5073985752280284e-23,4.1411944885420296e-24,5.0147971504560575e-22
YSZ_electrolyte,800,50,59.63623316594643,3.2847783969453534e-23,3.9143664508180094e-24,6.569556793890706e-22
YSZ_electrolyte,800,50,71.96856730011514,3.2902718653916303e-23,8.561264794829544e-25,6.580543730783261e-22
YSZ_electrolyte,800,50,86.85113737513521,3.4560036928419443e-23,4.633063431732168e-24,6.912007385683889e-22
YSZ_electrolyte,800,50,104.81131341546852,4.216884551738064e-23,2.4665662159470653e-24,8.433769103476129e-22
YSZ_electrolyte,800,50,126.48552168552958,3.9493169360313573e-23,2.176901502281713e-24,7.898633872062714e-22
YSZ_electrolyte,800,50,152.6417967175232,4.6522648521944066e-23,4.48667776471255e-24,9.304529704388813e-22
YSZ_electrolyte,800,50,184.20699693267144,4.8466524889738674e-23,6.2375386414586695e-24,9.693304977947736e-22
YSZ_electrolyte,800,50,222.29964825261933,5.89977258048614e-23,3.514862188599477e-24,1.179954516097228e-21
YSZ_electrolyte,800,50,268.26957952797244,5.549624926693763e-23,7.534800834131382e-24,1.1099249853387526e-21
YSZ_electrolyte,800,50,323.74575428176433,7.406732747312417e-23,8.945982037390339e-24,1.4813465494624834e-21
YSZ_electrolyte,800,50,390.6939937054613,7.33882133417183e-23,5.393208209608091e-24,1.4677642668343662e-21
YSZ_electrolyte,800,50,471.486636345739,8.485374389234035e-23,2.2554631312765506e-24,1.697074877846807e-21
YSZ_electrolyte,800,50,568.9866029018293,7.789913960427141e-23,2.748796975514109e-24,1.557982792085428e-21
YSZ_electrolyte,800,50,686.6488450042998,9.035133784336857e-23,2.2117801839649333e-23,1.8070267568673714e-21
YSZ_electrolyte,800,50,828.6427728546843,1.2213474328357007e-22,1.2544863376067383e-23,2.4426948656714016e-21
YSZ_electrolyte,800,50,1000.0,1.1544106459550333e-22,-6.693678688066739e-24,2.3088212919100666e-21
Ni,600,50,0.1,1.2105688997294385e-14,0.0,2.421137799458877e-13
Ni,600,50,0.12067926406393285,1.4288960642372745e-14,3.6717672766646146e-16,2.857792128474549e-13
Ni,600,50,0.14563484775012436,1.2840042452627308e-14,1.364623487111334e-15,2.5680084905254616e-13
Ni,600,50,0.1757510624854792,1.7018207616595413e-14,2.7428955793742216e-15,3.4036415233190823e-13
Ni,600,50,0.21209508879201905,1.832583361137575e-14,1.0343259290118558e-15,3.6651667222751504e-13
Ni,600,50,0.2559547922699536,1.9086859474619124e-14,1.847693332727785e-15,3.817371894923825e-13
Ni,600,50,0.3088843596477481,2.202122027683132e-14,2.5062216795937812e-15,4.404244055366264e-13
Ni,600,50,0.372759372031494,2.4099302833806687e-14,7.780529976571142e-16,4.819860566761338e-13
Ni,600,50,0.44984326689694454,2.357732627214555e-14,4.33809412373858e-15,4.715465254429109e-13
Ni,600,50,0.5428675439323859,3.277549108128385e-14,2.3221512840622304e-15,6.555098216256769e-13
Ni,600,50,0.6551285568595507,2.822162884027001e-14,1.7990011241171905e-15,5.644325768054002e-13
Ni,600,50,0.7906043210907697,3.637349332951823e-14,5.451378618721276e-15,7.274698665903646e-13
Ni,600,50,0.9540954763499939,3.912438607771256e-14,2.5118155991101348e-15,7.824877215542513e-13
Ni,600,50,1.151395399326447,4.13971245277385e-14,5.766322064997588e-15,8.2794249055477e-13
Ni,600,50,1.3894954943731375,5.065703020770774e-14,2.654541777416622e-15,1.0131406041541548e-12
Ni,600,50,1.6768329368110073,4.670620808257174e-14,5.4195744532635994e-15,9.34124161651435e-13
Ni,600,50,2.0235896477251565,6.149617911423494e-14,5.925172177063574e-15,1.2299235822846989e-12
Ni,600,50,2.442053094548651,5.855655243669889e-14,5.094574313958118e-15,1.1711310487339777e-12
Ni,600,50,2.9470517025518097,7.168532774215117e-14,1.4559460199835304e-15,1.4337065548430233e-12
Ni,600,50,3.5564803062231283,6.146844447666595e-14,4.64993607500515e-15,1.229368889533319e-12
Ni,600,50,4.291934260128776,8.098519989216147e-14,1.050247381401122e-14,1.6197039978432295e-12
Ni,600,50,5.17947467923121,8.247339210468839e-14,1.683848622358147e-14,1.6494678420937677e-12
Ni,600,50,6.250551925273969,1.1466217233932442e-13,1.4928613491652633e-14,2.293243446786488e-12
Ni,600,50,7.543120063354615,1.1233061908799366e-13,-5.627204225099789e-15,2.246612381759873e-12
Ni,600,50,9.102981779915218,1.0340776388912484e-13,1.4523741158564708e-14,2.0681552777824967e-12
Ni,600,50,10.985411419875584,1.4137810140512307e-13,1.8491599471621225e-14,2.8275620281024613e-12
Ni,600,50,13.257113655901081,1.403909628323673e-13,1.1722849975846736e-14,2.807819256647346e-12
Ni,600,50,15.998587196060573,1.6482380135681654e-13,1.9386586084561057e-14,3.296476027136331e-12
Ni,600,50,19.306977288832496,1.791641350014894e-13,4.709326658317496e-15,3.5832827000297878e-12
Ni,600,50,23.29951810515372,1.7424245467345154e-13,3.3194596518581055e-14,3.484849093469031e-12
Ni,600,50,28.11768697974228,2.455533280386515e-13,1.6355998726243948e-14,4.91106656077303e-12
Ni,600,50,33.93221771895326,2.0695445212593943e-13,-1.9481642960489955e-14,4.1390890425187884e-12
Ni,600,50,40.94915062380423,2.065900421176716e-13,3.8819007656405165e-14,4.131800842353432e-12
Ni,600,50,49.41713361323833,2.8459246743874976e-13,3.936717448997219e-14,5.691849348774995e-12
Ni,600,50,59.63623316594643,2.85324391097616e-13,3.306648076657684e-14,5.70648782195232e-12
Ni,600,50,71.96856730011514,3.5072542897190345e-13,2.8220253012456736e-14,7.014508579438069e-12
Ni,600,50,86.85113737513521,3.4176489712252946e-13,7.276662291260127e-14,6.83529794245059e-12
Ni,600,50,104.81131341546852,4.96258674797106e-13,3.207145635229884e-14,9.925173495942119e-12
Ni,600,50,126.48552168552958,4.0590780982712714e-13,-2.928317046504219e-14,8.118156196542542e-12
Ni,600,50,152.6417967175232,4.376923338670216e-13,5.217456890210582e-14,8.753846677340432e-12
Ni,600,50,184.20699693267144,5.102569476313388e-13,5.847114243418592e-14,1.0205138952626775e-11
Ni,600,50,222.29964825261933,5.546346187353934e-13,6.975040102431401e-14,1.109269237470787e-11
Ni,600,50,268.26957952797244,6.497577496799668e-13,1.213233561560413e-13,1.2995154993599335e-11
Ni,600,50,323.74575428176433,7.97281331047476e-13,2.3714850524777012e-14,1.5945626620949518e-11
Ni,600,50,390.6939937054613,6.971874507295208e-13,8.340673408187613e-14,1.3943749014590416e-11
Ni,600,50,471.486636345739,9.640947992112283e-13,3.7699240488659084e-14,1.9281895984224566e-11
Ni,600,50,568.9866029018293,7.72585931706839e-13,7.395533184032509e-14,1.5451718634136777e-11
Ni,600,50,686.6488450042998,1.1120054628918785e-12,1.2450272244595277e-13,2.2240109257837568e-11
Ni,600,50,828.6427728546843,1.0215913765987445e-12,3.449258617737775e-14,2.043182753197489e-11
Ni,600,50,1000.0,1.180990635246634e-12,1.5939925864788944e-13,2.3619812704932678e-11
Ni,700,50,0.1,7.121859750044746e-13,0.0,1.4243719500089491e-11
Ni,700,50,0.12067926406393285,6.52192819706024e-13,5.01915308387283e-14,1.304385639412048e-11
Ni,700,50,0.14563484775012436,8.125690366819312e-13,3.2005770003604853e-14,1.6251380733638622e-11
Ni,700,50,0.1757510624854792,7.162043597132337e-13,8.833054001177805e-14,1.4324087194264673e-11
Ni,700,50,0.21209508879201905,9.892301167054873e-13,1.7562735282476713e-13,1.9784602334109745e-11
Ni,700,50,0.2559547922699536,1.067459065362768e-12,4.544628136527825e-14,2.134918130725536e-11
Ni,700,50,0.3088843596477481,1.0801226794360438e-12,8.361587171704166e-14,2.1602453588720878e-11
Ni,700,50,0.372759372031494,1.2346908087968513e-12,9.0526685934455e-14,2.4693816175937025e-11
Ni,700,50,0.44984326689694454,1.2611760513049538e-12,1.4980341883648186e-13,2.5223521026099075e-11
Ni,700,50,0.5428675439323859,1.534297646469815e-12,1.1705573558082493e-13,3.06859529293963e-11
Ni,700,50,0.6551285568595507,1.4952875224666036e-12,1.735985608157325e-13,2.990575044933207e-11
Ni,700,50,0.7906043210907697,1.88149476810128e-12,1.2424084748437863e-13,3.76298953620256e-11
Ni,700,50,0.9540954763499939,1.743769217435361e-12,1.714448263599987e-13,3.487538434870722e-11
Ni,700,50,1.151395399326447,2.2243844208212774e-12,3.376011682386852e-13,4.448768841642555e-11
Ni,700,50,1.3894954943731375,2.4189715539127313e-12,3.0331133629804297e-13,4.8379431078254627e-11
Ni,700,50,1.6768329368110073,2.8310070934173633e-12,1.7172548776526278e-13,5.6620141868347264e-11
Ni,700,50,2.0235896477251565,2.762422529443257e-12,2.438615135034022e-13,5.524845058886514e-11
Ni,700,50,2.442053094548651,3.3187301204241677e-12,6.459231283470538e-14,6.637460240848335e-11
Ni,700,50,2.9470517025518097,2.8916071551126677e-12,2.0425564260988732e-13,5.783214310225335e-11
Ni,700,50,3.5564803062231283,3.727241405643942e-12,3.4018365972376393e-13,7.454482811287884e-11
Ni,700,50,4.291934260128776,3.5719744745601955e-12,2.7784850762264546e-13,7.143948949120391e-11
Ni,700,50,5.17947467923121,4.282938420889233e-12,1.1077220491189372e-12,8.565876841778467e-11
Ni,700,50,6.250551925273969,5.78741857279807e-12,7.351566391037004e-13,1.1574837145596139e-10
Ni,700,50,7.543120063354615,5.753251699096634e-12,7.301605887715201e-13,1.150650339819327e-10
Ni,700,50,9.102981779915218,7.24773975034111e-12,8.781106541588147e-13,1.449547950068222e-10
Ni,700,50,10.985411419875584,7.509473007414263e-12,5.3073021599351474e-14,1.5018946014828526e-10
Ni,700,50,13.257113655901081,7.353885793539813e-12,1.3448273992237945e-13,1.4707771587079627e-10
Ni,700,50,15.998587196060573,7.778438487259022e-12,9.644819557473016e-13,1.5556876974518046e-10
Ni,700,50,19.306977288832496,9.282849705034416e-12,9.254331692503546e-13,1.8565699410068832e-10
Ni,700,50,23.29951810515372,9.629304825759732e-12,7.14475612845179e-13,1.9258609651519463e-10
Ni,700,50,28.11768697974228,1.0711800930724774e-11,1.3993250188969114e-12,2.1423601861449548e-10
Ni,700,50,33.93221771895326,1.2427954863553554e-11,1.5890909354999906e-13,2.485590972710711e-10
Ni,700,50,40.94915062380423,1.1029619117824772e-11,1.0116246164993313e-13,2.2059238235649543e-10
Ni,700,50,49.41713361323833,1.263027978685342e-11,2.5907273835889846e-12,2.5260559573706843e-10
Ni,700,50,59.63623316594643,1.621107388500274e-11,2.7407644851788463e-12,3.2422147770005483e-10
Ni,700,50,71.96856730011514,1.8111808757211113e-11,2.5255573688678695e-12,3.6223617514422225e-10
Ni,700,50,86.85113737513521,2.126218862273848e-11,3.4143831575247777e-12,4.2524377245476963e-10
Ni,700,50,104.81131341546852,2.494057507226067e-11,-5.162671218453025e-13,4.988115014452134e-10
Ni,700,50,126.48552168552958,2.0229654379047875e-11,-1.9627805783059264e-12,4.045930875809575e-10
Ni,700,50,152.6417967175232,2.1015013915648816e-11,5.8279373469890375e-12,4.2030027831297635e-10
Ni,700,50,184.20699693267144,3.188552907302595e-11,5.471499281218101e-12,6.377105814605191e-10
Ni,700,50,222.29964825261933,3.195801247808502e-11,-2.82771818194812e-13,6.391602495617003e-10
Ni,700,50,268.26957952797244,3.1319985436636326e-11,2.8148431022073625e-12,6.263997087327265e-10
Ni,700,50,323.74575428176433,3.758769868249974e-11,9.147688199415935e-12,7.517539736499949e-10
Ni,700,50,390.6939937054613,4.9615361835468196e-11,2.1545105841875474e-12,9.923072367093638e-10
Ni,700,50,471.486636345739,4.189671985087484e-11,-2.567507883126168e-12,8.379343970174968e-10
Ni,700,50,568.9866029018293,4.448034606921586e-11,4.85797252120764e-12,8.896069213843173e-10
Ni,700,50,686.6488450042998,5.161266489329012e-11,1.2293361920112702e-11,1.0322532978658023e-09
Ni,700,50,828.6427728546843,6.906706990944126e-11,1.4755533911140856e-11,1.3813413981888253e-09
Ni,700,50,1000.0,8.112373271557183e-11,1.2056662806130566e-11,1.6224746543114365e-09
Ni,800,50,0.1,1.5145485714935672e-11,0.0,3.0290971429871345e-10
Ni,800,50,0.12067926406393285,2.0167923898850038e-11,3.045482845136658e-12,4.0335847797700076e-10
Ni,800,50,0.14563484775012436,2.1236451405208988e-11,5.812030578741868e-13,4.2472902810417975e-10
Ni,800,50,0.1757510624854792,2.1330330014598412e-11,5.34427599768238e-13,4.266066002919682e-10
