cycle,material,critical_strain_threshold,measured_strain,strain_ratio,crack_probability,crack_detected,crack_length_um,crack_opening_um
9,GDC,0.0018,0.0008981591924860218,0.49897732915890103,0.0,False,0.0,0.0
9,LSM,0.0022,0.001633966690885782,0.7427121322208099,0.0,False,0.0,0.0
10,YSZ,0.002,0.0015177019422547944,0.7588509711273972,0.0,False,0.0,0.0
10,Ni-YSZ,0.0025,0.0018825451528389895,0.7530180611355958,0.0,False,0.0,0.0
10,GDC,0.0018,0.0011806960062065934,0.6559422256703297,0.0,False,0.0,0.0
10,LSM,0.0022,0.0012546652634036583,0.5703023924562083,0.0,False,0.0,0.0
11,YSZ,0.002,0.001728130403434148,0.864065201717074,0.0,False,0.0,0.0
11,Ni-YSZ,0.0025,0.0016092550556492512,0.6437020222597005,0.0,False,0.0,0.0
11,GDC,0.0018,0.0013609354301604708,0.7560752389780393,0.0,False,0.0,0.0
11,LSM,0.0022,0.0012385241321574833,0.5629655146170378,0.0,False,0.0,0.0
12,YSZ,0.002,0.0017164955565220946,0.8582477782610473,0.0,False,0.0,0.0
12,Ni-YSZ,0.0025,0.002295623392873672,0.9182493571494688,0.0,False,0.0,0.0
12,GDC,0.0018,0.0012643893479200707,0.7024385266222615,0.0,False,0.0,0.0
12,LSM,0.0022,0.0019329851243592077,0.878629601981458,0.0,False,0.0,0.0
13,YSZ,0.002,0.001390538110794555,0.6952690553972775,0.0,False,0.0,0.0
13,Ni-YSZ,0.0025,0.0013424703825067987,0.5369881530027195,0.0,False,0.0,0.0
13,GDC,0.0018,0.0012833774671982432,0.7129874817768018,0.0,False,0.0,0.0
13,LSM,0.0022,0.0016659757808046745,0.7572617185475793,0.0,False,0.0,0.0
14,YSZ,0.002,0.001519526955586851,0.7597634777934255,0.0,False,0.0,0.0
14,Ni-YSZ,0.0025,0.0019011461728542518,0.7604584691417007,0.0,False,0.0,0.0
14,GDC,0.0018,0.00111493751414044,0.6194097300780222,0.0,False,0.0,0.0
14,LSM,0.0022,0.0013270137780821644,0.6031880809464383,0.0,False,0.0,0.0
15,YSZ,0.002,0.0016307486734685856,0.8153743367342928,0.0,False,0.0,0.0
15,Ni-YSZ,0.0025,0.0016799063294084954,0.6719625317633982,0.0,False,0.0,0.0
15,GDC,0.0018,0.0013356145582111094,0.7420080878950608,0.0,False,0.0,0.0
15,LSM,0.0022,0.0019059200625491052,0.8663273011586842,0.0,False,0.0,0.0
16,YSZ,0.002,0.0016030735056834604,0.8015367528417302,0.0,False,0.0,0.0
16,Ni-YSZ,0.0025,0.002090947354256472,0.8363789417025888,0.0,False,0.0,0.0
16,GDC,0.0018,0.0013944818210880527,0.774712122826696,0.0,False,0.0,0.0
16,LSM,0.0022,0.001635445594005555,0.7433843609116159,0.0,False,0.0,0.0
17,YSZ,0.002,0.0020276546652692696,1.0138273326346348,0.06680086259211393,False,0.0,0.0
17,Ni-YSZ,0.0025,0.001728721491258711,0.6914885965034844,0.0,False,0.0,0.0
17,GDC,0.0018,0.001314331589207798,0.7301842162265545,0.0,False,0.0,0.0
17,LSM,0.0022,0.0017741493746601094,0.8064315339364133,0.0,False,0.0,0.0
18,YSZ,0.002,0.00167601533182812,0.83800766591406,0.0,False,0.0,0.0
18,Ni-YSZ,0.0025,0.001994956345653337,0.7979825382613348,0.0,False,0.0,0.0
18,GDC,0.0018,0.001568726103160049,0.8715145017555828,0.0,False,0.0,0.0
18,LSM,0.0022,0.002200592897334125,1.0002694987882386,0.0013465864788776427,False,0.0,0.0
19,YSZ,0.002,0.001871180469413491,0.9355902347067455,0.0,False,0.0,0.0
19,Ni-YSZ,0.0025,0.00219315839050329,0.877263356201316,0.0,False,0.0,0.0
19,GDC,0.0018,0.0015972430734938743,0.8873572630521525,0.0,False,0.0,0.0
19,LSM,0.0022,0.0018588378042112858,0.8449262746414935,0.0,False,0.0,0.0
20,YSZ,0.002,0.0017199564839820902,0.8599782419910451,0.0,False,0.0,0.0
20,Ni-YSZ,0.0025,0.0021989353424733396,0.8795741369893358,0.0,False,0.0,0.0
20,GDC,0.0018,0.0016504783551654402,0.9169324195363556,0.0,False,0.0,0.0
20,LSM,0.0022,0.0021195318211138605,0.9634235550517547,0.0,False,0.0,0.0
21,YSZ,0.002,0.0015423856277864147,0.7711928138932074,0.0,False,0.0,0.0
21,Ni-YSZ,0.0025,0.001666186064488428,0.6664744257953712,0.0,False,0.0,0.0
21,GDC,0.0018,0.001762211167510788,0.97900620417266,0.0,False,0.0,0.0
21,LSM,0.0022,0.0016304937440705654,0.7411335200320751,0.0,False,0.0,0.0
22,YSZ,0.002,0.001982689689898731,0.9913448449493656,0.0,False,0.0,0.0
22,Ni-YSZ,0.0025,0.0022089687713183095,0.8835875085273238,0.0,False,0.0,0.0
22,GDC,0.0018,0.0019092853917616203,1.0607141065342336,0.2618221783579662,False,0.0,0.0
22,LSM,0.0022,0.0016498907969805473,0.7499503622638851,0.0,False,0.0,0.0
23,YSZ,0.002,0.0017628037655062975,0.8814018827531488,0.0,False,0.0,0.0
23,Ni-YSZ,0.0025,0.002488447274036913,0.9953789096147652,0.0,False,0.0,0.0
23,GDC,0.0018,0.0016223218392669941,0.9012899107038856,0.0,False,0.0,0.0
23,LSM,0.0022,0.001750548220781936,0.7957037367190617,0.0,False,0.0,0.0
24,YSZ,0.002,0.0018481674074993942,0.9240837037496971,0.0,False,0.0,0.0
24,Ni-YSZ,0.0025,0.0021519022585985616,0.8607609034394247,0.0,False,0.0,0.0
24,GDC,0.0018,0.0017361585889273134,0.9645325494040631,0.0,False,0.0,0.0
24,LSM,0.0022,0.0019810758337307265,0.9004890153321483,0.0,False,0.0,0.0
25,YSZ,0.002,0.0017531400574558875,0.8765700287279438,0.0,False,0.0,0.0
25,Ni-YSZ,0.0025,0.0022312925467263176,0.892517018690527,0.0,False,0.0,0.0
25,GDC,0.0018,0.0017936596480177924,0.9964775822321069,0.0,False,0.0,0.0
25,LSM,0.0022,0.002131018448937901,0.9686447495172276,0.0,False,0.0,0.0
26,YSZ,0.002,0.001656019567441212,0.828009783720606,0.0,False,0.0,0.0
26,Ni-YSZ,0.0025,0.0021299639366082115,0.8519855746432846,0.0,False,0.0,0.0
26,GDC,0.0018,0.0016455497872007708,0.9141943262226504,0.0,False,0.0,0.0
26,LSM,0.0022,0.0018396225637927553,0.8361920744512523,0.0,False,0.0,0.0
27,YSZ,0.002,0.001725050014989422,0.862525007494711,0.0,False,0.0,0.0
27,Ni-YSZ,0.0025,0.0021881558818217677,0.8752623527287071,0.0,False,0.0,0.0
27,GDC,0.0018,0.0018478350581146198,1.0265750322859,0.1244256092584064,False,0.0,0.0
27,LSM,0.0022,0.002597660647201578,1.1807548396370808,0.5949619226656041,False,0.0,0.0
28,YSZ,0.002,0.0021337952321983,1.06689761609915,0.28429562438159284,False,0.0,0.0
28,Ni-YSZ,0.0025,0.0022914574256893377,0.9165829702757351,0.0,False,0.0,0.0
28,GDC,0.0018,0.0014856914138881873,0.8253841188267708,0.0,False,0.0,0.0
28,LSM,0.0022,0.001679443155060949,0.7633832523004314,0.0,False,0.0,0.0
29,YSZ,0.002,0.001888479882807172,0.9442399414035859,0.0,False,0.0,0.0
29,Ni-YSZ,0.0025,0.002416011771498347,0.9664047085993388,0.0,False,0.0,0.0
29,GDC,0.0018,0.0018438398170204581,1.0243554539002546,0.11465446000257107,False,0.0,0.0
29,LSM,0.0022,0.00188349693283227,0.8561349694692136,0.0,False,0.0,0.0
30,YSZ,0.002,0.0016965002807993864,0.8482501403996932,0.0,False,0.0,0.0
30,Ni-YSZ,0.0025,0.002784645423602069,1.1138581694408276,0.4340733751201401,True,12.596019969326,0.2844768424487474
30,GDC,0.0018,0.0015632072986775454,0.868448499265303,0.0,False,0.0,0.0
30,LSM,0.0022,0.002513146896814724,1.1423394985521471,0.5091896570738366,True,30.671536997690602,0.2085542839639102
31,YSZ,0.002,0.002141083390943582,1.070541695471791,0.2972179596064862,True,39.2539964211237,0.30719556292162403
31,Ni-YSZ,0.0025,0.0027859177919769304,1.114367116790772,0.43551167857212625,True,1.4562380313644523,0.21435852397334956
31,GDC,0.0018,0.00202803731725061,1.126687398472561,0.46923557081527556,True,2.993428136257466,0.3021590096087498
31,LSM,0.0022,0.002389895616044,1.086316189110909,0.3505185122288237,True,0.15232732794634965,0.42306943653001017
32,YSZ,0.002,0.0019765075310312873,0.9882537655156436,0.0,False,0.0,0.0
32,Ni-YSZ,0.0025,0.0020699794612182012,0.8279917844872805,0.0,False,0.0,0.0
32,GDC,0.0018,0.0017744776178641006,0.9858208988133892,0.0,False,0.0,0.0
32,LSM,0.0022,0.0018903041918146655,0.8592291780975752,0.0,False,0.0,0.0
33,YSZ,0.002,0.002017408291412668,1.008704145706334,0.04258729187436261,False,0.0,0.0
33,Ni-YSZ,0.0025,0.0020611039303832204,0.8244415721532882,0.0,False,0.0,0.0
33,GDC,0.0018,0.00171848348453891,0.9547130469660611,0.0,False,0.0,0.0
33,LSM,0.0022,0.0022910683600387127,1.0413947091085056,0.1869588417341812,False,0.0,0.0
34,YSZ,0.002,0.002301022950160124,1.150511475080062,0.5288399224982994,False,0.0,0.0
34,Ni-YSZ,0.0025,0.0022410332534945274,0.896413301397811,0.0,False,0.0,0.0
34,GDC,0.0018,0.0016655903224932688,0.9253279569407049,0.0,False,0.0,0.0
34,LSM,0.0022,0.0023694358345867053,1.0770162884485024,0.319604778964545,False,0.0,0.0
35,YSZ,0.002,0.0019110724440014428,0.9555362220007214,0.0,False,0.0,0.0
35,Ni-YSZ,0.0025,0.002702430228424582,1.0809720913698326,0.3329301106017182,False,0.0,0.0
35,GDC,0.0018,0.0015762559247546799,0.8756977359748221,0.0,False,0.0,0.0
35,LSM,0.0022,0.002164389905193647,0.9838135932698395,0.0,False,0.0,0.0
36,YSZ,0.002,0.0021552168329843305,1.0776084164921653,0.3216162053960523,False,0.0,0.0
36,Ni-YSZ,0.0025,0.0025216183477561336,1.0086473391024533,0.04231531642888409,False,0.0,0.0
36,GDC,0.0018,0.0015779960796661805,0.8766644887034336,0.0,False,0.0,0.0
36,LSM,0.0022,0.002616859774514216,1.1894817156882798,0.6122554678242418,True,1.391217758430085,0.40428821241289
37,YSZ,0.002,0.002117592621695971,1.0587963108479854,0.2547097612385728,False,0.0,0.0
37,Ni-YSZ,0.0025,0.00291147525397008,1.164590101588032,0.5608659273835432,False,0.0,0.0
37,GDC,0.0018,0.0017209404249362006,0.9560780138534448,0.0,False,0.0,0.0
37,LSM,0.0022,0.0020912986036703343,0.9505902743956065,0.0,False,0.0,0.0
38,YSZ,0.002,0.002050951638702634,1.025475819351317,0.11960014740250191,False,0.0,0.0
38,Ni-YSZ,0.0025,0.0027579299312655865,1.1031719725062346,0.4030129529336377,True,21.942244745355445,0.11927549342865175
38,GDC,0.0018,0.0016215012675012983,0.9008340375007213,0.0,False,0.0,0.0
38,LSM,0.0022,0.0016511352978524274,0.750516044478376,0.0,False,0.0,0.0
39,YSZ,0.002,0.0018843325990343157,0.9421662995171578,0.0,False,0.0,0.0
39,Ni-YSZ,0.0025,0.0028353640049416963,1.1341456019766785,0.4886638155460422,True,1.1446240176954816,0.4204915378846712
39,GDC,0.0018,0.0016459704575424606,0.9144280319680337,0.0,False,0.0,0.0
39,LSM,0.0022,0.0021758546666538828,0.9890248484790376,0.0,False,0.0,0.0
40,YSZ,0.002,0.002198368737450665,1.0991843687253324,0.3909907628337901,True,0.33082097304774605,1.0977766214138291
40,Ni-YSZ,0.0025,0.0022554140354009715,0.9021656141603885,0.0,False,0.0,0.0
40,GDC,0.0018,0.0018036883330494666,1.0020490739163703,0.010193064563404075,False,0.0,0.0
40,LSM,0.0022,0.0019011553467306362,0.8641615212411983,0.0,False,0.0,0.0
41,YSZ,0.002,0.002176539862275783,1.0882699311378914,0.35683222002172876,False,0.0,0.0
41,Ni-YSZ,0.0025,0.0023971168900739355,0.9588467560295741,0.0,False,0.0,0.0
41,GDC,0.0018,0.0015181569587615852,0.8434205326453251,0.0,False,0.0,0.0
41,LSM,0.0022,0.0025334823932918115,1.1515829060417324,0.5313572510930776,False,0.0,0.0
42,YSZ,0.002,0.0021637769259959024,1.0818884629979513,0.3359795388461624,False,0.0,0.0
42,Ni-YSZ,0.0025,0.0027173931249726436,1.0869572499890574,0.3525969652764446,False,0.0,0.0
42,GDC,0.0018,0.0018437056254265224,1.0242809030147346,0.11432438201738848,False,0.0,0.0
42,LSM,0.0022,0.002379682649644565,1.0816739316566204,0.335266890700074,False,0.0,0.0
43,YSZ,0.002,0.002282066699020766,1.1410333495103828,0.5059738102700956,False,0.0,0.0
43,Ni-YSZ,0.0025,0.002305577877402221,0.9222311509608883,0.0,False,0.0,0.0
43,GDC,0.0018,0.0017868339769782425,0.9926855427656903,0.0,False,0.0,0.0
43,LSM,0.0022,0.002090350831163395,0.9501594687106341,0.0,False,0.0,0.0
44,YSZ,0.002,0.0018416999871964002,0.9208499935982001,0.0,False,0.0,0.0
44,Ni-YSZ,0.0025,0.0027100347277097293,1.0840138910838917,0.342998814062639,False,0.0,0.0
44,GDC,0.0018,0.0016960138293728023,0.9422299052071125,0.0,False,0.0,0.0
44,LSM,0.0022,0.002370755301521838,1.0776160461462898,0.3216420840710187,True,12.66079811222891,1.0133386490862424
45,YSZ,0.002,0.0018062441809438405,0.9031220904719202,0.0,False,0.0,0.0
45,Ni-YSZ,0.0025,0.0028145689084245005,1.1258275633698003,0.46694880930534777,False,0.0,0.0
45,GDC,0.0018,0.001722700098298178,0.9570556101656544,0.0,False,0.0,0.0
45,LSM,0.0022,0.0019002685745724216,0.8637584429874643,0.0,False,0.0,0.0
46,YSZ,0.002,0.002060043480060698,1.0300217400303489,0.1393855775778282,False,0.0,0.0
46,Ni-YSZ,0.0025,0.0022382689214365836,0.8953075685746334,0.0,False,0.0,0.0
46,GDC,0.0018,0.0014800791744903148,0.8222662080501749,0.0,False,0.0,0.0
46,LSM,0.0022,0.0023973877671219024,1.0897217123281373,0.36148401056653356,False,0.0,0.0
47,YSZ,0.002,0.0017273414231836737,0.8636707115918368,0.0,False,0.0,0.0
47,Ni-YSZ,0.0025,0.002373768545501731,0.9495074182006924,0.0,False,0.0,0.0
47,GDC,0.0018,0.001736825362880918,0.9649029793782878,0.0,False,0.0,0.0
47,LSM,0.0022,0.0019355885963956653,0.879812998361666,0.0,False,0.0,0.0
48,YSZ,0.002,0.0020073084505765277,1.0036542252882639,0.018105221371360725,False,0.0,0.0
48,Ni-YSZ,0.0025,0.0025030687084935336,1.0012274833974135,0.006118621514972,False,0.0,0.0
48,GDC,0.0018,0.0016298705544270115,0.9054836413483398,0.0,False,0.0,0.0
48,LSM,0.0022,0.0020377222143068293,0.9262373701394678,0.0,False,0.0,0.0
49,YSZ,0.002,0.0018906930177503512,0.9453465088751756,0.0,False,0.0,0.0
49,Ni-YSZ,0.0025,0.0022236553851223435,0.8894621540489374,0.0,False,0.0,0.0
49,GDC,0.0018,0.001777821147699228,0.98767841538846,0.0,False,0.0,0.0
49,LSM,0.0022,0.0021421160079184145,0.9736890945083702,0.0,False,0.0,0.0
50,YSZ,0.002,0.0021101743935572643,1.0550871967786322,0.2407589658064645,False,0.0,0.0
50,Ni-YSZ,0.0025,0.002333595432918838,0.9334381731675351,0.0,False,0.0,0.0
50,GDC,0.0018,0.0017891723117900826,0.993984617661157,0.0,False,0.0,0.0
50,LSM,0.0022,0.0020447614384463486,0.9294370174756129,0.0,False,0.0,0.0
