cycle,temperature_C,material,d_spacing_A,d0_spacing_A,lattice_strain,thermal_strain,mechanical_strain,measurement_error
1,810.5263157894738,Ni,2.055421533483061,2.034,0.010531727376136316,0.0104475,9.663396321119512e-05,-1.2406587074879558e-05
1,810.5263157894738,GDC,3.1543985228752276,3.124,0.009730641125233017,0.009819078947368422,-8.895596085462944e-05,5.18138719225042e-07
1,831.578947368421,YSZ,2.9826982349511924,2.958,0.008349639942931779,0.008469078947368421,-0.00013124676516623296,1.1807760729589528e-05
1,831.578947368421,NiO,2.439695808625593,2.412,0.011482507722053411,0.011372763157894736,0.00011400154245866479,-4.256978299990721e-06
1,831.578947368421,Ni,2.0556588225788794,2.034,0.010648388681848416,0.0107275,-7.912248131204104e-05,1.1163160458516064e-08
1,831.578947368421,GDC,3.155994270891361,3.124,0.010241443947298604,0.010082236842105264,0.00016085301540999273,-1.6459102166535566e-06
1,852.6315789473684,YSZ,2.983252131935097,2.958,0.00853689382525232,0.008690131578947368,-0.00012853576092537798,-2.4701992769670528e-05
1,852.6315789473684,NiO,2.4399669016830994,2.412,0.011594901195314847,0.011669605263157896,-6.365422730203956e-05,-1.1049840541009145e-05
1,852.6315789473684,Ni,2.056864834976497,2.034,0.011241315131021003,0.0110075,0.00024116561842203637,-7.350487401032446e-06
1,852.6315789473684,GDC,3.1571560606245592,3.124,0.010613335667272421,0.010345394736842106,0.00026268977034802325,5.251160082292428e-06
1,873.6842105263158,YSZ,2.9841734173122547,2.958,0.008848349328010319,0.008911184210526316,-6.381250060848582e-05,9.77618092487878e-07
1,873.6842105263158,NiO,2.4407371343654374,2.412,0.01191423481154123,0.011966447368421054,-4.5677426982508564e-05,-6.535129897315348e-06
1,873.6842105263158,Ni,2.057015710403495,2.034,0.011315491840459584,0.0112875,1.75138246767093e-05,1.0478015782874536e-05
1,873.6842105263158,GDC,3.1572258102856074,3.124,0.010635662703459382,0.010608552631578949,2.2813665009631455e-05,4.296406870801794e-06
1,894.7368421052631,YSZ,2.9848441908817684,2.958,0.00907511524062477,0.009132236842105262,-4.0486169213155984e-05,-1.663543226733573e-05
1,894.7368421052631,NiO,2.441177742970332,2.412,0.012096908362492657,0.01226328947368421,-0.00017818676907325914,1.1805657881705858e-05
1,894.7368421052631,Ni,2.0578133347507803,2.034,0.011707637537256954,0.0115675,0.00014200968219571424,-1.872144938760631e-06
1,894.7368421052631,GDC,3.157565500441042,3.124,0.010744398348604802,0.01087171052631579,-0.00014070356082542627,1.3391383114439229e-05
1,915.7894736842105,YSZ,2.9856661797947894,2.958,0.009353001959022696,0.00935328947368421,-1.475378544258787e-05,1.4466270781074084e-05
1,915.7894736842105,NiO,2.4424758118489964,2.412,0.012635079539385023,0.01256013157894737,7.594458070159695e-05,-9.966202639440092e-07
1,915.7894736842105,Ni,2.0581851941347833,2.034,0.011890459259972175,0.0118475,4.343444270355092e-05,-4.75182731376686e-07
1,915.7894736842105,GDC,3.1584310174514565,3.124,0.01102145244924976,0.011134868421052633,-0.00011297525337897044,-4.4071842390282223e-07
1,936.8421052631579,YSZ,2.9861718370859327,2.958,0.009523947628780432,0.009574342105263157,-4.544749488212021e-05,-4.946981600605083e-06
1,936.8421052631579,NiO,2.4431855165769556,2.412,0.012929318647162437,0.012856973684210527,6.647804571423224e-05,5.8669172376766415e-06
1,936.8421052631579,Ni,2.0589368418773164,2.034,0.01226000092296784,0.0121275,0.00013302094908600794,-5.200261181687732e-07
1,936.8421052631579,GDC,3.159996160865002,3.124,0.011522458663572826,0.011398026315789475,0.00010495478326734788,1.947756451600377e-05
1,957.8947368421053,YSZ,2.9868304382427326,2.958,0.009746598459341756,0.009795394736842105,-4.886304642499879e-05,6.676892464960171e-08
1,957.8947368421053,NiO,2.443973625586141,2.412,0.013256063675846056,0.013153815789473685,9.250917117792866e-05,9.738715194442318e-06
1,957.8947368421053,Ni,2.0592944632332433,2.034,0.012435822631879681,0.0124075,3.5244442679593554e-05,-6.921810799911596e-06
1,957.8947368421053,GDC,3.1601457511679,3.124,0.011570342883450695,0.011661184210526317,-8.885260052725375e-05,-1.988726548367986e-06
1,978.9473684210527,YSZ,2.987759442367363,2.958,0.010060663410196987,0.010016447368421054,4.0563015287237125e-05,3.6530264886959485e-06
1,978.9473684210527,NiO,2.444039756826341,2.412,0.01328348127128554,0.013450657894736843,-0.00017222826940816938,5.051645956866829e-06
1,978.9473684210527,Ni,2.0597070775775075,2.034,0.012638681208214157,0.0126875,-5.659712056260379e-05,7.778328776759241e-06
1,978.9473684210527,GDC,3.1612779850362553,3.124,0.011932773699185495,0.01192434210526316,-1.484528775418376e-05,2.3276881676519146e-05
1,1000.0,YSZ,2.987813027748166,2.958,0.01007877881952868,0.0102375,-0.00016913924363342394,1.0418063162103905e-05
1,1000.0,NiO,2.445150648382817,2.412,0.013744049909957408,0.013747500000000001,1.0788551712048611e-05,-1.4238641754642234e-05
1,1000.0,Ni,2.0600336065165936,2.034,0.012799216576496613,0.0129675,-0.00016710003689671655,-1.1833866066703752e-06
1,1000.0,GDC,3.162208143261022,3.124,0.012230519609802098,0.0121875,4.593015242395284e-05,-2.9105426218554997e-06
1,1000.0,YSZ,2.988285550633116,2.958,0.010238522864474518,0.0102375,-6.3856715984866825e-06,7.40853607300411e-06
1,1000.0,NiO,2.4451175788832966,2.412,0.013730339503854425,0.013747500000000001,-1.683809594592351e-05,-3.22400199653447e-07
1,1000.0,Ni,2.0603057530767868,2.034,0.012933015278656397,0.0129675,-1.7839936859751073e-05,-1.664478448385083e-05
1,1000.0,GDC,3.1629185406686586,3.124,0.012457919548226257,0.0121875,0.00026449966320750553,5.919885018751056e-06
1,978.9473684210526,YSZ,2.987468899235291,2.958,0.009962440579881871,0.010016447368421052,-5.968181525539813e-05,5.675026716217904e-06
1,978.9473684210526,NiO,2.4442717656454978,2.412,0.013379670665629308,0.013450657894736841,-7.653732212159176e-05,5.5500930140582605e-06
1,978.9473684210526,Ni,2.05975342201742,2.034,0.012661466085260574,0.012687499999999999,-1.54428335510577e-05,-1.059108118836756e-05
1,978.9473684210526,GDC,3.160493792065709,3.124,0.011681751621545639,0.011924342105263159,-0.000248115706394286,5.525222676765196e-06
1,957.8947368421052,YSZ,2.9867943085858975,2.958,0.009734384241344604,0.009795394736842104,-8.361833234665149e-05,2.2607836849151616e-05
1,957.8947368421052,NiO,2.443457931128813,2.412,0.013042260003653846,0.013153815789473684,-0.00012085942056627927,9.303634746441608e-06
1,957.8947368421052,Ni,2.0591636610363726,2.034,0.012371514767144971,0.012407499999999998,-4.109451949301232e-05,5.109286637985586e-06
1,957.8947368421052,GDC,3.160519080030981,3.124,0.011689846360749401,0.011661184210526315,4.497755273129549e-05,-1.631540250820844e-05
1,936.8421052631579,YSZ,2.985964636103727,2.958,0.009453899967453347,0.009574342105263157,-0.00012365889522794553,3.2167574181354852e-06
1,936.8421052631579,NiO,2.4429573522694303,2.412,0.012834723163113888,0.012856973684210527,-1.068665259936097e-05,-1.156386849727846e-05
1,936.8421052631579,Ni,2.0587786287846703,2.034,0.01218221670829439,0.0121275,6.1010913582451647e-05,-6.294205288061294e-06
1,936.8421052631579,GDC,3.159502472610407,3.124,0.011364427852242823,0.011398026315789475,-4.5117268515283815e-05,1.1518804968631974e-05
1,915.7894736842105,YSZ,2.9856389372238596,2.958,0.009343792164928895,0.00935328947368421,-1.9116756090995876e-06,-7.585633146215201e-06
1,915.7894736842105,NiO,2.4423255087169617,2.412,0.01257276480802748,0.01256013157894737,6.579903786727392e-06,6.053325293383163e-06
1,915.7894736842105,Ni,2.058329186851591,2.034,0.011961252139425359,0.0118475,0.00011868151135414182,-4.929371928783649e-06
1,915.7894736842105,GDC,3.1585780362855504,3.124,0.011068513535707604,0.011134868421052633,-5.130253808905663e-05,-1.5052347255972015e-05
1,894.7368421052631,YSZ,2.985732596130169,2.958,0.009375455081192759,0.009132236842105262,0.00024256853170185979,6.497073856363139e-07
1,894.7368421052631,NiO,2.441506365730791,2.412,0.012233153288055984,0.01226328947368421,-5.156861462345295e-05,2.1432428995226543e-05
1,894.7368421052631,Ni,2.057542898572511,2.034,0.011574679730831271,0.0115675,2.427045256540998e-06,4.752685574730894e-06
1,894.7368421052631,GDC,3.157993020430879,3.124,0.01088124853741328,0.01087171052631579,1.456931533965148e-05,-5.03130424216007e-06
1,873.6842105263158,YSZ,2.9846398062000254,2.958,0.009006019675464785,0.008911184210526316,8.950977518612887e-05,5.3256897523407815e-06
1,873.6842105263158,NiO,2.4407548932223686,2.412,0.011921597521711794,0.011966447368421054,-5.749920583865042e-05,1.264935912939115e-05
1,873.6842105263158,Ni,2.05691953195509,2.034,0.011268206467596065,0.0112875,-3.600257345717102e-05,1.6709041053235632e-05
1,873.6842105263158,GDC,3.157029738852464,3.124,0.010572899760711857,0.010608552631578949,-4.1324829453868334e-05,5.671958586776424e-06
1,852.6315789473684,YSZ,2.98374482383536,2.958,0.00870345633379311,0.008690131578947368,2.6042027993503842e-05,-1.2717273147761984e-05
1,852.6315789473684,NiO,2.439660270720764,2.412,0.011467773930665014,0.011669605263157896,-0.0002061799085400011,4.348576047119232e-06
1,852.6315789473684,Ni,2.056180325538582,2.034,0.010904781484062057,0.0110075,-0.00010756079366117027,4.842277723227789e-06
1,852.6315789473684,GDC,3.155580485941316,3.124,0.010108990378142186,0.010345394736842106,-0.0002559300796782195,1.952572097830077e-05
1,831.578947368421,YSZ,2.982634520743548,2.958,0.008328100318981572,0.008469078947368421,-0.00014026813502339481,-7.104933634552446e-07
1,831.578947368421,NiO,2.4393496866616444,2.412,0.011339007737000067,0.011372763157894736,-4.201071229631165e-05,8.25529140164108e-06
1,831.578947368421,Ni,2.0562218936394987,2.034,0.010925218111847932,0.0107275,0.00018850254313177917,9.215568716153949e-06
1,831.578947368421,GDC,3.1557862017816185,3.124,0.010174840519083949,0.010082236842105264,8.290540895922641e-05,9.698268019458015e-06
1,810.5263157894736,YSZ,2.983068464039608,2.958,0.008474801906560987,0.008248026315789473,0.0002074576921896506,1.931789858186303e-05
1,810.5263157894736,NiO,2.4388596986836797,2.412,0.011135861809154206,0.011075921052631579,5.410205794478375e-05,5.838698577844206e-06
1,810.5263157894736,Ni,2.0555222207041197,2.034,0.01058122945138638,0.010447499999999998,0.0001341622608956804,-4.328095092979989e-07
1,810.5263157894736,GDC,3.1546955209929353,3.124,0.009825710945241733,0.009819078947368422,7.168855893564419e-07,5.915112283955137e-06
1,789.4736842105262,YSZ,2.981378910233009,2.958,0.007903620768427438,0.008026973684210525,-0.00012089718969439517,-2.4557260886910737e-06
1,789.4736842105262,NiO,2.4376064518757894,2.412,0.010616273580343819,0.01077907894736842,-0.00015372023488978922,-9.085132134812463e-06
1,789.4736842105262,Ni,2.0546233176591855,2.034,0.010139290884555561,0.0101675,-3.9292073484031234e-05,1.1082958039592902e-05
1,789.4736842105262,GDC,3.1535456202263465,3.124,0.009457624912402665,0.009555921052631578,-9.857134223114723e-05,2.7520200223361824e-07
1,768.421052631579,YSZ,2.98078421262506,2.958,0.007702573571690335,0.007805921052631578,-0.00011272537945556619,9.37789851432249e-06
1,768.421052631579,NiO,2.4373851440323784,2.412,0.010524520743108919,0.010482236842105263,5.542911372846099e-05,-1.314521272480565e-05
1,768.421052631579,Ni,2.053825573926809,2.034,0.009747086493023166,0.0098875,-0.00014770429753177758,7.290790554942764e-06
1,768.421052631579,GDC,3.1532631494261363,3.124,0.009367205322066514,0.009292763157894738,7.129716551258787e-05,3.1449986591883944e-06
1,747.3684210526316,YSZ,2.979978880261097,2.958,0.00743031787055326,0.007584868421052631,-0.00016008171923240536,5.531168733034948e-06
1,747.3684210526316,NiO,2.436789445701953,2.412,0.010277547969300681,0.010185394736842105,8.214520314267128e-05,1.0008029315904457e-05
1,747.3684210526316,Ni,2.053831330247427,2.034,0.009749916542491265,0.0096075,0.00015577488663107722,-1.3358344139811906e-05
1,747.3684210526316,GDC,3.15182159830958,3.124,0.008905761302682362,0.009029605263157894,-0.0001242509970478787,4.070365723467251e-07
1,726.3157894736842,YSZ,2.9796890460520635,2.958,0.007332334703199257,0.007363815789473684,-3.68587491074531e-05,5.377662833026299e-06
1,726.3157894736842,NiO,2.4357369975959537,2.412,0.009841209616896225,0.009888552631578947,-3.504823809819906e-05,-1.2294776584523617e-05
1,726.3157894736842,Ni,2.0530024089183128,2.034,0.009342383932307264,0.009327499999999999,7.910462366031772e-06,6.973469941232158e-06
1,726.3157894736842,GDC,3.1514463359621168,3.124,0.008785638912329202,0.008766447368421052,-3.91201475271969e-06,2.3103558660869314e-05
1,705.2631578947369,YSZ,2.979706777348623,2.958,0.007338329056329574,0.007142763157894737,0.0002071405655556537,-1.1574667120817228e-05
1,705.2631578947369,NiO,2.4350994135258643,2.412,0.009576871279379947,0.009591710526315791,-1.3749502918809521e-06,-1.3464296643962356e-05
1,705.2631578947369,Ni,2.052596962918273,2.034,0.009143049615670076,0.0090475,9.32481880187364e-05,2.30142765133938e-06
1,705.2631578947369,GDC,3.150493783515675,3.124,0.008480724556874144,0.00850328947368421,-3.436936687952696e-05,1.1804450069459807e-05
1,684.2105263157895,YSZ,2.9783893431456363,2.958,0.006892949001229319,0.006921710526315789,-4.292691195700196e-05,1.4165386870532148e-05
1,684.2105263157895,NiO,2.434633631230442,2.412,0.009383760874976143,0.009294868421052632,7.846383413892052e-05,1.042861978459153e-05
1,684.2105263157895,Ni,2.0519427172597737,2.034,0.008821394916309611,0.0087675,2.4420901110464946e-05,2.9474015199147316e-05
1,684.2105263157895,GDC,3.1501445081106394,3.124,0.008368920650012638,0.008240131578947369,0.00012303174718878205,5.757323876486725e-06
1,663.1578947368421,YSZ,2.9779395134677693,2.958,0.006740876763951578,0.0067006578947368415,2.5159961457766647e-05,1.5058907756969504e-05
1,663.1578947368421,NiO,2.4336453839956,2.412,0.008974039799170948,0.008998026315789474,-1.3490065122798545e-05,-1.0496451495726686e-05
1,663.1578947368421,Ni,2.051367995130369,2.034,0.008538837330565128,0.0084875,5.355423458074862e-05,-2.2169040156203718e-06
1,663.1578947368421,GDC,3.148970973729313,3.124,0.007993269439600733,0.007976973684210527,1.7950171351065125e-05,-1.6544159608580106e-06
1,642.1052631578947,YSZ,2.977299492423804,2.958,0.006524507242665202,0.006479605263157894,5.062578102350837e-05,-5.723801516200645e-06
1,642.1052631578947,NiO,2.4329817323214473,2.412,0.008698893997283338,0.008701184210526316,9.50759341704473e-06,-1.1797806660022656e-05
1,642.1052631578947,Ni,2.0507499477342717,2.034,0.0082349792203892,0.0082075,2.5443912684552358e-05,2.03530770464741e-06
1,642.1052631578947,GDC,3.1477388249256544,3.124,0.007598855610004669,0.007713815789473684,-0.00010371785555452242,-1.12423239144923e-05
1,621.0526315789473,YSZ,2.9765059305730794,2.958,0.006256230754928756,0.006258552631578946,7.079445113780794e-06,-9.401321763971397e-06
1,621.0526315789473,NiO,2.4324582825861336,2.412,0.008481875035710486,0.008404342105263156,7.016921114556415e-05,7.363719301765534e-06
1,621.0526315789473,Ni,2.0501889683440973,2.034,0.00795917814360743,0.007927499999999999,4.244299046731923e-05,-1.0764846859887683e-05
1,621.0526315789473,GDC,3.147214911538458,3.124,0.007431149660197707,0.007450657894736841,-3.096893909430394e-05,1.1460704555169877e-05
1,600.0,YSZ,2.9758321707068514,2.958,0.006028455276149788,0.0060374999999999995,-4.8157619367418184e-06,-4.228961913469234e-06
1,600.0,NiO,2.431893196525192,2.412,0.008247593915917279,0.0081075,0.00016127076642391078,-2.1176850506631623e-05
1,600.0,Ni,2.0497915024587035,2.034,0.007763767187170054,0.0076475,0.00013243661951557,-1.6169432345515197e-05
1,600.0,GDC,3.1462974645781046,3.124,0.007137472656243511,0.0071875,-5.079458359902224e-05,7.672398425325952e-07
2,600.0,YSZ,2.975879305636824,2.958,0.0060443900056875504,0.0060374999999999995,1.992359311392221e-06,4.897646376158561e-06
2,600.0,NiO,2.431716356735617,2.412,0.008174277253572391,0.0081075,5.7222858724016884e-05,9.554394848374642e-06
2,600.0,Ni,2.0496521836203905,2.034,0.007695272183083036,0.0076475,5.518825975951393e-05,-7.41607667647734e-06
2,600.0,GDC,3.1464197275413808,3.124,0.007176609328226815,0.0071875,-1.9405961832634502e-05,8.515290059449288e-06
2,621.0526315789474,YSZ,2.9764610021289983,2.958,0.006241041963826458,0.006258552631578948,-9.883672254350877e-06,-7.626995498138944e-06
2,621.0526315789474,NiO,2.4322558308034607,2.412,0.008397939802429788,0.008404342105263158,-1.4013928456611103e-05,7.611625623240095e-06
2,621.0526315789474,Ni,2.049755524021621,2.034,0.007746078673363377,0.0079275,-0.0001804765299137171,-9.447967229065171e-07
2,621.0526315789474,GDC,3.147246045101171,3.124,0.007441115589363271,0.007450657894736843,-7.307321471256773e-06,-2.2349839023157875e-06
2,642.1052631578948,YSZ,2.976778722369053,2.958,0.006348452457421574,0.006479605263157895,-0.00012655028319931013,-4.602522537011308e-06
2,642.1052631578948,NiO,2.4331244688706595,2.412,0.008758071671086085,0.008701184210526318,6.739951876909713e-05,-1.0512058209328698e-05
2,642.1052631578948,Ni,2.050678442265442,2.034,0.00819982412263628,0.008207500000000001,7.627359012835232e-06,-1.5303236376556714e-05
2,642.1052631578948,GDC,3.1478451467578936,3.124,0.007632889487161728,0.007713815789473685,-9.083038946736181e-05,9.904087155405104e-06
2,663.1578947368421,YSZ,2.9778393394935043,2.958,0.006707011323023655,0.0067006578947368415,1.564681800285225e-05,-9.293389716038582e-06
2,663.1578947368421,NiO,2.4334914387018514,2.412,0.00891021505051888,0.008998026315789474,-8.649661851259168e-05,-1.3146467580018445e-06
2,663.1578947368421,Ni,2.05130025240851,2.034,0.008505532157576219,0.0084875,3.133534709752177e-06,1.4898622866466038e-05
2,663.1578947368421,GDC,3.1491350086400747,3.124,0.008045777413596163,0.007976973684210527,6.269583483063838e-05,6.1078945549977726e-06
2,684.2105263157895,YSZ,2.978295597263829,2.958,0.006861256681483951,0.006921710526315789,-6.980735309514041e-05,9.353508263303112e-06
2,684.2105263157895,NiO,2.4344428158632043,2.412,0.009304650026204123,0.009294868421052632,6.961670076085973e-06,2.819935075405386e-06
2,684.2105263157895,Ni,2.0519428214626045,2.034,0.008821446146806546,0.0087675,4.211477641107937e-05,1.183137039546811e-05
2,684.2105263157895,GDC,3.149735845607469,3.124,0.008238106788562427,0.008240131578947369,-4.673108361794351e-06,2.648317976852374e-06
2,705.2631578947369,YSZ,2.9786357172251234,2.958,0.006976239765085581,0.007142763157894737,-0.00016980538505990646,3.2819922507502583e-06
2,705.2631578947369,NiO,2.4352345331818808,2.412,0.009632891037264156,0.009591710526315791,5.6440637592385025e-05,-1.5260126644019503e-05
2,705.2631578947369,Ni,2.0525050383983428,2.034,0.009097855653069135,0.0090475,6.3700077540428e-05,-1.3344424471293387e-05
2,705.2631578947369,GDC,3.1509231356563205,3.124,0.008618161221613355,0.00850328947368421,0.00012905000117480737,-1.4178253245662395e-05
2,726.3157894736842,YSZ,2.9797482015280883,2.958,0.007352333173795885,0.007363815789473684,-2.3712310498089858e-05,1.2229694820290599e-05
2,726.3157894736842,NiO,2.4358581751468917,2.412,0.009891449065875552,0.009888552631578947,1.1115376680303561e-05,-8.218942383699662e-06
2,726.3157894736842,Ni,2.052803034855174,2.034,0.009244363252297876,0.009327499999999999,-8.097911060756287e-05,-2.157637094560294e-06
2,726.3157894736842,GDC,3.15140165470731,3.124,0.00877133633396609,0.008766447368421052,-1.3623908574103037e-05,1.851287411913996e-05
2,747.3684210526316,YSZ,2.980222670301772,2.958,0.007512735058070262,0.007584868421052631,-6.981691894412622e-05,-2.3164440382432774e-06
2,747.3684210526316,NiO,2.436331680437464,2.412,0.010087761375399702,0.010185394736842105,-0.00010406025979774907,6.426898355345323e-06
2,747.3684210526316,Ni,2.0533156567918005,2.034,0.00949638976981344,0.0096075,-0.0001210501074468247,9.939877260264907e-06
2,747.3684210526316,GDC,3.1526322465257803,3.124,0.009165251768815679,0.009029605263157894,0.00012091759707858297,1.4728908579201769e-05
2,768.421052631579,YSZ,2.9811196051112088,2.958,0.00781595845544591,0.007805921052631578,1.4768511584429795e-05,-4.731108770097969e-06
2,768.421052631579,NiO,2.43746296168225,2.412,0.010556783450352434,0.010482236842105263,9.256045079618663e-05,-1.8013842549015682e-05
2,768.421052631579,Ni,2.0541029823228185,2.034,0.00988347213511236,0.0098875,-8.591702298847721e-06,4.5638374112071806e-06
2,768.421052631579,GDC,3.153508751503516,3.124,0.009445823144531313,0.009292763157894738,0.0001522112677187283,8.487189178466026e-07
2,789.4736842105264,YSZ,2.982362773287261,2.958,0.008236231672501934,0.008026973684210527,0.00019967920568926523,9.578782602142483e-06
2,789.4736842105264,NiO,2.437960386186268,2.412,0.010763012515036563,0.010779078947368423,9.281374917757428e-06,-2.5347807249618062e-05
2,789.4736842105264,Ni,2.054610769091496,2.034,0.01013312148057828,0.010167500000000001,-2.7907190540703853e-05,-6.471328881017119e-06
2,789.4736842105264,GDC,3.153432211909668,3.124,0.009421322634336647,0.00955592105263158,-0.0001303890516180027,-4.209366676929949e-06
2,810.5263157894738,YSZ,2.982738806400024,2.958,0.008363355780941047,0.008248026315789475,0.00011386331372281805,1.4661514287552663e-06
2,810.5263157894738,NiO,2.438454552692412,2.412,0.010967890834333253,0.01107592105263158,-0.0001264921562610801,1.8461937962751737e-05
2,810.5263157894738,Ni,2.054876136702533,2.034,0.010263587366043925,0.0104475,-0.00017317435623977719,-1.0738277716297595e-05
2,810.5263157894738,GDC,3.1540457897241874,3.124,0.009617730385463283,0.009819078947368422,-0.00021157888347107963,1.0230321565940503e-05
2,831.578947368421,YSZ,2.9830817164713284,2.958,0.008479282106601808,0.008469078947368421,3.2400688464138795e-05,-2.219752923075108e-05
2,831.578947368421,NiO,2.4394479040495884,2.412,0.011379728047093132,0.011372763157894736,5.851804993584368e-06,1.113084204810294e-06
2,831.578947368421,Ni,2.0558666375519765,2.034,0.010750559268425133,0.0107275,2.7582509701567616e-05,-4.523241276433929e-06
