position_um,material,psi_deg,sin2_psi,strain,d_spacing_A,two_theta_deg,peak_shift_deg,calculated_stress_MPa,measurement_quality
66.66666666666667,Ni,15,0.06698729810778066,0.00016438759800349695,2.034334364374339,44.50012815361607,-0.007706727172021033,-61.83698030697371,good
66.66666666666667,Ni,30,0.24999999999999994,8.991313480758806e-05,2.0341828833161983,44.50361928345552,-0.004215597332567711,-61.83698030697371,good
66.66666666666667,Ni,45,0.4999999999999999,-1.1723893660480231e-05,2.0339761536002943,44.508384618696454,0.0005497379083649889,-61.83698030697371,excellent
66.66666666666667,Ni,60,0.7499999999999999,-0.00011112001294164895,2.0337739818936766,44.513045902501595,0.005211021713506625,-61.83698030697371,excellent
66.66666666666667,Ni,75,0.9330127018922194,-0.0001853395642291747,2.033623019326358,44.516527160129314,0.008692279341225628,-61.83698030697371,good
133.33333333333334,YSZ,0,0.0,0.0002869806476823236,2.9588488887558446,30.18020544622814,-0.008867203604467022,-97.19379013633127,good
133.33333333333334,YSZ,15,0.06698729810778066,0.00024449935962268327,2.958723229105764,30.181517711734195,-0.007554938098412123,-97.19379013633127,good
133.33333333333334,YSZ,30,0.24999999999999994,0.00013616997470644173,2.9584027907851818,30.184864576598187,-0.004208073234419629,-97.19379013633127,good
133.33333333333334,YSZ,45,0.4999999999999999,-1.624041540602419e-05,2.9579519608512292,30.189574608156544,0.0005019583239374015,-97.19379013633127,good
133.33333333333334,YSZ,60,0.7499999999999999,-0.00016734532776981864,2.957504992520457,30.194245764868107,0.005173115035500331,-97.19379013633127,good
133.33333333333334,YSZ,75,0.9330127018922194,-0.0002791976922990581,2.9571741332261796,30.197704437021688,0.008631787189081308,-97.19379013633127,excellent
133.33333333333334,Ni,0,0.0,0.0003008367696139284,2.0346119019893947,44.49373330491328,-0.01410157587481109,-97.19379013633127,fair
133.33333333333334,Ni,15,0.06698729810778066,0.00026025133405426724,2.034529351213466,44.49563519088239,-0.012199689905699529,-97.19379013633127,good
133.33333333333334,Ni,30,0.24999999999999994,0.00014214479302290044,2.0342891225090085,44.50117076771634,-0.006664113071749966,-97.19379013633127,good
133.33333333333334,Ni,45,0.4999999999999999,-1.65031664040834e-05,2.033966432559534,44.50860872465204,0.0007738438639535161,-97.19379013633127,good
133.33333333333334,Ni,60,0.7499999999999999,-0.00017712957247731354,2.033639718449581,44.516142044066115,0.008307163278026053,-97.19379013633127,excellent
133.33333333333334,Ni,75,0.9330127018922194,-0.00029026725337547536,2.033409596406634,44.521449734477045,0.01361485368895643,-97.19379013633127,good
200.0,YSZ,0,0.0,0.00026768990122894406,2.9587918267278357,30.18080133147728,-0.008271318355326684,-90.92974268256818,good
200.0,YSZ,15,0.06698729810778066,0.00023184065972357905,2.958685784671462,30.18190876683233,-0.007163883000277593,-90.92974268256818,good
200.0,YSZ,30,0.24999999999999994,0.0001262880900277162,2.958373560170302,30.1851699174246,-0.0039027324080080916,-90.92974268256818,good
200.0,YSZ,45,0.4999999999999999,-1.759830663632834e-05,2.95794794420897,30.189616578587756,0.0005439287551496363,-90.92974268256818,good
200.0,YSZ,60,0.7499999999999999,-0.0001566131382737578,2.9575367383369864,30.19391394883034,0.004841298997732224,-90.92974268256818,good
200.0,YSZ,75,0.9330127018922194,-0.00026237608670244685,2.957223891535534,30.197184232100224,0.008111582267616768,-90.92974268256818,good
200.0,Ni,0,0.0,0.0002809455471256271,2.034571443242853,44.49466541241188,-0.013169468376212023,-90.92974268256818,excellent
200.0,Ni,15,0.06698729810778066,0.00024249270803972136,2.034493230168153,44.49646743565445,-0.011367445133636522,-90.92974268256818,good
200.0,Ni,30,0.24999999999999994,0.00013331364944311536,2.034271159962967,44.50158473460777,-0.006250146180320826,-90.92974268256818,good
200.0,Ni,45,0.4999999999999999,-1.5204352783973938e-05,2.033969074346437,44.508547821460084,0.0007129406719954545,-90.92974268256818,excellent
200.0,Ni,60,0.7499999999999999,-0.0001652299218540261,2.033663922338949,44.51558386485622,0.007748984068129516,-90.92974268256818,good
200.0,Ni,75,0.9330127018922194,-0.0002742117708423621,2.0334422532581065,44.52069643550005,0.012861554711960821,-90.92974268256818,fair
266.6666666666667,YSZ,0,0.0,0.00013401693992420863,2.958396422108296,30.184931102789896,-0.004141547042710414,-45.72726266358116,good
266.6666666666667,YSZ,15,0.06698729810778066,0.00011575849066666286,2.9583424136153917,30.185495278899563,-0.0035773709330442216,-45.72726266358116,excellent
266.6666666666667,YSZ,30,0.24999999999999994,6.364249188636082e-05,2.9581882544909996,30.18710575223903,-0.0019668975935758226,-45.72726266358116,good
266.6666666666667,YSZ,45,0.4999999999999999,-7.813084201816616e-06,2.957976888896931,30.189314134320508,0.00024148448790128896,-45.72726266358116,excellent
266.6666666666667,YSZ,60,0.7499999999999999,-7.86007770713441e-05,2.9577674989014233,30.19150219756415,0.002429547731544801,-45.72726266358116,good
266.6666666666667,YSZ,75,0.9330127018922194,-0.00013183498057780838,2.957610032127451,30.193147890097272,0.004075240264665325,-45.72726266358116,good
266.6666666666667,Ni,0,0.0,0.00014019650014084317,2.034285159681286,44.50126209481637,-0.006572785971719952,-45.72726266358116,good
266.6666666666667,Ni,15,0.06698729810778066,0.00012162899584551371,2.0342473933775493,44.50213247423083,-0.005702406557261952,-45.72726266358116,good
266.6666666666667,Ni,30,0.24999999999999994,6.779854196551959e-05,2.0341379022343578,44.50465605488586,-0.003178825902232063,-45.72726266358116,fair
266.6666666666667,Ni,45,0.4999999999999999,-7.878414770062071e-06,2.033983975304358,44.508204301164355,0.0003694203762663051,-45.72726266358116,excellent
266.6666666666667,Ni,60,0.7499999999999999,-8.287754028116712e-05,2.033831427083068,44.5117213403993,0.0038864596112091476,-45.72726266358116,excellent
266.6666666666667,Ni,75,0.9330127018922194,-0.00013742274558347812,2.033720482135483,44.514279564405705,0.006444683617615965,-45.72726266358116,excellent
333.33333333333337,YSZ,0,0.0,-5.5533791260600835e-05,2.9578357310454515,30.19078915666585,0.0017165068332438693,19.056796287548583,fair
333.33333333333337,YSZ,15,0.06698729810778066,-4.626236201895309e-05,2.957863155933148,30.190502570168793,0.0014299203361858304,19.056796287548583,good
333.33333333333337,YSZ,30,0.24999999999999994,-2.7136533660503875e-05,2.9579197301334323,30.189911394559058,0.0008387447264510683,19.056796287548583,good
333.33333333333337,YSZ,45,0.4999999999999999,3.6379586273842884e-06,2.95801076108162,30.188960210221346,-0.00011243961126083946,19.056796287548583,good
333.33333333333337,YSZ,60,0.7499999999999999,3.2916698475669936e-05,2.958097367594091,30.188055313227906,-0.0010173366047006027,19.056796287548583,good
333.33333333333337,YSZ,75,0.9330127018922194,5.59011776900202e-05,2.958165355683607,30.187344986903355,-0.0017276629292517498,19.056796287548583,excellent
333.33333333333337,Ni,0,0.0,-5.884750080912516e-05,2.033880304183354,44.51059440378979,0.002759523001699904,19.056796287548583,fair
333.33333333333337,Ni,15,0.06698729810778066,-5.115710216605407e-05,2.033895946454194,44.51023375961184,0.0023988788237545577,19.056796287548583,good
333.33333333333337,Ni,30,0.24999999999999994,-2.5863520321440617e-05,2.033947393599666,44.50904764984355,0.001212769055463525,19.056796287548583,good
333.33333333333337,Ni,45,0.4999999999999999,2.9117899856682525e-06,2.0340059225808305,44.507698347995,-0.0001365327930855642,19.056796287548583,good
333.33333333333337,Ni,60,0.7499999999999999,3.5168251600444654e-05,2.0340715322237553,44.50618591166611,-0.0016489691219803149,19.056796287548583,excellent
333.33333333333337,Ni,75,0.9330127018922194,5.8019619633557295e-05,2.0341180119063345,44.50511452399558,-0.0027203567925084826,19.056796287548583,excellent
400.0,YSZ,0,0.0,-0.0002259249426769841,2.9573317140195616,30.19605704972482,0.0069843998922145545,75.68024953079282,good
400.0,YSZ,15,0.06698729810778066,-0.000192854047555202,2.957429537727332,30.195034468823128,0.00596181899052084,75.68024953079282,good
400.0,YSZ,30,0.24999999999999994,-0.00010598732821808386,2.957686489483131,30.192348808057037,0.003276158224430503,75.68024953079282,fair
400.0,YSZ,45,0.4999999999999999,1.1096842627802303e-05,2.9580328244604934,30.188729678635287,-0.00034297119731974135,75.68024953079282,good
400.0,YSZ,60,0.7499999999999999,0.0001297229527107184,2.958383720494118,30.18506378272955,-0.004008867103056701,75.68024953079282,good
400.0,YSZ,75,0.9330127018922194,0.00021859453699636793,2.958646602640435,30.182317979697658,-0.006754670134949237,75.68024953079282,excellent
400.0,Ni,0,0.0,-0.0002347711252463604,2.0335224755312487,44.51884605133642,0.011011170548329119,75.68024953079282,good
400.0,Ni,15,0.06698729810778066,-0.00020113582692576524,2.033590889728033,44.51726815390738,0.009433273119292096,75.68024953079282,excellent
400.0,Ni,30,0.24999999999999994,-0.00011149030746303044,2.03377322871462,44.51306326972388,0.0052283889357909175,75.68024953079282,good
400.0,Ni,45,0.4999999999999999,1.3447542917710304e-05,2.0340273523022945,44.50720433750002,-0.0006305432880679973,75.68024953079282,good
400.0,Ni,60,0.7499999999999999,0.00013626394683992934,2.0342771608678722,44.50144643618541,-0.006388444602677623,75.68024953079282,good
400.0,Ni,75,0.9330127018922194,0.00022791212593345215,2.0344635732641483,44.497150767708646,-0.01068411307944217,75.68024953079282,fair
466.6666666666667,YSZ,0,0.0,-0.00029619304096215683,2.9571238609848343,30.1982300333399,0.00915738350729356,99.89549170979282,good
466.6666666666667,YSZ,15,0.06698729810778066,-0.0002527271383144262,2.9572524331248657,30.196885848413128,0.00781319858052143,99.89549170979282,excellent
466.6666666666667,YSZ,30,0.24999999999999994,-0.00013823455957251283,2.9575911021727848,30.193345740157216,0.004273090324609541,99.89549170979282,good
466.6666666666667,YSZ,45,0.4999999999999999,1.599203637761033e-05,2.958047304443605,30.18857838491216,-0.0004942649204480176,99.89549170979282,good
466.6666666666667,YSZ,60,0.7499999999999999,0.00017242813493332888,2.958510042423133,30.18374428753759,-0.005328362295017541,99.89549170979282,excellent
466.6666666666667,YSZ,75,0.9330127018922194,0.0002872537882999221,2.958849696705791,30.180197009169145,-0.008875640663461581,99.89549170979282,excellent
466.6666666666667,Ni,0,0.0,-0.0003092347327622297,2.0333710165535615,44.52233969373515,0.01450481294705952,99.89549170979282,good
466.6666666666667,Ni,15,0.06698729810778066,-0.0002665719963384108,2.0334577925594477,44.52033799803319,0.012503117245103113,99.89549170979282,good
466.6666666666667,Ni,30,0.24999999999999994,-0.00014467107518983328,2.033705739033064,44.514619540993316,0.0067846602052270555,99.89549170979282,good
466.6666666666667,Ni,45,0.4999999999999999,1.8418876091236035e-05,2.0340374639939696,44.50697124077628,-0.0008636400118078313,99.89549170979282,fair
466.6666666666667,Ni,60,0.7499999999999999,0.0001799661313289465,2.034366051111123,44.49939795196556,-0.008436928822526113,99.89549170979282,fair
466.6666666666667,Ni,75,0.9330127018922194,0.00030051339395951467,2.0346112442433135,44.49374845805346,-0.014086422734628457,99.89549170979282,good
533.3333333333334,YSZ,0,0.0,-0.00024013174408519977,2.957289690300996,30.19649635793643,0.00742370810382198,81.33293915675794,good
533.3333333333334,YSZ,15,0.06698729810778066,-0.00020801196113174139,2.9573847006189724,30.19550315601945,0.006430506186841711,81.33293915675794,excellent
533.3333333333334,YSZ,30,0.24999999999999994,-0.00011181459516058925,2.957669252427515,30.192528954697277,0.003456304864670301,81.33293915675794,good
533.3333333333334,YSZ,45,0.4999999999999999,1.2381543752096696e-05,2.958036624606419,30.188689972761846,-0.000382677070760451,81.33293915675794,fair
533.3333333333334,YSZ,60,0.7499999999999999,0.00014027169339730463,2.9584149236690696,30.18473783923302,-0.004334810599587513,81.33293915675794,good
533.3333333333334,YSZ,75,0.9330127018922194,0.0002346983689709985,2.958694237775416,30.181820485008174,-0.007252164824432583,81.33293915675794,excellent
533.3333333333334,Ni,0,0.0,-0.00025201976641721927,2.033487391795107,44.519655263360335,0.011820382572246046,81.33293915675794,good
533.3333333333334,Ni,15,0.06698729810778066,-0.00021761036115375512,2.033557380525413,44.51804099205462,0.010206111266533924,81.33293915675794,excellent
533.3333333333334,Ni,30,0.24999999999999994,-0.00011859113985900787,2.0337587856215267,44.513396309307566,0.005561428519477829,81.33293915675794,good
533.3333333333334,Ni,45,0.4999999999999999,1.543254358463843e-05,2.034031389793651,44.50711126414659,-0.0007236166415012235,81.33293915675794,good
533.3333333333334,Ni,60,0.7499999999999999,0.00014767384297615464,2.0343003685966132,44.50091159312733,-0.006923287660761446,81.33293915675794,good
533.3333333333334,Ni,75,0.9330127018922194,0.00024516023323275344,2.0344986559143954,44.49634242203057,-0.011492458757516033,81.33293915675794,good
600.0,YSZ,0,0.0,-8.523855416801647e-05,2.9577478643567714,30.191707389187478,0.0026347393548711295,27.941549819892586,excellent
600.0,YSZ,15,0.06698729810778066,-7.212565368132439e-05,2.9577866523164107,30.191302036726743,0.0022293868941360984,27.941549819892586,fair
600.0,YSZ,30,0.24999999999999994,-3.9033538883068096e-05,2.9578845387919843,30.19027912590596,0.0012064760733530022,27.941549819892586,good
600.0,YSZ,45,0.4999999999999999,5.352040375253075e-06,2.9580158313354303,30.18890723281393,-0.00016541701867822667,27.941549819892586,good
600.0,YSZ,60,0.7499999999999999,4.673505465516783e-05,2.95813824229167,30.187628258287784,-0.0014443915448225653,27.941549819892586,good
600.0,YSZ,75,0.9330127018922194,8.041316933248817e-05,2.9582378621548853,30.186587490691444,-0.0024851591411625407,27.941549819892586,good
600.0,Ni,0,0.0,-8.42858415260391e-05,2.0338285625983357,44.511787387314826,0.003952506526736954,27.941549819892586,excellent
600.0,Ni,15,0.06698729810778066,-7.416721768755038e-05,2.033849143879223,44.511312845673174,0.0034779648850857825,27.941549819892586,good
600.0,Ni,30,0.24999999999999994,-3.9560015907631245e-05,2.0339195349276435,44.509689921196134,0.0018550404080457383,27.941549819892586,fair
600.0,Ni,45,0.4999999999999999,5.612198641570385e-06,2.0340114152120368,44.50757172756711,-0.00026315322097758553,27.941549819892586,good
600.0,Ni,60,0.7499999999999999,5.0802384567696175e-05,2.034103332050211,44.50545289873316,-0.0023819820549277892,27.941549819892586,good
600.0,Ni,75,0.9330127018922194,8.489744141407848e-05,2.034172681395836,44.5038544237224,-0.003980457065686949,27.941549819892586,good
