Temperature_C,Strain,Stress_MPa,E_tangent_GPa,Phase
25,0.005408,248.9,35.83,ferroelastic
25,0.005448,250.35,35.83,ferroelastic
25,0.005489,251.79,35.83,ferroelastic
25,0.005529,253.24,35.83,ferroelastic
25,0.005569,254.68,35.83,ferroelastic
25,0.00561,256.13,35.83,ferroelastic
25,0.00565,257.58,35.83,ferroelastic
25,0.00569,259.02,35.83,ferroelastic
25,0.005731,260.47,35.83,ferroelastic
25,0.005771,261.91,35.83,ferroelastic
25,0.005812,263.36,35.83,ferroelastic
25,0.005852,264.81,35.83,ferroelastic
25,0.005892,266.25,35.83,ferroelastic
25,0.005933,267.7,35.83,ferroelastic
25,0.005973,269.14,35.83,ferroelastic
25,0.006013,270.59,35.83,ferroelastic
25,0.006054,272.04,35.83,ferroelastic
25,0.006094,273.48,35.83,ferroelastic
25,0.006134,274.93,35.83,ferroelastic
25,0.006175,276.38,35.83,ferroelastic
25,0.006215,277.82,35.83,ferroelastic
25,0.006255,279.27,35.83,ferroelastic
25,0.006296,280.71,35.83,ferroelastic
25,0.006336,282.16,35.83,ferroelastic
25,0.006377,283.61,35.83,ferroelastic
25,0.006417,285.05,35.83,ferroelastic
25,0.006457,286.5,35.83,ferroelastic
25,0.006498,287.94,35.83,ferroelastic
25,0.006538,289.39,35.83,ferroelastic
25,0.006578,290.84,35.83,ferroelastic
25,0.006619,292.28,35.83,ferroelastic
25,0.006659,293.73,35.83,ferroelastic
25,0.006699,295.17,35.83,ferroelastic
25,0.00674,296.62,35.83,ferroelastic
25,0.00678,298.07,35.83,ferroelastic
25,0.006821,299.51,35.83,ferroelastic
25,0.006861,300.96,35.83,ferroelastic
25,0.006901,302.4,35.83,ferroelastic
25,0.006942,303.85,35.83,ferroelastic
25,0.006982,305.3,35.83,ferroelastic
25,0.007022,306.74,35.83,ferroelastic
25,0.007063,308.19,35.83,ferroelastic
25,0.007103,309.63,35.83,ferroelastic
25,0.007143,311.08,35.83,ferroelastic
25,0.007184,312.53,35.83,ferroelastic
25,0.007224,313.97,35.83,ferroelastic
25,0.007264,315.42,35.83,ferroelastic
25,0.007305,316.87,35.83,ferroelastic
25,0.007345,318.31,35.83,ferroelastic
25,0.007386,319.76,35.83,ferroelastic
25,0.007426,321.2,35.83,ferroelastic
25,0.007466,322.65,35.83,ferroelastic
25,0.007507,324.1,35.83,ferroelastic
25,0.007547,325.54,35.83,ferroelastic
25,0.007587,326.99,35.83,ferroelastic
25,0.007628,328.43,35.83,ferroelastic
25,0.007668,329.88,35.83,ferroelastic
25,0.007708,331.33,35.83,ferroelastic
25,0.007749,332.77,35.83,ferroelastic
25,0.007789,334.22,35.83,ferroelastic
25,0.007829,335.66,35.83,ferroelastic
25,0.00787,337.11,35.83,ferroelastic
25,0.00791,338.56,35.83,ferroelastic
25,0.007951,340.0,35.83,ferroelastic
25,0.007991,341.45,35.83,ferroelastic
25,0.008031,342.89,35.83,ferroelastic
200,0.0,0.0,115.5,linear
200,4.1e-05,4.79,115.5,linear
200,8.3e-05,9.58,115.5,linear
200,0.000124,14.36,115.5,linear
200,0.000166,19.15,115.5,linear
200,0.000207,23.94,115.5,linear
200,0.000249,28.73,115.5,linear
200,0.00029,33.52,115.5,linear
200,0.000332,38.31,115.5,linear
200,0.000373,43.09,115.5,linear
200,0.000415,47.88,115.5,linear
200,0.000456,52.67,115.5,linear
200,0.000497,57.46,115.5,linear
200,0.000539,62.25,115.5,linear
200,0.00058,67.04,115.5,linear
200,0.000622,70.55,34.65,ferroelastic
200,0.000663,71.98,34.65,ferroelastic
200,0.000705,73.42,34.65,ferroelastic
200,0.000746,74.86,34.65,ferroelastic
200,0.000788,76.29,34.65,ferroelastic
200,0.000829,77.73,34.65,ferroelastic
200,0.000871,79.17,34.65,ferroelastic
200,0.000912,80.6,34.65,ferroelastic
200,0.000954,82.04,34.65,ferroelastic
200,0.000995,83.48,34.65,ferroelastic
200,0.001036,84.91,34.65,ferroelastic
200,0.001078,86.35,34.65,ferroelastic
200,0.001119,87.79,34.65,ferroelastic
200,0.001161,89.22,34.65,ferroelastic
200,0.001202,90.66,34.65,ferroelastic
200,0.001244,92.09,34.65,ferroelastic
200,0.001285,93.53,34.65,ferroelastic
200,0.001327,94.97,34.65,ferroelastic
200,0.001368,96.4,34.65,ferroelastic
200,0.00141,97.84,34.65,ferroelastic
200,0.001451,99.28,34.65,ferroelastic
200,0.001492,100.71,34.65,ferroelastic
200,0.001534,102.15,34.65,ferroelastic
200,0.001575,103.59,34.65,ferroelastic
200,0.001617,105.02,34.65,ferroelastic
200,0.001658,106.46,34.65,ferroelastic
200,0.0017,107.9,34.65,ferroelastic
200,0.001741,109.33,34.65,ferroelastic
200,0.001783,110.77,34.65,ferroelastic
200,0.001824,112.21,34.65,ferroelastic
200,0.001866,113.64,34.65,ferroelastic
200,0.001907,115.08,34.65,ferroelastic
200,0.001948,116.52,34.65,ferroelastic
200,0.00199,117.95,34.65,ferroelastic
200,0.002031,119.39,34.65,ferroelastic
200,0.002073,120.82,34.65,ferroelastic
200,0.002114,122.26,34.65,ferroelastic
200,0.002156,123.7,34.65,ferroelastic
200,0.002197,125.13,34.65,ferroelastic
200,0.002239,126.57,34.65,ferroelastic
200,0.00228,128.01,34.65,ferroelastic
200,0.002322,129.44,34.65,ferroelastic
200,0.002363,130.88,34.65,ferroelastic
200,0.002405,132.32,34.65,ferroelastic
200,0.002446,133.75,34.65,ferroelastic
200,0.002487,135.19,34.65,ferroelastic
200,0.002529,136.63,34.65,ferroelastic
200,0.00257,138.06,34.65,ferroelastic
200,0.002612,139.5,34.65,ferroelastic
200,0.002653,140.94,34.65,ferroelastic
200,0.002695,142.37,34.65,ferroelastic
200,0.002736,143.81,34.65,ferroelastic
200,0.002778,145.25,34.65,ferroelastic
200,0.002819,146.68,34.65,ferroelastic
200,0.002861,148.12,34.65,ferroelastic
200,0.002902,149.55,34.65,ferroelastic
200,0.002943,150.99,34.65,ferroelastic
200,0.002985,152.43,34.65,ferroelastic
200,0.003026,153.86,34.65,ferroelastic
200,0.003068,155.3,34.65,ferroelastic
200,0.003109,156.74,34.65,ferroelastic
200,0.003151,158.17,34.65,ferroelastic
200,0.003192,159.61,34.65,ferroelastic
200,0.003234,161.05,34.65,ferroelastic
200,0.003275,162.48,34.65,ferroelastic
200,0.003317,163.92,34.65,ferroelastic
200,0.003358,165.36,34.65,ferroelastic
200,0.003399,166.79,34.65,ferroelastic
200,0.003441,168.23,34.65,ferroelastic
200,0.003482,169.67,34.65,ferroelastic
200,0.003524,171.1,34.65,ferroelastic
200,0.003565,172.54,34.65,ferroelastic
200,0.003607,173.98,34.65,ferroelastic
200,0.003648,175.41,34.65,ferroelastic
200,0.00369,176.85,34.65,ferroelastic
200,0.003731,178.28,34.65,ferroelastic
200,0.003773,179.72,34.65,ferroelastic
200,0.003814,181.16,34.65,ferroelastic
200,0.003856,182.59,34.65,ferroelastic
200,0.003897,184.03,34.65,ferroelastic
200,0.003938,185.47,34.65,ferroelastic
200,0.00398,186.9,34.65,ferroelastic
200,0.004021,188.34,34.65,ferroelastic
200,0.004063,189.78,34.65,ferroelastic
200,0.004104,191.21,34.65,ferroelastic
200,0.004146,192.65,34.65,ferroelastic
200,0.004187,194.09,34.65,ferroelastic
200,0.004229,195.52,34.65,ferroelastic
200,0.00427,196.96,34.65,ferroelastic
200,0.004312,198.4,34.65,ferroelastic
200,0.004353,199.83,34.65,ferroelastic
200,0.004394,201.27,34.65,ferroelastic
200,0.004436,202.7,34.65,ferroelastic
200,0.004477,204.14,34.65,ferroelastic
200,0.004519,205.58,34.65,ferroelastic
200,0.00456,207.01,34.65,ferroelastic
200,0.004602,208.45,34.65,ferroelastic
200,0.004643,209.89,34.65,ferroelastic
200,0.004685,211.32,34.65,ferroelastic
200,0.004726,212.76,34.65,ferroelastic
200,0.004768,214.2,34.65,ferroelastic
200,0.004809,215.63,34.65,ferroelastic
200,0.004851,217.07,34.65,ferroelastic
200,0.004892,218.51,34.65,ferroelastic
200,0.004933,219.94,34.65,ferroelastic
200,0.004975,221.38,34.65,ferroelastic
200,0.005016,222.82,34.65,ferroelastic
200,0.005058,224.25,34.65,ferroelastic
200,0.005099,225.69,34.65,ferroelastic
200,0.005141,227.13,34.65,ferroelastic
200,0.005182,228.56,34.65,ferroelastic
200,0.005224,230.0,34.65,ferroelastic
200,0.005265,231.43,34.65,ferroelastic
200,0.005307,232.87,34.65,ferroelastic
200,0.005348,234.31,34.65,ferroelastic
200,0.005389,235.74,34.65,ferroelastic
200,0.005431,237.18,34.65,ferroelastic
200,0.005472,238.62,34.65,ferroelastic
200,0.005514,240.05,34.65,ferroelastic
200,0.005555,241.49,34.65,ferroelastic
200,0.005597,242.93,34.65,ferroelastic
200,0.005638,244.36,34.65,ferroelastic
200,0.00568,245.8,34.65,ferroelastic
200,0.005721,247.24,34.65,ferroelastic
200,0.005763,248.67,34.65,ferroelastic
200,0.005804,250.11,34.65,ferroelastic
200,0.005845,251.55,34.65,ferroelastic
200,0.005887,252.98,34.65,ferroelastic
200,0.005928,254.42,34.65,ferroelastic
200,0.00597,255.86,34.65,ferroelastic
200,0.006011,257.29,34.65,ferroelastic
200,0.006053,258.73,34.65,ferroelastic
200,0.006094,260.16,34.65,ferroelastic
200,0.006136,261.6,34.65,ferroelastic
200,0.006177,263.04,34.65,ferroelastic
200,0.006219,264.47,34.65,ferroelastic
200,0.00626,265.91,34.65,ferroelastic
200,0.006302,267.35,34.65,ferroelastic
200,0.006343,268.78,34.65,ferroelastic
200,0.006384,270.22,34.65,ferroelastic
200,0.006426,271.66,34.65,ferroelastic
200,0.006467,273.09,34.65,ferroelastic
200,0.006509,274.53,34.65,ferroelastic
200,0.00655,275.97,34.65,ferroelastic
200,0.006592,277.4,34.65,ferroelastic
200,0.006633,278.84,34.65,ferroelastic
200,0.006675,280.28,34.65,ferroelastic
200,0.006716,281.71,34.65,ferroelastic
200,0.006758,283.15,34.65,ferroelastic
200,0.006799,284.59,34.65,ferroelastic
200,0.00684,286.02,34.65,ferroelastic
200,0.006882,287.46,34.65,ferroelastic
200,0.006923,288.89,34.65,ferroelastic
200,0.006965,290.33,34.65,ferroelastic
200,0.007006,291.77,34.65,ferroelastic
200,0.007048,293.2,34.65,ferroelastic
200,0.007089,294.64,34.65,ferroelastic
200,0.007131,296.08,34.65,ferroelastic
200,0.007172,297.51,34.65,ferroelastic
200,0.007214,298.95,34.65,ferroelastic
200,0.007255,300.39,34.65,ferroelastic
200,0.007296,301.82,34.65,ferroelastic
200,0.007338,303.26,34.65,ferroelastic
200,0.007379,304.7,34.65,ferroelastic
200,0.007421,306.13,34.65,ferroelastic
200,0.007462,307.57,34.65,ferroelastic
200,0.007504,309.01,34.65,ferroelastic
200,0.007545,310.44,34.65,ferroelastic
200,0.007587,311.88,34.65,ferroelastic
200,0.007628,313.32,34.65,ferroelastic
200,0.00767,314.75,34.65,ferroelastic
200,0.007711,316.19,34.65,ferroelastic
200,0.007753,317.62,34.65,ferroelastic
200,0.007794,319.06,34.65,ferroelastic
200,0.007835,320.5,34.65,ferroelastic
200,0.007877,321.93,34.65,ferroelastic
200,0.007918,323.37,34.65,ferroelastic
200,0.00796,324.81,34.65,ferroelastic
200,0.008001,326.24,34.65,ferroelastic
200,0.008043,327.68,34.65,ferroelastic
200,0.008084,329.12,34.65,ferroelastic
200,0.008126,330.55,34.65,ferroelastic
200,0.008167,331.99,34.65,ferroelastic
200,0.008209,333.43,34.65,ferroelastic
200,0.00825,334.86,34.65,ferroelastic
400,0.0,0.0,111.0,linear
400,4.3e-05,4.74,111.0,linear
400,8.5e-05,9.48,111.0,linear
400,0.000128,14.22,111.0,linear
400,0.000171,18.96,111.0,linear
400,0.000214,23.71,111.0,linear
400,0.000256,28.45,111.0,linear
400,0.000299,33.19,111.0,linear
400,0.000342,37.93,111.0,linear
400,0.000384,42.67,111.0,linear
400,0.000427,47.41,111.0,linear
400,0.00047,52.15,111.0,linear
400,0.000513,56.89,111.0,linear
400,0.000555,60.49,33.3,ferroelastic
400,0.000598,61.91,33.3,ferroelastic
400,0.000641,63.34,33.3,ferroelastic
400,0.000683,64.76,33.3,ferroelastic
400,0.000726,66.18,33.3,ferroelastic
400,0.000769,67.6,33.3,ferroelastic
400,0.000812,69.02,33.3,ferroelastic
400,0.000854,70.45,33.3,ferroelastic
400,0.000897,71.87,33.3,ferroelastic
400,0.00094,73.29,33.3,ferroelastic
400,0.000982,74.71,33.3,ferroelastic
400,0.001025,76.14,33.3,ferroelastic
400,0.001068,77.56,33.3,ferroelastic
400,0.001111,78.98,33.3,ferroelastic
400,0.001153,80.4,33.3,ferroelastic
400,0.001196,81.83,33.3,ferroelastic
400,0.001239,83.25,33.3,ferroelastic
400,0.001281,84.67,33.3,ferroelastic
400,0.001324,86.09,33.3,ferroelastic
400,0.001367,87.52,33.3,ferroelastic
400,0.00141,88.94,33.3,ferroelastic
400,0.001452,90.36,33.3,ferroelastic
400,0.001495,91.78,33.3,ferroelastic
400,0.001538,93.21,33.3,ferroelastic
400,0.00158,94.63,33.3,ferroelastic
400,0.001623,96.05,33.3,ferroelastic
400,0.001666,97.47,33.3,ferroelastic
400,0.001709,98.89,33.3,ferroelastic
400,0.001751,100.32,33.3,ferroelastic
400,0.001794,101.74,33.3,ferroelastic
400,0.001837,103.16,33.3,ferroelastic
400,0.001879,104.58,33.3,ferroelastic
400,0.001922,106.01,33.3,ferroelastic
400,0.001965,107.43,33.3,ferroelastic
400,0.002008,108.85,33.3,ferroelastic
400,0.00205,110.27,33.3,ferroelastic
400,0.002093,111.7,33.3,ferroelastic
400,0.002136,113.12,33.3,ferroelastic
400,0.002178,114.54,33.3,ferroelastic
400,0.002221,115.96,33.3,ferroelastic
400,0.002264,117.39,33.3,ferroelastic
400,0.002307,118.81,33.3,ferroelastic
400,0.002349,120.23,33.3,ferroelastic
400,0.002392,121.65,33.3,ferroelastic
400,0.002435,123.07,33.3,ferroelastic
400,0.002477,124.5,33.3,ferroelastic
400,0.00252,125.92,33.3,ferroelastic
400,0.002563,127.34,33.3,ferroelastic
400,0.002606,128.76,33.3,ferroelastic
400,0.002648,130.19,33.3,ferroelastic
400,0.002691,131.61,33.3,ferroelastic
400,0.002734,133.03,33.3,ferroelastic
400,0.002776,134.45,33.3,ferroelastic
400,0.002819,135.88,33.3,ferroelastic
400,0.002862,137.3,33.3,ferroelastic
400,0.002905,138.72,33.3,ferroelastic
400,0.002947,140.14,33.3,ferroelastic
400,0.00299,141.57,33.3,ferroelastic
400,0.003033,142.99,33.3,ferroelastic
400,0.003075,144.41,33.3,ferroelastic
400,0.003118,145.83,33.3,ferroelastic
400,0.003161,147.25,33.3,ferroelastic
400,0.003204,148.68,33.3,ferroelastic
400,0.003246,150.1,33.3,ferroelastic
400,0.003289,151.52,33.3,ferroelastic
400,0.003332,152.94,33.3,ferroelastic
400,0.003374,154.37,33.3,ferroelastic
400,0.003417,155.79,33.3,ferroelastic
400,0.00346,157.21,33.3,ferroelastic
400,0.003503,158.63,33.3,ferroelastic
400,0.003545,160.06,33.3,ferroelastic
400,0.003588,161.48,33.3,ferroelastic
400,0.003631,162.9,33.3,ferroelastic
400,0.003673,164.32,33.3,ferroelastic
400,0.003716,165.75,33.3,ferroelastic
400,0.003759,167.17,33.3,ferroelastic
400,0.003802,168.59,33.3,ferroelastic
400,0.003844,170.01,33.3,ferroelastic
400,0.003887,171.43,33.3,ferroelastic
400,0.00393,172.86,33.3,ferroelastic
400,0.003972,174.28,33.3,ferroelastic
400,0.004015,175.7,33.3,ferroelastic
400,0.004058,177.12,33.3,ferroelastic
400,0.004101,178.55,33.3,ferroelastic
400,0.004143,179.97,33.3,ferroelastic
400,0.004186,181.39,33.3,ferroelastic
400,0.004229,182.81,33.3,ferroelastic
400,0.004271,184.24,33.3,ferroelastic
400,0.004314,185.66,33.3,ferroelastic
400,0.004357,187.08,33.3,ferroelastic
400,0.004399,188.5,33.3,ferroelastic
400,0.004442,189.93,33.3,ferroelastic
400,0.004485,191.35,33.3,ferroelastic
400,0.004528,192.77,33.3,ferroelastic
400,0.00457,194.19,33.3,ferroelastic
400,0.004613,195.62,33.3,ferroelastic
400,0.004656,197.04,33.3,ferroelastic
400,0.004698,198.46,33.3,ferroelastic
400,0.004741,199.88,33.3,ferroelastic
400,0.004784,201.3,33.3,ferroelastic
400,0.004827,202.73,33.3,ferroelastic
400,0.004869,204.15,33.3,ferroelastic
400,0.004912,205.57,33.3,ferroelastic
400,0.004955,206.99,33.3,ferroelastic
400,0.004997,208.42,33.3,ferroelastic
400,0.00504,209.84,33.3,ferroelastic
400,0.005083,211.26,33.3,ferroelastic
400,0.005126,212.68,33.3,ferroelastic
400,0.005168,214.11,33.3,ferroelastic
400,0.005211,215.53,33.3,ferroelastic
400,0.005254,216.95,33.3,ferroelastic
400,0.005296,218.37,33.3,ferroelastic
400,0.005339,219.8,33.3,ferroelastic
400,0.005382,221.22,33.3,ferroelastic
400,0.005425,222.64,33.3,ferroelastic
400,0.005467,224.06,33.3,ferroelastic
400,0.00551,225.48,33.3,ferroelastic
400,0.005553,226.91,33.3,ferroelastic
400,0.005595,228.33,33.3,ferroelastic
400,0.005638,229.75,33.3,ferroelastic
400,0.005681,231.17,33.3,ferroelastic
400,0.005724,232.6,33.3,ferroelastic
400,0.005766,234.02,33.3,ferroelastic
400,0.005809,235.44,33.3,ferroelastic
400,0.005852,236.86,33.3,ferroelastic
400,0.005894,238.29,33.3,ferroelastic
400,0.005937,239.71,33.3,ferroelastic
400,0.00598,241.13,33.3,ferroelastic
400,0.006023,242.55,33.3,ferroelastic
400,0.006065,243.98,33.3,ferroelastic
400,0.006108,245.4,33.3,ferroelastic
400,0.006151,246.82,33.3,ferroelastic
400,0.006193,248.24,33.3,ferroelastic
400,0.006236,249.66,33.3,ferroelastic
400,0.006279,251.09,33.3,ferroelastic
400,0.006322,252.51,33.3,ferroelastic
400,0.006364,253.93,33.3,ferroelastic
400,0.006407,255.35,33.3,ferroelastic
400,0.00645,256.78,33.3,ferroelastic
400,0.006492,258.2,33.3,ferroelastic
400,0.006535,259.62,33.3,ferroelastic
400,0.006578,261.04,33.3,ferroelastic
400,0.006621,262.47,33.3,ferroelastic
400,0.006663,263.89,33.3,ferroelastic
400,0.006706,265.31,33.3,ferroelastic
400,0.006749,266.73,33.3,ferroelastic
400,0.006791,268.16,33.3,ferroelastic
400,0.006834,269.58,33.3,ferroelastic
400,0.006877,271.0,33.3,ferroelastic
400,0.00692,272.42,33.3,ferroelastic
400,0.006962,273.84,33.3,ferroelastic
400,0.007005,275.27,33.3,ferroelastic
400,0.007048,276.69,33.3,ferroelastic
400,0.00709,278.11,33.3,ferroelastic
400,0.007133,279.53,33.3,ferroelastic
400,0.007176,280.96,33.3,ferroelastic
400,0.007219,282.38,33.3,ferroelastic
400,0.007261,283.8,33.3,ferroelastic
400,0.007304,285.22,33.3,ferroelastic
400,0.007347,286.65,33.3,ferroelastic
400,0.007389,288.07,33.3,ferroelastic
400,0.007432,289.49,33.3,ferroelastic
400,0.007475,290.91,33.3,ferroelastic
400,0.007518,292.34,33.3,ferroelastic
400,0.00756,293.76,33.3,ferroelastic
400,0.007603,295.18,33.3,ferroelastic
400,0.007646,296.6,33.3,ferroelastic
400,0.007688,298.03,33.3,ferroelastic
400,0.007731,299.45,33.3,ferroelastic
400,0.007774,300.87,33.3,ferroelastic
400,0.007817,302.29,33.3,ferroelastic
400,0.007859,303.71,33.3,ferroelastic
400,0.007902,305.14,33.3,ferroelastic
400,0.007945,306.56,33.3,ferroelastic
400,0.007987,307.98,33.3,ferroelastic
400,0.00803,309.4,33.3,ferroelastic
400,0.008073,310.83,33.3,ferroelastic
400,0.008116,312.25,33.3,ferroelastic
400,0.008158,313.67,33.3,ferroelastic
400,0.008201,315.09,33.3,ferroelastic
400,0.008244,316.52,33.3,ferroelastic
400,0.008286,317.94,33.3,ferroelastic
400,0.008329,319.36,33.3,ferroelastic
400,0.008372,320.78,33.3,ferroelastic
400,0.008415,322.21,33.3,ferroelastic
400,0.008457,323.63,33.3,ferroelastic
400,0.0085,325.05,33.3,ferroelastic
600,0.0,0.0,106.5,linear
600,4.4e-05,4.68,106.5,linear
600,8.8e-05,9.37,106.5,linear
600,0.000132,14.05,106.5,linear
600,0.000176,18.73,106.5,linear
600,0.00022,23.41,106.5,linear
600,0.000264,28.1,106.5,linear
600,0.000308,32.78,106.5,linear
600,0.000352,37.46,106.5,linear
600,0.000396,42.15,106.5,linear
600,0.00044,46.83,106.5,linear
600,0.000484,50.45,31.95,ferroelastic
600,0.000528,51.86,31.95,ferroelastic
600,0.000572,53.26,31.95,ferroelastic
600,0.000616,54.67,31.95,ferroelastic
600,0.00066,56.07,31.95,ferroelastic
600,0.000704,57.48,31.95,ferroelastic
600,0.000747,58.88,31.95,ferroelastic
600,0.000791,60.29,31.95,ferroelastic
600,0.000835,61.69,31.95,ferroelastic
600,0.000879,63.1,31.95,ferroelastic
600,0.000923,64.5,31.95,ferroelastic
600,0.000967,65.91,31.95,ferroelastic
600,0.001011,67.31,31.95,ferroelastic
600,0.001055,68.72,31.95,ferroelastic
600,0.001099,70.12,31.95,ferroelastic
600,0.001143,71.53,31.95,ferroelastic
600,0.001187,72.93,31.95,ferroelastic
600,0.001231,74.34,31.95,ferroelastic
600,0.001275,75.74,31.95,ferroelastic
600,0.001319,77.15,31.95,ferroelastic
600,0.001363,78.55,31.95,ferroelastic
600,0.001407,79.95,31.95,ferroelastic
600,0.001451,81.36,31.95,ferroelastic
600,0.001495,82.76,31.95,ferroelastic
600,0.001539,84.17,31.95,ferroelastic
600,0.001583,85.57,31.95,ferroelastic
600,0.001627,86.98,31.95,ferroelastic
600,0.001671,88.38,31.95,ferroelastic
600,0.001715,89.79,31.95,ferroelastic
600,0.001759,91.19,31.95,ferroelastic
600,0.001803,92.6,31.95,ferroelastic
600,0.001847,94.0,31.95,ferroelastic
