time_min,temperature_C,mean_exx,std_exx,max_exx,mean_eyy,std_eyy,max_eyy,mean_von_mises,max_von_mises,hotspot_count,timestamp
42.0,337.8787878787879,0.00011932378388561715,0.001025772125865413,0.011470560522067684,8.61880158110691e-05,0.0007180381553940813,0.008032031291975612,0.00010679324393820638,0.010195849000197326,81,2025-10-03T06:30:25.573115
44.0,352.77777777777777,8.264172029451881e-05,0.0007801342240885911,0.011200113278513522,6.064091666296939e-05,0.0005460971066449653,0.007842923446414789,7.422615162601241e-05,0.009955514709896592,0,2025-10-03T06:32:25.576065
46.0,367.67676767676767,2.9164924580217733e-05,2.996564114614101e-08,2.9272920179988437e-05,2.3334097552557538e-05,2.9616844311765243e-08,2.3432807459828965e-05,2.6730839488318263e-05,2.6797620392407695e-05,0,2025-10-03T06:34:25.578846
48.0,382.5757575757576,3.0433038433049486e-05,3.077318982454754e-08,3.0532291778973987e-05,2.4345025563803456e-05,3.06032040748085e-08,2.445455434744961e-05,2.789191673963939e-05,2.7955721219274016e-05,0,2025-10-03T06:36:25.581676
50.0,397.4747474747475,3.1699732346999764e-05,3.312497668505653e-08,3.1818583817373046e-05,2.5358685647799404e-05,2.9825374448881965e-08,2.546272711934102e-05,2.9052960318760746e-05,2.913834280284594e-05,0,2025-10-03T06:38:25.584455
52.0,412.3737373737374,3.29678077244205e-05,3.206425030730971e-08,3.3075377223178276e-05,2.6369931417728753e-05,3.46694460298897e-08,2.6505588099836968e-05,3.0214125577633872e-05,3.0281819529022688e-05,0,2025-10-03T06:40:25.590536
54.0,427.2727272727273,9.78483959233807e-05,0.0009064862719212058,0.013015927643241205,7.191544587685682e-05,0.0006345404159342328,0.009114578928541207,8.791624310561279e-05,0.011569580651696559,49,2025-10-03T06:42:25.593524
56.0,442.1717171717172,3.550409072352949e-05,3.522479697898734e-08,3.562695331888174e-05,2.839935403182583e-05,3.4968663184226895e-08,2.854395432667506e-05,3.253879505712592e-05,3.2646204559818376e-05,0,2025-10-03T06:44:25.596334
58.0,457.0707070707071,3.6772028930013495e-05,3.601135664283827e-08,3.689683200382951e-05,2.9422915883139956e-05,3.8383486691335285e-08,2.9534481150835237e-05,3.370389714356542e-05,3.381229920170216e-05,0,2025-10-03T06:46:25.599232
60.0,471.969696969697,0.00020827013887929623,0.0014196436623159254,0.013043328490810987,0.00014958818489704218,0.0009937498263670355,0.0091341103017751,0.00018616371931438463,0.01159401099176532,142,2025-10-03T06:48:25.602457
62.0,486.8686868686869,0.00013342461836613397,0.001041563851648775,0.01165946357271998,9.73313311863832e-05,0.0007290907585606518,0.008165530793947945,0.00011967859552339943,0.010364033890296684,81,2025-10-03T06:50:25.605324
64.0,501.7676767676768,4.057587859808836e-05,4.0910869710438055e-08,4.071883565370619e-05,3.2453163790076746e-05,4.169501566523606e-08,3.258424690819325e-05,3.7185986580939865e-05,3.728411611252959e-05,0,2025-10-03T06:52:25.608090
66.0,516.6666666666667,4.184635418859743e-05,4.144547492614656e-08,4.1979433484174885e-05,3.347260912749048e-05,4.533010897685773e-08,3.3603981217707126e-05,3.835140440859067e-05,3.8455684926215e-05,0,2025-10-03T06:54:25.610965
68.0,531.5656565656566,4.31104862300632e-05,4.1190961263602906e-08,4.328082478197865e-05,3.44974277044315e-05,4.1158716297489016e-08,3.4636612311328775e-05,3.9514422170644256e-05,3.962814644270815e-05,0,2025-10-03T06:56:25.613826
70.0,546.4646464646465,4.4377746165912754e-05,4.485556959877948e-08,4.451263275822273e-05,3.550480952168117e-05,3.991093543337192e-08,3.5635842051664155e-05,4.06737789978395e-05,4.0775502654209185e-05,0,2025-10-03T06:58:25.617077
72.0,561.3636363636364,0.00021827840248069377,0.001403697454318628,0.0116319211958854,0.00015736265198383877,0.0009825864863877848,0.008146862985641443,0.00019527188116494945,0.010339686833971247,149,2025-10-03T07:00:25.620135
74.0,576.2626262626263,4.691500614068057e-05,4.543646581787799e-08,4.704260893372732e-05,3.7534406279966596e-05,4.5310420001853164e-08,3.7658155044736325e-05,4.2999155510460343e-05,4.311097032898126e-05,0,2025-10-03T07:02:25.622973
76.0,591.1616161616162,4.818036497844202e-05,4.444366293511212e-08,4.8343230741655845e-05,3.854928870655e-05,4.807545851838863e-08,3.869734378072954e-05,4.415972673852243e-05,4.4256835717374445e-05,0,2025-10-03T07:04:25.625708
78.0,606.0606060606061,4.945348231047981e-05,4.806919435900896e-08,4.9612930689109884e-05,3.956415178127163e-05,4.7916266952780116e-08,3.9720087296205034e-05,4.532537144293309e-05,4.5444354675695064e-05,0,2025-10-03T07:06:25.628439
80.0,620.959595959596,5.072074910729041e-05,4.747705935997103e-08,5.08914931628704e-05,4.057556709342631e-05,5.1452330013827855e-08,4.0756634502331604e-05,4.6486054192330326e-05,4.661145399484087e-05,0,2025-10-03T07:08:25.631301
82.0,635.8585858585859,5.198982674143211e-05,4.8429833409021464e-08,5.216406703663321e-05,4.158659920818455e-05,4.861526338774859e-08,4.1802353920655224e-05,4.7647801217825924e-05,4.777950854911677e-05,0,2025-10-03T07:10:25.634134
84.0,650.7575757575758,5.3252953712831586e-05,4.984052430966394e-08,5.3408986562081894e-05,4.2608744148539524e-05,5.288681338870666e-08,4.276142954790203e-05,4.880928711386686e-05,4.891065382901689e-05,0,2025-10-03T07:12:25.636931
86.0,665.6565656565657,0.00021705154712491366,0.0013214325011481544,0.010961734490208697,0.000157387736632691,0.0009250055605594529,0.007678754486082673,0.00019442525508269249,0.009744234257457466,0,2025-10-03T07:14:25.639965
88.0,680.5555555555555,0.00035056289827587096,0.0019498513287188907,0.014497257802909507,0.0002509711717901401,0.0013648981786500425,0.010153723642233525,0.00031312514687335157,0.012886712077534834,226,2025-10-03T07:16:25.643148
90.0,695.4545454545455,5.706043509676508e-05,5.510686014235279e-08,5.723573972664364e-05,4.566188120052796e-05,5.495401008343889e-08,4.5876108046773025e-05,5.230125052490036e-05,5.2429424636892295e-05,0,2025-10-03T07:18:25.645878
92.0,710.3535353535353,5.83344830670482e-05,5.849905706763507e-08,5.8503138924986693e-05,4.6664087435034127e-05,5.763327062824838e-08,4.682503961811623e-05,5.3463361324785175e-05,5.358721757880372e-05,0,2025-10-03T07:20:25.648683
94.0,725.2525252525253,0.00012174479992738607,0.0008856542852471895,0.012742951081944275,9.11860212255599e-05,0.0006199637198522472,0.00892614910301547,0.00010985986758803483,0.011327547403614371,49,2025-10-03T07:22:25.651710
96.0,740.1515151515152,0.00010211209510275698,0.0007648942484775755,0.014285245720398626,7.755728236059704e-05,0.000535426181848002,0.010005763237567274,9.244157747597683e-05,0.01269837085714222,29,2025-10-03T07:24:25.654689
98.0,755.0505050505051,0.0001245593830475938,0.000889526045960435,0.012800951243053367,9.339328827415474e-05,0.0006226681513409886,0.008966859115102394,0.0001124262992481861,0.011379129526523563,49,2025-10-03T07:26:25.657620
100.0,769.949494949495,6.339481375890558e-05,6.695970715390102e-08,6.366534952671984e-05,5.0728940765797945e-05,6.37597455901687e-08,5.092158337288056e-05,5.810668146704153e-05,5.829033594061515e-05,0,2025-10-03T07:28:25.660433
102.0,784.8484848484849,6.466385534525484e-05,5.892687284573598e-08,6.484198768653567e-05,5.1751171483669576e-05,6.664164849785788e-08,5.1995983793447226e-05,5.927205658755671e-05,5.941459482558913e-05,0,2025-10-03T07:30:25.668900
104.0,799.7474747474748,0.0002280653859174204,0.0015164980465674012,0.014413362646788939,0.0001662388829180176,0.0010615487758149813,0.010095908342492224,0.0002045311239809747,0.0128123473882726,113,2025-10-03T07:32:25.671947
106.0,814.6464646464647,6.720903456598546e-05,6.425935732304285e-08,6.75172425459195e-05,5.3757760861099325e-05,6.557138636886213e-08,5.394465754204494e-05,6.159508128141152e-05,6.184429831245587e-05,0,2025-10-03T07:34:25.674767
108.0,829.5454545454546,6.8478775816636e-05,6.27975691606831e-08,6.876783258975262e-05,5.478180698108644e-05,7.081152775192007e-08,5.5017512461220606e-05,6.27615156526923e-05,6.293423969832174e-05,0,2025-10-03T07:36:25.677610
110.0,844.4444444444445,6.974320988021533e-05,6.499647015235253e-08,7.002392951499658e-05,5.5790356940802523e-05,6.500222815733222e-08,5.6066784894857376e-05,6.391941506930889e-05,6.409236784646399e-05,0,2025-10-03T07:38:25.680394
112.0,859.3434343434344,7.101149551498048e-05,7.164184311221275e-08,7.126441966093591e-05,5.6812628220301054e-05,7.23019802612469e-08,5.7044951576430254e-05,6.50843189305936e-05,6.526718999881441e-05,0,2025-10-03T07:40:25.683114
114.0,874.2424242424242,7.227574888139455e-05,7.1743771817121e-08,7.256357006552292e-05,5.781747504627084e-05,6.775841038250697e-08,5.8080439299905236e-05,6.624087228596834e-05,6.642851971411478e-05,0,2025-10-03T07:42:25.685901
116.0,889.1414141414142,0.00041853795576173773,0.001971552937911895,0.012287255371815681,0.00030033279685332784,0.001380090969352016,0.008608478688601252,0.00037403082211692285,0.01092281104121955,149,2025-10-03T07:44:25.689115
118.0,904.040404040404,7.48055322704703e-05,6.933714373402808e-08,7.501787187621768e-05,5.984933226992314e-05,7.435289391438043e-08,6.0075664876384875e-05,6.856209263074914e-05,6.871689122839196e-05,0,2025-10-03T07:46:25.692172
120.0,918.939393939394,7.608935739837315e-05,7.468154125468296e-08,7.637194135814923e-05,6.0869677106862444e-05,7.687020322582446e-08,6.110646094572008e-05,6.973654697049667e-05,6.993077700107676e-05,0,2025-10-03T07:48:25.694954
122.0,933.8383838383838,7.733582642980922e-05,7.655044473540596e-08,7.756967121966924e-05,6.188051412367516e-05,7.526901519292877e-08,6.217851609178899e-05,7.088342497878267e-05,7.105768103725595e-05,0,2025-10-03T07:50:25.697803
124.0,948.7373737373738,7.861069635502594e-05,6.966817214344916e-08,7.884333173294285e-05,6.289178550957415e-05,8.182660468656555e-08,6.315652849480136e-05,7.204903482602527e-05,7.223778814114968e-05,0,2025-10-03T07:52:25.700579
126.0,963.6363636363636,7.98758842438664e-05,8.674697756593103e-08,8.023090661199954e-05,6.390789625675385e-05,7.715476041922384e-08,6.424099930348776e-05,7.320990950856507e-05,7.350579578433644e-05,0,2025-10-03T07:54:25.703392
128.0,978.5353535353536,8.11638344533928e-05,8.233389104282068e-08,8.141188184425392e-05,6.491096085184141e-05,8.175480976260186e-08,6.522544802276278e-05,7.438140075032334e-05,7.461105908905711e-05,0,2025-10-03T07:56:25.706124
130.0,993.4343434343435,8.240697262641777e-05,7.624703816013216e-08,8.265966612564082e-05,6.592988005795576e-05,7.807434601780099e-08,6.624639556520088e-05,7.552874230460964e-05,7.571438788986877e-05,0,2025-10-03T07:58:25.708960
132.0,1008.3333333333334,8.36704428199367e-05,8.578691369308437e-08,8.391772943227951e-05,6.695503578494635e-05,8.091420898590901e-08,6.720585091367713e-05,7.669144076737284e-05,7.685556165047839e-05,0,2025-10-03T08:00:25.711734
134.0,1023.2323232323233,8.495979754955882e-05,8.182105814676793e-08,8.524022247760922e-05,6.798098146666073e-05,8.441616232766307e-08,6.83010697011952e-05,7.787135380694872e-05,7.806747403044742e-05,0,2025-10-03T08:02:25.714422
136.0,1038.1313131313132,8.622807247927131e-05,8.309142670142934e-08,8.649306265421931e-05,6.898168012056079e-05,8.100859088375139e-08,6.928784491515711e-05,7.902917952847502e-05,7.922805284529461e-05,0,2025-10-03T08:04:25.716745
138.0,1053.030303030303,8.748112696029953e-05,8.544356847457121e-08,8.787887227307491e-05,6.999301629662325e-05,7.833941424479774e-08,7.023611506506247e-05,8.018051987710134e-05,8.047150758504361e-05,0,2025-10-03T08:06:25.720228
140.0,1067.929292929293,0.00014002896876019153,0.000730699087161286,0.010553132095374921,0.00010689688736401273,0.0005114864651077291,0.007395959885394623,0.00012691685370850935,0.009381795141456732,0,2025-10-03T08:08:25.723023
142.0,1082.828282828283,9.001337913715965e-05,8.68798872686817e-08,9.033682100770485e-05,7.20230092015207e-05,7.970365131534325e-08,7.232593114864923e-05,8.25027512296043e-05,8.273153230236837e-05,0,2025-10-03T08:10:25.725770
144.0,1097.7272727272727,9.130528426992504e-05,8.694015186641378e-08,9.165623691750294e-05,7.30420056638695e-05,8.633161034074886e-08,7.35226658720203e-05,8.368204774338938e-05,8.390131064980365e-05,0,2025-10-03T08:12:25.728557
146.0,1112.6262626262626,9.256380056176044e-05,8.611732010956386e-08,9.290908446765878e-05,7.405397057563415e-05,8.563473453719335e-08,7.43849585770621e-05,8.483718444663639e-05,8.50598091854868e-05,0,2025-10-03T08:14:25.731393
148.0,1127.5252525252527,9.383864539885942e-05,9.327854208694213e-08,9.421088693724822e-05,7.507532618065782e-05,1.0890789704629815e-07,7.543328891706599e-05,8.600610364419762e-05,8.631003021240446e-05,0,2025-10-03T08:16:25.734170
150.0,1142.4242424242425,0.00019245833170632897,0.0010775059254878334,0.012116295398938371,0.0001442479800172208,0.000754263896789499,0.00849098635597361,0.00017369627074311435,0.010771352385251521,81,2025-10-03T08:18:25.737131
152.0,1157.3232323232323,0.0002043105544514684,0.0011944548009050965,0.013422355965039018,0.00015266238318143975,0.0008361152760687806,0.009405226776312062,0.00018426293600512492,0.011932194794286496,81,2025-10-03T08:20:25.742946
154.0,1172.2222222222222,0.0005154106090394608,0.0023837728236938754,0.01412402056893416,0.0003705487938685456,0.0016686426160421569,0.009896634018832073,0.0004607954164502999,0.012555869750385628,298,2025-10-03T08:22:25.745990
156.0,1187.1212121212122,0.00013978724290710355,0.0007581032861492092,0.0141970237780048,0.0001077312250041575,0.0005306661637794994,0.009947718203740715,0.00012698016943478603,0.012620784340109152,29,2025-10-03T08:24:25.749003
158.0,1202.020202020202,0.00011132597090629356,0.00057974895740507,0.010861620832782278,8.595067993964893e-05,0.00040585317499260327,0.00761170423826474,0.00010117085944993924,0.009655951699110184,0,2025-10-03T08:26:25.752081
160.0,1216.919191919192,-6.0780087090183824e-05,1.7293608568297929e-07,-6.00437478465956e-05,-4.860520229126994e-05,1.8379849225808835e-07,-4.7902709312357375e-05,5.570031854143551e-05,5.607679153106094e-05,0,2025-10-03T08:28:25.754893
162.0,1231.818181818182,-0.00019143684151486855,5.678863954653934e-07,-0.00018897317375101742,-0.00015318530490924829,5.625952074936522e-07,-0.000150862342714463,0.00017546828133607715,0.00017688938962914962,0,2025-10-03T08:30:25.757661
164.0,1246.7171717171718,-0.00011594362643746829,0.0016002365928768686,0.012896547442481863,-0.00011254701077075597,0.001120215618053248,0.008997557961418172,0.00045308915135338176,0.011455718368661461,149,2025-10-03T08:32:25.760713
166.0,1261.6161616161617,-0.0004250544401570588,1.275466926907886e-06,-0.0004195346440368533,-0.00034017931776420186,1.2425848473740688e-06,-0.0003346733636173608,0.0003896176722406566,0.0003930648776218692,0,2025-10-03T08:34:25.763596
168.0,1276.5151515151515,-0.0005291191538620705,1.4116727837729451e-06,-0.0005245981660416545,-0.00042310911648712465,1.4526208605235455e-06,-0.00041760748108191884,0.00048488988529873494,0.0004886625831111849,0,2025-10-03T08:36:25.767254
170.0,1291.4141414141416,-0.0006257504081488022,1.871808003129704e-06,-0.0006194610250652055,-0.000500706920251069,1.823672963247039e-06,-0.0004947724756924313,0.0005735506862893637,0.0005779469986720479,0,2025-10-03T08:38:25.770972
172.0,1306.3131313131314,-0.0006245072029666955,0.0010088229376847338,0.010542457936202032,-0.0005088562087639631,0.0007059520228239166,0.007305525968920997,0.0007263981063719254,0.009353460411875299,0,2025-10-03T08:40:25.774694
174.0,1321.2121212121212,-0.0006079214446406851,0.0015498402620897492,0.011997108603573243,-0.0005054116704703276,0.0010849972471465843,0.008320603869924982,0.0008795545280956276,0.010646016069333495,149,2025-10-03T08:42:25.777662
176.0,1336.111111111111,-0.0008757255773146108,2.4173763579066052e-06,-0.0008646904201806568,-0.0007006414397089964,2.513324666903013e-06,-0.0006906375125208818,0.0008026438684391411,0.0008091033392394878,0,2025-10-03T08:44:25.780461
178.0,1351.0101010101012,-0.0009069649600315469,0.0007441218976090493,0.01289304710334677,-0.0007296508917995661,0.0005206761602771421,0.008926277735278907,0.0008987018463348366,0.011437476744175588,29,2025-10-03T08:46:25.783433
180.0,1365.909090909091,-0.001013731414925085,2.836514918804901e-06,-0.0010045223280847272,-0.000810573658757104,2.8338910624963745e-06,-0.0008021252476026941,0.0009289768442316418,0.0009364003392405324,0,2025-10-03T08:48:25.786125
182.0,1380.8080808080808,-0.0009230858973661811,0.001235304165769917,0.009125889575612613,-0.0007536550999990674,0.0008653176676220555,0.006286311070961337,0.0010910766098155744,0.008088143888408514,0,2025-10-03T08:50:25.789111
184.0,1395.7070707070707,-0.0011318106315414624,3.3496997144375504e-06,-0.00112040947261404,-0.0009053120556896904,3.401758708547778e-06,-0.0008953939429490876,0.0010372891245173281,0.00104626293739382,0,2025-10-03T08:52:25.791957
186.0,1410.6060606060607,-0.0011848370514352816,3.3465242799104708e-06,-0.0011738561023588634,-0.0009473464858388049,3.4208886959686223e-06,-0.0009363006444986222,0.0010857625668843165,0.0010924843466497795,0,2025-10-03T08:54:25.794814
188.0,1425.5050505050506,-0.0012333535164348148,3.514668094169898e-06,-0.0012210258365808215,-0.0009867138545546074,3.9536590308862664e-06,-0.0009706038805645343,0.001130411611103747,0.0011371321632056015,0,2025-10-03T08:56:25.797512
190.0,1440.4040404040404,-0.0012407948701076395,0.0007002281181656266,0.011745095354031869,-0.0009958555067540473,0.0004904376776685556,0.008100204584884828,0.0011984463893643228,0.010412633043269106,29,2025-10-03T08:58:25.802350
192.0,1455.3030303030305,-0.0013201984979473974,3.897241728605418e-06,-0.0013091699058511528,-0.0010559578130943101,3.7823383594873185e-06,-0.0010438216441686814,0.00120992783818389,0.0012212432746245775,0,2025-10-03T09:00:25.805166
194.0,1470.2020202020203,-0.0013584500530946248,3.98386479501018e-06,-0.0013423655630516716,-0.0010867211156496105,4.2471087108617205e-06,-0.0010707975795724233,0.0012450419759998603,0.0012544365410855443,0,2025-10-03T09:02:25.807919
196.0,1485.1010101010102,-0.0013947482244983152,3.980156818858885e-06,-0.0013794193752814676,-0.0011157306298828949,4.112234165364682e-06,-0.001101074977085286,0.0012782988333945187,0.001288665561916645,0,2025-10-03T09:04:25.810772
198.0,1500.0,-0.0014283956594655979,4.129294520772244e-06,-0.0014158970134025674,-0.0011420285491127622,4.052787892251175e-06,-0.0011294638291336838,0.001308935407460994,0.0013192986822985516,0,2025-10-03T09:06:25.813628
200.0,1500.0,-0.0014277798594243833,4.113288318000096e-06,-0.0014132347341453547,-0.0011425969528982493,4.0240905910330195e-06,-0.001126435330892952,0.0013087172945693336,0.0013190476184350383,0,2025-10-03T09:08:25.816452
202.0,1500.0,-0.0013336670165960316,0.0010472651302287695,0.010260448463613521,-0.0010766715101140497,0.0007329600320461402,0.007040562305855415,0.0013721358502887843,0.009086734458263104,0,2025-10-03T09:10:25.823490
204.0,1500.0,-0.0014281298657185762,4.2313834905848685e-06,-0.001414294391048793,-0.0011426007410383773,4.0681164759761375e-06,-0.0011238626005010608,0.0013089494545966592,0.0013203077281154815,0,2025-10-03T09:12:25.826369
206.0,1500.0,-0.001428391077562534,4.274957910965425e-06,-0.0014160776720509838,-0.0011423042065799294,4.298797224299889e-06,-0.001127359816389976,0.0013090235140918215,0.0013215092925816826,0,2025-10-03T09:14:25.829234
208.0,1500.0,-0.0012103566265367941,0.0017724139568545917,0.013206923034435058,-0.000990623996349432,0.0012411300776907397,0.009106982053624313,0.001464169008388812,0.011707172501398085,149,2025-10-03T09:16:25.832322
210.0,1500.0,-0.0012131855769899036,0.0017508089725971224,0.013028122400189536,-0.0009912393068510941,0.0012258688573362436,0.008979038591890668,0.0014615069466027044,0.011548280554381176,149,2025-10-03T09:18:25.835340
212.0,1500.0,-0.0013855005427572127,0.000794405990071415,0.013350430143155265,-0.0011125199254272428,0.0005558587789763256,0.00920021066099839,0.0013395618460391157,0.01183391484621422,29,2025-10-03T09:20:25.838383
214.0,1500.0,-0.001384359498408977,0.0007944077104632939,0.013347789568727429,-0.001112510775660325,0.0005558727387571081,0.009197545832606978,0.0013388160926771852,0.011831008611228355,29,2025-10-03T09:22:25.841381
216.0,1500.0,-0.0014281839402256634,3.9964488645906655e-06,-0.0014147524235475807,-0.0011421562130363367,4.020421999961813e-06,-0.0011307188336916315,0.0013088382942223783,0.0013207108387730366,0,2025-10-03T09:24:25.844165
218.0,1500.0,-0.001428058165006605,4.137101973129621e-06,-0.001415890659163182,-0.0011422997422312884,4.56142413095666e-06,-0.001129111090652058,0.0013088059129259446,0.0013182710231537241,0,2025-10-03T09:26:25.846967
220.0,1500.0,-0.0014282307065596512,4.395284910988829e-06,-0.0014045003526911445,-0.001142974752259409,4.439206128849903e-06,-0.001122286501190475,0.0013091392572090633,0.0013205001096952527,0,2025-10-03T09:28:25.849735
222.0,1500.0,-0.0012416941795839983,0.0016267199967613109,0.013548200903050022,-0.00101260260886375,0.0011383344263887945,0.009340172954803402,0.0014411309901802092,0.012009083589638536,130,2025-10-03T09:30:25.852955
224.0,1500.0,-0.0014279111141166747,4.453269712092653e-06,-0.001413375503062368,-0.0011425487478966964,4.373126919524785e-06,-0.001127577392150515,0.0013087900901162942,0.0013203149178448428,0,2025-10-03T09:32:25.855730
226.0,1500.0,-0.0014277121100494245,4.567792545932281e-06,-0.0013937516057567583,-0.0011425546577109693,4.325235072549161e-06,-0.001126072723303197,0.0013086629547961564,0.0013181644636258427,0,2025-10-03T09:34:25.858491
228.0,1500.0,-0.0014285876838563646,4.08496714358843e-06,-0.001410334446447173,-0.0011429764947669331,4.472510052534144e-06,-0.0011291840527120438,0.001309371155774494,0.0013199483544214287,0,2025-10-03T09:36:25.861274
230.0,1500.0,-0.0014286614819014045,4.187275066918092e-06,-0.001410959639118834,-0.001142770631652855,4.202381297381512e-06,-0.0011203237540671086,0.0013093529706238434,0.0013175731283018531,0,2025-10-03T09:38:25.864129
232.0,1500.0,-0.0012655531303211562,0.001520176988645206,0.012962749665618958,-0.0010288959166006883,0.0010641697654128234,0.008927210837773585,0.0014238917655804242,0.011489382923783632,113,2025-10-03T09:40:25.867171
234.0,1500.0,-0.0014282989892148794,3.975139853942041e-06,-0.0014155432580626236,-0.0011428915930816698,4.821934285679483e-06,-0.001126569003900239,0.0013091555171210769,0.0013193059833253539,0,2025-10-03T09:42:25.869968
236.0,1500.0,-0.0012118898117520075,0.0017553854429552711,0.0130647674240118,-0.0009912282052080246,0.0012289601121737432,0.00900733896502903,0.0014616583209517506,0.011580831267845128,149,2025-10-03T09:44:25.873090
238.0,1500.0,-0.0014277737472378393,4.037705075474646e-06,-0.0014138057580108904,-0.0011420811883944336,4.555019015584721e-06,-0.0011239874819088977,0.0013085457525907026,0.001319534699882719,0,2025-10-03T09:46:25.875920
