experiment_id,soil_profile,soil_type,flow_condition_lpm,time_min,settlement_mm,sinkhole_diameter_m,pore_pressure_kpa,clay_fraction_pct,initial_void_ratio,groundwater_depth_m,failure_flag,source_reference
PM-05-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,5,114,12.083,0.1521,24.216,44.68,0.524,0.961,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,5,120,13.185,0.1598,25.621,44.68,0.524,0.961,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,5,126,11.623,0.1288,29.008,44.68,0.524,0.961,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,5,132,13.583,0.1487,25.535,44.68,0.524,0.961,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,5,138,12.518,0.1379,27.435,44.68,0.524,0.961,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,5,144,14.728,0.1442,25.021,44.68,0.524,0.961,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,5,150,12.707,0.1624,24.317,44.68,0.524,0.961,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,5,156,13.658,0.1605,30.228,44.68,0.524,0.961,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,5,162,13.278,0.1442,29.226,44.68,0.524,0.961,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,5,168,14.191,0.1425,31.711,44.68,0.524,0.961,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,5,174,14.886,0.1594,31.102,44.68,0.524,0.961,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,5,180,15.399,0.1623,29.183,44.68,0.524,0.961,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,0,0.222,0.0991,19.58,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,6,0.144,0.1056,15.827,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,12,1.275,0.0885,19.053,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,18,2.825,0.1083,17.096,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,24,4.349,0.1087,20.287,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,30,3.842,0.116,18.307,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,36,4.042,0.1072,21.165,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,42,4.731,0.1117,23.187,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,48,5.735,0.1391,23.133,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,54,6.914,0.1402,23.595,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,60,6.831,0.1501,19.287,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,66,6.366,0.1255,20.134,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,72,7.209,0.11,22.786,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,78,8.345,0.1238,24.972,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,84,7.284,0.1034,22.207,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,90,8.757,0.129,24.983,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,96,8.975,0.125,24.123,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,102,7.177,0.1264,23.16,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,108,7.965,0.1385,23.14,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,114,10.09,0.1726,24.712,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,120,10.456,0.1379,21.454,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,126,9.393,0.1275,25.734,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,132,9.353,0.1333,30.447,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,138,10.418,0.1409,28.226,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,144,9.778,0.1308,27.964,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,150,9.676,0.1547,29.512,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,156,10.656,0.1409,28.38,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,162,8.792,0.1469,24.639,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,168,10.99,0.1358,29.986,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,174,11.817,0.1452,26.614,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-05-02,SC_top + silty_clay_mid + dense_sand_bottom,Sandy clay,5,180,9.843,0.1391,27.929,47.0,0.683,2.457,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,0,0.206,0.1109,23.985,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,6,1.621,0.0981,22.453,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,12,3.113,0.0974,20.337,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,18,4.122,0.1333,22.856,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,24,5.616,0.1148,20.428,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,30,6.313,0.149,19.822,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,36,7.835,0.1321,25.261,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,42,8.519,0.1299,25.147,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,48,7.955,0.1598,27.72,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,54,9.959,0.141,28.888,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,60,11.454,0.1761,23.512,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,66,13.009,0.1551,27.145,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,72,12.1,0.1557,25.422,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,78,13.775,0.1766,28.248,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,84,14.008,0.139,30.235,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,90,14.559,0.1564,26.108,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,96,14.452,0.171,33.62,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,102,14.592,0.1697,27.999,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,108,14.101,0.172,30.539,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,114,16.568,0.1847,28.558,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,120,16.428,0.1747,33.99,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,126,16.38,0.1372,30.704,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,132,16.302,0.1676,29.68,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,138,15.95,0.1736,30.265,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,144,16.511,0.1686,31.066,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,150,17.32,0.1858,31.166,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,156,18.691,0.1806,32.65,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,162,17.592,0.1901,34.356,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,168,18.116,0.1916,30.727,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,174,19.2,0.1842,34.495,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-01,SC_top + loose_sand_mid + sandy_clay_bottom,Sandy clay,10,180,17.993,0.1849,35.173,26.97,0.623,1.462,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,0,0.325,0.1146,19.272,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,6,1.217,0.1196,23.441,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,12,2.031,0.1112,18.999,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,18,4.123,0.1125,24.05,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,24,6.789,0.1254,23.562,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,30,6.947,0.1334,23.992,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,36,8.046,0.1423,25.667,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,42,8.162,0.1344,24.7,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,48,10.917,0.1323,22.319,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,54,9.993,0.1579,24.965,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,60,11.575,0.1669,31.239,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,66,11.377,0.1385,25.745,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,72,12.035,0.1399,24.87,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,78,11.514,0.1569,26.431,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,84,14.728,0.1896,27.246,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,90,14.021,0.1663,29.848,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,96,15.431,0.1724,26.85,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,102,14.818,0.1798,29.836,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,108,14.995,0.1768,32.429,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,114,15.012,0.1479,31.878,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,120,16.354,0.157,29.315,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,126,14.871,0.1708,25.775,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,132,15.827,0.179,32.157,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,138,16.729,0.1789,27.296,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,144,16.241,0.1674,32.075,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,150,16.785,0.1902,32.402,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,156,17.66,0.1791,34.312,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,162,17.803,0.1778,35.048,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,168,17.254,0.1814,31.568,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,174,17.205,0.1709,29.454,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-10-02,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,10,180,18.825,0.1763,33.192,44.55,0.668,1.361,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,0,0.0,0.0978,29.1,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,6,1.414,0.1333,24.911,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,12,3.269,0.1227,25.709,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,18,5.339,0.118,28.552,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,24,6.535,0.1348,28.364,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,30,8.24,0.1591,28.964,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,36,9.106,0.1659,30.066,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,42,10.617,0.1423,29.515,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,48,10.671,0.172,30.595,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,54,12.104,0.1703,30.946,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,60,12.692,0.18,28.952,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,66,13.349,0.1567,28.489,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,72,14.207,0.1684,32.887,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,78,15.029,0.1778,29.659,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,84,15.837,0.1598,31.287,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,90,16.563,0.1721,31.54,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,96,16.006,0.1604,32.166,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,102,17.692,0.1887,35.181,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,108,17.748,0.1707,32.863,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,114,17.509,0.1857,32.839,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,120,18.065,0.1759,34.51,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,126,18.771,0.1725,35.371,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,132,18.137,0.2039,37.73,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,138,18.709,0.2053,36.074,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
PM-15-01,SC_top + silty_sand_mid + dense_sand_bottom,Sandy clay,15,144,20.538,0.2023,32.859,25.11,0.527,2.107,0,NIH / Mendeley Data (synthetic reconstruction)
