temperature_C,thermal_conductivity_W_mK,specific_heat_J_kgK,density_kg_m3,thermal_diffusivity_m2_s,volumetric_heat_capacity_J_m3K
650,0.6358421306880023,1297.4239225903912,1965.1058291488757,2.4939138977621765e-07,2549575.3131595775
660,0.6850556628347375,1277.3166584586677,1931.9598459769418,2.776062175072866e-07,2467724.4947395897
670,0.6349763205861017,1275.752574967745,1916.6203427824357,2.5968985447021575e-07,2445133.3375402545
680,0.6137120066862374,1233.4468856302742,1929.2643327245992,2.57900647089471e-07,2379645.082756726
690,0.6228454280077237,1250.5512055053932,1925.0766115164276,2.587204655352741e-07,2407406.8772221063
700,0.6242005406407496,1217.7061475388698,1911.3229542677143,2.6819307908564574e-07,2327429.7113439497
710,0.632840786100021,1283.5669268293389,1908.5532790760824,2.5832810305527383e-07,2449755.8671137444
720,0.6391521037465823,1227.1275177640985,1895.4828467433276,2.747860422947762e-07,2325999.1606885665
730,0.6538707765707525,1214.2879634773901,1907.5285297627443,2.822924062119231e-07,2316288.933680623
740,0.6188314930192813,1234.18479644003,1916.3455281799063,2.6164858929672817e-07,2365124.5156054795
750,0.6167441660811399,1241.7920792167833,1891.4597867365899,2.625784330296612e-07,2348799.7813265636
760,0.6039381193627718,1191.4610786050325,1872.049416394861,2.7076671362128164e-07,2230474.016859743
770,0.5887375094174429,1206.5711023412427,1899.8575511903339,2.5683118010410167e-07,2292313.219831055
780,0.5850364658142174,1219.0408558125187,1884.2126375567773,2.547034123706552e-07,2296932.1862199767
790,0.6357806632015277,1152.9530027982091,1866.332198130553,2.954654890133285e-07,2151793.312053603
800,0.569306826607272,1166.7558277385372,1860.9217301683354,2.622033919118832e-07,2171241.2736391868
810,0.6026962007183152,1170.8833320717063,1859.5894451129416,2.7680106551612623e-07,2177362.2857792163
820,0.5606681346425331,1170.2059845995282,1873.2315436457181,2.557714683365767e-07,2192066.7629148318
830,0.5397997494407507,1214.6174482362856,1873.6395905032527,2.3719586211604918e-07,2275755.3383315396
840,0.5428129034000372,1197.8429624311218,1859.1886515459344,2.437400059730014e-07,2227016.042086105
850,0.5304404951392069,1176.6871317972655,1850.5862365158348,2.4359386143993044e-07,2177561.0107893134
860,0.5721564855687384,1181.8531342285614,1839.7334188466818,2.631457840888479e-07,2174294.7072089775
870,0.5855131294231442,1214.4992089373409,1853.678177253158,2.600788670477574e-07,2251290.6798983724
880,0.5622218945440942,1178.2837600637522,1841.163865457958,2.591584772266813e-07,2169413.482285315
890,0.583572213972238,1187.07462561409,1834.705038334092,2.6794788290065115e-07,2177931.796492727
900,0.5308718786672939,1177.0811271500372,1836.9738274809283,2.455163140443991e-07,2162267.2233963693
910,0.5330227120115762,1181.5448610820806,1839.3977994493496,2.452561104304739e-07,2173331.0174250663
920,0.5042188152090338,1182.5785567496744,1829.5212506871721,2.330513319468032e-07,2163552.600180495
930,0.531826532373118,1221.8310117677363,1841.9356721724293,2.3631124995744073e-07,2250534.1259415247
940,0.5308238796542202,1212.6461257424578,1817.1629854494909,2.408920604359639e-07,2203575.6541479235
950,0.5531237783146462,1163.6313279661194,1826.7350828822912,2.60214416695255e-07,2125646.17033662
960,0.5173493703312385,1181.357197279582,1807.91250719367,2.4222852468688137e-07,2135790.452425016
970,0.5071169083830395,1187.0189713708521,1825.7956468370423,2.3399052065586584e-07,2167254.0706418855
980,0.4457910510214232,1157.013886462162,1810.7823600478666,2.1277790059741462e-07,2095100.3359361081
990,0.49096193773284974,1175.4561214228743,1810.3441408512413,2.3071735361376028e-07,2127980.1022456256
1000,0.4789463252360616,1156.4697066721585,1800.0,2.3008064133688716e-07,2081645.4720098854
1010,0.5089567131792248,1201.7798501315915,1802.0180127873746,2.3501565960966848e-07,2165628.9373420393
1020,0.4762976976212379,1171.2368574220304,1800.0,2.259234162031261e-07,2108226.343359655
1030,0.5009144757752686,1175.175626434147,1805.502175062831,2.3608195396869035e-07,2121782.1496076775
1040,0.535877378358514,1220.7020193447702,1800.0,2.4388396998263253e-07,2197263.6348205865
1050,0.49985712453791187,1183.3457353068825,1811.945380758272,2.3312515313122535e-07,2144157.8389293067
1060,0.4776868349585231,1202.3867419677802,1810.9107121334287,2.193825376068846e-07,2177415.031156666
1070,0.49165616146201263,1207.3203728263704,1800.0,2.2623846832295778e-07,2173176.6710874666
1080,0.5388452506043839,1161.8671540354326,1801.706160675625,2.5740893715245363e-07,2093343.2093122941
1090,0.4889843610935647,1201.2653344612916,1800.0,2.261431930083448e-07,2162277.6020303247
1100,0.510756715335039,1174.8870212820266,1804.8148472584737,2.4087144836406077e-07,2120453.539861084
1110,0.5248281136414416,1204.870724289321,1804.4303885606057,2.4139957791642705e-07,2174105.349194678
1120,0.44991071350103795,1178.6278849730286,1800.0,2.1206896559653798e-07,2121530.1929514515
1130,0.46036579868391575,1210.1133784450508,1802.26947662861,2.1108494607655333e-07,2180950.4052314404
1140,0.508467022512339,1170.0032711282001,1807.9215499142967,2.40378783978723e-07,2115274.127342893
1150,0.4997460492589522,1184.4015119366177,1817.6911034291795,2.3212949937839898e-07,2152876.0911352593
1160,0.5149571604906418,1172.0441373391232,1809.3514386052598,2.428310425951129e-07,2120639.7460034033
1170,0.4989033740219263,1172.9934598872999,1800.0,2.3629163384246188e-07,2111388.22779714
1180,0.4900717228967535,1168.4225295600302,1800.4210323027492,2.3296229944526764e-07,2103652.496836259
1190,0.4889399667370041,1216.3030841116888,1805.9256277000807,2.2259421312677377e-07,2196552.9106479455
1200,0.4903233914591975,1132.4549828671975,1809.1033412039146,2.393306330256098e-07,2048728.093268069
