datetime,year,month,day,hour,region,average_intensity,marginal_intensity,coal_fraction,gas_fraction,renewable_fraction,nuclear_fraction
2023-01-04 21:00:00,2023,1,4,21,PJM,0.41707717797949007,0.5422003313733371,0.04928932188134523,0.4560660171779821,0.10928932188134528,0.35
2023-01-04 22:00:00,2023,1,4,22,PJM,0.3987263064456331,0.5183441983793231,0.06999999999999995,0.42499999999999993,0.09339745962155616,0.35
2023-01-04 23:00:00,2023,1,4,23,PJM,0.3773562639275659,0.49056314310583565,0.09411809548974784,0.38882285676537814,0.08340741737109315,0.35
2023-01-05 00:00:00,2023,1,5,0,PJM,0.35418557882462043,0.46044125247200657,0.12,0.35,0.07999999999999999,0.35
2023-01-05 01:00:00,2023,1,5,1,PJM,0.3312680854995025,0.43064851114935326,0.14588190451025207,0.3111771432346218,0.08340741737109315,0.35
2023-01-05 02:00:00,2023,1,5,2,PJM,0.3099123814715428,0.40288609591300567,0.16999999999999998,0.275,0.09339745962155613,0.35
2023-01-05 03:00:00,2023,1,5,3,PJM,0.2915738226782775,0.3790459694817608,0.19071067811865475,0.24393398282201784,0.10928932188134524,0.35
2023-01-05 04:00:00,2023,1,5,4,PJM,0.2775021515955662,0.3607527970742361,0.20660254037844386,0.22009618943233417,0.13,0.35
2023-01-05 05:00:00,2023,1,5,5,PJM,0.2686563293531596,0.3492532281591075,0.21659258262890685,0.20511112605663973,0.15411809548974792,0.35
2023-01-05 06:00:00,2023,1,5,6,PJM,0.2656391841184653,0.34533093935400494,0.22,0.19999999999999998,0.18,0.35
2023-01-05 07:00:00,2023,1,5,7,PJM,0.2686563293531596,0.3492532281591075,0.21659258262890685,0.20511112605663973,0.20588190451025207,0.35
2023-01-05 08:00:00,2023,1,5,8,PJM,0.2775021515955662,0.3607527970742361,0.2066025403784439,0.2200961894323342,0.22999999999999998,0.35
2023-01-05 09:00:00,2023,1,5,9,PJM,0.2915738226782775,0.3790459694817608,0.19071067811865478,0.24393398282201786,0.2507106781186548,0.35
2023-01-05 10:00:00,2023,1,5,10,PJM,0.3099123814715429,0.4028860959130057,0.16999999999999998,0.275,0.2666025403784439,0.35
2023-01-05 11:00:00,2023,1,5,11,PJM,0.3312680854995025,0.43064851114935326,0.1458819045102521,0.31117714323462187,0.27659258262890685,0.35
2023-01-05 12:00:00,2023,1,5,12,PJM,0.35418557882462043,0.46044125247200657,0.12000000000000001,0.35,0.28,0.35
2023-01-05 13:00:00,2023,1,5,13,PJM,0.37710307214973837,0.49023399379465993,0.09411809548974792,0.3888228567653781,0.27659258262890685,0.35
2023-01-05 14:00:00,2023,1,5,14,PJM,0.398458776177698,0.5179964090310074,0.07000000000000002,0.42499999999999993,0.2666025403784439,0.35
2023-01-05 15:00:00,2023,1,5,15,PJM,0.41679733497096333,0.5418365354622523,0.049289321881345285,0.4560660171779821,0.2507106781186548,0.35
2023-01-05 16:00:00,2023,1,5,16,PJM,0.4308690060536747,0.5601297078697771,0.03339745962155616,0.47990381056766573,0.22999999999999998,0.35
2023-01-05 17:00:00,2023,1,5,17,PJM,0.43971482829608133,0.5716292767849057,0.023407417371093156,0.49488887394336023,0.2058819045102521,0.35
2023-01-05 18:00:00,2023,1,5,18,PJM,0.44273197353077554,0.5755515655900082,0.01999999999999999,0.5,0.18,0.35
2023-01-05 19:00:00,2023,1,5,19,PJM,0.43971482829608133,0.5716292767849057,0.023407417371093142,0.49488887394336023,0.15411809548974792,0.35
2023-01-05 20:00:00,2023,1,5,20,PJM,0.4308690060536747,0.5601297078697771,0.03339745962155613,0.4799038105676658,0.13,0.35
2023-01-05 21:00:00,2023,1,5,21,PJM,0.41679733497096333,0.5418365354622523,0.04928932188134523,0.4560660171779821,0.10928932188134528,0.35
2023-01-05 22:00:00,2023,1,5,22,PJM,0.398458776177698,0.5179964090310074,0.06999999999999995,0.42499999999999993,0.09339745962155616,0.35
2023-01-05 23:00:00,2023,1,5,23,PJM,0.37710307214973837,0.49023399379465993,0.09411809548974784,0.38882285676537814,0.08340741737109315,0.35
2023-01-06 00:00:00,2023,1,6,0,PJM,0.35396579476748835,0.4601555331977349,0.12,0.35,0.07999999999999999,0.35
2023-01-06 01:00:00,2023,1,6,1,PJM,0.3310625225173193,0.4303812792725151,0.14588190451025207,0.3111771432346218,0.08340741737109315,0.35
2023-01-06 02:00:00,2023,1,6,2,PJM,0.30972007042155225,0.40263609154801794,0.16999999999999998,0.275,0.09339745962155613,0.35
2023-01-06 03:00:00,2023,1,6,3,PJM,0.2913928913204441,0.3788107587165773,0.19071067811865475,0.24393398282201784,0.10928932188134524,0.35
2023-01-06 04:00:00,2023,1,6,4,PJM,0.2773299521826399,0.3605289378374319,0.20660254037844386,0.22009618943233417,0.13,0.35
2023-01-06 05:00:00,2023,1,6,5,PJM,0.26848961907027513,0.34903650479135767,0.21659258262890685,0.20511112605663973,0.15411809548974792,0.35
2023-01-06 06:00:00,2023,1,6,6,PJM,0.26547434607561626,0.34511664989830115,0.22,0.19999999999999998,0.18,0.35
2023-01-06 07:00:00,2023,1,6,7,PJM,0.26848961907027513,0.34903650479135767,0.21659258262890685,0.20511112605663973,0.20588190451025207,0.35
2023-01-06 08:00:00,2023,1,6,8,PJM,0.2773299521826399,0.3605289378374319,0.2066025403784439,0.2200961894323342,0.22999999999999998,0.35
2023-01-06 09:00:00,2023,1,6,9,PJM,0.29139289132044416,0.37881075871657743,0.19071067811865478,0.24393398282201786,0.2507106781186548,0.35
2023-01-06 10:00:00,2023,1,6,10,PJM,0.3097200704215523,0.402636091548018,0.16999999999999998,0.275,0.2666025403784439,0.35
2023-01-06 11:00:00,2023,1,6,11,PJM,0.3310625225173193,0.4303812792725151,0.1458819045102521,0.31117714323462187,0.27659258262890685,0.35
2023-01-06 12:00:00,2023,1,6,12,PJM,0.35396579476748835,0.4601555331977349,0.12000000000000001,0.35,0.28,0.35
2023-01-06 13:00:00,2023,1,6,13,PJM,0.3768690670176574,0.4899297871229546,0.09411809548974792,0.3888228567653781,0.27659258262890685,0.35
2023-01-06 14:00:00,2023,1,6,14,PJM,0.3982115191134244,0.5176749748474517,0.07000000000000002,0.42499999999999993,0.2666025403784439,0.35
2023-01-06 15:00:00,2023,1,6,15,PJM,0.4165386982145326,0.5415003076788923,0.049289321881345285,0.4560660171779821,0.2507106781186548,0.35
2023-01-06 16:00:00,2023,1,6,16,PJM,0.4306016373523368,0.5597821285580379,0.03339745962155616,0.47990381056766573,0.22999999999999998,0.35
2023-01-06 17:00:00,2023,1,6,17,PJM,0.4394419704647016,0.5712745616041122,0.023407417371093156,0.49488887394336023,0.2058819045102521,0.35
2023-01-06 18:00:00,2023,1,6,18,PJM,0.44245724345936044,0.5751944164971686,0.01999999999999999,0.5,0.18,0.35
2023-01-06 19:00:00,2023,1,6,19,PJM,0.4394419704647016,0.5712745616041122,0.023407417371093142,0.49488887394336023,0.15411809548974792,0.35
2023-01-06 20:00:00,2023,1,6,20,PJM,0.4306016373523368,0.5597821285580379,0.03339745962155613,0.4799038105676658,0.13,0.35
2023-01-06 21:00:00,2023,1,6,21,PJM,0.4165386982145326,0.5415003076788923,0.04928932188134523,0.4560660171779821,0.10928932188134528,0.35
2023-01-06 22:00:00,2023,1,6,22,PJM,0.3982115191134244,0.5176749748474517,0.06999999999999995,0.42499999999999993,0.09339745962155616,0.35
2023-01-06 23:00:00,2023,1,6,23,PJM,0.3768690670176574,0.4899297871229546,0.09411809548974784,0.38882285676537814,0.08340741737109315,0.35
2023-01-07 00:00:00,2023,1,7,0,PJM,0.35376409646259277,0.4598933254013706,0.12,0.35,0.07999999999999999,0.35
2023-01-07 01:00:00,2023,1,7,1,PJM,0.3308738750530917,0.4301360375690192,0.14588190451025207,0.3111771432346218,0.08340741737109315,0.35
2023-01-07 02:00:00,2023,1,7,2,PJM,0.30954358440476865,0.40240665972619927,0.16999999999999998,0.275,0.09339745962155613,0.35
2023-01-07 03:00:00,2023,1,7,3,PJM,0.29122684857533493,0.3785949031479354,0.19071067811865475,0.24393398282201784,0.10928932188134524,0.35
2023-01-07 04:00:00,2023,1,7,4,PJM,0.27717192284172926,0.36032349969424804,0.20660254037844386,0.22009618943233417,0.13,0.35
2023-01-07 05:00:00,2023,1,7,5,PJM,0.2683366271658339,0.3488376153155841,0.21659258262890685,0.20511112605663973,0.15411809548974792,0.35
2023-01-07 06:00:00,2023,1,7,6,PJM,0.2653230723469446,0.34491999405102797,0.22,0.19999999999999998,0.18,0.35
2023-01-07 07:00:00,2023,1,7,7,PJM,0.2683366271658339,0.3488376153155841,0.21659258262890685,0.20511112605663973,0.20588190451025207,0.35
2023-01-07 08:00:00,2023,1,7,8,PJM,0.27717192284172926,0.36032349969424804,0.2066025403784439,0.2200961894323342,0.22999999999999998,0.35
2023-01-07 09:00:00,2023,1,7,9,PJM,0.29122684857533493,0.3785949031479354,0.19071067811865478,0.24393398282201786,0.2507106781186548,0.35
2023-01-07 10:00:00,2023,1,7,10,PJM,0.3095435844047687,0.4024066597261993,0.16999999999999998,0.275,0.2666025403784439,0.35
2023-01-07 11:00:00,2023,1,7,11,PJM,0.3308738750530917,0.4301360375690192,0.1458819045102521,0.31117714323462187,0.27659258262890685,0.35
2023-01-07 12:00:00,2023,1,7,12,PJM,0.35376409646259277,0.4598933254013706,0.12000000000000001,0.35,0.28,0.35
2023-01-07 13:00:00,2023,1,7,13,PJM,0.37665431787209386,0.48965061323372205,0.09411809548974792,0.3888228567653781,0.27659258262890685,0.35
2023-01-07 14:00:00,2023,1,7,14,PJM,0.39798460852041684,0.5173799910765419,0.07000000000000002,0.42499999999999993,0.2666025403784439,0.35
2023-01-07 15:00:00,2023,1,7,15,PJM,0.4163013443498506,0.5411917476548058,0.049289321881345285,0.4560660171779821,0.2507106781186548,0.35
2023-01-07 16:00:00,2023,1,7,16,PJM,0.4303562700834562,0.5594631511084931,0.03339745962155616,0.47990381056766573,0.22999999999999998,0.35
2023-01-07 17:00:00,2023,1,7,17,PJM,0.4391915657593517,0.5709490354871573,0.023407417371093156,0.49488887394336023,0.2058819045102521,0.35
2023-01-07 18:00:00,2023,1,7,18,PJM,0.44220512057824096,0.5748666567517132,0.01999999999999999,0.5,0.18,0.35
2023-01-07 19:00:00,2023,1,7,19,PJM,0.4391915657593517,0.5709490354871573,0.023407417371093142,0.49488887394336023,0.15411809548974792,0.35
2023-01-07 20:00:00,2023,1,7,20,PJM,0.4303562700834562,0.5594631511084931,0.03339745962155613,0.4799038105676658,0.13,0.35
2023-01-07 21:00:00,2023,1,7,21,PJM,0.4163013443498506,0.5411917476548058,0.04928932188134523,0.4560660171779821,0.10928932188134528,0.35
2023-01-07 22:00:00,2023,1,7,22,PJM,0.39798460852041684,0.5173799910765419,0.06999999999999995,0.42499999999999993,0.09339745962155616,0.35
2023-01-07 23:00:00,2023,1,7,23,PJM,0.37665431787209386,0.48965061323372205,0.09411809548974784,0.38882285676537814,0.08340741737109315,0.35
2023-01-08 00:00:00,2023,1,8,0,PJM,0.35358054367749436,0.45965470678074266,0.12,0.35,0.07999999999999999,0.35
2023-01-08 01:00:00,2023,1,8,1,PJM,0.33070219900713455,0.4299128587092749,0.14588190451025207,0.3111771432346218,0.08340741737109315,0.35
2023-01-08 02:00:00,2023,1,8,2,PJM,0.30938297571780754,0.4021978684331498,0.16999999999999998,0.275,0.09339745962155613,0.35
2023-01-08 03:00:00,2023,1,8,3,PJM,0.2910757436449987,0.37839846673849836,0.19071067811865475,0.24393398282201784,0.10928932188134524,0.35
2023-01-08 04:00:00,2023,1,8,4,PJM,0.2770281104003385,0.36013654352044006,0.20660254037844386,0.22009618943233417,0.13,0.35
2023-01-08 05:00:00,2023,1,8,5,PJM,0.26819739897463896,0.3486566186670307,0.21659258262890685,0.20511112605663973,0.15411809548974792,0.35
2023-01-08 06:00:00,2023,1,8,6,PJM,0.2651854077581208,0.344741030085557,0.22,0.19999999999999998,0.18,0.35
2023-01-08 07:00:00,2023,1,8,7,PJM,0.26819739897463896,0.3486566186670307,0.21659258262890685,0.20511112605663973,0.20588190451025207,0.35
2023-01-08 08:00:00,2023,1,8,8,PJM,0.2770281104003385,0.36013654352044006,0.2066025403784439,0.2200961894323342,0.22999999999999998,0.35
2023-01-08 09:00:00,2023,1,8,9,PJM,0.2910757436449987,0.37839846673849836,0.19071067811865478,0.24393398282201786,0.2507106781186548,0.35
2023-01-08 10:00:00,2023,1,8,10,PJM,0.3093829757178076,0.40219786843314986,0.16999999999999998,0.275,0.2666025403784439,0.35
2023-01-08 11:00:00,2023,1,8,11,PJM,0.33070219900713455,0.4299128587092749,0.1458819045102521,0.31117714323462187,0.27659258262890685,0.35
2023-01-08 12:00:00,2023,1,8,12,PJM,0.35358054367749436,0.45965470678074266,0.12000000000000001,0.35,0.28,0.35
2023-01-08 13:00:00,2023,1,8,13,PJM,0.3764588883478542,0.48939655485221045,0.09411809548974792,0.3888228567653781,0.27659258262890685,0.35
2023-01-08 14:00:00,2023,1,8,14,PJM,0.39777811163718113,0.5171115451283355,0.07000000000000002,0.42499999999999993,0.2666025403784439,0.35
2023-01-08 15:00:00,2023,1,8,15,PJM,0.41608534370999,0.540910946822987,0.049289321881345285,0.4560660171779821,0.2507106781186548,0.35
2023-01-08 16:00:00,2023,1,8,16,PJM,0.4301329769546502,0.5591728700410453,0.03339745962155616,0.47990381056766573,0.22999999999999998,0.35
2023-01-08 17:00:00,2023,1,8,17,PJM,0.4389636883803498,0.5706527948944548,0.023407417371093156,0.49488887394336023,0.2058819045102521,0.35
2023-01-08 18:00:00,2023,1,8,18,PJM,0.44197567959686795,0.5745683834759283,0.01999999999999999,0.5,0.18,0.35
2023-01-08 19:00:00,2023,1,8,19,PJM,0.4389636883803498,0.5706527948944548,0.023407417371093142,0.49488887394336023,0.15411809548974792,0.35
2023-01-08 20:00:00,2023,1,8,20,PJM,0.4301329769546502,0.5591728700410453,0.03339745962155613,0.4799038105676658,0.13,0.35
2023-01-08 21:00:00,2023,1,8,21,PJM,0.41608534370999,0.540910946822987,0.04928932188134523,0.4560660171779821,0.10928932188134528,0.35
2023-01-08 22:00:00,2023,1,8,22,PJM,0.39777811163718113,0.5171115451283355,0.06999999999999995,0.42499999999999993,0.09339745962155616,0.35
