curve_id,material,gb_sigma,temperature_K,misorientation_deg,strain,shear_stress_MPa,sliding_velocity_m_s
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.03390,431.353,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.03559,419.310,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.03729,413.596,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.03898,407.956,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.04068,396.223,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.04237,393.290,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.04407,383.801,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.04576,378.114,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.04746,366.268,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.04915,360.600,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.05085,350.620,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.05254,351.576,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.05424,333.896,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.05593,332.474,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.05763,321.612,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.05932,309.536,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.06102,307.788,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.06271,292.309,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.06441,295.498,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.06610,285.630,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.06780,285.948,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.06949,271.346,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.07119,272.796,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.07288,266.496,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.07458,265.395,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.07627,250.729,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.07797,242.410,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.07966,236.497,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.08136,235.871,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.08305,235.797,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.08475,223.872,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.08644,220.626,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.08814,215.771,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.08983,210.023,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.09153,202.946,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.09322,207.414,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.09492,190.318,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.09661,187.002,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.09831,186.106,0.000000
48291763-6df9-473f-80e1-f1a59c398e52,Al,3,300,37.27,0.10000,186.934,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.00000,0.024,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.00169,32.374,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.00339,87.181,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.00508,122.493,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.00678,173.953,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.00847,222.521,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.01017,269.263,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.01186,302.720,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.01356,350.276,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.01525,394.997,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.01695,434.653,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.01864,491.279,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.02034,518.890,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.02203,512.061,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.02373,505.076,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.02542,496.918,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.02712,475.170,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.02881,463.587,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.03051,463.024,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.03220,457.198,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.03390,459.178,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.03559,437.485,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.03729,432.792,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.03898,431.774,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.04068,416.064,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.04237,414.401,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.04407,404.270,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.04576,404.472,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.04746,389.972,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.04915,393.066,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.05085,377.416,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.05254,367.103,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.05424,360.814,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.05593,352.293,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.05763,350.180,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.05932,350.578,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.06102,331.708,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.06271,325.229,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.06441,324.129,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.06610,316.802,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.06780,302.787,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.06949,299.500,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.07119,300.080,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.07288,300.751,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.07458,299.789,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.07627,284.087,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.07797,283.317,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.07966,273.658,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.08136,275.501,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.08305,252.814,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.08475,264.481,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.08644,259.916,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.08814,254.774,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.08983,241.106,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.09153,241.554,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.09322,230.366,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.09492,232.419,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.09661,223.507,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.09831,228.068,0.000000
853ec265-6825-44dd-97ba-e91f6566bcd9,Al,5,300,34.78,0.10000,212.692,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.00000,3.128,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.00169,43.157,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.00339,95.583,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.00508,137.253,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.00678,173.156,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.00847,223.869,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.01017,258.396,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.01186,306.666,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.01356,345.919,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.01525,394.523,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.01695,442.442,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.01864,491.357,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.02034,520.974,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.02203,510.798,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.02373,500.343,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.02542,490.761,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.02712,472.769,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.02881,465.433,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.03051,462.668,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.03220,454.754,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.03390,448.714,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.03559,436.426,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.03729,433.880,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.03898,415.914,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.04068,413.288,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.04237,395.632,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.04407,401.362,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.04576,398.179,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.04746,381.418,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.04915,378.567,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.05085,367.243,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.05254,358.122,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.05424,346.005,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.05593,343.345,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.05763,340.306,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.05932,331.534,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.06102,330.878,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.06271,312.092,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.06441,307.652,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.06610,300.523,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.06780,311.163,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.06949,289.227,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.07119,276.336,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.07288,294.254,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.07458,286.261,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.07627,266.444,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.07797,269.595,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.07966,254.235,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.08136,261.082,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.08305,240.730,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.08475,248.672,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.08644,240.993,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.08814,228.830,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.08983,236.271,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.09153,228.559,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.09322,224.511,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.09492,225.834,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.09661,211.783,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.09831,210.984,0.000000
58a25805-b3a4-4fea-8f4a-bc88e1128771,Al,11,300,25.30,0.10000,214.164,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.00000,2.757,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.00169,48.414,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.00339,72.812,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.00508,126.434,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.00678,184.848,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.00847,220.265,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.01017,258.825,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.01186,309.298,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.01356,355.230,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.01525,402.142,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.01695,443.389,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.01864,484.186,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.02034,515.197,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.02203,511.362,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.02373,495.291,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.02542,499.776,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.02712,478.547,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.02881,463.767,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.03051,469.131,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.03220,455.784,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.03390,443.998,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.03559,433.577,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.03729,423.671,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.03898,412.414,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.04068,405.911,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.04237,393.307,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.04407,381.846,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.04576,379.265,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.04746,376.608,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.04915,360.075,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.05085,354.580,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.05254,353.943,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.05424,346.572,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.05593,341.168,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.05763,330.712,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.05932,322.768,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.06102,318.171,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.06271,311.224,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.06441,306.863,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.06610,299.134,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.06780,295.525,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.06949,289.630,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.07119,296.452,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.07288,280.056,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.07458,266.136,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.07627,263.093,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.07797,254.200,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.07966,250.050,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.08136,251.207,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.08305,242.240,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.08475,240.867,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.08644,236.344,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.08814,229.932,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.08983,227.511,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.09153,216.256,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.09322,212.402,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.09492,214.903,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.09661,209.515,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.09831,203.664,0.000000
59646be5-e512-4e48-9140-cc668048cc76,Al,13,300,18.80,0.10000,204.556,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.00000,0.000,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.00169,45.041,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.00339,90.739,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.00508,132.696,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.00678,176.030,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.00847,221.216,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.01017,255.951,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.01186,310.328,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.01356,356.913,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.01525,397.970,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.01695,444.468,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.01864,482.505,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.02034,520.108,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.02203,515.258,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.02373,495.578,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.02542,487.103,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.02712,485.667,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.02881,473.785,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.03051,467.161,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.03220,457.439,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.03390,456.698,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.03559,449.325,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.03729,439.612,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.03898,433.329,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.04068,414.210,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.04237,408.910,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.04407,407.505,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.04576,404.017,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.04746,383.929,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.04915,389.548,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.05085,378.974,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.05254,378.272,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.05424,369.608,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.05593,364.340,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.05763,355.853,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.05932,347.825,0.000000
3e19a663-c47f-4a15-876a-166dd6840ad8,Al,19,300,38.04,0.06102,346.015,0.000000
