relative_path,bytes
data/csv/group04/baseline/sec_015.csv,1440352
data/csv/group04/baseline/sec_016.csv,1439664
data/csv/group04/baseline/sec_017.csv,1440453
data/csv/group04/baseline/sec_018.csv,1441013
data/csv/group04/baseline/sec_019.csv,1440172
data/csv/group04/baseline/sec_020.csv,1430335
data/csv/group04/baseline/sec_021.csv,1430121
data/csv/group04/baseline/sec_022.csv,1430157
data/csv/group04/baseline/sec_023.csv,1429800
data/csv/group04/baseline/sec_024.csv,1429669
data/csv/group04/baseline/sec_025.csv,1429932
data/csv/group04/baseline/sec_026.csv,1430083
data/csv/group04/baseline/sec_027.csv,1430512
data/csv/group04/baseline/sec_028.csv,1430447
data/csv/group04/baseline/sec_029.csv,1429035
data/csv/group04/event/sec_000.csv,1419261
data/csv/group04/event/sec_001.csv,1420385
data/csv/group04/event/sec_002.csv,1419186
data/csv/group04/event/sec_003.csv,1420349
data/csv/group04/event/sec_004.csv,1420034
data/csv/group04/event/sec_005.csv,1420294
data/csv/group04/event/sec_006.csv,1419514
data/csv/group04/event/sec_007.csv,1419915
data/csv/group04/event/sec_008.csv,1419757
data/csv/group04/event/sec_009.csv,1420003
data/csv/group04/event/sec_010.csv,1430678
data/csv/group04/event/sec_011.csv,1429482
data/csv/group04/event/sec_012.csv,1430189
data/csv/group04/event/sec_013.csv,1429530
data/csv/group04/event/sec_014.csv,1430451
data/csv/group04/event/sec_015.csv,1428673
data/csv/group04/event/sec_016.csv,1429166
data/csv/group04/event/sec_017.csv,1430246
data/csv/group04/event/sec_018.csv,1429772
data/csv/group04/event/sec_019.csv,1429230
data/csv/group04/event/sec_020.csv,1430040
data/csv/group04/event/sec_021.csv,1429441
data/csv/group04/event/sec_022.csv,1430185
data/csv/group04/event/sec_023.csv,1430795
data/csv/group04/event/sec_024.csv,1430098
data/csv/group04/event/sec_025.csv,1430666
data/csv/group04/event/sec_026.csv,1429507
data/csv/group04/event/sec_027.csv,1429768
data/csv/group04/event/sec_028.csv,1429204
data/csv/group04/event/sec_029.csv,1429980
data/dataset_manifest.csv,8167
data/metadata/groups.csv,155
data/metadata/leak_positions.csv,51
data/metadata/leak_rms_summary.csv,1638
data/metadata/sensors.csv,265
