specimen,operation_hours,roi_id,region,crack_density_per_mm2,avg_crack_length_um,avg_crack_width_um,max_crack_length_um,magnification,accelerating_voltage_kV
10h_operation,10,5,interface_ae,1.4445528606172622,17.941073421780207,0.7763505373209703,34.49932277205881,5000x,15
10h_operation,10,5,interface_ec,1.3220649717320716,17.924874306596976,0.7269675795973024,34.53787788559283,5000x,15
10h_operation,10,6,anode,0.6727761509597958,10.390386518307398,0.6049639928793726,20.06557988547306,5000x,15
10h_operation,10,6,electrolyte,0.9131101915984794,14.598611822852094,0.7180886593500723,22.801992912353107,5000x,15
10h_operation,10,6,cathode,0.5760377956237359,14.107231358083716,0.7301379605078535,25.96948661538331,5000x,15
10h_operation,10,6,interface_ae,1.5666385869093913,18.500344572233978,0.8351573812081854,30.249572044500518,5000x,15
10h_operation,10,6,interface_ec,1.5014024308471419,15.631417441448832,0.7653072605442375,30.41559913855203,5000x,15
10h_operation,10,7,anode,0.19433122570970884,8.182034778146773,0.4757940874804417,19.623951132854437,5000x,15
10h_operation,10,7,electrolyte,0.2937902755641827,9.101658247747386,0.5433203151308867,19.332260080986302,5000x,15
10h_operation,10,7,cathode,0.6534010106313559,16.044232761359158,0.6110039049121208,33.27138168104893,5000x,15
10h_operation,10,7,interface_ae,1.349163630460682,21.665280675106228,0.7538618895490831,40.83664428372426,5000x,15
10h_operation,10,7,interface_ec,1.4449376921422885,17.595888396659397,0.762012350104713,34.20944358689815,5000x,15
10h_operation,10,8,anode,0.7013708096455038,14.024300093711641,0.681505473814833,25.583765343835903,5000x,15
10h_operation,10,8,electrolyte,0.6179926714166049,14.396480600964573,0.7182602626560413,27.639857013996217,5000x,15
10h_operation,10,8,cathode,0.7438476397370856,10.986693719726013,0.6642146485106628,15.694538080212512,5000x,15
10h_operation,10,8,interface_ae,0.9910615241497439,15.43357760866192,0.8972906069995752,27.97900908386753,5000x,15
10h_operation,10,8,interface_ec,1.2134425394639468,14.908765047847256,0.736021607947889,26.369325270936876,5000x,15
10h_operation,10,9,anode,0.6735687953643565,11.52505634780546,0.7429875736972014,25.037903198597437,5000x,15
10h_operation,10,9,electrolyte,0.30239043663682363,10.212762304774927,0.6605477667450766,21.903970455582503,5000x,15
10h_operation,10,9,cathode,0.02995231931532577,11.961967513511226,0.4115105055018021,17.109314562634925,5000x,15
10h_operation,10,9,interface_ae,1.1990444693327933,15.4378998813992,0.5518653093267784,27.936944721594195,5000x,15
10h_operation,10,9,interface_ec,1.6887524564962308,18.808760538412685,0.7457214738500805,32.367951145342985,5000x,15
10h_operation,10,10,anode,0.9164205051265604,14.238163028121344,0.5431778086205691,27.606665060611355,5000x,15
10h_operation,10,10,electrolyte,0.04145985434793026,9.801246066112157,0.7500039851014625,16.488631586322473,5000x,15
10h_operation,10,10,cathode,0.831301551908554,15.325021139917093,0.7783164930867512,23.803641839019342,5000x,15
10h_operation,10,10,interface_ae,1.1670019036678563,13.599620283782897,1.0083584241166832,21.060266725405096,5000x,15
10h_operation,10,10,interface_ec,1.3988063283339234,17.58626826749839,0.9137550510196522,32.533211183688174,5000x,15
50h_operation,50,1,anode,2.0935391596013706,19.122943094459938,0.9827895996168974,33.998550446234624,5000x,15
50h_operation,50,1,electrolyte,1.575363821698511,18.898311250195867,0.787159201029159,35.42783184106654,5000x,15
50h_operation,50,1,cathode,2.5289560811222547,21.198277077137192,1.0489358380702225,34.50824025638681,5000x,15
50h_operation,50,1,interface_ae,5.33825340421569,37.54397422520553,1.4807789904804332,65.40153794776487,5000x,15
50h_operation,50,1,interface_ec,4.960077787112635,34.330907251351825,1.6246016913548396,59.19846720906155,5000x,15
50h_operation,50,2,anode,2.1040120861503526,21.605499329062493,0.8481004637002195,41.51486624017652,5000x,15
50h_operation,50,2,electrolyte,1.3387286929923439,15.516821023577881,0.8670486406520326,25.110499533329236,5000x,15
50h_operation,50,2,cathode,1.7786998501660871,19.217798426089505,0.8563672871052636,40.41149111265483,5000x,15
50h_operation,50,2,interface_ae,5.48048779380136,35.9304415656126,1.584851016838714,64.01045482491739,5000x,15
50h_operation,50,2,interface_ec,5.155461009613323,34.56711396652461,1.7377208105833728,61.67551051549075,5000x,15
50h_operation,50,3,anode,2.087533267025946,18.374331942001394,0.9530686369810087,36.50377798224255,5000x,15
50h_operation,50,3,electrolyte,1.6526494171169217,21.153063157988452,0.9722538593354061,39.119636682405726,5000x,15
50h_operation,50,3,cathode,1.9824017640138103,19.61106535921148,1.030105388929957,30.967240026605346,5000x,15
50h_operation,50,3,interface_ae,5.248205608755777,39.22226914932354,1.573931846794728,68.29661642765798,5000x,15
50h_operation,50,3,interface_ec,5.287616464466316,38.607071028241975,1.5643848741395783,67.79647172450836,5000x,15
50h_operation,50,4,anode,2.0737998246360068,23.225037983177252,0.9902209596246235,39.919425201803556,5000x,15
50h_operation,50,4,electrolyte,1.1762387236947918,16.88694136734511,0.6797898462259675,26.09717276887921,5000x,15
50h_operation,50,4,cathode,2.183584525501683,21.600399680185298,1.0239737844913794,34.80847087067764,5000x,15
50h_operation,50,4,interface_ae,4.987151682840786,34.643416190622816,1.4880951687819015,59.279419895818805,5000x,15
50h_operation,50,4,interface_ec,5.606624877388321,35.8488800571392,1.4295201163188245,67.63716873575837,5000x,15
50h_operation,50,5,anode,2.7218961902734913,20.62143222348801,1.0169066618411606,39.03842020684886,5000x,15
50h_operation,50,5,electrolyte,1.5539171288600697,19.085382294888422,0.6693847272201341,35.789415957549004,5000x,15
50h_operation,50,5,cathode,2.2551880103373874,18.791355377567086,1.0758266900472606,30.723796805643882,5000x,15
50h_operation,50,5,interface_ae,5.543556372306235,38.83455664388634,1.602806812472906,68.61001484862015,5000x,15
50h_operation,50,5,interface_ec,5.1063747248003475,35.356227933185394,1.4975647665765797,65.1912827286259,5000x,15
50h_operation,50,6,anode,2.0696926377106384,18.34926212120459,0.924735070355475,35.132852195317525,5000x,15
50h_operation,50,6,electrolyte,1.0889305849367266,13.434874533562756,0.7456445040228579,21.037721834895176,5000x,15
50h_operation,50,6,cathode,2.4301329675958954,22.261196574561247,1.116795304402426,40.79322079807419,5000x,15
50h_operation,50,6,interface_ae,5.0740884525105425,33.55815051513465,1.5934537643795845,58.45868701974287,5000x,15
50h_operation,50,6,interface_ec,5.466461499389191,41.49090796165557,1.5187937134820588,77.59965030201751,5000x,15
50h_operation,50,7,anode,2.352267869831278,23.66046542377224,1.098677068421693,38.752880772583055,5000x,15
50h_operation,50,7,electrolyte,1.28818767205364,14.22074083431363,0.7547339305258016,22.176930770766525,5000x,15
50h_operation,50,7,cathode,1.9261728493006383,19.405708146698174,0.7337072272627898,35.70599373570927,5000x,15
50h_operation,50,7,interface_ae,5.342522054831069,35.81808283010661,1.3814548782413367,63.19915850421221,5000x,15
50h_operation,50,7,interface_ec,5.370750010813893,32.169419587558934,1.5340807682055708,54.48202842020247,5000x,15
50h_operation,50,8,anode,2.014689779604726,21.537513858747253,0.8302120829171089,39.25374488534193,5000x,15
50h_operation,50,8,electrolyte,1.6875494270309481,20.866439392986923,0.9258242889647672,38.67883535725084,5000x,15
50h_operation,50,8,cathode,1.9388709892841571,20.400458875810816,0.9698469290542666,36.93853976562323,5000x,15
50h_operation,50,8,interface_ae,4.990654764062314,36.46707096190242,1.3771829136751133,64.07703428057215,5000x,15
50h_operation,50,8,interface_ec,4.995084409497794,35.24308401333629,1.5256260388007625,62.27008762431282,5000x,15
50h_operation,50,9,anode,2.5486853473698394,25.023507279055632,1.0423485112767692,49.0561530231379,5000x,15
50h_operation,50,9,electrolyte,0.9447622725369593,12.496453947438322,0.6757086946714644,17.943826093076964,5000x,15
50h_operation,50,9,cathode,1.7538446474027478,19.69202095468749,0.7267977926210893,35.48108928630588,5000x,15
50h_operation,50,9,interface_ae,5.3183814184947105,36.418003894063375,1.73522354828934,68.81244243952335,5000x,15
50h_operation,50,9,interface_ec,5.47251959688572,38.59969093685419,1.5760674326684454,73.62240800794837,5000x,15
50h_operation,50,10,anode,2.9966320353035956,23.11348104620464,1.1059354085721549,40.28862669390474,5000x,15
50h_operation,50,10,electrolyte,1.1347487272154462,12.910863508286118,0.7341370065028529,29.253293875805532,5000x,15
50h_operation,50,10,cathode,2.0966552555569864,20.045385588437192,0.8787316117950458,37.57445945747832,5000x,15
50h_operation,50,10,interface_ae,4.869165013217013,32.82792052932996,1.458783296780827,59.86571700388542,5000x,15
50h_operation,50,10,interface_ec,5.27644357953634,36.66423253706563,1.4820597079891031,69.88097040544724,5000x,15
100h_operation,100,1,anode,4.586963271537461,36.24353068047952,1.7496477110287332,62.002060456138175,5000x,15
100h_operation,100,1,electrolyte,3.4300164795080157,27.16669510927905,1.3023300892908314,45.77332887019266,5000x,15
100h_operation,100,1,cathode,4.874843869825728,32.33303928601968,1.3773286231563215,60.181735100704564,5000x,15
100h_operation,100,1,interface_ae,11.83718222989251,72.83466452246887,2.807922277984707,123.36706555061635,5000x,15
100h_operation,100,1,interface_ec,11.658413008619663,68.63683702698296,2.8052444720774634,120.46485724195016,5000x,15
100h_operation,100,2,anode,4.7256703537800115,36.936820508957055,1.4092336833614312,63.449521593850335,5000x,15
100h_operation,100,2,electrolyte,3.0277218892103877,25.833987743652212,1.059453560107997,45.232531566324894,5000x,15
100h_operation,100,2,cathode,5.287809263719058,36.050295158001035,1.4656781130257734,67.21580833288851,5000x,15
100h_operation,100,2,interface_ae,11.722729494912711,69.50868903700965,2.7912911006100476,123.91563558875487,5000x,15
100h_operation,100,2,interface_ec,12.252008920836714,69.68030907125532,2.918045255918762,121.94989578539405,5000x,15
100h_operation,100,3,anode,5.361138970926962,34.73846674014043,1.5353566498472317,62.73549822371129,5000x,15
100h_operation,100,3,electrolyte,3.0734007645307706,26.79879125339953,1.015213122850072,48.848527825485085,5000x,15
100h_operation,100,3,cathode,5.095493430857091,34.600817449190664,1.6282047783709652,63.237689242444866,5000x,15
100h_operation,100,3,interface_ae,11.9593869640375,67.18827092313563,3.0304717480397536,124.88627714608421,5000x,15
100h_operation,100,3,interface_ec,12.496363980133115,73.06441609230728,3.1546313285849457,129.8219142137599,5000x,15
100h_operation,100,4,anode,4.757879553771856,35.71573723781171,1.3039640914150847,61.23492712525075,5000x,15
100h_operation,100,4,electrolyte,3.872478922288312,33.10319194275372,1.3090303364918006,61.156944377936135,5000x,15
100h_operation,100,4,cathode,4.845681582679492,34.431036390812125,1.560986448735469,61.16051651343256,5000x,15
100h_operation,100,4,interface_ae,12.187474439573284,71.66344291222867,2.830670332497012,132.6038322588699,5000x,15
100h_operation,100,4,interface_ec,12.334682276970078,72.00512113223681,2.8927770825077332,127.36213825863382,5000x,15
100h_operation,100,5,anode,4.323084010440618,34.097056643497936,1.4222925573883818,57.84654878941612,5000x,15
100h_operation,100,5,electrolyte,3.7177446417273057,29.0278617466413,1.1877757219794072,52.99400914168369,5000x,15
100h_operation,100,5,cathode,4.852263272108565,33.27426623870241,1.489009036454278,63.144858995393626,5000x,15
100h_operation,100,5,interface_ae,12.49652754477928,70.26689436863052,3.0403742658746933,129.30110735363655,5000x,15
100h_operation,100,5,interface_ec,11.757090438025019,66.17720636575076,2.8170404610600426,120.83960420982572,5000x,15
100h_operation,100,6,anode,4.163993394601867,30.3858228405604,1.2770511386127659,50.546244320672805,5000x,15
100h_operation,100,6,electrolyte,3.1168125245138896,28.044491846121716,1.1705986914664035,47.51943348194247,5000x,15
100h_operation,100,6,cathode,4.802054231823938,32.36232724913754,1.3711620243262832,55.04291560252244,5000x,15
100h_operation,100,6,interface_ae,12.401177218039575,72.76050944820503,2.801906978030063,130.55320170868364,5000x,15
100h_operation,100,6,interface_ec,11.478586419888796,68.27227065659345,2.753867168623561,125.44345615685648,5000x,15
100h_operation,100,7,anode,5.06223532678098,39.42558998299815,1.4340694703499692,66.26861958964206,5000x,15
100h_operation,100,7,electrolyte,3.3157400555447722,23.828424591071496,1.1194642262464807,46.970636013404544,5000x,15
100h_operation,100,7,cathode,4.797855057323671,33.848663728819545,1.5020461535288734,59.74689390371672,5000x,15
100h_operation,100,7,interface_ae,11.879807811294757,71.91881906149365,2.784003390737127,131.4491108866887,5000x,15
100h_operation,100,7,interface_ec,11.782692663465074,71.07785029553384,2.819766011244793,130.61159141716334,5000x,15
100h_operation,100,8,anode,4.619502834420155,32.16688852465816,1.3142105981564867,54.5540791169297,5000x,15
100h_operation,100,8,electrolyte,3.388299181700361,28.829267198919606,1.1898619817503793,53.514702722324614,5000x,15
100h_operation,100,8,cathode,5.282219209005962,37.39299511339704,1.5618218636435395,63.95233318603666,5000x,15
100h_operation,100,8,interface_ae,12.189319557542168,70.02104264205377,3.0266493103278256,124.88813573604818,5000x,15
100h_operation,100,8,interface_ec,12.488344678318954,73.14749033444244,3.0458309863978914,129.0350716041884,5000x,15
100h_operation,100,9,anode,4.708043871448021,33.104903198951135,1.2984965553653496,51.381808189864984,5000x,15
100h_operation,100,9,electrolyte,3.0315557142322174,27.019528431192118,0.9665105618363183,46.90836172587942,5000x,15
100h_operation,100,9,cathode,5.440666240693098,35.508246972636066,1.6777057858032758,60.613435038813094,5000x,15
100h_operation,100,9,interface_ae,11.619825965371428,69.23624029946915,2.9330283652246476,124.12527282691657,5000x,15
100h_operation,100,9,interface_ec,12.083576506531607,72.52631843534462,2.97581876067864,132.15266098786103,5000x,15
100h_operation,100,10,anode,4.7098339752326766,32.73357308316985,1.3517544962197476,61.79101167323848,5000x,15
100h_operation,100,10,electrolyte,3.2141289421752033,25.418311618894858,1.1176265110383723,43.76505903102491,5000x,15
100h_operation,100,10,cathode,5.303007467965842,39.23562922501277,1.4521782272785093,70.8999752635463,5000x,15
100h_operation,100,10,interface_ae,12.467152677870052,71.12882522736031,2.7643431040104547,128.17606825177674,5000x,15
100h_operation,100,10,interface_ec,11.747419047993796,69.18436413101615,2.992670008944494,125.06078930739932,5000x,15
200h_operation,200,1,anode,8.209692090678214,52.695670135506276,2.140089219320061,94.707355191552,5000x,15
200h_operation,200,1,electrolyte,6.024871483231015,41.78799253306814,1.847861823915433,77.5698696214365,5000x,15
200h_operation,200,1,cathode,9.028281828488769,57.0437807130591,2.5361337944103126,99.20540940329714,5000x,15
200h_operation,200,1,interface_ae,21.55722624591193,117.5966125009998,4.915073434557987,214.8118209361915,5000x,15
200h_operation,200,1,interface_ec,21.443434892161783,115.58960173473349,4.716341242067806,210.9229309149934,5000x,15
200h_operation,200,2,anode,8.140103720357013,52.09349363569811,2.1365505101445783,95.83386843459735,5000x,15
200h_operation,200,2,electrolyte,6.204251594758523,38.71675765742937,1.7424116162298653,71.83548124424945,5000x,15
200h_operation,200,2,cathode,8.525200442417017,51.486438235672175,2.053305610679274,91.85499717744585,5000x,15
200h_operation,200,2,interface_ae,21.38128684852304,115.08750721934057,4.797478387067156,206.53017155154603,5000x,15
200h_operation,200,2,interface_ec,21.633672191504104,115.68794190797318,4.794341362944687,212.17000247230203,5000x,15
200h_operation,200,3,anode,8.000105166740848,49.579455259099305,1.9591561720633603,90.94964609445144,5000x,15
200h_operation,200,3,electrolyte,6.333880924301966,45.05890662246925,1.7872112811470156,78.70244823116272,5000x,15
200h_operation,200,3,cathode,8.5110687560503,51.56714321753568,2.1587332513301867,85.65314779942142,5000x,15
200h_operation,200,3,interface_ae,21.283364596260043,115.77977348523957,4.865884349115042,208.63140940141318,5000x,15
200h_operation,200,3,interface_ec,21.30777055966636,115.53742253950895,4.81725289985043,208.31643528014993,5000x,15
200h_operation,200,4,anode,9.083369560496804,57.64124800000174,2.3501847734539774,105.79901689252651,5000x,15
200h_operation,200,4,electrolyte,5.975902288195654,38.9708460597439,1.6921533319209618,71.99825869789224,5000x,15
200h_operation,200,4,cathode,8.542293811881429,51.57247919623032,2.1386430263109486,89.27373494915327,5000x,15
200h_operation,200,4,interface_ae,20.843196556999164,113.04809298793822,4.671554122944289,204.59364174918727,5000x,15
200h_operation,200,4,interface_ec,21.8689091353925,122.83030434367258,4.736565729440417,222.80654438448934,5000x,15
200h_operation,200,5,anode,8.400281519935216,50.218734978184905,2.1342078435816725,84.08490433168534,5000x,15
200h_operation,200,5,electrolyte,5.7949544464131115,41.373305412965244,1.5460645211270723,74.01957270512304,5000x,15
200h_operation,200,5,cathode,8.693657216263068,54.04235410603077,2.386390419771213,96.00490330355035,5000x,15
200h_operation,200,5,interface_ae,21.07947525631703,114.61805806865753,4.830249626326748,204.80787103577305,5000x,15
200h_operation,200,5,interface_ec,21.23861444647725,118.77474559557768,4.899038611723323,210.72262344235116,5000x,15
200h_operation,200,6,anode,8.130815575788574,53.90063963299568,2.08483159675132,92.85097743508865,5000x,15
200h_operation,200,6,electrolyte,5.84409953506007,41.464112807599754,1.6938912896075393,75.55057390378369,5000x,15
200h_operation,200,6,cathode,8.602610336578396,52.19786600878342,2.26729490313698,91.50679585355917,5000x,15
200h_operation,200,6,interface_ae,21.749845794471295,119.69866930794547,4.749700082057066,215.7461820413625,5000x,15
200h_operation,200,6,interface_ec,21.25517574964776,117.1296135252438,4.933810340449191,206.2152498689861,5000x,15
200h_operation,200,7,anode,9.075740535921636,53.85729114917717,2.3557395687165323,97.94625649174604,5000x,15
200h_operation,200,7,electrolyte,5.444429063674302,37.965924091586444,1.569778252837256,64.63630506211064,5000x,15
200h_operation,200,7,cathode,8.133218544760954,53.027568405329575,2.021181475725389,94.87516982206907,5000x,15
200h_operation,200,7,interface_ae,21.511793784946647,117.39613517975016,4.804494494468108,212.2700115968648,5000x,15
200h_operation,200,7,interface_ec,21.270797595585126,116.90017892395225,4.609358818066049,212.27921635323952,5000x,15
200h_operation,200,8,anode,9.12280734238311,55.347283867706544,2.1816427897396635,100.30203632667306,5000x,15
200h_operation,200,8,electrolyte,6.091892126745629,42.31924284764774,1.7353418411360024,76.05945111998359,5000x,15
200h_operation,200,8,cathode,8.90249290176011,56.13890206904338,2.34081386916133,96.61972954271798,5000x,15
200h_operation,200,8,interface_ae,21.250660598587196,115.955942226889,4.717216328116673,204.88898210116236,5000x,15
200h_operation,200,8,interface_ec,21.28326926533827,113.80569595527686,4.688918023705818,203.653962902471,5000x,15
200h_operation,200,9,anode,8.828746890095278,52.21717477707243,2.424164705866188,92.10188614905962,5000x,15
200h_operation,200,9,electrolyte,5.929008058122796,38.27577211564499,1.7679466222346585,70.73401049878093,5000x,15
200h_operation,200,9,cathode,8.713941895714681,51.57422799157328,2.1717277325403783,97.08710167839655,5000x,15
200h_operation,200,9,interface_ae,21.66186981248584,118.30681058688972,4.791790664772271,206.5395854748078,5000x,15
200h_operation,200,9,interface_ec,21.518418241033487,117.82770774335685,4.747154862190518,213.76709538899004,5000x,15
200h_operation,200,10,anode,8.97391090717013,54.93398149232385,2.31390690525193,101.1987015453417,5000x,15
200h_operation,200,10,electrolyte,6.233426056255444,44.430240905099744,1.6876339924532824,81.32458273629214,5000x,15
200h_operation,200,10,cathode,8.473205975957288,50.24769813821651,2.2173274002578105,88.3624263841337,5000x,15
200h_operation,200,10,interface_ae,21.11918511449885,116.19115714282549,4.732511467402346,210.77027057363452,5000x,15
200h_operation,200,10,interface_ec,21.506648760968037,116.41713232406029,4.8548625655684825,203.95515814530765,5000x,15
10_thermal_cycles,40,1,anode,6.717490606877852,44.16174033455906,1.9833358259468798,81.24620193000432,5000x,15
10_thermal_cycles,40,1,electrolyte,4.119524927614287,31.01752530963632,1.403779248952001,56.00586640712978,5000x,15
10_thermal_cycles,40,1,cathode,6.278621285598226,41.17307238335733,1.8144210075430791,72.59829898860055,5000x,15
10_thermal_cycles,40,1,interface_ae,15.752589863038198,87.40314490350235,3.6062932540629884,157.08294122897536,5000x,15
10_thermal_cycles,40,1,interface_ec,15.675819652103735,87.39701377159612,3.6268157586173717,158.2458640385443,5000x,15
10_thermal_cycles,40,2,anode,6.117240662696846,38.68111069596728,1.7459909160554936,67.07055909742614,5000x,15
10_thermal_cycles,40,2,electrolyte,3.9530195795350984,32.480482415429215,1.2273522221936264,60.15412111915265,5000x,15
10_thermal_cycles,40,2,cathode,6.3137450780444375,41.42262789915383,1.9251667624456867,74.79931793143963,5000x,15
10_thermal_cycles,40,2,interface_ae,16.260216980592823,89.28865877000285,3.685677363849549,161.06297905534058,5000x,15
10_thermal_cycles,40,2,interface_ec,15.576420815635904,87.85587291124986,3.7613333103188533,158.10473191084952,5000x,15
10_thermal_cycles,40,3,anode,6.140212976015099,41.48990105892596,1.6404725015254125,73.00424260828272,5000x,15
10_thermal_cycles,40,3,electrolyte,4.067812111551256,31.3150449950346,1.1791545418749034,53.5226526814735,5000x,15
10_thermal_cycles,40,3,cathode,6.328148667090223,38.66801645034451,1.8527443375738646,67.68469511324737,5000x,15
10_thermal_cycles,40,3,interface_ae,15.609142120448,86.40279419250076,3.7541018584909147,156.52936189301505,5000x,15
